,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
19,Ibrahim Amadou,fr  FRA,MF,Angers,27,1993,16.7,857,36,224,566,106,14,838,7,10,70.0,8,0,542,2217,1171,36,12,5,7,23,596,546,91.6,10
20,Romain Amalfitano,fr  FRA,"FW,DF",Dijon,30,1989,1.3,69,4,20,33,24,0,63,1,1,100.0,1,0,44,313,188,13,3,0,0,3,53,47,88.7,1
21,Jordan Amavi,fr  FRA,DF,Marseille,26,1994,9.0,574,39,208,279,126,10,502,13,24,54.2,14,0,301,1334,737,30,13,3,7,12,341,308,90.3,20
22,Thierry Ambrose,fr  FRA,FW,Metz,23,1997,8.4,375,4,16,207,183,41,362,18,32,56.3,19,0,277,1472,725,35,18,7,21,42,462,292,63.2,94
23,Joachim Andersen,dk  DEN,DF,Lyon,24,1996,2.1,138,15,68,64,14,2,132,0,0,,0,0,82,455,251,9,2,0,0,4,98,96,98.0,2
24,Benjamin André,fr  FRA,MF,Lille,29,1990,32.1,2442,81,496,1637,428,41,2415,28,42,66.7,29,0,1488,6818,3210,149,42,2,24,50,1800,1639,91.1,93
25,Victorien Angban,ci  CIV,MF,Metz,23,1996,18.6,1038,25,253,657,210,10,1022,22,31,71.0,23,0,793,3844,1843,65,19,0,20,32,779,736,94.5,30
26,Houssem Aouar,fr  FRA,"MF,FW",Lyon,22,1998,19.8,1299,9,105,707,597,137,1259,50,86,58.1,55,2,1021,5326,3430,173,49,27,38,54,1267,1057,83.4,153
27,Adil Aouchiche,fr  FRA,"MF,FW",Saint-Étienne,18,2002,19.2,1064,14,156,554,444,47,936,33,62,53.2,37,4,719,4413,2513,115,35,13,38,45,884,717,81.1,83
28,Dennis Appiah,fr  FRA,DF,Nantes,28,1992,17.3,1069,55,347,493,294,15,882,14,22,63.6,16,0,534,2658,1502,75,32,2,13,18,584,522,89.4,27
29,Luiz Araújo,br  BRA,MF,Lille,24,1996,16.6,860,12,104,415,426,51,843,42,74,56.8,45,2,643,3862,2244,112,30,11,35,37,742,621,83.7,102
30,Karim Aribi,dz  ALG,FW,Nîmes,26,1994,3.3,105,3,16,48,51,16,96,3,6,50.0,3,0,51,219,105,4,3,1,13,7,191,74,38.7,22
31,Roger Assalé,ci  CIV,"FW,MF",Dijon,26,1993,9.2,302,3,37,153,146,32,298,17,24,70.8,18,1,233,1376,791,42,21,7,22,33,382,222,58.1,66
32,Youcef Attal,dz  ALG,"DF,MF",Nice,24,1996,10.6,796,31,212,382,269,27,705,22,44,50.0,23,5,549,2802,1726,83,14,9,24,20,608,521,85.7,41
33,Jean-Kévin Augustin,fr  FRA,FW,Nantes,23,1997,0.4,8,0,1,7,2,0,6,0,0,,0,0,3,11,0,0,1,0,1,0,14,5,35.7,1
34,Ludovic Baal,gf  GUF,DF,Brest,34,1986,3.3,288,19,108,159,34,0,268,6,7,85.7,6,1,199,988,570,16,1,0,3,3,211,198,93.8,4
35,Loïc Bade,fr  FRA,DF,Lens,20,2000,29.0,2307,332,1289,1161,56,13,2267,21,24,87.5,21,0,1481,11201,6770,118,18,2,10,11,1538,1505,97.9,5
36,Stéphane Bahoken,cm  CMR,FW,Angers,28,1992,18.0,622,11,30,333,294,78,593,14,29,48.3,17,1,422,1882,843,51,16,13,69,39,911,453,49.7,153
37,Stefan Bajic,fr  FRA,GK,Saint-Étienne,18,2001,1.0,38,35,38,0,0,0,30,0,0,,0,0,21,74,30,0,0,0,0,0,20,20,100.0,0
38,Mitchel Bakker,nl  NED,DF,Paris S-G,20,2000,18.8,1488,53,330,701,536,31,1359,13,21,61.9,13,2,1004,3572,1659,76,32,3,12,16,1118,1050,93.9,67
39,Dilane Bakwa,fr  FRA,"FW,MF",Bordeaux,17,2002,0.6,58,0,4,41,13,1,58,1,3,33.3,1,0,47,239,83,5,0,1,3,1,58,49,84.5,3
40,Leonardo Balerdi,ar  ARG,DF,Marseille,21,1999,18.2,1261,151,667,633,50,18,1212,8,11,72.7,8,0,807,4051,2111,47,9,0,5,7,862,832,96.5,0
41,Fodé Ballo-Touré,sn  SEN,DF,Monaco,23,1997,7.4,505,12,113,266,154,20,433,4,10,40.0,5,0,307,1527,886,41,14,6,7,8,357,313,87.7,29
42,Abdoulaye Bamba,ci  CIV,DF,Angers,30,1990,15.0,999,38,310,513,218,8,811,5,12,41.7,7,1,576,1988,1032,34,17,2,8,6,625,574,91.8,25
43,Jonathan Bamba,fr  FRA,MF,Lille,24,1996,33.2,2128,28,227,1073,1013,89,1960,54,115,47.0,55,6,1578,8526,4585,232,76,22,72,90,1891,1552,82.1,270
44,Robson Bambu,br  BRA,DF,Nice,22,1997,11.6,924,165,586,368,20,3,887,3,4,75.0,3,0,633,3753,1881,38,1,0,2,9,676,658,97.3,2
45,Simon Banza,fr  FRA,FW,Lens,23,1996,15.2,540,18,41,257,263,77,531,12,24,50.0,12,0,322,1375,727,37,13,3,52,34,693,406,58.6,137
46,Danilo Barbosa,br  BRA,DF,Nice,24,1996,2.8,229,34,125,115,4,1,227,1,1,100.0,1,0,163,1152,653,20,0,0,1,1,170,168,98.8,0
47,Melvin Bard,fr  FRA,DF,Lyon,19,2000,4.8,449,13,108,220,152,9,386,9,15,60.0,11,1,268,1359,922,47,13,4,8,5,278,263,94.6,15
48,Toma Bašić,hr  CRO,MF,Bordeaux,23,1996,28.9,1596,56,368,1001,336,40,1534,21,35,60.0,24,0,1118,5777,2492,103,26,1,41,28,1320,1172,88.8,68
49,Cristian Battocchio,it  ITA,"MF,FW",Brest,28,1992,3.9,235,8,52,129,61,2,214,4,5,80.0,4,0,155,595,302,14,3,0,2,2,189,162,85.7,8
50,Paul Baysse,fr  FRA,DF,Bordeaux,32,1988,29.0,1968,250,1055,983,37,17,1913,3,4,75.0,3,0,1244,5982,3511,87,3,0,8,5,1404,1364,97.2,7
51,Erwan Belhadji,fr  FRA,MF,Dijon,19,2001,0.3,18,4,10,6,3,1,18,1,1,100.0,1,0,11,85,42,2,0,1,2,0,8,6,75.0,0
52,Haris Belkebla,dz  ALG,MF,Brest,26,1994,30.3,1691,116,559,955,277,14,1661,25,36,69.4,25,0,1211,5687,2799,82,21,2,19,25,1228,1146,93.3,35
53,Jean-Ricner Bellegarde,fr  FRA,"MF,FW",Strasbourg,22,1998,23.2,1129,21,187,626,413,61,1095,50,82,61.0,52,1,854,5027,2550,110,32,20,55,64,955,756,79.2,83
54,Sami Ben Amar,ma  MAR,MF,Nîmes,22,1998,0.1,6,0,0,3,3,0,6,0,0,,0,0,3,12,7,1,0,0,1,0,4,4,100.0,0
55,Hatem Ben Arfa,fr  FRA,"MF,FW",Bordeaux,33,1987,18.9,1128,1,81,651,514,59,997,83,119,69.7,83,3,901,5673,3296,179,50,27,44,74,1051,887,84.4,99
56,Salim Ben Seghir,fr  FRA,DF,Nice,17,2003,0.1,9,0,1,5,3,0,9,1,1,100.0,1,0,8,33,18,2,0,0,1,0,7,7,100.0,2
57,Wissam Ben Yedder,fr  FRA,FW,Monaco,29,1990,29.0,1184,3,62,552,652,179,1099,37,60,61.7,40,1,791,3579,2099,121,39,30,61,63,1488,886,59.5,287
58,Samy Benchama,fr  FRA,"MF,DF",Montpellier,20,2000,0.5,24,1,6,14,4,0,24,0,1,0.0,0,0,14,58,31,0,0,0,0,0,15,14,93.3,0
59,Darío Benedetto,ar  ARG,FW,Marseille,30,1990,17.5,527,16,36,288,231,65,508,15,28,53.6,19,3,296,1221,425,29,10,9,41,29,790,394,49.9,114
60,Walter Benítez,ar  ARG,GK,Nice,27,1993,38.0,1300,1195,1294,6,0,0,946,0,0,,0,0,601,2406,1266,0,0,0,1,0,606,604,99.7,0
61,Loris Benito,ch  SUI,DF,Bordeaux,28,1992,29.5,2025,124,772,1065,306,13,1747,6,10,60.0,8,2,1235,6794,3393,106,40,1,7,12,1330,1253,94.2,25
62,Bilal Benkhedim,fr  FRA,FW,Saint-Étienne,19,2001,0.8,59,0,5,30,27,3,51,2,2,100.0,2,0,40,202,93,5,1,0,6,1,49,39,79.6,5
63,Djamel Benlamri,dz  ALG,DF,Lyon,30,1989,1.7,107,11,58,54,1,0,104,0,0,,0,0,56,357,216,4,0,0,0,0,61,59,96.7,0
64,Yassine Benrahou,fr  FRA,MF,Nîmes,21,1999,13.8,771,11,108,361,349,34,685,20,43,46.5,20,0,510,2266,1106,58,21,8,24,37,678,509,75.1,60
65,Yassine Benzia,dz  ALG,"MF,FW",Dijon,25,1994,4.5,256,1,40,147,86,8,228,11,16,68.8,11,0,175,751,372,14,6,1,7,8,215,170,79.1,13
66,Valon Berisha,xk  KVX,MF,Reims,27,1993,18.3,1204,30,241,710,338,28,1113,12,20,60.0,13,0,786,4417,2574,126,39,3,19,19,967,839,86.8,56
67,Paul Bernardoni,fr  FRA,GK,Angers,23,1997,38.0,1077,927,1072,5,0,0,700,0,0,,0,0,438,1787,1126,0,0,0,0,0,336,336,100.0,0
68,Juan Bernat,es  ESP,DF,Paris S-G,27,1993,2.2,157,6,34,69,58,2,139,3,5,60.0,3,0,106,306,119,8,2,0,1,4,111,107,96.4,4
69,Dimitry Bertaud,fr  FRA,GK,Montpellier,22,1998,8.3,334,296,334,2,0,0,218,0,0,,0,0,139,683,429,0,0,0,0,0,112,111,99.1,0
70,Loïc Bessile,tg  TOG,DF,Bordeaux,21,1999,1.0,51,5,24,29,0,0,50,0,0,,0,0,38,116,37,0,0,0,0,0,41,41,100.0,0
71,Giulian Biancone,fr  FRA,"DF,MF",Monaco,20,2000,1.0,109,5,22,47,47,4,99,1,3,33.3,1,0,63,374,209,10,2,2,2,3,78,72,92.3,8
72,El Bilal Touré,ml  MLI,"FW,MF",Reims,18,2001,13.8,440,24,52,241,178,48,414,10,21,47.6,13,1,219,992,509,27,14,5,37,20,617,291,47.2,79
73,Ludovic Blas,fr  FRA,"MF,FW",Nantes,22,1997,31.0,1451,27,200,790,591,104,1405,88,155,56.8,102,6,1113,6420,3301,180,56,18,62,91,1286,965,75.0,182
74,Antonin Bobichon,fr  FRA,"MF,FW",Angers,24,1995,10.1,674,6,88,390,259,23,618,14,26,53.8,15,1,488,2712,1338,55,28,3,12,20,567,491,86.6,55
75,Quentin Boisgard,fr  FRA,"MF,FW",Lorient,23,1997,14.6,747,8,92,322,383,29,648,19,29,65.5,20,0,462,2242,1200,61,20,5,33,47,607,468,77.1,90
76,Sven Botman,nl  NED,DF,Lille,20,2000,36.8,2883,303,1464,1502,69,31,2826,8,9,88.9,8,0,1842,8952,4714,133,15,0,9,6,2122,2077,97.9,8
77,Denis Bouanga,ga  GAB,"MF,FW",Saint-Étienne,25,1994,30.2,1371,47,225,654,600,191,1313,67,150,44.7,76,6,883,4837,3170,144,47,33,104,75,1534,935,61.0,215
78,Hicham Boudaoui,dz  ALG,"MF,FW",Nice,20,1999,19.3,1082,41,270,609,282,31,1070,26,42,61.9,31,3,763,4120,2113,86,26,7,32,29,934,784,83.9,70
79,Ryad Boudebouz,dz  ALG,"MF,FW",Saint-Étienne,30,1990,7.2,543,2,83,292,218,11,485,16,21,76.2,16,1,373,2003,1190,47,18,0,14,18,490,394,80.4,36
80,Sofiane Boufal,ma  MAR,"FW,MF",Angers,26,1993,8.1,433,2,70,230,181,26,425,40,67,59.7,43,2,366,1781,1043,52,22,5,12,40,386,316,81.9,35
81,Farid Boulaya,dz  ALG,"MF,FW",Metz,27,1993,31.3,1917,16,216,1093,789,63,1662,60,97,61.9,66,6,1315,9166,4362,217,85,19,65,47,1620,1312,81.0,129
82,Ismaëlben Boura,fr  FRA,DF,Lens,19,2000,9.1,593,23,143,309,186,7,495,14,21,66.7,14,0,362,1818,1114,48,20,1,19,15,390,342,87.7,22
83,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,26,1994,28.4,2145,42,263,1143,815,62,1901,14,24,58.3,15,1,1297,4861,2322,117,35,6,23,18,1711,1489,87.0,126
84,John Boye,gh  GHA,DF,Metz,33,1987,33.8,1631,249,1006,647,35,17,1597,6,6,100.0,6,0,854,3249,1053,9,2,0,9,14,919,892,97.1,3
85,Umut Bozok,tr  TUR,"FW,MF",Lorient,23,1996,0.7,43,0,3,25,19,3,43,2,4,50.0,2,0,33,164,69,6,4,0,6,1,47,34,72.3,10
86,Domagoj Bradarić,hr  CRO,DF,Lille,20,1999,14.0,1048,37,269,531,317,17,925,9,13,69.2,9,1,627,3080,1968,102,27,7,8,11,696,651,93.5,53
87,Lilian Brassier,fr  FRA,DF,Brest,20,1999,10.7,808,123,425,398,47,6,782,6,7,85.7,6,1,557,3435,1808,64,13,0,3,6,571,557,97.5,4
88,Anthony Briançon,fr  FRA,DF,Nîmes,25,1994,13.6,985,140,637,394,19,6,940,1,2,50.0,1,0,594,3341,1855,31,8,0,0,0,664,650,97.9,0
89,Jimmy Briand,fr  FRA,FW,Bordeaux,34,1985,6.3,249,4,31,142,82,19,242,2,7,28.6,2,0,142,522,176,10,2,1,20,13,313,186,59.4,40
90,Dylan Bronn,tn  TUN,DF,Metz,25,1995,37.9,2108,217,1138,1062,74,16,2026,16,19,84.2,16,0,1377,7417,4446,105,20,0,5,16,1400,1371,97.9,6
91,Lucas Buadés,fr  FRA,MF,Nîmes,22,1997,0.2,6,1,1,4,1,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,3,2,66.7,0
92,Marcin Bułka,pl  POL,GK,Paris S-G,20,1999,1.0,32,29,31,1,0,0,30,0,0,,0,0,21,90,33,0,0,0,0,0,16,16,100.0,0
93,Jimmy Cabot,fr  FRA,"FW,MF",Angers,26,1994,10.5,583,4,104,274,255,28,570,38,66,57.6,42,4,449,2216,1122,63,22,6,22,25,511,408,79.8,66
94,Anthony Caci,fr  FRA,DF,Strasbourg,23,1997,31.1,2200,84,778,1138,421,15,1854,28,41,68.3,29,1,1319,6148,3205,113,40,2,21,21,1328,1258,94.7,36
95,Mathieu Cafaro,fr  FRA,"MF,FW",Reims,23,1997,23.0,1092,20,207,514,460,49,1022,22,48,45.8,26,2,764,4588,2675,122,41,12,46,31,918,762,83.0,93
96,Yannick Cahuzac,fr  FRA,MF,Lens,35,1985,25.0,1090,83,244,674,210,21,1054,7,10,70.0,8,0,572,2837,1568,80,17,1,14,9,746,653,87.5,41
97,Marc-Aurèle Caillard,fr  FRA,GK,Metz,26,1994,4.0,112,107,112,0,0,0,72,0,0,,0,0,48,187,100,0,0,0,0,0,32,32,100.0,0
98,Duje Ćaleta-Car,hr  CRO,DF,Marseille,23,1996,31.3,2180,304,1239,1015,46,18,2116,3,3,100.0,3,0,1326,6412,3369,68,7,0,7,1,1566,1528,97.6,4
99,Mahdi Camara,fr  FRA,"MF,DF",Saint-Étienne,22,1998,36.6,2087,90,594,1322,324,35,2009,33,52,63.5,37,2,1347,8012,4006,162,42,4,26,36,1480,1341,90.6,45
100,Eduardo Camavinga,fr  FRA,MF,Rennes,17,2002,26.7,1968,29,356,1362,437,36,1942,49,71,69.0,49,2,1411,7920,4569,176,64,8,44,38,1661,1513,91.1,93
101,Pierrick Capelle,fr  FRA,"MF,DF",Angers,33,1987,22.8,1471,57,348,840,379,36,1391,26,49,53.1,30,0,958,4671,2191,89,35,1,37,36,1146,978,85.3,77
102,Maxence Caqueret,fr  FRA,MF,Lyon,20,2000,19.6,1331,27,224,819,365,31,1316,35,50,70.0,39,3,916,4253,2047,94,25,4,22,40,1030,948,92.0,56
103,Irvin Cardona,fr  FRA,"FW,MF",Brest,22,1997,22.5,747,30,84,287,416,124,697,11,29,37.9,13,0,432,2229,1273,71,13,19,71,23,943,545,57.8,207
104,Lionel Carole,fr  FRA,DF,Strasbourg,29,1991,14.9,1067,57,371,568,205,9,920,5,12,41.7,5,0,618,3574,2008,67,22,2,11,9,655,615,93.9,23
105,Moreto Cassamã,gw  GNB,MF,Reims,22,1998,22.6,1590,75,548,1002,150,3,1541,22,27,81.5,23,1,1165,5572,2551,74,16,0,18,20,1197,1146,95.7,17
106,Jean-Charles Castelletto,cm  CMR,DF,Nantes,25,1995,21.6,999,115,527,476,33,13,946,5,5,100.0,5,0,515,2260,1151,31,3,0,2,1,514,495,96.3,2
107,Zeki Çelik,tr  TUR,DF,Lille,23,1997,26.5,1972,73,531,1071,485,47,1680,28,49,57.1,31,3,1194,5835,3486,167,36,12,24,20,1298,1213,93.5,66
108,Bersant Celina,xk  KVX,"MF,FW",Dijon,23,1996,25.5,1305,21,202,741,456,32,1171,37,63,58.7,40,2,861,4316,2516,119,45,5,36,33,1137,913,80.3,109
109,Fabien Centonze,fr  FRA,DF,Metz,24,1996,35.8,2385,149,803,1137,614,34,2046,71,132,53.8,79,5,1382,8857,5705,246,77,8,39,45,1416,1252,88.4,66
110,Nassim Chadli,fr  FRA,"FW,MF",Nîmes,19,2001,0.3,23,1,5,13,7,1,21,1,1,100.0,1,0,15,93,60,4,0,1,1,2,18,14,77.8,2
111,Fouad Chafik,ma  MAR,DF,Dijon,33,1986,18.0,1206,78,421,635,240,8,1019,16,23,69.6,16,0,679,3862,2354,90,28,3,10,18,765,717,93.7,17
112,Mehdi Chahiri,ma  MAR,"FW,MF",Strasbourg,24,1996,8.9,420,6,52,191,211,35,413,29,46,63.0,30,1,327,1456,786,37,14,6,25,31,423,295,69.7,69
113,Aníbal Chalá,ec  ECU,DF,Dijon,24,1996,8.3,477,31,176,235,100,3,400,10,18,55.6,11,0,271,1626,967,35,11,2,9,2,301,273,90.7,10
114,Trevoh Chalobah,eng  ENG,"DF,MF",Lorient,21,1999,24.9,1497,92,542,896,163,22,1454,30,43,69.8,34,0,990,4251,2458,76,25,2,23,17,1011,965,95.5,19
115,Gaëtan Charbonnier,fr  FRA,"MF,FW",Brest,31,1988,17.4,928,24,101,437,428,78,871,34,49,69.4,35,4,622,1938,832,56,24,9,43,38,959,684,71.3,141
116,Brendan Chardonnet,fr  FRA,DF,Brest,25,1994,30.2,2046,377,1253,848,77,34,1997,4,4,100.0,4,0,1269,6391,3730,88,19,0,5,2,1372,1350,98.4,4
117,Xavier Chavalerin,fr  FRA,MF,Reims,29,1991,28.3,1307,57,436,712,224,30,1282,17,23,73.9,17,0,781,3359,1393,47,15,1,16,17,934,835,89.4,42
118,Pape Cheikh Diop,sn  SEN,MF,Dijon,22,1997,12.1,712,28,213,462,87,5,701,10,15,66.7,11,0,486,2636,1486,51,7,1,8,14,540,503,93.1,8
119,Rayan Cherki,fr  FRA,"FW,MF",Lyon,16,2003,7.8,455,0,36,221,254,40,440,39,55,70.9,39,1,399,2676,1854,107,29,10,20,18,446,372,83.4,63
120,Pedro Chirivella,es  ESP,MF,Nantes,23,1997,25.3,1415,32,289,923,268,21,1385,6,15,40.0,8,0,886,4032,1995,61,13,0,12,16,1054,967,91.7,44
121,Joris Chotard,fr  FRA,MF,Montpellier,18,2001,12.9,489,29,146,274,92,11,472,8,11,72.7,9,3,252,1240,631,28,4,1,12,8,346,282,81.5,26
122,Mounir Chouiar,fr  FRA,"FW,MF",Dijon,21,1999,14.3,757,11,113,413,300,44,708,48,82,58.5,51,4,579,2982,1866,102,22,11,39,54,679,540,79.5,63
123,Sébastien Cibois,fr  FRA,GK,Brest,22,1998,3.0,97,88,94,3,0,0,67,1,2,50.0,1,0,50,225,118,0,0,0,0,0,41,41,100.0,0
124,Alexis Claude-Maurice,fr  FRA,"MF,FW",Nice,22,1998,21.2,1023,19,176,491,461,64,971,43,72,59.7,48,0,804,4580,2570,113,44,10,42,44,963,760,78.9,126
125,Jonathan Clauss,fr  FRA,DF,Lens,27,1992,28.0,1719,53,339,722,773,65,1375,20,38,52.6,21,1,918,5560,3732,192,62,15,44,22,1125,931,82.8,121
126,Marcus Coco,fr  FRA,"MF,FW",Nantes,24,1996,16.4,838,16,133,435,335,41,815,29,44,65.9,29,1,570,2705,1318,60,25,2,37,42,801,582,72.7,91
127,Racine Coly,sn  SEN,DF,Nice,24,1995,0.2,21,1,6,16,2,0,17,0,0,,0,0,13,70,60,2,1,0,0,1,14,13,92.9,0
128,Daniel Congré,fr  FRA,DF,Montpellier,35,1985,36.6,1859,246,1019,898,58,22,1804,4,6,66.7,4,0,1004,5682,3243,62,4,0,5,3,1135,1114,98.1,6
129,Sébastien Corchia,fr  FRA,DF,Nantes,29,1990,23.0,1252,67,317,558,433,22,940,15,39,38.5,17,2,604,2973,1691,89,30,7,16,17,678,565,83.3,34
130,Maxwel Cornet,ci  CIV,"DF,FW",Lyon,23,1996,27.2,2001,77,613,992,502,52,1745,20,35,57.1,20,0,1139,5692,3470,157,38,12,25,27,1317,1214,92.2,101
131,David Pereira da Costa,pt  POR,"MF,FW",Lens,19,2001,1.8,80,2,15,40,33,5,78,3,5,60.0,4,0,56,297,147,9,2,1,2,2,64,54,84.4,7
132,Charles Costes,fr  FRA,MF,Dijon,17,2002,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
133,Benoît Costil,fr  FRA,GK,Bordeaux,33,1987,38.0,1424,1223,1410,18,0,0,995,2,2,100.0,2,0,675,3120,1720,0,0,0,0,0,631,627,99.4,0
134,Kalifa Coulibaly,ml  MLI,FW,Nantes,28,1991,10.9,378,12,20,150,214,60,366,3,10,30.0,5,2,185,651,255,13,2,7,31,14,615,295,48.0,76
135,Lassana Coulibaly,ml  MLI,"MF,FW",Angers,24,1996,18.7,936,44,219,603,185,15,926,21,38,55.3,22,1,586,3583,1454,75,24,2,20,18,596,510,85.6,23
136,Senou Coulibaly,ml  MLI,DF,Dijon,25,1994,21.5,1206,197,782,480,17,6,1179,8,9,88.9,8,0,694,3992,2235,39,0,0,4,5,797,772,96.9,1
137,Nicolas Cozza,fr  FRA,DF,Montpellier,21,1999,15.2,787,94,368,359,116,8,708,12,18,66.7,13,2,443,2843,1538,59,17,2,15,6,470,439,93.4,11
138,Adrián Cubas,py  PAR,MF,Nîmes,24,1996,24.9,1264,68,471,737,134,7,1225,13,21,61.9,14,1,833,3682,1863,40,7,1,10,30,743,696,93.7,14
139,Mickaël Cuisance,fr  FRA,MF,Marseille,20,1999,11.4,668,7,87,417,213,21,657,14,35,40.0,16,1,470,2182,963,53,19,5,21,37,652,509,78.1,60
140,Damien Da Silva,fr  FRA,DF,Rennes,32,1988,29.6,2268,239,1080,1280,81,32,2241,11,11,100.0,11,0,1519,9739,5402,136,21,0,1,6,1696,1673,98.6,7
141,Colin Dagba,fr  FRA,DF,Paris S-G,21,1998,15.1,1083,40,268,503,379,34,971,10,17,58.8,11,0,775,3330,1900,97,27,10,10,13,813,766,94.2,53
142,Flavius Daniliuc,at  AUT,DF,Nice,19,2001,16.4,1237,132,572,659,75,13,1176,3,3,100.0,3,0,856,4787,2834,95,8,0,5,4,933,904,96.9,4
143,Dante,br  BRA,DF,Nice,36,1983,8.6,757,95,435,360,18,12,744,0,0,,0,0,550,3107,1750,24,4,0,4,1,622,614,98.7,4
144,Jonathan David,ca  CAN,FW,Lille,20,2000,26.2,877,5,52,360,508,128,854,26,52,50.0,29,1,577,2375,1370,71,18,19,61,51,1177,639,54.3,244
145,Mattia De Sciglio,it  ITA,DF,Lyon,27,1992,16.3,1122,66,370,566,244,13,1005,8,14,57.1,9,1,660,3086,1536,61,12,3,13,5,729,686,94.1,36
146,Thibault De Smet,be  BEL,DF,Reims,22,1998,5.5,423,15,124,225,105,3,365,3,4,75.0,3,0,234,1350,824,41,19,2,3,1,264,249,94.3,15
