,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Starts,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
432,Fernando Miguel,br  BRA,GK,Fortaleza,36,1985,20,1800,90,52.6,20.0,20,90,20,0,,10,2.15,31,15,+16,+0.80,+1.30,24.6,21.1,+3.5,+0.18,+0.29
433,Mikael,br  BRA,FW,Internacional,22,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
434,Miranda,br  BRA,DF,São Paulo,37,1984,15,1152,77,33.7,12.8,14,82,10,1,2,9,1.20,11,11,0,0.00,-0.52,17.8,14.7,+3.1,+0.24,+0.16
435,Paulo Miranda,br  BRA,DF,Juventude,33,1988,19,1476,78,43.2,16.4,16,85,13,3,41,7,0.63,12,30,-18,-1.10,-0.08,11.9,25.4,-13.5,-0.83,-0.36
436,Paulinho Moccelin,br  BRA,"MF,FW",Juventude,27,1994,9,386,43,11.3,4.3,4,64,1,5,26,2,1.11,5,8,-3,-0.70,+0.40,3.2,5.5,-2.3,-0.53,+0.10
437,Moisés,br  BRA,DF,Internacional,26,1995,8,589,74,17.2,6.5,7,84,4,1,2,5,1.38,10,8,+2,+0.31,-0.49,12.2,7.8,+4.4,+0.67,+0.47
438,Moises,br  BRA,"FW,MF",Fortaleza,25,1996,37,2250,61,65.8,25.0,27,74,2,10,25,1,1.49,29,23,+6,+0.24,+0.16,27.8,27.9,-0.1,-0.01,-0.13
439,Rodrigo Moledo,br  BRA,DF,Internacional,34,1987,20,1218,61,35.6,13.5,14,83,12,6,9,5,2.20,22,10,+12,+0.89,+0.27,21.9,13.4,+8.5,+0.63,+0.54
440,Brian Montenegro,py  PAR,"FW,MF",Atl Goianiense,28,1993,0,,,,,0,,0,0,,4,,,,,,,,,,,
441,Jacob Montes,us  USA,MF,Botafogo (RJ),23,1998,3,86,29,2.5,1.0,0,,0,3,29,6,2.00,2,0,+2,+2.09,+2.20,2.2,0.7,+1.6,+1.65,+1.92
442,Moraes,br  BRA,"DF,MF",Juventude,24,1997,19,1366,72,39.9,15.2,14,88,11,5,27,7,0.58,11,30,-19,-1.25,-0.33,14.0,25.7,-11.7,-0.77,-0.25
443,Airton Moraes,br  BRA,GK,América (MG),27,1994,1,90,90,2.6,1.0,1,90,1,0,,30,0.00,0,1,-1,-1.00,-1.03,1.1,1.8,-0.7,-0.70,-0.61
444,Júnior Moraes,ua  UKR,FW,Corinthians,34,1987,9,402,45,11.8,4.5,5,57,0,4,30,4,1.33,5,4,+1,+0.22,+0.02,2.9,5.1,-2.2,-0.49,-0.55
445,Wesley Moraes,br  BRA,FW,Internacional,25,1996,8,301,38,8.8,3.3,4,56,0,4,20,4,1.63,4,3,+1,+0.30,-0.45,5.2,4.8,+0.4,+0.12,-0.18
446,Morato,br  BRA,"FW,MF",Avaí,29,1992,14,656,47,19.2,7.3,9,63,1,5,18,0,1.21,9,10,-1,-0.14,+0.68,9.9,9.1,+0.8,+0.11,+0.74
447,João Moreira,pt  POR,DF,São Paulo,17,2004,5,290,58,8.5,3.2,4,70,1,1,11,8,2.00,4,3,+1,+0.31,-0.03,3.9,3.9,0.0,0.00,-0.15
448,Lucas Moreira,br  BRA,"MF,FW",Cuiabá,21,2000,4,130,33,3.8,1.4,1,58,0,3,24,11,1.50,1,0,+1,+0.69,+1.02,1.9,0.8,+1.1,+0.74,+0.96
449,Gustavo Mosquito,br  BRA,"FW,MF",Corinthians,24,1997,22,1132,51,33.1,12.6,13,71,3,9,23,6,1.77,15,14,+1,+0.08,-0.20,14.4,14.3,+0.1,+0.01,+0.02
450,Hugo Moura,br  BRA,MF,Atl Paranaense,24,1998,25,1750,70,51.2,19.4,21,78,10,4,27,4,1.32,27,23,+4,+0.21,+0.42,24.5,25.9,-1.3,-0.07,-0.07
451,Alex Muralha,br  BRA,GK,Coritiba,32,1989,19,1710,90,50.0,19.0,19,90,19,0,,16,1.11,20,27,-7,-0.37,+0.37,23.5,25.6,-2.1,-0.11,+0.37
452,Murilo,br  BRA,DF,Atl Paranaense,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
453,Muriqui,br  BRA,"FW,MF",Avaí,35,1986,26,1289,50,37.7,14.3,18,63,1,8,20,4,0.96,16,18,-2,-0.14,+0.87,19.1,19.0,+0.2,+0.01,+0.81
454,Mycael,br  BRA,GK,Atl Paranaense,17,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
455,Andrey Ramos do Nascimento,br  BRA,MF,Coritiba,23,1998,6,485,81,14.2,5.4,6,81,2,0,,0,1.50,8,7,+1,+0.19,+0.86,8.2,5.5,+2.7,+0.51,+0.94
456,Matheus Nascimento,br  BRA,"FW,MF",Botafogo (RJ),17,2004,23,612,27,17.9,6.8,4,73,1,19,17,8,1.13,6,4,+2,+0.29,+0.42,10.1,9.1,+1.0,+0.14,+0.44
457,Natan,br  BRA,DF,Bragantino,20,2001,32,2880,90,84.2,32.0,32,90,32,0,,2,1.19,44,51,-7,-0.22,+0.28,46.2,43.0,+3.2,+0.10,+0.25
458,Léo Natel,br  BRA,FW,Corinthians,24,1997,1,27,27,0.8,0.3,0,,0,1,27,0,0.00,0,1,-1,-3.33,-3.57,0.1,0.6,-0.4,-1.44,-1.45
459,Rafael Navarro,br  BRA,"FW,MF",Palmeiras,21,2000,23,720,31,21.1,8.0,4,76,1,19,22,11,2.00,15,7,+8,+1.00,-0.03,18.5,8.9,+9.5,+1.19,+0.31
460,Kaiky Naves,br  BRA,"DF,MF",Palmeiras,19,2002,2,40,20,1.2,0.4,0,,0,2,20,8,3.00,2,0,+2,+4.50,+3.51,1.0,0.5,+0.5,+1.16,+0.22
461,Bruno Nazário,br  BRA,MF,Juventude,26,1995,12,584,49,17.1,6.5,6,70,1,6,27,1,0.58,5,10,-5,-0.77,+0.34,5.3,10.7,-5.4,-0.83,-0.26
462,Neílton,br  BRA,"FW,DF",Coritiba,27,1994,4,85,21,2.5,0.9,1,45,0,3,13,5,0.80,0,4,-4,-4.24,-3.78,1.2,1.1,+0.2,+0.18,+0.49
463,Gabriel Neris,br  BRA,MF,Juventude,20,2001,7,213,30,6.2,2.4,2,80,0,5,11,13,0.25,2,10,-8,-3.38,-2.48,1.2,3.5,-2.3,-0.97,-0.37
464,Gustavo Nescau,br  BRA,FW,Cuiabá,21,2000,3,30,10,0.9,0.3,0,,0,3,10,8,1.33,1,1,0,0.00,+0.29,0.2,1.8,-1.6,-4.70,-4.56
465,Rodrigo Nestor,br  BRA,MF,São Paulo,21,2000,29,2124,73,62.1,23.6,27,77,8,2,28,3,1.52,36,22,+14,+0.59,+0.66,32.2,25.0,+7.2,+0.30,+0.43
466,Neto,br  BRA,MF,Atlético Mineiro,19,2002,0,,,,,0,,0,0,,13,,,,,,,,,,,
467,Gabriel Neves,uy  URU,MF,São Paulo,24,1997,10,569,57,16.6,6.3,7,69,2,3,29,11,1.40,11,8,+3,+0.47,+0.16,9.7,9.5,+0.2,+0.03,-0.14
468,Nicolas,br  BRA,"FW,MF",Goiás,32,1989,29,995,34,29.1,11.1,6,87,5,23,21,2,1.24,16,17,-1,-0.09,+0.35,12.6,19.3,-6.8,-0.61,+0.14
469,Nikão,br  BRA,"FW,MF",São Paulo,29,1992,11,524,48,15.3,5.8,7,60,0,4,26,2,1.09,8,9,-1,-0.17,-0.61,8.1,9.1,-0.9,-0.16,-0.36
470,Nino,br  BRA,DF,Fluminense,24,1997,30,2511,84,73.4,27.9,30,84,23,0,,0,2.10,47,28,+19,+0.68,+0.38,35.8,29.7,+6.1,+0.22,-0.14
471,Gabriel Noga,br  BRA,DF,Atl Goianiense,20,2002,1,1,1,0.0,0.0,0,,0,1,1,14,3.00,0,0,0,0.00,+0.47,,,,,
472,Ygor Nogueira,br  BRA,DF,Juventude,26,1995,5,450,90,13.2,5.0,5,90,5,0,,11,0.40,3,12,-9,-1.80,-0.86,3.0,9.0,-6.0,-1.20,-0.67
473,Nonato,br  BRA,MF,Fluminense,23,1998,17,1090,64,31.9,12.1,11,82,4,6,31,2,2.00,18,10,+8,+0.66,+0.12,13.2,10.1,+3.1,+0.26,0.00
474,Nonoca,br  BRA,MF,Avaí,23,1998,21,1036,49,30.3,11.5,12,78,6,9,11,11,1.05,10,20,-10,-0.87,-0.26,15.6,20.1,-4.5,-0.39,+0.14
475,Gabriel Novaes,br  BRA,"FW,MF",Bragantino,22,1999,13,385,30,11.3,4.3,2,63,0,11,24,6,1.31,5,10,-5,-1.17,-1.02,7.1,6.9,+0.2,+0.06,-0.01
476,Juan Ojeda,py  PAR,DF,Cuiabá,23,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,
477,Thales Oleques,br  BRA,DF,Avaí,27,1994,9,558,62,16.3,6.2,6,80,4,3,26,7,1.00,6,12,-6,-0.97,-0.34,6.9,12.2,-5.2,-0.85,-0.43
478,Bruno Oliveira,br  BRA,"MF,FW",Santos,23,1998,14,446,32,13.0,5.0,4,55,0,10,23,9,1.29,11,4,+7,+1.41,+1.53,9.6,6.0,+3.6,+0.73,+0.90
479,Yuri Oliveira Lima,br  BRA,MF,Juventude,27,1994,22,1515,69,44.3,16.8,19,75,9,3,29,4,0.55,14,32,-18,-1.07,-0.03,12.8,27.3,-14.5,-0.86,-0.43
480,Pedro Oliveira,br  BRA,"MF,FW",Goiás,17,2004,13,293,23,8.6,3.3,0,,0,13,23,10,0.69,7,4,+3,+0.92,+1.38,5.7,4.7,+1.0,+0.29,+1.11
481,Leo Ortiz,br  BRA,DF,Bragantino,26,1996,22,1923,87,56.2,21.4,21,90,21,1,33,3,1.45,31,26,+5,+0.23,+1.14,33.9,25.2,+8.7,+0.41,+0.80
482,Kelvin Osorio,co  COL,"MF,DF",Cuiabá,28,1993,18,945,53,27.6,10.5,10,75,3,8,25,13,0.89,5,11,-6,-0.57,-0.39,9.7,12.0,-2.2,-0.21,-0.05
483,Otávio,br  BRA,MF,Atlético Mineiro,27,1994,24,1160,48,33.9,12.9,11,76,4,13,25,8,1.83,17,7,+10,+0.78,+0.86,16.4,11.8,+4.6,+0.35,-0.28
484,Luiz Otávio,br  BRA,DF,Ceará,33,1988,24,1911,80,55.9,21.2,23,83,20,1,6,2,0.92,18,26,-8,-0.38,-0.44,25.1,25.5,-0.3,-0.02,+0.19
485,Rómulo Otero,ve  VEN,"MF,FW",Fortaleza,29,1992,7,231,33,6.8,2.6,2,74,0,5,17,14,2.00,5,0,+5,+1.95,+1.89,4.0,1.7,+2.4,+0.92,+0.94
486,Luis Oyama,br  BRA,MF,Botafogo (RJ),25,1997,16,1081,68,31.6,12.0,14,76,6,2,9,4,0.81,10,19,-9,-0.75,-1.02,13.2,18.9,-5.7,-0.48,-0.37
487,Juan Pablo,br  BRA,"DF,MF",Goiás,19,2002,4,172,43,5.0,1.9,3,57,0,1,1,8,2.25,0,1,-1,-0.52,-0.19,0.9,4.1,-3.2,-1.68,-1.02
488,Juan Pablo Ramírez,co  COL,"MF,FW",América (MG),24,1997,16,402,25,11.8,4.5,2,54,0,14,21,9,1.31,5,7,-2,-0.45,-0.51,6.3,7.7,-1.5,-0.33,-0.25
489,Bruno Pacheco,br  BRA,DF,Ceará,30,1991,28,2352,84,68.8,26.1,27,87,18,1,5,1,0.96,25,27,-2,-0.08,+0.34,,,,,
490,Igor Paixão,br  BRA,"FW,MF",Coritiba,21,2000,18,1552,86,45.4,17.2,17,89,15,1,45,0,0.89,19,26,-7,-0.41,+0.27,23.8,24.7,-0.8,-0.05,+0.45
491,Pará,br  BRA,MF,Juventude,19,2002,3,80,27,2.3,0.9,1,48,0,2,16,10,0.33,0,4,-4,-4.50,-3.53,0.4,2.2,-1.9,-2.12,-1.54
492,Nino Paraíba,br  BRA,DF,Ceará,36,1986,33,2217,67,64.8,24.6,25,83,18,8,18,1,0.97,23,22,+1,+0.04,+0.64,28.4,29.6,-1.2,-0.05,+0.16
493,Guilherme Parede,br  BRA,"FW,MF",Juventude,26,1995,16,594,37,17.4,6.6,4,74,1,12,25,11,0.50,5,15,-10,-1.52,-0.56,,,,,
494,Weslley Patati,br  BRA,FW,Santos,18,2003,1,22,22,0.6,0.2,0,,0,1,22,2,3.00,1,0,+1,+4.09,+4.04,,,,,
495,Patrick,br  BRA,"MF,FW",São Paulo,29,1992,31,1964,63,57.4,21.8,24,70,4,7,41,4,1.45,28,20,+8,+0.37,+0.06,25.5,22.7,+2.8,+0.13,-0.03
496,Alan Patrick,br  BRA,"MF,FW",Internacional,30,1991,26,1576,61,46.1,17.5,20,72,1,6,24,0,1.96,26,17,+9,+0.51,-0.36,25.9,20.6,+5.3,+0.30,+0.04
497,Luan Patrick,br  BRA,DF,América (MG),20,2002,10,808,81,23.6,9.0,9,86,6,1,36,23,1.55,11,11,0,0.00,0.00,12.0,12.1,-0.1,-0.01,+0.13
498,Patryck,br  BRA,DF,São Paulo,19,2003,1,28,28,0.8,0.3,1,28,0,0,,1,1.00,0,1,-1,-3.21,-3.59,0.0,0.7,-0.7,-2.15,-2.31
499,Giuliano de Paula,br  BRA,MF,Corinthians,31,1990,32,1652,52,48.3,18.4,18,69,4,14,29,4,1.75,23,17,+6,+0.33,+0.23,21.2,19.8,+1.4,+0.07,+0.15
500,Jair Paula,br  BRA,DF,Santos,16,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,
501,Patrick de Paula,br  BRA,MF,Botafogo (RJ),22,1999,18,1019,57,29.8,11.3,12,75,6,6,20,10,1.72,14,14,0,0.00,+0.07,11.1,16.2,-5.1,-0.45,-0.33
502,Paulão,br  BRA,DF,Cuiabá,35,1986,14,720,51,21.1,8.0,8,79,6,6,15,23,1.36,5,12,-7,-0.87,-0.74,7.9,12.1,-4.3,-0.53,-0.45
503,Caio Paulista,br  BRA,DF,Fluminense,23,1998,27,1609,60,47.0,17.9,17,84,13,10,18,7,1.63,28,24,+4,+0.22,-0.67,23.6,20.7,+2.8,+0.16,-0.19
504,Wellington Paulista,br  BRA,FW,América (MG),37,1984,19,517,27,15.1,5.7,2,48,0,17,25,6,1.47,8,6,+2,+0.35,+0.41,7.9,6.4,+1.5,+0.26,+0.44
505,Marcos Paulo,br  BRA,DF,Flamengo,19,2003,1,29,29,0.8,0.3,0,,0,1,29,4,1.00,0,1,-1,-3.10,-3.69,0.0,0.4,-0.4,-1.17,-1.97
506,Pedro Paulo,br  BRA,GK,Atl Goianiense,23,1998,0,,,,,0,,0,0,,10,,,,,,,,,,,
507,Cristian Pavón,ar  ARG,"FW,MF",Atlético Mineiro,26,1996,18,692,38,20.2,7.7,7,62,0,11,23,3,1.33,7,8,-1,-0.13,-0.43,10.2,5.8,+4.4,+0.58,+0.05
508,Pedro,br  BRA,FW,Flamengo,24,1997,24,1174,49,34.3,13.0,12,79,6,12,19,4,1.79,23,10,+13,+1.00,+0.68,28.8,15.2,+13.5,+1.04,+0.39
509,Marcos Pedro,br  BRA,DF,Fluminense,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
510,João Pedro Pepê,br  BRA,MF,Cuiabá,24,1998,30,2318,77,67.8,25.8,27,82,19,3,30,0,1.00,21,27,-6,-0.23,+0.18,28.2,31.5,-3.3,-0.13,+0.16
511,Peglow,br  BRA,"FW,MF",Atl Goianiense,20,2002,6,236,39,6.9,2.6,2,48,0,4,35,2,0.67,3,3,0,0.00,+0.51,3.1,3.6,-0.5,-0.18,+0.03
512,Pegorari,br  BRA,GK,Juventude,30,1991,13,1142,88,33.4,12.7,13,88,12,0,,4,0.31,9,28,-19,-1.50,-0.67,10.4,19.6,-9.2,-0.72,-0.15
513,Matheus Peixoto,br  BRA,FW,Ceará,26,1995,13,471,36,13.8,5.2,5,56,0,8,24,5,1.31,3,3,0,0.00,+0.21,5.1,6.1,-1.0,-0.20,-0.11
514,Douglas Pelé,br  BRA,"FW,DF",Goiás,22,1999,2,90,45,2.6,1.0,1,45,0,1,45,5,1.50,2,3,-1,-1.00,-0.68,0.8,1.4,-0.6,-0.62,+0.09
515,Léo Pelé,br  BRA,DF,São Paulo,25,1996,29,2480,86,72.5,27.6,28,87,25,1,45,3,1.52,42,29,+13,+0.47,+0.47,37.4,29.5,+7.9,+0.29,+0.53
516,Carlos de Pena,uy  URU,"MF,FW",Internacional,29,1992,34,2634,77,77.0,29.3,30,84,18,4,26,0,1.91,48,25,+23,+0.79,+0.33,43.8,36.5,+7.4,+0.25,-0.14
517,Andreas Pereira,br  BRA,MF,Flamengo,26,1996,13,792,61,23.2,8.8,9,81,5,4,16,1,1.31,8,11,-3,-0.34,-1.16,12.9,11.2,+1.8,+0.20,-0.75
518,Gabriel Pereira,br  BRA,GK,Atl Paranaense,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
519,Egídio Pereira Júnior,br  BRA,"DF,MF",Coritiba,35,1986,21,1258,60,36.8,14.0,13,80,8,8,27,9,1.24,17,21,-4,-0.29,+0.42,16.7,19.8,-3.2,-0.23,+0.11
520,Léo Pereira,br  BRA,DF,Flamengo,26,1996,13,1112,86,32.5,12.4,11,90,11,2,61,17,1.23,17,14,+3,+0.24,-0.46,22.3,12.6,+9.7,+0.78,+0.01
521,Hernán Pérez,py  PAR,FW,Coritiba,32,1989,2,96,48,2.8,1.1,1,72,0,1,24,3,0.00,1,3,-2,-1.87,-1.36,0.9,1.7,-0.7,-0.69,-0.41
522,Lucas Perri,br  BRA,GK,Botafogo (RJ),24,1997,4,341,85,10.0,3.8,3,90,3,1,71,11,2.25,6,3,+3,+0.79,+0.94,3.5,4.2,-0.7,-0.18,+0.04
523,Peruchi,br  BRA,GK,Cuiabá,18,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
524,Petterson,br  BRA,"FW,MF",Flamengo,18,2004,2,29,15,0.8,0.3,0,,0,2,15,4,1.50,0,2,-2,-6.21,-6.82,0.1,1.0,-1.0,-2.96,-3.77
525,Luis Phelipe,br  BRA,MF,Atl Goianiense,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
526,Yan Phillipe,br  BRA,FW,Atlético Mineiro,17,2004,1,19,19,0.6,0.2,0,,0,1,19,3,0.00,0,2,-2,-9.47,-9.74,0.1,0.4,-0.3,-1.31,-1.86
527,Lucas Piazon,br  BRA,"FW,MF",Botafogo (RJ),28,1994,17,751,44,22.0,8.3,8,76,2,9,16,16,1.53,6,9,-3,-0.36,-0.39,7.0,9.7,-2.7,-0.33,-0.13
528,Yago Pikachu,br  BRA,"DF,MF",Fortaleza,29,1992,14,1206,86,35.3,13.4,13,89,12,1,45,1,0.79,11,16,-5,-0.37,-0.86,16.5,14.6,+1.9,+0.14,+0.16
529,Mario Pineida,ec  ECU,DF,Fluminense,29,1992,7,332,47,9.7,3.7,4,80,2,3,4,17,2.43,5,2,+3,+0.81,+0.26,2.8,3.9,-1.1,-0.31,-0.63
530,Joaquín Piquerez,uy  URU,DF,Palmeiras,23,1998,26,2227,86,65.1,24.7,26,86,18,0,,2,2.19,41,12,+29,+1.17,+0.42,42.6,18.7,+23.9,+0.97,+0.07
531,Felipe Pires,br  BRA,"MF,FW",Juventude,26,1995,11,668,61,19.5,7.4,8,77,2,3,17,2,0.36,6,14,-8,-1.08,-0.03,5.4,12.3,-6.9,-0.94,-0.39
532,Rafael Pires,br  BRA,GK,Atlético Mineiro,32,1989,1,90,90,2.6,1.0,1,90,1,0,,37,1.00,0,0,0,0.00,-0.22,1.3,0.5,+0.8,+0.78,+0.25
533,Lucas Piton,br  BRA,"DF,FW",Corinthians,21,2000,28,1770,63,51.8,19.7,20,77,14,8,28,7,1.75,24,16,+8,+0.41,+0.41,21.4,21.4,0.0,0.00,+0.01
534,Isidro Pitta,py  PAR,FW,Juventude,22,1999,32,2413,75,70.6,26.8,27,82,15,5,38,1,0.59,21,42,-21,-0.78,+0.91,24.4,34.3,-9.9,-0.37,+0.86
535,Diego Porfirio,br  BRA,DF,Coritiba,22,1999,8,449,56,13.1,5.0,5,70,1,3,33,10,1.13,4,8,-4,-0.80,-0.29,5.5,6.1,-0.7,-0.14,+0.18
536,William Pottker,br  BRA,"FW,MF",Avaí,28,1993,27,1967,73,57.5,21.9,23,82,12,4,22,0,0.81,20,34,-14,-0.64,+0.10,25.5,36.0,-10.5,-0.48,+0.03
537,Bruno Praxedes,br  BRA,MF,Bragantino,19,2002,15,588,39,17.2,6.5,8,64,1,7,11,8,1.60,12,4,+8,+1.22,+1.80,9.9,6.2,+3.7,+0.56,+0.61
538,Erick Pulgar,cl  CHI,MF,Flamengo,28,1994,6,355,59,10.4,3.9,4,81,2,2,15,4,1.33,7,6,+1,+0.25,-0.33,6.0,2.0,+4.0,+1.03,+0.28
539,Jean Pyerre,br  BRA,MF,Avaí,23,1998,23,757,33,22.1,8.4,6,61,0,17,23,4,0.65,7,13,-6,-0.71,-0.04,11.4,13.7,-2.3,-0.27,+0.28
540,Du Queiroz,br  BRA,MF,Corinthians,22,2000,36,2603,72,76.1,28.9,28,83,19,8,36,0,1.78,34,28,+6,+0.21,-0.01,30.1,31.6,-1.5,-0.05,-0.19
541,Igor Rabello,br  BRA,DF,Atlético Mineiro,26,1995,7,599,86,17.5,6.7,7,86,6,0,,15,1.57,10,9,+1,+0.15,-0.07,8.3,6.6,+1.8,+0.27,-0.33
542,Rafael,br  BRA,DF,Botafogo (RJ),31,1990,7,278,40,8.1,3.1,3,49,1,4,33,7,1.86,4,3,+1,+0.32,+0.41,4.9,2.5,+2.4,+0.78,+1.09
543,Caio Rafael,br  BRA,FW,Ceará,17,2004,1,33,33,1.0,0.4,0,,0,1,33,0,3.00,2,0,+2,+5.45,+5.69,1.3,0.3,+1.1,+2.89,+3.03
544,Léo Rafael,br  BRA,"FW,MF",Ceará,20,2001,2,87,44,2.5,1.0,1,79,0,1,8,7,1.50,3,1,+2,+2.07,+2.31,1.3,0.7,+0.6,+0.57,+0.70
545,Zé Rafael,br  BRA,MF,Palmeiras,28,1993,33,2569,78,75.1,28.5,31,81,18,2,25,0,2.15,49,19,+30,+1.05,+0.10,49.2,22.8,+26.3,+0.92,-0.08
546,Rafinha,br  BRA,DF,São Paulo,36,1985,32,2562,80,74.9,28.5,29,85,21,3,34,1,1.44,45,37,+8,+0.28,-0.24,35.0,34.9,+0.1,+0.01,-0.54
547,Eric Ramires,br  BRA,"MF,FW",Bragantino,21,2000,25,1157,46,33.8,12.9,11,72,1,14,26,2,1.24,15,15,0,0.00,+0.40,18.2,14.9,+3.3,+0.26,+0.30
548,Lucas Ramires,br  BRA,DF,Juventude,19,2002,1,25,25,0.7,0.3,0,,0,1,25,10,0.00,0,2,-2,-7.20,-6.19,0.1,1.2,-1.1,-4.04,-3.44
549,Ramon,br  BRA,DF,Bragantino,20,2001,15,721,48,21.1,8.0,7,83,4,8,17,17,0.93,11,10,+1,+0.12,+0.49,10.4,10.9,-0.5,-0.06,-0.16
550,Lucas Ramos,br  BRA,"MF,FW",Internacional,21,2001,9,78,9,2.3,0.9,0,,0,9,9,17,1.67,1,0,+1,+1.15,+0.45,1.4,1.2,+0.2,+0.23,-0.06
551,Rafael Ramos,pt  POR,DF,Corinthians,27,1995,20,1304,65,38.1,14.5,15,76,7,5,33,6,1.85,16,10,+6,+0.41,+0.33,14.4,15.7,-1.3,-0.09,-0.14
552,Marcelo Rangel,br  BRA,GK,Goiás,33,1988,0,,,,,0,,0,0,,13,,,,,,,,,,,
553,Pedro Rangel,br  BRA,GK,Fluminense,21,2000,0,,,,,0,,0,0,,6,,,,,,,,,,,
554,Raniele,br  BRA,"MF,DF",Avaí,25,1996,33,2817,85,82.4,31.3,33,85,19,0,,0,0.79,27,49,-22,-0.70,-0.11,34.6,53.3,-18.7,-0.60,-0.61
555,Wellington Rato,br  BRA,"FW,MF",Atl Goianiense,29,1992,36,2782,77,81.3,30.9,33,81,19,3,34,0,0.92,32,45,-13,-0.42,+0.28,34.8,39.1,-4.3,-0.14,+0.41
556,Raul,br  BRA,MF,Bragantino,25,1996,32,2471,77,72.3,27.5,30,81,12,2,25,0,1.13,29,45,-16,-0.58,-1.15,34.9,36.3,-1.4,-0.05,-0.40
557,Pedro Raul,br  BRA,FW,Goiás,25,1996,34,2745,81,80.3,30.5,33,82,17,1,26,0,1.32,38,37,+1,+0.03,+1.90,30.5,48.0,-17.4,-0.57,+0.71
558,Leonardo Realpe,ec  ECU,DF,Bragantino,20,2001,8,663,83,19.4,7.4,8,83,6,0,,22,0.63,6,15,-9,-1.22,-1.19,7.2,11.9,-4.7,-0.64,-0.87
559,Rafinha Rech,br  BRA,"FW,MF",Juventude,19,2002,11,379,34,11.1,4.2,5,58,0,6,15,3,0.27,2,10,-8,-1.90,-0.95,3.3,5.4,-2.1,-0.49,+0.15
560,Reginaldo,br  BRA,FW,Goiás,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
561,Régis,br  BRA,MF,Coritiba,29,1992,22,765,35,22.4,8.5,8,56,0,14,23,13,1.14,11,21,-10,-1.18,-0.80,8.0,15.8,-7.8,-0.91,-0.80
562,Reinaldo,br  BRA,"DF,FW",São Paulo,32,1989,28,1463,52,42.8,16.3,18,68,2,10,24,4,1.39,26,13,+13,+0.80,+0.80,20.6,15.3,+5.3,+0.33,+0.33
563,César Reis,br  BRA,GK,Juventude,26,1995,25,2188,88,64.0,24.3,24,90,24,1,28,13,0.60,19,41,-22,-0.90,+0.41,22.3,36.2,-13.9,-0.57,+0.14
564,Renan,br  BRA,DF,Bragantino,19,2002,4,290,73,8.5,3.2,3,90,3,1,20,12,2.00,4,3,+1,+0.31,+0.63,3.1,3.5,-0.4,-0.13,-0.21
565,Robert Renan,br  BRA,DF,Corinthians,18,2003,10,900,90,26.3,10.0,10,90,10,0,,14,1.50,8,10,-2,-0.20,-0.56,8.5,11.7,-3.1,-0.31,-0.42
566,Renato,br  BRA,"DF,MF",Avaí,32,1990,16,1014,63,29.6,11.3,10,84,7,6,30,13,0.94,5,18,-13,-1.15,-0.67,13.0,17.5,-4.5,-0.40,+0.13
567,Réver,br  BRA,DF,Atlético Mineiro,37,1985,15,945,63,27.6,10.5,10,88,9,5,13,22,2.00,18,11,+7,+0.67,+0.63,16.7,11.1,+5.6,+0.53,0.00
568,Rhaldney,br  BRA,"MF,FW",Atl Goianiense,23,1998,7,177,25,5.2,2.0,1,60,0,6,20,11,1.43,0,4,-4,-2.03,-1.65,1.3,3.8,-2.5,-1.26,-1.11
569,Everton Ribeiro,br  BRA,"MF,FW",Flamengo,32,1989,30,1787,60,52.3,19.9,19,77,2,11,29,1,1.63,30,17,+13,+0.65,+0.21,36.5,18.4,+18.1,+0.91,+0.27
570,Lucas Ribeiro,br  BRA,"DF,MF",Ceará,23,1999,9,503,56,14.7,5.6,6,71,3,3,26,13,0.89,4,8,-4,-0.72,-0.62,4.8,7.6,-2.8,-0.50,-0.46
571,Matheus Ribeiro,br  BRA,DF,Avaí,28,1993,1,17,17,0.5,0.2,0,,0,1,17,12,3.00,0,2,-2,-10.59,-9.95,0.1,1.4,-1.4,-7.16,-6.70
572,Wesley Ribeiro,br  BRA,"MF,FW",Corinthians,16,2005,2,10,5,0.3,0.1,0,,0,2,5,7,0.50,0,0,0,0.00,-0.21,0.2,0.0,+0.2,+1.37,+1.38
573,Ricardinho,br  BRA,FW,Atl Goianiense,20,2001,6,230,38,6.7,2.6,4,53,1,2,10,5,0.50,0,5,-5,-1.96,-1.59,2.7,2.4,+0.3,+0.14,+0.38
