,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl%_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
339,Marcinho,br  BRA,"FW,MF",Avaí,26,1995,5.8,12,9,4,5,3,7,10,70.0,3,9,1,8,1,13,2,0
340,Mariano,br  BRA,DF,Atlético Mineiro,35,1986,19.2,43,30,21,18,4,24,55,43.6,31,17,1,16,23,66,28,1
341,Marinho,br  BRA,FW,Flamengo,31,1990,15.3,26,12,10,10,6,11,26,42.3,15,14,1,13,7,33,6,1
342,Rodriguinho Marinho,br  BRA,"FW,MF",Cuiabá,33,1988,16.5,16,6,3,9,4,7,17,41.2,10,12,1,11,4,20,5,0
343,Marlos,ua  UKR,"MF,FW",Atl Paranaense,33,1988,1.7,1,0,1,0,0,1,1,100.0,0,2,0,2,0,1,0,0
344,Felipe Marques,br  BRA,"FW,MF",Cuiabá,32,1990,10.6,8,7,3,2,3,1,13,7.7,12,9,2,7,13,21,5,0
345,Gustavo Marques,br  BRA,DF,América (MG),20,2001,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
346,Marrony,br  BRA,"FW,MF",Fluminense,22,1999,2.0,6,3,2,1,3,1,1,100.0,0,6,0,6,1,7,3,0
347,Matheus Martinelli,br  BRA,MF,Fluminense,20,2001,18.0,42,26,16,19,7,15,25,60.0,10,27,11,16,14,56,22,0
348,Adrián Martínez,ar  ARG,"FW,MF",Coritiba,29,1992,11.1,7,5,2,2,3,2,11,18.2,9,6,0,6,4,11,3,0
349,Matheus Martins,br  BRA,"FW,MF",Fluminense,18,2003,17.8,30,15,8,13,9,5,18,27.8,13,16,4,12,10,40,11,0
350,Wellington Martins,br  BRA,MF,Fluminense,31,1991,7.0,10,3,6,4,0,6,11,54.5,5,8,5,3,7,17,10,0
351,Gonzalo Mastriani,uy  URU,FW,América (MG),28,1993,5.2,2,2,0,1,1,1,4,25.0,3,4,0,4,0,2,4,0
352,Mateusão,br  BRA,"FW,MF",Flamengo,17,2004,2.5,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,5,0
353,William Matheus,br  BRA,DF,Juventude,31,1990,10.1,13,6,6,6,1,7,8,87.5,1,9,5,4,5,18,41,0
354,Matheusinho,br  BRA,"MF,FW",América (MG),23,1998,15.3,25,16,6,11,8,10,24,41.7,14,10,2,8,17,42,5,0
355,Matheuzinho,br  BRA,DF,Flamengo,21,2000,23.9,53,38,29,18,6,30,45,66.7,15,25,8,17,26,79,43,0
356,Diego Matos,br  BRA,DF,Avaí,25,1997,1.2,4,3,3,0,1,3,4,75.0,1,2,0,2,2,6,3,0
357,Mauricio,br  BRA,"FW,MF",Internacional,20,2001,17.4,19,8,5,9,5,6,23,26.1,17,10,1,9,16,35,10,0
358,Maycon,br  BRA,MF,Corinthians,24,1997,8.8,12,3,8,3,1,8,26,30.8,18,9,3,6,11,23,10,1
359,Mayke,br  BRA,"DF,FW",Palmeiras,29,1992,16.3,34,20,14,14,6,14,31,45.2,17,20,4,16,30,64,27,0
360,Bruno Melo,br  BRA,"DF,MF",Corinthians,29,1992,4.9,3,3,1,1,1,3,4,75.0,1,4,1,3,3,6,13,0
361,Felipe Melo,br  BRA,"DF,MF",Fluminense,38,1983,8.1,8,5,5,3,0,4,14,28.6,10,11,9,2,11,19,27,0
362,Darlan Mendes,br  BRA,"MF,FW",Juventude,23,1998,1.3,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,1
363,Vitor Mendes,br  BRA,DF,Juventude,22,1999,18.3,19,9,16,3,0,11,23,47.8,12,13,11,2,28,47,72,0
364,Stiven Mendoza,co  COL,FW,Ceará,29,1992,25.9,22,9,8,6,8,9,17,52.9,8,16,0,16,4,26,6,0
365,Ramon Menezes Roma,br  BRA,DF,Atl Goianiense,26,1995,14.0,7,3,6,1,0,2,8,25.0,6,7,7,0,15,22,50,0
366,Gabriel Menino,br  BRA,MF,Palmeiras,21,2000,10.2,21,16,11,9,1,10,16,62.5,6,7,1,6,12,33,12,0
367,Gabriel Mercado,ar  ARG,DF,Internacional,34,1987,23.6,30,21,26,4,0,21,30,70.0,9,28,18,10,30,60,79,0
368,John Mercado,ec  ECU,FW,Atl Paranaense,19,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
369,Miguel Merentiel,uy  URU,"FW,MF",Palmeiras,25,1996,2.6,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
370,Messias,br  BRA,DF,Ceará,27,1994,23.0,11,8,7,4,0,7,10,70.0,3,27,17,10,23,34,115,0
371,Lucas Mezenga,br  BRA,DF,Botafogo (RJ),20,2001,3.1,9,4,5,2,2,7,10,70.0,3,6,2,4,8,17,11,0
372,Michel,br  BRA,DF,Ceará,31,1990,11.8,10,8,5,3,2,3,7,42.9,4,6,4,2,15,25,22,0
373,Carlos Miguel,br  BRA,GK,Corinthians,23,1998,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
374,Fernando Miguel,br  BRA,GK,Fortaleza,36,1985,20.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2
375,Miranda,br  BRA,DF,São Paulo,37,1984,12.8,18,15,16,2,0,11,18,61.1,7,17,9,8,13,31,67,0
376,Paulo Miranda,br  BRA,DF,Juventude,33,1988,16.4,6,4,6,0,0,2,5,40.0,3,21,18,3,22,28,89,0
377,Paulinho Moccelin,br  BRA,"MF,FW",Juventude,27,1994,4.3,13,7,7,6,0,10,27,37.0,17,9,0,9,4,17,7,0
378,Moisés,br  BRA,DF,Internacional,26,1995,6.5,8,8,5,3,0,6,7,85.7,1,3,1,2,6,14,18,0
379,Moises,br  BRA,"FW,MF",Fortaleza,25,1996,25.0,16,12,4,5,7,10,40,25.0,30,15,2,13,10,26,19,0
380,Rodrigo Moledo,br  BRA,DF,Internacional,34,1987,13.5,26,16,19,7,0,11,11,100.0,0,23,17,6,23,49,74,0
381,Jacob Montes,us  USA,MF,Botafogo (RJ),23,1998,1.0,2,1,1,1,0,0,1,0.0,1,2,1,1,1,3,1,0
382,Moraes,br  BRA,"DF,MF",Juventude,24,1997,15.2,26,19,17,8,1,13,21,61.9,8,9,4,5,31,57,33,0
383,Airton Moraes,br  BRA,GK,América (MG),27,1994,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
384,Júnior Moraes,ua  UKR,FW,Corinthians,34,1987,4.5,5,4,1,2,2,1,4,25.0,3,4,1,3,2,7,0,0
385,Wesley Moraes,br  BRA,FW,Internacional,25,1996,3.3,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,4,0
386,Morato,br  BRA,"FW,MF",Avaí,29,1992,7.3,15,9,5,6,4,6,20,30.0,14,9,2,7,2,17,2,0
387,João Moreira,pt  POR,DF,São Paulo,17,2004,3.2,4,2,0,3,1,1,2,50.0,1,5,2,3,6,10,0,0
388,Lucas Moreira,br  BRA,"MF,FW",Cuiabá,21,2000,1.4,2,1,1,0,1,1,1,100.0,0,0,0,0,1,3,0,0
389,Gustavo Mosquito,br  BRA,"FW,MF",Corinthians,24,1997,12.6,14,4,4,5,5,7,13,53.8,6,4,1,3,4,18,11,1
390,Hugo Moura,br  BRA,MF,Atl Paranaense,24,1998,19.4,40,23,21,19,0,21,50,42.0,29,29,5,24,43,83,27,0
391,Alex Muralha,br  BRA,GK,Coritiba,32,1989,19.0,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,10,2
392,Muriqui,br  BRA,"FW,MF",Avaí,35,1986,14.3,20,6,4,14,2,9,24,37.5,15,11,0,11,10,30,5,0
393,Andrey Ramos do Nascimento,br  BRA,MF,Coritiba,23,1998,5.4,16,11,6,9,1,9,24,37.5,15,6,0,6,7,23,4,0
394,Matheus Nascimento,br  BRA,"FW,MF",Botafogo (RJ),17,2004,6.8,7,4,3,1,3,1,7,14.3,6,7,1,6,1,8,6,0
395,Natan,br  BRA,DF,Bragantino,20,2001,32.0,36,25,27,9,0,20,30,66.7,10,22,15,7,32,68,112,1
396,Léo Natel,br  BRA,FW,Corinthians,24,1997,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
397,Rafael Navarro,br  BRA,"FW,MF",Palmeiras,21,2000,8.0,15,9,2,9,4,2,7,28.6,5,6,0,6,0,15,2,0
398,Kaiky Naves,br  BRA,"DF,MF",Palmeiras,19,2002,0.4,0,0,0,0,0,0,0,,0,1,1,0,1,1,1,0
399,Bruno Nazário,br  BRA,MF,Juventude,26,1995,6.5,11,6,4,4,3,5,13,38.5,8,6,0,6,1,12,1,0
400,Neílton,br  BRA,"FW,DF",Coritiba,27,1994,0.9,1,1,1,0,0,1,1,100.0,0,3,0,3,1,2,0,0
401,Gabriel Neris,br  BRA,MF,Juventude,20,2001,2.4,4,1,0,3,1,1,4,25.0,3,5,3,2,4,8,1,0
402,Gustavo Nescau,br  BRA,FW,Cuiabá,21,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
403,Rodrigo Nestor,br  BRA,MF,São Paulo,21,2000,23.6,34,19,13,16,5,14,39,35.9,25,18,3,15,26,60,12,0
404,Gabriel Neves,uy  URU,MF,São Paulo,24,1997,6.3,13,11,6,6,1,8,22,36.4,14,7,1,6,9,22,11,0
405,Nicolas,br  BRA,"FW,MF",Goiás,32,1989,11.1,10,3,3,5,2,4,13,30.8,9,8,3,5,4,14,24,0
406,Nikão,br  BRA,"FW,MF",São Paulo,29,1992,5.8,2,1,1,1,0,0,6,0.0,6,2,0,2,1,3,4,0
407,Nino,br  BRA,DF,Fluminense,24,1997,27.9,28,21,20,6,2,12,20,60.0,8,27,17,10,31,59,93,0
408,Gabriel Noga,br  BRA,DF,Atl Goianiense,20,2002,0.0,,0,,,,,,,,,,,0,,,
409,Ygor Nogueira,br  BRA,DF,Juventude,26,1995,5.0,10,5,8,2,0,6,8,75.0,2,5,2,3,9,19,29,0
410,Nonato,br  BRA,MF,Fluminense,23,1998,12.1,23,14,4,14,5,13,28,46.4,15,16,3,13,12,35,9,0
411,Nonoca,br  BRA,MF,Avaí,23,1998,11.5,27,14,12,13,2,14,20,70.0,6,10,2,8,8,35,18,0
412,Gabriel Novaes,br  BRA,"FW,MF",Bragantino,22,1999,4.3,6,2,1,2,3,1,1,100.0,0,2,1,1,2,8,1,0
413,Thales Oleques,br  BRA,DF,Avaí,27,1994,6.2,12,6,7,5,0,7,12,58.3,5,6,3,3,4,16,26,0
414,Bruno Oliveira,br  BRA,"MF,FW",Santos,23,1998,5.0,7,4,1,3,3,3,16,18.8,13,3,0,3,2,9,3,0
415,Yuri Oliveira Lima,br  BRA,MF,Juventude,27,1994,16.8,31,15,16,13,2,11,37,29.7,26,17,6,11,20,51,14,0
416,Pedro Oliveira,br  BRA,"MF,FW",Goiás,17,2004,3.3,11,7,9,2,0,5,13,38.5,8,11,0,11,2,13,6,0
417,Leo Ortiz,br  BRA,DF,Bragantino,26,1996,21.4,22,11,12,9,1,17,25,68.0,8,36,25,11,27,49,97,1
418,Kelvin Osorio,co  COL,"MF,DF",Cuiabá,28,1993,10.5,21,14,11,10,0,13,30,43.3,17,8,0,8,8,29,16,0
419,Otávio,br  BRA,MF,Atlético Mineiro,27,1994,12.9,34,19,16,17,1,14,32,43.8,18,22,3,19,12,46,13,1
420,Luiz Otávio,br  BRA,DF,Ceará,33,1988,21.2,33,21,24,9,0,13,26,50.0,13,30,19,11,48,81,77,0
421,Rómulo Otero,ve  VEN,"MF,FW",Fortaleza,29,1992,2.6,2,1,1,1,0,1,2,50.0,1,3,0,3,0,2,0,0
422,Luis Oyama,br  BRA,MF,Botafogo (RJ),25,1997,12.0,31,17,17,11,3,17,44,38.6,27,19,4,15,17,48,14,1
423,Juan Pablo,br  BRA,"DF,MF",Goiás,19,2002,1.9,3,2,2,0,1,1,3,33.3,2,1,0,1,2,5,5,0
424,Juan Pablo Ramírez,co  COL,"MF,FW",América (MG),24,1997,4.5,7,3,1,5,1,3,5,60.0,2,3,0,3,4,11,2,0
425,Bruno Pacheco,br  BRA,DF,Ceará,30,1991,26.1,,33,,,,,,,,,,,28,,,
426,Igor Paixão,br  BRA,"FW,MF",Coritiba,21,2000,17.2,13,9,4,7,2,4,15,26.7,11,9,2,7,15,28,11,0
427,Pará,br  BRA,MF,Juventude,19,2002,0.9,2,1,0,2,0,1,1,100.0,0,0,0,0,1,3,2,0
428,Nino Paraíba,br  BRA,DF,Ceará,36,1986,24.6,43,22,26,13,4,13,22,59.1,9,25,3,22,36,79,46,0
429,Guilherme Parede,br  BRA,"FW,MF",Juventude,26,1995,6.6,,2,,,,,,,,,,,3,,,
430,Weslley Patati,br  BRA,FW,Santos,18,2003,0.2,,0,,,,,,,,,,,0,,,
431,Patrick,br  BRA,"MF,FW",São Paulo,29,1992,21.8,64,36,31,18,15,28,57,49.1,29,31,2,29,13,77,14,0
432,Alan Patrick,br  BRA,"MF,FW",Internacional,30,1991,17.5,12,3,2,8,2,6,24,25.0,18,10,0,10,6,18,4,0
433,Luan Patrick,br  BRA,DF,América (MG),20,2002,9.0,13,6,7,6,0,7,12,58.3,5,14,6,8,12,25,34,0
434,Patryck,br  BRA,DF,São Paulo,19,2003,0.3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
435,Giuliano de Paula,br  BRA,MF,Corinthians,31,1990,18.4,20,13,8,12,0,12,40,30.0,28,15,2,13,10,30,16,0
436,Patrick de Paula,br  BRA,MF,Botafogo (RJ),22,1999,11.3,14,7,5,8,1,11,31,35.5,20,19,4,15,17,31,12,1
437,Paulão,br  BRA,DF,Cuiabá,35,1986,8.0,1,1,0,1,0,1,4,25.0,3,7,4,3,8,9,53,0
438,Caio Paulista,br  BRA,DF,Fluminense,23,1998,17.9,30,19,16,6,8,16,30,53.3,14,15,3,12,11,41,25,1
439,Wellington Paulista,br  BRA,FW,América (MG),37,1984,5.7,1,0,0,0,1,0,3,0.0,3,1,1,0,0,1,3,0
440,Marcos Paulo,br  BRA,DF,Flamengo,19,2003,0.3,2,2,2,0,0,2,3,66.7,1,2,1,1,2,4,0,0
441,Cristian Pavón,ar  ARG,"FW,MF",Atlético Mineiro,26,1996,7.7,12,7,4,3,5,9,20,45.0,11,13,0,13,3,15,2,0
442,Pedro,br  BRA,FW,Flamengo,24,1997,13.0,6,3,1,3,2,3,9,33.3,6,3,1,2,3,9,11,0
443,João Pedro,br  BRA,"DF,FW",Corinthians,25,1996,1.3,2,0,1,1,0,1,1,100.0,0,3,3,0,1,3,9,0
444,João Pedro Pepê,br  BRA,MF,Cuiabá,24,1998,25.8,60,34,29,22,9,14,49,28.6,35,24,3,21,17,77,28,0
445,Peglow,br  BRA,"FW,MF",Atl Goianiense,20,2002,2.6,5,4,2,1,2,3,9,33.3,6,4,0,4,4,9,3,0
446,Pegorari,br  BRA,GK,Juventude,30,1991,12.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1
447,Matheus Peixoto,br  BRA,FW,Ceará,26,1995,5.2,6,3,1,4,1,2,6,33.3,4,4,2,2,2,8,4,0
448,Douglas Pelé,br  BRA,"FW,DF",Goiás,22,1999,1.0,2,2,2,0,0,0,0,,0,2,0,2,1,3,1,0
449,Léo Pelé,br  BRA,DF,São Paulo,25,1996,27.6,23,15,6,17,0,13,19,68.4,6,16,10,6,15,38,68,2
450,Carlos de Pena,uy  URU,"MF,FW",Internacional,29,1992,29.3,44,26,14,22,8,27,50,54.0,23,30,2,28,54,98,36,0
451,Andreas Pereira,br  BRA,MF,Flamengo,26,1996,8.8,8,5,1,4,3,3,16,18.8,13,7,0,7,4,12,7,0
452,Egídio Pereira Júnior,br  BRA,"DF,MF",Coritiba,35,1986,14.0,33,13,19,11,3,15,47,31.9,32,16,2,14,20,53,22,2
453,Léo Pereira,br  BRA,DF,Flamengo,26,1996,12.4,13,9,8,4,1,10,18,55.6,8,12,6,6,11,24,22,0
454,Hernán Pérez,py  PAR,FW,Coritiba,32,1989,1.1,2,0,1,1,0,2,6,33.3,4,1,1,0,0,2,0,0
455,Lucas Perri,br  BRA,GK,Botafogo (RJ),24,1997,3.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
456,Petterson,br  BRA,"FW,MF",Flamengo,18,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
457,Yan Phillipe,br  BRA,FW,Atlético Mineiro,17,2004,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
458,Lucas Piazon,br  BRA,"FW,MF",Botafogo (RJ),28,1994,8.3,21,9,5,13,3,5,12,41.7,7,5,0,5,2,23,11,0
459,Yago Pikachu,br  BRA,"DF,MF",Fortaleza,29,1992,13.4,11,9,10,0,1,5,17,29.4,12,11,3,8,5,16,8,0
460,Mario Pineida,ec  ECU,DF,Fluminense,29,1992,3.7,4,2,2,2,0,2,3,66.7,1,1,0,1,2,6,10,0
461,Joaquín Piquerez,uy  URU,DF,Palmeiras,23,1998,24.7,57,36,24,22,11,29,68,42.6,39,36,8,28,38,95,38,0
462,Felipe Pires,br  BRA,"MF,FW",Juventude,26,1995,7.4,3,1,0,1,2,1,3,33.3,2,3,0,3,0,3,2,0
463,Rafael Pires,br  BRA,GK,Atlético Mineiro,32,1989,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
464,Lucas Piton,br  BRA,"DF,FW",Corinthians,21,2000,19.7,39,23,16,18,5,17,31,54.8,14,17,3,14,32,71,33,0
465,Isidro Pitta,py  PAR,FW,Juventude,22,1999,26.8,11,6,2,5,4,8,12,66.7,4,10,3,7,4,15,16,0
466,Luan Polli,br  BRA,GK,Atl Goianiense,28,1993,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
467,Diego Porfirio,br  BRA,DF,Coritiba,22,1999,5.0,12,6,4,6,2,7,13,53.8,6,3,1,2,5,17,15,0
468,William Pottker,br  BRA,"FW,MF",Avaí,28,1993,21.9,17,11,9,6,2,10,25,40.0,15,18,1,17,17,34,15,0
469,Bruno Praxedes,br  BRA,MF,Bragantino,19,2002,6.5,6,3,0,5,1,1,6,16.7,5,4,1,3,4,10,2,0
470,Erick Pulgar,cl  CHI,MF,Flamengo,28,1994,3.9,8,3,2,6,0,3,8,37.5,5,8,1,7,3,11,8,0
471,Jean Pyerre,br  BRA,MF,Avaí,23,1998,8.4,9,4,3,6,0,3,8,37.5,5,8,0,8,7,16,1,0
472,Du Queiroz,br  BRA,MF,Corinthians,22,2000,28.9,52,29,22,26,4,15,59,25.4,44,37,11,26,33,85,18,0
473,Igor Rabello,br  BRA,DF,Atlético Mineiro,26,1995,6.7,12,5,11,1,0,8,11,72.7,3,12,8,4,14,26,21,0
474,Rafael,br  BRA,DF,Botafogo (RJ),31,1990,3.1,9,7,6,1,2,4,9,44.4,5,5,0,5,9,18,5,0
475,Caio Rafael,br  BRA,FW,Ceará,17,2004,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
476,Léo Rafael,br  BRA,"FW,MF",Ceará,20,2001,1.0,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
477,Zé Rafael,br  BRA,MF,Palmeiras,28,1993,28.5,67,30,29,32,6,27,77,35.1,50,25,2,23,27,94,21,0
478,Rafinha,br  BRA,DF,São Paulo,36,1985,28.5,60,34,31,24,5,34,54,63.0,20,17,4,13,32,92,55,0
479,Eric Ramires,br  BRA,"MF,FW",Bragantino,21,2000,12.9,26,16,10,15,1,12,33,36.4,21,16,2,14,4,30,14,0
480,Lucas Ramires,br  BRA,DF,Juventude,19,2002,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
481,Ramon,br  BRA,DF,Bragantino,20,2001,8.0,20,10,14,5,1,15,27,55.6,12,13,4,9,11,31,21,0
482,Lucas Ramos,br  BRA,"MF,FW",Internacional,21,2001,0.9,2,0,1,1,0,1,1,100.0,0,2,0,2,2,4,0,0
483,Rafael Ramos,pt  POR,DF,Corinthians,27,1995,14.5,35,23,25,9,1,18,32,56.3,14,15,2,13,19,54,31,0
484,Raniele,br  BRA,"MF,DF",Avaí,25,1996,31.3,61,33,30,25,6,30,63,47.6,33,56,25,31,39,100,106,1
485,Wellington Rato,br  BRA,"FW,MF",Atl Goianiense,29,1992,30.9,29,22,16,10,3,15,46,32.6,31,18,3,15,10,39,24,0
486,Raul,br  BRA,MF,Bragantino,25,1996,27.5,72,42,36,34,2,43,75,57.3,32,34,11,23,48,120,41,0
487,Pedro Raul,br  BRA,FW,Goiás,25,1996,30.5,13,9,2,8,3,5,18,27.8,13,19,4,15,4,17,41,0
488,Leonardo Realpe,ec  ECU,DF,Bragantino,20,2001,7.4,7,3,5,2,0,5,9,55.6,4,11,8,3,15,22,34,0
489,Rafinha Rech,br  BRA,"FW,MF",Juventude,19,2002,4.2,2,2,1,0,1,1,5,20.0,4,8,0,8,4,6,2,0
490,Régis,br  BRA,MF,Coritiba,29,1992,8.5,18,10,6,8,4,8,20,40.0,12,10,0,10,1,19,4,0
491,Reinaldo,br  BRA,"DF,FW",São Paulo,32,1989,16.3,16,12,7,7,2,7,16,43.8,9,15,2,13,10,26,22,0
492,César Reis,br  BRA,GK,Juventude,26,1995,24.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1
493,Renan,br  BRA,DF,Bragantino,19,2002,3.2,8,3,7,1,0,6,7,85.7,1,6,3,3,2,10,14,0
494,Robert Renan,br  BRA,DF,Corinthians,18,2003,10.0,17,11,11,5,1,11,15,73.3,4,8,5,3,19,36,51,0
495,Renato,br  BRA,"DF,MF",Avaí,32,1990,11.3,14,9,6,7,1,9,12,75.0,3,13,2,11,8,22,24,0
496,Renê,br  BRA,DF,Internacional,29,1992,27.5,80,49,44,30,6,43,69,62.3,26,27,8,19,52,132,75,1
497,Réver,br  BRA,DF,Atlético Mineiro,37,1985,10.5,13,9,9,2,2,5,9,55.6,4,7,5,2,12,25,40,0
498,Rhaldney,br  BRA,"MF,FW",Atl Goianiense,23,1998,2.0,10,4,5,4,1,5,8,62.5,3,3,0,3,2,12,5,0
499,Everton Ribeiro,br  BRA,"MF,FW",Flamengo,32,1989,19.9,44,20,18,16,10,13,44,29.5,31,22,2,20,19,63,6,1
500,Lucas Ribeiro,br  BRA,"DF,MF",Ceará,23,1999,5.6,5,0,3,2,0,0,3,0.0,3,3,2,1,9,14,12,0
501,Matheus Ribeiro,br  BRA,DF,Avaí,28,1993,0.2,1,1,0,1,0,0,0,,0,1,1,0,0,1,0,0
502,Wesley Ribeiro,br  BRA,"MF,FW",Corinthians,16,2005,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
503,Ricardinho,br  BRA,FW,Atl Goianiense,20,2001,2.6,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,0,0
504,João Ricardo Riedi,br  BRA,GK,Ceará,33,1988,35.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,18,3
505,Vitor Ricardo,br  BRA,DF,Fortaleza,21,2000,1.3,2,2,2,0,0,1,3,33.3,2,1,0,1,0,2,0,0
506,Zé Ricardo,br  BRA,MF,América (MG),25,1996,2.6,3,2,2,1,0,1,3,33.3,2,4,1,3,5,8,5,0
507,Richardson,br  BRA,MF,Ceará,30,1991,23.0,62,31,27,26,9,32,69,46.4,37,20,4,16,20,82,20,2
508,Rickson,br  BRA,"MF,FW",Atl Goianiense,23,1998,0.8,2,2,2,0,0,0,3,0.0,3,3,1,2,0,2,0,0
509,Emiliano Rigoni,ar  ARG,"FW,MF",São Paulo,28,1993,2.7,5,3,2,2,1,2,6,33.3,4,5,0,5,2,7,3,0
510,Rikelme,br  BRA,DF,Cuiabá,18,2003,0.2,1,0,0,1,0,1,1,100.0,0,1,0,1,1,2,0,0
511,Rikelmi,br  BRA,DF,Botafogo (RJ),20,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
512,Cristian Rivas,ve  VEN,MF,Cuiabá,25,1997,2.4,6,1,3,3,0,4,10,40.0,6,1,0,1,5,11,1,0
513,Zé Roberto,br  BRA,FW,Ceará,28,1993,8.2,4,2,0,4,0,2,3,66.7,1,9,2,7,7,11,5,0
514,Robinho,br  BRA,MF,Coritiba,34,1987,9.8,34,17,15,13,6,18,36,50.0,18,3,0,3,6,40,2,0
515,Robson,br  BRA,"FW,MF",Fortaleza,30,1991,16.1,14,12,5,6,3,4,20,20.0,16,15,4,11,6,20,19,0
516,Felipe Rocha,br  BRA,FW,Avaí,19,2002,0.5,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0
517,Kaique Rocha,br  BRA,DF,Internacional,20,2001,5.0,5,2,2,3,0,3,6,50.0,3,3,2,1,9,14,23,0
518,Marcos Rocha,br  BRA,DF,Palmeiras,33,1988,25.0,87,54,36,43,8,37,70,52.9,33,28,8,20,31,118,42,0
519,Rodinei,br  BRA,DF,Flamengo,30,1992,9.8,26,17,8,14,4,16,18,88.9,2,7,3,4,13,39,6,0
520,Élton Rodrigues Brandão,br  BRA,FW,Cuiabá,36,1985,3.3,3,1,2,1,0,1,3,33.3,2,3,0,3,0,3,3,0
521,Raphael Rodrigues,br  BRA,DF,Avaí,23,1999,1.4,1,0,1,0,0,0,0,,0,3,2,1,0,1,5,0
522,Rodriguinho,br  BRA,MF,América (MG),18,2003,2.1,4,3,2,2,0,1,7,14.3,6,1,0,1,5,9,0,0
523,Romarinho,br  BRA,"FW,MF",Fortaleza,27,1994,14.6,13,11,3,7,3,7,21,33.3,14,5,0,5,4,17,7,0
524,Braian Romero,ar  ARG,FW,Internacional,30,1991,3.8,10,6,0,7,3,4,10,40.0,6,4,2,2,1,11,3,0
525,Silvio Romero,ar  ARG,FW,Fortaleza,33,1988,12.9,2,2,1,0,1,0,6,0.0,6,4,0,4,2,4,11,0
526,Romulo,br  BRA,DF,Juventude,21,2000,1.9,3,1,3,0,0,2,4,50.0,2,4,3,1,2,5,5,0
527,Ronald,br  BRA,"MF,FW",Fortaleza,24,1997,11.7,26,17,13,11,2,13,27,48.1,14,7,0,7,8,34,4,0
528,Ronaldo,br  BRA,GK,Atl Goianiense,25,1996,18.0,3,0,3,0,0,3,3,100.0,0,2,0,2,0,3,8,0
529,Budiga Roni,br  BRA,MF,Corinthians,22,1999,8.3,20,14,6,12,2,8,22,36.4,14,9,2,7,7,27,8,0
530,Rony,br  BRA,FW,Palmeiras,26,1995,26.5,18,8,3,9,6,5,27,18.5,22,16,1,15,7,25,20,0
531,Vitor Roque,br  BRA,FW,Atl Paranaense,16,2005,14.6,17,9,4,6,7,4,9,44.4,5,10,0,10,9,26,1,0
532,Ruan,br  BRA,"FW,MF",Juventude,16,2005,2.5,7,5,3,2,2,3,5,60.0,2,3,0,3,0,7,0,0
533,Rubens,br  BRA,"DF,MF",Atlético Mineiro,20,2001,13.7,63,31,31,24,8,26,43,60.5,17,17,1,16,21,84,28,0
534,Óscar Ruiz,py  PAR,"MF,FW",Juventude,30,1991,11.0,11,7,4,6,1,4,9,44.4,5,9,0,9,5,16,8,0
535,Rwan,br  BRA,"FW,MF",Santos,20,2001,5.2,7,5,1,3,3,3,7,42.9,4,6,1,5,4,11,3,0
536,João Victor Santos Sá,br  BRA,FW,Botafogo (RJ),27,1994,19.4,38,24,19,13,6,24,60,40.0,36,29,3,26,16,54,9,0
537,Matheus Sales,br  BRA,"MF,DF",Goiás,26,1995,19.9,42,24,22,15,5,18,30,60.0,12,34,17,17,16,58,45,0
538,Philipe Sampaio,br  BRA,DF,Botafogo (RJ),27,1994,12.5,12,8,8,4,0,10,17,58.8,7,16,15,1,27,39,65,0
