,Player,Weekly Gross,Annual Gross,Adj. Gross,Pos. group,Age,Country,Club
164,Jaume Doménech,"€ 40,577","€ 2,110,000","€ 2,110,000",K,31,Spain,Valencia
165,Portu,"€ 40,577","€ 2,110,000","€ 2,110,000",F,29,Spain,Real Sociedad
166,Carlos Soler,"€ 40,385","€ 2,100,000","€ 2,100,000",M,25,Spain,Valencia
167,Mario Hermoso,"€ 40,385","€ 2,100,000","€ 2,100,000",D,26,Spain,Atletico Madrid
168,Marcos Llorente,"€ 40,385","€ 2,100,000","€ 2,100,000",M,27,Spain,Atletico Madrid
169,Nemanja Maksimovic,"€ 40,000","€ 2,080,000","€ 2,080,000",M,27,Serbia,Getafe
170,Sergio Rico,"€ 39,423","€ 2,050,000","€ 2,050,000",K,28,Spain,Mallorca
171,Ander Capa,"€ 38,462","€ 2,000,000","€ 2,000,000",D,29,Spain,Athletic Club
172,Marcos André,"€ 38,462","€ 2,000,000","€ 2,000,000",F,25,Brazil,Valencia
173,Kieran Trippier,"€ 38,462","€ 2,000,000","€ 2,000,000",D,30,England,Atletico Madrid
174,Martín Montoya,"€ 38,269","€ 1,990,000","€ 1,990,000",D,30,Spain,Real Betis
175,Hélder Costa,"€ 37,885","€ 1,970,000","€ 1,970,000",F,28,Angola,Valencia
176,Joseph Aidoo,"€ 37,500","€ 1,950,000","€ 1,950,000",D,26,Ghana,Celta Vigo
177,Kiko Casilla,"€ 37,308","€ 1,940,000","€ 1,940,000",K,35,Spain,Elche
178,Rubén Rochina,"€ 37,115","€ 1,930,000","€ 1,930,000",F,30,Spain,Granada
179,Andrés Guardado,"€ 36,731","€ 1,910,000","€ 1,910,000",M,35,Mexico,Real Betis
180,Moi Gómez,"€ 36,154","€ 1,880,000","€ 1,880,000",F,27,Spain,Villarreal
181,Samuel Chukwueze,"€ 36,154","€ 1,880,000","€ 1,880,000",F,22,Nigeria,Villarreal
182,Dimitri Foulquier,"€ 35,962","€ 1,870,000","€ 1,870,000",D,28,Guadeloupe,Valencia
183,Óscar de Marcos,"€ 35,577","€ 1,850,000","€ 1,850,000",D,32,Spain,Athletic Club
184,Néstor Araújo,"€ 35,385","€ 1,840,000","€ 1,840,000",D,30,Mexico,Celta Vigo
185,José Luis Morales,"€ 35,385","€ 1,840,000","€ 1,840,000",F,34,Spain,Levante
186,Thierry Correia,"€ 35,385","€ 1,840,000","€ 1,840,000",D,22,Portugal,Valencia
187,Joseba Zaldua,"€ 34,808","€ 1,810,000","€ 1,810,000",D,29,Spain,Real Sociedad
188,Alexander Sörloth,"€ 34,615","€ 1,800,000","€ 1,800,000",F,26,Norway,Real Sociedad
189,Okay Yokuslu,"€ 34,423","€ 1,790,000","€ 1,790,000",M,27,Turkey,Celta Vigo
190,Okay Yokuslu,"€ 34,423","€ 1,790,000","€ 1,790,000",M,27,Turkey,Getafe
191,Iván Marcone,"€ 34,231","€ 1,780,000","€ 1,780,000",M,31,Argentina,Elche
192,Asier Villalibre,"€ 34,038","€ 1,770,000","€ 1,770,000",F,24,Spain,Athletic Club
193,Toni Lato,"€ 33,846","€ 1,760,000","€ 1,760,000",D,24,Spain,Valencia
194,Martín Zubimendi,"€ 33,077","€ 1,720,000","€ 1,720,000",M,23,Spain,Real Sociedad
195,Santi Mina,"€ 32,885","€ 1,710,000","€ 1,710,000",F,26,Spain,Celta Vigo
196,Álex Blanco,"€ 32,308","€ 1,680,000","€ 1,680,000",F,22,Spain,Valencia
197,Cristiano Piccini,"€ 32,115","€ 1,670,000","€ 1,670,000",D,28,Italy,Valencia
198,Bono,"€ 31,923","€ 1,660,000","€ 1,660,000",K,30,Morocco,Sevilla
199,Mikel Balenziaga,"€ 31,731","€ 1,650,000","€ 1,650,000",D,33,Spain,Athletic Club
200,Jesús Vallejo,"€ 31,538","€ 1,640,000","€ 1,640,000",D,25,Spain,Real Madrid
201,Joris Gnagnon,"€ 31,346","€ 1,630,000","€ 1,630,000",D,24,France,Sevilla
202,Hugo Guillamón,"€ 31,154","€ 1,620,000","€ 1,620,000",M,22,Spain,Valencia
203,Ilaix Moriba,"€ 31,154","€ 1,620,000","€ 1,620,000",M,19,Guinea,Valencia
204,Claudio Bravo,"€ 30,769","€ 1,600,000","€ 1,600,000",K,38,Chile,Real Betis
205,Lucas Ocampos,"€ 30,769","€ 1,600,000","€ 1,600,000",F,27,Argentina,Sevilla
206,José Campaña,"€ 30,769","€ 1,600,000","€ 1,600,000",M,28,Spain,Levante
207,Jokin Ezkieta,"€ 30,000","€ 1,560,000","€ 1,560,000",K,25,Spain,Athletic Club
208,Iñigo Lekue,"€ 29,808","€ 1,550,000","€ 1,550,000",D,28,Spain,Athletic Club
209,Jorge Molina,"€ 29,615","€ 1,540,000","€ 1,540,000",F,39,Spain,Granada
210,Luis Suárez,"€ 29,615","€ 1,540,000","€ 1,540,000",F,24,Colombia,Granada
211,Jorge Cuenca,"€ 29,423","€ 1,530,000","€ 1,530,000",D,22,Spain,Getafe
212,Mauro Arambarri,"€ 29,423","€ 1,530,000","€ 1,530,000",M,26,Uruguay,Getafe
213,David Soria,"€ 29,038","€ 1,510,000","€ 1,510,000",K,28,Spain,Getafe
214,Oier Zarraga,"€ 28,846","€ 1,500,000","€ 1,500,000",M,23,Spain,Athletic Club
215,Ezequiel Ponce,"€ 28,846","€ 1,500,000","€ 1,500,000",F,24,Argentina,Elche
216,Javi Galán,"€ 28,846","€ 1,500,000","€ 1,500,000",D,27,Spain,Celta Vigo
217,Chimy Ávila,"€ 28,846","€ 1,500,000","€ 1,500,000",F,27,Argentina,Osasuna
218,Yunus Musah,"€ 28,846","€ 1,500,000","€ 1,500,000",F,19,United States,Valencia
219,Javier Pastore,"€ 28,846","€ 1,500,000","€ 1,500,000",F,32,Argentina,Elche
220,Maxi Gómez,"€ 28,846","€ 1,500,000","€ 1,500,000",F,25,Uruguay,Valencia
221,Oussama Idrissi,"€ 28,462","€ 1,480,000","€ 1,480,000",F,25,Morocco,Cadiz
222,Oussama Idrissi,"€ 28,462","€ 1,480,000","€ 1,480,000",F,25,Morocco,Sevilla
223,Leandro Cabrera,"€ 28,462","€ 1,480,000","€ 1,480,000",D,30,Uruguay,Espanyol
224,Fernando Pacheco,"€ 28,269","€ 1,470,000","€ 1,470,000",K,29,Spain,Alaves
225,Álex Collado,"€ 27,885","€ 1,450,000","€ 1,450,000",F,22,Spain,Barcelona
226,Cristian Rivero,"€ 27,885","€ 1,450,000","€ 1,450,000",K,23,Spain,Valencia
227,Álex Collado,"€ 27,885","€ 1,450,000","€ 1,450,000",F,22,Spain,Granada
228,Joaquín,"€ 27,692","€ 1,440,000","€ 1,440,000",F,40,Spain,Real Betis
229,Florian Lejeune,"€ 27,500","€ 1,430,000","€ 1,430,000",D,30,France,Alaves
230,Tomás Pina,"€ 27,500","€ 1,430,000","€ 1,430,000",M,34,Spain,Alaves
231,Gonzalo Montiel,"€ 27,115","€ 1,410,000","€ 1,410,000",D,25,Argentina,Sevilla
232,Oihan Sancet,"€ 26,923","€ 1,400,000","€ 1,400,000",F,21,Spain,Athletic Club
233,Rodrigo Battaglia,"€ 26,538","€ 1,380,000","€ 1,380,000",M,30,Argentina,Mallorca
234,Sergio Canales,"€ 26,346","€ 1,370,000","€ 1,370,000",F,30,Spain,Real Betis
235,Darwin Machís,"€ 26,154","€ 1,360,000","€ 1,360,000",F,28,Venezuela,Granada
236,Rubén García,"€ 25,962","€ 1,350,000","€ 1,350,000",F,28,Spain,Osasuna
237,Augusto Solari,"€ 25,962","€ 1,350,000","€ 1,350,000",F,30,Argentina,Celta Vigo
238,Brais Méndez,"€ 25,962","€ 1,350,000","€ 1,350,000",F,25,Spain,Celta Vigo
239,Florentino,"€ 25,385","€ 1,320,000","€ 1,320,000",M,22,Portugal,Getafe
240,Karim Rekik,"€ 25,192","€ 1,310,000","€ 1,310,000",D,27,Netherlands,Sevilla
241,Manu Morlanes,"€ 25,192","€ 1,310,000","€ 1,310,000",M,23,Spain,Espanyol
242,Lei Wu,"€ 25,192","€ 1,310,000","€ 1,310,000",F,30,China,Espanyol
243,Sergio Escudero,"€ 25,000","€ 1,300,000","€ 1,300,000",D,32,Spain,Granada
244,Álvaro Negredo,"€ 24,808","€ 1,290,000","€ 1,290,000",F,36,Spain,Cadiz
245,Borja Iglesias,"€ 24,808","€ 1,290,000","€ 1,290,000",F,29,Spain,Real Betis
246,Jeremías Ledesma,"€ 24,615","€ 1,280,000","€ 1,280,000",K,28,Argentina,Cadiz
247,Rafa Mir,"€ 24,231","€ 1,260,000","€ 1,260,000",F,24,Spain,Sevilla
248,Domingos Duarte,"€ 24,231","€ 1,260,000","€ 1,260,000",D,26,Portugal,Granada
249,Daniel Wass,"€ 24,038","€ 1,250,000","€ 1,250,000",D,32,Denmark,Atletico Madrid
250,Guido Carrillo,"€ 23,654","€ 1,230,000","€ 1,230,000",F,30,Argentina,Elche
251,Ibrahim Amadou,"€ 23,462","€ 1,220,000","€ 1,220,000",M,28,France,Sevilla
252,Falcao,"€ 23,077","€ 1,200,000","€ 1,200,000",F,35,Colombia,Rayo Vallecano
253,Luuk de Jong,"€ 23,077","€ 1,200,000","€ 1,200,000",F,31,Netherlands,Barcelona
254,Omar Alderete,"€ 23,077","€ 1,200,000","€ 1,200,000",D,25,Paraguay,Valencia
255,Shkodran Mustafi,"€ 23,077","€ 1,200,000","€ 1,200,000",D,29,Germany,Levante
256,Dani Vivian,"€ 22,692","€ 1,180,000","€ 1,180,000",D,22,Spain,Athletic Club
257,Landry Dimata,"€ 22,692","€ 1,180,000","€ 1,180,000",F,24,Belgium,Espanyol
258,Manu García,"€ 22,692","€ 1,180,000","€ 1,180,000",F,24,Spain,Alaves
259,Roger Martí,"€ 22,500","€ 1,170,000","€ 1,170,000",F,31,Spain,Levante
260,Serge Aurier,"€ 22,500","€ 1,170,000","€ 1,170,000",D,29,Cote d'Ivoire,Villarreal
261,Rubén Peña,"€ 22,308","€ 1,160,000","€ 1,160,000",D,30,Spain,Villarreal
262,Óscar Rodríguez,"€ 22,115","€ 1,150,000","€ 1,150,000",F,23,Spain,Getafe
263,Óscar Rodríguez,"€ 22,115","€ 1,150,000","€ 1,150,000",F,23,Spain,Sevilla
264,Alexander Isak,"€ 21,538","€ 1,120,000","€ 1,120,000",F,22,Sweden,Real Sociedad
265,Javi Ontiveros,"€ 21,346","€ 1,110,000","€ 1,110,000",F,23,Spain,Osasuna
266,Robin Le Normand,"€ 21,346","€ 1,110,000","€ 1,110,000",D,25,France,Real Sociedad
267,Facundo Pellistri,"€ 21,346","€ 1,110,000","€ 1,110,000",F,20,Uruguay,Alaves
268,Juan Cala,"€ 21,154","€ 1,100,000","€ 1,100,000",D,32,Spain,Cadiz
269,Jules Koundé,"€ 21,154","€ 1,100,000","€ 1,100,000",D,23,France,Sevilla
270,Eray Cömert,"€ 21,154","€ 1,100,000","€ 1,100,000",D,23,Switzerland,Valencia
271,Carlos Bacca,"€ 20,769","€ 1,080,000","€ 1,080,000",F,35,Colombia,Granada
272,Aitor Fernández,"€ 20,769","€ 1,080,000","€ 1,080,000",K,30,Spain,Levante
273,Lucas Pérez,"€ 20,769","€ 1,080,000","€ 1,080,000",F,33,Spain,Cadiz
274,Ludwig Augustinsson,"€ 20,577","€ 1,070,000","€ 1,070,000",D,27,Sweden,Sevilla
275,Luis Milla,"€ 20,577","€ 1,070,000","€ 1,070,000",M,27,Spain,Granada
276,Pere Pons,"€ 20,192","€ 1,050,000","€ 1,050,000",M,28,Spain,Alaves
277,Jason,"€ 20,192","€ 1,050,000","€ 1,050,000",F,27,Spain,Alaves
278,Gastón Álvarez,"€ 20,192","€ 1,050,000","€ 1,050,000",D,21,Uruguay,Getafe
279,Iván Martín,"€ 20,000","€ 1,040,000","€ 1,040,000",F,22,Spain,Alaves
280,Cristian Tello,"€ 20,000","€ 1,040,000","€ 1,040,000",F,30,Spain,Real Betis
281,Carlos Fernández,"€ 20,000","€ 1,040,000","€ 1,040,000",F,25,Spain,Real Sociedad
282,Enis Bardhi,"€ 19,615","€ 1,020,000","€ 1,020,000",F,26,North Macedonia,Levante
283,Nacho Vidal,"€ 19,423","€ 1,010,000","€ 1,010,000",D,27,Spain,Osasuna
284,Dídac Vilà,"€ 19,423","€ 1,010,000","€ 1,010,000",D,32,Spain,Espanyol
285,Takefusa Kubo,"€ 19,231","€ 1,000,000","€ 1,000,000",F,20,Japan,Mallorca
286,Lucas Olaza,"€ 19,231","€ 1,000,000","€ 1,000,000",D,27,Uruguay,Elche
287,Jon Guridi,"€ 19,231","€ 1,000,000","€ 1,000,000",M,26,Spain,Real Sociedad
288,Aihen Muñoz,"€ 19,038","€ 990,000","€ 990,000",D,24,Spain,Real Sociedad
289,Oier Olazábal,"€ 19,038","€ 990,000","€ 990,000",K,32,Spain,Espanyol
290,Fernando Calero,"€ 19,038","€ 990,000","€ 990,000",D,26,Spain,Espanyol
291,Pablo Maffeo,"€ 18,846","€ 980,000","€ 980,000",D,24,Spain,Mallorca
292,Adrià Pedrosa,"€ 18,462","€ 960,000","€ 960,000",D,23,Spain,Espanyol
293,Nikola Vukcevic,"€ 18,462","€ 960,000","€ 960,000",M,30,Montenegro,Levante
294,Kevin Vázquez,"€ 18,462","€ 960,000","€ 960,000",D,28,Spain,Celta Vigo
295,Sergio Herrera,"€ 18,269","€ 950,000","€ 950,000",K,28,Spain,Osasuna
296,Marko Dmitrovic,"€ 18,269","€ 950,000","€ 950,000",K,30,Serbia,Sevilla
297,Víctor Ruiz,"€ 17,885","€ 930,000","€ 930,000",D,33,Spain,Real Betis
298,Santiago Arias,"€ 17,692","€ 920,000","€ 920,000",D,30,Colombia,Granada
299,Juanmi,"€ 17,500","€ 910,000","€ 910,000",F,28,Spain,Real Betis
300,Matt Miazga,"€ 17,500","€ 910,000","€ 910,000",D,26,United States,Alaves
301,Joel Robles,"€ 17,308","€ 900,000","€ 900,000",K,31,Spain,Real Betis
302,Fran Beltrán,"€ 17,308","€ 900,000","€ 900,000",M,22,Spain,Celta Vigo
303,Luis Abram,"€ 17,308","€ 900,000","€ 900,000",D,25,Peru,Granada
304,Víctor Camarasa,"€ 17,115","€ 890,000","€ 890,000",M,27,Spain,Real Betis
305,Uros Racic,"€ 16,923","€ 880,000","€ 880,000",M,23,Serbia,Valencia
306,Ander Guevara,"€ 16,731","€ 870,000","€ 870,000",M,24,Spain,Real Sociedad
307,Enes Ünal,"€ 16,538","€ 860,000","€ 860,000",F,24,Turkey,Getafe
308,Diego Rico,"€ 16,346","€ 850,000","€ 850,000",D,28,Spain,Real Sociedad
309,Ivan Saponjic,"€ 16,154","€ 840,000","€ 840,000",F,24,Serbia,Atletico Madrid
310,Orbelín Pineda,"€ 16,154","€ 840,000","€ 840,000",F,25,Mexico,Celta Vigo
311,Jens Jönsson,"€ 16,154","€ 840,000","€ 840,000",M,29,Denmark,Cadiz
312,Lucas Pérez,"€ 15,962","€ 830,000","€ 830,000",F,32,Spain,Elche
313,Tomás Alarcón,"€ 15,962","€ 830,000","€ 830,000",M,23,Chile,Cadiz
314,Omar Mascarell,"€ 15,769","€ 820,000","€ 820,000",M,29,Spain,Elche
315,Iddrisu Baba,"€ 15,769","€ 820,000","€ 820,000",M,26,Ghana,Mallorca
316,Luis Rioja,"€ 15,769","€ 820,000","€ 820,000",F,28,Spain,Alaves
317,Loren Morón,"€ 15,577","€ 810,000","€ 810,000",F,28,Spain,Espanyol
318,Reinildo Mandava,"€ 15,385","€ 800,000","€ 800,000",D,28,Mozambique,Atletico Madrid
319,Álvaro García,"€ 15,385","€ 800,000","€ 800,000",F,29,Spain,Rayo Vallecano
320,Mouctar Diakhaby,"€ 15,385","€ 800,000","€ 800,000",D,25,France,Valencia
321,Giovanni González,"€ 15,385","€ 800,000","€ 800,000",D,27,Uruguay,Mallorca
322,Fran Mérida,"€ 15,192","€ 790,000","€ 790,000",M,31,Spain,Espanyol
323,Miguel Baeza,"€ 15,000","€ 780,000","€ 780,000",F,21,Spain,Celta Vigo
324,Antonio Raíllo,"€ 15,000","€ 780,000","€ 780,000",D,30,Spain,Mallorca
325,Darko Brasanac,"€ 14,808","€ 770,000","€ 770,000",M,29,Serbia,Osasuna
326,Rubén Alcaraz,"€ 14,808","€ 770,000","€ 770,000",M,30,Spain,Cadiz
327,Aleix Febas,"€ 14,615","€ 760,000","€ 760,000",M,25,Spain,Mallorca
328,Koba Koindredi,"€ 14,615","€ 760,000","€ 760,000",M,20,Neukaledonien,Valencia
329,Giorgi Mamardashvili,"€ 14,615","€ 760,000","€ 760,000",K,21,Georgia,Valencia
330,Sandro Ramírez,"€ 14,423","€ 750,000","€ 750,000",F,26,Spain,Getafe
331,Rúben Vezo,"€ 14,423","€ 750,000","€ 750,000",D,27,Portugal,Levante
332,Miguel Gutiérrez,"€ 14,423","€ 750,000","€ 750,000",D,20,Spain,Real Madrid
333,Martín Cáceres,"€ 14,423","€ 750,000","€ 750,000",D,34,Uruguay,Levante
334,Tonny Vilhena,"€ 14,423","€ 750,000","€ 750,000",M,27,Netherlands,Espanyol
335,Youssouf Sabaly,"€ 14,423","€ 750,000","€ 750,000",D,28,Senegal,Real Betis
336,Luís Maximiano,"€ 14,231","€ 740,000","€ 740,000",K,23,Portugal,Granada
337,Yangel Herrera,"€ 13,846","€ 720,000","€ 720,000",M,24,Venezuela,Espanyol
338,Roberto Torres,"€ 13,654","€ 710,000","€ 710,000",F,32,Spain,Osasuna
339,Roberto Soldado,"€ 13,654","€ 710,000","€ 710,000",F,36,Spain,Levante
340,Joselu,"€ 13,654","€ 710,000","€ 710,000",F,31,Spain,Alaves
341,Andoni Gorosabel,"€ 13,462","€ 700,000","€ 700,000",D,25,Spain,Real Sociedad
342,Martin Valjent,"€ 13,462","€ 700,000","€ 700,000",D,26,Slovakia,Mallorca
343,Rubén Sobrino,"€ 13,462","€ 700,000","€ 700,000",F,29,Spain,Cadiz
344,Stole Dimitrievski,"€ 13,462","€ 700,000","€ 700,000",K,28,North Macedonia,Rayo Vallecano
345,Ángel Montoro,"€ 13,462","€ 700,000","€ 700,000",M,33,Spain,Granada
346,Keidi Bare,"€ 13,462","€ 700,000","€ 700,000",M,24,Albania,Espanyol
347,Coke,"€ 13,077","€ 680,000","€ 680,000",D,34,Spain,Levante
348,Álex Moreno,"€ 13,077","€ 680,000","€ 680,000",D,28,Spain,Real Betis
349,Jonás Ramalho,"€ 13,077","€ 680,000","€ 680,000",D,28,Angola,Osasuna
350,Unai García,"€ 13,077","€ 680,000","€ 680,000",D,29,Spain,Osasuna
351,Nemanja Radoja,"€ 13,077","€ 680,000","€ 680,000",M,28,Serbia,Levante
352,Jakub Jankto,"€ 12,885","€ 670,000","€ 670,000",M,26,Czech Republic,Getafe
353,Iñigo Ruiz de Galarreta,"€ 12,692","€ 660,000","€ 660,000",M,28,Spain,Mallorca
354,David Timor,"€ 12,692","€ 660,000","€ 660,000",M,31,Spain,Getafe
355,Adrián Embarba,"€ 12,692","€ 660,000","€ 660,000",F,29,Spain,Espanyol
356,Víctor Laguardia,"€ 12,500","€ 650,000","€ 650,000",D,32,Spain,Alaves
357,Édgar Badía,"€ 12,500","€ 650,000","€ 650,000",K,29,Spain,Elche
358,Óscar Melendo,"€ 12,500","€ 650,000","€ 650,000",F,24,Spain,Espanyol
359,Dani Gómez,"€ 12,500","€ 650,000","€ 650,000",F,23,Spain,Levante
360,José Ángel,"€ 12,500","€ 650,000","€ 650,000",D,32,Spain,Osasuna
361,Franco Russo,"€ 12,500","€ 650,000","€ 650,000",D,27,Argentina,Mallorca
362,Juan Pérez,"€ 12,500","€ 650,000","€ 650,000",K,25,Spain,Osasuna
363,Sergi Gómez,"€ 12,500","€ 650,000","€ 650,000",D,29,Spain,Espanyol
364,Germán Sánchez,"€ 12,308","€ 640,000","€ 640,000",D,35,Spain,Granada
365,Antonio Puertas,"€ 12,308","€ 640,000","€ 640,000",F,29,Spain,Granada
366,Kike García,"€ 12,308","€ 640,000","€ 640,000",F,32,Spain,Osasuna
367,Ante Budimir,"€ 12,115","€ 630,000","€ 630,000",F,30,Croatia,Osasuna
368,Carles Aleñá,"€ 12,115","€ 630,000","€ 630,000",M,24,Spain,Getafe
369,Juan Cruz,"€ 11,923","€ 620,000","€ 620,000",D,29,Spain,Osasuna
370,David García,"€ 11,923","€ 620,000","€ 620,000",D,27,Spain,Osasuna
371,Fidel,"€ 11,923","€ 620,000","€ 620,000",F,32,Spain,Elche
372,Allan Nyom,"€ 11,923","€ 620,000","€ 620,000",D,33,Cameroon,Getafe
373,Álvaro Vadillo,"€ 11,923","€ 620,000","€ 620,000",F,26,Spain,Espanyol
374,Damián Suárez,"€ 11,923","€ 620,000","€ 620,000",D,33,Uruguay,Getafe
375,Esteban Saveljich,"€ 11,923","€ 620,000","€ 620,000",D,30,Montenegro,Rayo Vallecano
376,Choco Lozano,"€ 11,923","€ 620,000","€ 620,000",F,28,Honduras,Cadiz
377,Mathías Olivera,"€ 11,923","€ 620,000","€ 620,000",D,24,Uruguay,Getafe
378,Aridane Hernández,"€ 11,731","€ 610,000","€ 610,000",D,32,Spain,Osasuna
379,Enric Franquesa,"€ 11,538","€ 600,000","€ 600,000",D,24,Spain,Levante
380,Mikel Vesga,"€ 11,538","€ 600,000","€ 600,000",M,28,Spain,Athletic Club
381,Myrto Uzuni,"€ 11,538","€ 600,000","€ 600,000",F,26,Albania,Granada
382,Nico González,"€ 11,538","€ 600,000","€ 600,000",M,20,Spain,Barcelona
383,Johan Mojica,"€ 11,538","€ 600,000","€ 600,000",D,29,Colombia,Elche
384,Unai López,"€ 11,346","€ 590,000","€ 590,000",M,26,Spain,Rayo Vallecano
385,Hernâni,"€ 11,346","€ 590,000","€ 590,000",F,30,Portugal,Levante
386,Alberto Soro,"€ 11,154","€ 580,000","€ 580,000",F,22,Spain,Granada
387,Julen Agirrezabala,"€ 11,154","€ 580,000","€ 580,000",K,21,Spain,Athletic Club
388,Rubén Duarte,"€ 10,962","€ 570,000","€ 570,000",D,26,Spain,Alaves
389,Mario Suárez,"€ 10,962","€ 570,000","€ 570,000",D,34,Spain,Rayo Vallecano
390,Joan Sastre,"€ 10,769","€ 560,000","€ 560,000",D,24,Spain,Mallorca
391,Fede San Emeterio,"€ 10,577","€ 550,000","€ 550,000",M,24,Spain,Cadiz
392,Gonzalo Melero,"€ 10,385","€ 540,000","€ 540,000",M,28,Spain,Levante
393,Matías Dituro,"€ 10,192","€ 530,000","€ 530,000",K,34,Argentina,Celta Vigo
394,Mickaël Malsa,"€ 10,192","€ 530,000","€ 530,000",M,26,Martinique,Levante
395,Salva Sevilla,"€ 10,192","€ 530,000","€ 530,000",M,37,Spain,Mallorca
396,John Guidetti,"€ 10,000","€ 520,000","€ 520,000",F,29,Sweden,Alaves
397,Óscar Gil,"€ 10,000","€ 520,000","€ 520,000",D,23,Spain,Espanyol
398,Santi Comesaña,"€ 10,000","€ 520,000","€ 520,000",M,25,Spain,Rayo Vallecano
399,Paul Akouokou,"€ 9,808","€ 510,000","€ 510,000",M,24,Cote d'Ivoire,Real Betis
400,Fali,"€ 9,615","€ 500,000","€ 500,000",D,28,Spain,Cadiz
401,Daniel Raba,"€ 9,615","€ 500,000","€ 500,000",F,25,Spain,Villarreal
402,Pablo Martínez,"€ 9,615","€ 500,000","€ 500,000",M,23,Spain,Levante
403,Jon Moncayola,"€ 9,615","€ 500,000","€ 500,000",M,23,Spain,Osasuna
404,Mamadou Sylla,"€ 9,615","€ 500,000","€ 500,000",F,27,Senegal,Rayo Vallecano
405,Martín Merquelanz,"€ 9,615","€ 500,000","€ 500,000",F,26,Spain,Rayo Vallecano
406,Mathew Ryan,"€ 9,615","€ 500,000","€ 500,000",K,29,Australia,Real Sociedad
407,Alfonso Espino,"€ 9,615","€ 500,000","€ 500,000",D,30,Uruguay,Cadiz
408,Mamadou Sylla,"€ 9,615","€ 500,000","€ 500,000",F,27,Senegal,Alaves
409,Yan Eteki,"€ 9,615","€ 500,000","€ 500,000",M,24,Cameroon,Granada
410,José Fontán,"€ 9,615","€ 500,000","€ 500,000",D,21,Spain,Celta Vigo
411,Edgar Méndez,"€ 9,615","€ 500,000","€ 500,000",F,32,Spain,Alaves
412,Javi Díaz,"€ 9,615","€ 500,000","€ 500,000",K,24,Spain,Sevilla
413,Javi Puado,"€ 9,615","€ 500,000","€ 500,000",F,23,Spain,Espanyol
414,Álex Fernández,"€ 9,423","€ 490,000","€ 490,000",F,29,Spain,Cadiz
415,Iza Carcelén,"€ 9,231","€ 480,000","€ 480,000",D,28,Spain,Cadiz
416,Aleksandar Sedlar,"€ 9,231","€ 480,000","€ 480,000",D,30,Serbia,Mallorca
417,Iván Alejo,"€ 9,038","€ 470,000","€ 470,000",F,26,Spain,Cadiz
418,Erick Cabaco,"€ 9,038","€ 470,000","€ 470,000",D,26,Uruguay,Getafe
419,Raúl Guti,"€ 9,038","€ 470,000","€ 470,000",M,25,Spain,Elche
420,Neyder Lozano,"€ 9,038","€ 470,000","€ 470,000",D,27,Colombia,Granada
421,Nico Melamed,"€ 8,846","€ 460,000","€ 460,000",F,20,Spain,Espanyol
422,Kike Barja,"€ 8,846","€ 460,000","€ 460,000",F,24,Spain,Osasuna
423,Carlos Akapo,"€ 8,654","€ 450,000","€ 450,000",D,28,Equatorial Guinea,Cadiz
424,Lucas Torró,"€ 8,654","€ 450,000","€ 450,000",M,27,Spain,Osasuna
425,Óscar Duarte,"€ 8,654","€ 450,000","€ 450,000",D,32,Costa Rica,Levante
426,Lago Júnior,"€ 8,654","€ 450,000","€ 450,000",F,30,Cote d'Ivoire,Mallorca
427,Brian Oliván,"€ 8,462","€ 440,000","€ 440,000",D,27,Spain,Mallorca
428,Chema,"€ 8,462","€ 440,000","€ 440,000",D,29,Spain,Getafe
429,Víctor Díaz,"€ 8,462","€ 440,000","€ 440,000",D,33,Spain,Granada
430,Sergio Postigo,"€ 8,462","€ 440,000","€ 440,000",D,33,Spain,Levante
431,Dani Rodríguez,"€ 8,462","€ 440,000","€ 440,000",F,33,Spain,Mallorca
432,Manu Sánchez,"€ 8,462","€ 440,000","€ 440,000",D,21,Spain,Osasuna
433,Alejandro Catena,"€ 8,462","€ 440,000","€ 440,000",D,27,Spain,Rayo Vallecano
434,Aitor Ruibal,"€ 8,462","€ 440,000","€ 440,000",F,25,Spain,Real Betis
435,Peru Nolaskoain,"€ 8,462","€ 440,000","€ 440,000",M,22,Spain,Athletic Club
436,Saúl García,"€ 8,462","€ 440,000","€ 440,000",D,27,Spain,Alaves
437,Jon Pacheco,"€ 8,269","€ 430,000","€ 430,000",D,21,Spain,Real Sociedad
438,Miguel de la Fuente,"€ 8,269","€ 430,000","€ 430,000",F,22,Spain,Alaves
439,Jorge de Frutos,"€ 8,077","€ 420,000","€ 420,000",F,24,Spain,Levante
440,Iñaki Peña,"€ 8,077","€ 420,000","€ 420,000",K,22,Spain,Barcelona
441,Kike Pérez,"€ 8,077","€ 420,000","€ 420,000",M,24,Spain,Elche
442,Amath Ndiaye,"€ 8,077","€ 420,000","€ 420,000",F,25,Senegal,Mallorca
443,Robert Navarro,"€ 8,077","€ 420,000","€ 420,000",F,19,Spain,Real Sociedad
444,Filip Malbasic,"€ 7,885","€ 410,000","€ 410,000",F,28,Serbia,Cadiz
445,José Mari,"€ 7,885","€ 410,000","€ 410,000",M,34,Spain,Cadiz
446,Carlos Clerc,"€ 7,885","€ 410,000","€ 410,000",D,29,Spain,Levante
447,Rodri,"€ 7,692","€ 400,000","€ 400,000",F,21,Spain,Real Betis
448,Diego Lainez,"€ 7,692","€ 400,000","€ 400,000",F,21,Mexico,Real Betis
