,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
14,Bruno Alves,pt  POR,DF,Parma,39-114,1981,16,1362,85,54.0,15.1,15,90,15,1,12,6,0.69,7,30,-23,-1.52,-1.13,10.9,23.6,-12.7,-0.84,-0.79
15,Bruno Amione,ar  ARG,DF,Hellas Verona,19-077,2002,0,,,,,0,,0,0,,11,,,,,,,,,,,
16,Sofyan Amrabat,ma  MAR,MF,Fiorentina,24-212,1996,24,1991,83,81.9,22.1,23,86,17,1,12,0,0.96,24,36,-12,-0.54,-1.16,26.6,33.6,-7.0,-0.31,-0.82
17,Djavan Anderson,nl  NED,DF,Lazio,25-334,1995,3,72,24,3.1,0.8,1,45,0,2,14,13,1.00,0,2,-2,-2.50,-2.78,0.2,0.5,-0.3,-0.35,-0.53
18,Nícolas Andrade,br  BRA,GK,Udinese,32-343,1988,2,180,90,7.4,2.0,2,90,2,0,,3,1.50,5,5,0,0.00,+0.20,3.1,2.1,+1.0,+0.49,+0.35
19,Davide Angelo Ghislandi,it  ITA,DF,Atalanta,19-278,2001,1,5,5,0.2,0.1,0,,0,1,5,4,3.00,0,0,0,0.00,-1.08,0.1,0.0,+0.1,+1.43,+0.63
20,Peter Ankersen,dk  DEN,DF,Genoa,30-180,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,
21,Philip Ankhrah,gh  GHA,MF,Hellas Verona,18-175,2002,1,13,13,0.5,0.1,0,,0,1,13,3,1.00,0,0,0,0.00,-0.15,0.0,0.3,-0.2,-1.65,-1.52
22,Ebenezer Annan,gh  GHA,DF,Bologna,18-212,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
23,Cristian Ansaldi,ar  ARG,DF,Torino,34-182,1986,19,992,52,42.4,11.0,10,87,7,9,14,3,0.95,16,22,-6,-0.54,-0.28,16.4,17.6,-1.2,-0.10,+0.05
24,Mirko Antonucci,it  ITA,MF,Roma,22-010,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
25,Valentin Antov,bg  BUL,DF,Bologna,20-132,2000,1,74,74,2.9,0.8,1,74,0,0,,7,0.00,0,1,-1,-1.22,-1.07,0.6,1.0,-0.5,-0.56,-0.22
26,Simone Aresti,it  ITA,GK,Cagliari,35-006,1986,0,,,,,0,,0,0,,25,,,,,,,,,,,
27,Nicolò Armini,it  ITA,DF,Lazio,20-014,2001,0,,,,,0,,0,0,,19,,,,,,,,,,,
28,Alex Arnofoli,it  ITA,DF,Bologna,18-028,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
29,Tolgay Arslan,de  GER,MF,Udinese,30-217,1990,23,1426,62,58.7,15.8,20,68,2,3,22,2,1.26,17,16,+1,+0.06,+0.60,20.2,15.6,+4.5,+0.29,+0.29
30,Gabriele Artistico,it  ITA,FW,Parma,18-250,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
31,Kwadwo Asamoah,gh  GHA,DF,Cagliari,32-102,1988,3,45,15,1.8,0.5,0,,0,3,15,5,2.00,0,0,0,0.00,+0.62,0.4,1.1,-0.7,-1.39,-0.71
32,Raúl Asencio,es  ESP,FW,Genoa,22-305,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
33,Kristoffer Askildsen,no  NOR,MF,Sampdoria,20-071,2001,3,44,15,1.8,0.5,0,,0,3,15,21,3.00,1,1,0,0.00,+0.19,0.7,1.3,-0.6,-1.17,-0.74
34,Joel Asoro,se  SWE,FW,Genoa,21-328,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
35,Emil Audero,it  ITA,GK,Sampdoria,24-062,1997,27,2430,90,100.0,27.0,27,90,27,0,,0,1.19,37,42,-5,-0.19,,30.5,42.6,-12.1,-0.45,
36,Tommaso Augello,it  ITA,DF,Sampdoria,26-203,1994,26,2228,86,91.7,24.8,26,86,22,0,,0,1.23,34,37,-3,-0.12,+0.77,28.8,39.4,-10.6,-0.43,+0.23
37,Lorenzo Avogadri,it  ITA,GK,Sampdoria,19-212,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
38,Kaan Ayhan,tr  TUR,DF,Sassuolo,26-131,1994,17,766,45,31.5,8.5,7,82,5,10,19,10,2.06,12,7,+5,+0.59,+0.80,11.3,12.8,-1.4,-0.17,-0.10
39,Milan Badelj,hr  CRO,MF,Genoa,32-024,1989,22,1747,79,69.3,19.4,21,83,14,1,10,4,1.27,23,21,+2,+0.10,+1.50,20.0,21.0,-1.0,-0.05,+1.36
40,Tiemoué Bakayoko,fr  FRA,MF,Napoli,26-216,1994,22,1462,66,62.5,16.2,17,80,7,5,19,1,1.73,34,21,+13,+0.80,-0.63,28.5,20.5,+8.0,+0.49,-0.18
41,Keita Baldé,sn  SEN,FW,Sampdoria,26-013,1995,15,812,54,33.4,9.0,9,75,1,6,23,2,1.47,12,11,+1,+0.11,+0.44,11.2,13.0,-1.8,-0.20,+0.37
42,Marco Ballarini,it  ITA,MF,Udinese,19-358,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
43,Botond Balogh,hu  HUN,DF,Parma,18-288,2002,2,147,74,5.8,1.6,1,90,1,1,57,13,0.50,2,4,-2,-1.22,-0.24,0.8,5.3,-4.5,-2.77,-2.43
44,Abdoul Bane,it  ITA,DF,Parma,20-000,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
45,Antonín Barák,cz  CZE,"MF,FW",Hellas Verona,26-108,1994,24,1961,82,80.7,21.8,22,87,18,2,27,0,1.50,30,29,+1,+0.05,-0.53,26.5,30.0,-3.5,-0.16,-0.11
46,Federico Barba,it  ITA,DF,Benevento,27-201,1993,21,1732,82,71.3,19.2,20,86,17,1,16,0,0.95,18,32,-14,-0.73,+0.69,20.3,28.1,-7.8,-0.40,+0.70
47,Nicolò Barella,it  ITA,MF,Inter,24-042,1997,27,2147,80,88.4,23.9,24,86,16,3,31,0,2.41,51,24,+27,+1.13,-2.68,47.4,26.1,+21.4,+0.90,-1.10
48,Antonio Barreca,it  ITA,DF,Fiorentina,26-003,1995,3,85,28,3.5,0.9,1,58,0,2,14,20,0.33,1,1,0,0.00,+0.35,1.3,0.9,+0.4,+0.40,+0.59
49,Musa Barrow,gm  GAM,"FW,MF",Bologna,22-127,1998,28,2162,77,85.8,24.0,25,83,12,3,25,0,1.21,35,37,-2,-0.08,+0.67,28.7,37.4,-8.7,-0.38,-0.18
50,Paolo Bartolomei,it  ITA,MF,Spezia,31-212,1989,6,320,53,12.7,3.6,3,84,2,3,23,4,0.67,5,10,-5,-1.41,-1.00,2.5,11.2,-8.7,-2.44,-2.21
51,Daniele Baselli,it  ITA,MF,Torino,29-009,1992,6,155,26,6.6,1.7,1,48,0,5,21,5,1.17,3,0,+3,+1.74,+2.28,3.1,1.5,+1.6,+0.92,+1.13
52,Alessandro Bastoni,it  ITA,DF,Inter,21-342,1999,24,2123,88,87.4,23.6,24,88,21,0,,2,2.54,53,20,+33,+1.40,-0.36,45.5,22.3,+23.1,+0.98,-0.33
53,Simone Bastoni,it  ITA,DF,Spezia,24-136,1996,17,1138,67,45.2,12.6,14,75,6,3,28,5,1.06,21,24,-3,-0.24,+0.54,16.5,17.6,-1.1,-0.09,+0.78
54,Bastos,ao  ANG,DF,Lazio,29-359,1991,2,63,32,2.7,0.7,0,,0,2,32,0,0.50,0,2,-2,-2.86,-3.13,1.4,0.8,+0.7,+0.94,+0.80
55,Thomas Battistella,it  ITA,MF,Udinese,19-235,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
56,Rodrigo Becão,br  BRA,DF,Udinese,25-061,1996,24,1984,83,81.6,22.0,22,88,20,2,27,2,1.25,23,28,-5,-0.23,-0.23,27.3,22.2,+5.1,+0.23,+0.35
57,Valon Behrami,ch  SUI,MF,Genoa,35-336,1985,18,557,31,22.1,6.2,4,63,0,14,22,10,1.56,6,12,-6,-0.97,-0.79,5.7,11.2,-5.5,-0.89,-0.54
58,Andrea Belotti,it  ITA,FW,Torino,27-091,1993,24,2047,85,87.5,22.7,23,89,19,1,2,1,0.96,32,36,-4,-0.18,+1.67,28.8,28.9,-0.1,0.00,+1.05
59,Ahmad Benali,ly  LBY,MF,Crotone,29-042,1992,10,698,70,27.7,7.8,8,81,6,2,26,0,0.10,6,20,-14,-1.81,-0.62,5.0,12.6,-7.6,-1.13,-0.18
60,Marco Benassi,it  ITA,MF,Hellas Verona,26-194,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,
61,Ismaël Bennacer,dz  ALG,MF,Milan,23-110,1997,11,728,66,30.0,8.1,8,80,4,3,30,0,2.18,16,12,+4,+0.49,-0.30,17.2,12.4,+4.7,+0.59,-0.04
62,Rodrigo Bentancur,uy  URU,MF,Juventus,23-289,1997,22,1544,70,66.0,17.2,18,82,12,4,18,1,2.05,32,15,+17,+0.99,-0.71,34.2,16.0,+18.3,+1.07,+0.12
63,Alessandro Berardi,it  ITA,GK,Hellas Verona,30-064,1991,0,,,,,0,,0,0,,26,,,,,,,,,,,
64,Domenico Berardi,it  ITA,"FW,MF",Sassuolo,26-232,1994,22,1816,83,74.7,20.2,21,85,13,1,27,0,1.55,35,31,+4,+0.20,+0.64,29.5,28.4,+1.1,+0.05,+0.60
65,Álex Berenguer,es  ESP,MF,Torino,25-260,1995,2,131,66,5.6,1.5,2,66,0,0,,0,0.00,2,4,-2,-1.37,-1.05,1.0,2.5,-1.5,-1.00,-0.92
66,Bartosz Bereszyński,pl  POL,DF,Sampdoria,28-252,1992,22,1797,82,74.0,20.0,20,86,19,2,34,1,1.18,26,30,-4,-0.20,-0.06,22.6,29.6,-7.0,-0.35,+0.37
67,Federico Bernardeschi,it  ITA,"MF,DF",Juventus,27-033,1994,22,777,35,33.2,8.6,6,77,3,16,20,2,2.14,16,9,+7,+0.81,-0.63,14.1,8.9,+5.3,+0.61,-0.62
68,Lorenzo Bertini,it  ITA,FW,Hellas Verona,19-216,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,
69,Daniel Bessa,it  ITA,"FW,MF",Hellas Verona,28-066,1993,10,193,19,7.9,2.1,0,,0,10,19,1,1.10,3,4,-1,-0.47,-0.67,2.4,2.0,+0.3,+0.16,+0.33
70,Alessandro Bianco,it  ITA,MF,Fiorentina,18-171,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
71,Cristiano Biraghi,it  ITA,DF,Fiorentina,28-201,1992,25,2106,84,86.7,23.4,23,88,18,2,41,1,1.00,28,40,-12,-0.51,-1.35,30.9,36.0,-5.1,-0.22,-0.39
72,Davide Biraschi,it  ITA,DF,Genoa,26-262,1994,7,518,74,20.6,5.8,6,83,5,1,23,3,1.14,8,13,-5,-0.87,-0.64,5.3,8.2,-2.9,-0.50,-0.04
73,Salvatore Bocchetti,it  ITA,DF,Hellas Verona,34-111,1986,0,,,,,0,,0,0,,1,,,,,,,,,,,
74,Salvatore Boccia,it  ITA,DF,Cagliari,19-288,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
75,Pietro Boer,it  ITA,GK,Roma,18-313,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,
76,Jeremie Boga,ci  CIV,"FW,MF",Sassuolo,24-077,1997,17,1004,59,41.3,11.2,11,76,4,6,28,2,1.18,15,21,-6,-0.54,-0.98,11.3,20.0,-8.7,-0.78,-1.17
77,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31-211,1989,24,1476,62,60.7,16.4,17,77,6,7,24,0,1.21,22,24,-2,-0.12,+0.54,24.6,23.5,+1.1,+0.07,+0.60
78,Kevin Bonifazi,it  ITA,DF,Udinese,24-306,1996,19,1486,78,61.2,16.5,17,86,12,2,9,4,1.16,19,22,-3,-0.18,+0.01,20.8,20.0,+0.8,+0.05,-0.30
79,Leonardo Bonucci,it  ITA,DF,Juventus,33-324,1987,20,1578,79,67.4,17.5,18,86,12,2,15,2,2.20,35,16,+19,+1.08,-0.45,34.0,17.8,+16.2,+0.93,-0.30
80,Giuseppe Borello,it  ITA,MF,Crotone,21-327,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
81,Nicola Borghetto,it  ITA,GK,Hellas Verona,21-116,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
82,Mehdi Bourabia,ma  MAR,MF,Sassuolo,29-226,1991,12,471,39,19.4,5.2,4,73,2,8,22,4,1.83,14,10,+4,+0.76,+0.90,9.1,9.6,-0.5,-0.09,+0.01
83,Jayden Braaf,nl  NED,FW,Udinese,18-202,2002,1,14,14,0.6,0.2,0,,0,1,14,6,3.00,1,0,+1,+6.43,+6.65,0.4,0.0,+0.4,+2.67,+2.52
84,Federico Brancolini,it  ITA,GK,Fiorentina,19-250,2001,0,,,,,0,,0,0,,8,,,,,,,,,,,
85,Gleison Bremer,br  BRA,DF,Torino,24-003,1997,21,1855,88,79.3,20.6,21,88,20,0,,4,1.05,27,35,-8,-0.39,-0.02,26.0,28.4,-2.4,-0.11,+0.09
86,Sebastian Breza,ca  CAN,GK,Bologna,23-006,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,
87,Petar Brlek,hr  CRO,MF,Genoa,27-051,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,
88,Marcelo Brozović,hr  CRO,MF,Inter,28-125,1992,24,1839,77,75.7,20.4,21,84,14,3,25,1,2.33,43,20,+23,+1.13,-1.31,40.6,20.4,+20.3,+0.99,-0.13
89,Gastón Brugman,uy  URU,MF,Parma,28-195,1992,19,1195,63,47.4,13.3,15,76,5,4,14,8,0.68,16,23,-7,-0.53,+0.90,14.4,17.8,-3.4,-0.26,+0.42
90,Juan Brunetta,ar  ARG,"FW,MF",Parma,23-313,1997,8,290,36,11.5,3.2,2,57,0,6,29,14,0.63,5,3,+2,+0.62,+1.83,3.6,3.2,+0.3,+0.11,+0.66
91,Gianluigi Buffon,it  ITA,GK,Juventus,43-052,1978,5,450,90,19.2,5.0,5,90,5,0,,18,2.60,14,2,+12,+2.40,+1.45,14.0,3.4,+10.6,+2.12,+1.36
92,Alessandro Buongiorno,it  ITA,DF,Torino,21-288,1999,5,346,69,14.8,3.8,4,75,2,1,45,19,0.80,5,6,-1,-0.26,+0.15,4.9,5.0,-0.2,-0.04,+0.11
93,Maxime Busi,be  BEL,DF,Parma,21-158,1999,14,632,45,25.1,7.0,6,79,3,8,20,5,0.50,4,15,-11,-1.57,-0.76,5.6,12.4,-6.9,-0.98,-0.67
94,Martín Cáceres,uy  URU,DF,Fiorentina,33-348,1987,18,1295,72,53.3,14.4,15,84,11,3,10,8,1.44,22,20,+2,+0.14,+1.01,21.5,22.1,-0.5,-0.04,+0.28
95,Felipe Caicedo,ec  ECU,FW,Lazio,32-197,1988,21,814,39,34.8,9.0,8,69,1,13,20,4,1.71,17,11,+6,+0.66,+0.72,16.7,8.6,+8.1,+0.90,+1.13
96,Bernardo Calabrese,it  ITA,DF,Hellas Verona,18-330,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
97,Davide Calabria,it  ITA,DF,Milan,24-105,1996,25,2147,86,88.4,23.9,24,88,20,1,28,0,2.24,48,28,+20,+0.84,+1.16,48.9,31.2,+17.7,+0.74,+1.08
98,Riccardo Calafiori,it  ITA,DF,Roma,18-306,2002,2,21,11,0.9,0.2,0,,0,2,11,11,3.00,0,1,-1,-4.29,-4.73,0.4,0.9,-0.6,-2.44,-3.31
99,Mattia Caldara,it  ITA,DF,Atalanta,26-320,1994,5,91,18,3.7,1.0,1,45,0,4,12,11,2.40,5,3,+2,+1.98,+0.94,2.9,2.1,+0.8,+0.75,-0.05
100,Luca Caldirola,it  ITA,DF,Benevento,30-048,1991,17,951,56,39.1,10.6,11,78,8,6,16,2,0.88,11,25,-14,-1.32,-0.66,9.2,21.0,-11.8,-1.12,-0.85
101,Hakan Çalhanoğlu,tr  TUR,"MF,FW",Milan,27-041,1994,22,1688,77,69.5,18.8,19,83,9,3,35,0,2.09,37,24,+13,+0.69,-0.03,37.0,26.0,+11.0,+0.58,-0.11
102,Fabrizio Caligara,it  ITA,MF,Cagliari,20-343,2000,10,183,18,7.3,2.0,2,53,0,8,10,9,0.80,2,6,-4,-1.97,-1.47,2.2,5.8,-3.6,-1.76,-1.15
103,José Callejón,es  ESP,"FW,MF",Fiorentina,34-038,1987,13,548,42,22.6,6.1,6,68,0,7,20,9,1.00,6,12,-6,-0.99,-0.84,8.7,11.7,-3.0,-0.49,-0.41
104,Drissa Camara,ci  CIV,MF,Parma,19-031,2002,0,,,,,0,,0,0,,11,,,,,,,,,,,
105,Matteo Cancellieri,it  ITA,FW,Hellas Verona,19-037,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
106,Antonio Candreva,it  ITA,"MF,DF",Sampdoria,34-021,1987,24,1657,69,68.2,18.4,19,83,9,5,18,0,1.08,24,25,-1,-0.05,+0.41,19.4,28.3,-8.9,-0.48,-0.11
107,Riccardo Capellini,it  ITA,MF,Juventus,21-020,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
108,Leonardo Capezzi,it  ITA,MF,Sampdoria,25-358,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,
109,Elio Capradossi,it  ITA,DF,Spezia,25-010,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,
110,Gianluca Caprari,it  ITA,"MF,FW",Benevento,27-234,1993,23,1625,71,66.9,18.1,21,74,2,2,33,1,1.00,20,32,-12,-0.66,+0.79,20.3,29.0,-8.7,-0.48,+0.36
111,Francesco Caputo,it  ITA,FW,Sassuolo,33-227,1987,22,1626,74,66.9,18.1,19,79,11,3,40,0,1.32,34,29,+5,+0.28,+0.72,29.0,25.2,+3.8,+0.21,+0.93
112,Andrea Carboni,it  ITA,DF,Cagliari,20-045,2001,6,368,61,14.6,4.1,4,85,2,2,14,12,0.67,5,5,0,0.00,+0.71,5.0,8.9,-3.9,-0.95,-0.30
113,Franco Carboni,it  ITA,FW,Inter,17-351,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
114,Matteo Carnelos,it  ITA,GK,Udinese,18-027,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
115,Marco Carnesecchi,it  ITA,GK,Atalanta,20-263,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
116,Nicolò Casale,it  ITA,DF,Hellas Verona,23-035,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
117,Giuseppe Caso,it  ITA,MF,Genoa,22-102,1998,1,9,9,0.4,0.1,0,,0,1,9,1,0.00,0,1,-1,-10.00,-9.68,0.0,0.9,-0.9,-8.57,-8.13
118,Francesco Cassata,it  ITA,"DF,MF",Genoa,23-248,1997,2,54,27,2.1,0.6,0,,0,2,27,0,0.50,0,0,0,0.00,+0.36,0.2,0.4,-0.2,-0.35,+0.12
119,Samu Castillejo,es  ESP,FW,Milan,26-062,1995,22,930,42,38.3,10.3,10,69,2,12,20,3,1.95,15,12,+3,+0.29,-0.67,16.0,12.2,+3.8,+0.37,-0.41
120,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24-032,1997,23,1716,75,70.6,19.1,21,77,8,2,46,1,0.96,22,28,-6,-0.31,+0.06,24.8,24.2,+0.6,+0.03,+0.68
121,Danilo Cataldi,it  ITA,MF,Lazio,26-227,1994,12,316,26,13.5,3.5,2,61,0,10,20,9,1.42,4,7,-3,-0.85,-1.21,5.3,6.5,-1.2,-0.33,-0.57
122,Christian Celesia,it  ITA,MF,Torino,19-058,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
123,Luca Ceppitelli,it  ITA,DF,Cagliari,31-222,1989,13,944,73,37.5,10.5,10,85,7,3,31,3,0.77,10,19,-9,-0.86,-0.40,10.7,17.9,-7.2,-0.68,+0.02
124,Alberto Cerri,it  ITA,FW,Cagliari,24-339,1996,14,191,14,7.6,2.1,1,45,0,13,11,11,0.50,2,5,-3,-1.41,-0.87,2.9,6.6,-3.7,-1.84,-1.24
125,Giorgio Chiellini,it  ITA,DF,Juventus,36-219,1984,9,699,78,29.9,7.8,8,86,6,1,8,4,2.11,14,7,+7,+0.90,-0.47,12.6,9.3,+3.3,+0.42,-0.86
126,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31-127,1989,14,1126,80,46.3,12.5,14,80,7,0,,5,1.79,26,23,+3,+0.24,+0.38,19.6,21.6,-2.0,-0.16,-0.12
127,Lorenzo Chiti,it  ITA,DF,Fiorentina,20-067,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
128,Riccardo Ciervo,it  ITA,FW,Roma,18-354,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
129,Luca Cigarini,it  ITA,MF,Crotone,34-274,1986,6,454,76,18.0,5.0,6,76,2,0,,3,0.33,5,12,-7,-1.39,-0.04,6.0,9.0,-3.0,-0.60,+0.49
130,Antonio Cioffi,it  ITA,FW,Napoli,18-092,2002,1,12,12,0.5,0.1,0,,0,1,12,11,3.00,1,0,+1,+7.50,+6.49,0.1,0.1,0.0,+0.36,-0.21
131,Ebrima Colley,gm  GAM,"FW,MF",Hellas Verona,21-048,2000,19,655,34,27.0,7.3,4,68,1,15,26,2,1.37,7,7,0,0.00,-0.20,9.6,9.9,-0.3,-0.04,+0.13
132,Omar Colley,gm  GAM,DF,Sampdoria,28-148,1992,19,1691,89,69.6,18.8,18,90,18,1,71,5,1.11,25,30,-5,-0.27,-0.27,20.1,29.4,-9.3,-0.49,-0.15
133,Simone Colombi,it  ITA,GK,Parma,29-263,1991,0,,,,,0,,0,0,,26,,,,,,,,,,,
134,Lorenzo Colombo,it  ITA,FW,Milan,19-013,2002,4,94,24,3.9,1.0,1,45,0,3,16,13,2.25,1,0,+1,+0.96,+0.26,2.2,0.6,+1.6,+1.51,+0.93
135,Andrea Consigli,it  ITA,GK,Sassuolo,34-053,1987,26,2340,90,96.3,26.0,26,90,26,0,,0,1.46,45,44,+1,+0.04,+0.04,38.4,40.3,-1.9,-0.07,+0.69
136,Nikita Contini Baranovsky,it  ITA,GK,Napoli,24-304,1996,0,,,,,0,,0,0,,26,,,,,,,,,,,
137,Gianluca Contini,it  ITA,FW,Cagliari,19-276,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
138,Alex Cordaz,it  ITA,GK,Crotone,38-079,1983,28,2520,90,100.0,28.0,28,90,28,0,,0,0.54,32,70,-38,-1.36,,25.3,52.1,-26.8,-0.99,
139,Andreas Cornelius,dk  DEN,FW,Parma,28-005,1993,19,1300,68,51.6,14.4,15,78,9,4,31,2,0.68,11,26,-15,-1.04,-0.08,15.1,21.0,-5.9,-0.41,+0.14
140,Joaquín Correa,ar  ARG,FW,Lazio,26-220,1994,19,1369,72,58.5,15.2,18,75,7,1,26,3,1.58,20,26,-6,-0.39,-1.41,20.5,20.7,-0.1,-0.01,-0.41
141,Angelo da Costa Júnior,br  BRA,GK,Bologna,37-129,1983,6,540,90,21.4,6.0,6,90,6,0,,22,0.83,7,9,-2,-0.33,-0.20,6.7,9.4,-2.7,-0.45,-0.13
142,Douglas Costa,br  BRA,"MF,FW",Juventus,30-188,1990,2,42,21,1.8,0.5,0,,0,2,21,0,2.00,2,0,+2,+4.29,+3.11,0.6,0.7,0.0,-0.11,-1.15
143,Davide Costanzo,it  ITA,DF,Napoli,18-260,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
144,Mamadou Coulibaly,sn  SEN,MF,Udinese,22-046,1999,3,184,61,7.6,2.0,2,90,2,1,4,7,0.00,0,3,-3,-1.47,-1.39,3.8,1.7,+2.0,+1.00,+0.90
145,Alessio Cragno,it  ITA,GK,Cagliari,26-266,1994,28,2520,90,100.0,28.0,28,90,28,0,,0,0.79,31,48,-17,-0.61,,30.7,49.4,-18.8,-0.69,
146,Gian Crespi,it  ITA,GK,Crotone,19-266,2001,0,,,,,0,,0,0,,23,,,,,,,,,,,
147,Domenico Criscito,it  ITA,DF,Genoa,34-081,1986,18,1365,76,54.2,15.2,16,82,13,2,29,2,1.39,20,16,+4,+0.26,+1.35,14.4,18.2,-3.8,-0.25,+0.48
148,Bryan Cristante,it  ITA,"DF,MF",Roma,26-018,1995,24,1338,56,55.1,14.9,13,86,10,11,20,1,1.88,31,17,+14,+0.94,+1.19,31.7,15.3,+16.4,+1.11,+0.59
149,Giovanni Crociata,it  ITA,"DF,MF",Crotone,23-222,1997,2,26,13,1.0,0.3,0,,0,2,13,16,0.00,0,1,-1,-3.46,-2.13,0.2,1.4,-1.2,-4.26,-3.30
150,Juan Cuadrado,co  COL,DF,Juventus,32-299,1988,19,1356,71,57.9,15.1,16,80,11,3,25,0,2.05,31,13,+18,+1.19,-0.09,28.1,12.7,+15.4,+1.02,-0.01
