,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
30,2023-03-11,15:00,Premier League,Matchweek 27,Sat,Away,,,,Leeds United,,,,,,,,Head-to-Head,
31,2023-03-18,15:00,Premier League,Matchweek 28,Sat,Home,,,,Manchester Utd,,,,,,,,Head-to-Head,
32,2023-04-01,15:00,Premier League,Matchweek 29,Sat,Home,,,,Brentford,,,,,,,,Head-to-Head,
33,2023-04-08,15:00,Premier League,Matchweek 30,Sat,Away,,,,Tottenham,,,,,,,,Head-to-Head,
34,2023-04-15,15:00,Premier League,Matchweek 31,Sat,Away,,,,Chelsea,,,,,,,,Head-to-Head,
35,2023-04-22,15:00,Premier League,Matchweek 32,Sat,Home,,,,Manchester City,,,,,,,,Head-to-Head,
36,2023-04-25,19:45,Premier League,Matchweek 33,Tue,Away,,,,Nott'ham Forest,,,,,,,,Head-to-Head,
37,2023-04-29,15:00,Premier League,Matchweek 34,Sat,Home,,,,Wolves,,,,,,,,Head-to-Head,
38,2023-05-06,15:00,Premier League,Matchweek 35,Sat,Home,,,,Everton,,,,,,,,Head-to-Head,
39,2023-05-13,15:00,Premier League,Matchweek 36,Sat,Away,,,,Arsenal,,,,,,,,Head-to-Head,
40,2023-05-20,15:00,Premier League,Matchweek 37,Sat,Home,,,,Southampton,,,,,,,,Head-to-Head,
41,2023-05-28,15:00,Premier League,Matchweek 38,Sun,Away,,,,Aston Villa,,,,,,,,Head-to-Head,
