,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success
551,Santiago Vergini,ar  ARG,DF,Sunderland,25,1988,31,2620,85,76.6,29.1,28,,22,3,,6,1.00,23,40,-17,-0.58,-0.02
552,Marnick Vermijl,be  BEL,DF,Manchester Utd,22,1992,0,,,,,0,,0,0,,1,,,,,,
553,Jan Vertonghen,be  BEL,DF,Tottenham,27,1987,32,2811,88,82.2,31.2,31,,31,1,,2,1.84,53,44,+9,+0.29,+0.88
554,Ron Vlaar,nl  NED,DF,Aston Villa,29,1985,20,1647,82,48.2,18.3,19,,17,1,,3,1.05,17,26,-9,-0.49,+0.37
555,Sam Vokes,wal  WAL,FW,Burnley,24,1989,15,567,38,16.6,6.3,5,,1,10,,2,0.80,2,5,-3,-0.48,+0.22
556,Michel Vorm,nl  NED,GK,Tottenham,30,1983,4,357,89,10.4,4.0,3,,3,1,,31,1.75,7,5,+2,+0.50,+0.42
557,Haris Vučkić,si  SVN,"FW,MF",Newcastle Utd,21,1992,1,9,9,0.3,0.1,0,,0,1,,2,0.00,1,0,+1,+10.00,+10.63
558,Theo Walcott,eng  ENG,"FW,MF",Arsenal,25,1989,14,447,32,13.1,5.0,4,,0,10,,10,1.71,12,6,+6,+1.21,+0.33
559,Kyle Walker,eng  ENG,DF,Tottenham,24,1990,15,1306,87,38.2,14.5,15,,14,0,,1,2.13,32,24,+8,+0.55,+0.68
560,Ross Wallace,sco  SCO,"FW,MF",Burnley,29,1985,15,241,16,7.0,2.7,1,,0,14,,17,0.20,2,2,0,0.00,+0.71
561,Jonathan Walters,ie  IRL,"FW,MF",Stoke City,30,1983,32,2419,76,70.7,26.9,28,,19,4,,2,1.53,35,28,+7,+0.26,+0.62
562,Victor Wanyama,ke  KEN,MF,Southampton,23,1991,32,2360,74,69.0,26.2,26,,20,6,,1,1.56,29,26,+3,+0.11,-1.41
563,Danny Ward,wal  WAL,GK,Liverpool,21,1993,0,,,,,0,,0,0,,14,,,,,,
564,Joel Ward,eng  ENG,"DF,MF",Crystal Palace,24,1989,37,3330,90,97.4,37.0,37,,37,0,,0,1.30,47,49,-2,-0.05,+1.95
565,Stephen Ward,ie  IRL,"DF,FW",Burnley,28,1985,9,624,69,18.2,6.9,7,,6,2,,13,1.67,8,11,-3,-0.43,+0.28
566,James Ward-Prowse,eng  ENG,MF,Southampton,19,1994,25,1477,59,43.2,16.4,16,,6,9,,2,1.64,24,14,+10,+0.61,+0.10
567,Marcin Wasilewski,pl  POL,DF,Leicester City,34,1980,25,1989,80,58.2,22.1,22,,19,3,,13,1.08,25,28,-3,-0.14,+0.24
568,Duncan Watmore,eng  ENG,"FW,MF",Sunderland,20,1994,0,,,,,0,,0,0,,2,,,,,,
569,Rory Watson,eng  ENG,GK,Hull City,18,1996,0,,,,,0,,0,0,,2,,,,,,
570,Andreas Weimann,at  AUT,"FW,MF",Aston Villa,22,1991,31,1775,57,51.9,19.7,20,,6,11,,6,0.90,11,22,-11,-0.56,+0.26
571,Ashley Westwood,eng  ENG,MF,Aston Villa,24,1990,27,2149,80,62.8,23.9,25,,20,2,,2,1.04,18,36,-18,-0.75,-0.19
572,Glenn Whelan,ie  IRL,MF,Stoke City,30,1984,28,2258,81,66.0,25.1,26,,19,2,,5,1.61,31,28,+3,+0.12,+0.12
573,Connor Wickham,eng  ENG,"FW,MF",Sunderland,21,1993,36,2768,77,80.9,30.8,31,,21,5,,0,1.03,24,40,-16,-0.52,+0.31
574,Andy Wilkinson,eng  ENG,DF,Stoke City,29,1984,0,,,,,0,,0,0,,2,,,,,,
575,Ashley Williams,wal  WAL,DF,Swansea City,29,1984,37,3330,90,97.4,37.0,37,,37,0,,0,1.51,46,48,-2,-0.05,+0.95
576,Jonny Williams,wal  WAL,MF,Crystal Palace,20,1993,2,36,18,1.1,0.4,0,,0,2,,1,0.50,0,0,0,0.00,+0.11
577,Jordan Williams,wal  WAL,MF,Liverpool,18,1995,0,,,,,0,,0,0,,3,,,,,,
578,Mike Williamson,eng  ENG,DF,Newcastle Utd,30,1983,31,2420,78,70.8,26.9,27,,24,4,,2,0.94,25,51,-26,-0.97,-1.24
579,Willian,br  BRA,"FW,MF",Chelsea,25,1988,36,2402,67,70.2,26.7,28,,6,8,,1,2.33,49,18,+31,+1.16,+0.28
580,Jack Wilshere,eng  ENG,MF,Arsenal,22,1992,14,729,52,21.3,8.1,9,,1,5,,3,1.29,9,12,-3,-0.37,-1.64
581,James Wilson,eng  ENG,FW,Manchester Utd,18,1995,13,357,27,10.4,4.0,2,,0,11,,9,2.31,9,3,+6,+1.51,+0.95
582,Marc Wilson,ie  IRL,"DF,MF",Stoke City,26,1987,27,2123,79,62.1,23.6,25,,21,2,,7,1.44,25,25,0,0.00,-0.21
583,Harry Winks,eng  ENG,MF,Tottenham,18,1996,0,,,,,0,,0,0,,1,,,,,,
584,Andre Wisdom,eng  ENG,DF,West Brom,21,1993,24,1972,82,57.7,21.9,22,,21,2,,11,1.17,19,29,-10,-0.46,-0.27
585,Philipp Wollscheid,de  GER,DF,Stoke City,25,1989,12,1006,84,29.4,11.2,12,,11,0,,5,1.75,14,15,-1,-0.09,-0.24
586,Chris Wood,nz  NZL,FW,Leicester City,22,1991,7,114,16,3.3,1.3,0,,0,7,,12,0.71,1,3,-2,-1.58,-1.39
587,Freddie Woodman,eng  ENG,GK,Newcastle Utd,17,1997,0,,,,,0,,0,0,,18,,,,,,
588,Shaun Wright-Phillips,eng  ENG,"FW,MF",QPR,32,1981,4,129,32,3.8,1.4,1,,0,3,,10,0.80,1,4,-3,-2.09,-1.33
589,Claudio Yacob,ar  ARG,MF,West Brom,27,1987,20,1393,70,40.7,15.5,16,,14,4,,9,1.55,18,18,0,0.00,+0.58
590,DeAndre Yedlin,us  USA,DF,Tottenham,21,1993,1,12,12,0.4,0.1,0,,0,1,,6,0.00,0,0,0,0.00,-0.13
591,Maya Yoshida,jp  JPN,DF,Southampton,25,1988,22,1692,77,49.5,18.8,18,,16,4,,12,1.41,21,21,0,0.00,-1.09
592,Ashley Young,eng  ENG,"DF,FW",Manchester Utd,29,1985,26,2065,79,60.4,22.9,23,,18,3,,0,1.81,35,18,+17,+0.74,+0.21
593,Pablo Zabaleta,ar  ARG,"DF,MF",Manchester City,29,1985,29,2586,89,75.6,28.7,29,,28,0,,8,2.14,66,29,+37,+1.29,+0.42
594,Wilfried Zaha,ci  CIV,"FW,MF",Crystal Palace,21,1992,31,1977,64,57.8,22.0,23,,10,8,,4,1.26,31,24,+7,+0.32,+1.00
595,Bobby Zamora,eng  ENG,FW,QPR,33,1981,31,1779,57,52.0,19.8,19,,6,12,,4,0.77,24,25,-1,-0.05,+1.59
596,Kurt Zouma,fr  FRA,DF,Chelsea,19,1994,15,647,43,18.9,7.2,7,,6,8,,20,2.33,9,3,+6,+0.83,-0.30
597,Filip Đuričić,rs  SRB,"FW,MF",Southampton,22,1992,9,329,37,9.6,3.7,3,,0,6,,2,0.89,1,4,-3,-0.82,-1.52
