,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes
13,Rúnar Alex Rúnarsson,is  ISL,GK,Dijon,23,1995,25,25,2250,25.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
14,Rachid Alioui,ma  MAR,FW,Nîmes,26,1992,27,11,1252,13.9,5,0,5,0,0,1,0,0.36,0.00,0.36,0.36,0.36,5.3,5.3,1.2,6.5,0.38,0.09,0.47,0.38,0.47
15,Bobby Allain,fr  FRA,GK,Dijon,26,1991,13,13,1170,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
16,Mickaël Alphonse,GPE,DF,Dijon,29,1989,11,6,571,6.3,1,0,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,0.3,0.3,0.4,0.7,0.04,0.07,0.11,0.04,0.11
17,Dani Alves,br  BRA,"MF,DF",Paris S-G,35,1983,23,19,1622,18.0,1,7,1,0,0,4,0,0.06,0.39,0.44,0.06,0.44,2.2,2.2,7.0,9.2,0.12,0.39,0.51,0.12,0.51
18,Romain Amalfitano,fr  FRA,"MF,FW",Dijon,28,1989,32,30,2522,28.0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.9,1.5,0.02,0.03,0.05,0.02,0.05
19,Jordan Amavi,fr  FRA,DF,Marseille,24,1994,28,24,2177,24.2,0,2,0,0,0,7,2,0.00,0.08,0.08,0.00,0.08,0.6,0.6,2.0,2.6,0.02,0.08,0.11,0.02,0.11
20,Kelvin Amian,fr  FRA,DF,Toulouse,20,1998,32,32,2880,32.0,0,1,0,0,0,6,0,0.00,0.03,0.03,0.00,0.03,0.5,0.5,0.7,1.2,0.02,0.02,0.04,0.02,0.04
21,Yanis Ammour,fr  FRA,MF,Montpellier,19,1999,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
22,Benjamin André,fr  FRA,MF,Rennes,27,1990,30,28,2495,27.7,3,1,3,0,0,8,1,0.11,0.04,0.14,0.11,0.14,3.3,3.3,1.2,4.6,0.12,0.05,0.17,0.12,0.17
23,Yoann Andreu,fr  FRA,DF,Angers,29,1989,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
24,Houssem Aouar,fr  FRA,MF,Lyon,20,1998,37,35,3061,34.0,7,7,7,0,0,2,0,0.21,0.21,0.41,0.21,0.41,7.5,7.5,3.3,10.8,0.22,0.10,0.32,0.22,0.32
25,Luiz Araújo,br  BRA,"FW,MF",Lille,22,1996,25,6,781,8.7,3,2,3,0,0,2,1,0.35,0.23,0.58,0.35,0.58,2.4,2.4,1.2,3.6,0.28,0.13,0.41,0.28,0.41
26,Alphonse Areola,fr  FRA,GK,Paris S-G,25,1993,21,21,1890,21.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
27,Yoël Armougom,fr  FRA,"DF,MF",Caen,20,1998,29,20,1853,20.6,0,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.4,1.5,0.01,0.07,0.07,0.01,0.07
28,Youcef Attal,dz  ALG,"DF,MF",Nice,22,1996,29,25,2263,25.1,6,0,6,0,1,8,0,0.24,0.00,0.24,0.24,0.24,3.6,2.9,3.3,6.2,0.14,0.13,0.28,0.11,0.25
29,Ludovic Baal,gf  GUF,DF,Rennes,32,1986,2,1,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
30,Stéphane Bahoken,cm  CMR,FW,Angers,26,1992,32,31,2469,27.4,11,1,9,2,3,3,0,0.40,0.04,0.44,0.33,0.36,8.9,6.6,2.9,9.5,0.32,0.10,0.43,0.24,0.35
31,Florent Balmont,fr  FRA,MF,Dijon,38,1980,20,15,1076,12.0,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.9,1.0,0.01,0.08,0.09,0.01,0.09
32,Abdoulaye Bamba,ci  CIV,DF,Angers,28,1990,30,29,2573,28.6,0,4,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,1.6,1.7,0.01,0.05,0.06,0.01,0.06
33,Jonathan Bamba,fr  FRA,"FW,MF",Lille,22,1996,38,35,3004,33.4,13,3,12,1,1,4,0,0.39,0.09,0.48,0.36,0.45,8.2,7.4,6.0,13.5,0.25,0.18,0.43,0.22,0.40
34,Yacine Bammou,ma  MAR,"FW,MF",Caen,26,1991,17,9,923,10.3,2,0,1,1,1,2,0,0.20,0.00,0.20,0.10,0.10,1.2,0.5,0.5,1.0,0.12,0.05,0.17,0.05,0.10
35,Danilo Barbosa,br  BRA,MF,Nice,22,1996,22,18,1548,17.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,2.6,2.6,0.7,3.3,0.15,0.04,0.19,0.15,0.19
36,Antonio Barreca,it  ITA,DF,Monaco,23,1995,7,7,593,6.6,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,0.4,0.6,0.02,0.07,0.09,0.02,0.09
37,Toma Bašić,hr  CRO,MF,Bordeaux,21,1996,23,16,1333,14.8,2,0,2,0,0,3,0,0.14,0.00,0.14,0.14,0.14,1.3,1.3,2.2,3.5,0.09,0.15,0.23,0.09,0.23
38,Thomas Basila,fr  FRA,DF,Nantes,19,1999,2,1,92,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
39,Claudio Beauvue,GPE,FW,Caen,30,1988,25,16,1499,16.7,3,0,2,1,1,1,0,0.18,0.00,0.18,0.12,0.12,4.7,3.9,1.5,5.5,0.28,0.09,0.38,0.24,0.33
40,Hatem Ben Arfa,fr  FRA,"MF,FW",Rennes,31,1987,26,23,2033,22.6,7,2,5,2,3,1,0,0.31,0.09,0.40,0.22,0.31,6.3,4.0,3.1,7.1,0.28,0.14,0.42,0.18,0.32
41,Diego Benaglio,ch  SUI,GK,Monaco,34,1983,23,22,2058,22.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
42,Nicolas Benezet,fr  FRA,"MF,FW",Guingamp,27,1991,25,18,1666,18.5,3,1,3,0,0,1,0,0.16,0.05,0.22,0.16,0.22,3.1,3.1,3.7,6.8,0.17,0.20,0.37,0.17,0.37
43,Walter Benítez,ar  ARG,GK,Nice,25,1993,35,35,3150,35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
44,Yassine Benrahou,fr  FRA,"MF,DF",Bordeaux,19,1999,4,1,177,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.21,0.05,0.25,0.21,0.25
45,Ramy Bensebaini,dz  ALG,DF,Rennes,23,1995,25,24,2152,23.9,1,0,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,0.9,0.9,1.1,2.0,0.04,0.04,0.08,0.04,0.08
46,Yassine Benzia,dz  ALG,MF,Lille,23,1994,2,2,160,1.8,0,1,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,0.2,0.2,0.6,0.8,0.12,0.33,0.46,0.12,0.46
47,Robert Berić,si  SVN,FW,Saint-Étienne,27,1991,23,12,1175,13.1,9,1,9,0,0,0,0,0.69,0.08,0.77,0.69,0.77,6.6,6.6,1.3,7.8,0.50,0.10,0.60,0.50,0.60
48,Paul Bernardoni,fr  FRA,GK,Nîmes,21,1997,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01
49,Juan Bernat,es  ESP,"DF,MF",Paris S-G,25,1993,25,21,1836,20.4,1,2,1,0,0,6,1,0.05,0.10,0.15,0.05,0.15,0.7,0.7,3.4,4.2,0.04,0.17,0.20,0.04,0.20
50,Antoine Bernede,fr  FRA,MF,Paris S-G,19,1999,2,2,169,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.04,0.06,0.02,0.06
51,Dimitry Bertaud,fr  FRA,GK,Montpellier,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
52,Giulian Biancone,fr  FRA,DF,Monaco,18,2000,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03
53,Ludovic Blas,fr  FRA,"MF,FW",Guingamp,20,1997,34,27,2372,26.4,1,6,0,1,1,5,0,0.04,0.23,0.27,0.00,0.23,3.1,2.3,2.5,4.8,0.12,0.10,0.21,0.09,0.18
54,Alexis Blin,fr  FRA,MF,Amiens,21,1996,27,25,1990,22.1,1,1,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,0.3,0.3,0.4,0.7,0.01,0.02,0.03,0.01,0.03
55,Antonin Bobichon,fr  FRA,MF,Nîmes,22,1995,30,24,2153,23.9,7,2,7,0,1,2,0,0.29,0.08,0.38,0.29,0.38,2.7,1.9,2.3,4.2,0.11,0.10,0.21,0.08,0.18
56,Yann Bodiger,fr  FRA,MF,Toulouse,23,1995,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
57,Mathieu Bodmer,fr  FRA,"MF,FW",Amiens,35,1982,26,10,1073,11.9,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,1.2,1.2,1.0,2.2,0.10,0.08,0.18,0.10,0.18
58,Sacha Boey,fr  FRA,"DF,MF",Rennes,17,2000,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
59,Olivier Boscagli,fr  FRA,"DF,MF",Nice,20,1997,14,10,863,9.6,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,0.8,1.1,0.03,0.09,0.12,0.03,0.12
60,Gabriel Boschilia,br  BRA,"FW,MF",Nantes,22,1996,29,14,1319,14.7,4,4,4,0,0,1,0,0.27,0.27,0.55,0.27,0.55,4.1,4.1,2.5,6.5,0.28,0.17,0.45,0.28,0.45
61,John Bostock,tt  TRI,MF,Toulouse,26,1992,16,10,984,10.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.7,0.01,0.05,0.06,0.01,0.06
62,Denis Bouanga,ga  GAB,"FW,MF",Nîmes,23,1994,35,29,2633,29.3,8,2,8,0,0,5,0,0.27,0.07,0.34,0.27,0.34,7.3,7.3,2.8,10.1,0.25,0.10,0.35,0.25,0.35
63,Zacharie Boucher,fr  FRA,GK,Angers,26,1992,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
64,Arnold Bouka Moutou,cg  CGO,"DF,FW",Dijon,29,1988,3,0,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02
65,Benjamin Bourigeaud,fr  FRA,"MF,FW",Rennes,24,1994,34,28,2425,26.9,6,5,4,2,3,5,0,0.22,0.19,0.41,0.15,0.33,5.8,3.6,2.9,6.5,0.21,0.11,0.32,0.13,0.24
66,Bilal Boutobba,fr  FRA,MF,Montpellier,19,1998,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.19,0.00,0.19,0.19,0.19
67,Umut Bozok,tr  TUR,FW,Nîmes,21,1996,25,14,1235,13.7,2,3,2,0,1,1,0,0.15,0.22,0.36,0.15,0.36,3.5,2.7,2.1,4.9,0.26,0.16,0.41,0.20,0.36
68,Pedro Brazão,pt  POR,"FW,DF",Nice,15,2002,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.12,0.12,0.00,0.12
69,Anthony Briançon,fr  FRA,DF,Nîmes,23,1994,33,33,2924,32.5,2,2,2,0,0,9,1,0.06,0.06,0.12,0.06,0.12,2.7,2.7,0.6,3.3,0.08,0.02,0.10,0.08,0.10
70,Jimmy Briand,fr  FRA,FW,Bordeaux,32,1985,35,28,2495,27.7,7,3,6,1,1,1,0,0.25,0.11,0.36,0.22,0.32,7.5,6.7,2.6,9.3,0.27,0.09,0.36,0.24,0.34
71,Gianluigi Buffon,it  ITA,GK,Paris S-G,40,1978,17,17,1530,17.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
72,Patrick Burner,fr  FRA,DF,Nice,22,1996,17,15,1352,15.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.01,0.02,0.04,0.01,0.04
73,Ludovic Butelle,fr  FRA,GK,Angers,35,1983,36,36,3239,36.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
74,Rémy Cabella,fr  FRA,"MF,FW",Saint-Étienne,28,1990,34,34,2997,33.3,8,4,7,1,1,5,1,0.24,0.12,0.36,0.21,0.33,8.8,8.0,5.7,13.7,0.26,0.17,0.44,0.24,0.41
75,Anthony Caci,fr  FRA,DF,Strasbourg,21,1997,29,26,2298,25.5,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,0.2,0.2,0.9,1.1,0.01,0.04,0.04,0.01,0.04
76,Mathieu Cafaro,fr  FRA,"FW,MF",Reims,21,1997,34,24,2095,23.3,7,3,7,0,0,5,0,0.30,0.13,0.43,0.30,0.43,3.5,3.5,4.0,7.5,0.15,0.17,0.32,0.15,0.32
77,Yannick Cahuzac,fr  FRA,"MF,DF",Toulouse,33,1985,23,15,1431,15.9,1,0,1,0,0,8,1,0.06,0.00,0.06,0.06,0.06,0.3,0.3,0.4,0.7,0.02,0.02,0.05,0.02,0.05
78,Marc-Aurèle Caillard,fr  FRA,GK,Guingamp,24,1994,21,21,1890,21.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
79,Duje Ćaleta-Car,hr  CRO,DF,Marseille,21,1996,20,17,1547,17.2,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.9,0.05,0.00,0.05,0.05,0.05
80,Mahdi Camara,fr  FRA,FW,Saint-Étienne,20,1998,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
81,Souleymane Camara,sn  SEN,"FW,MF",Montpellier,35,1982,12,0,137,1.5,3,0,3,0,0,0,0,1.97,0.00,1.97,1.97,1.97,1.3,1.3,0.1,1.4,0.86,0.05,0.91,0.86,0.91
82,Eduardo Camavinga,fr  FRA,MF,Rennes,15,2002,7,4,364,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.05,0.08,0.02,0.08
83,Pierrick Capelle,fr  FRA,"MF,DF",Angers,31,1987,26,21,1842,20.5,3,3,3,0,0,2,0,0.15,0.15,0.29,0.15,0.29,2.2,2.2,3.2,5.4,0.11,0.16,0.27,0.11,0.27
84,Yoan Cardinale,fr  FRA,GK,Nice,24,1994,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
85,Diego Carlos,br  BRA,DF,Nantes,25,1993,35,35,3148,35.0,2,0,2,0,0,8,0,0.06,0.00,0.06,0.06,0.06,2.0,2.0,0.2,2.1,0.06,0.01,0.06,0.06,0.06
86,Louis Carnot,fr  FRA,MF,Guingamp,17,2001,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,2.73,2.73,0.00,2.73
87,Lionel Carole,fr  FRA,"DF,MF",Strasbourg,27,1991,23,20,1727,19.2,0,3,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.7,0.7,2.0,2.7,0.04,0.11,0.14,0.04,0.14
88,Moreto Cassamã,gw  GNB,MF,Reims,20,1998,1,1,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
89,Edinson Cavani,uy  URU,FW,Paris S-G,31,1987,21,20,1671,18.6,18,5,14,4,5,1,0,0.97,0.27,1.24,0.75,1.02,16.5,12.7,2.5,15.2,0.89,0.13,1.02,0.68,0.82
90,Zeki Çelik,tr  TUR,DF,Lille,21,1997,34,34,2971,33.0,1,5,1,0,0,5,1,0.03,0.15,0.18,0.03,0.18,1.2,1.2,2.7,3.8,0.03,0.08,0.12,0.03,0.12
91,Nacer Chadli,be  BEL,"MF,FW",Monaco,28,1989,16,9,691,7.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.04,0.06,0.02,0.06
92,Fouad Chafik,ma  MAR,DF,Dijon,31,1986,21,21,1847,20.5,0,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.6,1.9,0.01,0.08,0.09,0.01,0.09
93,Kwon Chang-hoon,kr  KOR,"FW,MF",Dijon,24,1994,19,10,938,10.4,2,0,2,0,0,1,0,0.19,0.00,0.19,0.19,0.19,2.3,2.3,0.6,2.9,0.22,0.06,0.28,0.22,0.28
94,Xavier Chavalerin,fr  FRA,MF,Reims,27,1991,36,36,3240,36.0,2,2,2,0,0,8,0,0.06,0.06,0.11,0.06,0.11,1.0,1.0,4.0,5.0,0.03,0.11,0.14,0.03,0.14
95,Pablo Chavarría,ar  ARG,FW,Reims,30,1988,30,23,1973,21.9,5,3,5,0,0,3,0,0.23,0.14,0.36,0.23,0.36,6.6,6.6,1.8,8.4,0.30,0.08,0.38,0.30,0.38
96,Pape Cheikh Diop,sn  SEN,MF,Lyon,20,1997,12,5,454,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.09,0.02,0.11,0.09,0.11
97,Laurent Ciman,be  BEL,DF,Dijon,32,1985,9,7,717,8.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.03,0.04,0.07,0.03,0.07
98,Till Cissokho,fr  FRA,DF,Bordeaux,18,2000,1,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07
99,Marcus Coco,fr  FRA,"FW,MF",Guingamp,22,1996,33,21,1840,20.4,1,2,1,0,0,3,1,0.05,0.10,0.15,0.05,0.15,2.4,2.4,1.3,3.7,0.12,0.06,0.18,0.12,0.18
100,Racine Coly,sn  SEN,"DF,MF",Nice,22,1995,9,6,503,5.6,0,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.2,0.2,0.2,0.4,0.04,0.03,0.07,0.04,0.07
101,Daniel Congré,fr  FRA,DF,Montpellier,33,1985,37,37,3292,36.6,2,2,2,0,0,5,1,0.05,0.05,0.11,0.05,0.11,1.7,1.7,0.7,2.4,0.05,0.02,0.07,0.05,0.07
102,Benjamin Corgnet,fr  FRA,"MF,FW",Strasbourg,31,1987,17,6,671,7.5,1,2,1,0,0,0,0,0.13,0.27,0.40,0.13,0.40,1.9,1.9,0.8,2.7,0.26,0.11,0.36,0.26,0.36
103,Andreas Cornelius,dk  DEN,FW,Bordeaux,25,1993,20,6,792,8.8,3,1,3,0,0,4,0,0.34,0.11,0.45,0.34,0.45,2.0,2.0,0.6,2.6,0.23,0.07,0.30,0.23,0.30
104,Maxwel Cornet,ci  CIV,FW,Lyon,21,1996,27,12,1281,14.2,7,5,7,0,0,2,0,0.49,0.35,0.84,0.49,0.84,7.0,7.0,3.9,10.9,0.49,0.28,0.77,0.49,0.77
105,Quentin Cornette,fr  FRA,"MF,FW",Amiens,24,1994,5,3,209,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.16,0.00,0.16,0.16,0.16
106,Nuno da Costa,cv  CPV,FW,Strasbourg,27,1991,34,22,2052,22.8,8,5,7,1,1,3,0,0.35,0.22,0.57,0.31,0.53,5.7,4.9,3.3,8.2,0.25,0.14,0.39,0.22,0.36
107,Benoît Costil,fr  FRA,GK,Bordeaux,31,1987,37,37,3330,37.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
108,Kalifa Coulibaly,ml  MLI,FW,Nantes,26,1991,32,19,1751,19.5,8,2,7,1,1,6,1,0.41,0.10,0.51,0.36,0.46,7.9,7.1,1.3,8.4,0.41,0.07,0.47,0.37,0.43
109,Senou Coulibaly,ml  MLI,"DF,MF",Dijon,23,1994,9,6,411,4.6,1,0,1,0,0,1,1,0.22,0.00,0.22,0.22,0.22,0.1,0.1,0.4,0.5,0.03,0.09,0.12,0.03,0.12
110,Nicolas Cozza,fr  FRA,DF,Montpellier,19,1999,12,11,984,10.9,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,0.0,0.0,0.4,0.4,0.00,0.04,0.04,0.00,0.04
111,Enzo Crivelli,fr  FRA,FW,Caen,23,1995,33,28,2260,25.1,6,1,6,0,0,7,0,0.24,0.04,0.28,0.24,0.28,5.4,5.4,0.8,6.2,0.21,0.03,0.25,0.21,0.25
112,Wylan Cyprien,fr  FRA,MF,Nice,23,1995,29,27,2360,26.2,4,1,3,1,2,2,1,0.15,0.04,0.19,0.11,0.15,4.9,3.4,3.8,7.3,0.19,0.15,0.33,0.13,0.28
113,Damien Da Silva,fr  FRA,DF,Rennes,30,1988,33,32,2874,31.9,2,1,2,0,0,4,0,0.06,0.03,0.09,0.06,0.09,1.3,1.3,0.1,1.5,0.04,0.00,0.05,0.04,0.05
114,Kouadio-Yves Dabila,ci  CIV,DF,Lille,21,1997,12,8,782,8.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
115,Abdoulaye Dabo,fr  FRA,FW,Nantes,17,2001,2,2,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.14,0.14,0.00,0.14
116,Colin Dagba,fr  FRA,DF,Paris S-G,19,1998,17,9,918,10.2,0,2,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,1.4,1.5,0.01,0.14,0.14,0.01,0.14
