,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
66,Bilal Boutobba,fr  FRA,MF,Montpellier,19,1998,0.4,11,13,84.6,135,38,8,9,88.9,3,3,100.0,0,1,0.0,0,0.0,0.0,0,1,1,1,0
67,Umut Bozok,tr  TUR,FW,Nîmes,21,1996,13.7,223,301,74.1,3526,539,116,147,78.9,81,102,79.4,18,30,60.0,3,2.1,+0.9,12,14,6,0,16
68,Pedro Brazão,pt  POR,"FW,DF",Nice,15,2002,0.2,5,5,100.0,79,7,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,1,0,0,0,0
69,Anthony Briançon,fr  FRA,DF,Nîmes,23,1994,32.5,1042,1263,82.5,25049,9397,240,264,90.9,532,586,90.8,260,391,66.5,2,0.6,+1.4,6,75,4,1,67
70,Jimmy Briand,fr  FRA,FW,Bordeaux,32,1985,27.7,521,713,73.1,7233,1548,313,388,80.7,149,210,71.0,28,55,50.9,3,2.6,+0.4,35,29,17,0,48
71,Gianluigi Buffon,it  ITA,GK,Paris S-G,40,1978,17.0,367,402,91.3,8854,5553,72,72,100.0,210,213,98.6,81,112,72.3,0,0.0,0.0,0,0,0,0,0
72,Patrick Burner,fr  FRA,DF,Nice,22,1996,15.0,629,742,84.8,10561,3721,299,328,91.2,281,318,88.4,42,77,54.5,0,0.3,-0.3,5,29,6,4,35
73,Ludovic Butelle,fr  FRA,GK,Angers,35,1983,36.0,607,971,62.5,23365,17015,53,53,100.0,207,214,96.7,346,701,49.4,0,0.1,-0.1,2,16,0,0,0
74,Rémy Cabella,fr  FRA,"MF,FW",Saint-Étienne,28,1990,33.3,1757,2100,83.7,28305,7070,936,1051,89.1,618,734,84.2,157,235,66.8,4,5.7,-1.7,57,179,57,11,200
75,Anthony Caci,fr  FRA,DF,Strasbourg,21,1997,25.5,1153,1414,81.5,23544,9794,396,449,88.2,571,657,86.9,174,272,64.0,1,0.9,+0.1,11,90,18,8,104
76,Mathieu Cafaro,fr  FRA,"FW,MF",Reims,21,1997,23.3,456,747,61.0,9791,3279,180,241,74.7,170,238,71.4,103,245,42.0,3,4.0,-1.0,39,51,22,10,65
77,Yannick Cahuzac,fr  FRA,"MF,DF",Toulouse,33,1985,15.9,448,547,81.9,7641,1916,205,232,88.4,183,227,80.6,44,65,67.7,0,0.4,-0.4,6,28,2,0,35
78,Marc-Aurèle Caillard,fr  FRA,GK,Guingamp,24,1994,21.0,292,548,53.3,12699,9866,9,10,90.0,104,108,96.3,178,428,41.6,0,0.0,0.0,0,14,0,0,0
79,Duje Ćaleta-Car,hr  CRO,DF,Marseille,21,1996,17.2,696,806,86.4,16666,5479,151,174,86.8,373,399,93.5,167,220,75.9,0,0.0,0.0,1,41,2,0,43
80,Mahdi Camara,fr  FRA,FW,Saint-Étienne,20,1998,0.1,1,1,100.0,22,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
81,Souleymane Camara,sn  SEN,"FW,MF",Montpellier,35,1982,1.5,36,53,67.9,584,114,16,26,61.5,17,20,85.0,2,3,66.7,0,0.1,-0.1,1,2,1,0,3
82,Eduardo Camavinga,fr  FRA,MF,Rennes,15,2002,4.0,122,143,85.3,2543,516,42,47,89.4,59,65,90.8,20,26,76.9,0,0.2,-0.2,1,8,2,0,13
83,Pierrick Capelle,fr  FRA,"MF,DF",Angers,31,1987,20.5,763,959,79.6,13396,5282,364,416,87.5,305,370,82.4,83,138,60.1,3,3.2,-0.2,30,60,17,8,78
84,Yoan Cardinale,fr  FRA,GK,Nice,24,1994,3.0,62,63,98.4,1404,745,11,11,100.0,40,41,97.6,11,11,100.0,0,0.0,0.0,0,0,0,0,0
85,Diego Carlos,br  BRA,DF,Nantes,25,1993,35.0,1389,1679,82.7,31785,12837,357,400,89.3,734,802,91.5,288,454,63.4,0,0.2,-0.2,7,113,12,1,115
86,Louis Carnot,fr  FRA,MF,Guingamp,17,2001,0.1,3,4,75.0,47,29,2,2,100.0,1,1,100.0,0,0,,0,0.2,-0.2,1,0,0,0,0
87,Lionel Carole,fr  FRA,"DF,MF",Strasbourg,27,1991,19.2,815,1043,78.1,14992,6709,348,414,84.1,371,445,83.4,86,144,59.7,3,2.0,+1.0,22,64,23,10,106
88,Moreto Cassamã,gw  GNB,MF,Reims,20,1998,0.7,41,48,85.4,834,119,11,15,73.3,26,28,92.9,4,5,80.0,0,0.0,0.0,0,1,0,0,4
89,Edinson Cavani,uy  URU,FW,Paris S-G,31,1987,18.6,276,364,75.8,4114,519,168,208,80.8,86,114,75.4,17,24,70.8,5,2.5,+2.5,10,3,9,3,8
90,Zeki Çelik,tr  TUR,DF,Lille,21,1997,33.0,1294,1723,75.1,22202,8846,610,688,88.7,543,706,76.9,120,246,48.8,5,2.7,+2.3,34,91,37,18,123
91,Nacer Chadli,be  BEL,"MF,FW",Monaco,28,1989,7.7,262,330,79.4,4281,1362,138,160,86.3,101,117,86.3,22,45,48.9,0,0.3,-0.3,7,12,9,2,33
92,Fouad Chafik,ma  MAR,DF,Dijon,31,1986,20.5,706,944,74.8,12236,5355,331,369,89.7,301,400,75.3,62,136,45.6,2,1.6,+0.4,17,48,17,9,63
93,Kwon Chang-hoon,kr  KOR,"FW,MF",Dijon,24,1994,10.4,244,348,70.1,3856,1262,136,162,84.0,76,105,72.4,22,57,38.6,0,0.6,-0.6,12,10,11,3,28
94,Xavier Chavalerin,fr  FRA,MF,Reims,27,1991,36.0,1178,1519,77.6,24435,8148,446,505,88.3,501,583,85.9,217,392,55.4,2,4.0,-2.0,49,107,25,3,129
95,Pablo Chavarría,ar  ARG,FW,Reims,30,1988,21.9,256,417,61.4,3623,937,156,225,69.3,84,146,57.5,9,23,39.1,3,1.8,+1.2,19,17,15,3,30
96,Pape Cheikh Diop,sn  SEN,MF,Lyon,20,1997,5.0,211,233,90.6,3820,712,94,109,86.2,86,90,95.6,24,25,96.0,0,0.1,-0.1,2,13,2,0,12
97,Laurent Ciman,be  BEL,DF,Dijon,32,1985,8.0,495,568,87.1,11976,4203,96,101,95.0,268,281,95.4,129,179,72.1,0,0.3,-0.3,2,43,1,0,40
98,Till Cissokho,fr  FRA,DF,Bordeaux,18,2000,0.9,27,34,79.4,524,193,13,13,100.0,11,13,84.6,3,7,42.9,0,0.1,-0.1,1,1,1,0,0
99,Marcus Coco,fr  FRA,"FW,MF",Guingamp,22,1996,20.4,368,587,62.7,5571,1391,207,278,74.5,128,202,63.4,23,64,35.9,2,1.3,+0.7,16,17,17,10,36
100,Racine Coly,sn  SEN,"DF,MF",Nice,22,1995,5.6,255,307,83.1,4100,1315,134,149,89.9,106,119,89.1,14,31,45.2,1,0.2,+0.8,2,11,5,3,20
101,Daniel Congré,fr  FRA,DF,Montpellier,33,1985,36.6,1250,1539,81.2,25965,11056,410,465,88.2,629,722,87.1,207,329,62.9,2,0.7,+1.3,7,147,5,1,135
102,Benjamin Corgnet,fr  FRA,"MF,FW",Strasbourg,31,1987,7.5,178,286,62.2,2893,602,99,140,70.7,49,92,53.3,23,34,67.6,2,0.8,+1.2,8,13,5,3,17
103,Andreas Cornelius,dk  DEN,FW,Bordeaux,25,1993,8.8,160,253,63.2,2193,336,105,147,71.4,42,78,53.8,8,12,66.7,1,0.6,+0.4,10,12,2,0,9
104,Maxwel Cornet,ci  CIV,FW,Lyon,21,1996,14.2,348,485,71.8,5062,1058,206,251,82.1,119,153,77.8,16,51,31.4,5,3.9,+1.1,26,11,20,6,31
105,Quentin Cornette,fr  FRA,"MF,FW",Amiens,24,1994,2.3,44,64,68.8,719,247,27,33,81.8,14,21,66.7,3,8,37.5,0,0.0,0.0,0,4,0,0,3
106,Nuno da Costa,cv  CPV,FW,Strasbourg,27,1991,22.8,348,500,69.6,4946,1059,217,285,76.1,86,136,63.2,28,42,66.7,5,3.3,+1.7,22,25,10,2,31
107,Benoît Costil,fr  FRA,GK,Bordeaux,31,1987,37.0,792,1150,68.9,28601,19331,64,66,97.0,339,345,98.3,389,739,52.6,0,0.1,-0.1,3,16,0,0,0
108,Kalifa Coulibaly,ml  MLI,FW,Nantes,26,1991,19.5,252,443,56.9,3631,889,172,256,67.2,56,123,45.5,20,43,46.5,2,1.3,+0.7,20,28,8,4,26
109,Senou Coulibaly,ml  MLI,"DF,MF",Dijon,23,1994,4.6,149,201,74.1,3291,1070,36,43,83.7,87,105,82.9,24,47,51.1,0,0.4,-0.4,1,10,2,0,6
110,Nicolas Cozza,fr  FRA,DF,Montpellier,19,1999,10.9,390,465,83.9,7543,2280,136,147,92.5,210,230,91.3,41,75,54.7,1,0.4,+0.6,2,30,0,0,25
111,Enzo Crivelli,fr  FRA,FW,Caen,23,1995,25.1,364,557,65.4,4958,810,219,305,71.8,104,167,62.3,23,50,46.0,1,0.8,+0.2,13,18,7,3,21
112,Wylan Cyprien,fr  FRA,MF,Nice,23,1995,26.2,1688,2020,83.6,32576,8605,704,776,90.7,694,768,90.4,264,426,62.0,1,3.8,-2.8,58,143,13,2,139
113,Damien Da Silva,fr  FRA,DF,Rennes,30,1988,31.9,1247,1424,87.6,27022,7779,312,341,91.5,697,736,94.7,228,322,70.8,1,0.1,+0.9,1,56,3,0,58
114,Kouadio-Yves Dabila,ci  CIV,DF,Lille,21,1997,8.7,325,386,84.2,7187,2441,88,97,90.7,171,183,93.4,65,100,65.0,0,0.0,0.0,0,11,0,0,9
115,Abdoulaye Dabo,fr  FRA,FW,Nantes,17,2001,1.3,26,32,81.3,464,112,13,16,81.3,10,12,83.3,3,3,100.0,0,0.2,-0.2,3,1,2,0,5
116,Colin Dagba,fr  FRA,DF,Paris S-G,19,1998,10.2,596,647,92.1,9022,2341,322,347,92.8,247,260,95.0,17,24,70.8,2,1.4,+0.6,13,29,7,6,25
117,Dante,br  BRA,DF,Nice,34,1983,35.8,2147,2352,91.3,45275,16368,636,666,95.5,1189,1237,96.1,314,425,73.9,1,0.3,+0.7,4,89,4,0,69
118,Lucas Deaux,fr  FRA,MF,Guingamp,29,1988,13.2,371,533,69.6,6894,2209,166,224,74.1,143,197,72.6,54,91,59.3,1,1.2,-0.2,11,44,7,3,45
119,Mathieu Debuchy,fr  FRA,DF,Saint-Étienne,33,1985,21.6,861,1165,73.9,14669,6114,435,492,88.4,345,460,75.0,74,171,43.3,3,1.4,+1.6,15,57,21,16,82
120,Romain Del Castillo,fr  FRA,"FW,MF",Rennes,22,1996,14.9,380,560,67.9,5879,1952,222,285,77.9,126,184,68.5,26,59,44.1,3,3.1,-0.1,25,22,27,10,53
121,Andy Delort,dz  ALG,FW,Montpellier,26,1991,34.6,694,1197,58.0,11959,3256,358,513,69.8,231,388,59.5,81,203,39.9,7,5.9,+1.1,52,64,47,21,92
122,Moussa Dembélé,fr  FRA,FW,Lyon,22,1996,22.4,324,435,74.5,4252,713,215,259,83.0,74,109,67.9,15,26,57.7,4,3.5,+0.5,26,16,14,4,24
123,Jessy Deminguet,fr  FRA,"MF,FW",Caen,20,1998,14.1,379,468,81.0,7526,1525,149,173,86.1,161,188,85.6,63,90,70.0,0,0.2,-0.2,6,35,5,1,31
124,Jason Denayer,be  BEL,DF,Lyon,23,1995,30.6,1840,1947,94.5,36813,12730,526,553,95.1,1061,1103,96.2,233,263,88.6,0,0.1,-0.1,3,98,3,0,102
125,Memphis Depay,nl  NED,"FW,MF",Lyon,24,1994,30.4,1093,1491,73.3,19060,6362,585,690,84.8,324,415,78.1,150,305,49.2,10,11.6,-1.6,122,110,63,18,150
126,Clément Depres,fr  FRA,FW,Nîmes,23,1994,4.9,114,166,68.7,1530,311,82,106,77.4,26,47,55.3,3,9,33.3,0,0.1,-0.1,4,9,3,0,11
127,Ángel Di María,ar  ARG,"FW,MF",Paris S-G,30,1988,25.8,1068,1457,73.3,18416,5465,543,654,83.0,388,489,79.3,121,263,46.0,11,8.7,+2.3,59,88,65,6,144
128,Boulaye Dia,sn  SEN,FW,Reims,21,1996,8.3,109,158,69.0,1408,322,70,86,81.4,27,44,61.4,4,13,30.8,0,1.2,-1.2,8,7,4,0,11
129,Moussa Diaby,fr  FRA,"MF,FW",Paris S-G,19,1999,12.7,464,579,80.1,6730,1420,278,315,88.3,169,207,81.6,10,22,45.5,6,4.2,+1.8,18,16,21,4,36
130,Bafodé Diakité,fr  FRA,DF,Toulouse,17,2001,7.0,271,345,78.6,4921,1508,111,127,87.4,127,159,79.9,30,52,57.7,0,0.0,0.0,2,12,1,0,18
131,Abdoulaye Diallo,sn  SEN,GK,Rennes,26,1992,5.5,106,147,72.1,3364,2159,7,9,77.8,52,53,98.1,47,85,55.3,0,0.0,0.0,0,0,0,0,0
132,Mustapha Diallo,sn  SEN,MF,Nîmes,32,1986,5.1,116,173,67.1,2089,561,43,67,64.2,55,74,74.3,13,24,54.2,1,0.1,+0.9,2,9,2,0,12
133,Lassana Diarra,fr  FRA,MF,Paris S-G,33,1985,1.8,131,147,89.1,2290,505,58,62,93.5,63,71,88.7,8,10,80.0,0,0.0,0.0,1,13,0,0,10
134,Bakaye Dibassy,ml  MLI,DF,Amiens,28,1989,32.7,1097,1442,76.1,20865,7291,440,505,87.1,495,614,80.6,150,274,54.7,1,0.3,+0.7,6,72,13,6,93
135,Étienne Didot,fr  FRA,MF,Guingamp,35,1983,23.4,927,1232,75.2,20242,6390,303,370,81.9,426,510,83.5,193,326,59.2,1,1.5,-0.5,20,122,19,0,130
136,Tristan Dingomé,cm  CMR,MF,Reims,27,1991,14.9,474,605,78.3,8516,2122,208,243,85.6,205,241,85.1,54,99,54.5,3,2.3,+0.7,24,60,21,3,61
137,Ismaël Diomandé,ci  CIV,"MF,DF",Caen,25,1992,14.4,499,594,84.0,10441,2753,189,212,89.2,207,222,93.2,95,148,64.2,1,0.4,+0.6,4,41,1,1,46
138,Lois Diony,fr  FRA,FW,Saint-Étienne,25,1992,17.7,220,339,64.9,3203,611,125,178,70.2,69,101,68.3,15,31,48.4,1,1.3,-0.3,19,11,5,3,15
139,Sofiane Diop,fr  FRA,"MF,FW",Monaco,18,2000,8.2,163,235,69.4,2699,653,96,118,81.4,48,73,65.8,18,34,52.9,0,0.5,-0.5,6,17,5,0,21
140,Assane Dioussé,sn  SEN,MF,Saint-Étienne,20,1997,2.4,120,139,86.3,2432,702,41,47,87.2,62,69,89.9,17,22,77.3,0,0.5,-0.5,2,13,1,0,13
141,Axel Disasi,fr  FRA,DF,Reims,20,1998,1.8,52,69,75.4,1070,474,17,22,77.3,27,34,79.4,8,12,66.7,0,0.0,0.0,0,1,0,0,1
142,Koffi Djidji,ci  CIV,DF,Nantes,25,1992,1.0,44,50,88.0,1151,448,8,10,80.0,22,22,100.0,13,17,76.5,0,0.0,0.0,0,6,0,0,4
