,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
483,Leonardo Román,es  ESP,GK,Mallorca,21,2000,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
484,Iván Romero,es  ESP,FW,Sevilla,20,2001,5,2,178,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.32,0.00,0.32,0.32,0.32
485,Unai Ropero,es  ESP,MF,Alavés,19,2001,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
486,Rubén,es  ESP,DF,Espanyol,20,2001,4,1,150,1.7,0,1,0,0,0,0,0,0.00,0.60,0.60,0.00,0.60,0.0,0.0,0.4,0.5,0.01,0.27,0.28,0.01,0.28
487,Aitor Ruibal,es  ESP,"FW,DF",Betis,25,1996,19,9,856,9.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.9,2.3,0.14,0.10,0.24,0.14,0.24
488,Isma Ruiz,es  ESP,MF,Granada,20,2001,8,3,283,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.05,0.11,0.06,0.11
489,Víctor Ruiz,es  ESP,DF,Betis,32,1989,18,17,1424,15.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.2,0.06,0.01,0.07,0.06,0.07
490,Gerónimo Rulli,ar  ARG,GK,Villarreal,29,1992,32,32,2880,32.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
491,Franco Russo,ar  ARG,DF,Mallorca,26,1994,19,17,1464,16.3,1,0,1,0,0,7,2,0.06,0.00,0.06,0.06,0.06,0.4,0.4,0.3,0.6,0.02,0.02,0.04,0.02,0.04
492,Mathew Ryan,au  AUS,GK,Real Sociedad,29,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
493,Youssouf Sabaly,sn  SEN,DF,Betis,28,1993,10,9,788,8.8,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.6,0.8,0.02,0.07,0.09,0.02,0.09
494,Salvi,es  ESP,"MF,FW",Cádiz,30,1991,23,17,1395,15.5,2,1,2,0,1,3,1,0.13,0.06,0.19,0.13,0.19,2.9,2.1,1.1,3.2,0.19,0.07,0.26,0.14,0.21
495,Fede San Emeterio,es  ESP,MF,Cádiz,24,1997,12,10,830,9.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.04,0.04,0.00,0.04
496,Oihan Sancet,es  ESP,FW,Athletic Club,21,2000,27,16,1422,15.8,6,4,6,0,0,2,0,0.38,0.25,0.63,0.38,0.63,3.3,3.3,3.8,7.1,0.21,0.24,0.45,0.21,0.45
497,Antonio Sánchez,es  ESP,"MF,FW",Mallorca,24,1997,29,19,1616,18.0,1,0,1,0,0,3,1,0.06,0.00,0.06,0.06,0.06,1.9,1.9,0.5,2.3,0.10,0.03,0.13,0.10,0.13
498,Germán Sánchez,es  ESP,DF,Granada,34,1986,32,25,2299,25.5,2,1,2,0,0,11,1,0.08,0.04,0.12,0.08,0.12,2.0,2.0,0.3,2.2,0.08,0.01,0.09,0.08,0.09
499,Juan Sánchez,es  ESP,,Sevilla,17,2003,1,0,5,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
500,Manuel Sánchez,es  ESP,DF,Osasuna,20,2000,33,25,2257,25.1,1,3,1,0,0,6,0,0.04,0.12,0.16,0.04,0.16,0.5,0.5,2.0,2.4,0.02,0.08,0.10,0.02,0.10
501,Oier Sanjurjo,es  ESP,MF,Osasuna,35,1986,25,8,758,8.4,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.2,1.0,0.10,0.02,0.12,0.10,0.12
502,Jesús Santiago,es  ESP,MF,Valencia,17,2004,3,0,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
503,Sergio Santos,es  ESP,DF,Real Madrid,20,2001,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.48,0.48,0.00,0.48
504,Alvaro Sanz,es  ESP,MF,Barcelona,20,2001,2,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.08,0.08,0.00,0.08
505,Marcelo Saracchi,uy  URU,DF,Levante,23,1998,4,2,186,2.1,0,1,0,0,0,2,0,0.00,0.48,0.48,0.00,0.48,0.0,0.0,0.3,0.3,0.00,0.15,0.15,0.00,0.15
506,Joan Sastre Vanrell,es  ESP,DF,Mallorca,24,1997,7,2,258,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03
507,Esteban Saveljich,me  MNE,DF,Rayo Vallecano,30,1991,21,21,1700,18.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.05,0.00,0.05,0.05,0.05
508,Stefan Savić,me  MNE,DF,Atlético Madrid,30,1991,28,28,2440,27.1,0,0,0,0,0,12,0,0.00,0.00,0.00,0.00,0.00,2.3,2.3,0.2,2.5,0.09,0.01,0.09,0.09,0.09
509,Valentino Scotta,es  ESP,DF,Sevilla,19,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
510,Aleksandar Sedlar,rs  SRB,"DF,MF",Mallorca,29,1991,10,3,404,4.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02
511,Javier Serrano,es  ESP,MF,Atlético Madrid,18,2003,5,1,68,0.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
512,Nicolás Serrano,es  ESP,"MF,FW",Athletic Club,18,2003,14,3,317,3.5,1,0,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,0.7,0.7,0.1,0.8,0.20,0.03,0.23,0.20,0.23
513,Salva Sevilla,es  ESP,MF,Mallorca,37,1984,28,17,1507,16.7,5,3,1,4,4,2,0,0.30,0.18,0.48,0.06,0.24,4.9,1.7,3.1,4.8,0.29,0.18,0.48,0.10,0.29
514,David Silva,es  ESP,MF,Real Sociedad,35,1986,25,22,1720,19.1,2,4,2,0,0,4,1,0.10,0.21,0.31,0.10,0.31,3.4,3.4,5.2,8.6,0.18,0.27,0.45,0.18,0.45
515,Jonathan Silva,ar  ARG,"DF,FW",Getafe,27,1994,9,1,226,2.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.04,0.05,0.02,0.05
516,Rui Silva,pt  POR,GK,Betis,27,1994,22,21,1964,21.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
517,Giuliano Simeone,ar  ARG,MF,Atlético Madrid,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
518,Unai Simón,es  ESP,GK,Athletic Club,24,1997,34,34,3060,34.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
519,Antonio Sivera,es  ESP,GK,Alavés,24,1996,4,3,277,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
520,Alex Sola,es  ESP,"DF,FW",Real Sociedad,22,1999,2,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.22,0.15,0.37,0.22,0.37
521,Augusto Solari,ar  ARG,"MF,DF",Celta Vigo,29,1992,26,4,714,7.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.06,0.08,0.14,0.06,0.14
522,Roberto Soldado,es  ESP,FW,Levante,36,1985,18,7,664,7.4,3,2,3,0,0,7,2,0.41,0.27,0.68,0.41,0.68,3.8,3.8,0.9,4.7,0.50,0.12,0.62,0.50,0.62
523,Carlos Soler,es  ESP,MF,Valencia,24,1997,32,28,2474,27.5,11,5,4,7,7,4,0,0.40,0.18,0.58,0.15,0.33,8.2,3.4,4.9,8.3,0.30,0.18,0.48,0.12,0.30
524,Son,es  ESP,DF,Levante,27,1994,26,22,1971,21.9,1,0,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,1.3,1.3,1.7,3.1,0.06,0.08,0.14,0.06,0.14
525,David Soria,es  ESP,GK,Getafe,28,1993,38,38,3414,37.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
526,Alberto Soro,es  ESP,"MF,FW",Granada,22,1999,16,7,578,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.2,0.12,0.07,0.19,0.12,0.19
527,Hugo Sotelo,es  ESP,FW,Celta Vigo,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
528,Damián Suárez,uy  URU,DF,Getafe,33,1988,35,31,2711,30.1,0,3,0,0,0,13,0,0.00,0.10,0.10,0.00,0.10,0.6,0.6,3.7,4.3,0.02,0.12,0.14,0.02,0.14
529,Denis Suárez,es  ESP,MF,Celta Vigo,27,1994,38,33,2819,31.3,4,6,4,0,0,4,0,0.13,0.19,0.32,0.13,0.32,1.9,1.9,5.5,7.4,0.06,0.18,0.24,0.06,0.24
530,Luis Suárez,uy  URU,FW,Atlético Madrid,34,1987,35,20,1835,20.4,11,2,9,2,3,7,0,0.54,0.10,0.64,0.44,0.54,9.7,7.3,1.3,8.6,0.47,0.07,0.54,0.36,0.42
531,Mario Suárez,es  ESP,DF,Rayo Vallecano,34,1987,14,8,712,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.2,1.4,0.16,0.02,0.18,0.16,0.18
532,Suso,es  ESP,FW,Sevilla,27,1993,8,6,384,4.3,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.4,0.4,0.2,0.6,0.08,0.05,0.14,0.08,0.14
533,Alexander Sørloth,no  NOR,FW,Real Sociedad,25,1995,33,20,1763,19.6,4,0,4,0,0,2,0,0.20,0.00,0.20,0.20,0.20,6.9,6.9,3.8,10.7,0.35,0.20,0.55,0.35,0.55
534,Tachi,es  ESP,DF,Alavés,23,1997,5,2,239,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03
535,Renato Tapia,pe  PER,MF,Celta Vigo,26,1995,29,13,1412,15.7,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,1.0,0.05,0.02,0.06,0.05,0.06
536,Cristian Tello,es  ESP,FW,Betis,29,1991,23,5,819,9.1,2,2,2,0,0,2,0,0.22,0.22,0.44,0.22,0.44,2.3,2.3,2.1,4.4,0.25,0.23,0.49,0.25,0.49
537,Nahuel Tenaglia,ar  ARG,DF,Alavés,25,1996,14,12,1073,11.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.03,0.02,0.05,0.03,0.05
538,Marc Tenas,es  ESP,"FW,MF",Alavés,20,2001,3,0,54,0.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.29,0.29,0.00,0.29
539,Marc-André ter Stegen,de  GER,GK,Barcelona,29,1992,35,35,3150,35.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
540,David Timor,es  ESP,MF,Getafe,31,1989,7,3,341,3.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.01,0.06,0.05,0.06
541,Raúl de Tomás,es  ESP,FW,Espanyol,26,1994,34,33,2914,32.4,17,3,12,5,5,7,2,0.53,0.09,0.62,0.37,0.46,15.5,11.6,1.9,13.5,0.48,0.06,0.54,0.36,0.42
542,Raúl Torrente,es  ESP,DF,Granada,19,2001,18,15,1282,14.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.02,0.04,0.06,0.02,0.06
543,Ferrán Torres,es  ESP,FW,Barcelona,21,2000,18,17,1412,15.7,4,4,3,1,1,1,0,0.25,0.25,0.51,0.19,0.45,7.2,6.4,2.8,9.3,0.46,0.18,0.64,0.41,0.59
544,Óliver Torres,es  ESP,"MF,FW",Sevilla,26,1994,26,11,1008,11.2,2,3,2,0,0,2,0,0.18,0.27,0.45,0.18,0.45,1.0,1.0,1.8,2.8,0.09,0.16,0.25,0.09,0.25
545,Pau Torres,es  ESP,DF,Villarreal,24,1997,33,33,2855,31.7,5,1,5,0,0,5,0,0.16,0.03,0.19,0.16,0.19,3.9,3.9,1.4,5.3,0.12,0.04,0.17,0.12,0.17
546,Roberto Torres,es  ESP,"MF,FW",Osasuna,32,1989,28,6,809,9.0,2,2,0,2,2,3,0,0.22,0.22,0.44,0.00,0.22,2.2,0.6,2.5,3.1,0.24,0.27,0.52,0.07,0.34
547,Lucas Torró,es  ESP,MF,Osasuna,27,1994,33,32,2725,30.3,1,0,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,2.0,2.0,0.8,2.7,0.06,0.03,0.09,0.06,0.09
548,Adama Traoré,es  ESP,FW,Barcelona,25,1996,11,4,382,4.2,0,2,0,0,0,0,0,0.00,0.47,0.47,0.00,0.47,0.9,0.9,1.0,1.9,0.20,0.24,0.44,0.20,0.44
549,Óscar Trejo,ar  ARG,MF,Rayo Vallecano,33,1988,32,24,2007,22.3,3,9,0,3,3,13,0,0.13,0.40,0.54,0.00,0.40,3.8,1.5,6.2,7.7,0.17,0.28,0.45,0.07,0.35
550,Manu Trigueros,es  ESP,"MF,FW",Villarreal,29,1991,35,27,2178,24.2,6,4,6,0,0,3,0,0.25,0.17,0.41,0.25,0.41,6.2,6.2,3.3,9.4,0.25,0.14,0.39,0.25,0.39
551,Kieran Trippier,eng  ENG,"DF,FW",Atlético Madrid,30,1990,15,12,976,10.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.5,0.02,0.03,0.05,0.02,0.05
552,Beñat Turrientes,es  ESP,MF,Real Sociedad,19,2002,8,1,207,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.25,0.10,0.35,0.25,0.35
553,Samuel Umtiti,fr  FRA,DF,Barcelona,27,1993,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
554,Enes Ünal,tr  TUR,FW,Getafe,24,1997,37,33,2798,31.1,16,1,14,2,4,8,0,0.51,0.03,0.55,0.45,0.48,11.0,7.9,2.2,10.2,0.36,0.07,0.43,0.26,0.33
555,Myrto Uzuni,al  ALB,"FW,MF",Granada,26,1995,15,9,856,9.5,1,1,1,0,0,4,0,0.11,0.11,0.21,0.11,0.21,1.3,1.3,1.3,2.6,0.14,0.13,0.27,0.14,0.27
556,Álvaro Vadillo,es  ESP,"DF,MF",Espanyol,26,1994,3,0,7,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
557,Óscar Valentín,es  ESP,MF,Rayo Vallecano,26,1994,35,29,2569,28.5,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,1.3,2.8,0.05,0.04,0.10,0.05,0.10
558,Germán Valera,es  ESP,FW,Real Sociedad,19,2002,3,0,51,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07
559,Martin Valjent,sk  SVK,DF,Mallorca,25,1995,36,36,3181,35.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.01,0.02,0.03,0.01,0.03
560,Jesús Vallejo,es  ESP,DF,Real Madrid,24,1997,5,4,341,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01
561,Federico Valverde,uy  URU,MF,Real Madrid,23,1998,31,19,1833,20.4,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,1.5,1.5,2.2,3.7,0.07,0.11,0.18,0.07,0.18
562,José Luis García Vayá,es  ESP,MF,Levante,22,1998,29,23,2012,22.4,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,2.6,3.5,0.04,0.12,0.15,0.04,0.15
563,Jesus Vazquez,es  ESP,DF,Valencia,18,2003,15,8,813,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.9,0.08,0.02,0.10,0.08,0.10
564,Kevin Vázquez,es  ESP,DF,Celta Vigo,28,1993,17,16,1334,14.8,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,1.2,1.7,0.04,0.08,0.12,0.04,0.12
565,Lucas Vázquez,es  ESP,DF,Real Madrid,30,1991,29,20,1833,20.4,3,0,3,0,0,3,0,0.15,0.00,0.15,0.15,0.15,2.2,2.2,3.1,5.2,0.11,0.15,0.26,0.11,0.26
566,Gabriel Veiga,es  ESP,MF,Celta Vigo,19,2002,7,0,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.04,0.02,0.06,0.04,0.06
567,Unai Vencedor Paris,es  ESP,MF,Athletic Club,20,2000,34,29,2383,26.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.9,2.1,0.05,0.03,0.08,0.05,0.08
568,Gonzalo Verdú,es  ESP,DF,Elche,32,1988,19,16,1397,15.5,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
569,Mikel Vesga,es  ESP,MF,Athletic Club,28,1993,32,17,1358,15.1,2,0,2,0,0,7,2,0.13,0.00,0.13,0.13,0.13,1.2,1.2,1.1,2.4,0.08,0.07,0.16,0.08,0.16
570,Rúben Vezo,pt  POR,DF,Levante,27,1994,32,27,2420,26.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.4,0.03,0.03,0.05,0.03,0.05
571,Aleix Vidal,es  ESP,"DF,MF",Espanyol,31,1989,31,21,1901,21.1,2,0,2,0,0,10,0,0.09,0.00,0.09,0.09,0.09,0.9,0.9,2.3,3.2,0.04,0.11,0.15,0.04,0.15
572,Nacho Vidal,es  ESP,DF,Osasuna,26,1995,35,33,2902,32.2,0,1,0,0,0,9,0,0.00,0.03,0.03,0.00,0.03,1.5,1.5,2.5,4.0,0.05,0.08,0.12,0.05,0.12
573,Dídac Vilà,es  ESP,"DF,MF",Espanyol,32,1989,9,1,203,2.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.07,0.07,0.00,0.07
574,Tonny Vilhena,nl  NED,"MF,FW",Espanyol,26,1995,17,13,928,10.3,1,1,1,0,0,4,0,0.10,0.10,0.19,0.10,0.19,1.0,1.0,1.0,2.1,0.10,0.10,0.20,0.10,0.20
575,Daniel Villahermosa,es  ESP,MF,Espanyol,20,2001,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
576,Asier Villalibre,es  ESP,FW,Athletic Club,23,1997,19,3,548,6.1,2,0,2,0,0,0,0,0.33,0.00,0.33,0.33,0.33,2.7,2.7,0.1,2.9,0.45,0.02,0.47,0.45,0.47
577,Gonzalo Villar,es  ESP,MF,Getafe,23,1998,10,2,298,3.3,0,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,0.5,0.5,0.3,0.7,0.14,0.08,0.22,0.14,0.22
578,Vitolo,es  ESP,MF,Getafe,31,1989,7,1,221,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.07,0.08,0.01,0.08
579,Daniel Vivian,es  ESP,DF,Athletic Club,22,1999,24,22,1986,22.1,2,1,2,0,0,2,0,0.09,0.05,0.14,0.09,0.14,1.6,1.6,0.5,2.0,0.07,0.02,0.09,0.07,0.09
580,Šime Vrsaljko,hr  CRO,DF,Atlético Madrid,29,1992,21,10,914,10.2,1,2,1,0,0,4,0,0.10,0.20,0.30,0.10,0.30,1.1,1.1,0.5,1.6,0.11,0.05,0.16,0.11,0.16
581,Nikola Vukčević,me  MNE,MF,Levante,29,1991,6,0,118,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.05,0.07,0.02,0.07
582,Iñaki Williams,gh  GHA,FW,Athletic Club,27,1994,38,32,2777,30.9,8,5,7,1,1,4,0,0.26,0.16,0.42,0.23,0.39,15.0,14.2,6.0,20.3,0.49,0.20,0.68,0.46,0.66
583,Nico Williams,es  ESP,MF,Athletic Club,19,2002,34,11,1337,14.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,3.5,3.5,1.5,5.1,0.24,0.10,0.34,0.24,0.34
584,Joseba Zaldúa,es  ESP,DF,Real Sociedad,29,1992,24,14,1172,13.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.01,0.01,0.03,0.01,0.03
585,Oier Zarraga,es  ESP,MF,Athletic Club,22,1999,31,8,1166,13.0,1,0,0,1,1,5,0,0.08,0.00,0.08,0.00,0.00,1.5,0.7,0.2,0.9,0.12,0.01,0.13,0.06,0.07
586,Luca Zidane,fr  FRA,GK,Rayo Vallecano,23,1998,8,8,645,7.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
587,Igor Zubeldia,es  ESP,DF,Real Sociedad,24,1997,26,19,1648,18.3,0,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,0.9,0.9,1.0,1.9,0.05,0.06,0.10,0.05,0.10
588,Martín Zubimendi,es  ESP,MF,Real Sociedad,22,1999,36,26,2591,28.8,2,1,2,0,0,4,0,0.07,0.03,0.10,0.07,0.10,2.3,2.3,0.8,3.2,0.08,0.03,0.11,0.08,0.11
