,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
14,Jordi Alba,es  ESP,DF,Barcelona,32,1989,30,2644,88,77.3,29.4,30,88,26,0,,1,2.00,54,32,+22,+0.75,-0.18,54.1,32.4,+21.7,+0.74,+0.03
15,Raúl Albiol,es  ESP,DF,Villarreal,35,1985,28,2465,88,72.1,27.4,28,88,26,0,,6,1.50,42,25,+17,+0.62,-0.23,45.0,34.3,+10.7,+0.39,-0.17
16,Paco Alcácer,es  ESP,FW,Villarreal,27,1993,18,787,44,23.0,8.7,10,65,0,8,17,8,1.44,16,11,+5,+0.57,-0.15,13.6,12.0,+1.6,+0.18,-0.33
17,Rubén Alcaraz,es  ESP,MF,Cádiz,30,1991,14,1105,79,32.3,12.3,12,87,10,2,31,0,1.21,10,12,-2,-0.16,+0.38,16.7,13.9,+2.8,+0.23,+0.72
18,Omar Alderete,py  PAR,DF,Valencia,24,1996,29,2403,83,70.3,26.7,28,84,20,1,45,3,1.21,32,34,-2,-0.07,+0.19,30.5,34.0,-3.5,-0.13,+0.04
19,Iván Alejo,es  ESP,"MF,FW",Cádiz,26,1995,20,1065,53,31.1,11.8,11,73,2,9,29,7,1.20,14,9,+5,+0.42,+1.23,13.6,14.4,-0.8,-0.07,+0.28
20,Pedro Alemañ,es  ESP,MF,Valencia,19,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
21,Carles Aleñá,es  ESP,MF,Getafe,23,1998,33,2320,70,67.8,25.8,30,76,6,3,15,1,1.12,23,20,+3,+0.12,+1.02,20.5,25.3,-4.8,-0.19,+0.14
22,Mircea Alexandru Tirlea,ro  ROU,DF,Alavés,21,2000,1,15,15,0.4,0.2,0,,0,1,15,3,0.00,0,0,0,0.00,+0.90,0.0,0.4,-0.4,-2.48,-1.87
23,Alfon,es  ESP,FW,Celta Vigo,22,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
24,Ángel Algobia,es  ESP,MF,Getafe,22,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
25,Gastón Álvarez,uy  URU,DF,Getafe,21,2000,0,,,,,0,,0,0,,15,,,,,,,,,,,
26,Hugo Álvarez,es  ESP,FW,Celta Vigo,18,2003,1,11,11,0.3,0.1,0,,0,1,11,5,3.00,0,0,0,0.00,0.00,0.3,0.0,+0.3,+2.35,+2.43
27,Iker Álvarez,ad  AND,GK,Villarreal,20,2001,0,,,,,0,,0,0,,10,,,,,,,,,,,
28,Yeray Álvarez,es  ESP,DF,Athletic Club,26,1995,22,1860,85,54.4,20.7,21,88,20,1,15,6,1.23,20,20,0,0.00,-0.40,31.2,22.1,+9.1,+0.44,+0.33
29,Dani Alves,br  BRA,DF,Barcelona,38,1983,14,1098,78,32.1,12.2,13,84,6,1,5,3,2.50,26,10,+16,+1.31,+0.77,20.9,12.7,+8.2,+0.67,-0.09
30,Emmanuel Amankwaa Akurugu,gh  GHA,DF,Getafe,19,2001,3,79,26,2.3,0.9,1,63,0,2,8,8,1.00,2,1,+1,+1.14,+1.38,0.8,1.3,-0.4,-0.50,-0.28
31,Amath,sn  SEN,"FW,MF",Mallorca,25,1996,19,884,47,25.8,9.8,9,68,1,10,27,4,0.89,10,13,-3,-0.31,+0.55,12.6,12.8,-0.2,-0.03,+0.33
32,Florin Andone,ro  ROU,FW,Cádiz,28,1993,5,176,35,5.1,2.0,1,66,0,4,28,14,0.20,1,7,-6,-3.07,-2.79,1.4,4.4,-3.1,-1.57,-1.38
33,Lluis Andreu,es  ESP,GK,Elche,22,1999,0,,,,,0,,0,0,,16,,,,,,,,,,,
34,Ángel,es  ESP,GK,Granada,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
35,José Ángel,es  ESP,DF,Osasuna,31,1989,23,1083,47,31.7,12.0,12,78,4,11,13,12,1.04,14,20,-6,-0.50,-0.19,14.3,21.9,-7.6,-0.63,-0.60
36,Josep Antoni Gayá,es  ESP,DF,Mallorca,21,2000,1,58,58,1.7,0.6,1,58,0,0,,17,0.00,1,4,-3,-4.66,-4.01,1.0,2.6,-1.6,-2.52,-2.29
37,Mauro Arambarri,uy  URU,MF,Getafe,25,1995,31,2663,86,77.9,29.6,31,86,27,0,,0,1.23,31,27,+4,+0.14,+1.56,28.1,31.0,-2.9,-0.10,+0.61
38,Arana,es  ESP,FW,Villarreal,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
39,Néstor Araujo,mx  MEX,DF,Celta Vigo,29,1991,34,2617,77,76.5,29.1,29,87,24,5,19,3,1.26,32,30,+2,+0.07,+0.29,33.0,34.8,-1.8,-0.06,+0.05
40,Ronald Araújo,uy  URU,DF,Barcelona,22,1999,30,2272,76,66.4,25.2,25,86,22,5,25,1,2.13,48,29,+19,+0.75,-0.11,43.6,26.5,+17.1,+0.68,-0.17
41,Iván Arboleda,co  COL,GK,Rayo Vallecano,25,1996,0,,,,,0,,0,0,,8,,,,,,,,,,,
42,Jesús Areso,es  ESP,DF,Osasuna,22,1999,3,188,63,5.5,2.1,2,86,1,1,16,15,1.00,2,5,-3,-1.44,-1.13,1.5,5.2,-3.7,-1.75,-1.62
43,Matias Arezo,uy  URU,"FW,MF",Granada,18,2002,8,162,20,4.7,1.8,1,71,0,7,13,8,0.25,4,5,-1,-0.56,-0.11,3.4,5.9,-2.5,-1.41,-0.94
44,Santiago Arias,co  COL,DF,Granada,29,1992,12,440,37,12.9,4.9,4,78,2,8,16,8,1.50,12,9,+3,+0.61,+1.22,8.7,9.7,-0.9,-0.19,+0.37
45,Juan Artola,es  ESP,FW,Athletic Club,21,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
46,Santiago Arzamendia,py  PAR,MF,Cádiz,23,1998,14,469,34,13.7,5.2,5,61,1,9,18,20,1.50,5,7,-2,-0.38,+0.04,3.4,7.9,-4.5,-0.86,-0.69
47,Sergio Asenjo,es  ESP,GK,Villarreal,32,1989,6,540,90,15.8,6.0,6,90,6,0,,30,1.33,13,9,+4,+0.67,-0.02,12.8,11.1,+1.7,+0.28,-0.18
48,Alejandro Asensio,es  ESP,FW,Rayo Vallecano,20,2000,2,12,6,0.4,0.1,0,,0,2,6,2,0.00,0,0,0,0.00,+0.29,1.2,0.0,+1.2,+8.08,+8.16
49,Marco Asensio,es  ESP,"FW,MF",Real Madrid,25,1996,31,1731,56,50.6,19.2,19,79,7,12,20,2,2.39,42,13,+29,+1.51,+0.44,43.4,25.1,+18.3,+0.95,+0.30
50,Iago Aspas,es  ESP,FW,Celta Vigo,33,1987,37,3087,83,90.3,34.3,36,85,26,1,11,0,1.22,41,39,+2,+0.06,+0.60,41.8,45.8,-4.0,-0.12,-0.42
51,Pierre-Emerick Aubameyang,ga  GAB,FW,Barcelona,32,1989,17,1082,64,31.6,12.0,13,74,0,4,29,0,2.24,26,10,+16,+1.33,+0.79,21.4,13.1,+8.4,+0.70,-0.06
52,Ludwig Augustinsson,se  SWE,"DF,FW",Sevilla,27,1994,19,793,42,23.2,8.8,9,72,3,10,14,16,1.95,16,13,+3,+0.34,-0.34,10.3,13.6,-3.3,-0.37,-0.66
53,Serge Aurier,ci  CIV,DF,Villarreal,28,1992,19,1010,53,29.5,11.2,10,86,8,9,17,2,1.68,22,12,+10,+0.89,+0.29,23.1,16.9,+6.2,+0.55,+0.16
54,Ezequiel Ávila,ar  ARG,"FW,MF",Osasuna,27,1994,36,1870,52,54.7,20.8,22,73,2,14,19,0,1.22,20,22,-2,-0.10,+0.60,20.3,28.8,-8.5,-0.41,-0.42
55,Gaizka Ayesa,es  ESP,GK,Real Sociedad,20,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,
56,Iddrisu Baba,gh  GHA,MF,Mallorca,25,1996,26,1934,74,56.5,21.5,23,81,11,3,23,5,0.96,18,36,-18,-0.84,-0.29,21.5,30.4,-8.9,-0.42,-0.34
57,Carlos Bacca,co  COL,FW,Granada,34,1986,17,513,30,15.0,5.7,4,73,1,13,17,16,0.83,7,10,-3,-0.53,-0.09,8.1,8.8,-0.6,-0.11,+0.48
58,Édgar Badía,es  ESP,GK,Elche,29,1992,24,2160,90,63.2,24.0,24,90,24,0,,14,1.21,28,35,-7,-0.29,+0.07,23.4,43.6,-20.2,-0.84,-0.24
59,Miguel Baeza,es  ESP,DF,Celta Vigo,21,2000,1,2,2,0.1,0.0,0,,0,1,2,16,0.00,0,0,0,0.00,0.00,0.3,0.3,0.0,-0.88,-0.81
60,Alex Balboa,gq  EQG,MF,Alavés,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
61,Alejandro Balde,es  ESP,"DF,FW",Barcelona,17,2003,5,188,38,5.5,2.1,2,65,0,3,19,13,1.40,0,4,-4,-1.91,-2.86,1.1,2.0,-0.9,-0.43,-1.23
62,Gareth Bale,wls  WAL,FW,Real Madrid,32,1989,5,280,56,8.2,3.1,4,66,0,1,17,8,2.20,5,3,+2,+0.64,-0.70,4.6,3.6,+1.0,+0.33,-0.51
63,Mikel Balenziaga,es  ESP,DF,Athletic Club,33,1988,26,2027,78,59.3,22.5,23,87,19,3,12,11,1.58,25,23,+2,+0.09,-0.23,30.2,29.5,+0.6,+0.03,-0.64
64,Iván Balliu,al  ALB,DF,Rayo Vallecano,29,1992,35,3147,90,92.0,35.0,35,90,34,0,,0,1.00,35,48,-13,-0.37,-1.03,46.3,49.9,-3.6,-0.10,-0.74
65,Barbero,es  ESP,"FW,MF",Osasuna,22,1998,6,21,4,0.6,0.2,0,,0,6,4,22,0.83,2,3,-1,-4.29,-3.94,1.3,2.4,-1.1,-4.58,-4.38
66,Barcia,es  ESP,DF,Granada,20,2000,1,75,75,2.2,0.8,1,75,0,0,,4,1.00,0,1,-1,-1.20,-0.77,0.5,0.8,-0.4,-0.43,+0.08
67,Enis Bardhi,mk  MKD,"MF,FW",Levante,26,1995,30,1701,57,49.7,18.9,17,78,6,13,29,2,0.87,27,44,-17,-0.90,-0.48,30.2,30.7,-0.5,-0.03,-0.07
68,Keidi Bare,al  ALB,MF,Espanyol,23,1997,25,1481,59,43.3,16.5,18,73,6,7,25,3,1.32,14,20,-6,-0.36,-0.04,14.9,22.6,-7.7,-0.46,-0.05
69,Kike Barja,es  ESP,"MF,FW",Osasuna,24,1997,21,865,41,25.3,9.6,9,72,0,12,18,7,0.81,6,11,-5,-0.52,-0.20,11.1,9.2,+2.0,+0.21,+0.57
70,Antonio Barragán,es  ESP,DF,Elche,34,1987,16,1020,64,29.8,11.3,12,76,5,4,26,18,1.00,8,20,-12,-1.06,-1.06,6.9,20.2,-13.3,-1.17,-0.60
71,Ander Barrenetxea,es  ESP,"FW,MF",Real Sociedad,19,2001,11,547,50,16.0,6.1,6,61,0,5,36,1,1.09,5,8,-3,-0.49,-0.68,6.8,7.0,-0.3,-0.04,-0.48
72,Pablo Barrios,es  ESP,MF,Atlético Madrid,18,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,
73,Marc Bartra,es  ESP,DF,Betis,30,1991,23,1993,87,58.3,22.1,23,87,22,0,,8,1.74,34,24,+10,+0.45,-0.31,34.6,27.2,+7.4,+0.34,+0.16
74,Álvaro Bastida,es  ESP,MF,Cádiz,17,2004,6,197,33,5.8,2.2,2,69,0,4,15,14,0.67,4,6,-2,-0.91,-0.52,1.8,3.8,-2.0,-0.90,-0.68
75,Rodrigo Battaglia,ar  ARG,MF,Mallorca,30,1991,26,1179,45,34.5,13.1,12,83,7,14,13,10,1.35,11,25,-14,-1.07,-0.55,13.7,25.6,-11.9,-0.91,-0.98
76,Jon Bautista,es  ESP,MF,Real Sociedad,26,1995,1,45,45,1.3,0.5,0,,0,1,45,1,0.00,2,2,0,0.00,-0.08,0.9,1.7,-0.8,-1.65,-2.04
77,Bebé,cv  CPV,FW,Rayo Vallecano,31,1990,29,867,30,25.4,9.6,6,63,0,23,21,9,0.76,10,16,-6,-0.62,-0.45,15.8,15.8,0.0,0.00,+0.06
78,Héctor Bellerín,es  ESP,DF,Betis,26,1995,23,1979,86,57.9,22.0,22,89,21,1,23,5,1.87,40,23,+17,+0.77,+0.46,37.4,27.1,+10.3,+0.47,+0.47
79,Fran Beltrán,es  ESP,MF,Celta Vigo,22,1999,37,2597,70,75.9,28.9,31,78,14,6,30,0,1.24,34,28,+6,+0.21,+0.86,33.8,36.8,-3.0,-0.10,-0.12
80,Darío Benedetto,ar  ARG,"FW,MF",Elche,31,1990,14,590,42,17.3,6.6,6,70,0,8,21,3,0.93,9,8,+1,+0.15,+0.57,6.2,10.0,-3.8,-0.58,+0.20
81,Carlos Benitez,es  ESP,MF,Levante,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
82,Iker Benito,es  ESP,"FW,MF",Osasuna,18,2002,4,118,30,3.5,1.3,1,66,0,3,17,6,1.00,0,4,-4,-3.05,-2.78,1.1,4.7,-3.6,-2.73,-2.59
83,Pedro Benito,es  ESP,FW,Cádiz,21,2000,1,31,31,0.9,0.3,0,,0,1,31,0,1.00,0,0,0,0.00,+0.42,0.0,0.6,-0.6,-1.67,-1.42
84,Karim Benzema,fr  FRA,FW,Real Madrid,33,1987,32,2593,81,75.8,28.8,31,83,18,1,31,1,2.44,65,23,+42,+1.46,+0.70,61.4,32.8,+28.6,+1.00,+0.78
85,Yuri Berchiche,es  ESP,DF,Athletic Club,31,1990,14,1015,73,29.7,11.3,11,87,8,3,21,3,1.64,16,10,+6,+0.53,+0.49,18.0,9.8,+8.1,+0.72,+0.61
86,Álex Berenguer,es  ESP,MF,Athletic Club,26,1995,34,2168,64,63.4,24.1,24,79,11,10,26,2,1.50,28,17,+11,+0.46,+0.74,35.9,23.4,+12.4,+0.52,+0.62
87,Pedro Bigas,es  ESP,DF,Elche,30,1990,19,1551,82,45.4,17.2,19,82,13,0,,5,1.05,18,26,-8,-0.46,-0.27,16.8,24.6,-7.8,-0.46,+0.54
88,Luis Bilbao,es  ESP,FW,Athletic Club,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
89,Blanco,es  ESP,MF,Real Madrid,21,2000,1,31,31,0.9,0.3,0,,0,1,31,14,3.00,2,0,+2,+5.81,+4.56,0.7,0.6,0.0,+0.13,-0.69
90,Alejandro Blanco,es  ESP,MF,Valencia,22,1998,0,,,,,0,,0,0,,7,,,,,,,,,,,
91,Rubén Blanco,es  ESP,GK,Celta Vigo,26,1995,0,,,,,0,,0,0,,36,,,,,,,,,,,
92,Alejandro Blesa,es  ESP,MF,Levante,19,2002,0,,,,,0,,0,0,,11,,,,,,,,,,,
93,Sergio Bono Juan,es  ESP,DF,Elche,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
94,Yassine Bounou,ma  MAR,GK,Sevilla,30,1991,31,2790,90,81.6,31.0,31,90,31,0,,2,1.77,40,24,+16,+0.52,-0.48,37.5,36.4,+1.1,+0.03,-0.55
95,Lucas Boyé,ar  ARG,FW,Elche,25,1996,24,1713,71,50.1,19.0,22,75,9,2,30,0,1.00,20,25,-5,-0.26,+0.11,18.0,33.1,-15.1,-0.79,-0.08
96,Martin Braithwaite,dk  DEN,FW,Barcelona,30,1991,4,235,59,6.9,2.6,3,75,1,1,11,15,2.50,6,4,+2,+0.77,-0.03,4.7,2.8,+1.9,+0.74,+0.01
97,Darko Brašanac,rs  SRB,MF,Osasuna,29,1992,35,2405,69,70.3,26.7,27,83,13,8,20,1,1.23,28,34,-6,-0.22,+0.48,28.0,33.0,-5.0,-0.19,+0.12
98,Brau,es  ESP,DF,Granada,19,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
99,Claudio Bravo,cl  CHI,GK,Betis,38,1983,17,1456,86,42.6,16.2,17,86,16,0,,11,1.65,30,19,+11,+0.68,+0.18,26.2,22.1,+4.2,+0.26,-0.02
100,Diego Bri,es  ESP,FW,Elche,18,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
101,Yan Brice Eteki,cm  CMR,MF,Granada,23,1997,12,343,29,10.0,3.8,2,56,0,10,23,14,1.33,6,6,0,0.00,+0.50,7.0,5.6,+1.4,+0.37,+0.98
102,Bryan,es  ESP,"MF,FW",Valencia,20,2001,13,753,58,22.0,8.4,9,75,2,4,20,2,1.31,5,7,-2,-0.24,-0.14,8.6,8.4,+0.2,+0.02,+0.21
103,Ante Budimir,hr  CRO,FW,Osasuna,30,1991,28,1738,62,50.8,19.3,20,79,9,8,20,2,1.07,18,24,-6,-0.31,+0.12,21.1,23.8,-2.7,-0.14,+0.17
104,Alessandro Burlamaqui,pe  PER,MF,Valencia,19,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
105,Sergio Busquets,es  ESP,MF,Barcelona,33,1988,36,3198,89,93.5,35.5,36,89,32,0,,0,1.86,60,36,+24,+0.68,-1.76,62.1,36.7,+25.4,+0.72,-0.28
106,Adrián Butzke,es  ESP,FW,Granada,22,1999,1,1,1,0.0,0.0,0,,0,1,1,9,3.00,1,0,+1,+90.00,+90.47,0.6,0.0,+0.6,+50.65,+51.18
107,Erick Cabaco,uy  URU,DF,Getafe,26,1995,10,403,40,11.8,4.5,5,70,0,5,11,12,0.73,3,6,-3,-0.67,-0.52,3.2,5.3,-2.1,-0.46,-0.26
108,José Cabrera,es  ESP,DF,Villarreal,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
109,Leandro Cabrera,uy  URU,DF,Espanyol,30,1991,37,3330,90,97.4,37.0,37,90,37,0,,0,1.14,39,49,-10,-0.27,+2.73,38.7,54.2,-15.5,-0.42,+0.66
110,Martín Cáceres,uy  URU,DF,Levante,34,1987,10,663,66,19.4,7.4,9,69,2,1,45,3,1.10,6,13,-7,-0.95,-0.36,9.4,11.6,-2.2,-0.30,-0.38
111,Cala,es  ESP,DF,Cádiz,31,1989,14,947,68,27.7,10.5,10,85,8,4,25,20,0.80,9,23,-14,-1.33,-1.26,9.1,20.0,-10.8,-1.03,-1.06
112,Calderón,es  ESP,DF,Betis,21,2000,1,65,65,1.9,0.7,0,,0,1,65,2,1.00,1,0,+1,+1.38,+0.82,0.7,0.1,+0.5,+0.74,+0.48
113,Fernando Calero,es  ESP,DF,Espanyol,25,1995,16,1090,68,31.9,12.1,13,81,8,3,12,15,0.88,11,17,-6,-0.50,-0.23,10.9,15.8,-4.9,-0.41,+0.05
114,Ibrahima Camara,es  ESP,DF,Atlético Madrid,18,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
115,Víctor Camarasa,es  ESP,"MF,FW",Betis,27,1994,7,108,15,3.2,1.2,0,,0,7,15,2,1.86,1,2,-1,-0.83,-1.46,1.4,2.3,-0.9,-0.76,-1.06
116,Eduardo Camavinga,fr  FRA,MF,Real Madrid,18,2002,26,1236,48,36.1,13.7,13,71,6,13,24,8,2.42,33,13,+20,+1.46,+0.26,29.6,20.3,+9.4,+0.68,-0.19
117,Sergio Camello,es  ESP,FW,Atlético Madrid,20,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
118,José Campaña,es  ESP,MF,Levante,28,1993,20,1422,71,41.6,15.8,16,79,8,4,40,0,0.95,21,28,-7,-0.44,+0.37,23.1,23.1,0.0,0.00,-0.01
119,Gaizka Campos Bahillo,es  ESP,GK,Celta Vigo,24,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
120,Sergio Canales,es  ESP,"FW,MF",Betis,30,1991,34,2791,82,81.6,31.0,33,84,19,1,27,0,1.74,48,31,+17,+0.55,-0.17,42.3,36.2,+6.1,+0.20,-0.39
121,Álex Cantero,es  ESP,"FW,MF",Levante,21,2000,25,610,24,17.8,6.8,4,68,0,21,16,11,0.68,16,16,0,0.00,+0.80,15.4,12.5,+2.9,+0.43,+0.51
122,Ander Capa,es  ESP,DF,Athletic Club,29,1992,1,4,4,0.1,0.0,0,,0,1,4,29,3.00,0,0,0,0.00,-0.18,0.1,0.0,+0.1,+2.39,+2.10
123,Étienne Capoue,fr  FRA,MF,Villarreal,33,1988,30,2290,76,67.0,25.4,26,83,15,4,33,3,1.43,36,23,+13,+0.51,-0.52,39.8,32.3,+7.5,+0.30,-0.43
124,Isaac Carcelen,es  ESP,"DF,MF",Cádiz,28,1993,25,1544,62,45.1,17.2,17,81,9,8,21,4,0.96,16,22,-6,-0.35,+0.13,19.1,28.8,-9.7,-0.56,-0.55
125,Cárdenas,es  ESP,GK,Levante,24,1997,24,2160,90,63.2,24.0,24,90,24,0,,12,1.00,36,46,-10,-0.42,+0.65,42.1,40.4,+1.7,+0.07,+0.17
126,Lazar Carević,me  MNE,GK,Barcelona,22,1999,0,,,,,0,,0,0,,7,,,,,,,,,,,
127,Carlo,es  ESP,MF,Villarreal,20,2001,1,7,7,0.2,0.1,0,,0,1,7,3,3.00,0,0,0,0.00,-0.69,0.4,0.0,+0.4,+5.06,+4.63
128,Diego Carlos,br  BRA,DF,Sevilla,28,1993,34,2957,87,86.5,32.9,34,87,30,0,,0,1.88,48,27,+21,+0.64,+0.25,43.2,36.2,+7.0,+0.21,+0.58
129,Carmona,es  ESP,DF,Sevilla,19,2002,1,24,24,0.7,0.3,0,,0,1,24,14,1.00,0,0,0,0.00,-0.61,0.1,0.1,0.0,-0.12,-0.26
130,Marc Carmona,es  ESP,DF,Mallorca,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
131,Yannick Carrasco,be  BEL,"FW,MF",Atlético Madrid,27,1993,34,2583,76,75.5,28.7,28,83,14,6,45,0,1.91,52,34,+18,+0.63,+0.20,45.4,28.0,+17.3,+0.60,+0.33
132,Coke Carrillo,es  ESP,GK,Celta Vigo,19,2002,0,,,,,0,,0,0,,18,,,,,,,,,,,
133,Guido Carrillo,ar  ARG,FW,Elche,30,1991,29,1168,40,34.2,13.0,11,76,5,18,18,6,1.00,12,20,-8,-0.62,-0.46,13.8,19.6,-5.8,-0.45,+0.47
134,Thomas Carrique,fr  FRA,DF,Celta Vigo,22,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
135,Dani Carvajal,es  ESP,DF,Real Madrid,29,1992,24,1551,65,45.4,17.2,17,81,9,7,25,4,2.46,37,13,+24,+1.39,+0.19,36.4,18.6,+17.9,+1.04,+0.43
136,William Carvalho,pt  POR,MF,Betis,29,1992,33,1805,55,52.8,20.1,20,79,8,13,18,2,1.82,37,25,+12,+0.60,+0.04,35.2,32.9,+2.3,+0.11,-0.33
137,Casemiro,br  BRA,MF,Real Madrid,29,1992,32,2569,80,75.1,28.5,31,82,22,1,30,2,2.13,52,23,+29,+1.02,-1.10,56.2,36.0,+20.1,+0.70,-0.41
138,Kiko Casilla,es  ESP,GK,Elche,34,1986,14,1260,90,36.8,14.0,14,90,14,0,,20,0.93,12,17,-5,-0.36,-0.07,12.8,21.2,-8.4,-0.60,+0.24
139,Javier Castro,es  ESP,DF,Celta Vigo,20,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
140,Catena,es  ESP,DF,Rayo Vallecano,26,1994,36,3240,90,94.7,36.0,36,90,36,0,,0,1.17,39,46,-7,-0.19,+1.81,49.0,48.8,+0.3,+0.01,+1.00
141,Dani Ceballos,es  ESP,MF,Real Madrid,24,1996,11,276,25,8.1,3.1,2,80,1,9,13,6,2.64,8,2,+6,+1.96,+0.73,7.1,5.3,+1.8,+0.60,-0.23
142,Franco Cervi,ar  ARG,MF,Celta Vigo,27,1994,33,1801,55,52.7,20.0,21,70,3,12,28,2,1.24,31,22,+9,+0.45,+0.95,23.8,25.4,-1.6,-0.08,-0.01
143,César,es  ESP,MF,Elche,20,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
144,Chapela,es  ESP,"MF,FW",Cádiz,22,1999,9,398,44,11.6,4.4,4,64,0,5,29,11,0.78,4,9,-5,-1.13,-0.80,2.4,8.0,-5.6,-1.26,-1.14
145,Chema,es  ESP,MF,Getafe,29,1992,1,45,45,1.3,0.5,1,45,0,0,,10,0.00,0,4,-4,-8.00,-7.89,0.3,0.9,-0.6,-1.16,-0.94
146,Denis Cheryshev,ru  RUS,"MF,FW",Valencia,30,1990,17,563,33,16.5,6.3,5,71,0,12,17,12,1.47,12,9,+3,+0.48,+0.73,10.7,9.9,+0.9,+0.14,+0.34
147,Chinchu,es  ESP,DF,Getafe,19,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
