,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
10,Marc Albrighton,eng  ENG,"FW,DF",Leicester City,31-148,1989,15.0,461,680,67.8,8086,3178,237,289,82.0,151,191,79.1,55,140,39.3,4,3.5,+0.5,28,39,30,12,64
11,Thiago Alcántara,es  ESP,MF,Liverpool,30-004,1991,13.8,1026,1152,89.1,21563,5217,348,383,90.9,479,514,93.2,184,227,81.1,0,1.2,-1.2,17,127,11,1,115
12,Toby Alderweireld,be  BEL,DF,Tottenham,32-044,1989,17.9,776,940,82.6,18272,4924,183,198,92.4,400,433,92.4,187,292,64.0,0,0.2,-0.2,3,52,4,1,36
13,Rúnar Alex Rúnarsson,is  ISL,GK,Arsenal,26-056,1995,0.2,7,11,63.6,126,51,2,2,100.0,5,5,100.0,0,4,0.0,0,0.0,0.0,0,0,0,0,0
14,Trent Alexander-Arnold,eng  ENG,DF,Liverpool,22-190,1998,26.7,1818,2422,75.1,38894,15580,636,720,88.3,829,997,83.1,339,632,53.6,4,5.0,-1.0,49,178,81,20,240
15,Ezgjan Alioski,mk  MKD,DF,Leeds United,29-062,1992,21.0,1042,1287,81.0,17194,5989,530,590,89.8,435,503,86.5,67,141,47.5,1,2.2,-1.2,22,74,25,10,85
16,Alisson,br  BRA,GK,Liverpool,28-195,1992,26.0,765,893,85.7,20160,10462,118,118,100.0,414,420,98.6,230,351,65.5,0,0.0,0.0,0,6,0,0,1
17,Allan,br  BRA,MF,Everton,30-097,1991,14.8,596,693,86.0,11452,2573,243,267,91.0,245,281,87.2,95,121,78.5,0,0.3,-0.3,7,52,8,0,42
18,Dele Alli,eng  ENG,MF,Tottenham,25-004,1996,2.6,111,138,80.4,1921,419,50,58,86.2,47,53,88.7,12,15,80.0,0,0.2,-0.2,4,8,3,0,11
19,Miguel Almirón,py  PAR,"MF,FW",Newcastle Utd,27-064,1994,20.4,551,684,80.6,9429,2072,275,310,88.7,206,244,84.4,53,88,60.2,1,2.2,-1.2,23,42,23,7,50
20,Marcos Alonso,es  ESP,DF,Chelsea,30-108,1990,8.8,418,508,82.3,7037,2558,209,234,89.3,176,201,87.6,30,54,55.6,0,1.1,-1.1,10,15,7,2,42
21,Steven Alzate,co  COL,"MF,DF",Brighton,22-219,1998,8.2,308,351,87.7,5508,1075,144,162,88.9,122,131,93.1,39,47,83.0,0,0.4,-0.4,8,23,6,0,27
22,Daniel Amartey,gh  GHA,DF,Leicester City,26-115,1994,8.0,400,466,85.8,7601,2362,136,146,93.2,212,240,88.3,45,62,72.6,0,0.0,0.0,0,19,1,0,25
23,Ethan Ampadu,wal  WAL,"DF,MF",Sheffield Utd,20-213,2000,22.3,811,1013,80.1,16462,5242,285,331,86.1,384,446,86.1,130,206,63.1,0,0.9,-0.9,10,66,16,2,76
24,Joachim Andersen,dk  DEN,DF,Fulham,24-319,1996,25.7,1260,1511,83.4,31779,9618,246,276,89.1,664,726,91.5,341,485,70.3,1,0.5,+0.5,8,107,9,1,90
25,Elliot Anderson,sco  SCO,MF,Newcastle Utd,18-160,2002,0.0,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
26,Felipe Anderson,br  BRA,"FW,MF",West Ham,28-000,1993,0.0,4,6,66.7,61,28,2,2,100.0,2,4,50.0,0,0,,0,0.0,0.0,0,0,0,0,2
27,Michail Antonio,eng  ENG,FW,West Ham,31-018,1990,17.2,234,361,64.8,3679,644,134,189,70.9,65,100,65.0,23,37,62.2,5,2.0,+3.0,18,15,9,2,18
28,Alphonse Areola,fr  FRA,GK,Fulham,28-047,1993,31.0,608,833,73.0,17187,10791,178,178,100.0,200,201,99.5,217,441,49.2,0,0.0,0.0,0,6,0,0,0
29,Stuart Armstrong,sco  SCO,MF,Southampton,29-016,1992,23.9,740,945,78.3,12076,3490,392,465,84.3,273,319,85.6,62,94,66.0,4,2.2,+1.8,29,67,34,5,88
30,Kepa Arrizabalaga,es  ESP,GK,Chelsea,26-194,1994,4.0,106,138,76.8,3073,1637,24,25,96.0,43,43,100.0,39,70,55.7,0,0.0,0.0,0,1,0,0,0
31,Pierre-Emerick Aubameyang,ga  GAB,FW,Arsenal,31-301,1989,22.3,451,604,74.7,6816,1378,254,314,80.9,155,204,76.0,25,47,53.2,1,1.9,-0.9,18,16,25,9,45
32,Serge Aurier,ci  CIV,DF,Tottenham,28-112,1992,13.8,554,707,78.4,8847,3626,292,324,90.1,214,282,75.9,37,72,51.4,1,1.5,-0.5,9,17,17,6,46
33,Charlie Austin,eng  ENG,FW,West Brom,31-284,1989,1.5,25,34,73.5,374,134,12,14,85.7,12,16,75.0,1,2,50.0,0,0.0,0.0,0,0,0,0,4
34,Jordan Ayew,gh  GHA,"FW,MF",Crystal Palace,29-216,1991,20.2,450,565,79.6,6355,1077,280,323,86.7,130,164,79.3,20,34,58.8,3,0.6,+2.4,11,12,13,2,33
35,Luke Ayling,eng  ENG,DF,Leeds United,29-233,1991,30.8,1761,2219,79.4,35744,14341,637,722,88.2,837,963,86.9,274,469,58.4,0,2.4,-2.4,23,150,30,11,172
36,César Azpilicueta,es  ESP,DF,Chelsea,31-230,1989,19.6,1454,1666,87.3,25911,9297,589,635,92.8,746,812,91.9,105,175,60.0,1,1.8,-0.8,19,111,16,3,92
37,Eric Bailly,ci  CIV,DF,Manchester Utd,27-003,1994,7.1,343,382,89.8,7151,2276,97,105,92.4,196,211,92.9,49,64,76.6,0,0.0,0.0,0,24,0,0,23
38,Fabián Balbuena,py  PAR,DF,West Ham,29-235,1991,12.4,324,425,76.2,7910,3083,65,74,87.8,175,200,87.5,80,142,56.3,0,0.0,0.0,0,29,0,0,27
39,George Baldock,eng  ENG,DF,Sheffield Utd,28-037,1993,25.0,708,909,77.9,10927,3553,404,440,91.8,247,313,78.9,39,95,41.1,2,1.3,+0.7,12,32,23,6,48
40,Gareth Bale,wal  WAL,FW,Tottenham,31-273,1989,6.3,168,251,66.9,3547,1052,78,94,83.0,47,68,69.1,37,71,52.1,2,0.9,+1.1,10,17,4,1,19
41,Patrick Bamford,eng  ENG,FW,Leeds United,27-222,1993,28.2,321,422,76.1,4273,651,187,244,76.6,89,108,82.4,18,21,85.7,7,3.5,+3.5,23,16,11,2,23
42,Phil Bardsley,sco  SCO,DF,Burnley,35-291,1985,3.0,116,165,70.3,2256,949,47,49,95.9,51,67,76.1,16,40,40.0,0,0.0,0.0,0,9,6,1,11
43,Ashley Barnes,eng  ENG,FW,Burnley,31-167,1989,14.4,186,290,64.1,2432,542,123,161,76.4,43,71,60.6,7,28,25.0,0,0.7,-0.7,13,13,7,1,19
44,Harvey Barnes,eng  ENG,"FW,MF",Leicester City,23-127,1997,21.6,468,626,74.8,7239,1875,265,331,80.1,157,198,79.3,33,51,64.7,4,1.5,+2.5,25,37,19,2,62
45,Kyle Bartley,eng  ENG,DF,West Brom,29-328,1991,21.7,515,659,78.1,10791,3559,159,186,85.5,266,313,85.0,85,150,56.7,1,0.2,+0.8,3,42,3,1,25
46,Chris Basham,eng  ENG,"DF,MF",Sheffield Utd,32-269,1988,23.6,733,911,80.5,13023,3821,334,374,89.3,308,369,83.5,80,134,59.7,1,0.7,+0.3,8,45,12,5,53
47,Michy Batshuayi,be  BEL,FW,Crystal Palace,27-195,1993,7.9,114,162,70.4,1651,319,62,79,78.5,37,52,71.2,8,10,80.0,1,1.4,-0.4,7,6,3,1,9
48,Jan Bednarek,pl  POL,DF,Southampton,25-003,1996,29.9,1514,1792,84.5,29098,9816,560,607,92.3,773,852,90.7,166,301,55.1,1,0.3,+0.7,5,75,4,0,74
49,Donny van de Beek,nl  NED,"MF,FW",Manchester Utd,23-362,1997,3.7,146,173,84.4,2089,393,87,99,87.9,53,57,93.0,3,5,60.0,0,0.1,-0.1,2,7,1,1,5
50,Héctor Bellerín,es  ESP,DF,Arsenal,26-027,1995,21.2,971,1175,82.6,16268,4721,456,524,87.0,441,516,85.5,57,89,64.0,2,2.3,-0.3,21,51,28,9,77
51,Saïd Benrahma,dz  ALG,"FW,MF",West Ham,25-248,1995,12.0,305,390,78.2,4765,1362,173,194,89.2,99,123,80.5,22,51,43.1,4,2.8,+1.2,18,32,14,4,38
52,Josh Benson,eng  ENG,MF,Burnley,21-131,1999,2.9,62,85,72.9,865,322,38,42,90.5,17,24,70.8,4,12,33.3,0,0.0,0.0,0,4,0,0,7
53,Christian Benteke,be  BEL,FW,Crystal Palace,30-133,1990,14.7,276,415,66.5,3737,756,164,238,68.9,76,122,62.3,15,22,68.2,1,0.9,+0.1,12,18,11,1,27
54,Jóhann Berg Guðmundsson,is  ISL,MF,Burnley,30-170,1990,11.8,270,360,75.0,4464,1065,150,174,86.2,82,107,76.6,30,63,47.6,0,0.4,-0.4,6,13,9,3,26
55,Sander Berge,no  NOR,MF,Sheffield Utd,23-060,1998,11.3,349,426,81.9,6398,1336,149,179,83.2,151,171,88.3,43,60,71.7,1,1.2,-0.2,12,32,4,2,29
56,Steven Bergwijn,nl  NED,"FW,MF",Tottenham,23-189,1997,11.6,298,367,81.2,4111,770,182,202,90.1,90,110,81.8,8,29,27.6,2,1.1,+0.9,11,18,7,0,15
57,Bernard,br  BRA,"FW,MF",Everton,28-219,1992,4.4,190,239,79.5,3111,807,95,109,87.2,75,93,80.6,15,21,71.4,0,0.6,-0.6,8,17,9,2,19
58,Bernardo,br  BRA,"DF,MF",Brighton,25-336,1995,2.3,62,87,71.3,1042,288,32,38,84.2,24,34,70.6,5,6,83.3,0,0.2,-0.2,2,3,2,1,6
59,Ryan Bertrand,eng  ENG,DF,Southampton,31-253,1989,28.9,1181,1537,76.8,19450,7477,601,682,88.1,472,593,79.6,81,189,42.9,1,1.2,-0.2,13,65,24,5,97
60,Yves Bissouma,ml  MLI,MF,Brighton,24-228,1996,27.6,1190,1373,86.7,24112,4349,412,471,87.5,555,610,91.0,202,256,78.9,0,0.6,-0.6,10,103,16,2,94
61,Jayden Bogle,eng  ENG,DF,Sheffield Utd,20-262,2000,9.8,253,320,79.1,4103,1646,144,164,87.8,75,92,81.5,26,42,61.9,0,0.2,-0.2,4,14,7,1,22
62,Willy Boly,ci  CIV,DF,Wolves,30-071,1991,17.0,658,796,82.7,13074,4479,214,242,88.4,341,379,90.0,96,158,60.8,1,0.4,+0.6,2,44,1,0,35
63,Jarrod Bowen,eng  ENG,"FW,MF",West Ham,24-116,1996,24.0,429,627,68.4,8527,1871,183,239,76.6,163,208,78.4,76,148,51.4,4,3.2,+0.8,22,20,19,7,34
64,Robbie Brady,ie  IRL,MF,Burnley,29-091,1992,11.7,266,393,67.7,4702,1627,133,161,82.6,88,129,68.2,34,78,43.6,1,0.9,+0.1,7,23,6,4,32
65,Rhian Brewster,eng  ENG,FW,Sheffield Utd,21-014,2000,10.1,128,177,72.3,2076,513,74,90,82.2,36,49,73.5,15,26,57.7,0,1.3,-1.3,6,11,2,0,14
66,Nathan Broadhead,wal  WAL,MF,Everton,23-010,1998,0.0,2,2,100.0,21,2,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
67,Josh Brownhill,eng  ENG,MF,Burnley,25-117,1995,24.8,770,971,79.3,12304,2687,393,451,87.1,273,332,82.2,68,125,54.4,0,0.8,-0.8,13,53,11,2,48
68,Joe Bryan,eng  ENG,"DF,FW",Fulham,27-210,1993,5.2,197,290,67.9,3591,1710,97,116,83.6,73,92,79.3,26,68,38.2,0,0.2,-0.2,3,13,3,2,19
69,Kean Bryan,eng  ENG,DF,Sheffield Utd,24-165,1996,8.3,220,313,70.3,4467,2276,83,90,92.2,96,119,80.7,34,88,38.6,0,0.4,-0.4,3,21,3,1,17
70,Oliver Burke,sco  SCO,FW,Sheffield Utd,24-008,1997,12.4,161,226,71.2,2123,236,102,129,79.1,42,54,77.8,5,11,45.5,1,1.7,-0.7,12,4,5,1,6
71,Dan Burn,eng  ENG,DF,Brighton,28-341,1992,16.9,719,957,75.1,12669,4153,302,378,79.9,359,431,83.3,51,116,44.0,0,0.8,-0.8,6,52,14,4,67
72,David Button,eng  ENG,GK,West Brom,32-047,1989,1.0,16,37,43.2,687,484,2,2,100.0,2,2,100.0,12,33,36.4,0,0.0,0.0,0,0,0,0,0
73,Oskar Buur,dk  DEN,DF,Wolves,23-015,1998,0.2,14,15,93.3,201,47,9,9,100.0,5,5,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
74,Willy Caballero,ar  ARG,GK,Chelsea,39-199,1981,1.0,24,26,92.3,496,302,8,8,100.0,13,13,100.0,3,5,60.0,0,0.0,0.0,0,0,0,0,0
75,Gary Cahill,eng  ENG,DF,Crystal Palace,35-117,1985,16.0,510,599,85.1,11159,3872,144,170,84.7,281,301,93.4,82,123,66.7,0,0.4,-0.4,3,30,1,0,30
76,Tom Cairney,sco  SCO,MF,Fulham,30-085,1991,8.4,551,621,88.7,11165,2009,214,227,94.3,227,247,91.9,100,128,78.1,1,1.4,-0.4,20,61,10,5,32
77,Dominic Calvert-Lewin,eng  ENG,FW,Everton,24-030,1997,24.9,371,519,71.5,5641,910,218,281,77.6,104,154,67.5,34,42,81.0,0,1.2,-1.2,14,23,10,1,30
78,João Cancelo,pt  POR,DF,Manchester City,26-323,1994,22.6,1578,1845,85.5,28003,8028,757,823,92.0,628,719,87.3,172,247,69.6,3,4.6,-1.6,42,128,64,9,153
79,Ian Carlo Poveda,eng  ENG,"MF,DF",Leeds United,21-065,2000,2.8,61,88,69.3,956,384,32,41,78.0,21,28,75.0,6,12,50.0,0,0.4,-0.4,2,6,7,1,16
80,Andy Carroll,eng  ENG,FW,Newcastle Utd,32-099,1989,4.3,86,135,63.7,1314,386,52,72,72.2,25,44,56.8,6,12,50.0,0,0.1,-0.1,2,9,3,0,10
81,Matty Cash,eng  ENG,DF,Aston Villa,23-251,1997,23.2,858,1158,74.1,16623,6188,362,407,88.9,356,451,78.9,129,269,48.0,2,1.9,+0.1,20,71,20,15,56
82,Kiko Casilla,es  ESP,GK,Leeds United,34-195,1986,1.0,32,33,97.0,813,519,12,12,100.0,10,10,100.0,10,11,90.9,0,0.0,0.0,0,0,0,0,0
83,Timothy Castagne,be  BEL,DF,Leicester City,25-131,1995,19.1,866,1049,82.6,14119,5219,437,485,90.1,369,434,85.0,53,100,53.0,2,1.2,+0.8,15,51,17,5,69
84,Jonny Castro,es  ESP,DF,Wolves,27-043,1994,5.5,189,239,79.1,2769,1014,112,127,88.2,67,80,83.8,7,18,38.9,0,0.1,-0.1,3,8,1,1,11
85,Ivan Cavaleiro,pt  POR,"FW,MF",Fulham,27-179,1993,21.7,471,651,72.4,7499,1784,257,315,81.6,156,196,79.6,40,90,44.4,0,2.6,-2.6,32,16,21,7,38
86,Edinson Cavani,uy  URU,FW,Manchester Utd,34-060,1987,12.2,214,275,77.8,3620,493,111,136,81.6,70,87,80.5,26,29,89.7,2,1.8,+0.2,11,11,11,1,16
87,Dani Ceballos,es  ESP,MF,Arsenal,24-251,1996,14.1,848,980,86.5,16764,4005,310,341,90.9,393,429,91.6,133,179,74.3,3,2.7,+0.3,20,106,17,2,91
88,Calum Chambers,eng  ENG,DF,Arsenal,26-085,1995,4.0,200,258,77.5,3455,849,98,111,88.3,82,102,80.4,18,34,52.9,0,0.5,-0.5,5,8,4,3,10
89,Ben Chilwell,eng  ENG,DF,Chelsea,24-115,1996,20.5,1200,1523,78.8,20505,7077,597,655,91.1,465,571,81.4,110,227,48.5,4,1.5,+2.5,21,81,20,8,113
90,Hamza Choudhury,eng  ENG,MF,Leicester City,23-196,1997,3.4,187,231,81.0,3635,616,71,89,79.8,88,101,87.1,25,34,73.5,0,0.0,0.0,0,13,0,0,8
91,Andreas Christensen,dk  DEN,DF,Chelsea,25-005,1996,11.7,803,863,93.0,17056,4558,232,250,92.8,435,453,96.0,130,152,85.5,0,0.3,-0.3,4,26,0,0,36
92,Ciaran Clark,ie  IRL,DF,Newcastle Utd,31-201,1989,18.4,547,668,81.9,10995,3495,188,215,87.4,264,296,89.2,87,139,62.6,0,0.1,-0.1,2,34,2,0,34
93,Nathaniel Clyne,eng  ENG,DF,Crystal Palace,30-010,1991,12.7,437,569,76.8,6906,2752,233,258,90.3,163,204,79.9,30,75,40.0,1,0.4,+0.6,4,20,13,6,25
94,Conor Coady,eng  ENG,DF,Wolves,28-049,1993,29.7,1253,1427,87.8,32130,11571,230,243,94.7,651,684,95.2,364,482,75.5,0,0.1,-0.1,2,57,0,0,46
95,Séamus Coleman,ie  IRL,DF,Everton,32-186,1988,11.9,447,546,81.9,7932,2960,216,239,90.4,180,208,86.5,48,82,58.5,2,1.4,+0.6,12,20,9,3,28
96,Aaron Connolly,ie  IRL,FW,Brighton,21-077,2000,8.0,72,92,78.3,1061,159,41,50,82.0,24,28,85.7,4,5,80.0,1,0.2,+0.8,4,2,1,0,3
97,Liam Cooper,sco  SCO,DF,Leeds United,29-228,1991,22.3,1271,1452,87.5,29525,8507,269,287,93.7,731,768,95.2,268,383,70.0,0,0.0,0.0,0,72,3,0,65
98,Jack Cork,eng  ENG,MF,Burnley,31-294,1989,8.2,211,264,79.9,3502,700,101,117,86.3,77,85,90.6,23,37,62.2,0,0.2,-0.2,3,16,2,0,19
99,Hélder Costa,pt  POR,"MF,FW",Leeds United,27-093,1994,11.3,228,304,75.0,3134,859,147,168,87.5,66,87,75.9,7,21,33.3,3,0.9,+2.1,9,7,12,4,15
100,Vladimír Coufal,cz  CZE,DF,West Ham,28-236,1992,26.9,892,1273,70.1,15625,7948,412,476,86.6,372,506,73.5,92,223,41.3,5,3.8,+1.2,36,66,30,16,96
101,Aaron Cresswell,eng  ENG,DF,West Ham,31-121,1989,30.6,1306,1754,74.5,26551,12900,543,610,89.0,524,624,84.0,222,456,48.7,7,4.4,+2.6,44,122,19,12,106
102,Patrick Cutrone,it  ITA,"FW,MF",Wolves,23-102,1998,0.3,4,5,80.0,67,2,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
103,Stuart Dallas,nir  NIR,"DF,MF",Leeds United,29-361,1991,30.9,1531,1850,82.8,26659,8609,760,838,90.7,604,717,84.2,150,239,62.8,2,1.6,+0.4,21,117,31,9,152
104,Scott Dann,eng  ENG,DF,Crystal Palace,34-060,1987,12.0,456,533,85.6,9345,4243,150,166,90.4,240,256,93.8,64,104,61.5,0,0.0,0.0,1,20,0,0,26
105,Karl Darlow,eng  ENG,GK,Newcastle Utd,30-189,1990,25.0,364,726,50.1,15539,11428,25,25,100.0,111,115,96.5,228,586,38.9,0,0.0,0.0,1,8,0,0,0
106,Ben Davies,wal  WAL,DF,Tottenham,27-356,1993,15.0,610,783,77.9,10907,4213,266,295,90.2,282,332,84.9,53,127,41.7,1,0.6,+0.4,7,42,9,4,43
107,Tom Davies,eng  ENG,MF,Everton,22-289,1998,12.7,474,572,82.9,9051,2160,193,216,89.4,212,241,88.0,63,89,70.8,1,1.0,0.0,6,29,7,2,37
108,Keinan Davis,eng  ENG,"FW,MF",Aston Villa,23-061,1998,1.2,32,41,78.0,451,79,19,21,90.5,12,17,70.6,0,0,,1,0.3,+0.7,3,1,2,0,2
109,Leif Davis,eng  ENG,DF,Leeds United,21-093,2000,0.4,16,19,84.2,384,159,3,3,100.0,10,11,90.9,3,5,60.0,0,0.0,0.0,0,0,1,0,1
110,Craig Dawson,eng  ENG,DF,West Ham,30-344,1990,16.0,396,499,79.4,9509,2685,82,90,91.1,205,226,90.7,103,173,59.5,0,0.0,0.0,1,26,0,0,18
111,Kevin De Bruyne,be  BEL,MF,Manchester City,29-291,1991,21.2,1017,1343,75.7,19957,5749,431,511,84.3,399,491,81.3,163,263,62.0,11,9.1,+1.9,72,118,74,9,159
112,Liam Delap,eng  ENG,FW,Manchester City,18-066,2003,0.4,5,7,71.4,45,0,4,6,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
113,Fabian Delph,eng  ENG,"MF,DF",Everton,31-145,1989,2.4,174,197,88.3,3031,830,81,87,93.1,75,80,93.8,16,26,61.5,0,0.0,0.0,1,14,1,0,15
114,Leander Dendoncker,be  BEL,"MF,DF",Wolves,26-000,1995,22.9,803,924,86.9,15261,3433,318,353,90.1,348,393,88.5,118,143,82.5,0,0.7,-0.7,16,48,5,2,49
115,Mbaye Diagne,sn  SEN,FW,West Brom,29-169,1991,9.9,124,165,75.2,1838,327,80,92,87.0,34,51,66.7,9,16,56.3,2,1.6,+0.4,11,8,4,1,12
116,Ibrahima Diallo,fr  FRA,MF,Southampton,22-038,1999,9.2,401,472,85.0,7154,1631,172,194,88.7,187,205,91.2,35,63,55.6,0,0.2,-0.2,5,27,4,1,23
117,Grady Diangana,eng  ENG,"MF,FW",West Brom,22-361,1998,12.1,224,304,73.7,3076,767,129,160,80.6,82,101,81.2,5,21,23.8,0,0.1,-0.1,4,14,6,0,23
118,Raphael Dias Belloli,br  BRA,MF,Leeds United,24-122,1996,23.0,616,930,66.2,11828,4759,278,326,85.3,230,324,71.0,97,219,44.3,6,7.1,-1.1,58,72,38,8,124
119,Rúben Dias,pt  POR,DF,Manchester City,23-336,1997,27.6,2246,2392,93.9,48972,12915,557,587,94.9,1275,1314,97.0,401,467,85.9,0,0.1,-0.1,3,155,9,1,106
120,Eric Dier,eng  ENG,DF,Tottenham,27-090,1994,22.0,1054,1262,83.5,24132,8000,284,314,90.4,535,581,92.1,228,346,65.9,0,0.1,-0.1,2,55,5,0,49
121,Lucas Digne,fr  FRA,"DF,MF",Everton,27-269,1993,21.8,934,1300,71.8,16845,6591,439,513,85.6,370,483,76.6,106,235,45.1,6,4.3,+1.7,30,51,24,16,87
122,Virgil van Dijk,nl  NED,DF,Liverpool,29-281,1991,4.1,296,329,90.0,7078,2109,61,65,93.8,176,186,94.6,59,77,76.6,0,0.0,0.0,0,26,0,0,20
123,Issa Diop,fr  FRA,DF,West Ham,24-096,1997,11.3,326,384,84.9,6517,2015,110,125,88.0,162,175,92.6,50,77,64.9,0,0.0,0.0,1,16,0,0,12
124,Moussa Djenepo,ml  MLI,MF,Southampton,22-304,1998,12.4,265,369,71.8,4096,1102,145,177,81.9,99,126,78.6,15,30,50.0,0,0.5,-0.5,6,17,12,1,23
125,Matt Doherty,ie  IRL,DF,Tottenham,29-089,1992,12.7,595,743,80.1,9651,3609,328,369,88.9,214,268,79.9,43,80,53.8,2,0.7,+1.3,10,17,13,6,35
126,Gabriel Dos Santos,br  BRA,DF,Arsenal,23-117,1997,16.2,959,1115,86.0,20557,5576,262,285,91.9,518,557,93.0,172,258,66.7,0,0.0,0.0,1,57,2,1,35
127,Abdoulaye Doucouré,fr  FRA,MF,Everton,28-104,1993,23.7,994,1158,85.8,17024,3597,468,531,88.1,405,449,90.2,94,123,76.4,3,2.2,+0.8,17,63,17,1,53
128,Martin Dúbravka,sk  SVK,GK,Newcastle Utd,32-090,1989,6.0,135,201,67.2,4584,2722,24,24,100.0,53,53,100.0,58,124,46.8,0,0.0,0.0,0,2,0,0,0
129,Paul Dummett,wal  WAL,DF,Newcastle Utd,29-201,1991,6.9,213,281,75.8,3601,1970,115,123,93.5,72,93,77.4,21,54,38.9,0,0.4,-0.4,3,18,2,1,14
130,Lewis Dunk,eng  ENG,DF,Brighton,29-145,1991,28.0,1624,1810,89.7,37484,10289,400,426,93.9,855,895,95.5,355,467,76.0,0,0.6,-0.6,7,96,0,0,64
131,Jimmy Dunne,ie  IRL,DF,Burnley,23-178,1997,2.0,60,89,67.4,1301,256,18,24,75.0,29,40,72.5,12,24,50.0,0,0.1,-0.1,2,0,1,0,1
132,Ederson,br  BRA,GK,Manchester City,27-241,1993,31.0,775,925,83.8,20847,11817,101,105,96.2,442,445,99.3,225,367,61.3,1,0.4,+0.6,1,3,2,0,0
133,Kyle Edwards,eng  ENG,"MF,FW",West Brom,23-057,1998,1.3,30,35,85.7,420,91,18,18,100.0,12,13,92.3,0,2,0.0,0,0.0,0.0,0,3,0,0,3
134,John Egan,ie  IRL,DF,Sheffield Utd,28-177,1992,22.2,718,854,84.1,16817,5336,178,196,90.8,379,420,90.2,157,226,69.5,1,0.2,+0.8,2,65,6,0,51
135,Ahmed Elmohamady,eg  EGY,DF,Aston Villa,33-218,1987,6.8,311,416,74.8,5692,2272,134,149,89.9,138,183,75.4,36,75,48.0,0,0.5,-0.5,9,21,16,6,26
136,Mohamed Elneny,eg  EGY,MF,Arsenal,28-278,1992,12.4,656,709,92.5,12764,2601,252,266,94.7,308,323,95.4,91,108,84.3,0,0.2,-0.2,4,48,5,0,37
137,Jonny Evans,nir  NIR,DF,Leicester City,33-102,1988,24.5,1337,1536,87.0,29087,8760,338,369,91.6,747,799,93.5,241,349,69.1,1,0.1,+0.9,6,66,0,0,46
138,Eberechi Eze,eng  ENG,MF,Crystal Palace,22-290,1998,23.4,752,957,78.6,11818,3553,424,478,88.7,237,290,81.7,64,140,45.7,3,1.7,+1.3,28,58,24,3,94
139,Łukasz Fabiański,pl  POL,GK,West Ham,35-362,1985,29.0,496,826,60.0,20268,14766,41,42,97.6,153,156,98.1,301,627,48.0,0,0.0,0.0,0,17,0,0,0
