,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
26,Oleksandr Andriyevskyi,ua  UKR,MF,ua  Dynamo Kyiv,27,1994,1.1,3,2,2,1,0,0,3,0.0,3,15,3,20.0,7,8,0,1,0,0,1,4,7,0,0
27,Angeliño,es  ESP,DF,de  RB Leipzig,24,1997,4.8,2,0,0,1,1,1,3,33.3,2,63,15,23.8,17,30,16,8,1,0,7,7,9,6,0
28,Marcos Antônio,br  BRA,MF,ua  Shakhtar,21,2000,2.8,4,4,3,1,0,1,5,20.0,4,42,12,28.6,21,14,7,3,1,0,2,3,7,1,0
29,Antony,br  BRA,FW,nl  Ajax,21,2000,6.4,10,4,3,4,3,4,11,36.4,7,83,21,25.3,11,37,35,7,0,0,7,12,22,0,0
30,Ronald Araújo,uy  URU,DF,es  Barcelona,22,1999,4.1,12,8,6,6,0,4,7,57.1,3,57,25,43.9,31,25,1,14,3,0,11,5,17,6,0
31,Danilo Arboleda,co  COL,DF,md  Sheriff Tiraspol,26,1995,6.0,4,3,2,2,0,2,4,50.0,2,66,19,28.8,54,10,2,13,6,0,7,11,15,27,1
32,Maximilian Arnold,de  GER,MF,de  Wolfsburg,27,1994,6.0,9,5,2,5,2,2,8,25.0,6,122,36,29.5,48,56,18,8,2,0,6,9,18,6,0
33,Kepa Arrizabalaga,es  ESP,GK,eng  Chelsea,26,1994,1.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
34,Marco Asensio,es  ESP,"FW,MF",es  Real Madrid,25,1996,2.3,3,1,1,1,1,2,6,33.3,4,46,6,13.0,8,10,28,2,0,0,2,0,3,1,0
35,Giorgos Athanasiadis,gr  GRE,GK,md  Sheriff Tiraspol,28,1993,5.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
36,Ludwig Augustinsson,se  SWE,DF,es  Sevilla,27,1994,0.9,1,0,0,1,0,0,1,0.0,1,14,7,50.0,5,9,0,1,0,0,1,5,6,3,0
37,Serge Aurier,ci  CIV,DF,es  Villarreal,28,1992,1.5,2,1,2,0,0,1,4,25.0,3,18,4,22.2,12,5,1,5,1,0,4,3,5,6,0
38,Sardar Azmoun,ir  IRN,FW,ru  Zenit,26,1995,3.4,3,2,1,2,0,0,1,0.0,1,63,10,15.9,12,21,30,1,0,0,1,2,5,4,0
39,César Azpilicueta,es  ESP,DF,eng  Chelsea,31,1989,7.5,15,6,6,3,6,7,17,41.2,10,112,37,33.0,28,47,37,17,2,0,15,15,30,14,0
40,Eric Bailly,ci  CIV,DF,eng  Manchester Utd,27,1994,2.0,3,0,3,0,0,2,3,66.7,1,17,6,35.3,8,8,1,7,4,0,3,5,8,9,0
41,Tiemoué Bakayoko,fr  FRA,MF,it  Milan,26,1994,0.7,4,2,2,2,0,1,3,33.3,2,15,6,40.0,5,7,3,2,0,0,2,2,6,0,0
42,Ridle Baku,de  GER,"DF,FW",de  Wolfsburg,23,1998,4.6,11,7,9,1,1,1,3,33.3,2,69,24,34.8,29,27,13,9,2,0,7,4,15,5,0
43,Alejandro Balde,es  ESP,"DF,FW",es  Barcelona,17,2003,0.2,0,0,0,0,0,0,1,0.0,1,4,1,25.0,2,1,1,0,0,0,0,0,0,0,0
44,Gareth Bale,wls  WAL,FW,es  Real Madrid,32,1989,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,0,2,1,0,0,0,0,0,0,0,0
45,David von Ballmoos,ch  SUI,GK,ch  Young Boys,26,1994,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
46,Fodé Ballo-Touré,sn  SEN,"DF,MF",it  Milan,24,1997,1.0,6,6,4,2,0,3,4,75.0,1,23,10,43.5,10,10,3,0,0,0,0,3,9,3,0
47,Jonathan Bamba,fr  FRA,"MF,FW",fr  Lille,25,1996,5.2,7,6,3,4,0,5,11,45.5,6,80,18,22.5,16,38,26,8,0,0,8,13,20,6,0
48,Nicolò Barella,it  ITA,MF,it  Inter,24,1997,5.5,13,9,3,6,4,3,15,20.0,12,91,24,26.4,15,48,28,5,0,0,5,7,20,1,0
49,Ross Barkley,eng  ENG,MF,eng  Chelsea,27,1993,1.1,0,0,0,0,0,0,0,,0,13,4,30.8,2,5,6,0,0,0,0,1,1,0,0
50,Wílmar Barrios,co  COL,"MF,DF",ru  Zenit,27,1993,6.0,21,17,17,4,0,8,18,44.4,10,107,34,31.8,58,39,10,12,0,0,12,12,33,11,0
51,Gil Bastião Dias,pt  POR,FW,pt  Benfica,24,1996,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
52,Alessandro Bastoni,it  ITA,DF,it  Inter,22,1999,7.4,9,7,7,2,0,4,11,36.4,7,108,42,38.9,55,46,7,14,1,0,13,13,22,18,0
53,Michy Batshuayi,be  BEL,FW,tr  Beşiktaş,27,1993,4.3,3,2,1,1,1,1,3,33.3,2,70,16,22.9,6,35,29,3,0,0,3,1,4,2,0
54,Donny van de Beek,nl  NED,MF,eng  Manchester Utd,24,1997,2.3,7,4,3,4,0,2,9,22.2,7,42,13,31.0,12,20,10,1,1,0,0,5,12,3,0
55,Jude Bellingham,eng  ENG,"MF,FW",de  Dortmund,18,2003,5.6,12,11,3,9,0,4,9,44.4,5,131,40,30.5,32,60,39,15,2,0,13,10,22,5,0
56,Hatem Ben Arfa,fr  FRA,"FW,MF",fr  Lille,34,1987,0.3,0,0,0,0,0,0,0,,0,5,1,20.0,0,2,3,0,0,0,0,1,1,0,0
57,Ismaël Bennacer,dz  ALG,MF,it  Milan,23,1997,4.2,18,11,6,11,1,9,13,69.2,4,94,32,34.0,30,51,13,5,2,0,3,14,32,5,0
58,Rodrigo Bentancur,uy  URU,"MF,FW",it  Juventus,24,1997,4.2,14,9,6,5,3,3,6,50.0,3,117,28,23.9,41,44,32,10,2,0,8,7,21,2,0
59,Karim Benzema,fr  FRA,FW,es  Real Madrid,33,1987,12.2,4,4,0,2,2,0,3,0.0,3,187,36,19.3,21,91,75,12,0,0,12,5,9,10,0
60,Steven Berghuis,nl  NED,MF,nl  Ajax,29,1991,6.9,5,3,3,1,1,2,10,20.0,8,92,27,29.3,15,44,33,3,0,0,3,7,12,3,0
61,Federico Bernardeschi,it  ITA,"FW,MF",it  Juventus,27,1994,3.2,0,0,0,0,0,0,5,0.0,5,61,15,24.6,16,26,19,4,1,0,3,5,5,2,0
62,Bernardo,br  BRA,"DF,MF",at  RB Salzburg,26,1995,0.3,0,0,0,0,0,0,0,,0,5,2,40.0,2,2,1,1,1,0,0,2,2,0,0
63,Paulo Bernardo,pt  POR,MF,pt  Benfica,19,2002,0.5,1,0,1,0,0,0,0,,0,20,2,10.0,11,7,2,1,0,0,1,0,1,1,0
64,Veljko Birmančević,rs  SRB,"FW,MF",se  Malmö,23,1998,3.9,7,5,3,3,1,2,5,40.0,3,92,27,29.3,17,49,26,4,1,0,3,3,10,3,0
65,Blanco,es  ESP,MF,es  Real Madrid,21,2000,0.1,0,0,0,0,0,0,0,,0,3,2,66.7,2,1,0,0,0,0,0,0,0,0,0
66,Daley Blind,nl  NED,DF,nl  Ajax,31,1990,6.3,15,9,4,9,2,3,11,27.3,8,77,30,39.0,23,35,19,12,3,0,9,11,26,11,0
67,Valerii Bondar,ua  UKR,DF,ua  Shakhtar,22,1999,1.0,0,0,0,0,0,0,0,,0,5,1,20.0,2,3,0,1,1,0,0,0,0,4,0
68,Artem Bondarenko,ua  UKR,MF,ua  Shakhtar,20,2000,0.9,4,3,1,1,2,2,4,50.0,2,20,9,45.0,5,7,8,2,0,0,2,2,6,0,0
69,Solomon Bonnah,nl  NED,DF,de  RB Leipzig,17,2003,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,2,2,1,0
70,Leonardo Bonucci,it  ITA,DF,it  Juventus,34,1987,6.4,6,3,4,2,0,3,8,37.5,5,37,9,24.3,22,12,3,11,10,0,1,12,18,27,0
71,Sebastiaan Bornauw,be  BEL,DF,de  Wolfsburg,22,1999,2.3,3,2,3,0,0,2,3,66.7,1,20,6,30.0,16,2,2,7,3,0,4,2,5,10,0
72,Sven Botman,nl  NED,DF,fr  Lille,21,2000,4.6,8,4,7,1,0,4,5,80.0,1,44,24,54.5,25,18,1,5,2,0,3,7,15,21,0
73,Yassine Bounou,ma  MAR,GK,es  Sevilla,30,1991,6.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
74,Denys Boyko,ua  UKR,GK,ua  Dynamo Kyiv,33,1988,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
75,Can Bozdogan,de  GER,MF,tr  Beşiktaş,20,2001,2.4,5,3,2,2,1,0,3,0.0,3,75,14,18.7,35,34,6,0,0,0,0,2,7,0,0
76,Domagoj Bradarić,hr  CRO,DF,fr  Lille,21,1999,0.2,1,1,0,0,1,0,0,,0,3,2,66.7,1,1,1,1,0,0,1,0,1,0,0
77,Conor Bradley,nir  NIR,FW,eng  Liverpool,18,2003,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
78,Daniel Bragança,pt  POR,"MF,FW",pt  Sporting CP,22,1999,1.5,8,6,2,5,1,3,4,75.0,1,45,13,28.9,13,27,5,4,0,0,4,4,12,2,0
79,Julian Brandt,de  GER,"MF,FW",de  Dortmund,25,1996,4.4,11,9,4,5,2,3,13,23.1,10,118,41,34.7,26,68,24,7,0,0,7,6,17,1,0
80,John Brooks,us  USA,DF,de  Wolfsburg,28,1993,3.7,4,2,2,2,0,1,7,14.3,6,45,10,22.2,29,15,1,2,0,0,2,12,16,23,0
81,Franz Brorsson,se  SWE,DF,se  Malmö,25,1996,5.0,7,2,4,3,0,1,8,12.5,7,47,12,25.5,28,17,2,8,5,0,3,8,15,17,1
82,Marcelo Brozović,hr  CRO,MF,it  Inter,28,1992,7.0,21,14,9,8,4,8,21,38.1,13,147,45,30.6,54,65,28,10,3,0,7,16,37,8,0
83,Nicolas Bürgy,ch  SUI,DF,ch  Young Boys,25,1995,2.0,1,0,1,0,0,1,2,50.0,1,17,6,35.3,8,8,1,3,1,0,2,7,8,3,0
84,Heorhiy Bushchan,ua  UKR,GK,ua  Dynamo Kyiv,27,1994,5.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
85,Sergio Busquets,es  ESP,MF,es  Barcelona,33,1988,5.4,13,9,6,2,5,8,19,42.1,11,115,37,32.2,36,62,17,8,2,0,6,13,26,6,0
86,Vitaliy Buyalskyi,ua  UKR,"MF,FW",ua  Dynamo Kyiv,28,1993,4.8,6,4,2,3,1,0,7,0.0,7,84,19,22.6,15,44,25,3,0,0,3,1,7,0,0
87,Jovane Cabral,cv  CPV,"FW,MF",pt  Sporting CP,23,1998,0.9,1,1,1,0,0,1,4,25.0,3,21,6,28.6,5,10,6,1,0,0,1,3,4,0,0
88,Davide Calabria,it  ITA,DF,it  Milan,24,1996,3.5,12,8,8,4,0,2,11,18.2,9,66,19,28.8,34,29,3,9,2,0,7,5,17,15,0
89,Hakan Çalhanoğlu,tr  TUR,MF,it  Inter,27,1994,4.6,7,5,2,3,2,1,5,20.0,4,82,24,29.3,23,43,16,1,0,0,1,5,12,5,0
90,Mohamed Camara,ml  MLI,MF,at  RB Salzburg,21,2000,7.4,22,16,12,7,3,7,18,38.9,11,142,56,39.4,60,67,15,15,2,0,13,17,39,5,0
91,Eduardo Camavinga,fr  FRA,MF,es  Real Madrid,18,2002,3.4,17,9,7,7,3,6,13,46.2,7,93,20,21.5,32,43,18,8,1,0,7,1,18,5,0
92,Emre Can,de  GER,DF,de  Dortmund,27,1994,0.8,2,2,1,1,0,1,3,33.3,2,5,3,60.0,1,3,1,2,0,0,2,0,2,0,0
93,João Cancelo,pt  POR,DF,eng  Manchester City,27,1994,9.3,12,5,8,2,2,8,19,42.1,11,87,29,33.3,32,30,25,12,1,0,11,19,31,16,0
94,Nicolás Capaldo,ar  ARG,MF,at  RB Salzburg,23,1997,3.2,17,12,10,5,2,9,22,40.9,13,107,33,30.8,34,56,17,12,2,0,10,18,35,5,0
95,Étienne Capoue,fr  FRA,MF,es  Villarreal,33,1988,11.6,21,16,11,9,1,6,12,50.0,6,170,60,35.3,75,78,17,19,5,0,14,27,48,32,1
96,Fábio Cardoso,pt  POR,DF,pt  Porto,27,1994,1.7,1,1,1,0,0,1,3,33.3,2,15,5,33.3,9,5,1,5,2,0,3,2,3,6,1
97,Diego Carlos,br  BRA,DF,es  Sevilla,28,1993,6.0,12,6,8,4,0,5,10,50.0,5,28,14,50.0,18,9,1,7,5,0,2,4,16,25,0
98,Yannick Carrasco,be  BEL,"DF,MF",es  Atlético Madrid,27,1993,5.2,6,2,5,1,0,4,13,30.8,9,55,17,30.9,23,21,11,3,1,0,2,4,10,2,0
99,Scott Carson,eng  ENG,GK,eng  Manchester City,35,1985,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
100,Dani Carvajal,es  ESP,DF,es  Real Madrid,29,1992,10.6,23,15,16,7,0,12,29,41.4,17,146,34,23.3,61,60,25,35,10,1,25,26,49,22,0
101,Casemiro,br  BRA,MF,es  Real Madrid,29,1992,10.1,34,22,19,12,3,12,30,40.0,18,190,57,30.0,98,71,21,22,6,0,16,23,57,20,0
102,Frank Castañeda,co  COL,FW,md  Sheriff Tiraspol,27,1994,3.9,2,1,2,0,0,1,10,10.0,9,74,18,24.3,30,32,12,10,0,0,10,8,10,2,0
103,Koen Casteels,be  BEL,GK,de  Wolfsburg,29,1992,5.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
104,Edinson Cavani,uy  URU,FW,eng  Manchester Utd,34,1987,0.9,1,1,0,0,1,0,0,,0,14,4,28.6,2,6,6,1,0,0,1,0,1,2,0
105,Dani Ceballos,es  ESP,"MF,FW",es  Real Madrid,24,1996,0.5,3,2,1,2,0,0,4,0.0,4,20,4,20.0,7,8,5,1,0,0,1,1,4,1,0
106,Dumitru Celeadnic,md  MDA,GK,md  Sheriff Tiraspol,29,1992,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
107,Zeki Çelik,tr  TUR,DF,fr  Lille,24,1997,6.5,23,12,11,9,3,14,21,66.7,7,103,33,32.0,41,48,14,13,1,0,12,10,33,9,1
108,Leonardo César Jardim,br  BRA,GK,fr  Lille,26,1995,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
109,Trevoh Chalobah,eng  ENG,DF,eng  Chelsea,22,1999,2.0,0,0,0,0,0,0,1,0.0,1,8,1,12.5,4,2,2,2,0,0,2,5,5,9,0
110,Giorgio Chiellini,it  ITA,DF,it  Juventus,36,1984,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,1,0,0,1,0,0,2,0
111,Federico Chiesa,it  ITA,"FW,MF",it  Juventus,23,1997,3.7,2,1,0,1,1,1,5,20.0,4,52,12,23.1,9,20,23,2,1,0,1,2,4,0,0
112,Ben Chilwell,eng  ENG,DF,eng  Chelsea,24,1996,2.1,7,3,1,4,2,3,3,100.0,0,28,10,35.7,4,13,11,1,0,0,1,5,12,1,0
113,Dmitri Chistyakov,ru  RUS,DF,ru  Zenit,27,1994,4.9,2,0,1,0,1,0,2,0.0,2,34,8,23.5,24,6,4,6,5,0,1,9,11,17,0
114,Andreas Christensen,dk  DEN,DF,eng  Chelsea,25,1996,6.7,10,7,3,5,2,3,6,50.0,3,49,17,34.7,19,25,5,7,2,0,5,15,25,17,0
115,Anders Christiansen,dk  DEN,MF,se  Malmö,31,1990,3.6,4,3,2,2,0,0,4,0.0,4,26,7,26.9,10,13,3,3,0,0,3,7,11,4,0
116,Samuel Chukwueze,ng  NGA,"MF,FW",es  Villarreal,22,1999,3.1,4,2,1,2,1,0,4,0.0,4,29,9,31.0,5,14,10,1,0,0,1,2,6,2,0
117,Claudinho,br  BRA,"MF,FW",ru  Zenit,24,1997,5.1,10,8,4,4,2,2,14,14.3,12,113,28,24.8,36,50,27,11,1,0,10,4,14,3,0
118,Sebastián Coates,uy  URU,DF,pt  Sporting CP,30,1990,6.0,15,10,8,6,1,5,9,55.6,4,48,24,50.0,34,12,2,15,7,0,8,8,23,22,1
119,Serafim Cojocari,md  MDA,FW,md  Sheriff Tiraspol,20,2001,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
120,Maxim Cojocaru,md  MDA,"FW,MF",md  Sheriff Tiraspol,23,1998,0.2,0,0,0,0,0,0,0,,0,8,1,12.5,4,2,2,0,0,0,0,1,1,1,0
121,Antonio Čolak,hr  CRO,FW,se  Malmö,27,1993,5.5,3,1,0,3,0,1,9,11.1,8,103,14,13.6,9,61,33,2,0,0,2,1,4,3,0
122,Kingsley Coman,fr  FRA,"FW,DF",de  Bayern Munich,25,1996,7.0,13,9,4,6,3,4,10,40.0,6,113,33,29.2,23,56,34,10,1,0,9,3,16,5,0
123,Francisco Conceição,pt  POR,"MF,FW",pt  Porto,18,2002,0.4,0,0,0,0,0,0,1,0.0,1,17,5,29.4,6,6,5,1,0,0,1,3,3,0,0
124,Francis Coquelin,fr  FRA,MF,es  Villarreal,30,1991,5.1,6,4,2,4,0,2,8,25.0,6,61,18,29.5,25,27,9,11,4,0,7,9,15,7,0
125,Jesús Corona,mx  MEX,"DF,FW",pt  Porto,28,1993,2.4,7,2,6,1,0,2,4,50.0,2,25,6,24.0,12,12,1,4,0,0,4,5,12,2,1
126,Ángel Correa,ar  ARG,"FW,MF",es  Atlético Madrid,26,1995,4.5,7,6,7,0,0,2,6,33.3,4,103,22,21.4,29,42,32,4,0,0,4,4,11,0,0
127,Joaquín Correa,ar  ARG,FW,it  Inter,26,1994,1.2,2,1,1,1,0,1,2,50.0,1,24,8,33.3,4,9,11,2,0,0,2,0,2,0,0
128,Bruno Xavier Almeida Costa,pt  POR,MF,pt  Porto,24,1997,0.1,1,0,0,0,1,1,1,100.0,0,2,0,0.0,0,0,2,0,0,0,0,0,1,0,0
129,Diogo Costa,pt  POR,GK,pt  Porto,21,1999,6.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
130,Thibaut Courtois,be  BEL,GK,es  Real Madrid,29,1992,13.7,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
131,Philippe Coutinho,br  BRA,"FW,MF",es  Barcelona,29,1992,1.2,1,1,0,1,0,0,2,0.0,2,14,3,21.4,2,8,4,0,0,0,0,0,1,0,0
132,Juan Cuadrado,co  COL,"DF,MF",it  Juventus,33,1988,5.2,6,4,4,2,0,2,8,25.0,6,46,9,19.6,24,13,9,11,1,0,10,7,13,8,0
133,Matheus Cunha,br  BRA,"FW,MF",es  Atlético Madrid,22,1999,1.6,3,3,1,0,2,0,2,0.0,2,36,5,13.9,9,21,6,1,0,0,1,2,5,2,0
134,Danilo D'Ambrosio,it  ITA,DF,it  Inter,32,1988,1.6,1,0,1,0,0,1,5,20.0,4,36,8,22.2,14,16,6,1,1,0,0,2,3,0,0
135,Cosimo Marco Da Graca,it  ITA,FW,it  Juventus,19,2002,0.0,1,1,0,1,0,0,0,,0,2,1,50.0,1,1,0,1,1,0,0,0,1,0,0
136,Johan Dahlin,se  SWE,GK,se  Malmö,34,1986,3.5,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1
137,Mahmoud Dahoud,de  GER,MF,de  Dortmund,25,1996,2.4,9,5,3,4,2,3,7,42.9,4,49,17,34.7,16,21,12,2,0,0,2,5,14,0,0
138,Diogo Dalot,pt  POR,DF,eng  Manchester Utd,22,1999,2.6,10,5,6,4,0,4,7,57.1,3,35,8,22.9,14,15,6,2,0,0,2,2,12,10,0
139,Danilo,br  BRA,DF,it  Juventus,30,1991,5.0,9,4,7,1,1,4,8,50.0,4,34,9,26.5,20,6,8,6,3,0,3,14,23,20,0
140,Mohammed Daramy,dk  DEN,FW,nl  Ajax,19,2002,0.6,0,0,0,0,0,0,0,,0,6,0,0.0,1,4,1,0,0,0,0,2,2,1,0
141,Matteo Darmian,it  ITA,DF,it  Inter,31,1989,2.2,6,2,2,2,2,1,3,33.3,2,28,7,25.0,7,11,10,3,0,0,3,3,9,4,0
142,Jonathan David,ca  CAN,FW,fr  Lille,21,2000,7.5,7,5,0,6,1,3,4,75.0,1,142,41,28.9,14,65,63,8,3,0,5,4,11,1,0
143,Alphonso Davies,ca  CAN,DF,de  Bayern Munich,20,2000,5.3,17,12,11,3,3,4,8,50.0,4,85,33,38.8,36,23,26,14,3,0,11,9,26,8,0
144,Kevin De Bruyne,be  BEL,MF,eng  Manchester City,30,1991,8.1,9,3,1,6,2,5,17,29.4,12,151,34,22.5,16,67,68,7,3,0,4,3,12,1,0
145,Charles De Ketelaere,be  BEL,FW,be  Club Brugge,20,2001,5.5,7,3,0,5,2,1,6,16.7,5,122,27,22.1,5,62,55,3,1,0,2,2,9,3,0
146,Rodrigo De Paul,ar  ARG,MF,es  Atlético Madrid,27,1994,6.4,18,9,7,9,2,8,20,40.0,12,151,40,26.5,51,78,22,10,1,0,9,9,27,8,1
147,Mattia De Sciglio,it  ITA,DF,it  Juventus,28,1992,3.2,11,7,9,2,0,5,9,55.6,4,42,12,28.6,21,15,6,5,0,0,5,6,17,2,0
148,Koni De Winter,be  BEL,DF,it  Juventus,19,2002,0.9,2,1,0,1,1,0,1,0.0,1,12,3,25.0,4,3,5,0,0,0,0,0,2,0,0
149,Thomas Delaney,dk  DEN,MF,es  Sevilla,29,1991,2.2,8,5,5,3,0,1,5,20.0,4,35,20,57.1,12,14,9,6,2,0,4,6,14,2,0
150,Liam Delap,eng  ENG,FW,eng  Manchester City,18,2003,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,0,1,2,0,0,0,0,0,0,0,0
151,Ousmane Dembélé,fr  FRA,"FW,DF",es  Barcelona,24,1997,1.4,0,0,0,0,0,0,1,0.0,1,13,2,15.4,1,4,8,0,0,0,0,0,0,0,0
