,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
22,Éder Álvarez Balanta,co  COL,MF,be  Club Brugge,28,1993,4.5,211,19,84,101,39,4,209,5,7,71.4,5,0,107,585,252,9,5,0,6,6,100,89,89.0,4
23,Edson Álvarez,mx  MEX,MF,nl  Ajax,23,1997,6.2,446,20,120,268,87,11,439,1,4,25.0,2,0,280,1294,544,14,6,0,5,7,328,316,96.3,12
24,Mohamed Aly Camara,gn  GUI,DF,ch  Young Boys,23,1997,3.8,255,41,134,130,7,2,251,1,2,50.0,1,0,155,862,444,16,4,0,2,1,174,174,100.0,0
25,Benjamin André,fr  FRA,MF,fr  Lille,30,1990,7.0,463,12,86,302,93,4,457,5,12,41.7,6,1,256,964,379,18,5,0,6,7,345,296,85.8,17
26,Oleksandr Andriyevskyi,ua  UKR,MF,ua  Dynamo Kyiv,27,1994,1.1,62,8,30,20,14,0,60,0,0,,0,0,34,135,80,2,1,0,3,0,43,38,88.4,1
27,Angeliño,es  ESP,DF,de  RB Leipzig,24,1997,4.8,278,8,69,116,106,10,226,3,6,50.0,4,2,165,716,430,16,5,2,3,3,185,168,90.8,11
28,Marcos Antônio,br  BRA,MF,ua  Shakhtar,21,2000,2.8,258,11,65,151,58,2,256,3,5,60.0,3,0,218,845,325,11,3,0,2,3,232,224,96.6,10
29,Antony,br  BRA,FW,nl  Ajax,21,2000,6.4,443,1,25,149,302,42,431,10,26,38.5,10,2,359,1753,1038,74,14,10,8,13,403,347,86.1,78
30,Ronald Araújo,uy  URU,DF,es  Barcelona,22,1999,4.1,256,30,121,124,24,4,231,5,7,71.4,5,0,156,844,310,7,2,0,2,2,165,155,93.9,1
31,Danilo Arboleda,co  COL,DF,md  Sheriff Tiraspol,26,1995,6.0,202,69,148,58,3,1,198,1,1,100.0,1,0,101,582,332,7,2,0,2,0,114,112,98.2,0
32,Maximilian Arnold,de  GER,MF,de  Wolfsburg,27,1994,6.0,318,13,82,208,50,1,283,1,4,25.0,1,0,180,870,384,14,3,0,5,0,193,184,95.3,4
33,Kepa Arrizabalaga,es  ESP,GK,eng  Chelsea,26,1994,1.0,33,26,33,0,0,0,23,0,0,,0,0,14,59,26,0,0,0,0,0,16,16,100.0,0
34,Marco Asensio,es  ESP,"FW,MF",es  Real Madrid,25,1996,2.3,124,3,17,52,67,12,116,0,1,0.0,0,0,84,430,212,13,3,1,8,7,116,94,81.0,12
35,Giorgos Athanasiadis,gr  GRE,GK,md  Sheriff Tiraspol,28,1993,5.0,188,177,188,0,0,0,112,0,0,,0,0,58,377,229,0,0,0,0,0,61,61,100.0,0
36,Ludwig Augustinsson,se  SWE,DF,es  Sevilla,27,1994,0.9,85,2,31,38,24,1,71,0,0,,0,0,44,298,200,5,2,0,1,3,58,56,96.6,3
37,Serge Aurier,ci  CIV,DF,es  Villarreal,28,1992,1.5,98,12,33,47,26,2,85,0,1,0.0,0,0,58,310,132,5,3,0,0,0,56,51,91.1,2
38,Sardar Azmoun,ir  IRN,FW,ru  Zenit,26,1995,3.4,89,4,11,47,34,17,80,1,2,50.0,1,0,44,226,124,5,2,2,7,0,116,59,50.9,17
39,César Azpilicueta,es  ESP,DF,eng  Chelsea,31,1989,7.5,638,15,126,317,227,19,578,5,6,83.3,5,0,386,1314,759,40,13,1,5,5,509,460,90.4,23
40,Eric Bailly,ci  CIV,DF,eng  Manchester Utd,27,1994,2.0,134,23,72,69,0,0,130,1,1,100.0,1,0,82,432,189,7,0,0,0,1,88,88,100.0,0
41,Tiemoué Bakayoko,fr  FRA,MF,it  Milan,26,1994,0.7,48,0,13,29,7,4,47,1,1,100.0,1,0,23,92,28,0,1,0,0,1,32,30,93.8,1
42,Ridle Baku,de  GER,"DF,FW",de  Wolfsburg,23,1998,4.6,223,12,75,107,52,2,202,2,7,28.6,2,0,132,600,284,20,5,0,9,3,165,130,78.8,17
43,Alejandro Balde,es  ESP,"DF,FW",es  Barcelona,17,2003,0.2,20,0,2,12,9,1,17,1,1,100.0,1,0,16,103,83,4,2,0,0,1,20,17,85.0,3
44,Gareth Bale,wls  WAL,FW,es  Real Madrid,32,1989,0.1,3,0,1,1,1,0,2,0,0,,0,0,1,3,0,0,0,0,0,0,8,2,25.0,0
45,David von Ballmoos,ch  SUI,GK,ch  Young Boys,26,1994,3.0,92,79,91,1,0,0,73,0,0,,0,0,45,191,121,0,0,0,0,0,49,49,100.0,0
46,Fodé Ballo-Touré,sn  SEN,"DF,MF",it  Milan,24,1997,1.0,55,3,17,23,16,0,41,1,2,50.0,1,0,29,107,37,2,0,0,1,2,32,23,71.9,1
47,Jonathan Bamba,fr  FRA,"MF,FW",fr  Lille,25,1996,5.2,304,9,51,162,117,19,284,14,20,70.0,14,2,227,1425,750,33,15,7,14,12,289,215,74.4,29
48,Nicolò Barella,it  ITA,MF,it  Inter,24,1997,5.5,365,5,39,216,135,11,363,3,8,37.5,3,0,291,1638,900,40,16,3,9,8,321,299,93.1,28
49,Ross Barkley,eng  ENG,MF,eng  Chelsea,27,1993,1.1,90,2,9,43,46,1,81,2,4,50.0,2,0,70,450,238,11,5,0,0,5,70,69,98.6,9
50,Wílmar Barrios,co  COL,"MF,DF",ru  Zenit,27,1993,6.0,363,31,124,227,24,1,361,6,8,75.0,6,2,260,1092,522,24,2,0,2,6,254,248,97.6,3
51,Gil Bastião Dias,pt  POR,FW,pt  Benfica,24,1996,0.0,1,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
52,Alessandro Bastoni,it  ITA,DF,it  Inter,22,1999,7.4,500,88,220,243,75,6,470,1,3,33.3,1,0,329,1669,1026,43,12,1,3,5,354,341,96.3,9
53,Michy Batshuayi,be  BEL,FW,tr  Beşiktaş,27,1993,4.3,136,4,11,76,52,19,119,6,9,66.7,6,0,87,257,76,6,1,2,15,5,189,97,51.3,29
54,Donny van de Beek,nl  NED,MF,eng  Manchester Utd,24,1997,2.3,141,8,41,90,16,2,140,2,3,66.7,2,0,93,373,160,9,2,0,0,4,109,102,93.6,5
55,Jude Bellingham,eng  ENG,"MF,FW",de  Dortmund,18,2003,5.6,384,10,61,232,115,18,381,19,27,70.4,19,2,296,1380,833,39,8,6,12,11,333,297,89.2,26
56,Hatem Ben Arfa,fr  FRA,"FW,MF",fr  Lille,34,1987,0.3,17,0,0,5,13,2,14,2,2,100.0,2,0,12,62,18,1,1,0,2,0,15,12,80.0,2
57,Ismaël Bennacer,dz  ALG,MF,it  Milan,23,1997,4.2,256,10,95,134,52,2,239,5,9,55.6,5,0,174,1131,459,13,3,0,7,8,162,147,90.7,2
58,Rodrigo Bentancur,uy  URU,"MF,FW",it  Juventus,24,1997,4.2,252,10,56,150,64,7,251,1,4,25.0,3,0,180,869,446,14,8,1,5,7,191,172,90.1,9
59,Karim Benzema,fr  FRA,FW,es  Real Madrid,33,1987,12.2,654,14,45,281,372,84,628,15,26,57.7,16,1,495,2357,1389,83,31,12,16,20,698,541,77.5,95
60,Steven Berghuis,nl  NED,MF,nl  Ajax,29,1991,6.9,348,3,24,132,201,30,327,0,5,0.0,1,0,237,792,373,22,4,7,8,2,311,260,83.6,35
61,Federico Bernardeschi,it  ITA,"FW,MF",it  Juventus,27,1994,3.2,184,4,28,95,85,7,170,8,12,66.7,9,0,153,1010,503,25,8,3,6,8,162,134,82.7,18
62,Bernardo,br  BRA,"DF,MF",at  RB Salzburg,26,1995,0.3,20,3,9,6,5,2,20,0,0,,0,0,14,107,60,3,0,0,0,0,17,16,94.1,0
63,Paulo Bernardo,pt  POR,MF,pt  Benfica,19,2002,0.5,25,3,10,12,6,0,23,2,2,100.0,2,0,20,69,14,0,0,0,1,3,17,16,94.1,2
64,Veljko Birmančević,rs  SRB,"FW,MF",se  Malmö,23,1998,3.9,157,6,22,73,70,8,153,9,23,39.1,10,3,130,528,319,19,6,1,9,15,177,120,67.8,31
65,Blanco,es  ESP,MF,es  Real Madrid,21,2000,0.1,16,0,1,10,5,0,16,0,0,,0,0,15,36,10,0,0,0,0,0,15,15,100.0,0
66,Daley Blind,nl  NED,DF,nl  Ajax,31,1990,6.3,566,16,107,317,172,13,498,5,13,38.5,9,0,360,1521,849,39,11,2,4,4,413,385,93.2,24
67,Valerii Bondar,ua  UKR,DF,ua  Shakhtar,22,1999,1.0,115,18,48,75,6,1,110,1,1,100.0,1,0,89,700,565,23,5,0,0,0,94,93,98.9,0
68,Artem Bondarenko,ua  UKR,MF,ua  Shakhtar,20,2000,0.9,107,1,12,73,29,1,107,0,2,0.0,0,0,86,366,235,14,2,0,0,0,96,92,95.8,5
69,Solomon Bonnah,nl  NED,DF,de  RB Leipzig,17,2003,0.1,4,1,4,0,0,0,4,0,0,,0,0,1,3,3,0,0,0,0,0,1,1,100.0,0
70,Leonardo Bonucci,it  ITA,DF,it  Juventus,34,1987,6.4,491,90,222,278,16,1,474,2,4,50.0,2,1,319,1484,813,21,5,0,1,0,368,360,97.8,2
71,Sebastiaan Bornauw,be  BEL,DF,de  Wolfsburg,22,1999,2.3,112,24,67,45,4,1,109,0,0,,0,0,68,325,113,2,0,0,1,0,67,65,97.0,1
72,Sven Botman,nl  NED,DF,fr  Lille,21,2000,4.6,304,41,185,127,7,5,290,2,2,100.0,2,0,179,969,388,3,0,0,0,2,192,190,99.0,0
73,Yassine Bounou,ma  MAR,GK,es  Sevilla,30,1991,6.0,197,170,193,4,0,0,154,1,1,100.0,1,0,93,318,92,0,0,0,0,0,105,105,100.0,0
74,Denys Boyko,ua  UKR,GK,ua  Dynamo Kyiv,33,1988,1.0,39,37,39,0,0,0,29,0,0,,0,0,18,56,24,0,0,0,0,0,20,20,100.0,0
75,Can Bozdogan,de  GER,MF,tr  Beşiktaş,20,2001,2.4,86,1,22,41,36,2,84,3,7,42.9,3,0,63,405,265,12,9,0,1,4,72,53,73.6,5
76,Domagoj Bradarić,hr  CRO,DF,fr  Lille,21,1999,0.2,15,1,7,7,4,0,13,0,0,,0,0,9,52,32,0,1,0,1,1,9,9,100.0,0
77,Conor Bradley,nir  NIR,FW,eng  Liverpool,18,2003,0.0,2,0,0,2,0,0,2,0,1,0.0,0,0,1,0,0,0,0,0,0,0,2,2,100.0,0
78,Daniel Bragança,pt  POR,"MF,FW",pt  Sporting CP,22,1999,1.5,91,5,25,55,13,2,90,5,6,83.3,5,0,62,278,114,5,0,0,3,3,59,54,91.5,3
79,Julian Brandt,de  GER,"MF,FW",de  Dortmund,25,1996,4.4,289,1,48,152,112,15,269,5,9,55.6,5,0,200,1104,642,32,9,4,9,5,230,201,87.4,25
80,John Brooks,us  USA,DF,de  Wolfsburg,28,1993,3.7,212,36,143,84,1,0,202,0,1,0.0,0,0,112,671,330,6,0,0,1,0,136,134,98.5,0
81,Franz Brorsson,se  SWE,DF,se  Malmö,25,1996,5.0,213,42,124,90,5,0,206,0,0,,0,0,119,537,192,4,0,0,0,2,134,132,98.5,0
82,Marcelo Brozović,hr  CRO,MF,it  Inter,28,1992,7.0,635,39,193,385,107,6,607,5,7,71.4,6,0,459,2574,1178,44,15,1,3,5,485,470,96.9,9
83,Nicolas Bürgy,ch  SUI,DF,ch  Young Boys,25,1995,2.0,148,15,86,66,3,1,145,0,0,,0,0,97,487,191,2,0,0,0,0,112,110,98.2,0
84,Heorhiy Bushchan,ua  UKR,GK,ua  Dynamo Kyiv,27,1994,5.0,211,192,210,1,0,0,155,0,0,,0,0,109,409,225,0,0,0,0,0,104,104,100.0,0
85,Sergio Busquets,es  ESP,MF,es  Barcelona,33,1988,5.4,426,8,75,303,66,1,415,2,3,66.7,2,0,265,929,523,22,4,0,0,3,328,308,93.9,6
86,Vitaliy Buyalskyi,ua  UKR,"MF,FW",ua  Dynamo Kyiv,28,1993,4.8,158,1,26,81,62,24,151,7,8,87.5,7,1,107,480,187,12,3,1,9,6,161,113,70.2,22
87,Jovane Cabral,cv  CPV,"FW,MF",pt  Sporting CP,23,1998,0.9,33,0,5,19,12,1,32,0,1,0.0,0,0,20,83,34,1,1,0,4,2,26,22,84.6,6
88,Davide Calabria,it  ITA,DF,it  Milan,24,1996,3.5,191,18,93,82,24,0,164,0,1,0.0,0,0,91,388,153,4,2,0,3,3,97,86,88.7,4
89,Hakan Çalhanoğlu,tr  TUR,MF,it  Inter,27,1994,4.6,311,7,73,148,104,7,281,7,7,100.0,7,0,221,1110,629,25,7,1,5,6,245,219,89.4,15
90,Mohamed Camara,ml  MLI,MF,at  RB Salzburg,21,2000,7.4,459,12,152,283,52,2,444,7,13,53.8,7,0,316,1502,764,20,4,2,2,11,310,296,95.5,6
91,Eduardo Camavinga,fr  FRA,MF,es  Real Madrid,18,2002,3.4,227,11,57,122,62,6,220,0,2,0.0,1,1,137,799,436,13,4,0,2,4,170,153,90.0,7
92,Emre Can,de  GER,DF,de  Dortmund,27,1994,0.8,54,3,15,27,19,3,50,3,4,75.0,3,0,42,146,88,5,1,2,1,1,43,41,95.3,3
93,João Cancelo,pt  POR,DF,eng  Manchester City,27,1994,9.3,870,26,176,465,285,18,786,18,32,56.3,18,0,618,2768,1500,72,25,4,12,7,643,616,95.8,32
94,Nicolás Capaldo,ar  ARG,MF,at  RB Salzburg,23,1997,3.2,176,11,66,82,38,6,167,0,3,0.0,1,0,89,446,239,10,4,2,2,3,89,72,80.9,5
95,Étienne Capoue,fr  FRA,MF,es  Villarreal,33,1988,11.6,635,42,201,356,114,13,624,7,18,38.9,7,2,408,1937,854,31,8,2,9,14,447,420,94.0,9
96,Fábio Cardoso,pt  POR,DF,pt  Porto,27,1994,1.7,69,19,39,26,5,2,68,0,0,,0,0,26,70,29,0,0,0,0,0,41,40,97.6,1
97,Diego Carlos,br  BRA,DF,es  Sevilla,28,1993,6.0,451,79,271,181,11,6,441,1,1,100.0,1,0,305,1144,420,3,0,0,1,0,325,318,97.8,1
98,Yannick Carrasco,be  BEL,"DF,MF",es  Atlético Madrid,27,1993,5.2,239,6,50,99,119,19,209,12,18,66.7,13,2,177,1128,770,34,17,6,12,11,212,157,74.1,27
99,Scott Carson,eng  ENG,GK,eng  Manchester City,35,1985,0.2,6,6,6,0,0,0,3,0,0,,0,0,2,1,1,0,0,0,0,0,2,2,100.0,0
100,Dani Carvajal,es  ESP,DF,es  Real Madrid,29,1992,10.6,779,85,300,292,224,13,692,4,8,50.0,5,0,464,2035,1055,43,17,1,5,9,536,504,94.0,19
101,Casemiro,br  BRA,MF,es  Real Madrid,29,1992,10.1,682,53,256,361,103,12,670,12,15,80.0,13,2,427,1577,878,23,6,0,6,11,499,469,94.0,11
102,Frank Castañeda,co  COL,FW,md  Sheriff Tiraspol,27,1994,3.9,140,4,36,61,55,4,132,1,3,33.3,2,0,90,627,366,12,6,1,10,4,124,80,64.5,11
103,Koen Casteels,be  BEL,GK,de  Wolfsburg,29,1992,5.0,202,170,202,0,0,0,146,0,0,,0,0,100,446,192,0,0,0,0,0,94,94,100.0,0
104,Edinson Cavani,uy  URU,FW,eng  Manchester Utd,34,1987,0.9,44,1,9,16,20,4,44,0,0,,0,0,24,60,15,2,0,1,4,2,47,32,68.1,8
105,Dani Ceballos,es  ESP,"MF,FW",es  Real Madrid,24,1996,0.5,24,4,8,12,5,1,23,1,2,50.0,1,0,16,82,37,2,0,1,0,0,18,12,66.7,1
106,Dumitru Celeadnic,md  MDA,GK,md  Sheriff Tiraspol,29,1992,1.0,38,34,38,0,0,0,20,0,0,,0,0,11,53,13,0,0,0,0,0,7,7,100.0,0
107,Zeki Çelik,tr  TUR,DF,fr  Lille,24,1997,6.5,446,14,129,230,107,7,376,5,10,50.0,5,1,239,1183,607,22,4,2,4,7,287,262,91.3,8
108,Leonardo César Jardim,br  BRA,GK,fr  Lille,26,1995,2.0,41,37,41,0,0,0,32,0,0,,0,0,24,85,52,0,0,0,0,0,20,20,100.0,0
109,Trevoh Chalobah,eng  ENG,DF,eng  Chelsea,22,1999,2.0,130,3,39,72,31,3,125,1,1,100.0,1,0,82,411,182,7,7,0,1,2,90,89,98.9,0
110,Giorgio Chiellini,it  ITA,DF,it  Juventus,36,1984,0.1,5,3,4,1,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
111,Federico Chiesa,it  ITA,"FW,MF",it  Juventus,23,1997,3.7,150,4,13,49,101,22,139,10,14,71.4,11,0,122,879,567,29,10,6,7,6,155,115,74.2,28
112,Ben Chilwell,eng  ENG,DF,eng  Chelsea,24,1996,2.1,138,2,14,43,84,8,109,0,0,,0,0,76,341,166,9,1,1,4,4,95,84,88.4,7
113,Dmitri Chistyakov,ru  RUS,DF,ru  Zenit,27,1994,4.9,252,49,150,98,10,7,248,0,0,,0,0,163,611,184,2,0,0,0,0,184,183,99.5,2
114,Andreas Christensen,dk  DEN,DF,eng  Chelsea,25,1996,6.7,617,37,194,415,50,4,607,1,1,100.0,1,0,469,2223,1323,52,11,0,3,2,500,492,98.4,4
115,Anders Christiansen,dk  DEN,MF,se  Malmö,31,1990,3.6,240,18,83,121,48,8,224,4,7,57.1,5,0,159,829,449,17,1,3,4,4,201,178,88.6,5
116,Samuel Chukwueze,ng  NGA,"MF,FW",es  Villarreal,22,1999,3.1,94,1,17,38,45,5,92,5,9,55.6,5,1,64,343,171,11,2,0,10,6,104,67,64.4,9
117,Claudinho,br  BRA,"MF,FW",ru  Zenit,24,1997,5.1,356,6,68,174,134,17,332,10,17,58.8,12,0,253,1018,413,26,8,5,11,11,292,255,87.3,27
118,Sebastián Coates,uy  URU,DF,pt  Sporting CP,30,1990,6.0,295,47,168,125,15,12,285,1,2,50.0,1,0,179,756,339,4,0,0,3,0,182,181,99.5,0
119,Serafim Cojocari,md  MDA,FW,md  Sheriff Tiraspol,20,2001,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
120,Maxim Cojocaru,md  MDA,"FW,MF",md  Sheriff Tiraspol,23,1998,0.2,5,1,2,1,2,0,5,0,0,,0,0,4,1,1,0,0,0,1,0,4,3,75.0,1
121,Antonio Čolak,hr  CRO,FW,se  Malmö,27,1993,5.5,125,5,17,63,50,8,108,1,3,33.3,1,0,64,275,97,7,2,1,9,7,201,78,38.8,21
122,Kingsley Coman,fr  FRA,"FW,DF",de  Bayern Munich,25,1996,7.0,462,4,39,163,289,55,454,31,45,68.9,31,1,384,2112,1311,92,13,20,14,13,422,362,85.8,69
123,Francisco Conceição,pt  POR,"MF,FW",pt  Porto,18,2002,0.4,20,1,4,10,8,0,20,0,1,0.0,0,0,11,53,16,1,2,0,3,0,16,12,75.0,1
124,Francis Coquelin,fr  FRA,MF,es  Villarreal,30,1991,5.1,212,10,52,103,67,14,211,10,20,50.0,11,2,145,550,305,16,2,3,10,6,173,145,83.8,23
125,Jesús Corona,mx  MEX,"DF,FW",pt  Porto,28,1993,2.4,126,9,47,57,30,1,107,2,5,40.0,2,0,65,268,141,5,2,0,4,4,81,74,91.4,0
126,Ángel Correa,ar  ARG,"FW,MF",es  Atlético Madrid,26,1995,4.5,200,1,32,84,95,30,195,3,10,30.0,3,1,140,505,337,22,4,4,12,22,215,143,66.5,28
127,Joaquín Correa,ar  ARG,FW,it  Inter,26,1994,1.2,36,0,3,19,17,8,36,0,1,0.0,0,0,27,263,151,6,2,3,1,4,42,29,69.0,6
128,Bruno Xavier Almeida Costa,pt  POR,MF,pt  Porto,24,1997,0.1,11,0,2,8,1,0,10,0,0,,0,0,7,40,8,1,0,0,0,0,8,7,87.5,0
129,Diogo Costa,pt  POR,GK,pt  Porto,21,1999,6.0,295,242,293,3,0,0,229,0,0,,0,0,167,763,490,0,0,0,0,0,163,161,98.8,0
130,Thibaut Courtois,be  BEL,GK,es  Real Madrid,29,1992,13.7,539,491,537,3,1,0,446,1,1,100.0,1,0,314,1488,656,0,0,0,0,0,315,313,99.4,0
131,Philippe Coutinho,br  BRA,"FW,MF",es  Barcelona,29,1992,1.2,89,0,3,46,48,5,86,7,8,87.5,7,0,78,399,242,17,5,1,1,6,89,79,88.8,13
132,Juan Cuadrado,co  COL,"DF,MF",it  Juventus,33,1988,5.2,359,12,86,162,140,13,329,9,11,81.8,9,0,258,1325,863,47,19,6,5,7,281,249,88.6,18
133,Matheus Cunha,br  BRA,"FW,MF",es  Atlético Madrid,22,1999,1.6,43,2,8,20,19,7,42,1,2,50.0,1,0,27,137,99,6,1,1,3,4,51,28,54.9,3
134,Danilo D'Ambrosio,it  ITA,DF,it  Inter,32,1988,1.6,75,3,33,35,9,2,74,1,1,100.0,1,0,49,189,66,3,0,0,1,0,66,56,84.8,2
135,Cosimo Marco Da Graca,it  ITA,FW,it  Juventus,19,2002,0.0,2,0,0,1,2,1,2,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,,0
136,Johan Dahlin,se  SWE,GK,se  Malmö,34,1986,3.5,119,109,119,0,0,0,69,0,0,,0,0,38,260,115,0,0,0,0,0,26,26,100.0,0
137,Mahmoud Dahoud,de  GER,MF,de  Dortmund,25,1996,2.4,185,1,27,96,70,8,177,6,6,100.0,6,0,134,699,346,16,3,3,3,6,157,139,88.5,16
138,Diogo Dalot,pt  POR,DF,eng  Manchester Utd,22,1999,2.6,193,7,50,110,49,2,174,3,4,75.0,3,0,125,604,364,18,7,0,1,2,127,118,92.9,1
139,Danilo,br  BRA,DF,it  Juventus,30,1991,5.0,447,36,135,264,72,6,425,2,5,40.0,3,0,314,1396,793,27,8,0,2,4,337,330,97.9,4
140,Mohammed Daramy,dk  DEN,FW,nl  Ajax,19,2002,0.6,38,1,2,15,27,5,37,2,4,50.0,2,0,31,176,130,5,4,0,0,2,39,32,82.1,8
141,Matteo Darmian,it  ITA,DF,it  Inter,31,1989,2.2,95,4,20,26,52,9,85,1,3,33.3,1,0,53,101,33,0,2,0,3,0,74,59,79.7,11
142,Jonathan David,ca  CAN,FW,fr  Lille,21,2000,7.5,235,4,19,142,93,26,229,10,18,55.6,11,3,165,673,452,24,6,3,27,15,328,170,51.8,51
143,Alphonso Davies,ca  CAN,DF,de  Bayern Munich,20,2000,5.3,404,11,106,165,175,25,367,19,25,76.0,19,2,282,1830,1178,49,19,6,14,9,289,267,92.4,31
144,Kevin De Bruyne,be  BEL,MF,eng  Manchester City,30,1991,8.1,533,2,45,250,285,26,494,16,24,66.7,17,3,379,1695,1021,58,25,3,16,13,482,409,84.9,63
145,Charles De Ketelaere,be  BEL,FW,be  Club Brugge,20,2001,5.5,240,2,15,122,117,25,212,5,11,45.5,5,1,141,594,280,12,5,2,19,12,280,154,55.0,49
146,Rodrigo De Paul,ar  ARG,MF,es  Atlético Madrid,27,1994,6.4,392,12,95,211,107,10,371,4,8,50.0,6,0,244,1160,677,28,7,3,8,12,276,254,92.0,20
147,Mattia De Sciglio,it  ITA,DF,it  Juventus,28,1992,3.2,224,6,72,73,88,5,197,3,9,33.3,3,0,159,649,261,11,3,2,2,1,158,147,93.0,18
