,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
85,Sergio Busquets,es  ESP,MF,es  Barcelona,33,1988,5.4,7,1.30,7,0,0,0,0,0,1,0.19,1,0,0,0,0,0
86,Vitaliy Buyalskyi,ua  UKR,"MF,FW",ua  Dynamo Kyiv,28,1993,4.8,16,3.32,10,0,3,0,2,1,0,0.00,0,0,0,0,0,0
87,Jovane Cabral,cv  CPV,"FW,MF",pt  Sporting CP,23,1998,0.9,2,2.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
88,Davide Calabria,it  ITA,DF,it  Milan,24,1996,3.5,1,0.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
89,Hakan Çalhanoğlu,tr  TUR,MF,it  Inter,27,1994,4.6,26,5.63,13,12,1,0,0,0,2,0.43,2,0,0,0,0,0
90,Mohamed Camara,ml  MLI,MF,at  RB Salzburg,21,2000,7.4,7,0.94,5,0,0,0,1,1,2,0.27,1,0,0,0,1,0
91,Eduardo Camavinga,fr  FRA,MF,es  Real Madrid,18,2002,3.4,8,2.36,8,0,0,0,0,0,4,1.18,4,0,0,0,0,0
92,Emre Can,de  GER,DF,de  Dortmund,27,1994,0.8,2,2.47,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
93,João Cancelo,pt  POR,DF,eng  Manchester City,27,1994,9.3,28,3.00,25,1,0,1,0,1,4,0.43,4,0,0,0,0,0
94,Nicolás Capaldo,ar  ARG,MF,at  RB Salzburg,23,1997,3.2,6,1.89,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0
95,Étienne Capoue,fr  FRA,MF,es  Villarreal,33,1988,11.6,14,1.21,11,0,0,1,1,1,4,0.34,3,0,0,1,0,0
96,Fábio Cardoso,pt  POR,DF,pt  Porto,27,1994,1.7,2,1.15,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
97,Diego Carlos,br  BRA,DF,es  Sevilla,28,1993,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
98,Yannick Carrasco,be  BEL,"DF,MF",es  Atlético Madrid,27,1993,5.2,11,2.10,8,1,1,0,1,0,0,0.00,0,0,0,0,0,0
99,Scott Carson,eng  ENG,GK,eng  Manchester City,35,1985,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
100,Dani Carvajal,es  ESP,DF,es  Real Madrid,29,1992,10.6,21,1.98,20,1,0,0,0,0,1,0.09,1,0,0,0,0,0
101,Casemiro,br  BRA,MF,es  Real Madrid,29,1992,10.1,20,1.98,16,0,1,0,3,0,3,0.30,2,0,0,0,1,0
102,Frank Castañeda,co  COL,FW,md  Sheriff Tiraspol,27,1994,3.9,6,1.52,3,2,0,1,0,0,0,0.00,0,0,0,0,0,0
103,Koen Casteels,be  BEL,GK,de  Wolfsburg,29,1992,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
104,Edinson Cavani,uy  URU,FW,eng  Manchester Utd,34,1987,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
105,Dani Ceballos,es  ESP,"MF,FW",es  Real Madrid,24,1996,0.5,1,2.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
106,Dumitru Celeadnic,md  MDA,GK,md  Sheriff Tiraspol,29,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
107,Zeki Çelik,tr  TUR,DF,fr  Lille,24,1997,6.5,9,1.38,7,0,0,2,0,0,2,0.31,1,0,0,1,0,0
108,Leonardo César Jardim,br  BRA,GK,fr  Lille,26,1995,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
109,Trevoh Chalobah,eng  ENG,DF,eng  Chelsea,22,1999,2.0,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
110,Giorgio Chiellini,it  ITA,DF,it  Juventus,36,1984,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
111,Federico Chiesa,it  ITA,"FW,MF",it  Juventus,23,1997,3.7,17,4.58,8,2,4,0,2,1,3,0.81,0,0,2,0,1,0
112,Ben Chilwell,eng  ENG,DF,eng  Chelsea,24,1996,2.1,4,1.93,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0
113,Dmitri Chistyakov,ru  RUS,DF,ru  Zenit,27,1994,4.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
114,Andreas Christensen,dk  DEN,DF,eng  Chelsea,25,1996,6.7,6,0.90,5,0,0,1,0,0,1,0.15,1,0,0,0,0,0
115,Anders Christiansen,dk  DEN,MF,se  Malmö,31,1990,3.6,8,2.20,4,2,0,2,0,0,0,0.00,0,0,0,0,0,0
116,Samuel Chukwueze,ng  NGA,"MF,FW",es  Villarreal,22,1999,3.1,2,0.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
117,Claudinho,br  BRA,"MF,FW",ru  Zenit,24,1997,5.1,27,5.33,17,6,0,2,1,1,0,0.00,0,0,0,0,0,0
118,Sebastián Coates,uy  URU,DF,pt  Sporting CP,30,1990,6.0,3,0.50,2,0,0,1,0,0,2,0.33,1,0,0,1,0,0
119,Serafim Cojocari,md  MDA,FW,md  Sheriff Tiraspol,20,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
120,Maxim Cojocaru,md  MDA,"FW,MF",md  Sheriff Tiraspol,23,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
121,Antonio Čolak,hr  CRO,FW,se  Malmö,27,1993,5.5,5,0.90,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0
122,Kingsley Coman,fr  FRA,"FW,DF",de  Bayern Munich,25,1996,7.0,48,6.88,31,0,11,2,3,1,7,1.00,4,0,2,0,0,1
123,Francisco Conceição,pt  POR,"MF,FW",pt  Porto,18,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
124,Francis Coquelin,fr  FRA,MF,es  Villarreal,30,1991,5.1,10,1.97,5,0,1,1,2,1,2,0.39,1,0,0,0,1,0
125,Jesús Corona,mx  MEX,"DF,FW",pt  Porto,28,1993,2.4,3,1.26,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
126,Ángel Correa,ar  ARG,"FW,MF",es  Atlético Madrid,26,1995,4.5,14,3.11,13,0,0,1,0,0,1,0.22,1,0,0,0,0,0
127,Joaquín Correa,ar  ARG,FW,it  Inter,26,1994,1.2,3,2.43,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
128,Bruno Xavier Almeida Costa,pt  POR,MF,pt  Porto,24,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
129,Diogo Costa,pt  POR,GK,pt  Porto,21,1999,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
130,Thibaut Courtois,be  BEL,GK,es  Real Madrid,29,1992,13.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
131,Philippe Coutinho,br  BRA,"FW,MF",es  Barcelona,29,1992,1.2,1,0.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
132,Juan Cuadrado,co  COL,"DF,MF",it  Juventus,33,1988,5.2,18,3.43,13,3,1,0,1,0,1,0.19,1,0,0,0,0,0
133,Matheus Cunha,br  BRA,"FW,MF",es  Atlético Madrid,22,1999,1.6,6,3.70,0,0,1,3,1,1,0,0.00,0,0,0,0,0,0
134,Danilo D'Ambrosio,it  ITA,DF,it  Inter,32,1988,1.6,3,1.84,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
135,Cosimo Marco Da Graca,it  ITA,FW,it  Juventus,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
136,Johan Dahlin,se  SWE,GK,se  Malmö,34,1986,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
137,Mahmoud Dahoud,de  GER,MF,de  Dortmund,25,1996,2.4,15,6.37,8,3,1,2,1,0,4,1.70,2,1,0,0,1,0
138,Diogo Dalot,pt  POR,DF,eng  Manchester Utd,22,1999,2.6,8,3.08,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
139,Danilo,br  BRA,DF,it  Juventus,30,1991,5.0,8,1.60,8,0,0,0,0,0,2,0.40,2,0,0,0,0,0
140,Mohammed Daramy,dk  DEN,FW,nl  Ajax,19,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
141,Matteo Darmian,it  ITA,DF,it  Inter,31,1989,2.2,5,2.28,3,0,0,1,1,0,1,0.46,0,0,0,1,0,0
142,Jonathan David,ca  CAN,FW,fr  Lille,21,2000,7.5,18,2.40,11,0,4,1,2,0,1,0.13,1,0,0,0,0,0
143,Alphonso Davies,ca  CAN,DF,de  Bayern Munich,20,2000,5.3,15,2.84,11,0,1,2,0,1,2,0.38,2,0,0,0,0,0
144,Kevin De Bruyne,be  BEL,MF,eng  Manchester City,30,1991,8.1,46,5.67,35,7,1,1,1,1,5,0.62,5,0,0,0,0,0
145,Charles De Ketelaere,be  BEL,FW,be  Club Brugge,20,2001,5.5,16,2.90,12,1,2,0,1,0,2,0.36,1,0,1,0,0,0
146,Rodrigo De Paul,ar  ARG,MF,es  Atlético Madrid,27,1994,6.4,19,2.96,9,4,1,2,2,1,0,0.00,0,0,0,0,0,0
147,Mattia De Sciglio,it  ITA,DF,it  Juventus,28,1992,3.2,7,2.20,7,0,0,0,0,0,1,0.31,1,0,0,0,0,0
148,Koni De Winter,be  BEL,DF,it  Juventus,19,2002,0.9,1,1.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
149,Thomas Delaney,dk  DEN,MF,es  Sevilla,29,1991,2.2,5,2.25,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
150,Liam Delap,eng  ENG,FW,eng  Manchester City,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
151,Ousmane Dembélé,fr  FRA,"FW,DF",es  Barcelona,24,1997,1.4,4,2.93,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
152,Yusuf Demir,at  AUT,"DF,FW",es  Barcelona,18,2003,1.1,3,2.65,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0
153,Merih Demiral,tr  TUR,DF,it  Atalanta,23,1998,4.1,2,0.49,2,0,0,0,0,0,1,0.24,1,0,0,0,0,0
154,Dentinho,br  BRA,FW,ua  Shakhtar,32,1989,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
155,Memphis Depay,nl  NED,FW,es  Barcelona,27,1994,5.8,26,4.47,12,12,0,2,0,0,0,0.00,0,0,0,0,0,0
156,Sergiño Dest,us  USA,"DF,FW",es  Barcelona,20,2000,2.6,3,1.17,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
157,Ersin Destanoğlu,tr  TUR,GK,tr  Beşiktaş,20,2001,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
158,Ángel Di María,ar  ARG,FW,fr  Paris S-G,33,1988,2.9,10,3.47,7,3,0,0,0,0,2,0.69,1,1,0,0,0,0
159,Boulaye Dia,sn  SEN,FW,es  Villarreal,24,1996,2.9,4,1.39,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
160,Abdou Diallo,sn  SEN,DF,fr  Paris S-G,25,1996,1.8,1,0.55,1,0,0,0,0,0,1,0.55,1,0,0,0,0,0
161,Amad Diallo,ci  CIV,MF,eng  Manchester Utd,19,2002,0.7,1,1.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
162,Rúben Dias,pt  POR,DF,eng  Manchester City,24,1997,7.4,6,0.81,4,0,1,1,0,0,4,0.54,3,0,0,1,0,0
163,Ismael Diawara,ml  MLI,GK,se  Malmö,26,1994,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
164,Brahim Díaz,es  ESP,MF,it  Milan,21,1999,3.9,8,2.07,6,0,0,0,1,1,3,0.78,2,0,0,0,1,0
165,Virgil van Dijk,nl  NED,DF,eng  Liverpool,30,1991,9.0,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
166,Federico Dimarco,it  ITA,DF,it  Inter,23,1997,3.1,15,4.79,5,9,0,1,0,0,1,0.32,0,1,0,0,0,0
167,Junior Dina Ebimbe,fr  FRA,MF,fr  Paris S-G,20,2000,0.1,1,12.86,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
168,Tiago Djaló,pt  POR,DF,fr  Lille,21,2000,5.9,3,0.51,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
169,Berat Djimsiti,al  ALB,DF,it  Atalanta,28,1993,2.9,5,1.73,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
170,Dodô,br  BRA,DF,ua  Shakhtar,22,1998,6.0,9,1.50,9,0,0,0,0,0,1,0.17,1,0,0,0,0,0
171,Gianluigi Donnarumma,it  ITA,GK,fr  Paris S-G,22,1999,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
172,Bas Dost,nl  NED,FW,be  Club Brugge,32,1989,0.8,1,1.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
173,Julian Draxler,de  GER,"FW,MF",fr  Paris S-G,27,1993,1.6,3,1.89,3,0,0,0,0,0,2,1.26,2,0,0,0,0,0
174,Rodrigo Duarte,pt  POR,FW,pt  Sporting CP,16,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
175,Gustavo Dulanto,pe  PER,DF,md  Sheriff Tiraspol,25,1995,6.0,2,0.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
176,Denzel Dumfries,nl  NED,DF,it  Inter,25,1996,5.2,12,2.32,7,1,1,0,2,1,1,0.19,1,0,0,0,0,0
177,Paulo Dybala,ar  ARG,"FW,MF",it  Juventus,27,1993,2.8,13,4.61,9,0,3,0,0,1,1,0.35,1,0,0,0,0,0
178,Edin Džeko,ba  BIH,FW,it  Inter,35,1986,6.0,11,1.84,10,0,0,1,0,0,1,0.17,1,0,0,0,0,0
179,Artem Dzyuba,ru  RUS,FW,ru  Zenit,32,1988,3.1,8,2.59,6,0,0,1,1,0,2,0.65,1,0,0,0,1,0
180,Ederson,br  BRA,GK,eng  Manchester City,27,1993,11.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
