,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls_Performance,Ast_Performance,PK_Performance,PKatt_Performance,Sh_Performance,SoT_Performance,CrdY_Performance,CrdR_Performance,Touches_Performance,Press_Performance,Tkl_Performance,Int_Performance,Blocks_Performance,xG_Expected,npxG_Expected,xA_Expected,SCA_SCA,GCA_SCA,Cmp_Passes,Att_Passes,Cmp%_Passes,Prog_Passes,Carries_Carries,Prog_Carries,Succ_Dribbles,Att_Dribbles,Match Report
28,2018-11-27,Tue,Champions Lg,Group stage,Away,W 2–0,nl  Ajax,gr  AEK Athens,Y,CM,90,0,0,0,0,1,0,0,0,112,5,0,0,1,0.0,0.0,0.3,2,0,95,105,90.5,19,100,15,1,3,Match Report
29,2018-12-02,Sun,Dutch Eredivisie,Regular Season,Home,W 5–1,Ajax,ADO Den Haag,Y,CM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
30,2018-12-08,Sat,Dutch Eredivisie,Regular Season,Away,W 4–1,Ajax,Zwolle,Y,CM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
31,2018-12-12,Wed,Champions Lg,Group stage,Home,D 3–3,nl  Ajax,de  Bayern Munich,Y,"CM,DM",90,0,0,0,0,0,0,0,0,85,17,0,2,0,0.0,0.0,0.0,3,0,74,81,91.4,6,71,7,1,1,Match Report
32,2018-12-16,Sun,Dutch Eredivisie,Regular Season,Home,W 8–0,Ajax,De Graafschap,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
33,2018-12-23,Sun,Dutch Eredivisie,Regular Season,Away,W 3–1,Ajax,Utrecht,Y,CM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
34,2019-01-20,Sun,Dutch Eredivisie,Regular Season,Home,D 4–4,Ajax,Heerenveen,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
35,2019-01-27,Sun,Dutch Eredivisie,Regular Season,Away,L 2–6,Ajax,Feyenoord,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
36,2019-02-02,Sat,Dutch Eredivisie,Regular Season,Home,W 6–0,Ajax,VVV-Venlo,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
37,2019-02-09,Sat,Dutch Eredivisie,Regular Season,Away,L 0–1,Ajax,Heracles Almelo,Y,CM,78,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
38,2019-02-13,Wed,Champions Lg,Round of 16,Home,L 1–2,nl  Ajax,es  Real Madrid,Y,DM,90,0,0,0,0,0,0,0,0,87,30,2,0,2,0.0,0.0,0.1,2,0,64,74,86.5,8,69,9,2,3,Match Report
39,2019-02-17,Sun,Dutch Eredivisie,Regular Season,Home,W 5–0,Ajax,NAC Breda,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
40,2019-02-24,Sun,Dutch Eredivisie,Regular Season,Away,W 5–1,Ajax,ADO Den Haag,Y,CM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
41,2019-03-05,Tue,Champions Lg,Round of 16,Away,W 4–1,nl  Ajax,es  Real Madrid,Y,DM,90,0,0,0,0,0,0,0,0,72,36,4,0,5,0.0,0.0,0.0,0,0,49,56,87.5,3,51,3,2,2,Match Report
42,2019-03-10,Sun,Dutch Eredivisie,Regular Season,Home,W 4–0,Ajax,Fortuna Sittard,Y,CM,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
43,2019-03-13,Wed,Dutch Eredivisie,Regular Season,Home,W 2–1,Ajax,Zwolle,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
44,2019-03-17,Sun,Dutch Eredivisie,Regular Season,Away,L 0–1,Ajax,AZ Alkmaar,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
45,2019-03-31,Sun,Dutch Eredivisie,Regular Season,Home,W 3–1,Ajax,PSV Eindhoven,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
46,2019-04-03,Wed,Dutch Eredivisie,Regular Season,Away,W 5–2,Ajax,Emmen,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
47,2019-04-06,Sat,Dutch Eredivisie,Regular Season,Away,W 4–1,Ajax,Willem II,Y,DM,82,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
48,2019-04-10,Wed,Champions Lg,Quarter-finals,Home,D 1–1,nl  Ajax,it  Juventus,Y,DM,90,0,0,0,0,1,0,1,0,110,24,7,4,2,0.1,0.1,0.1,3,0,89,97,91.8,6,86,10,0,0,Match Report
49,2019-04-13,Sat,Dutch Eredivisie,Regular Season,Home,W 6–2,Ajax,Excelsior,Y,CM,27,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
50,2019-04-16,Tue,Champions Lg,Quarter-finals,Away,W 2–1,nl  Ajax,it  Juventus,Y,CM,90,0,0,0,0,0,0,0,0,66,14,1,1,1,0.0,0.0,0.0,1,0,50,60,83.3,8,48,1,1,1,Match Report
51,2019-04-20,Sat,Dutch Eredivisie,Regular Season,Away,W 1–0,Ajax,Groningen,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
52,2019-04-23,Tue,Dutch Eredivisie,Regular Season,Home,W 4–2,Ajax,Vitesse,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
53,2019-04-30,Tue,Champions Lg,Semi-finals,Away,W 1–0,nl  Ajax,eng  Tottenham,Y,DM,90,0,0,0,0,0,0,0,0,81,15,5,2,3,0.0,0.0,0.0,0,0,53,62,85.5,4,47,2,1,2,Match Report
54,2019-05-08,Wed,Champions Lg,Semi-finals,Home,L 2–3,nl  Ajax,eng  Tottenham,Y,CM,90,0,0,0,0,1,0,0,0,66,31,5,1,2,0.1,0.1,0.0,1,0,47,53,88.7,4,43,2,0,0,Match Report
55,2019-05-12,Sun,Dutch Eredivisie,Regular Season,Home,W 4–1,Ajax,Utrecht,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
56,2019-05-15,Wed,Dutch Eredivisie,Regular Season,Away,W 4–1,Ajax,De Graafschap,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
57,2019-06-06,Thu,UEFA Nations League,Semi-finals,Neutral,W 3–1,nl  Netherlands,eng  England,Y,CM,113,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
58,2019-06-09,Sun,UEFA Nations League,Final,Neutral,L 0–1,nl  Netherlands,pt  Portugal,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report
59,,,,,,39-8-8,,,53/55,,4617,3,4,0,0,7,0,2,0,942,206,29,16,22,0.3,0.3,0.6,24,2,731,817,89.5,74,701,72,10,14,
