,id,eventId,minute,teamId,playerId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,second,endX,endY,goalMouthZ,goalMouthY,isGoal,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,cardType.value,cardType.displayName,venue,opponent
13,2333609983.0,8,0,51,423419.0,18.2,84.8,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '4.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '58.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 34, 37, 214, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,22.0,4.2,58.8,,,,,,,,,,,Santiago Bernabéu,Real Madrid
14,2333610017.0,9,0,51,36262.0,7.9,49.9,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '44.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '8.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.6'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 123, 126, 35, 37, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,27.0,40.7,8.0,,,,,,,,,,,Santiago Bernabéu,Real Madrid
15,2333610051.0,10,0,51,377285.0,41.7,7.6,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '8.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,29.0,36.1,8.2,,,,,,,,,,,Santiago Bernabéu,Real Madrid
16,2333610087.0,11,0,51,381642.0,38.3,14.7,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '30.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,33.0,37.6,30.3,,,,,,,,,,,Santiago Bernabéu,Real Madrid
17,2333610123.0,12,0,51,134739.0,37.2,37.6,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.4'}]","[90, 116, 29, 34, 36, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,36.0,36.3,68.4,,,,,,,,,,,Santiago Bernabéu,Real Madrid
18,2333610151.0,13,0,51,423419.0,55.9,77.6,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.2'}]","[90, 118, 116, 29, 34, 37, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,42.0,53.9,72.6,,,,,,,,,,,Santiago Bernabéu,Real Madrid
19,2333610165.0,14,0,51,381643.0,60.7,64.3,0,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.0'}]","[90, 118, 116, 29, 34, 36, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,45.0,53.1,65.8,,,,,,,,,,,Santiago Bernabéu,Real Madrid
20,2333610205.0,15,0,51,134739.0,54.4,73.5,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.9'}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,47.0,58.9,86.3,,,,,,,,,,,Santiago Bernabéu,Real Madrid
21,2333610217.0,16,0,51,367780.0,58.7,86.0,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '84.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 34, 37, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,48.0,44.2,84.5,,,,,,,,,,,Santiago Bernabéu,Real Madrid
22,2333610267.0,17,0,51,423419.0,44.2,84.5,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.8'}]","[90, 116, 29, 35, 37, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,49.0,45.3,71.5,,,,,,,,,,,Santiago Bernabéu,Real Madrid
23,2333610289.0,18,0,51,134739.0,44.9,71.1,0,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '48.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 35, 36, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,54.0,48.6,95.3,,,,,,,,,,,Santiago Bernabéu,Real Madrid
24,2333610313.0,19,0,51,422770.0,47.8,95.0,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '85.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 34, 37, 214, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,57.0,27.3,85.1,,,,,,,,,,,Santiago Bernabéu,Real Madrid
25,2333610521.0,20,0,51,423419.0,24.5,87.8,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '9.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '66.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.3'}]","[90, 116, 29, 34, 37, 214, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,59.0,9.5,66.7,,,,,,,,,,,Santiago Bernabéu,Real Madrid
26,2333610557.0,21,1,51,36262.0,12.0,45.2,1,"[{'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '41.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '50.4'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[90, 119, 123, 127, 35, 36, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,0,Unsuccessful,12.0,50.4,60.5,,,,,,,,,,,Santiago Bernabéu,Real Madrid
27,2333610563.0,8,1,52,39722.0,47.8,41.4,1,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '22'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[196, 199]",False,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,44,Aerial,1,Successful,15.0,,,,,,,,,,,,,Santiago Bernabéu,Real Madrid
28,2333610573.0,22,1,51,407281.0,52.2,58.6,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '8'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[197, 198]",False,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,44,Aerial,0,Unsuccessful,15.0,,,,,,,,,,,,,Santiago Bernabéu,Real Madrid
29,2333610591.0,9,1,52,39722.0,46.7,42.5,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '39.6'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.4'}]","[90, 119, 28, 138, 35, 37, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,0,Unsuccessful,15.0,59.4,39.6,,,,,,,,,,,Santiago Bernabéu,Real Madrid
30,2333610667.0,24,1,51,367780.0,42.4,62.0,1,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '10'}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 62]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,4,Foul,1,Successful,17.0,,,,,,,,,,,,,Santiago Bernabéu,Real Madrid
31,2333610631.0,10,1,52,369109.0,57.6,38.0,1,"[{'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '24'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]",[63],False,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,4,Foul,0,Unsuccessful,17.0,,,,,,,,,,,,,Santiago Bernabéu,Real Madrid
32,2333611715.0,28,2,51,134739.0,37.6,66.4,2,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.2'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '44.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.2'}]","[90, 116, 29, 131, 34, 37, 214, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,6.0,30.2,44.3,,,,,,,,,,,Santiago Bernabéu,Real Madrid
33,2333611245.0,25,2,51,142387.0,30.9,41.0,2,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 214, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,6.0,27.9,65.3,,,,,,,,,,,Santiago Bernabéu,Real Madrid
34,2333611323.0,27,2,51,423419.0,26.8,66.4,2,"[{'type': {'value': 170, 'displayName': 'LeadingToGoal'}}]",[97],False,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,51,Error,1,Successful,7.0,,,,,,,,,,,,,Santiago Bernabéu,Real Madrid
35,2333611249.0,26,2,51,423419.0,26.9,64.1,2,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 68]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,61,BallTouch,0,Unsuccessful,7.0,,,,,,,,,,,,,Santiago Bernabéu,Real Madrid
36,2333611227.0,11,2,52,14296.0,70.9,36.7,2,[],[92],False,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,49,BallRecovery,1,Successful,8.0,,,,,,,,,,,,,Santiago Bernabéu,Real Madrid
37,2333611277.0,12,2,52,14296.0,87.5,35.3,2,"[{'type': {'value': 76, 'displayName': 'LowLeft'}}, {'type': {'value': 22, 'displayName': 'RegularPlay'}}, {'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '3.2'}, {'type': {'value': 63, 'displayName': 'BoxRight'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '53.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 23, 8, 9, 1, 3, 11, 16, 18, 24]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,16,Goal,1,Successful,13.0,,,3.2,53.9,True,True,,,,,,,Santiago Bernabéu,Real Madrid
38,2333612099.0,29,3,51,407281.0,49.2,49.9,3,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '44.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.7'}]","[90, 116, 29, 34, 37, 215, 217]",True,1560145,2021-09-22T00:00:00,2021-09-22T21:00:00,6 : 1,6 : 1,3 : 1,,Santiago Bernabéu,93,1,FirstHalf,1,Pass,1,Successful,10.0,35.6,44.9,,,,,,,,,,,Santiago Bernabéu,Real Madrid
