,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType.value,cardType.displayName,isGoal,venue,opponent
20,2332413799.0,14,1,15.0,52,18.8,91.5,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.3'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 131, 35, 37, 214, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,106875.0,26.0,90.3,,,,,,,,,,,Mestalla,Valencia
21,2332413821.0,15,1,17.0,52,27.0,91.4,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '20.5'}]","[90, 116, 29, 34, 36, 214, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,20874.0,20.5,91.8,,,,,,,,,,,Mestalla,Valencia
22,2332413847.0,16,1,19.0,52,20.6,91.7,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 35, 36, 214, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,106875.0,26.6,95.6,,,,,,,,,,,Mestalla,Valencia
23,2332413871.0,17,1,20.0,52,28.1,94.8,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.1'}]","[90, 116, 29, 35, 37, 214, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,20874.0,33.2,73.5,,,,,,,,,,,Mestalla,Valencia
24,2332413901.0,18,1,22.0,52,32.3,72.6,1,"[{'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '40.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[90, 116, 123, 126, 35, 37, 215, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,88526.0,36.5,12.9,,,,,,,,,,,Mestalla,Valencia
25,2332413943.0,19,1,27.0,52,43.6,12.0,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '23.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 215, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,106883.0,36.0,23.4,,,,,,,,,,,Mestalla,Valencia
26,2332413961.0,20,1,31.0,52,36.4,23.3,1,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '2.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.5'}]","[90, 118, 116, 29, 35, 37, 215, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,337879.0,55.5,2.8,,,,,,,,,,,Mestalla,Valencia
27,2332414007.0,21,1,33.0,52,55.6,2.8,1,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '100.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '23.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '49.5'}]","[90, 119, 127, 35, 36, 216, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,0,Unsuccessful,106883.0,100.0,23.0,,,,,,,,,,,Mestalla,Valencia
28,2332414169.0,14,1,50.0,55,2.4,51.5,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '5.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.9'}, {'type': {'value': 124, 'displayName': 'GoalKick'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '39.2'}]","[90, 116, 29, 35, 37, 214, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,401633.0,5.4,39.2,,,,,,,,,,,Mestalla,Valencia
29,2332490685.0,714,1,51.0,55,4.4,38.0,1,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '6.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 35, 36, 214, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,76810.0,6.3,72.1,,,,,,,,,,,Mestalla,Valencia
30,2332414191.0,15,2,0.0,55,32.4,79.4,2,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '74.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '35.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '53.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.7'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 119, 123, 127, 35, 37, 216, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,0,Unsuccessful,344639.0,74.3,35.4,,,,,,,,,,,Mestalla,Valencia
31,2332414195.0,23,2,2.0,52,28.7,67.0,2,[],[92],False,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,49,BallRecovery,1,Successful,106875.0,,,,,,,,,,,,,Mestalla,Valencia
32,2332414221.0,24,2,3.0,52,30.4,66.6,2,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '39.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '63.1'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '67.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}]","[90, 119, 127, 35, 37, 216, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,0,Unsuccessful,106875.0,67.9,63.1,,,,,,,,,,,Mestalla,Valencia
33,2332414249.0,16,2,6.0,55,29.5,36.1,2,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.3'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}]","[90, 116, 29, 138, 35, 37, 215, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,76810.0,34.8,12.3,,,,,,,,,,,Mestalla,Valencia
34,2332414257.0,17,2,8.0,55,35.2,12.0,2,[],[92],False,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,49,BallRecovery,1,Successful,367180.0,,,,,,,,,,,,,Mestalla,Valencia
35,2332414281.0,18,2,9.0,55,36.9,10.4,2,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '19.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '48.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.4'}]","[90, 116, 29, 35, 36, 215, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,367180.0,48.2,19.5,,,,,,,,,,,Mestalla,Valencia
36,2332414353.0,19,2,12.0,55,53.8,13.8,2,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '19.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.3'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.1'}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,27254.0,65.1,19.8,,,,,,,,,,,Mestalla,Valencia
37,2332414357.0,20,2,14.0,55,67.4,20.2,2,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '25'}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[90, 62]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,4,Foul,1,Successful,313542.0,,,,,,,,,,,,,Mestalla,Valencia
38,2332414345.0,25,2,14.0,52,32.6,79.8,2,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '20'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 285, 'displayName': 'Defensive'}}]",[63],False,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,4,Foul,0,Unsuccessful,88526.0,,,,,,,,,,,,,Mestalla,Valencia
39,2332414681.0,21,2,48.0,55,70.2,23.6,2,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.5'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '1.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '22.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[90, 118, 116, 29, 131, 204, 35, 37, 216, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,313542.0,71.1,22.1,,,,,,,,,,,Mestalla,Valencia
40,2332414707.0,22,2,50.0,55,72.0,21.8,2,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '50.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,27254.0,72.8,50.3,,,,,,,,,,,Mestalla,Valencia
41,2332414769.0,23,2,52.0,55,72.7,50.0,2,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '76.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.8'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.2'}]","[90, 118, 116, 29, 123, 204, 35, 36, 216, 217]",True,1560167,2021-09-19T00:00:00,2021-09-19T20:00:00,1 : 2,1 : 2,0 : 0,,Mestalla,95,1,FirstHalf,1,Pass,1,Successful,392686.0,89.3,76.7,,,,,,,,,,,Mestalla,Valencia
