,Player,Nation_x,Pos_x,Age_x,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance_x,CrdR_Performance_x,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected_x,npxG_Expected_x,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes,Nation_y,Pos_y,Age_y,90s_x,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected_y,npxG_Expected_y,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected,Nation_x,Pos_x,Age_x,90s_y,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Nation_y,Pos_y,Age_y,90s_x,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Nation_x,Pos_x,Age_x,90s_y,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types,Nation_y,Pos_y,Age_y,90s_x,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Nation_x,Pos_x,Age_x,90s_y,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving,Nation_y,Pos_y,Age_y,90s,CrdY_Performance_y,CrdR_Performance_y,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
10,Jan Vertonghen,be  BEL,DF,32.0,23,19,1645.0,18.3,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.05,0.11,0.05,0.11,0.3,0.3,1.0,1.2,0.02,0.05,0.07,0.02,0.07,be  BEL,DF,32.0,18.3,1,4,2,50.0,0.22,0.11,0.25,0.5,11.3,0,0,0,0.3,0.3,0.07,0.7,0.7,be  BEL,DF,32.0,18.3,930,1112,83.6,19299,5954,297,327,90.8,485,536,90.5,143,226,63.3,1,1.0,0.0,3,55,0,0,50,be  BEL,DF,32.0,18.3,1112,1009,103,38,0,166,28,10,0,0,0,0,764,147,201,726,249,47,65,1,930,1,9,13,23,be  BEL,DF,32.0,18.3,8,0.44,7,1,0,0,0,0,1,0.05,1,0,0,0,0,0,be  BEL,DF,32.0,18.3,31,21,17,13,1,10,20,50.0,10,154,51,33.1,98,49,7,30,10,0,20,22,53,116,0,be  BEL,DF,32.0,18.3,1327,166,622,687,83,6,1227,2,5,40.0,2,0,785,3980,1990,58,3,0,4,6,833,819,98.3,9,be  BEL,DF,32.0,18.3,2,0,0,7,17,0,10,22,21,0,1,0,196,59,25,70.2
11,Paulo Gazzaniga,ar  ARG,GK,27.0,18,17,1613.0,17.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.02,0.02,0.0,0.02,ar  ARG,GK,27.0,17.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ar  ARG,GK,27.0,17.9,319,516,61.8,9681,6260,72,73,98.6,138,139,99.3,109,304,35.9,0,0.4,-0.4,1,6,0,0,0,ar  ARG,GK,27.0,17.9,516,350,166,26,1,63,10,0,0,0,0,0,223,15,278,21,393,0,0,58,319,2,14,0,2,ar  ARG,GK,27.0,17.9,4,0.22,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,ar  ARG,GK,27.0,17.9,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,ar  ARG,GK,27.0,17.9,553,505,553,0,0,0,391,0,0,,0,0,239,907,496,0,0,0,1,0,231,229,99.1,0,ar  ARG,GK,27.0,17.9,1,0,0,1,2,0,0,0,0,0,1,0,80,0,0,
12,Ben Davies,wls  WAL,DF,26.0,18,16,1431.0,15.9,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.9,0.01,0.04,0.05,0.01,0.05,wls  WAL,DF,26.0,15.9,0,7,1,14.3,0.44,0.06,0.0,0.0,23.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,wls  WAL,DF,26.0,15.9,730,956,76.4,13130,5294,301,348,86.5,350,442,79.2,65,126,51.6,0,0.6,-0.6,10,62,9,6,69,wls  WAL,DF,26.0,15.9,956,786,170,16,1,124,12,29,0,0,0,0,545,199,212,653,80,41,154,2,730,2,14,25,32,wls  WAL,DF,26.0,15.9,17,1.07,15,1,0,1,0,0,0,0.0,0,0,0,0,0,0,wls  WAL,DF,26.0,15.9,30,13,13,14,3,5,24,20.8,19,214,63,29.4,98,91,25,43,13,0,30,12,42,67,1,wls  WAL,DF,26.0,15.9,1139,58,385,576,228,23,969,8,15,53.3,8,0,589,2620,1522,71,20,4,5,9,667,642,96.3,30,wls  WAL,DF,26.0,15.9,6,0,0,27,8,1,29,12,13,0,0,0,163,42,22,65.6
13,Giovani Lo Celso,ar  ARG,"MF,FW",23.0,28,15,1492.0,16.6,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.12,0.12,0.0,0.12,1.2,1.2,2.1,3.3,0.08,0.12,0.2,0.08,0.2,ar  ARG,"MF,FW",23.0,16.6,0,18,3,16.7,1.09,0.18,0.0,0.0,20.6,1,0,0,1.2,1.2,0.07,-1.2,-1.2,ar  ARG,"MF,FW",23.0,16.6,832,1005,82.8,15375,3976,378,419,90.2,320,368,87.0,116,182,63.7,2,2.1,-0.1,29,90,27,2,88,ar  ARG,"MF,FW",23.0,16.6,1005,922,83,37,2,177,45,18,40,18,9,7,684,162,159,847,116,20,6,9,832,4,10,16,21,ar  ARG,"MF,FW",23.0,16.6,60,3.62,44,9,2,1,3,1,6,0.36,5,0,0,1,0,0,ar  ARG,"MF,FW",23.0,16.6,51,33,13,31,7,9,53,17.0,44,420,134,31.9,141,211,68,30,6,0,24,14,65,20,1,ar  ARG,"MF,FW",23.0,16.6,1233,29,191,704,447,28,1156,38,68,55.9,41,1,893,6024,3293,156,48,5,22,25,951,862,90.6,66,ar  ARG,"MF,FW",23.0,16.6,6,0,0,28,45,0,18,14,33,0,0,0,167,7,24,22.6
14,Eric Dier,eng  ENG,"DF,MF",25.0,19,15,1344.0,14.9,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.13,0.13,0.0,0.13,1.0,1.0,0.1,1.1,0.07,0.01,0.07,0.07,0.07,eng  ENG,"DF,MF",25.0,14.9,0,8,1,12.5,0.54,0.07,0.0,0.0,14.0,1,0,0,1.0,1.0,0.12,-1.0,-1.0,eng  ENG,"DF,MF",25.0,14.9,713,876,81.4,15425,4283,221,257,86.0,348,402,86.6,131,197,66.5,2,0.1,1.9,4,56,3,0,43,eng  ENG,"DF,MF",25.0,14.9,876,857,19,18,0,136,28,1,0,0,0,0,597,100,179,118,653,55,1,2,713,4,13,16,7,eng  ENG,"DF,MF",25.0,14.9,10,0.67,9,0,0,1,0,0,1,0.07,1,0,0,0,0,0,eng  ENG,"DF,MF",25.0,14.9,25,14,13,10,2,6,22,27.3,16,204,54,26.5,92,93,19,26,11,0,15,6,31,78,0,eng  ENG,"DF,MF",25.0,14.9,1035,118,475,547,61,11,1015,3,5,60.0,4,0,611,2850,1430,33,8,0,6,4,723,698,96.5,8,eng  ENG,"DF,MF",25.0,14.9,5,0,0,19,4,1,1,6,14,0,1,0,170,79,36,68.7
15,Érik Lamela,ar  ARG,"MF,FW",27.0,25,12,1215.0,13.5,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.15,0.07,0.22,0.15,0.22,2.7,2.7,1.6,4.3,0.2,0.12,0.32,0.2,0.32,ar  ARG,"MF,FW",27.0,13.5,2,29,8,27.6,2.15,0.59,0.07,0.25,18.5,4,0,0,2.7,2.7,0.1,-0.7,-0.7,ar  ARG,"MF,FW",27.0,13.5,469,596,78.7,7270,1418,256,290,88.3,157,185,84.9,36,77,46.8,1,1.6,-0.6,17,27,19,1,42,ar  ARG,"MF,FW",27.0,13.5,596,541,55,9,2,143,24,10,40,28,7,1,431,77,88,518,57,13,1,7,469,2,7,16,23,ar  ARG,"MF,FW",27.0,13.5,48,3.56,27,5,3,4,7,2,8,0.59,3,1,0,3,1,0,ar  ARG,"MF,FW",27.0,13.5,27,21,8,15,4,5,22,22.7,17,315,88,27.9,82,151,82,19,3,0,16,9,36,8,0,ar  ARG,"MF,FW",27.0,13.5,772,18,95,361,395,43,717,31,45,68.9,33,0,581,3660,2100,120,42,15,28,30,701,551,78.6,98,ar  ARG,"MF,FW",27.0,13.5,3,0,0,30,26,1,10,9,21,1,0,0,92,5,19,20.8
16,Tanguy Ndombele,fr  FRA,MF,22.0,21,12,1009.0,11.2,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.18,0.18,0.36,0.18,0.36,0.4,0.4,1.2,1.7,0.04,0.11,0.15,0.04,0.15,fr  FRA,MF,22.0,11.2,2,9,4,44.4,0.8,0.36,0.22,0.5,25.4,0,0,0,0.4,0.4,0.05,1.6,1.6,fr  FRA,MF,22.0,11.2,532,629,84.6,9408,2731,228,261,87.4,229,256,89.5,58,81,71.6,2,1.2,0.8,13,49,10,0,60,fr  FRA,MF,22.0,11.2,629,608,21,15,0,137,13,7,6,1,1,2,507,65,57,59,555,10,0,1,532,4,8,10,19,fr  FRA,MF,22.0,11.2,28,2.5,25,1,0,2,0,0,2,0.18,2,0,0,0,0,0,fr  FRA,MF,22.0,11.2,27,19,12,14,1,10,27,37.0,17,226,56,24.8,79,107,40,27,4,0,23,9,36,8,0,fr  FRA,MF,22.0,11.2,772,20,142,460,219,26,758,36,50,72.0,38,2,614,2758,1617,94,28,2,15,16,611,563,92.1,29,fr  FRA,MF,22.0,11.2,3,0,0,14,29,0,7,9,19,0,0,0,109,5,7,41.7
17,Christian Eriksen,dk  DEN,"MF,FW",27.0,20,10,1097.0,12.2,2.0,2.0,2.0,0.0,0.0,5.0,0.0,0.16,0.16,0.33,0.16,0.33,1.9,1.9,2.0,3.9,0.16,0.16,0.32,0.16,0.32,dk  DEN,"MF,FW",27.0,12.2,2,26,9,34.6,2.13,0.74,0.08,0.22,24.2,7,0,0,1.9,1.9,0.07,0.1,0.1,dk  DEN,"MF,FW",27.0,12.2,549,743,73.9,10145,2771,272,316,86.1,186,241,77.2,84,167,50.3,2,2.0,0.0,23,57,22,1,57,dk  DEN,"MF,FW",27.0,12.2,743,659,84,26,4,119,35,24,46,18,16,5,468,111,164,173,532,23,10,2,549,4,9,18,19,dk  DEN,"MF,FW",27.0,12.2,41,3.36,31,8,1,0,0,1,3,0.25,2,1,0,0,0,0,dk  DEN,"MF,FW",27.0,12.2,19,12,12,6,1,5,23,21.7,18,260,55,21.2,83,127,50,19,1,0,18,8,27,11,0,dk  DEN,"MF,FW",27.0,12.2,868,17,136,433,348,21,779,3,12,25.0,3,0,554,2429,1368,58,20,6,17,14,679,573,84.4,47,dk  DEN,"MF,FW",27.0,12.2,5,0,0,9,6,2,24,8,12,0,0,0,138,3,9,25.0
18,Danny Rose,eng  ENG,DF,29.0,12,10,893.0,9.9,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.9,0.02,0.07,0.09,0.02,0.09,eng  ENG,DF,29.0,9.9,0,2,0,0.0,0.2,0.0,0.0,,18.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,eng  ENG,DF,29.0,9.9,435,572,76.0,7666,3188,188,216,87.0,209,262,79.8,33,73,45.2,0,0.7,-0.7,10,34,12,4,52,eng  ENG,DF,29.0,9.9,572,480,92,17,0,69,5,31,1,0,1,0,353,91,128,412,67,13,74,0,435,3,1,15,22,eng  ENG,DF,29.0,9.9,16,1.61,11,2,0,0,2,1,0,0.0,0,0,0,0,0,0,eng  ENG,DF,29.0,9.9,16,13,5,8,3,7,17,41.2,10,103,34,33.0,49,34,20,23,7,0,16,6,22,34,0,eng  ENG,DF,29.0,9.9,682,47,196,341,194,13,594,11,22,50.0,14,1,443,2181,1226,53,17,1,5,7,428,415,97.0,13,eng  ENG,DF,29.0,9.9,5,0,0,14,17,0,31,6,13,0,0,0,93,9,6,60.0
19,Steven Bergwijn,nl  NED,"FW,MF",21.0,14,8,704.0,7.8,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.38,0.13,0.51,0.38,0.51,1.2,1.2,1.0,2.2,0.15,0.13,0.28,0.15,0.28,nl  NED,"FW,MF",21.0,7.8,3,9,4,44.4,1.15,0.51,0.33,0.75,15.0,0,0,0,1.2,1.2,0.13,1.8,1.8,nl  NED,"FW,MF",21.0,7.8,225,259,86.9,3150,545,140,155,90.3,67,76,88.2,8,13,61.5,1,1.0,0.0,13,10,11,4,12,nl  NED,"FW,MF",21.0,7.8,259,247,12,4,0,68,2,9,3,2,0,0,178,50,31,11,224,11,2,5,225,0,5,2,3,nl  NED,"FW,MF",21.0,7.8,26,3.32,22,0,2,0,2,0,1,0.13,1,0,0,0,0,0,nl  NED,"FW,MF",21.0,7.8,5,4,1,3,1,2,10,20.0,8,117,34,29.1,26,68,23,11,0,0,11,5,10,7,0,nl  NED,"FW,MF",21.0,7.8,351,4,53,171,160,27,339,10,26,38.5,13,0,235,1429,846,41,12,7,12,16,342,233,68.1,60,nl  NED,"FW,MF",21.0,7.8,2,0,0,7,10,0,9,5,4,1,0,0,71,6,8,42.9
20,Japhet Tanganga,eng  ENG,DF,20.0,6,6,525.0,5.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,eng  ENG,DF,20.0,5.8,0,3,1,33.3,0.51,0.17,0.0,0.0,27.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,eng  ENG,DF,20.0,5.8,188,232,81.0,3242,1096,95,105,90.5,73,83,88.0,19,31,61.3,0,0.0,0.0,0,9,0,0,11,eng  ENG,DF,20.0,5.8,232,195,37,4,0,38,5,2,0,0,0,0,135,59,38,21,151,13,33,1,188,0,5,3,11,eng  ENG,DF,20.0,5.8,2,0.34,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,eng  ENG,DF,20.0,5.8,20,15,14,5,1,9,19,47.4,10,95,30,31.6,52,38,5,12,5,1,7,9,29,33,1,eng  ENG,DF,20.0,5.8,320,32,137,162,38,2,286,7,10,70.0,7,0,166,766,411,15,2,0,5,8,171,156,91.2,4,eng  ENG,DF,20.0,5.8,1,0,0,8,4,0,2,9,15,0,0,0,50,19,10,65.5
21,Ryan Sessegnon,eng  ENG,DF,19.0,6,4,342.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,eng  ENG,DF,19.0,3.8,0,1,0,0.0,0.26,0.0,0.0,,15.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1,eng  ENG,DF,19.0,3.8,145,195,74.4,2401,925,78,89,87.6,58,71,81.7,8,27,29.6,0,0.1,-0.1,2,13,2,1,17,eng  ENG,DF,19.0,3.8,195,168,27,2,0,39,5,12,1,0,1,0,119,42,34,151,11,4,24,0,145,0,1,4,8,eng  ENG,DF,19.0,3.8,4,1.05,4,0,0,0,0,0,1,0.26,1,0,0,0,0,0,eng  ENG,DF,19.0,3.8,5,0,2,3,0,2,5,40.0,3,51,11,21.6,21,19,11,4,0,0,4,4,9,15,0,eng  ENG,DF,19.0,3.8,238,8,53,107,89,9,211,2,3,66.7,2,0,151,613,407,26,8,2,8,3,168,150,89.3,11,eng  ENG,DF,19.0,3.8,0,0,0,4,2,2,12,4,0,0,1,0,28,6,5,54.5
22,Kyle Walker-Peters,eng  ENG,DF,22.0,3,3,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,eng  ENG,DF,22.0,2.7,0,1,0,0.0,0.37,0.0,0.0,,21.9,0,0,0,0.0,0.0,0.02,0.0,0.0,eng  ENG,DF,22.0,2.7,183,214,85.5,3054,763,93,97,95.9,74,83,89.2,15,26,57.7,0,0.1,-0.1,2,9,1,0,10,eng  ENG,DF,22.0,2.7,214,187,27,4,0,32,3,4,0,0,0,0,154,33,27,15,171,5,23,0,183,1,1,3,6,eng  ENG,DF,22.0,2.7,6,2.24,4,0,0,1,1,0,0,0.0,0,0,0,0,0,0,eng  ENG,DF,22.0,2.7,5,3,5,0,0,1,5,20.0,4,36,12,33.3,19,11,6,6,2,0,4,2,7,9,0,eng  ENG,DF,22.0,2.7,244,13,69,118,75,6,219,3,4,75.0,3,0,188,905,574,21,7,2,0,4,177,171,96.6,8,eng  ENG,DF,22.0,2.7,0,0,0,1,5,1,4,2,3,0,0,0,27,2,4,33.3
23,Oliver Skipp,eng  ENG,"MF,DF",18.0,7,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng  ENG,"MF,DF",18.0,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,eng  ENG,"MF,DF",18.0,0.9,33,38,86.8,626,152,15,17,88.2,12,14,85.7,6,7,85.7,0,0.0,0.0,0,4,0,0,3,eng  ENG,"MF,DF",18.0,0.9,38,38,0,0,0,5,1,0,0,0,0,0,31,2,5,2,32,4,0,0,33,0,2,2,0,eng  ENG,"MF,DF",18.0,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,eng  ENG,"MF,DF",18.0,0.9,3,2,1,2,0,1,2,50.0,1,31,6,19.4,14,14,3,3,1,0,2,0,3,0,0,eng  ENG,"MF,DF",18.0,0.9,46,1,16,30,2,0,46,2,2,100.0,2,0,30,112,63,1,0,0,1,1,27,26,96.3,2,eng  ENG,"MF,DF",18.0,0.9,0,0,0,1,0,0,0,0,2,0,0,0,14,0,2,0.0
24,Juan Foyth,ar  ARG,DF,21.0,4,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,ar  ARG,DF,21.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ar  ARG,DF,21.0,0.8,53,60,88.3,1027,341,21,23,91.3,26,27,96.3,6,10,60.0,0,0.0,0.0,1,3,0,0,4,ar  ARG,DF,21.0,0.8,60,52,8,1,0,12,3,0,0,0,0,0,44,8,8,6,46,0,7,0,53,1,1,1,0,ar  ARG,DF,21.0,0.8,1,1.32,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ar  ARG,DF,21.0,0.8,7,4,5,1,1,2,3,66.7,1,14,5,35.7,10,4,0,2,0,0,2,3,10,4,0,ar  ARG,DF,21.0,0.8,77,7,31,42,10,0,69,1,3,33.3,1,0,44,185,103,1,1,0,1,2,46,42,91.3,0,ar  ARG,DF,21.0,0.8,1,0,0,2,1,0,0,3,4,0,0,0,11,1,0,100.0
25,Gedson Fernandes,pt  POR,"MF,DF",20.0,7,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.07,0.22,0.29,0.07,0.29,pt  POR,"MF,DF",20.0,0.8,0,2,0,0.0,2.65,0.0,0.0,,20.4,0,0,0,0.0,0.0,0.02,0.0,0.0,pt  POR,"MF,DF",20.0,0.8,40,51,78.4,576,169,22,25,88.0,14,19,73.7,1,2,50.0,0,0.2,-0.2,2,1,3,1,5,pt  POR,"MF,DF",20.0,0.8,51,44,7,1,0,11,0,3,0,0,0,0,30,14,7,4,39,2,6,0,40,0,1,0,3,pt  POR,"MF,DF",20.0,0.8,3,3.97,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,pt  POR,"MF,DF",20.0,0.8,1,1,1,0,0,0,1,0.0,1,18,5,27.8,7,7,4,1,0,0,1,0,1,0,0,pt  POR,"MF,DF",20.0,0.8,66,1,6,28,39,6,59,2,5,40.0,3,0,49,289,187,12,2,1,3,4,62,47,75.8,17,pt  POR,"MF,DF",20.0,0.8,0,0,0,0,2,0,3,0,1,0,0,0,9,0,1,0.0
26,Victor Wanyama,ke  KEN,MF,28.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ke  KEN,MF,28.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ke  KEN,MF,28.0,0.3,18,19,94.7,382,127,6,7,85.7,6,6,100.0,4,4,100.0,0,0.0,0.0,0,3,0,0,5,ke  KEN,MF,28.0,0.3,19,17,2,1,0,2,1,0,0,0,0,0,12,4,3,0,16,2,1,0,18,0,0,0,0,ke  KEN,MF,28.0,0.3,1,3.6,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ke  KEN,MF,28.0,0.3,1,0,0,1,0,0,0,,0,6,0,0.0,2,3,1,0,0,0,0,0,1,1,0,ke  KEN,MF,28.0,0.3,21,0,5,19,1,0,19,1,1,100.0,1,0,12,108,74,0,1,0,0,0,12,12,100.0,0,ke  KEN,MF,28.0,0.3,1,0,0,1,1,0,0,0,0,0,0,0,4,1,0,100.0
27,Troy Parrott,ie  IRL,"MF,DF",17.0,2,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ie  IRL,"MF,DF",17.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ie  IRL,"MF,DF",17.0,0.1,5,5,100.0,92,25,1,1,100.0,4,4,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,ie  IRL,"MF,DF",17.0,0.1,5,4,1,0,0,2,0,0,0,0,0,0,3,2,0,2,2,0,1,0,5,0,0,0,0,ie  IRL,"MF,DF",17.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ie  IRL,"MF,DF",17.0,0.1,0,0,0,0,0,0,0,,0,4,2,50.0,2,0,2,0,0,0,0,0,0,0,0,ie  IRL,"MF,DF",17.0,0.1,5,0,2,3,0,0,4,0,0,,0,0,4,16,1,0,0,0,0,0,8,4,50.0,0,ie  IRL,"MF,DF",17.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
28,Georges-Kévin N'Koudou,fr  FRA,FW,24.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.63,0.63,fr  FRA,FW,24.0,0.0,0,1,0,0.0,30.0,0.0,0.0,,20.5,0,0,0,0.0,0.0,0.02,0.0,0.0,fr  FRA,FW,24.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,fr  FRA,FW,24.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fr  FRA,FW,24.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,fr  FRA,FW,24.0,0.0,0,0,0,0,0,0,1,0.0,1,7,3,42.9,0,2,5,0,0,0,0,0,0,0,0,fr  FRA,FW,24.0,0.0,1,0,0,0,1,1,1,0,0,,0,0,1,25,25,1,0,1,0,0,3,1,33.3,0,fr  FRA,FW,24.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,Squad Total,,,26.7,38,418,3420.0,38.0,56.0,39.0,53.0,3.0,4.0,84.0,3.0,1.47,1.03,2.5,1.39,2.42,46.1,43.0,30.8,73.8,1.21,0.81,2.02,1.13,1.94,,,26.7,38.0,56,439,155,35.3,11.55,4.08,0.12,0.34,17.8,21,3,4,46.1,43.0,0.1,9.9,10.0,,,26.7,38.0,15794,19704,80.2,306185,94530,6427,7257,88.6,6887,7937,86.8,2215,3787,58.5,39,30.8,8.2,327,1142,302,50,1281,,,26.7,38.0,19704,17883,1821,464,48,3313,496,387,199,92,52,24,13099,2949,3656,5408,12079,739,784,225,15794,62,266,314,488,,,26.7,38.0,706,18.58,528,42,54,31,35,16,84,2.21,53,3,12,12,3,1,,,26.7,38.0,709,445,353,294,62,213,689,30.9,476,6209,1752,28.2,2286,2733,1190,660,168,2,492,259,968,1074,11,,,26.7,38.0,24348,2661,7941,11816,6076,811,22572,467,804,58.1,510,33,15693,79682,42432,1810,536,160,410,470,18554,15794,85.1,1468,,,26.7,38.0,84,3,1,423,424,66,387,259,445,4,7,2,3566,631,643,49.5
