,Player,Nation_x,Pos_x,Age_x,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance_x,CrdR_Performance_x,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected_x,npxG_Expected_x,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes,Nation_y,Pos_y,Age_y,90s_x,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected_y,npxG_Expected_y,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected,Nation_x,Pos_x,Age_x,90s_y,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Nation_y,Pos_y,Age_y,90s_x,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Nation_x,Pos_x,Age_x,90s_y,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types,Nation_y,Pos_y,Age_y,90s_x,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Nation_x,Pos_x,Age_x,90s_y,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving,Nation_y,Pos_y,Age_y,90s,CrdY_Performance_y,CrdR_Performance_y,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
10,Moussa Sissoko,fr  FRA,MF,30.0,25,15,1585.0,17.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,0.02,0.03,0.05,0.02,0.05,fr  FRA,MF,30.0,17.6,0,3,1,33.3,0.17,0.06,0.0,0.0,13.2,0,0,0,0.4,0.4,0.12,-0.4,-0.4,fr  FRA,MF,30.0,17.6,666,792,84.1,11832,2567,295,339,87.0,285,317,89.9,71,105,67.6,0,0.5,-0.5,5,50,6,2,36,fr  FRA,MF,30.0,17.6,792,745,47,10,1,86,19,10,0,0,0,0,580,96,116,67,629,42,37,5,666,0,7,20,13,fr  FRA,MF,30.0,17.6,17,0.97,16,0,0,0,1,0,1,0.06,1,0,0,0,0,0,fr  FRA,MF,30.0,17.6,25,20,21,3,1,7,21,33.3,14,242,75,31.0,135,84,23,27,5,0,22,16,41,32,0,fr  FRA,MF,30.0,17.6,932,63,274,551,177,10,885,17,30,56.7,20,0,573,3083,1529,67,26,3,8,14,647,583,90.1,28,fr  FRA,MF,30.0,17.6,3,0,0,21,9,0,10,16,20,0,0,0,183,17,24,41.5
11,Lucas Moura,br  BRA,"FW,MF",27.0,30,14,1411.0,15.7,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.19,0.26,0.45,0.19,0.45,2.2,2.2,2.3,4.5,0.14,0.14,0.29,0.14,0.29,br  BRA,"FW,MF",27.0,15.7,3,18,6,33.3,1.15,0.38,0.17,0.5,15.3,0,0,0,2.2,2.2,0.12,0.8,0.8,br  BRA,"FW,MF",27.0,15.7,448,600,74.7,6841,1695,254,310,81.9,159,194,82.0,23,58,39.7,4,2.3,1.7,16,30,14,3,47,br  BRA,"FW,MF",27.0,15.7,600,572,28,9,1,123,9,11,10,6,3,0,412,100,88,55,486,29,5,3,448,1,9,24,29,br  BRA,"FW,MF",27.0,15.7,36,2.3,27,2,1,1,3,2,8,0.51,6,0,0,1,0,1,br  BRA,"FW,MF",27.0,15.7,34,22,11,19,4,9,30,30.0,21,269,65,24.2,69,129,71,18,1,0,17,20,54,11,0,br  BRA,"FW,MF",27.0,15.7,854,18,106,505,328,46,831,36,65,55.4,39,2,605,3350,2014,94,42,7,38,43,772,596,77.2,86,br  BRA,"FW,MF",27.0,15.7,1,0,0,23,47,3,11,20,22,0,0,0,128,26,42,38.2
12,Ben Davies,wls  WAL,DF,27.0,20,14,1346.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.6,0.9,0.01,0.04,0.06,0.01,0.06,wls  WAL,DF,27.0,15.0,0,3,0,0.0,0.2,0.0,0.0,,13.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,wls  WAL,DF,27.0,15.0,610,783,77.9,10908,4213,266,295,90.2,282,332,84.9,53,127,41.7,1,0.6,0.4,7,42,9,4,43,wls  WAL,DF,27.0,15.0,783,637,146,12,1,57,8,24,1,1,0,0,452,170,161,544,64,27,133,0,610,1,8,14,30,wls  WAL,DF,27.0,15.0,17,1.14,12,0,1,0,2,2,4,0.27,2,0,1,0,1,0,wls  WAL,DF,27.0,15.0,26,13,14,8,4,10,29,34.5,19,184,42,22.8,91,64,29,24,5,0,19,13,39,72,0,wls  WAL,DF,27.0,15.0,938,81,315,471,208,15,796,5,9,55.6,7,0,514,2308,1391,54,18,4,3,5,586,543,92.7,25,wls  WAL,DF,27.0,15.0,1,0,0,19,14,1,24,13,13,1,0,0,101,34,20,63.0
13,Matt Doherty,ie  IRL,DF,28.0,17,13,1240.0,13.8,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.15,0.15,0.0,0.15,0.4,0.4,0.8,1.2,0.03,0.06,0.09,0.03,0.09,ie  IRL,DF,28.0,13.8,0,3,1,33.3,0.22,0.07,0.0,0.0,16.0,0,0,0,0.4,0.4,0.14,-0.4,-0.4,ie  IRL,DF,28.0,13.8,666,826,80.6,10945,4240,359,402,89.3,249,307,81.1,47,88,53.4,2,0.8,1.2,11,23,14,7,43,ie  IRL,DF,28.0,13.8,826,682,144,10,0,91,11,24,0,0,0,0,476,200,150,43,572,46,134,4,666,2,9,20,23,ie  IRL,DF,28.0,13.8,22,1.6,18,1,1,0,2,0,2,0.15,2,0,0,0,0,0,ie  IRL,DF,28.0,13.8,23,8,10,8,5,11,34,32.4,23,186,38,20.4,80,70,36,41,5,0,36,18,41,54,0,ie  IRL,DF,28.0,13.8,1004,63,321,469,264,22,862,7,16,43.8,8,0,530,2305,1313,66,21,1,13,12,666,596,89.5,43,ie  IRL,DF,28.0,13.8,4,1,1,20,12,0,24,18,8,0,1,0,114,54,23,70.1
14,Steven Bergwijn,nl  NED,"FW,MF",22.0,21,13,1208.0,13.4,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.07,0.22,0.3,0.07,0.3,2.5,2.5,1.3,3.7,0.18,0.09,0.28,0.18,0.28,nl  NED,"FW,MF",22.0,13.4,1,15,5,33.3,1.12,0.37,0.07,0.2,16.3,0,0,0,2.5,2.5,0.17,-1.5,-1.5,nl  NED,"FW,MF",22.0,13.4,347,428,81.1,4842,849,216,242,89.3,104,128,81.3,9,31,29.0,3,1.3,1.7,14,21,9,0,18,nl  NED,"FW,MF",22.0,13.4,428,418,10,3,0,74,4,12,4,3,0,0,340,40,48,17,396,12,1,0,347,0,2,11,9,nl  NED,"FW,MF",22.0,13.4,33,2.46,24,1,0,2,5,1,6,0.45,3,0,0,1,1,1,nl  NED,"FW,MF",22.0,13.4,16,10,7,3,6,6,24,25.0,18,241,63,26.1,59,95,87,10,1,0,9,12,28,5,0,nl  NED,"FW,MF",22.0,13.4,570,13,85,269,275,42,560,21,41,51.2,23,0,446,2392,1283,63,24,9,29,23,627,424,67.6,70,nl  NED,"FW,MF",22.0,13.4,3,0,0,20,16,1,12,12,10,1,0,0,80,2,16,11.1
15,Giovani Lo Celso,ar  ARG,MF,24.0,18,11,945.0,10.5,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.1,0.1,0.19,0.1,0.19,1.2,1.2,1.3,2.4,0.11,0.12,0.23,0.11,0.23,ar  ARG,MF,24.0,10.5,1,15,5,33.3,1.43,0.48,0.07,0.2,17.8,1,0,0,1.2,1.2,0.08,-0.2,-0.2,ar  ARG,MF,24.0,10.5,465,589,78.9,8364,2205,223,251,88.8,170,206,82.5,62,101,61.4,1,1.3,-0.3,14,44,11,0,58,ar  ARG,MF,24.0,10.5,589,535,54,22,2,108,16,3,26,19,1,6,418,74,97,519,46,8,1,6,465,2,4,22,17,ar  ARG,MF,24.0,10.5,30,2.86,21,3,0,1,4,1,3,0.29,3,0,0,0,0,0,ar  ARG,MF,24.0,10.5,33,23,16,11,6,10,31,32.3,21,290,91,31.4,94,148,48,11,1,0,10,8,41,9,0,ar  ARG,MF,24.0,10.5,714,16,125,389,251,25,663,14,19,73.7,14,2,483,2595,1456,59,23,6,11,25,584,488,83.6,38,ar  ARG,MF,24.0,10.5,5,0,0,19,20,0,3,8,23,0,0,0,105,11,18,37.9
16,Gareth Bale,wls  WAL,FW,31.0,20,10,920.0,10.2,11.0,2.0,11.0,0.0,0.0,1.0,0.0,1.08,0.2,1.27,1.08,1.27,5.3,5.3,1.9,7.2,0.52,0.19,0.71,0.52,0.71,wls  WAL,FW,31.0,10.2,11,38,19,50.0,3.72,1.86,0.29,0.58,18.2,7,0,0,5.3,5.3,0.15,5.7,5.7,wls  WAL,FW,31.0,10.2,284,408,69.6,5574,1778,141,170,82.9,81,115,70.4,53,95,55.8,2,1.9,0.1,20,23,16,6,32,wls  WAL,FW,31.0,10.2,408,376,32,9,1,91,32,29,13,10,1,1,225,76,107,332,29,20,10,4,284,1,7,17,18,wls  WAL,FW,31.0,10.2,45,4.4,24,7,8,3,2,1,5,0.49,2,1,0,2,0,0,wls  WAL,FW,31.0,10.2,14,9,4,6,4,4,13,30.8,9,125,34,27.2,27,54,44,16,2,0,14,9,23,17,0,wls  WAL,FW,31.0,10.2,561,18,85,271,244,46,525,29,50,58.0,30,2,373,2262,1132,63,17,11,20,11,533,394,73.9,71,wls  WAL,FW,31.0,10.2,1,0,0,9,10,5,29,9,9,0,0,0,70,22,11,66.7
17,Harry Winks,eng  ENG,MF,24.0,15,9,861.0,9.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.01,0.03,0.04,0.01,0.04,eng  ENG,MF,24.0,9.6,0,4,1,25.0,0.42,0.1,0.0,0.0,29.1,0,0,0,0.1,0.1,0.01,-0.1,-0.1,eng  ENG,MF,24.0,9.6,554,658,84.2,10474,2951,230,252,91.3,243,270,90.0,72,110,65.5,0,0.3,-0.3,5,73,6,0,54,eng  ENG,MF,24.0,9.6,658,642,16,15,3,65,21,2,0,0,0,0,511,50,97,73,554,23,0,1,554,0,13,11,14,eng  ENG,MF,24.0,9.6,8,0.84,6,0,1,0,0,1,0,0.0,0,0,0,0,0,0,eng  ENG,MF,24.0,9.6,24,14,15,9,0,9,22,40.9,13,161,52,32.3,70,74,17,12,4,0,8,16,40,12,0,eng  ENG,MF,24.0,9.6,740,30,188,509,74,1,727,4,6,66.7,5,0,480,2058,991,28,9,0,3,7,566,545,96.3,6,eng  ENG,MF,24.0,9.6,5,0,0,11,12,0,2,16,14,0,0,0,102,8,6,57.1
18,Joe Rodon,wls  WAL,DF,22.0,12,8,733.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wls  WAL,DF,22.0,8.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,wls  WAL,DF,22.0,8.1,365,411,88.8,7783,1857,101,110,91.8,206,219,94.1,56,78,71.8,0,0.0,0.0,0,9,0,0,10,wls  WAL,DF,22.0,8.1,411,405,6,6,0,33,3,0,0,0,0,0,327,31,53,25,349,25,0,1,365,0,7,3,2,wls  WAL,DF,22.0,8.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,wls  WAL,DF,22.0,8.1,15,9,12,3,0,4,5,80.0,1,78,20,25.6,55,20,3,15,9,0,6,13,28,51,1,wls  WAL,DF,22.0,8.1,500,87,301,217,4,1,495,0,0,,0,0,286,1194,426,5,0,0,2,0,330,324,98.2,0,wls  WAL,DF,22.0,8.1,0,0,0,2,8,1,0,13,9,0,0,0,73,24,11,68.6
19,Dele Alli,eng  ENG,MF,24.0,15,7,620.0,6.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,1.3,1.3,0.9,2.2,0.19,0.13,0.32,0.19,0.32,eng  ENG,MF,24.0,6.9,0,12,4,33.3,1.74,0.58,0.0,0.0,14.2,0,0,0,1.3,1.3,0.11,-1.3,-1.3,eng  ENG,MF,24.0,6.9,270,337,80.1,4654,1070,124,145,85.5,116,132,87.9,26,39,66.7,1,0.9,0.1,8,17,9,1,27,eng  ENG,MF,24.0,6.9,337,316,21,8,3,67,4,7,0,0,0,0,273,37,27,23,299,8,2,0,270,2,4,13,14,eng  ENG,MF,24.0,6.9,22,3.19,18,0,0,1,2,1,3,0.44,2,0,0,1,0,0,eng  ENG,MF,24.0,6.9,20,15,9,8,3,6,17,35.3,11,218,58,26.6,44,98,76,13,1,0,12,10,30,4,0,eng  ENG,MF,24.0,6.9,437,11,73,257,143,23,419,10,22,45.5,12,3,301,1499,732,33,16,4,9,18,400,302,75.5,42,eng  ENG,MF,24.0,6.9,0,0,0,10,12,1,7,10,15,0,0,0,66,10,13,43.5
20,Japhet Tanganga,eng  ENG,DF,21.0,6,6,487.0,5.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.04,0.0,0.04,0.04,0.04,eng  ENG,DF,21.0,5.4,0,2,0,0.0,0.37,0.0,0.0,,5.5,0,0,0,0.2,0.2,0.1,-0.2,-0.2,eng  ENG,DF,21.0,5.4,193,229,84.3,2898,1163,108,120,90.0,72,81,88.9,7,17,41.2,0,0.0,0.0,0,6,3,1,12,eng  ENG,DF,21.0,5.4,229,191,38,4,0,30,4,4,0,0,0,0,133,63,33,14,161,15,34,1,193,0,1,3,5,eng  ENG,DF,21.0,5.4,1,0.18,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,eng  ENG,DF,21.0,5.4,4,4,4,0,0,1,3,33.3,2,76,22,28.9,40,24,12,9,4,0,5,2,6,19,0,eng  ENG,DF,21.0,5.4,272,23,104,124,59,3,235,12,14,85.7,12,1,155,617,350,10,3,0,0,4,170,150,88.2,2,eng  ENG,DF,21.0,5.4,2,0,0,11,7,0,4,2,4,0,0,0,50,11,9,55.0
21,Érik Lamela,ar  ARG,"FW,MF",28.0,23,5,717.0,8.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.13,0.0,0.13,0.13,0.13,1.4,1.4,0.9,2.4,0.18,0.12,0.3,0.18,0.3,ar  ARG,"FW,MF",28.0,8.0,1,22,9,40.9,2.76,1.13,0.05,0.11,19.1,4,0,0,1.4,1.4,0.07,-0.4,-0.4,ar  ARG,"FW,MF",28.0,8.0,289,368,78.5,4889,1022,152,176,86.4,98,117,83.8,34,54,63.0,0,0.9,-0.9,8,22,10,0,29,ar  ARG,"FW,MF",28.0,8.0,368,337,31,8,2,83,8,9,16,12,1,0,270,48,50,338,20,5,1,0,289,1,2,8,17,ar  ARG,"FW,MF",28.0,8.0,26,3.26,15,3,1,1,4,2,5,0.63,2,1,0,1,0,1,ar  ARG,"FW,MF",28.0,8.0,18,11,1,13,4,4,12,33.3,8,183,49,26.8,31,102,50,8,1,0,7,4,22,1,0,ar  ARG,"FW,MF",28.0,8.0,474,5,54,267,203,26,442,17,25,68.0,17,0,348,2386,1227,73,28,2,12,20,465,350,75.3,50,ar  ARG,"FW,MF",28.0,8.0,6,1,1,24,10,0,9,4,11,0,0,0,48,5,17,22.7
22,Carlos Vinícius,br  BRA,FW,25.0,9,3,308.0,3.4,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.29,0.0,0.29,0.29,0.29,1.4,1.4,0.1,1.5,0.4,0.03,0.43,0.4,0.43,br  BRA,FW,25.0,3.4,1,7,4,57.1,2.05,1.17,0.14,0.25,10.9,0,0,0,1.4,1.4,0.2,-0.4,-0.4,br  BRA,FW,25.0,3.4,25,44,56.8,344,57,9,19,47.4,8,13,61.5,2,5,40.0,0,0.1,-0.1,2,2,1,0,3,br  BRA,FW,25.0,3.4,44,43,1,0,0,16,0,2,0,0,0,0,24,9,11,35,2,0,0,3,25,0,0,2,1,br  BRA,FW,25.0,3.4,4,1.17,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,br  BRA,FW,25.0,3.4,1,0,1,0,0,1,1,100.0,0,51,14,27.5,4,21,26,2,0,0,2,1,2,5,0,br  BRA,FW,25.0,3.4,93,5,13,44,43,17,92,5,6,83.3,5,0,60,222,78,3,0,0,12,12,164,69,42.1,17,br  BRA,FW,25.0,3.4,2,0,0,11,3,2,2,1,0,0,0,0,10,11,20,35.5
23,Dane Scarlett,eng  ENG,FW,16.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng  ENG,FW,16.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,eng  ENG,FW,16.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,eng  ENG,FW,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eng  ENG,FW,16.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,eng  ENG,FW,16.0,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0,eng  ENG,FW,16.0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0,eng  ENG,FW,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,Squad Total,,,27.2,38,418,3420.0,38.0,66.0,50.0,61.0,5.0,5.0,57.0,2.0,1.74,1.32,3.05,1.61,2.92,54.5,50.7,35.5,86.2,1.43,0.93,2.37,1.33,2.27,,,27.2,38.0,66,442,166,37.6,11.63,4.37,0.14,0.37,17.2,35,5,5,54.5,50.7,0.12,11.5,10.3,,,27.2,38.0,16142,19871,81.2,308661,97611,6803,7664,88.8,6812,7803,87.3,2224,3688,60.3,50,35.5,14.5,307,1081,279,60,1181,,,27.2,38.0,19871,18080,1791,525,45,2405,511,332,168,98,42,17,13781,2543,3547,5222,12430,776,749,228,16142,41,223,442,420,,,27.2,38.0,716,18.84,498,53,50,36,57,22,110,2.89,78,6,10,7,6,3,,,27.2,38.0,694,425,349,261,84,257,689,37.3,432,5871,1643,28.0,2124,2563,1184,582,160,2,422,370,1064,1010,4,,,27.2,38.0,24321,2708,8302,12150,5317,770,22574,408,673,60.6,435,34,15374,74651,39501,1550,468,135,369,467,19068,16142,84.7,1208,,,27.2,38.0,57,2,2,440,471,44,332,370,425,5,10,3,3226,678,670,50.3
25,Opponent Total,,,26.5,38,418,3420.0,38.0,42.0,24.0,32.0,10.0,10.0,77.0,1.0,1.11,0.63,1.74,0.84,1.47,49.5,41.9,33.0,75.0,1.3,0.87,2.17,1.1,1.97,,,26.5,38.0,42,477,144,30.2,12.55,3.79,0.07,0.22,16.7,9,10,10,49.5,41.9,0.09,-7.5,-9.9,,,26.5,38.0,15040,18726,80.3,293329,94898,6160,6958,88.5,6405,7347,87.2,2197,3713,59.2,24,33.0,-9.0,375,1158,375,94,1290,,,26.5,38.0,18726,17088,1638,460,25,2726,523,495,201,85,69,16,12650,2311,3765,5476,11101,757,654,258,15040,67,318,345,428,,,26.5,38.0,790,20.79,585,72,42,31,45,15,70,1.84,43,7,2,5,12,1,,,26.5,38.0,704,459,331,287,86,238,673,35.4,435,5463,1667,30.5,1719,2527,1217,549,123,4,426,463,1167,853,10,,,26.5,38.0,23213,2251,7016,11101,6558,1026,21630,399,689,57.9,432,27,14778,77124,41074,1718,519,186,456,437,17851,15040,84.3,1311,,,26.5,38.0,77,1,0,495,429,76,495,463,459,8,5,2,3377,670,678,49.7
