,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Match Report
10,2020-11-21,Sat,La Liga,Matchweek 10,Home,W 1–0,Atlético Madrid,Barcelona,Y,FW,83,31.0,29.0,2.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,21.0,5.0,5.0,8.0,22.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0,2.0,Match Report
11,2020-11-25,Wed,Champions Lg,Group stage,Home,D 0–0,es  Atlético Madrid,ru  Loko Moscow,Y,FW,90,35.0,34.0,1.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,1.0,0.0,28.0,2.0,5.0,8.0,26.0,1.0,0.0,0.0,21.0,0.0,0.0,4.0,6.0,Match Report
12,2020-11-28,Sat,La Liga,Matchweek 11,Away,W 1–0,Atlético Madrid,Valencia,Y,FW,64,35.0,31.0,4.0,1.0,0.0,6.0,1.0,2.0,2.0,1.0,0.0,0.0,26.0,2.0,7.0,6.0,27.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,2.0,Match Report
13,2020-12-01,Tue,Champions Lg,Group stage,Home,D 1–1,es  Atlético Madrid,de  Bayern Munich,Y,FW,79,26.0,26.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,5.0,3.0,5.0,19.0,1.0,0.0,1.0,18.0,0.0,1.0,1.0,2.0,Match Report
14,2020-12-05,Sat,La Liga,Matchweek 12,Home,W 2–0,Atlético Madrid,Valladolid,Y,FW,56,23.0,22.0,1.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,5.0,3.0,3.0,18.0,1.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,Match Report
15,2020-12-09,Wed,Champions Lg,Group stage,Away,W 2–0,es  Atlético Madrid,at  RB Salzburg,N,FW,27,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,2.0,8.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,Match Report
16,2020-12-12,Sat,La Liga,Matchweek 13,Away,L 0–2,Atlético Madrid,Real Madrid,N,"FW,LM",45,13.0,12.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,3.0,9.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,Match Report
17,2020-12-16,Wed,Copa del Rey,First round,Away,W 3–0,Atlético Madrid,CE Cardassar,Y,FW,83,,,,,,,,,,,,,,,,,,,,,,,,,,Match Report
18,2020-12-19,Sat,La Liga,Matchweek 14,Home,W 3–1,Atlético Madrid,Elche,N,RM,25,8.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,1.0,6.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Match Report
19,2020-12-22,Tue,La Liga,Matchweek 15,Away,W 2–0,Atlético Madrid,Real Sociedad,Y,RW,58,19.0,18.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,2.0,5.0,13.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,Match Report
20,2020-12-30,Wed,La Liga,Matchweek 16,Home,W 1–0,Atlético Madrid,Getafe,N,FW,20,13.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,1.0,11.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,Match Report
21,2021-01-03,Sun,La Liga,Matchweek 17,Away,W 2–1,Atlético Madrid,Alavés,Y,FW,61,21.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,2.0,7.0,13.0,1.0,0.0,0.0,16.0,0.0,1.0,1.0,0.0,Match Report
22,2021-01-06,Wed,Copa del Rey,Second round,Away,L 0–1,Atlético Madrid,Cornellà,Y,FW,90,,,,,,,,3.0,,,,,,,,,,,,,,,,,,Match Report
23,2021-01-12,Tue,La Liga,Matchweek 1,Home,W 2–0,Atlético Madrid,Sevilla,Y,FW,65,13.0,13.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,Match Report
24,2021-01-21,Thu,La Liga,Matchweek 19,Away,W 2–1,Atlético Madrid,Eibar,Y,FW,45,12.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,Match Report
25,2021-01-24,Sun,La Liga,Matchweek 20,Home,W 3–1,Atlético Madrid,Valencia,N,"RW,FW",29,11.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,Match Report
26,2021-01-31,Sun,La Liga,Matchweek 21,Away,W 4–2,Atlético Madrid,Cádiz,N,FW,31,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,2.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,Match Report
27,2021-02-08,Mon,La Liga,Matchweek 22,Home,D 2–2,Atlético Madrid,Celta Vigo,Y,FW,90,29.0,25.0,4.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,1.0,4.0,22.0,0.0,0.0,2.0,22.0,0.0,1.0,1.0,2.0,Match Report
28,2021-02-13,Sat,La Liga,Matchweek 23,Away,W 2–1,Atlético Madrid,Granada,Y,"FW,RW",90,35.0,34.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,5.0,6.0,8.0,25.0,1.0,0.0,0.0,23.0,1.0,1.0,1.0,1.0,Match Report
29,2021-02-17,Wed,La Liga,Matchweek 2,Away,D 1–1,Atlético Madrid,Levante,Y,"FW,AM",80,46.0,43.0,3.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,34.0,6.0,6.0,11.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,1.0,3.0,Match Report
30,2021-02-20,Sat,La Liga,Matchweek 24,Home,L 0–2,Atlético Madrid,Levante,Y,"AM,RM",60,28.0,27.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,20.0,7.0,1.0,9.0,16.0,2.0,0.0,1.0,21.0,0.0,0.0,2.0,0.0,Match Report
31,2021-02-23,Tue,Champions Lg,Round of 16,Home,L 0–1,es  Atlético Madrid,eng  Chelsea,Y,RW,81,34.0,32.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,27.0,5.0,2.0,1.0,32.0,1.0,0.0,0.0,26.0,0.0,2.0,1.0,2.0,Match Report
32,2021-02-28,Sun,La Liga,Matchweek 25,Away,W 2–0,Atlético Madrid,Villarreal,Y,"FW,RM",82,21.0,20.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,4.0,2.0,3.0,16.0,1.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,Match Report
33,2021-03-07,Sun,La Liga,Matchweek 26,Home,D 1–1,Atlético Madrid,Real Madrid,Y,RM,81,32.0,32.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,3.0,10.0,22.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,Match Report
34,2021-03-10,Wed,La Liga,Matchweek 18,Home,W 2–1,Atlético Madrid,Athletic Club,N,"FW,RW",24,11.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,3.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,Match Report
35,2021-03-13,Sat,La Liga,Matchweek 27,Away,D 0–0,Atlético Madrid,Getafe,Y,RM,63,27.0,27.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,0.0,7.0,20.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,1.0,Match Report
36,2021-03-17,Wed,Champions Lg,Round of 16,Away,L 0–2,es  Atlético Madrid,eng  Chelsea,N,AM,32,26.0,25.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,5.0,1.0,6.0,20.0,0.0,0.0,0.0,20.0,1.0,0.0,4.0,0.0,Match Report
37,2021-03-21,Sun,La Liga,Matchweek 28,Home,W 1–0,Atlético Madrid,Alavés,Y,FW,73,26.0,25.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,1.0,5.0,20.0,1.0,0.0,0.0,22.0,1.0,0.0,2.0,0.0,Match Report
38,2021-04-04,Sun,La Liga,Matchweek 29,Away,L 0–1,Atlético Madrid,Sevilla,N,FW,57,32.0,31.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,5.0,3.0,3.0,29.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,1.0,Match Report
39,2021-04-11,Sun,La Liga,Matchweek 30,Away,D 1–1,Atlético Madrid,Betis,Y,FW,90,20.0,19.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,5.0,4.0,3.0,14.0,2.0,0.0,1.0,13.0,0.0,1.0,1.0,1.0,Match Report
40,2021-04-18,Sun,La Liga,Matchweek 33,Home,W 5–0,Atlético Madrid,Eibar,Y,FW,60,10.0,10.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,Match Report
41,2021-04-22,Thu,La Liga,Matchweek 31,Home,W 2–0,Atlético Madrid,Huesca,Y,"FW,AM",83,29.0,29.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,5.0,2.0,4.0,25.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,Match Report
42,2021-04-25,Sun,La Liga,Matchweek 32,Away,L 1–2,Atlético Madrid,Athletic Club,Y,"FW,RM",64,25.0,23.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,17.0,4.0,4.0,8.0,16.0,1.0,0.0,0.0,21.0,0.0,1.0,0.0,1.0,Match Report
43,2021-05-01,Sat,La Liga,Matchweek 34,Away,W 1–0,Atlético Madrid,Elche,Y,AM,64,23.0,22.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,3.0,2.0,3.0,18.0,2.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,Match Report
44,,,,,,26-10-8,,,32/44,,2741,998.0,964.0,34.0,5.0,3.0,173.0,11.0,51.0,11.0,1.0,6.0,0.0,737.0,139.0,122.0,211.0,740.0,28.0,0.0,10.0,777.0,6.0,11.0,34.0,37.0,
