,Player,Nation_x,Pos_x,Age_x,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance_x,CrdR_Performance_x,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected_x,npxG_Expected_x,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes,Nation_y,Pos_y,Age_y,90s_x,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected_y,npxG_Expected_y,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected,Nation_x,Pos_x,Age_x,90s_y,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Nation_y,Pos_y,Age_y,90s_x,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Nation_x,Pos_x,Age_x,90s_y,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types,OG_GCA Types,Nation_y,Pos_y,Age_y,90s_x,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Nation_x,Pos_x,Age_x,90s_y,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving,Nation_y,Pos_y,Age_y,90s,CrdY_Performance_y,CrdR_Performance_y,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
10,John Stones,eng  ENG,DF,26-344,20,20,1753.0,19.5,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.21,0.0,0.21,0.21,0.21,2.2,2.2,0.1,2.3,0.11,0.0,0.12,0.11,0.12,eng  ENG,DF,26-344,19.5,4,14,5,35.7,0.72,0.26,0.29,0.8,13.2,0,0,0,2.2,2.2,0.15,1.8,1.8,eng  ENG,DF,26-344,19.5,1502,1593,94.3,29200,7385,563,587,95.9,733,757,96.8,191,223,85.7,0,0.1,-0.1,2,113,4,0,72,eng  ENG,DF,26-344,19.5,1593,1571,22,14,1,141,32,1,0,0,0,0,1393,83,117,204,1316,40,8,3,1502,0,12,8,10,eng  ENG,DF,26-344,19.5,12,0.62,10,0,0,0,2,0,1,0.05,1,0,0,0,0,0,0,eng  ENG,DF,26-344,19.5,15,8,10,3,2,4,11,36.4,7,112,41,36.6,52,51,9,28,13,0,15,17,32,64,0,eng  ENG,DF,26-344,19.5,1735,148,640,1105,121,15,1715,8,9,88.9,8,0,1312,9235,5377,194,32,0,4,1,1445,1419,98.2,6,eng  ENG,DF,26-344,19.5,0,1,0,6,9,1,1,17,8,0,0,0,163,42,14,75.0
11,Gabriel Jesus,br  BRA,FW,24-034,25,19,1796.0,20.0,8.0,3.0,8.0,0.0,0.0,1.0,0.0,0.4,0.15,0.55,0.4,0.55,7.8,7.8,3.0,10.9,0.39,0.15,0.54,0.39,0.54,br  BRA,FW,24-034,20.0,8,45,13,28.9,2.26,0.65,0.18,0.62,12.2,0,0,0,7.8,7.8,0.17,0.2,0.2,br  BRA,FW,24-034,20.0,516,616,83.8,6992,781,326,369,88.3,133,155,85.8,23,35,65.7,3,3.0,0.0,25,19,12,1,25,br  BRA,FW,24-034,20.0,616,580,36,4,1,130,8,9,5,0,0,0,500,73,43,97,481,13,4,14,516,1,6,14,18,br  BRA,FW,24-034,20.0,60,3.01,41,0,6,5,7,1,8,0.4,6,0,1,1,0,0,0,br  BRA,FW,24-034,20.0,21,12,6,7,8,7,24,29.2,17,292,86,29.5,34,103,155,16,2,0,14,18,39,3,0,br  BRA,FW,24-034,20.0,858,7,48,359,503,129,826,37,66,56.1,37,2,651,3172,1509,89,21,17,43,43,1046,665,63.6,213,br  BRA,FW,24-034,20.0,1,0,0,24,39,16,9,18,12,0,1,0,90,13,54,19.4
12,Phil Foden,eng  ENG,"FW,MF",20-344,25,15,1450.0,16.1,7.0,5.0,7.0,0.0,0.0,0.0,0.0,0.43,0.31,0.74,0.43,0.74,4.6,4.6,4.0,8.7,0.29,0.25,0.54,0.29,0.54,eng  ENG,"FW,MF",20-344,16.1,7,40,18,45.0,2.48,1.12,0.18,0.39,14.8,0,0,0,4.6,4.6,0.12,2.4,2.4,eng  ENG,"FW,MF",20-344,16.1,626,764,81.9,9495,1958,370,408,90.7,201,241,83.4,38,79,48.1,5,4.0,1.0,33,35,22,2,54,eng  ENG,"FW,MF",20-344,16.1,764,711,53,3,0,113,27,35,42,7,24,4,603,71,90,681,51,17,6,1,626,4,10,15,28,eng  ENG,"FW,MF",20-344,16.1,60,3.72,40,7,9,3,0,1,12,0.74,8,0,1,3,0,0,0,eng  ENG,"FW,MF",20-344,16.1,23,15,9,9,5,9,18,50.0,9,263,80,30.4,44,96,123,12,1,0,11,12,35,9,0,eng  ENG,"FW,MF",20-344,16.1,969,11,75,332,619,139,916,40,67,59.7,45,4,722,3434,1998,125,29,35,35,29,929,760,81.8,149,eng  ENG,"FW,MF",20-344,16.1,0,0,0,12,28,2,35,12,15,0,0,0,85,12,24,33.3
13,Oleksandr Zinchenko,ua  UKR,DF,24-143,17,13,1287.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.3,2.0,0.05,0.09,0.14,0.05,0.14,ua  UKR,DF,24-143,14.3,0,14,4,28.6,0.98,0.28,0.0,0.0,22.2,1,0,0,0.7,0.7,0.05,-0.7,-0.7,ua  UKR,DF,24-143,14.3,1199,1321,90.8,19732,5308,626,660,94.8,467,505,92.5,89,124,71.8,0,1.3,-1.3,13,102,13,0,84,ua  UKR,DF,24-143,14.3,1321,1192,129,25,2,127,19,15,9,1,6,0,1007,195,119,1078,93,41,95,3,1199,0,4,26,14,ua  UKR,DF,24-143,14.3,29,2.03,22,4,0,1,1,1,2,0.14,2,0,0,0,0,0,0,ua  UKR,DF,24-143,14.3,21,13,9,7,5,14,28,50.0,14,135,43,31.9,52,57,26,21,2,0,19,19,40,41,0,ua  UKR,DF,24-143,14.3,1450,37,275,840,418,9,1321,5,11,45.5,5,1,911,4238,2259,119,38,2,7,4,1119,1064,95.1,30,ua  UKR,DF,24-143,14.3,0,0,0,8,4,1,15,19,13,0,0,0,141,23,13,63.9
14,Aymeric Laporte,fr  FRA,DF,26-345,15,13,1254.0,13.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.7,1.5,0.06,0.05,0.11,0.06,0.11,fr  FRA,DF,26-345,13.9,0,6,1,16.7,0.43,0.07,0.0,0.0,11.4,0,0,0,0.8,0.8,0.13,-0.8,-0.8,fr  FRA,DF,26-345,13.9,1069,1164,91.8,22013,6242,331,350,94.6,580,606,95.7,154,194,79.4,0,0.7,-0.7,4,101,4,0,64,fr  FRA,DF,26-345,13.9,1164,1133,31,23,0,91,23,0,0,0,0,0,1013,59,92,865,232,29,8,6,1069,0,13,10,11,fr  FRA,DF,26-345,13.9,9,0.65,9,0,0,0,0,0,1,0.07,1,0,0,0,0,0,0,fr  FRA,DF,26-345,13.9,11,5,8,3,0,2,8,25.0,6,72,22,30.6,43,24,5,17,7,0,10,8,19,52,0,fr  FRA,DF,26-345,13.9,1263,98,483,824,67,7,1235,2,2,100.0,2,0,934,5534,3671,130,21,0,3,2,1020,1006,98.6,2,fr  FRA,DF,26-345,13.9,1,0,0,8,10,2,0,8,5,0,1,0,132,45,17,72.6
15,Ferrán Torres,es  ESP,"FW,MF",21-067,20,12,1115.0,12.4,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.32,0.16,0.48,0.32,0.48,4.4,4.4,1.7,6.1,0.36,0.14,0.5,0.36,0.5,es  ESP,"FW,MF",21-067,12.4,4,30,11,36.7,2.42,0.89,0.13,0.36,15.3,0,0,0,4.4,4.4,0.15,-0.4,-0.4,es  ESP,"FW,MF",21-067,12.4,295,368,80.2,4798,912,155,180,86.1,115,134,85.8,18,40,45.0,2,1.7,0.3,15,14,15,2,33,es  ESP,"FW,MF",21-067,12.4,368,355,13,3,2,64,10,27,6,3,3,0,288,39,41,22,324,9,2,3,295,0,6,10,11,es  ESP,"FW,MF",21-067,12.4,35,2.83,23,1,5,1,4,1,6,0.48,3,0,1,0,2,0,0,es  ESP,"FW,MF",21-067,12.4,12,5,5,4,3,6,20,30.0,14,178,51,28.7,32,75,71,14,1,0,13,6,18,5,0,es  ESP,"FW,MF",21-067,12.4,523,10,50,173,335,62,511,18,41,43.9,19,0,400,1940,1076,67,15,13,16,30,560,401,71.6,75,es  ESP,"FW,MF",21-067,12.4,1,0,0,15,13,5,27,6,5,1,0,0,61,13,19,40.6
16,Fernandinho,br  BRA,MF,36-003,19,11,1063.0,11.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.3,0.06,0.05,0.11,0.06,0.11,br  BRA,MF,36-003,11.8,0,14,3,21.4,1.19,0.25,0.0,0.0,21.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,br  BRA,MF,36-003,11.8,802,920,87.2,15399,4042,340,373,91.2,349,387,90.2,108,148,73.0,0,0.6,-0.6,8,128,16,1,90,br  BRA,MF,36-003,11.8,920,899,21,16,2,107,33,5,0,0,0,0,720,73,127,114,743,37,5,3,802,1,5,22,8,br  BRA,MF,36-003,11.8,23,1.95,17,0,3,0,0,3,1,0.08,1,0,0,0,0,0,0,br  BRA,MF,36-003,11.8,28,19,6,15,7,11,35,31.4,24,198,67,33.8,41,126,31,9,0,0,9,23,51,31,0,br  BRA,MF,36-003,11.8,1032,35,161,778,167,10,1013,7,10,70.0,10,0,729,3730,2308,130,39,4,4,6,812,787,96.9,10,br  BRA,MF,36-003,11.8,5,0,0,21,9,0,5,23,19,0,0,0,125,29,16,64.4
17,Benjamin Mendy,fr  FRA,DF,26-294,11,10,857.0,9.5,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.21,0.11,0.32,0.21,0.32,0.4,0.4,0.3,0.7,0.04,0.04,0.08,0.04,0.08,fr  FRA,DF,26-294,9.5,2,5,2,40.0,0.53,0.21,0.4,1.0,15.1,0,0,0,0.4,0.4,0.08,1.6,1.6,fr  FRA,DF,26-294,9.5,475,583,81.5,8786,2382,176,203,86.7,245,277,88.4,51,84,60.7,1,0.3,0.7,3,27,10,3,44,fr  FRA,DF,26-294,9.5,583,502,81,3,0,38,8,22,2,0,2,0,382,106,95,455,21,23,76,0,475,1,9,7,21,fr  FRA,DF,26-294,9.5,13,1.37,10,0,3,0,0,0,3,0.32,2,0,1,0,0,0,0,fr  FRA,DF,26-294,9.5,14,9,3,6,5,5,16,31.3,11,101,31,30.7,27,41,33,19,3,0,16,5,19,11,1,fr  FRA,DF,26-294,9.5,660,19,126,334,231,13,579,13,16,81.3,13,2,397,1560,938,48,12,2,7,7,478,441,92.3,25,fr  FRA,DF,26-294,9.5,2,0,0,11,0,1,22,5,9,0,1,0,73,10,13,43.5
18,Nathan Aké,nl  NED,DF,26-078,8,7,617.0,6.9,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.15,0.0,0.15,0.15,0.15,0.1,0.1,0.0,0.1,0.01,0.0,0.02,0.01,0.02,nl  NED,DF,26-078,6.9,1,2,1,50.0,0.29,0.15,0.5,1.0,10.5,0,0,0,0.1,0.1,0.05,0.9,0.9,nl  NED,DF,26-078,6.9,541,579,93.4,10046,2741,214,222,96.4,278,294,94.6,47,57,82.5,0,0.0,0.0,1,39,0,0,29,nl  NED,DF,26-078,6.9,579,557,22,11,0,37,7,0,0,0,0,0,502,25,52,443,86,18,10,2,541,0,2,4,4,nl  NED,DF,26-078,6.9,3,0.44,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,nl  NED,DF,26-078,6.9,5,2,3,1,1,2,2,100.0,0,43,15,34.9,19,18,6,4,2,0,2,4,9,21,0,nl  NED,DF,26-078,6.9,624,31,174,439,57,5,602,0,0,,0,0,459,2356,1484,53,14,0,2,2,509,498,97.8,3,nl  NED,DF,26-078,6.9,4,0,0,5,5,0,0,4,2,0,0,0,66,29,11,72.5
19,Sergio Agüero,ar  ARG,"FW,MF",32-339,10,6,464.0,5.2,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.39,0.0,0.39,0.19,0.19,2.1,1.3,0.6,1.9,0.4,0.12,0.52,0.25,0.38,ar  ARG,"FW,MF",32-339,5.2,2,12,5,41.7,2.33,0.97,0.08,0.2,12.6,0,1,1,2.1,1.3,0.11,-0.1,-0.3,ar  ARG,"FW,MF",32-339,5.2,117,143,81.8,1476,217,74,85,87.1,27,33,81.8,5,5,100.0,0,0.6,-0.6,4,7,5,1,9,ar  ARG,"FW,MF",32-339,5.2,143,134,9,0,0,27,1,2,0,0,0,0,119,17,7,12,125,2,1,2,117,0,0,4,8,ar  ARG,"FW,MF",32-339,5.2,11,2.13,9,0,1,0,0,1,1,0.19,1,0,0,0,0,0,0,ar  ARG,"FW,MF",32-339,5.2,1,0,0,0,1,1,9,11.1,8,73,21,28.8,7,26,40,4,0,0,4,4,5,1,0,ar  ARG,"FW,MF",32-339,5.2,201,0,5,88,122,39,191,6,12,50.0,7,2,136,584,259,18,7,2,11,8,234,159,67.9,48,ar  ARG,"FW,MF",32-339,5.2,0,0,0,2,6,1,2,4,0,0,0,0,16,2,6,25.0
20,Eric García,es  ESP,DF,20-118,4,2,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.04,0.0,0.04,es  ESP,DF,20-118,2.4,0,1,0,0.0,0.41,0.0,0.0,,33.0,0,0,0,0.0,0.0,0.01,0.0,0.0,es  ESP,DF,20-118,2.4,221,236,93.6,4541,1244,71,75,94.7,115,118,97.5,34,42,81.0,0,0.1,-0.1,2,20,0,0,12,es  ESP,DF,20-118,2.4,236,232,4,4,0,13,2,0,0,0,0,0,207,14,15,22,206,5,0,1,221,1,3,2,1,es  ESP,DF,20-118,2.4,4,1.66,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,es  ESP,DF,20-118,2.4,6,2,4,1,1,2,5,40.0,3,18,5,27.8,12,6,0,2,0,0,2,4,10,8,0,es  ESP,DF,20-118,2.4,258,21,75,186,11,0,254,0,0,,0,0,190,1166,748,31,5,0,0,0,215,209,97.2,0,es  ESP,DF,20-118,2.4,0,0,0,3,2,0,0,4,2,0,1,0,24,2,6,25.0
21,Zack Steffen,us  USA,GK,26-035,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,us  USA,GK,26-035,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,us  USA,GK,26-035,1.0,23,28,82.1,512,236,8,8,100.0,8,8,100.0,7,12,58.3,0,0.0,0.0,0,0,0,0,0,us  USA,GK,26-035,1.0,28,20,8,0,0,6,0,0,0,0,0,0,20,2,6,3,21,0,0,4,23,0,0,0,0,us  USA,GK,26-035,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,us  USA,GK,26-035,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,us  USA,GK,26-035,1.0,29,27,29,0,0,0,21,0,0,,0,0,15,32,11,0,0,0,0,0,17,17,100.0,0,us  USA,GK,26-035,1.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
22,Liam Delap,eng  ENG,FW,18-088,1,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,eng  ENG,FW,18-088,0.4,0,1,0,0.0,2.25,0.0,0.0,,12.0,0,0,0,0.0,0.0,0.03,0.0,0.0,eng  ENG,FW,18-088,0.4,5,7,71.4,45,0,4,6,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,eng  ENG,FW,18-088,0.4,7,3,4,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,5,0,0,0,0,eng  ENG,FW,18-088,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,eng  ENG,FW,18-088,0.4,0,0,0,0,0,0,0,,0,6,1,16.7,0,5,1,0,0,0,0,0,0,0,0,eng  ENG,FW,18-088,0.4,11,0,1,7,3,1,7,0,0,,0,0,6,3,0,0,0,0,2,1,16,7,43.8,4,eng  ENG,FW,18-088,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0
23,Squad Total,,,26.9,34,374,3060.0,34.0,70.0,45.0,65.0,5.0,8.0,37.0,1.0,2.06,1.32,3.38,1.91,3.24,66.2,60.2,45.9,106.0,1.95,1.35,3.3,1.77,3.12,,,26.9,34.0,70,531,189,35.6,15.62,5.56,0.12,0.34,16.6,19,5,8,66.2,60.2,0.12,3.8,4.8,,,26.9,34.0,21214,24060,88.2,398976,103639,8857,9586,92.4,9376,10163,92.3,2660,3592,74.1,45,45.9,-0.9,393,1670,417,43,1499,,,26.9,34.0,24060,22651,1409,376,57,2718,567,404,226,59,73,18,19040,2232,2788,8516,13842,573,598,222,21214,47,233,360,420,,,26.9,34.0,882,25.94,646,53,76,42,39,26,116,3.41,80,3,14,10,5,4,0,,,26.9,34.0,494,328,198,200,96,196,551,35.6,355,3976,1260,31.7,980,1781,1215,376,76,0,300,310,804,504,4,,,26.9,34.0,27464,1873,6296,14816,8245,1243,26094,438,736,59.5,467,26,19828,106496,61308,2791,724,286,341,379,23489,21214,90.3,1534,,,26.9,34.0,37,1,0,324,333,56,404,310,328,6,7,1,2805,466,379,55.1
24,Opponent Total,,,27.2,34,374,3060.0,34.0,23.0,13.0,16.0,7.0,7.0,54.0,2.0,0.68,0.38,1.06,0.47,0.85,25.7,20.5,13.6,34.0,0.76,0.4,1.16,0.6,1.0,,,27.2,34.0,23,228,73,32.0,6.71,2.15,0.07,0.22,17.6,10,7,7,25.7,20.5,0.09,-2.7,-4.5,,,27.2,34.0,10564,13480,78.4,206912,69559,4295,4874,88.1,4499,5186,86.8,1573,2927,53.7,13,13.6,-0.6,165,593,163,30,668,,,27.2,34.0,13480,12141,1339,355,20,1786,343,233,95,46,37,3,8826,1651,3003,3744,8203,535,473,189,10564,51,284,301,293,,,27.2,34.0,371,10.91,257,27,30,23,25,9,40,1.18,22,2,2,6,8,0,0,,,27.2,34.0,645,411,393,202,50,269,736,36.5,467,5522,1316,23.8,2299,2309,914,579,166,0,413,374,1019,698,12,,,27.2,34.0,16988,2861,7360,7422,3176,457,15689,336,553,60.8,355,23,10238,52447,27063,947,297,89,327,298,12872,10564,82.1,685,,,27.2,34.0,54,2,1,349,307,59,233,374,411,7,8,1,2355,379,466,44.9
