,Player,Nation_x,Pos_x,Age_x,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance_x,CrdR_Performance_x,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected_x,npxG_Expected_x,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes,Nation_y,Pos_y,Age_y,90s_x,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected_y,npxG_Expected_y,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected,Nation_x,Pos_x,Age_x,90s_y,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Nation_y,Pos_y,Age_y,90s_x,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Nation_x,Pos_x,Age_x,90s_y,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types,OG_GCA Types,Nation_y,Pos_y,Age_y,90s_x,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Nation_x,Pos_x,Age_x,90s_y,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving,Nation_y,Pos_y,Age_y,90s,CrdY_Performance_y,CrdR_Performance_y,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
10,Youssef En-Nesyri,ma  MAR,FW,23-340,34,21,2063.0,22.9,17.0,0.0,17.0,0.0,0.0,2.0,0.0,0.74,0.0,0.74,0.74,0.74,13.4,13.4,1.3,14.7,0.59,0.06,0.64,0.59,0.64,ma  MAR,FW,23-340,22.9,17,69,26,37.7,3.01,1.13,0.25,0.65,11.6,0,0,0,13.4,13.4,0.2,3.6,3.6,ma  MAR,FW,23-340,22.9,262,380,68.9,3731,396,157,196,80.1,79,121,65.3,14,28,50.0,0,1.3,-1.3,11,7,0,0,7,ma  MAR,FW,23-340,22.9,380,353,27,0,1,115,4,14,0,0,0,0,192,115,73,215,31,57,3,10,262,1,8,9,19,ma  MAR,FW,23-340,22.9,36,1.57,21,0,4,5,3,3,8,0.35,2,0,2,1,2,1,0,ma  MAR,FW,23-340,22.9,23,16,3,11,9,5,21,23.8,16,336,79,23.5,29,154,153,13,1,0,12,7,30,21,0,ma  MAR,FW,23-340,22.9,664,22,57,321,309,133,637,14,33,42.4,16,1,322,1187,579,40,8,12,69,27,958,460,48.0,129,ma  MAR,FW,23-340,22.9,2,0,0,25,34,24,14,7,16,1,0,0,90,94,76,55.3
11,Óliver Torres,es  ESP,"MF,FW",26-178,29,14,1282.0,14.2,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,0.8,0.8,1.6,2.5,0.06,0.12,0.17,0.06,0.17,es  ESP,"MF,FW",26-178,14.2,0,10,3,30.0,0.7,0.21,0.0,0.0,18.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8,es  ESP,"MF,FW",26-178,14.2,790,931,84.9,16967,3908,331,358,92.5,268,304,88.2,174,239,72.8,2,1.6,0.4,25,103,26,7,77,es  ESP,"MF,FW",26-178,14.2,931,886,45,7,2,133,79,23,22,4,4,1,613,111,207,84,800,21,12,11,790,6,12,21,15,es  ESP,"MF,FW",26-178,14.2,47,3.3,35,6,4,0,0,2,4,0.28,3,0,1,0,0,0,0,es  ESP,"MF,FW",26-178,14.2,31,24,12,15,4,12,39,30.8,27,269,84,31.2,59,154,56,26,2,0,24,16,47,5,0,es  ESP,"MF,FW",26-178,14.2,1064,6,143,647,342,30,1022,23,29,79.3,25,0,804,3802,1750,79,29,3,18,25,935,833,89.1,76,es  ESP,"MF,FW",26-178,14.2,2,0,0,19,15,0,23,16,24,0,0,0,100,3,18,14.3
12,Luuk de Jong,nl  NED,FW,30-253,31,13,1191.0,13.2,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.3,0.0,0.3,0.3,0.3,3.0,3.0,1.1,4.2,0.23,0.09,0.32,0.23,0.32,nl  NED,FW,30-253,13.2,4,28,10,35.7,2.12,0.76,0.14,0.4,10.1,0,0,0,3.0,3.0,0.11,1.0,1.0,nl  NED,FW,30-253,13.2,244,327,74.6,3464,382,146,174,83.9,73,110,66.4,13,19,68.4,0,1.1,-1.1,12,13,2,0,9,nl  NED,FW,30-253,13.2,327,309,18,0,1,114,6,1,0,0,0,0,181,84,62,53,188,26,0,7,244,0,9,8,10,nl  NED,FW,30-253,13.2,23,1.74,17,0,1,2,3,0,1,0.08,1,0,0,0,0,0,0,nl  NED,FW,30-253,13.2,10,5,4,3,3,1,5,20.0,4,181,59,32.6,13,81,87,10,1,0,9,1,11,14,0,nl  NED,FW,30-253,13.2,470,15,44,279,162,54,452,9,13,69.2,10,1,245,670,243,15,4,4,31,23,626,356,56.9,78,nl  NED,FW,30-253,13.2,3,0,0,20,31,8,1,1,5,0,0,0,57,68,65,51.1
13,Munir El Haddadi,ma  MAR,FW,25-248,24,9,845.0,9.4,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.43,0.21,0.64,0.43,0.64,3.5,3.5,1.6,5.1,0.37,0.17,0.55,0.37,0.55,ma  MAR,FW,25-248,9.4,4,32,13,40.6,3.41,1.38,0.13,0.31,17.3,1,0,0,3.5,3.5,0.11,0.5,0.5,ma  MAR,FW,25-248,9.4,272,345,78.8,4545,837,133,161,82.6,110,130,84.6,20,36,55.6,2,1.6,0.4,11,13,11,4,24,ma  MAR,FW,25-248,9.4,345,334,11,3,0,70,14,19,7,0,1,0,256,39,50,291,33,11,1,3,272,0,9,6,13,ma  MAR,FW,25-248,9.4,25,2.66,15,3,3,1,3,0,3,0.32,3,0,0,0,0,0,0,ma  MAR,FW,25-248,9.4,11,9,5,5,1,2,19,10.5,17,160,39,24.4,38,73,49,8,0,0,8,3,14,5,0,ma  MAR,FW,25-248,9.4,478,7,50,229,226,51,466,14,20,70.0,14,0,365,1724,939,50,13,7,20,25,485,359,74.0,76,ma  MAR,FW,25-248,9.4,2,0,0,22,28,8,19,3,9,0,0,0,73,10,14,41.7
14,Papu Gómez,ar  ARG,"MF,FW",33-081,14,9,753.0,8.4,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.24,0.12,0.36,0.24,0.36,1.0,1.0,0.6,1.6,0.12,0.08,0.2,0.12,0.2,ar  ARG,"MF,FW",33-081,8.4,2,15,7,46.7,1.79,0.84,0.13,0.29,20.4,0,0,0,1.0,1.0,0.07,1.0,1.0,ar  ARG,"MF,FW",33-081,8.4,418,486,86.0,7425,1590,206,221,93.2,150,166,90.4,53,81,65.4,1,0.6,0.4,11,35,10,2,28,ar  ARG,"MF,FW",33-081,8.4,486,459,27,7,4,80,25,20,14,1,9,1,367,41,78,71,394,8,6,3,418,3,1,7,7,ar  ARG,"MF,FW",33-081,8.4,29,3.47,17,4,3,0,5,0,2,0.24,1,0,0,0,1,0,0,ar  ARG,"MF,FW",33-081,8.4,13,7,4,6,3,7,19,36.8,12,116,39,33.6,25,58,33,13,1,0,12,15,28,6,0,ar  ARG,"MF,FW",33-081,8.4,592,9,70,350,219,22,566,9,14,64.3,9,1,467,2894,1632,87,26,10,14,14,537,470,87.5,49,ar  ARG,"MF,FW",33-081,8.4,0,0,0,14,20,2,20,15,7,1,0,0,47,6,9,40.0
15,Sergi Gómez,es  ESP,DF,29-040,9,9,719.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es  ESP,DF,29-040,8.0,0,1,0,0.0,0.13,0.0,0.0,,13.0,0,0,0,0.0,0.0,0.03,0.0,0.0,es  ESP,DF,29-040,8.0,506,540,93.7,11057,2517,106,113,93.8,314,321,97.8,85,101,84.2,0,0.0,0.0,0,9,0,0,10,es  ESP,DF,29-040,8.0,540,532,8,6,0,49,13,0,0,0,0,0,481,20,39,37,481,8,1,1,506,0,2,2,2,es  ESP,DF,29-040,8.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,es  ESP,DF,29-040,8.0,6,3,4,2,0,1,2,50.0,1,51,18,35.3,28,23,0,9,3,0,6,3,9,34,0,es  ESP,DF,29-040,8.0,594,105,362,249,2,1,586,0,0,,0,0,419,1707,781,12,0,0,0,0,480,475,99.0,0,es  ESP,DF,29-040,8.0,2,0,0,1,1,0,0,3,3,0,0,0,51,23,22,51.1
16,Nemanja Gudelj,rs  SRB,"MF,DF",29-172,26,8,853.0,9.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.02,0.0,0.02,0.02,0.02,rs  SRB,"MF,DF",29-172,9.5,0,6,1,16.7,0.63,0.11,0.0,0.0,30.5,2,0,0,0.1,0.1,0.02,-0.1,-0.1,rs  SRB,"MF,DF",29-172,9.5,608,645,94.3,12104,2451,198,204,97.1,321,333,96.4,80,95,84.2,0,0.0,0.0,2,24,2,0,17,rs  SRB,"MF,DF",29-172,9.5,645,624,21,21,0,66,11,3,0,0,0,0,558,35,52,30,578,22,0,5,608,2,6,3,1,rs  SRB,"MF,DF",29-172,9.5,7,0.74,6,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,rs  SRB,"MF,DF",29-172,9.5,25,16,16,9,0,7,14,50.0,7,123,47,38.2,55,58,10,15,7,0,8,12,37,32,1,rs  SRB,"MF,DF",29-172,9.5,745,52,308,436,48,2,725,3,4,75.0,3,0,496,2588,1183,27,8,0,8,3,569,559,98.2,0,rs  SRB,"MF,DF",29-172,9.5,6,0,0,14,6,0,3,12,16,0,0,0,67,18,15,54.5
17,Karim Rekik,nl  NED,DF,26-156,10,5,563.0,6.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.03,0.02,0.05,0.03,0.05,nl  NED,DF,26-156,6.3,0,3,0,0.0,0.48,0.0,0.0,,8.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,nl  NED,DF,26-156,6.3,363,417,87.1,6222,2035,165,179,92.2,176,197,89.3,21,39,53.8,0,0.1,-0.1,3,19,4,1,19,nl  NED,DF,26-156,6.3,417,358,59,3,0,43,4,8,0,0,0,0,309,52,56,301,41,14,56,1,363,1,6,11,3,nl  NED,DF,26-156,6.3,6,0.96,5,1,0,0,0,0,1,0.16,1,0,0,0,0,0,0,nl  NED,DF,26-156,6.3,9,7,2,6,1,3,7,42.9,4,84,29,34.5,38,33,13,15,2,1,13,5,14,19,0,nl  NED,DF,26-156,6.3,477,28,165,251,89,8,418,5,6,83.3,5,0,327,1444,931,32,5,0,2,5,352,336,95.5,9,nl  NED,DF,26-156,6.3,2,0,0,17,4,1,8,5,7,0,0,0,29,13,4,76.5
18,Sergio Escudero,es  ESP,DF,31-247,7,5,434.0,4.8,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.21,0.0,0.21,0.21,0.21,0.2,0.2,0.5,0.7,0.04,0.11,0.15,0.04,0.15,es  ESP,DF,31-247,4.8,1,5,1,20.0,1.04,0.21,0.2,1.0,18.7,1,0,0,0.2,0.2,0.04,0.8,0.8,es  ESP,DF,31-247,4.8,233,287,81.2,4010,1432,108,118,91.5,103,118,87.3,15,38,39.5,0,0.5,-0.5,7,13,8,2,14,es  ESP,DF,31-247,4.8,287,232,55,12,1,32,7,10,2,0,1,0,169,50,68,196,28,17,41,0,233,1,6,4,8,es  ESP,DF,31-247,4.8,10,2.07,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,es  ESP,DF,31-247,4.8,12,8,5,6,1,5,6,83.3,1,61,20,32.8,18,29,14,6,2,0,4,5,17,9,0,es  ESP,DF,31-247,4.8,327,12,103,151,91,7,278,2,3,66.7,2,0,197,829,467,19,11,0,3,5,217,206,94.9,11,es  ESP,DF,31-247,4.8,2,0,0,7,6,0,10,5,8,0,0,0,36,9,4,69.2
19,Aleix Vidal,es  ESP,DF,31-259,11,4,505.0,5.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,1.0,1.0,0.0,0.17,0.18,0.0,0.18,es  ESP,DF,31-259,5.6,0,1,0,0.0,0.18,0.0,0.0,,25.0,0,0,0,0.0,0.0,0.03,0.0,0.0,es  ESP,DF,31-259,5.6,367,429,85.5,6755,2260,164,182,90.1,155,172,90.1,43,64,67.2,1,1.0,0.0,7,28,5,2,32,es  ESP,DF,31-259,5.6,429,365,64,13,0,40,11,12,0,0,0,0,277,91,61,33,326,14,51,0,367,1,7,9,8,es  ESP,DF,31-259,5.6,13,2.32,12,1,0,0,0,0,3,0.53,2,1,0,0,0,0,0,es  ESP,DF,31-259,5.6,13,11,6,6,1,4,10,40.0,6,72,28,38.9,27,37,8,13,1,0,12,8,21,14,0,es  ESP,DF,31-259,5.6,490,11,115,246,156,9,430,4,6,66.7,4,0,304,1407,796,30,9,3,4,7,355,327,92.1,17,es  ESP,DF,31-259,5.6,1,0,0,4,14,0,12,8,11,0,0,0,53,8,7,53.3
20,Tomáš Vaclík,cz  CZE,GK,32-039,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cz  CZE,GK,32-039,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,cz  CZE,GK,32-039,4.0,95,118,80.5,2409,1142,22,22,100.0,46,47,97.9,26,47,55.3,0,0.0,0.0,0,0,0,0,0,cz  CZE,GK,32-039,4.0,118,96,22,7,0,21,2,0,0,0,0,0,75,6,37,12,87,0,0,17,95,0,0,1,0,cz  CZE,GK,32-039,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,cz  CZE,GK,32-039,4.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,cz  CZE,GK,32-039,4.0,125,118,125,0,0,0,105,0,0,,0,0,74,219,114,0,0,0,0,0,75,75,100.0,0,cz  CZE,GK,32-039,4.0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,
21,Óscar Rodríguez Arnaiz,es  ESP,"MF,FW",22-313,16,3,373.0,4.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,0.1,0.18,0.28,0.1,0.28,es  ESP,"MF,FW",22-313,4.1,0,8,1,12.5,1.93,0.24,0.0,0.0,22.6,1,0,0,0.4,0.4,0.05,-0.4,-0.4,es  ESP,"MF,FW",22-313,4.1,193,263,73.4,3544,962,96,110,87.3,67,85,78.8,27,57,47.4,0,0.8,-0.8,6,13,8,2,17,es  ESP,"MF,FW",22-313,4.1,263,234,29,7,2,42,10,17,21,9,8,0,169,30,64,33,212,12,0,1,193,1,5,13,5,es  ESP,"MF,FW",22-313,4.1,15,3.62,8,4,0,1,1,1,1,0.24,1,0,0,0,0,0,0,es  ESP,"MF,FW",22-313,4.1,13,10,2,8,3,4,10,40.0,6,58,27,46.6,7,35,16,4,0,0,4,4,17,3,0,es  ESP,"MF,FW",22-313,4.1,321,3,33,160,146,19,292,8,16,50.0,8,2,211,941,539,30,7,4,9,8,264,228,86.4,38,es  ESP,"MF,FW",22-313,4.1,1,0,0,11,8,0,17,4,10,0,0,0,37,5,8,38.5
22,Carlos Fernández,es  ESP,FW,24-350,5,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.09,0.06,0.14,0.09,0.14,es  ESP,FW,24-350,1.6,0,2,1,50.0,1.26,0.63,0.0,0.0,8.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,es  ESP,FW,24-350,1.6,29,39,74.4,374,82,17,20,85.0,10,14,71.4,0,2,0.0,0,0.1,-0.1,1,2,0,0,2,es  ESP,FW,24-350,1.6,39,37,2,0,0,6,0,2,0,0,0,0,29,7,3,21,11,2,0,2,29,0,1,0,1,es  ESP,FW,24-350,1.6,5,3.15,3,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,es  ESP,FW,24-350,1.6,1,0,1,0,0,0,2,0.0,2,17,1,5.9,2,4,11,3,1,0,2,1,2,0,0,es  ESP,FW,24-350,1.6,57,1,7,32,20,6,55,1,2,50.0,1,0,33,184,86,5,1,1,4,3,58,39,67.2,12,es  ESP,FW,24-350,1.6,0,0,0,4,7,0,2,1,0,0,0,0,9,5,6,45.5
23,Franco Vázquez,ar  ARG,"FW,MF",32-074,13,0,96.0,1.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.94,0.0,0.94,0.94,0.94,0.3,0.3,0.2,0.5,0.3,0.17,0.47,0.3,0.47,ar  ARG,"FW,MF",32-074,1.1,1,3,1,33.3,2.81,0.94,0.33,1.0,13.8,0,0,0,0.3,0.3,0.11,0.7,0.7,ar  ARG,"FW,MF",32-074,1.1,67,75,89.3,1030,207,39,41,95.1,15,16,93.8,9,13,69.2,0,0.2,-0.2,1,3,2,0,5,ar  ARG,"FW,MF",32-074,1.1,75,74,1,0,0,13,1,3,0,0,0,0,56,11,8,56,9,3,0,1,67,0,1,0,1,ar  ARG,"FW,MF",32-074,1.1,4,3.75,4,0,0,0,0,0,1,0.94,1,0,0,0,0,0,0,ar  ARG,"FW,MF",32-074,1.1,3,2,0,2,1,1,5,20.0,4,26,9,34.6,7,14,5,3,1,0,2,0,3,2,0,ar  ARG,"FW,MF",32-074,1.1,94,3,13,49,35,4,93,0,1,0.0,0,0,62,163,51,2,1,0,1,4,82,70,85.4,5,ar  ARG,"FW,MF",32-074,1.1,1,0,0,3,5,1,3,0,2,0,0,0,15,8,4,66.7
24,Oussama Idrissi,ma  MAR,"FW,MF",25-070,3,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.96,0.0,0.96,0.96,0.96,ma  MAR,"FW,MF",25-070,0.3,0,1,1,100.0,3.33,3.33,0.0,0.0,10.4,0,0,0,0.3,0.3,0.29,-0.3,-0.3,ma  MAR,"FW,MF",25-070,0.3,8,10,80.0,232,24,3,4,75.0,2,2,100.0,3,3,100.0,0,0.0,0.0,0,0,1,1,0,ma  MAR,"FW,MF",25-070,0.3,10,10,0,0,0,2,3,3,0,0,0,0,5,2,3,4,5,1,0,0,8,0,0,1,1,ma  MAR,"FW,MF",25-070,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,ma  MAR,"FW,MF",25-070,0.3,2,1,0,1,1,0,1,0.0,1,7,3,42.9,2,3,2,1,0,0,1,1,3,0,0,ma  MAR,"FW,MF",25-070,0.3,19,1,3,3,13,3,19,0,1,0.0,0,0,13,79,68,4,0,1,1,2,15,11,73.3,4,ma  MAR,"FW,MF",25-070,0.3,0,0,0,1,0,0,3,1,1,0,0,0,3,0,1,0.0
25,Bryan,es  ESP,FW,20-085,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es  ESP,FW,20-085,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,es  ESP,FW,20-085,0.1,5,7,71.4,68,9,3,4,75.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,es  ESP,FW,20-085,0.1,7,7,0,0,0,1,0,0,0,0,0,0,5,1,1,6,0,0,0,0,5,0,0,0,1,es  ESP,FW,20-085,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,es  ESP,FW,20-085,0.1,1,1,0,1,0,0,0,,0,3,2,66.7,0,2,1,0,0,0,0,0,1,0,0,es  ESP,FW,20-085,0.1,10,0,1,6,3,1,10,0,0,,0,0,6,30,28,2,0,1,0,1,9,8,88.9,0,es  ESP,FW,20-085,0.1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,50.0
26,Squad Total,,,28.9,34,374,3060.0,34.0,48.0,33.0,43.0,5.0,6.0,71.0,1.0,1.41,0.97,2.38,1.26,2.24,46.1,41.6,31.1,72.7,1.36,0.91,2.27,1.22,2.14,,,28.9,34.0,48,408,123,30.1,12.0,3.62,0.11,0.35,16.6,14,5,6,46.1,41.6,0.1,1.9,1.4,,,28.9,34.0,17314,20434,84.7,347968,101211,6635,7279,91.2,7707,8547,90.2,2710,4004,67.7,33,31.1,1.9,333,1162,326,110,1177,,,28.9,34.0,20434,18809,1625,485,28,2571,844,504,149,28,52,7,14350,2435,3649,5398,12961,663,733,231,17314,55,333,318,380,,,28.9,34.0,715,21.03,547,53,45,25,31,14,80,2.35,60,4,5,5,4,2,0,,,28.9,34.0,523,361,231,224,68,183,493,37.1,310,4171,1353,32.4,1229,1972,970,461,87,3,374,290,813,699,5,,,28.9,34.0,24010,2439,7830,11657,5772,786,22451,353,528,66.9,370,21,16145,73494,38923,1578,428,132,399,374,19672,17314,88.0,1201,,,28.9,34.0,71,1,1,452,461,63,504,290,361,4,6,2,2690,624,545,53.4
27,Opponent Total,,,28.1,34,374,3060.0,34.0,25.0,16.0,21.0,4.0,6.0,106.0,1.0,0.74,0.47,1.21,0.62,1.09,30.8,26.3,17.6,43.9,0.9,0.52,1.42,0.77,1.29,,,28.1,34.0,25,298,98,32.9,8.76,2.88,0.07,0.21,17.7,12,4,6,30.8,26.3,0.09,-5.8,-5.3,,,28.1,34.0,9804,12929,75.8,198482,74912,4007,4662,86.0,3949,4721,83.6,1650,2990,55.2,16,17.6,-1.6,205,721,177,52,804,,,28.1,34.0,12929,11254,1675,491,11,1879,439,378,137,52,52,7,7856,1862,3211,3774,7268,625,655,195,9804,27,308,277,370,,,28.1,34.0,461,13.56,321,48,24,27,38,3,42,1.24,30,3,0,5,4,0,0,,,28.1,34.0,529,321,249,216,64,157,527,29.8,370,5035,1231,24.4,1565,2271,1199,467,90,4,377,338,867,716,3,,,28.1,34.0,16465,2054,5529,7812,4024,591,14840,287,494,58.1,310,24,9695,49325,26397,1082,341,93,389,339,12177,9801,80.5,826,,,28.1,34.0,106,1,0,485,418,33,378,338,321,4,6,1,2494,545,624,46.6
