,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,KP,1/3,PPA,CrsPA,Prog,Match Report
19,2020-12-22,Tue,La Liga,Matchweek 15,Away,W 2–0,Atlético Madrid,Real Sociedad,Y,RW,58,14.0,19.0,73.7,282.0,89.0,5.0,9.0,55.6,6.0,6.0,100.0,3.0,4.0,75.0,0,0.0,0.0,2.0,0.0,0.0,1.0,Match Report
20,2020-12-30,Wed,La Liga,Matchweek 16,Home,W 1–0,Atlético Madrid,Getafe,N,FW,20,10.0,13.0,76.9,143.0,14.0,6.0,8.0,75.0,4.0,5.0,80.0,0.0,0.0,,0,0.0,0.0,0.0,1.0,0.0,1.0,Match Report
21,2021-01-03,Sun,La Liga,Matchweek 17,Away,W 2–1,Atlético Madrid,Alavés,Y,FW,61,16.0,21.0,76.2,208.0,57.0,9.0,9.0,100.0,6.0,9.0,66.7,0.0,2.0,0.0,0,0.0,0.0,2.0,0.0,0.0,1.0,Match Report
22,2021-01-06,Wed,Copa del Rey,Second round,Away,L 0–1,Atlético Madrid,Cornellà,Y,FW,90,,,,,,,,,,,,,,,0,,,,,,,Match Report
23,2021-01-12,Tue,La Liga,Matchweek 1,Home,W 2–0,Atlético Madrid,Sevilla,Y,FW,65,9.0,13.0,69.2,129.0,27.0,6.0,7.0,85.7,3.0,5.0,60.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,Match Report
24,2021-01-21,Thu,La Liga,Matchweek 19,Away,W 2–1,Atlético Madrid,Eibar,Y,FW,45,8.0,12.0,66.7,105.0,11.0,6.0,9.0,66.7,2.0,2.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report
25,2021-01-24,Sun,La Liga,Matchweek 20,Home,W 3–1,Atlético Madrid,Valencia,N,"RW,FW",29,9.0,11.0,81.8,120.0,28.0,5.0,6.0,83.3,3.0,3.0,100.0,0.0,1.0,0.0,0,0.1,1.0,0.0,1.0,0.0,2.0,Match Report
26,2021-01-31,Sun,La Liga,Matchweek 21,Away,W 4–2,Atlético Madrid,Cádiz,N,FW,31,10.0,12.0,83.3,103.0,12.0,8.0,9.0,88.9,2.0,3.0,66.7,0.0,0.0,,1,0.6,1.0,0.0,0.0,0.0,1.0,Match Report
27,2021-02-08,Mon,La Liga,Matchweek 22,Home,D 2–2,Atlético Madrid,Celta Vigo,Y,FW,90,22.0,29.0,75.9,367.0,36.0,13.0,15.0,86.7,6.0,7.0,85.7,3.0,6.0,50.0,0,0.1,1.0,1.0,2.0,0.0,2.0,Match Report
28,2021-02-13,Sat,La Liga,Matchweek 23,Away,W 2–1,Atlético Madrid,Granada,Y,"FW,RW",90,23.0,35.0,65.7,333.0,88.0,16.0,21.0,76.2,5.0,7.0,71.4,2.0,6.0,33.3,0,0.3,3.0,1.0,3.0,1.0,2.0,Match Report
29,2021-02-17,Wed,La Liga,Matchweek 2,Away,D 1–1,Atlético Madrid,Levante,Y,"FW,AM",80,35.0,46.0,76.1,593.0,150.0,16.0,19.0,84.2,16.0,19.0,84.2,2.0,4.0,50.0,0,0.0,1.0,2.0,1.0,1.0,4.0,Match Report
30,2021-02-20,Sat,La Liga,Matchweek 24,Home,L 0–2,Atlético Madrid,Levante,Y,"AM,RM",60,21.0,28.0,75.0,239.0,53.0,18.0,21.0,85.7,3.0,5.0,60.0,0.0,2.0,0.0,0,0.0,0.0,0.0,2.0,0.0,3.0,Match Report
31,2021-02-23,Tue,Champions Lg,Round of 16,Home,L 0–1,es  Atlético Madrid,eng  Chelsea,Y,RW,81,26.0,34.0,76.5,384.0,79.0,12.0,15.0,80.0,10.0,12.0,83.3,2.0,3.0,66.7,0,0.1,2.0,2.0,0.0,0.0,2.0,Match Report
32,2021-02-28,Sun,La Liga,Matchweek 25,Away,W 2–0,Atlético Madrid,Villarreal,Y,"FW,RM",82,17.0,21.0,81.0,244.0,99.0,10.0,12.0,83.3,7.0,8.0,87.5,0.0,0.0,,0,0.0,0.0,0.0,2.0,0.0,3.0,Match Report
33,2021-03-07,Sun,La Liga,Matchweek 26,Home,D 1–1,Atlético Madrid,Real Madrid,Y,RM,81,27.0,32.0,84.4,413.0,73.0,14.0,17.0,82.4,10.0,11.0,90.9,2.0,3.0,66.7,0,0.0,0.0,4.0,1.0,0.0,4.0,Match Report
34,2021-03-10,Wed,La Liga,Matchweek 18,Home,W 2–1,Atlético Madrid,Athletic Club,N,"FW,RW",24,10.0,11.0,90.9,166.0,39.0,5.0,6.0,83.3,4.0,4.0,100.0,1.0,1.0,100.0,0,0.0,1.0,0.0,2.0,0.0,2.0,Match Report
35,2021-03-13,Sat,La Liga,Matchweek 27,Away,D 0–0,Atlético Madrid,Getafe,Y,RM,63,23.0,27.0,85.2,259.0,52.0,18.0,21.0,85.7,5.0,5.0,100.0,0.0,0.0,,0,0.2,1.0,0.0,1.0,0.0,1.0,Match Report
36,2021-03-17,Wed,Champions Lg,Round of 16,Away,L 0–2,es  Atlético Madrid,eng  Chelsea,N,AM,32,20.0,26.0,76.9,325.0,61.0,11.0,14.0,78.6,6.0,7.0,85.7,2.0,3.0,66.7,0,0.0,0.0,1.0,1.0,0.0,2.0,Match Report
37,2021-03-21,Sun,La Liga,Matchweek 28,Home,W 1–0,Atlético Madrid,Alavés,Y,FW,73,22.0,26.0,84.6,340.0,39.0,13.0,13.0,100.0,5.0,7.0,71.4,2.0,3.0,66.7,0,0.0,0.0,1.0,0.0,0.0,1.0,Match Report
38,2021-04-04,Sun,La Liga,Matchweek 29,Away,L 0–1,Atlético Madrid,Sevilla,N,FW,57,26.0,32.0,81.3,362.0,54.0,17.0,20.0,85.0,7.0,7.0,100.0,2.0,4.0,50.0,0,0.0,0.0,1.0,0.0,0.0,1.0,Match Report
39,2021-04-11,Sun,La Liga,Matchweek 30,Away,D 1–1,Atlético Madrid,Betis,Y,FW,90,13.0,20.0,65.0,148.0,21.0,7.0,10.0,70.0,2.0,4.0,50.0,1.0,2.0,50.0,1,0.8,1.0,1.0,0.0,0.0,0.0,Match Report
40,2021-04-18,Sun,La Liga,Matchweek 33,Home,W 5–0,Atlético Madrid,Eibar,Y,FW,60,6.0,10.0,60.0,93.0,17.0,3.0,7.0,42.9,1.0,1.0,100.0,1.0,1.0,100.0,1,0.2,1.0,1.0,0.0,0.0,0.0,Match Report
41,2021-04-22,Thu,La Liga,Matchweek 31,Home,W 2–0,Atlético Madrid,Huesca,Y,"FW,AM",83,27.0,29.0,93.1,414.0,91.0,12.0,12.0,100.0,10.0,11.0,90.9,2.0,2.0,100.0,0,0.2,1.0,2.0,0.0,0.0,4.0,Match Report
42,2021-04-25,Sun,La Liga,Matchweek 32,Away,L 1–2,Atlético Madrid,Athletic Club,Y,"FW,RM",64,21.0,25.0,84.0,308.0,23.0,12.0,12.0,100.0,5.0,6.0,83.3,2.0,4.0,50.0,0,0.1,2.0,1.0,0.0,0.0,0.0,Match Report
43,2021-05-01,Sat,La Liga,Matchweek 34,Away,W 1–0,Atlético Madrid,Elche,Y,AM,64,20.0,23.0,87.0,283.0,53.0,14.0,16.0,87.5,4.0,4.0,100.0,2.0,2.0,100.0,0,0.2,1.0,3.0,2.0,0.0,3.0,Match Report
44,,,,,,26-10-8,,,32/44,,2741,777.0,998.0,77.9,11096.0,2268.0,449.0,541.0,83.0,234.0,283.0,82.7,49.0,95.0,51.6,11,6.9,40.0,39.0,35.0,5.0,66.0,
