,Player,Nation_x,Pos_x,Age_x,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected_x,npxG_Expected_x,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes,Nation_y,Pos_y,Age_y,90s_x,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected_y,npxG_Expected_y,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected,Nation_x,Pos_x,Age_x,90s_y,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Nation_y,Pos_y,Age_y,90s_x,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Nation_x,Pos_x,Age_x,90s_y,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types,OG_GCA Types,Nation_y,Pos_y,Age_y,90s_x,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Nation,Pos,Age,90s_y,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
10,Curtis Jones,eng  ENG,MF,20-051,20,12,1089.0,12.1,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.08,0.08,0.17,0.08,0.17,1.4,1.4,1.1,2.4,0.11,0.09,0.2,0.11,0.2,eng  ENG,MF,20-051,12.1,1,19,8,42.1,1.57,0.66,0.05,0.13,18.7,0,0,0,1.4,1.4,0.07,-0.4,-0.4,eng  ENG,MF,20-051,12.1,821,899,91.3,13912,2949,394,422,93.4,331,348,95.1,80,99,80.8,1,1.1,-0.1,12,95,22,2,65,eng  ENG,MF,20-051,12.1,899,889,10,1,1,89,11,7,0,0,0,0,779,48,72,118,731,32,5,5,821,2,1,14,10,eng  ENG,MF,20-051,12.1,33,2.73,26,0,2,0,2,3,3,0.25,3,0,0,0,0,0,0,eng  ENG,MF,20-051,12.1,19,15,7,7,5,9,21,42.9,12,195,61,31.3,42,91,62,18,0,0,18,16,35,10,1,eng  ENG,MF,20-051,12.1,1038,14,134,621,368,28,1029,15,27,55.6,16,0,829,4274,2249,122,39,8,15,24,921,844,91.6,68
11,Joël Matip,cm  CMR,DF,29-226,10,9,691.0,7.7,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.13,0.26,0.39,0.13,0.39,0.6,0.6,1.0,1.7,0.08,0.14,0.22,0.08,0.22,cm  CMR,DF,29-226,7.7,1,5,2,40.0,0.65,0.26,0.2,0.5,6.8,0,0,0,0.6,0.6,0.13,0.4,0.4,cm  CMR,DF,29-226,7.7,466,527,88.4,10049,2586,128,137,93.4,255,270,94.4,80,114,70.2,2,1.0,1.0,2,30,1,0,15,cm  CMR,DF,29-226,7.7,527,518,9,9,1,41,7,0,0,0,0,0,411,50,66,73,416,23,0,0,466,0,4,8,5,cm  CMR,DF,29-226,7.7,6,0.78,5,0,0,1,0,0,2,0.26,1,0,0,1,0,0,0,cm  CMR,DF,29-226,7.7,14,10,10,4,0,5,8,62.5,3,57,24,42.1,34,20,3,7,0,0,7,4,18,28,0,cm  CMR,DF,29-226,7.7,583,51,268,335,24,6,575,0,0,,0,0,353,2006,1297,38,12,0,0,2,431,422,97.9,0
12,Nathaniel Phillips,eng  ENG,DF,24-001,10,8,826.0,9.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.02,0.01,0.02,0.02,0.02,eng  ENG,DF,24-001,9.2,0,4,1,25.0,0.44,0.11,0.0,0.0,11.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,eng  ENG,DF,24-001,9.2,548,637,86.0,12178,3754,137,149,91.9,310,331,93.7,98,150,65.3,0,0.1,-0.1,2,53,1,0,39,eng  ENG,DF,24-001,9.2,637,618,19,14,0,56,16,0,0,0,0,0,454,60,123,49,511,40,5,4,548,1,7,6,7,eng  ENG,DF,24-001,9.2,5,0.54,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,eng  ENG,DF,24-001,9.2,9,5,6,3,0,0,11,0.0,11,108,43,39.8,48,57,3,12,8,0,4,8,17,71,0,eng  ENG,DF,24-001,9.2,749,85,335,407,29,8,732,0,0,,0,0,462,2110,925,26,1,0,5,0,522,514,98.5,1
13,James Milner,eng  ENG,"MF,DF",35-077,20,8,750.0,8.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,0.2,0.2,1.1,1.3,0.02,0.13,0.16,0.02,0.16,eng  ENG,"MF,DF",35-077,8.3,0,5,1,20.0,0.6,0.12,0.0,0.0,22.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,eng  ENG,"MF,DF",35-077,8.3,585,692,84.5,11264,3167,247,267,92.5,244,272,89.7,88,122,72.1,1,1.1,-0.1,11,63,21,5,66,eng  ENG,"MF,DF",35-077,8.3,692,643,49,9,3,74,18,13,13,5,6,0,503,94,95,57,584,12,24,1,585,2,10,10,20,eng  ENG,"MF,DF",35-077,8.3,16,1.92,11,3,1,0,0,1,1,0.12,0,1,0,0,0,0,0,eng  ENG,"MF,DF",35-077,8.3,18,13,6,11,1,5,23,21.7,18,130,44,33.8,31,76,23,30,3,0,27,12,30,15,1,eng  ENG,"MF,DF",35-077,8.3,791,20,138,473,219,17,744,4,8,50.0,4,0,527,2275,1239,52,19,1,5,9,602,559,92.9,24
14,Diogo Jota,pt  POR,FW,24-108,12,7,703.0,7.8,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.77,0.0,0.77,0.77,0.77,3.0,3.0,1.3,4.3,0.38,0.17,0.56,0.38,0.56,pt  POR,FW,24-108,7.8,6,23,14,60.9,2.94,1.79,0.26,0.43,15.0,0,0,0,3.0,3.0,0.13,3.0,3.0,pt  POR,FW,24-108,7.8,220,282,78.0,3579,836,122,143,85.3,77,97,79.4,18,27,66.7,0,1.3,-1.3,8,24,5,0,29,pt  POR,FW,24-108,7.8,282,279,3,0,0,43,4,9,0,0,0,0,214,39,29,86,184,6,0,2,220,1,3,9,12,pt  POR,FW,24-108,7.8,18,2.3,12,0,1,2,3,0,1,0.13,0,0,1,0,0,0,0,pt  POR,FW,24-108,7.8,7,4,1,4,2,2,21,9.5,19,168,42,25.0,38,63,67,5,0,0,5,6,13,3,0,pt  POR,FW,24-108,7.8,389,6,37,176,204,49,386,13,23,56.5,15,1,294,1726,1144,56,14,11,21,17,395,305,77.2,76
15,Naby Keïta,gn  GUI,MF,26-040,10,7,520.0,5.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8,1.3,0.09,0.14,0.23,0.09,0.23,gn  GUI,MF,26-040,5.8,0,9,2,22.2,1.56,0.35,0.0,0.0,19.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,gn  GUI,MF,26-040,5.8,311,356,87.4,5328,1190,143,166,86.1,133,141,94.3,27,35,77.1,0,0.8,-0.8,6,31,10,1,32,gn  GUI,MF,26-040,5.8,356,344,12,4,1,62,6,4,0,0,0,0,279,47,30,24,312,16,1,0,311,1,2,8,6,gn  GUI,MF,26-040,5.8,15,2.6,12,0,1,2,0,0,1,0.17,1,0,0,0,0,0,0,gn  GUI,MF,26-040,5.8,7,5,4,2,1,2,18,11.1,16,144,37,25.7,18,75,51,11,0,0,11,12,19,6,0,gn  GUI,MF,26-040,5.8,426,6,50,278,132,18,415,12,15,80.0,13,0,301,1449,836,50,17,2,10,12,352,316,89.8,25
16,Joe Gomez,eng  ENG,DF,23-303,7,6,590.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eng  ENG,DF,23-303,6.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,eng  ENG,DF,23-303,6.6,480,532,90.2,11390,3061,99,106,93.4,278,296,93.9,99,123,80.5,0,0.0,0.0,1,30,0,0,38,eng  ENG,DF,23-303,6.6,532,525,7,7,0,65,29,0,0,0,0,0,406,31,95,38,445,31,0,0,480,1,8,1,2,eng  ENG,DF,23-303,6.6,2,0.31,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,eng  ENG,DF,23-303,6.6,5,2,2,3,0,0,4,0.0,4,39,15,38.5,24,13,2,7,3,0,4,5,10,32,2,eng  ENG,DF,23-303,6.6,590,69,267,352,6,0,584,4,4,100.0,4,0,419,1914,1072,28,0,0,1,6,426,424,99.5,0
17,Xherdan Shaqiri,ch  SUI,"MF,FW",29-163,12,5,522.0,5.8,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.34,0.34,0.0,0.34,0.4,0.4,2.4,2.7,0.06,0.41,0.47,0.06,0.47,ch  SUI,"MF,FW",29-163,5.8,0,11,0,0.0,1.9,0.0,0.0,,21.8,1,0,0,0.4,0.4,0.03,-0.4,-0.4,ch  SUI,"MF,FW",29-163,5.8,320,387,82.7,5634,1377,146,163,89.6,122,141,86.5,40,58,69.0,2,2.4,-0.4,15,22,24,5,33,ch  SUI,"MF,FW",29-163,5.8,387,365,22,2,2,44,8,9,13,7,2,1,293,40,54,274,95,10,4,1,320,1,4,9,12,ch  SUI,"MF,FW",29-163,5.8,26,4.48,24,2,0,0,0,0,3,0.52,3,0,0,0,0,0,0,ch  SUI,"MF,FW",29-163,5.8,6,4,4,1,1,2,6,33.3,4,88,31,35.2,17,33,38,7,0,0,7,4,10,2,0,ch  SUI,"MF,FW",29-163,5.8,443,2,43,193,232,13,420,5,5,100.0,5,0,316,1111,426,19,8,0,8,11,396,341,86.1,40
18,Ozan Kabak,tr  TUR,DF,20-362,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,tr  TUR,DF,20-362,5.0,0,1,0,0.0,0.2,0.0,0.0,,4.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1,tr  TUR,DF,20-362,5.0,278,304,91.4,5975,1499,87,94,92.6,140,144,97.2,50,65,76.9,0,0.0,0.0,0,9,0,0,10,tr  TUR,DF,20-362,5.0,304,297,7,7,0,32,12,0,0,0,0,0,245,26,33,34,247,10,0,1,278,0,6,2,0,tr  TUR,DF,20-362,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,tr  TUR,DF,20-362,5.0,11,5,6,4,1,1,5,20.0,4,51,20,39.2,28,21,2,4,3,0,1,3,14,32,1,tr  TUR,DF,20-362,5.0,357,43,189,185,4,2,350,1,1,100.0,1,0,230,1161,541,10,0,0,0,1,240,239,99.6,0
19,Virgil van Dijk,nl  NED,DF,29-257,5,5,370.0,4.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24,0.0,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.08,0.0,0.08,0.08,0.08,nl  NED,DF,29-257,4.1,1,4,2,50.0,0.97,0.49,0.25,0.5,13.5,0,0,0,0.3,0.3,0.08,0.7,0.7,nl  NED,DF,29-257,4.1,296,329,90.0,7078,2109,61,65,93.8,176,186,94.6,59,77,76.6,0,0.0,0.0,0,26,0,0,20,nl  NED,DF,29-257,4.1,329,326,3,3,0,32,17,0,0,0,0,0,255,17,57,65,243,10,0,0,296,1,2,2,0,nl  NED,DF,29-257,4.1,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,nl  NED,DF,29-257,4.1,3,1,1,2,0,0,1,0.0,1,14,3,21.4,7,7,0,3,2,0,1,0,3,12,1,nl  NED,DF,29-257,4.1,353,25,146,213,9,5,350,0,0,,0,0,246,890,413,13,0,0,1,0,289,282,97.6,3
