,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
26,2022-02-12,18:30,La Liga,Matchweek 24,Sat,Away,W,3,0,Rayo Vallecano,1.6,1.0,45,8596,David García,4-3-3,Jorge Figueroa,Match Report,
27,2022-02-19,16:15,La Liga,Matchweek 25,Sat,Home,L,0,3,Atlético Madrid,0.9,0.5,62,20040,David García,4-1-4-1,Mario Melero,Match Report,
28,2022-02-27,18:30,La Liga,Matchweek 26,Sun,Away,L,0,1,Real Sociedad,0.6,1.1,42,30145,David García,4-4-1-1,Antonio Matéu Lahoz,Match Report,
29,2022-03-05,14:00,La Liga,Matchweek 27,Sat,Home,W,1,0,Villarreal,1.0,0.6,28,16659,David García,4-4-2,José Luis Munuera,Match Report,
30,2022-03-13,21:00,La Liga,Matchweek 28,Sun,Away,L,0,4,Barcelona,0.2,4.0,28,54507,David García,4-4-1-1,Ricardo de Burgos,Match Report,
31,2022-03-19,18:30,La Liga,Matchweek 29,Sat,Home,W,3,1,Levante,2.2,1.3,45,19429,David García,4-3-3,Alberola Rojas,Match Report,
32,2022-04-03,16:15,La Liga,Matchweek 30,Sun,Away,L,1,4,Betis,0.5,4.0,46,49103,David García,4-3-3,Valentín Pizarro,Match Report,
33,2022-04-10,14:00,La Liga,Matchweek 31,Sun,Home,W,1,0,Alavés,2.3,0.8,65,19220,David García,4-3-3,Alejandro Muñíz,Match Report,
34,2022-04-16,18:30,La Liga,Matchweek 32,Sat,Away,W,2,1,Valencia,0.6,1.0,49,30148,Oier Sanjurjo,4-4-2,Mario Melero,Match Report,
35,2022-04-20,21:30,La Liga,Matchweek 33,Wed,Home,L,1,3,Real Madrid,1.5,3.5,35,21360,David García,4-5-1,Ricardo de Burgos,Match Report,
36,2022-05-01,14:00,La Liga,Matchweek 34,Sun,Away,D,1,1,Elche,1.2,0.9,43,16305,David García,5-3-2,Carlos del Cerro,Match Report,
37,2022-05-08,18:30,La Liga,Matchweek 35,Sun,Away,D,1,1,Espanyol,0.8,0.7,49,18903,David García,4-3-3,Santiago Jaime,Match Report,
38,2022-05-11,19:00,La Liga,Matchweek 36,Wed,Home,D,1,1,Getafe,0.6,0.4,67,17850,Oier Sanjurjo,4-2-3-1,Alejandro Muñíz,Match Report,
39,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Away,L,0,2,Athletic Club,0.9,1.3,55,37869,Jon Moncayola,4-4-2,Jorge Figueroa,Match Report,
40,2022-05-22,20:00,La Liga,Matchweek 38,Sun,Home,L,0,2,Mallorca,0.8,1.4,62,18717,Oier Sanjurjo,4-3-3,César Soto,Match Report,
