,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
10,Raúl Albiol,es  ESP,DF,Villarreal,36-035,1985,5.0,266,254,12,12,0,24,9,0,0,0,0,0,221,13,32,44,210,11,0,0,245,0,1,3,4
11,Paco Alcácer,es  ESP,FW,Villarreal,28-040,1993,1.8,44,42,2,0,0,9,1,0,0,0,0,0,30,8,6,11,28,2,0,1,37,0,0,1,2
12,Omar Alderete,py  PAR,DF,Valencia,24-287,1996,7.0,217,206,11,7,2,42,20,0,0,0,0,0,102,11,104,170,19,19,0,0,141,1,9,8,2
13,Iván Alejo,es  ESP,MF,Cádiz,26-241,1995,0.3,10,10,0,0,0,5,0,1,0,0,0,0,4,2,4,0,8,2,0,0,5,0,0,0,1
14,Carles Aleñá,es  ESP,"MF,FW",Getafe,23-277,1998,5.4,192,164,28,15,1,42,14,6,10,5,3,1,124,26,42,165,18,6,1,0,138,1,3,14,5
15,Emmanuel Amankwaa Akurugu,gh  GHA,DF,Getafe,19-323,2001,0.1,4,3,1,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,1,0,2,0,1,0,0
16,Amath,sn  SEN,"FW,MF",Mallorca,25-085,1996,3.5,53,51,2,1,0,16,0,1,0,0,0,0,38,6,9,9,41,1,1,0,38,0,0,6,2
17,Florin Andone,ro  ROU,"FW,MF",Cádiz,28-181,1993,1.0,22,20,2,0,0,7,0,0,0,0,0,0,7,7,8,5,5,6,0,1,14,0,3,0,1
18,José Ángel,es  ESP,DF,Osasuna,32-034,1989,1.2,73,61,12,1,0,13,3,2,0,0,0,0,33,13,27,43,12,3,11,0,55,0,0,4,2
19,Josep Antoni Gayá,es  ESP,DF,Mallorca,21-094,2000,0.6,25,23,2,0,0,1,1,0,0,0,0,0,20,0,5,8,14,3,0,0,20,0,0,0,0
20,Mauro Arambarri,uy  URU,MF,Getafe,26-009,1995,4.2,154,141,13,11,0,20,10,4,0,0,0,0,105,26,23,15,127,7,2,1,115,1,4,4,7
21,Néstor Araujo,mx  MEX,DF,Celta Vigo,30-041,1991,6.9,385,378,7,5,0,28,13,1,0,0,0,0,298,31,56,40,313,21,2,0,325,3,8,7,3
22,Ronald Araújo,uy  URU,DF,Barcelona,22-216,1999,4.9,353,340,13,9,0,25,1,1,0,0,0,0,321,12,20,30,308,7,3,0,336,1,1,3,0
23,Jesús Areso,es  ESP,DF,Osasuna,22-099,1999,0.9,33,19,14,0,0,3,2,1,0,0,0,0,11,6,16,0,17,1,14,0,25,0,2,0,0
24,Santiago Arias,co  COL,DF,Granada,29-269,1992,2.0,98,73,25,1,0,13,1,3,0,0,0,0,38,28,32,10,54,5,24,1,72,0,1,2,3
25,Santiago Arzamendia,py  PAR,MF,Cádiz,23-157,1998,1.5,26,24,2,0,0,7,1,3,0,0,0,0,6,11,9,18,1,3,2,0,15,1,1,1,3
26,Sergio Asenjo,es  ESP,GK,Villarreal,32-103,1989,1.0,21,17,4,0,0,2,0,0,0,0,0,0,13,3,5,2,13,0,0,5,16,1,2,0,0
27,Marco Asensio,es  ESP,"MF,FW",Real Madrid,25-261,1996,2.5,125,105,20,4,0,9,7,7,11,6,1,2,87,16,22,108,11,1,5,0,98,0,1,3,4
28,Iago Aspas,es  ESP,FW,Celta Vigo,34-069,1987,7.8,283,274,9,2,0,72,14,16,3,1,0,0,202,51,30,197,63,13,4,1,199,1,9,20,18
29,Ezequiel Ávila,ar  ARG,FW,Osasuna,27-245,1994,2.4,52,49,3,0,0,12,2,4,0,0,0,0,21,20,11,10,25,12,1,2,35,0,0,3,2
30,Iddrisu Baba,gh  GHA,MF,Mallorca,25-260,1996,7.1,238,233,5,4,0,50,8,3,0,0,0,0,178,18,42,16,207,9,1,0,189,0,3,12,6
31,Carlos Bacca,co  COL,FW,Granada,35-031,1986,3.6,70,64,6,0,1,26,0,1,0,0,0,0,44,8,18,3,53,7,0,1,45,0,1,5,4
32,Miguel Baeza,es  ESP,DF,Celta Vigo,21-196,2000,0.0,5,5,0,0,0,1,0,1,0,0,0,0,4,0,1,5,0,0,0,0,4,0,0,0,0
33,Alejandro Balde,es  ESP,DF,Barcelona,17-356,2003,0.5,42,39,3,2,0,4,0,1,0,0,0,0,38,3,1,40,1,0,1,0,39,0,0,0,1
34,Gareth Bale,wls  WAL,FW,Real Madrid,32-085,1989,2.1,51,51,0,0,0,14,1,2,0,0,0,0,31,10,10,42,4,1,0,0,38,1,1,4,1
35,Mikel Balenziaga,es  ESP,DF,Athletic Club,33-222,1988,6.6,292,230,62,6,0,30,4,9,0,0,0,0,140,66,86,194,18,13,56,0,217,1,8,5,13
36,Iván Balliu,al  ALB,DF,Rayo Vallecano,29-281,1992,8.0,375,261,114,7,0,70,11,13,0,0,0,0,159,104,112,22,227,15,107,0,283,2,7,14,14
37,Barbero,es  ESP,"FW,MF",Osasuna,23-053,1998,0.1,5,5,0,0,0,2,0,1,0,0,0,0,5,0,0,2,3,0,0,0,2,0,0,0,0
38,Enis Bardhi,mk  MKD,"MF,FW",Levante,26-099,1995,1.2,34,30,4,1,0,8,2,1,1,1,0,0,18,8,8,5,27,1,1,0,26,0,0,2,1
39,Keidi Bare,al  ALB,MF,Espanyol,24-042,1997,4.2,212,207,5,5,0,33,6,3,0,0,0,0,144,31,37,12,182,11,0,1,175,2,2,7,6
40,Kike Barja,es  ESP,MF,Osasuna,24-191,1997,1.4,57,56,1,0,0,9,4,7,0,0,0,0,28,15,14,23,30,2,1,0,36,0,1,2,3
41,Antonio Barragán,es  ESP,DF,Elche,34-119,1987,2.1,81,59,22,13,0,9,4,0,3,0,2,0,50,13,18,7,66,2,6,0,68,0,2,3,3
42,Ander Barrenetxea,es  ESP,"MF,FW",Real Sociedad,19-286,2001,2.7,70,69,1,1,1,19,3,4,0,0,0,0,51,8,11,13,55,1,0,0,48,0,0,5,5
43,Marc Bartra,es  ESP,DF,Betis,30-267,1991,0.1,19,19,0,0,0,0,0,0,0,0,0,0,14,2,3,0,17,2,0,0,16,0,0,1,0
44,Álvaro Bastida,es  ESP,MF,Cádiz,17-150,2004,1.5,21,20,1,0,0,6,0,0,0,0,0,0,12,3,6,2,17,1,0,0,15,0,0,1,2
45,Rodrigo Battaglia,ar  ARG,MF,Mallorca,30-089,1991,1.7,108,101,7,7,0,11,1,0,0,0,0,0,87,12,9,16,83,6,0,1,100,0,0,1,0
46,Jon Bautista,es  ESP,"FW,MF",Real Sociedad,26-098,1995,0.5,8,7,1,0,0,2,0,0,0,0,0,0,6,2,0,2,4,1,0,0,6,0,1,0,0
47,Bebé,pt  POR,"FW,MF",Rayo Vallecano,31-089,1990,1.4,56,42,14,8,0,20,4,7,3,1,2,0,26,12,18,6,43,1,2,0,33,0,2,2,1
48,Héctor Bellerín,es  ESP,DF,Betis,26-204,1995,4.0,221,185,36,2,0,23,3,6,0,0,0,0,130,51,40,23,149,10,34,1,167,1,2,10,13
49,Fran Beltrán,es  ESP,MF,Celta Vigo,22-248,1999,3.7,272,248,24,13,0,36,14,3,3,0,2,0,216,23,33,21,243,5,1,1,245,1,4,4,0
50,Darío Benedetto,ar  ARG,FW,Elche,31-145,1990,4.5,67,62,5,0,1,23,5,3,0,0,0,0,35,11,21,7,48,3,0,2,48,0,3,3,0
51,Pedro Benito,es  ESP,FW,Cádiz,21-196,2000,0.3,6,6,0,0,0,4,0,0,0,0,0,0,1,2,3,1,1,1,0,0,4,0,0,1,0
52,Karim Benzema,fr  FRA,FW,Real Madrid,33-294,1987,7.9,311,291,20,0,0,46,6,5,4,0,0,0,251,39,21,44,255,9,1,0,265,3,7,16,6
53,Álex Berenguer,es  ESP,MF,Athletic Club,26-097,1995,6.6,238,202,36,8,1,37,8,19,27,8,8,0,127,33,78,24,193,9,1,0,144,5,6,13,12
54,Pedro Bigas,es  ESP,DF,Elche,31-024,1990,2.6,138,135,3,3,0,7,3,0,0,0,0,0,117,4,17,81,52,4,0,1,125,0,2,2,2
55,Blanco,es  ESP,MF,Real Madrid,21-078,2000,0.3,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0,1,17,0,0,0,17,0,0,1,0
56,Yassine Bounou,ma  MAR,GK,Sevilla,30-187,1991,6.0,188,138,50,15,0,7,9,0,0,0,0,0,112,6,70,126,34,0,0,22,140,0,12,0,0
57,Lucas Boyé,ar  ARG,FW,Elche,25-223,1996,3.3,77,73,4,0,0,29,4,1,0,0,0,0,56,11,10,13,53,3,0,4,61,1,3,5,3
58,Martin Braithwaite,dk  DEN,FW,Barcelona,30-126,1991,2.5,54,52,2,1,0,14,1,1,0,0,0,0,37,12,5,7,41,2,1,1,43,0,0,3,1
59,Darko Brašanac,rs  SRB,"MF,FW",Osasuna,29-239,1992,7.9,302,287,15,1,0,83,5,10,0,0,0,0,205,57,40,55,206,17,2,4,226,0,6,13,23
60,Claudio Bravo,cl  CHI,GK,Betis,38-179,1983,3.0,96,73,23,10,0,9,4,0,0,0,0,0,40,4,52,8,73,0,0,11,62,1,3,2,0
61,Yan Brice Eteki,cm  CMR,MF,Granada,24-044,1997,0.7,24,24,0,0,0,13,1,0,0,0,0,0,17,3,4,2,19,1,0,1,19,0,0,2,1
62,Ante Budimir,hr  CRO,FW,Osasuna,30-079,1991,1.0,19,19,0,0,0,5,0,0,0,0,0,0,9,5,5,12,0,2,0,1,11,0,0,0,2
63,Sergio Busquets,es  ESP,MF,Barcelona,33-085,1988,6.7,570,551,19,19,0,70,17,1,0,0,0,0,446,52,72,84,464,13,0,4,495,2,9,18,6
64,Erick Cabaco,uy  URU,DF,Getafe,26-173,1995,0.8,40,38,2,2,0,0,3,0,0,0,0,0,31,2,7,5,33,2,0,0,35,0,2,0,0
65,Leandro Cabrera,uy  URU,DF,Espanyol,30-114,1991,8.0,337,315,22,15,0,19,12,0,0,0,0,0,201,22,114,285,32,13,4,0,258,5,5,7,3
66,Cala,es  ESP,DF,Cádiz,31-317,1989,2.5,56,54,2,2,0,7,4,0,0,0,0,0,16,7,33,7,36,8,0,0,30,1,3,3,0
67,Calderón,es  ESP,DF,Betis,21-275,2000,0.7,47,43,4,0,0,4,2,3,0,0,0,0,34,6,7,34,7,1,4,0,43,0,0,0,1
68,Fernando Calero,es  ESP,DF,Espanyol,26-025,1995,0.5,31,31,0,0,0,4,0,0,0,0,0,0,23,5,3,4,23,3,0,0,26,0,2,1,1
69,Víctor Camarasa,es  ESP,"MF,FW",Betis,27-134,1994,1.0,50,49,1,1,0,6,0,0,0,0,0,0,39,7,4,2,44,2,0,0,42,0,0,1,2
70,Eduardo Camavinga,fr  FRA,MF,Real Madrid,18-333,2002,2.2,136,135,1,1,1,16,3,2,0,0,0,0,110,15,11,116,10,5,0,1,118,0,2,1,2
71,José Campaña,es  ESP,MF,Levante,28-131,1993,3.4,199,177,22,13,0,28,4,7,8,3,2,0,141,28,30,23,166,4,1,1,167,1,4,4,4
72,Sergio Canales,es  ESP,"FW,MF",Betis,30-235,1991,5.4,356,348,8,6,2,55,14,9,0,0,0,0,274,20,62,315,33,5,2,0,311,0,11,5,4
73,Álex Cantero,es  ESP,"FW,MF",Levante,21-123,2000,2.2,27,24,3,0,0,12,1,1,0,0,0,0,21,5,1,3,22,0,1,1,20,0,1,1,3
74,Étienne Capoue,fr  FRA,MF,Villarreal,33-090,1988,6.7,383,377,6,6,0,66,9,0,0,0,0,0,330,17,36,57,307,11,0,1,347,2,0,12,3
75,Isaac Carcelen,es  ESP,"DF,MF",Cádiz,28-169,1993,5.5,142,110,32,3,0,24,2,2,0,0,0,0,65,30,47,14,86,7,29,1,91,0,6,6,8
76,Cárdenas,es  ESP,GK,Levante,24-195,1997,3.0,84,66,18,5,0,10,7,0,0,0,0,0,48,5,31,9,60,0,0,12,63,1,4,2,0
77,Diego Carlos,br  BRA,DF,Sevilla,28-208,1993,7.0,455,444,11,9,1,40,21,0,0,0,0,0,370,28,57,71,363,8,2,2,415,0,7,3,0
78,Yannick Carrasco,be  BEL,"DF,FW",Atlético Madrid,28-035,1993,6.7,271,221,50,15,0,40,7,16,8,4,2,0,189,41,41,20,216,6,26,1,210,2,6,7,12
79,Guido Carrillo,ar  ARG,FW,Elche,30-137,1991,2.2,58,56,2,0,0,28,0,0,0,0,0,0,26,17,15,3,34,9,0,2,36,2,3,3,4
80,Dani Carvajal,es  ESP,DF,Real Madrid,29-271,1992,2.6,175,151,24,4,0,24,3,3,0,0,0,0,119,31,25,6,138,10,20,0,148,0,4,2,7
81,William Carvalho,pt  POR,MF,Betis,29-185,1992,3.5,255,254,1,1,0,37,1,0,0,0,0,0,201,29,25,35,206,6,0,3,228,0,2,10,5
82,Casemiro,br  BRA,MF,Real Madrid,29-228,1992,6.1,420,412,8,8,2,60,24,3,0,0,0,0,289,50,81,56,341,13,0,2,353,3,7,8,8
83,Kiko Casilla,es  ESP,GK,Elche,35-007,1986,8.0,276,165,111,29,0,12,4,0,0,0,0,0,92,14,170,10,209,1,0,41,169,2,10,5,2
84,Catena,es  ESP,DF,Rayo Vallecano,26-346,1994,8.0,340,321,19,19,0,72,21,1,0,0,0,0,215,33,92,36,271,19,0,1,263,1,7,13,4
85,Franco Cervi,ar  ARG,MF,Celta Vigo,27-136,1994,3.3,98,93,5,0,0,17,2,2,3,1,2,0,67,17,14,77,12,7,2,0,77,1,1,2,6
86,Chapela,es  ESP,MF,Cádiz,22-141,1999,0.2,6,6,0,0,0,2,0,1,0,0,0,0,2,2,2,0,4,2,0,0,3,0,1,0,0
87,Chema,es  ESP,MF,Getafe,29-220,1992,0.5,15,13,2,2,0,7,1,0,0,0,0,0,6,2,7,8,5,1,0,0,9,0,1,0,0
88,Denis Cheryshev,ru  RUS,MF,Valencia,30-287,1990,3.3,81,72,9,4,0,15,3,10,2,1,0,0,43,22,16,58,9,7,3,3,55,0,3,6,1
89,Víctor Chust,es  ESP,DF,Cádiz,21-218,2000,2.1,51,44,7,6,0,5,3,0,0,0,0,0,29,6,16,9,34,6,1,0,39,0,3,0,0
90,Jasper Cillessen,nl  NED,GK,Valencia,32-170,1989,2.0,62,48,14,5,0,4,3,0,0,0,0,0,21,0,41,8,37,0,0,13,41,0,4,0,0
91,Pathé Ciss,sn  SEN,MF,Rayo Vallecano,27-207,1994,4.5,183,180,3,3,1,51,10,0,0,0,0,0,121,29,33,11,149,10,0,3,151,1,4,8,3
92,Carlos Clerc,es  ESP,DF,Levante,29-230,1992,6.5,300,229,71,7,0,25,5,13,2,1,0,0,158,91,51,210,14,11,62,2,237,0,6,11,11
93,Coke,es  ESP,DF,Levante,34-166,1987,0.1,6,3,3,0,0,0,0,0,0,0,0,0,2,4,0,1,1,1,3,0,5,0,0,1,0
94,Santi Comesaña,es  ESP,MF,Rayo Vallecano,25-004,1996,6.9,307,300,7,7,0,72,17,0,0,0,0,0,213,41,53,48,224,23,0,3,267,0,6,9,1
95,Francis Coquelin,fr  FRA,MF,Villarreal,30-149,1991,2.7,147,146,1,0,0,35,5,1,1,0,1,0,123,14,10,27,112,3,0,1,134,1,0,5,1
96,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,26-214,1995,5.4,172,168,4,0,1,31,2,8,0,0,0,0,126,31,15,31,134,5,0,2,126,0,3,10,14
97,Thierry Correia,pt  POR,DF,Valencia,22-214,1999,4.2,181,141,40,0,0,19,5,7,0,0,0,0,82,45,54,9,119,10,40,1,136,0,3,7,6
98,Hélder Costa,pt  POR,MF,Valencia,27-270,1994,0.2,10,8,2,0,0,1,1,1,1,1,0,0,6,1,3,8,1,0,0,1,7,0,0,0,0
99,Jaume Costa,es  ESP,DF,Mallorca,33-205,1988,3.3,151,115,36,4,0,12,3,8,0,0,0,0,78,35,38,88,19,11,32,0,116,0,2,4,6
100,Thibaut Courtois,be  BEL,GK,Real Madrid,29-151,1992,8.0,241,191,50,12,0,12,7,0,0,0,0,0,170,8,63,123,75,0,0,39,199,0,8,1,0
101,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,29-119,1992,2.3,140,131,9,5,0,17,8,8,4,2,1,0,100,20,20,5,134,0,0,1,117,1,4,1,2
102,Cristo,es  ESP,DF,Real Sociedad,21-162,2000,0.2,12,9,3,0,0,0,1,1,0,0,0,0,7,1,4,9,0,0,3,0,11,0,0,0,0
103,Marc Cucurella,es  ESP,"DF,MF",Getafe,23-079,1998,0.3,21,18,3,1,0,2,0,1,2,1,1,0,15,0,6,16,5,0,0,0,15,0,1,0,1
104,Jorge Cuenca,es  ESP,DF,Getafe,21-326,1999,5.0,176,167,9,8,0,25,5,0,0,0,0,0,123,14,39,136,21,11,1,1,137,1,5,2,3
105,Matheus Cunha,br  BRA,"FW,MF",Atlético Madrid,22-135,1999,1.1,26,25,1,1,0,6,1,2,0,0,0,0,16,4,6,6,15,1,0,2,22,0,1,1,1
106,Sergi Darder,es  ESP,MF,Espanyol,27-291,1993,6.8,297,286,11,6,0,45,17,7,1,0,0,0,220,35,42,26,259,9,0,3,258,2,3,4,6
107,Rodrigo De Paul,ar  ARG,MF,Atlético Madrid,27-138,1994,4.0,254,223,31,13,3,40,24,6,16,5,10,1,162,26,66,7,240,1,2,3,196,1,8,9,5
108,Thomas Delaney,dk  DEN,"MF,FW",Sevilla,30-036,1991,1.9,109,109,0,0,0,27,3,2,0,0,0,0,73,13,23,89,11,4,0,1,95,1,2,0,0
109,Yusuf Demir,at  AUT,FW,Barcelona,18-129,2003,1.8,72,63,9,2,0,15,0,1,5,0,0,0,59,8,5,63,5,0,2,1,67,0,2,0,1
110,Memphis Depay,nl  NED,FW,Barcelona,27-238,1994,7.0,324,263,61,18,1,50,16,25,30,15,2,1,227,31,66,28,282,3,2,5,238,2,4,14,13
111,Sergiño Dest,us  USA,DF,Barcelona,20-340,2000,5.8,405,344,61,7,1,38,7,26,0,0,0,0,301,54,50,78,264,6,54,0,352,0,5,7,12
112,Boulaye Dia,sn  SEN,FW,Villarreal,24-327,1996,3.9,79,74,5,0,0,38,1,2,0,0,0,0,63,9,7,8,66,0,0,1,61,2,2,3,1
113,Mouctar Diakhaby,fr  FRA,"DF,MF",Valencia,24-294,1996,1.1,41,41,0,0,0,11,2,0,0,0,0,0,27,7,7,5,30,2,0,1,27,0,2,0,2
114,Víctor Díaz,es  ESP,DF,Granada,33-119,1988,1.7,57,50,7,1,0,8,0,2,0,0,0,0,34,14,9,2,47,3,5,0,45,0,1,1,4
115,Landry Dimata,be  BEL,"FW,MF",Espanyol,24-038,1997,2.6,39,38,1,0,0,17,1,0,0,0,0,0,24,11,4,12,18,2,0,0,28,0,0,0,1
116,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,27-288,1993,7.8,248,155,93,32,0,23,8,0,0,0,0,0,73,7,168,9,190,0,0,36,127,2,12,1,1
117,Matías Dituro,ar  ARG,GK,Celta Vigo,34-154,1987,8.0,269,196,73,20,0,16,16,0,0,0,0,0,119,20,130,12,208,0,0,28,190,0,5,2,2
118,Djené,tg  TOG,DF,Getafe,29-282,1991,7.9,327,314,13,12,0,42,8,2,0,0,0,0,227,30,70,58,234,20,1,1,269,1,3,5,6
119,Marko Dmitrović,rs  SRB,GK,Sevilla,29-258,1992,1.0,30,27,3,1,0,1,0,0,0,0,0,0,26,0,4,18,7,0,0,5,26,0,1,0,0
120,Carlos Dominguez,es  ESP,DF,Celta Vigo,20-281,2001,1.0,64,62,2,2,2,7,3,0,0,0,0,0,48,5,11,51,11,2,0,0,55,0,1,0,0
121,Domingos Duarte,pt  POR,DF,Granada,26-213,1995,6.8,204,182,22,21,0,32,4,0,0,0,0,0,116,25,63,15,166,14,1,1,154,1,4,8,2
122,Óscar Duarte,cr  CRC,DF,Levante,32-128,1989,3.8,190,176,14,10,0,16,8,0,0,0,0,0,154,11,25,35,144,3,0,0,175,0,2,1,1
123,Rubén Duarte,es  ESP,DF,Alavés,25-356,1995,5.4,257,196,61,3,0,34,10,13,2,2,0,0,115,65,77,163,23,13,56,0,184,1,5,12,10
124,Aritz Elustondo,es  ESP,DF,Real Sociedad,27-195,1994,6.9,397,383,14,8,0,31,8,0,0,0,0,0,305,24,68,46,311,21,6,0,352,1,5,1,5
125,Adri Embarba,es  ESP,"MF,FW",Espanyol,29-155,1992,7.2,232,182,50,8,0,36,13,24,38,14,16,0,109,38,85,31,183,6,4,2,128,2,6,14,14
126,Emerson,br  BRA,DF,Barcelona,22-268,1999,1.0,69,55,14,0,0,10,1,2,0,0,0,0,48,16,5,3,51,0,14,1,58,0,0,4,3
127,Youssef En-Nesyri,ma  MAR,FW,Sevilla,24-130,1997,4.9,56,51,5,0,1,14,3,1,0,0,0,0,31,15,10,42,4,4,0,2,44,0,2,3,1
128,Aarón Escandell,es  ESP,GK,Granada,26-012,1995,3.2,125,71,54,17,0,5,5,0,0,0,0,0,30,6,89,12,85,1,0,13,72,0,4,2,0
129,Sergio Escudero,es  ESP,"DF,MF",Granada,32-037,1989,1.1,29,24,5,0,0,6,0,1,1,0,1,0,14,4,11,21,1,1,4,1,19,0,2,1,1
130,Alfonso Espino,uy  URU,DF,Cádiz,29-277,1992,8.0,338,227,111,8,2,51,16,19,0,0,0,0,105,65,168,169,42,17,103,1,190,1,12,17,22
131,Pervis Estupiñán,ec  ECU,DF,Villarreal,23-261,1998,3.5,215,188,27,2,0,39,5,12,0,0,0,0,155,41,19,164,18,6,25,0,177,0,5,7,7
132,Radamel Falcao,co  COL,"FW,MF",Rayo Vallecano,35-241,1986,1.7,38,37,1,0,0,18,0,0,0,0,0,0,25,9,4,7,26,2,1,0,27,0,0,0,2
133,Fali,es  ESP,"DF,MF",Cádiz,28-058,1993,6.1,104,100,4,4,0,13,1,0,0,0,0,0,52,13,39,25,70,7,0,0,77,0,5,2,1
134,Ansu Fati,es  ESP,FW,Barcelona,18-343,2002,0.4,22,19,3,2,0,5,0,1,1,0,0,0,20,2,0,4,18,0,0,0,17,0,0,2,1
135,Aleix Febas,es  ESP,MF,Mallorca,25-249,1996,1.1,43,42,1,1,0,10,4,0,0,0,0,0,32,7,4,8,32,1,0,0,39,0,1,2,1
136,Nabil Fekir,fr  FRA,MF,Betis,28-083,1993,7.6,359,297,62,19,1,72,28,18,39,16,16,0,263,28,68,309,39,2,2,2,282,1,7,10,9
137,Felipe,br  BRA,DF,Atlético Madrid,32-146,1989,2.1,119,118,1,1,0,10,5,0,0,0,0,0,93,7,19,12,93,11,0,0,102,1,2,2,1
138,João Félix,pt  POR,FW,Atlético Madrid,21-333,1999,1.4,45,44,1,0,2,5,2,0,0,0,0,0,35,8,2,2,41,1,1,0,35,0,1,1,2
139,Aitor Fernández,es  ESP,GK,Levante,30-159,1991,5.0,157,93,64,14,0,5,8,0,0,0,0,0,70,9,78,9,120,0,0,20,110,0,6,1,1
140,Álex Fernández,es  ESP,MF,Cádiz,28-359,1992,4.0,132,120,12,3,0,32,11,5,9,2,4,1,75,20,37,30,91,8,0,0,87,0,2,8,10
141,Fernando,br  BRA,MF,Sevilla,34-076,1987,6.2,365,355,10,10,0,43,28,0,0,0,0,0,286,38,41,30,312,15,0,1,335,1,6,9,2
142,Fidel,es  ESP,MF,Elche,31-347,1989,6.6,296,265,31,13,2,61,14,11,17,9,7,1,195,44,57,263,25,6,1,0,222,2,6,18,11
143,José Fontán,es  ESP,DF,Celta Vigo,21-240,2000,1.5,127,125,2,2,0,9,5,0,0,0,0,0,108,7,12,101,23,3,0,0,115,0,2,0,0
144,Juan Foyth,ar  ARG,DF,Villarreal,23-270,1998,5.8,325,268,57,6,0,63,5,5,0,0,0,0,225,56,44,17,243,7,51,1,279,2,4,13,3
145,Enric Franquesa,es  ESP,DF,Levante,24-225,1997,1.6,59,43,16,1,0,10,1,1,1,1,0,0,33,12,14,37,3,3,14,0,46,0,0,0,3
146,Jorge de Frutos,es  ESP,"MF,FW",Levante,24-231,1997,4.0,117,108,9,0,0,28,3,11,2,0,0,1,74,21,22,12,96,4,5,0,80,1,7,7,7
147,Javi Galán,es  ESP,DF,Celta Vigo,26-324,1994,8.0,442,355,87,11,0,48,14,20,3,1,2,0,268,94,80,337,17,11,73,0,348,0,7,15,15
148,Iñigo Ruiz de Galarreta,es  ESP,MF,Mallorca,28-064,1993,3.5,192,184,8,7,0,24,4,0,1,1,0,0,140,21,31,24,157,9,0,0,163,1,1,4,4
149,Thiago Galhardo,br  BRA,"MF,FW",Celta Vigo,32-081,1989,1.3,29,28,1,0,1,8,0,1,0,0,0,0,11,7,11,4,14,5,1,2,17,0,0,1,2
150,Álvaro García,es  ESP,"FW,MF",Rayo Vallecano,28-347,1992,7.0,170,169,1,0,0,36,10,28,0,0,0,0,85,30,55,108,47,9,1,2,94,1,3,7,9
151,Dani García,es  ESP,MF,Athletic Club,31-138,1990,6.6,259,258,1,1,0,30,7,0,0,0,0,0,153,36,70,44,178,24,0,1,191,0,6,2,7
152,David García,es  ESP,DF,Osasuna,27-237,1994,8.0,338,332,6,6,0,57,11,0,0,0,0,0,204,44,90,125,147,39,0,0,274,0,5,9,2
153,Eric García,es  ESP,DF,Barcelona,20-273,2001,3.9,314,304,10,7,0,23,16,0,0,0,0,0,287,9,18,43,263,3,3,1,297,0,3,7,0
