,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
15,Emmanuel Amankwaa Akurugu,gh  GHA,DF,Getafe,19-323,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
16,Amath,sn  SEN,"FW,MF",Mallorca,25-085,1996,3.5,12,7,4,6,2,2,3,66.7,1,78,19,24.4,23,33,22,5,0,0,5,2,14,1,0
17,Florin Andone,ro  ROU,"FW,MF",Cádiz,28-181,1993,1.0,0,0,0,0,0,0,0,,0,18,4,22.2,1,9,8,2,0,0,2,0,0,1,0
18,José Ángel,es  ESP,DF,Osasuna,32-034,1989,1.2,2,2,0,2,0,0,0,,0,15,4,26.7,2,13,0,1,0,0,1,4,6,3,0
19,Josep Antoni Gayá,es  ESP,DF,Mallorca,21-094,2000,0.6,0,0,0,0,0,0,0,,0,6,0,0.0,5,1,0,1,0,0,1,3,3,1,1
20,Mauro Arambarri,uy  URU,MF,Getafe,26-009,1995,4.2,10,6,1,6,3,5,12,41.7,7,85,24,28.2,19,47,19,2,0,0,2,10,20,1,0
21,Néstor Araujo,mx  MEX,DF,Celta Vigo,30-041,1991,6.9,4,3,4,0,0,0,1,0.0,1,58,21,36.2,27,28,3,11,5,0,6,13,17,42,0
22,Ronald Araújo,uy  URU,DF,Barcelona,22-216,1999,4.9,5,3,4,1,0,2,4,50.0,2,38,10,26.3,18,19,1,10,3,1,7,8,13,25,1
23,Jesús Areso,es  ESP,DF,Osasuna,22-099,1999,0.9,3,3,0,3,0,0,1,0.0,1,9,7,77.8,4,5,0,0,0,0,0,0,3,0,0
24,Santiago Arias,co  COL,DF,Granada,29-269,1992,2.0,4,2,2,2,0,1,4,25.0,3,29,8,27.6,18,7,4,3,0,0,3,2,6,4,0
25,Santiago Arzamendia,py  PAR,MF,Cádiz,23-157,1998,1.5,5,3,3,1,1,2,7,28.6,5,41,9,22.0,14,15,12,5,0,0,5,0,5,7,0
26,Sergio Asenjo,es  ESP,GK,Villarreal,32-103,1989,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
27,Marco Asensio,es  ESP,"MF,FW",Real Madrid,25-261,1996,2.5,1,1,1,0,0,0,6,0.0,6,43,9,20.9,5,20,18,2,0,0,2,3,4,1,0
28,Iago Aspas,es  ESP,FW,Celta Vigo,34-069,1987,7.8,2,0,1,0,1,1,2,50.0,1,74,16,21.6,8,25,41,9,2,1,7,8,10,1,0
29,Ezequiel Ávila,ar  ARG,FW,Osasuna,27-245,1994,2.4,0,0,0,0,0,0,2,0.0,2,30,13,43.3,0,13,17,4,1,0,3,1,1,2,0
30,Iddrisu Baba,gh  GHA,MF,Mallorca,25-260,1996,7.1,28,18,11,16,1,6,14,42.9,8,127,48,37.8,50,72,5,14,2,0,12,11,39,16,0
31,Carlos Bacca,co  COL,FW,Granada,35-031,1986,3.6,4,2,2,1,1,1,3,33.3,2,35,8,22.9,5,19,11,2,1,0,1,2,6,3,0
32,Miguel Baeza,es  ESP,DF,Celta Vigo,21-196,2000,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
33,Alejandro Balde,es  ESP,DF,Barcelona,17-356,2003,0.5,2,2,1,1,0,0,0,,0,5,3,60.0,3,1,1,1,1,0,0,0,2,0,0
34,Gareth Bale,wls  WAL,FW,Real Madrid,32-085,1989,2.1,0,0,0,0,0,0,4,0.0,4,23,7,30.4,4,12,7,2,0,0,2,5,5,1,0
35,Mikel Balenziaga,es  ESP,DF,Athletic Club,33-222,1988,6.6,14,10,7,5,2,7,11,63.6,4,59,23,39.0,26,25,8,14,1,0,13,12,26,28,0
36,Iván Balliu,al  ALB,DF,Rayo Vallecano,29-281,1992,8.0,4,0,1,0,3,2,5,40.0,3,60,16,26.7,27,20,13,9,2,0,7,17,21,13,0
37,Barbero,es  ESP,"FW,MF",Osasuna,23-053,1998,0.1,1,1,1,0,0,0,0,,0,5,1,20.0,1,3,1,0,0,0,0,0,1,0,0
38,Enis Bardhi,mk  MKD,"MF,FW",Levante,26-099,1995,1.2,5,4,2,3,0,1,3,33.3,2,21,1,4.8,5,11,5,2,0,0,2,3,8,0,0
39,Keidi Bare,al  ALB,MF,Espanyol,24-042,1997,4.2,6,6,2,3,1,2,8,25.0,6,70,20,28.6,30,33,7,10,5,0,5,8,14,5,0
40,Kike Barja,es  ESP,MF,Osasuna,24-191,1997,1.4,1,0,1,0,0,1,6,16.7,5,22,8,36.4,4,12,6,2,0,0,2,3,4,0,0
41,Antonio Barragán,es  ESP,DF,Elche,34-119,1987,2.1,5,0,5,0,0,1,1,100.0,0,20,5,25.0,12,8,0,5,1,0,4,7,12,8,0
42,Ander Barrenetxea,es  ESP,"MF,FW",Real Sociedad,19-286,2001,2.7,8,5,6,2,0,3,7,42.9,4,58,15,25.9,13,25,20,4,0,0,4,2,10,0,0
43,Marc Bartra,es  ESP,DF,Betis,30-267,1991,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
44,Álvaro Bastida,es  ESP,MF,Cádiz,17-150,2004,1.5,3,1,0,3,0,0,1,0.0,1,29,5,17.2,7,21,1,0,0,0,0,3,6,0,0
45,Rodrigo Battaglia,ar  ARG,MF,Mallorca,30-089,1991,1.7,5,3,2,3,0,2,6,33.3,4,20,6,30.0,9,10,1,4,2,0,2,3,8,5,0
46,Jon Bautista,es  ESP,"FW,MF",Real Sociedad,26-098,1995,0.5,3,0,0,2,1,0,1,0.0,1,16,2,12.5,0,6,10,1,0,0,1,1,4,1,0
47,Bebé,pt  POR,"FW,MF",Rayo Vallecano,31-089,1990,1.4,1,0,1,0,0,0,0,,0,19,3,15.8,6,5,8,5,0,0,5,1,2,1,0
48,Héctor Bellerín,es  ESP,DF,Betis,26-204,1995,4.0,4,3,1,2,1,3,6,50.0,3,36,10,27.8,13,17,6,4,0,0,4,3,7,11,1
49,Fran Beltrán,es  ESP,MF,Celta Vigo,22-248,1999,3.7,10,8,4,4,2,4,8,50.0,4,65,28,43.1,18,37,10,4,0,0,4,4,14,5,0
50,Darío Benedetto,ar  ARG,FW,Elche,31-145,1990,4.5,3,1,1,2,0,0,2,0.0,2,54,13,24.1,3,37,14,4,0,0,4,2,5,2,0
51,Pedro Benito,es  ESP,FW,Cádiz,21-196,2000,0.3,0,0,0,0,0,0,1,0.0,1,15,2,13.3,0,10,5,0,0,0,0,0,0,0,0
52,Karim Benzema,fr  FRA,FW,Real Madrid,33-294,1987,7.9,4,1,1,2,1,0,4,0.0,4,78,20,25.6,8,20,50,6,0,0,6,2,6,1,0
53,Álex Berenguer,es  ESP,MF,Athletic Club,26-097,1995,6.6,15,11,5,4,6,6,20,30.0,14,179,47,26.3,43,79,57,19,1,0,18,5,20,2,0
54,Pedro Bigas,es  ESP,DF,Elche,31-024,1990,2.6,4,3,4,0,0,1,1,100.0,0,18,9,50.0,13,5,0,4,2,0,2,5,9,18,0
55,Blanco,es  ESP,MF,Real Madrid,21-078,2000,0.3,0,0,0,0,0,0,1,0.0,1,9,2,22.2,6,3,0,1,1,0,0,2,2,1,1
56,Yassine Bounou,ma  MAR,GK,Sevilla,30-187,1991,6.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
57,Lucas Boyé,ar  ARG,FW,Elche,25-223,1996,3.3,1,0,0,0,1,0,1,0.0,1,58,14,24.1,5,38,15,4,2,0,2,3,4,1,0
58,Martin Braithwaite,dk  DEN,FW,Barcelona,30-126,1991,2.5,1,1,0,0,1,0,0,,0,26,12,46.2,3,9,14,3,0,0,3,0,1,4,0
59,Darko Brašanac,rs  SRB,"MF,FW",Osasuna,29-239,1992,7.9,8,4,2,5,1,1,9,11.1,8,125,36,28.8,21,49,55,5,2,0,3,10,18,10,0
60,Claudio Bravo,cl  CHI,GK,Betis,38-179,1983,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
61,Yan Brice Eteki,cm  CMR,MF,Granada,24-044,1997,0.7,0,0,0,0,0,0,1,0.0,1,13,4,30.8,2,8,3,0,0,0,0,0,0,2,0
62,Ante Budimir,hr  CRO,FW,Osasuna,30-079,1991,1.0,2,1,0,1,1,0,0,,0,19,4,21.1,1,5,13,4,1,0,3,0,2,0,0
63,Sergio Busquets,es  ESP,MF,Barcelona,33-085,1988,6.7,20,16,8,9,3,10,16,62.5,6,103,42,40.8,41,52,10,11,0,0,11,7,27,13,0
64,Erick Cabaco,uy  URU,DF,Getafe,26-173,1995,0.8,0,0,0,0,0,0,1,0.0,1,6,3,50.0,4,2,0,1,0,0,1,0,0,0,0
65,Leandro Cabrera,uy  URU,DF,Espanyol,30-114,1991,8.0,5,2,3,2,0,2,7,28.6,5,56,10,17.9,37,18,1,11,5,0,6,7,12,52,2
66,Cala,es  ESP,DF,Cádiz,31-317,1989,2.5,5,3,3,2,0,2,2,100.0,0,26,8,30.8,16,6,4,5,4,0,1,8,13,8,0
67,Calderón,es  ESP,DF,Betis,21-275,2000,0.7,1,1,1,0,0,0,2,0.0,2,2,0,0.0,1,0,1,2,0,0,2,1,2,1,0
68,Fernando Calero,es  ESP,DF,Espanyol,26-025,1995,0.5,2,1,1,1,0,1,1,100.0,0,9,4,44.4,6,3,0,0,0,0,0,1,3,3,0
69,Víctor Camarasa,es  ESP,"MF,FW",Betis,27-134,1994,1.0,1,1,1,0,0,0,1,0.0,1,17,4,23.5,6,9,2,3,1,0,2,3,4,1,0
70,Eduardo Camavinga,fr  FRA,MF,Real Madrid,18-333,2002,2.2,6,4,3,2,1,2,7,28.6,5,69,15,21.7,21,36,12,7,0,0,7,2,8,2,0
71,José Campaña,es  ESP,MF,Levante,28-131,1993,3.4,5,4,2,3,0,1,3,33.3,2,45,14,31.1,15,23,7,3,1,0,2,4,9,0,0
72,Sergio Canales,es  ESP,"FW,MF",Betis,30-235,1991,5.4,7,6,3,2,2,3,7,42.9,4,58,16,27.6,11,24,23,5,0,0,5,3,10,4,0
73,Álex Cantero,es  ESP,"FW,MF",Levante,21-123,2000,2.2,2,2,1,0,1,0,0,,0,45,12,26.7,5,19,21,0,0,0,0,0,2,0,0
74,Étienne Capoue,fr  FRA,MF,Villarreal,33-090,1988,6.7,17,13,8,8,1,5,12,41.7,7,98,31,31.6,36,51,11,6,2,0,4,11,28,18,0
75,Isaac Carcelen,es  ESP,"DF,MF",Cádiz,28-169,1993,5.5,19,8,14,4,1,9,17,52.9,8,112,29,25.9,60,43,9,17,0,0,17,12,31,23,0
76,Cárdenas,es  ESP,GK,Levante,24-195,1997,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
77,Diego Carlos,br  BRA,DF,Sevilla,28-208,1993,7.0,15,14,10,5,0,2,3,66.7,1,54,24,44.4,29,21,4,9,5,0,4,9,24,34,0
78,Yannick Carrasco,be  BEL,"DF,FW",Atlético Madrid,28-035,1993,6.7,5,2,1,2,2,3,8,37.5,5,79,22,27.8,14,30,35,4,1,0,3,6,11,5,0
79,Guido Carrillo,ar  ARG,FW,Elche,30-137,1991,2.2,1,1,1,0,0,1,3,33.3,2,44,9,20.5,5,29,10,0,0,0,0,3,4,4,0
80,Dani Carvajal,es  ESP,DF,Real Madrid,29-271,1992,2.6,4,3,0,2,2,1,4,25.0,3,34,11,32.4,12,10,12,7,4,0,3,6,10,8,0
81,William Carvalho,pt  POR,MF,Betis,29-185,1992,3.5,14,11,7,7,0,5,9,55.6,4,61,22,36.1,21,35,5,5,0,0,5,5,19,3,0
82,Casemiro,br  BRA,MF,Real Madrid,29-228,1992,6.1,21,15,10,9,2,7,15,46.7,8,108,39,36.1,39,54,15,8,2,0,6,10,31,10,0
83,Kiko Casilla,es  ESP,GK,Elche,35-007,1986,8.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,1,0,0,1,0,0,1,1
84,Catena,es  ESP,DF,Rayo Vallecano,26-346,1994,8.0,13,9,9,4,0,6,7,85.7,1,45,19,42.2,33,12,0,11,5,0,6,13,26,49,0
85,Franco Cervi,ar  ARG,MF,Celta Vigo,27-136,1994,3.3,10,7,6,3,1,3,8,37.5,5,60,19,31.7,18,28,14,7,0,0,7,4,14,0,0
86,Chapela,es  ESP,MF,Cádiz,22-141,1999,0.2,0,0,0,0,0,0,1,0.0,1,9,1,11.1,2,2,5,1,0,0,1,0,0,0,0
87,Chema,es  ESP,MF,Getafe,29-220,1992,0.5,0,0,0,0,0,0,1,0.0,1,13,1,7.7,6,6,1,0,0,0,0,0,0,0,0
88,Denis Cheryshev,ru  RUS,MF,Valencia,30-287,1990,3.3,4,2,2,1,1,3,8,37.5,5,40,7,17.5,8,24,8,7,1,0,6,6,10,7,0
89,Víctor Chust,es  ESP,DF,Cádiz,21-218,2000,2.1,2,1,1,0,1,0,1,0.0,1,13,2,15.4,12,0,1,3,2,0,1,3,5,19,0
90,Jasper Cillessen,nl  NED,GK,Valencia,32-170,1989,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
91,Pathé Ciss,sn  SEN,MF,Rayo Vallecano,27-207,1994,4.5,9,6,5,4,0,4,11,36.4,7,67,21,31.3,34,30,3,12,5,0,7,11,20,13,0
92,Carlos Clerc,es  ESP,DF,Levante,29-230,1992,6.5,13,8,8,3,2,4,13,30.8,9,88,26,29.5,44,35,9,12,1,0,11,13,26,17,0
93,Coke,es  ESP,DF,Levante,34-166,1987,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
94,Santi Comesaña,es  ESP,MF,Rayo Vallecano,25-004,1996,6.9,21,17,15,4,2,7,17,41.2,10,180,58,32.2,72,80,28,18,4,0,14,14,35,13,1
95,Francis Coquelin,fr  FRA,MF,Villarreal,30-149,1991,2.7,11,7,3,7,1,4,6,66.7,2,55,23,41.8,24,19,12,6,4,0,2,4,15,4,0
96,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,26-214,1995,5.4,3,2,0,2,1,1,1,100.0,0,89,27,30.3,9,31,49,3,0,0,3,2,5,0,0
97,Thierry Correia,pt  POR,DF,Valencia,22-214,1999,4.2,12,5,10,2,0,3,8,37.5,5,74,17,23.0,41,25,8,7,2,0,5,10,22,17,0
98,Hélder Costa,pt  POR,MF,Valencia,27-270,1994,0.2,0,0,0,0,0,0,1,0.0,1,5,1,20.0,2,2,1,0,0,0,0,1,1,0,0
99,Jaume Costa,es  ESP,DF,Mallorca,33-205,1988,3.3,4,3,3,0,1,3,4,75.0,1,27,9,33.3,12,10,5,3,0,0,3,3,7,9,0
100,Thibaut Courtois,be  BEL,GK,Real Madrid,29-151,1992,8.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
101,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,29-119,1992,2.3,2,2,1,0,1,0,1,0.0,1,23,7,30.4,5,9,9,3,0,0,3,1,3,0,0
102,Cristo,es  ESP,DF,Real Sociedad,21-162,2000,0.2,0,0,0,0,0,0,1,0.0,1,4,0,0.0,0,3,1,0,0,0,0,0,0,0,0
103,Marc Cucurella,es  ESP,"DF,MF",Getafe,23-079,1998,0.3,1,1,1,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,2,3,0,0
104,Jorge Cuenca,es  ESP,DF,Getafe,21-326,1999,5.0,14,8,11,2,1,6,12,50.0,6,53,21,39.6,30,21,2,3,1,0,2,9,23,28,1
105,Matheus Cunha,br  BRA,"FW,MF",Atlético Madrid,22-135,1999,1.1,3,3,0,2,1,0,1,0.0,1,20,6,30.0,2,11,7,1,0,0,1,0,3,2,0
106,Sergi Darder,es  ESP,MF,Espanyol,27-291,1993,6.8,6,2,2,2,2,3,8,37.5,5,105,22,21.0,37,51,17,7,1,0,6,7,13,8,1
107,Rodrigo De Paul,ar  ARG,MF,Atlético Madrid,27-138,1994,4.0,8,6,2,4,2,3,9,33.3,6,81,20,24.7,22,49,10,8,1,0,7,4,12,5,0
108,Thomas Delaney,dk  DEN,"MF,FW",Sevilla,30-036,1991,1.9,3,2,2,0,1,1,3,33.3,2,28,10,35.7,11,15,2,2,1,0,1,3,6,6,0
109,Yusuf Demir,at  AUT,FW,Barcelona,18-129,2003,1.8,2,1,2,0,0,0,3,0.0,3,29,14,48.3,12,10,7,4,0,0,4,1,3,1,0
110,Memphis Depay,nl  NED,FW,Barcelona,27-238,1994,7.0,5,3,1,0,4,0,3,0.0,3,70,28,40.0,6,22,42,5,1,0,4,0,5,1,0
111,Sergiño Dest,us  USA,DF,Barcelona,20-340,2000,5.8,12,10,7,4,1,8,11,72.7,3,76,31,40.8,30,28,18,11,1,0,10,5,17,7,0
112,Boulaye Dia,sn  SEN,FW,Villarreal,24-327,1996,3.9,1,1,1,0,0,0,2,0.0,2,54,15,27.8,10,19,25,4,1,0,3,1,2,2,0
113,Mouctar Diakhaby,fr  FRA,"DF,MF",Valencia,24-294,1996,1.1,3,1,0,2,1,1,1,100.0,0,19,9,47.4,6,12,1,3,2,0,1,2,5,7,0
114,Víctor Díaz,es  ESP,DF,Granada,33-119,1988,1.7,3,1,2,0,1,1,2,50.0,1,22,9,40.9,14,6,2,6,4,0,2,3,6,6,0
115,Landry Dimata,be  BEL,"FW,MF",Espanyol,24-038,1997,2.6,1,0,1,0,0,0,1,0.0,1,35,6,17.1,2,20,13,1,0,0,1,1,2,4,0
116,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,27-288,1993,7.8,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
117,Matías Dituro,ar  ARG,GK,Celta Vigo,34-154,1987,8.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
118,Djené,tg  TOG,DF,Getafe,29-282,1991,7.9,13,9,6,7,0,3,5,60.0,2,67,25,37.3,28,39,0,5,1,0,4,25,38,32,2
119,Marko Dmitrović,rs  SRB,GK,Sevilla,29-258,1992,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
120,Carlos Dominguez,es  ESP,DF,Celta Vigo,20-281,2001,1.0,2,1,2,0,0,0,1,0.0,1,15,5,33.3,10,5,0,2,1,0,1,0,2,5,0
121,Domingos Duarte,pt  POR,DF,Granada,26-213,1995,6.8,4,2,2,2,0,1,4,25.0,3,49,14,28.6,28,19,2,16,10,1,6,6,10,47,1
122,Óscar Duarte,cr  CRC,DF,Levante,32-128,1989,3.8,3,3,1,2,0,0,0,,0,28,11,39.3,15,12,1,5,2,0,3,4,7,16,0
123,Rubén Duarte,es  ESP,DF,Alavés,25-356,1995,5.4,13,8,7,5,1,6,15,40.0,9,70,21,30.0,44,20,6,14,1,0,13,20,33,24,0
124,Aritz Elustondo,es  ESP,DF,Real Sociedad,27-195,1994,6.9,6,4,6,0,0,1,1,100.0,0,46,17,37.0,25,15,6,7,3,0,4,13,19,33,0
125,Adri Embarba,es  ESP,"MF,FW",Espanyol,29-155,1992,7.2,13,8,4,3,6,8,20,40.0,12,106,28,26.4,27,48,31,15,2,0,13,4,17,8,0
126,Emerson,br  BRA,DF,Barcelona,22-268,1999,1.0,4,3,2,2,0,2,4,50.0,2,26,6,23.1,11,11,4,1,0,0,1,2,6,1,0
127,Youssef En-Nesyri,ma  MAR,FW,Sevilla,24-130,1997,4.9,1,1,0,1,0,0,5,0.0,5,53,8,15.1,1,23,29,3,3,0,0,1,2,10,0
128,Aarón Escandell,es  ESP,GK,Granada,26-012,1995,3.2,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,1,0
129,Sergio Escudero,es  ESP,"DF,MF",Granada,32-037,1989,1.1,3,2,1,2,0,2,6,33.3,4,19,8,42.1,11,5,3,3,0,0,3,2,5,2,0
130,Alfonso Espino,uy  URU,DF,Cádiz,29-277,1992,8.0,22,15,14,6,2,9,25,36.0,16,206,49,23.8,122,64,20,22,3,0,19,21,43,29,0
131,Pervis Estupiñán,ec  ECU,DF,Villarreal,23-261,1998,3.5,10,6,8,2,0,5,10,50.0,5,51,20,39.2,22,23,6,10,1,0,9,8,18,4,0
132,Radamel Falcao,co  COL,"FW,MF",Rayo Vallecano,35-241,1986,1.7,1,1,0,1,0,0,0,,0,32,10,31.3,3,21,8,2,0,0,2,0,1,0,0
133,Fali,es  ESP,"DF,MF",Cádiz,28-058,1993,6.1,10,6,8,2,0,7,9,77.8,2,84,24,28.6,52,31,1,14,5,0,9,11,21,31,0
134,Ansu Fati,es  ESP,FW,Barcelona,18-343,2002,0.4,0,0,0,0,0,0,0,,0,7,4,57.1,0,4,3,0,0,0,0,0,0,0,0
135,Aleix Febas,es  ESP,MF,Mallorca,25-249,1996,1.1,2,2,0,2,0,0,1,0.0,1,22,7,31.8,7,14,1,1,0,0,1,0,2,0,0
136,Nabil Fekir,fr  FRA,MF,Betis,28-083,1993,7.6,10,8,2,5,3,1,4,25.0,3,152,38,25.0,21,72,59,5,0,0,5,4,14,1,0
137,Felipe,br  BRA,DF,Atlético Madrid,32-146,1989,2.1,1,1,0,1,0,0,1,0.0,1,12,4,33.3,8,4,0,1,0,0,1,3,4,8,1
138,João Félix,pt  POR,FW,Atlético Madrid,21-333,1999,1.4,0,0,0,0,0,0,0,,0,6,0,0.0,0,3,3,1,1,0,0,2,2,1,0
139,Aitor Fernández,es  ESP,GK,Levante,30-159,1991,5.0,1,1,0,1,0,1,1,100.0,0,2,0,0.0,2,0,0,0,0,0,0,0,1,0,1
140,Álex Fernández,es  ESP,MF,Cádiz,28-359,1992,4.0,12,7,7,3,2,6,15,40.0,9,125,19,15.2,46,70,9,7,0,0,7,5,17,7,0
141,Fernando,br  BRA,MF,Sevilla,34-076,1987,6.2,12,9,7,5,0,5,13,38.5,8,71,25,35.2,35,33,3,15,5,0,10,14,26,17,0
142,Fidel,es  ESP,MF,Elche,31-347,1989,6.6,8,8,0,5,3,3,9,33.3,6,96,31,32.3,34,43,19,5,0,0,5,8,16,5,0
143,José Fontán,es  ESP,DF,Celta Vigo,21-240,2000,1.5,3,1,2,1,0,0,1,0.0,1,14,5,35.7,7,7,0,0,0,0,0,2,5,7,0
144,Juan Foyth,ar  ARG,DF,Villarreal,23-270,1998,5.8,16,12,9,4,3,8,14,57.1,6,83,31,37.3,45,25,13,9,2,0,7,10,26,21,0
145,Enric Franquesa,es  ESP,DF,Levante,24-225,1997,1.6,1,0,1,0,0,0,1,0.0,1,23,5,21.7,13,6,4,5,0,0,5,4,5,3,0
146,Jorge de Frutos,es  ESP,"MF,FW",Levante,24-231,1997,4.0,10,9,6,2,2,2,19,10.5,17,98,21,21.4,42,39,17,2,0,0,2,9,19,4,0
147,Javi Galán,es  ESP,DF,Celta Vigo,26-324,1994,8.0,32,20,18,11,3,9,21,42.9,12,137,53,38.7,62,50,25,14,1,0,13,15,47,11,0
148,Iñigo Ruiz de Galarreta,es  ESP,MF,Mallorca,28-064,1993,3.5,8,6,3,5,0,4,9,44.4,5,49,18,36.7,18,26,5,6,0,0,6,6,14,6,0
149,Thiago Galhardo,br  BRA,"MF,FW",Celta Vigo,32-081,1989,1.3,0,0,0,0,0,0,1,0.0,1,18,7,38.9,3,4,11,0,0,0,0,1,1,1,0
150,Álvaro García,es  ESP,"FW,MF",Rayo Vallecano,28-347,1992,7.0,10,6,2,6,2,0,2,0.0,2,87,20,23.0,23,29,35,14,1,0,13,16,26,2,0
151,Dani García,es  ESP,MF,Athletic Club,31-138,1990,6.6,15,10,7,8,0,6,12,50.0,6,100,33,33.0,34,52,14,6,1,0,5,7,22,13,0
152,David García,es  ESP,DF,Osasuna,27-237,1994,8.0,8,6,2,6,0,1,3,33.3,2,65,18,27.7,33,30,2,7,5,0,2,17,25,54,0
153,Eric García,es  ESP,DF,Barcelona,20-273,2001,3.9,4,2,2,2,0,1,2,50.0,1,36,10,27.8,18,18,0,10,4,0,6,11,15,12,0
154,Francisco Garcia,es  ESP,DF,Rayo Vallecano,22-056,1999,8.0,13,7,10,3,0,8,8,100.0,0,123,38,30.9,59,58,6,19,1,0,18,24,37,23,0
