,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance
457,Andros Townsend,eng  ENG,MF,Crystal Palace,25,1991,28.0,4,0,0,19,35,3,236,44,64,1,0,0
458,Adama Traoré,es  ESP,"MF,FW",Middlesbrough,20,1996,17.1,1,0,0,20,42,1,79,7,26,0,0,0
459,Kieran Trippier,eng  ENG,"DF,MF",Tottenham,25,1990,6.3,1,0,0,8,6,1,29,7,14,0,0,0
460,Axel Tuanzebe,eng  ENG,"MF,DF",Manchester Utd,18,1997,3.4,0,0,0,6,4,0,0,7,4,0,0,0
461,Josh Tymon,eng  ENG,"MF,DF",Hull City,17,1999,3.6,1,0,0,4,2,0,7,6,6,0,0,0
462,Leonardo Ulloa,ar  ARG,FW,Leicester City,30,1986,5.0,0,0,0,20,5,4,1,2,8,0,0,0
463,Víctor Valdés,es  ESP,GK,Middlesbrough,34,1982,28.0,1,0,0,0,4,0,0,3,1,0,0,0
464,Antonio Valencia,ec  ECU,DF,Manchester Utd,30,1985,27.6,5,0,0,33,17,7,142,43,44,0,0,0
465,Jamie Vardy,eng  ENG,FW,Leicester City,29,1987,31.1,2,1,0,26,27,25,49,10,14,1,0,0
466,Jan Vertonghen,be  BEL,DF,Tottenham,29,1987,32.2,5,0,0,21,21,0,9,44,37,0,0,0
467,Sam Vokes,wls  WAL,FW,Burnley,26,1989,22.9,0,0,0,24,29,23,7,5,8,1,0,0
468,Michel Vorm,nl  NED,GK,Tottenham,32,1983,4.6,0,0,0,0,1,0,0,0,1,0,0,0
469,Matěj Vydra,cz  CZE,"FW,MF",Watford,24,1992,0.0,0,0,0,0,0,0,0,0,0,0,0,0
470,Theo Walcott,eng  ENG,MF,Arsenal,27,1989,21.3,1,0,0,15,29,17,50,13,27,1,0,0
471,Kyle Walker,eng  ENG,"DF,MF",Tottenham,26,1990,30.0,8,0,0,36,33,3,96,38,53,0,0,0
472,Jonathan Walters,ie  IRL,"FW,MF",Stoke City,32,1983,14.5,1,0,0,13,23,12,37,7,7,1,0,0
473,Victor Wanyama,ke  KEN,MF,Tottenham,25,1991,33.5,10,0,0,64,37,0,15,39,64,0,0,0
474,Joel Ward,eng  ENG,DF,Crystal Palace,26,1989,38.0,7,0,0,36,53,0,79,64,67,0,0,0
475,Stephen Ward,ie  IRL,DF,Burnley,30,1985,35.9,5,0,0,34,56,0,115,75,49,0,0,0
476,James Ward-Prowse,eng  ENG,MF,Southampton,21,1994,20.9,4,0,0,27,18,1,144,19,21,0,0,0
477,Marcin Wasilewski,pl  POL,DF,Leicester City,36,1980,1.0,0,0,0,0,0,0,0,2,1,0,0,0
478,Duncan Watmore,eng  ENG,"MF,FW",Sunderland,22,1994,11.4,1,0,0,10,22,4,22,9,11,1,0,0
479,Ben Watson,eng  ENG,MF,Watford,31,1985,0.6,0,1,0,2,0,0,0,4,1,0,0,0
480,Danny Welbeck,eng  ENG,"FW,MF",Arsenal,25,1990,8.3,0,0,0,7,9,2,2,6,5,0,0,0
481,Ashley Westwood,eng  ENG,MF,Burnley,26,1990,6.1,3,0,0,8,1,0,2,5,6,0,0,0
482,Glenn Whelan,ie  IRL,MF,Stoke City,32,1984,25.3,5,0,0,18,21,0,24,41,31,0,0,1
483,Connor Wickham,eng  ENG,"FW,MF",Crystal Palace,23,1993,4.6,1,0,0,12,5,1,6,2,2,0,0,0
484,Georginio Wijnaldum,nl  NED,MF,Liverpool,25,1990,33.0,2,0,0,21,31,3,14,25,36,0,0,0
485,Ashley Williams,wls  WAL,DF,Everton,31,1984,35.1,7,1,0,37,14,3,2,57,43,1,1,0
486,Willian,br  BRA,"FW,MF",Chelsea,27,1988,17.0,3,0,0,12,23,2,106,7,12,0,0,0
487,Callum Wilson,eng  ENG,FW,Bournemouth,24,1992,15.8,0,0,0,29,26,18,10,5,6,2,0,0
488,Marc Wilson,ie  IRL,DF,West Brom,28,1987,2.8,3,0,0,5,2,0,6,5,3,0,0,0
489,Kevin Wimmer,at  AUT,DF,Tottenham,23,1992,4.0,3,0,0,4,1,0,1,5,2,0,0,1
490,Harry Winks,eng  ENG,MF,Tottenham,20,1996,5.5,1,0,0,10,10,0,7,6,8,0,0,0
491,Philipp Wollscheid,de  GER,DF,Stoke City,27,1989,2.0,1,0,0,1,2,1,0,4,3,0,0,0
492,Ben Woodburn,wls  WAL,FW,Liverpool,16,1999,1.0,0,0,0,2,1,0,5,0,3,0,0,0
493,Matt Worthington,eng  ENG,"DF,MF",Bournemouth,18,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0
494,Granit Xhaka,ch  SUI,MF,Arsenal,23,1992,27.6,5,2,0,37,19,1,26,44,55,0,2,0
495,Claudio Yacob,ar  ARG,MF,West Brom,29,1987,26.9,9,0,0,39,34,0,3,60,65,0,0,0
496,Maya Yoshida,jp  JPN,DF,Southampton,27,1988,23.0,2,0,0,18,20,1,9,48,21,2,1,0
497,Ashley Young,eng  ENG,"DF,MF",Manchester Utd,31,1985,8.4,2,0,0,9,15,1,38,15,16,0,0,0
498,Pablo Zabaleta,ar  ARG,"DF,MF",Manchester City,31,1985,11.5,2,0,0,14,15,5,15,27,28,0,0,0
499,Wilfried Zaha,ci  CIV,"MF,FW",Crystal Palace,23,1992,33.5,8,0,0,56,120,6,106,34,56,1,0,0
500,Mauro Zárate,ar  ARG,"FW,MF",Watford,29,1987,2.3,0,0,0,1,7,0,5,0,1,1,0,0
501,Simone Zaza,it  ITA,FW,West Ham,25,1991,5.1,2,0,0,11,6,6,4,3,4,0,0,0
502,Ron-Robert Zieler,de  GER,GK,Leicester City,27,1989,8.4,0,0,0,0,0,0,0,0,0,0,0,0
503,Kurt Zouma,fr  FRA,DF,Chelsea,21,1994,2.8,0,0,0,2,2,0,2,5,6,0,0,0
504,Juan Zúñiga,co  COL,"DF,MF",Watford,30,1985,9.2,1,0,0,5,22,0,11,19,16,1,0,0
