,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
26,Aymen Barkok,ma  MAR,"FW,MF",Eint Frankfurt,22-304,1998,9.3,520,8,54,243,266,26,468,13,30,43.3,16,0,338,1926,1080,55,19,4,24,24,433,330,76.2,46
27,Leandro Barreiro Martins,lu  LUX,MF,Mainz 05,21-077,2000,17.3,713,54,196,361,178,38,704,6,11,54.5,7,0,316,1163,539,27,9,5,15,12,407,315,77.4,31
28,Jacob Barrett Laursen,dk  DEN,DF,Arminia,26-124,1994,11.7,674,53,252,345,110,5,568,11,11,100.0,11,0,340,1445,737,23,7,2,4,8,385,338,87.8,6
29,Oliver Baumann,de  GER,GK,Hoffenheim,30-292,1990,24.0,1048,808,1036,16,0,0,803,0,0,,0,0,564,2169,1077,0,0,0,0,0,528,524,99.2,0
30,Julian Baumgartlinger,at  AUT,MF,Leverkusen,33-078,1988,11.9,781,20,165,506,138,10,764,7,7,100.0,7,0,498,1685,610,23,4,0,5,8,567,520,91.7,13
31,Christoph Baumgartner,at  AUT,"MF,FW",Hoffenheim,21-232,1999,20.3,1091,34,183,584,422,87,1046,37,71,52.1,42,2,744,3850,2322,108,43,14,62,41,975,749,76.8,119
32,Noah Joel Sarenren Bazee,ng  NGA,"FW,MF",Augsburg,24-212,1996,0.4,28,1,4,19,6,2,27,1,4,25.0,1,0,14,36,11,1,0,1,2,5,21,14,66.7,4
33,Ihlas Bebou,tg  TOG,FW,Hoffenheim,26-332,1994,16.0,686,23,71,298,362,85,670,33,49,67.3,36,4,466,2470,1559,80,19,23,77,48,807,504,62.5,144
34,Sheraldo Becker,nl  NED,"FW,MF",Union Berlin,26-040,1995,11.9,440,5,67,181,229,54,436,11,20,55.0,12,1,283,2471,1690,76,22,27,23,22,516,296,57.4,85
35,Timo Becker,de  GER,DF,Schalke 04,23-361,1997,11.5,622,52,252,279,136,8,528,11,21,52.4,15,0,347,1903,949,29,8,0,13,14,378,337,89.2,19
36,Brian Behrendt,de  GER,DF,Arminia,29-148,1991,0.9,62,2,13,42,8,0,45,1,1,100.0,1,0,33,94,54,2,0,0,0,0,37,32,86.5,1
37,Maximilian Beier,de  GER,"FW,DF",Hoffenheim,18-155,2002,0.0,4,0,1,3,2,0,4,0,0,,0,0,3,35,19,1,1,0,0,0,5,3,60.0,1
38,Ishak Belfodil,dz  ALG,FW,Hoffenheim,29-068,1992,6.4,218,4,12,95,126,35,202,16,29,55.2,16,0,167,550,335,25,8,6,18,10,283,163,57.6,55
39,Stefan Bell,de  GER,DF,Mainz 05,29-209,1991,8.8,463,65,270,193,18,7,439,0,0,,0,0,203,1150,595,6,0,0,1,1,204,197,96.6,1
40,Karim Bellarabi,de  GER,"MF,FW",Leverkusen,30-347,1990,4.9,255,6,34,103,151,30,244,13,19,68.4,13,0,201,1156,783,46,18,7,12,14,239,177,74.1,43
41,Jude Bellingham,eng  ENG,MF,Dortmund,17-265,2003,13.3,918,19,150,539,285,48,909,24,36,66.7,25,1,679,2561,1230,65,19,4,17,28,778,695,89.3,79
42,Lars Bender,de  GER,DF,Leverkusen,31-328,1989,10.4,822,41,220,494,164,12,725,7,12,58.3,8,0,493,2272,1107,44,24,0,9,6,536,517,96.5,19
43,Sven Bender,de  GER,DF,Leverkusen,31-328,1989,8.1,795,61,406,427,16,10,785,0,2,0.0,1,0,558,2901,1349,18,1,0,2,1,601,599,99.7,8
44,Ramy Bensebaini,dz  ALG,DF,M'Gladbach,25-339,1995,13.9,931,62,357,463,154,24,822,6,11,54.5,6,0,512,2313,1192,45,8,2,12,9,545,509,93.4,23
45,Nabil Bentaleb,dz  ALG,MF,Schalke 04,26-117,1994,6.1,337,10,89,200,64,4,328,8,10,80.0,8,1,213,852,365,19,6,0,8,9,261,237,90.8,15
46,Louis Beyer,de  GER,DF,M'Gladbach,20-306,2000,1.0,39,8,20,17,3,0,36,2,2,100.0,2,0,18,86,35,1,0,0,0,0,17,17,100.0,0
47,Bartosz Bialek,pl  POL,"FW,MF",Wolfsburg,19-130,2001,2.3,105,2,12,57,45,18,104,1,5,20.0,3,0,54,245,151,3,2,1,8,3,124,68,54.8,14
48,Ermin Bičakčić,ba  BIH,DF,Hoffenheim,31-056,1990,1.4,78,13,48,32,8,2,77,0,0,,0,0,51,344,175,4,3,0,0,0,57,56,98.2,2
49,Leonardo Bittencourt,de  GER,"MF,FW",Werder Bremen,27-092,1993,14.1,716,12,120,369,280,42,675,14,32,43.8,17,6,462,2365,1257,57,25,4,45,15,632,473,74.8,88
50,Jérôme Boateng,de  GER,DF,Bayern Munich,32-199,1988,20.5,1604,123,597,1043,59,12,1564,2,2,100.0,2,0,1150,5823,2986,115,20,1,5,0,1218,1207,99.1,3
51,Jean-Paul Boëtius,nl  NED,"MF,FW",Mainz 05,26-364,1994,16.2,799,7,128,424,300,44,785,19,29,65.5,22,1,507,2357,1329,61,16,4,28,29,651,522,80.2,89
52,Melayro Bogarde,nl  NED,"DF,MF",Hoffenheim,18-297,2002,3.1,213,3,61,117,49,3,198,3,6,50.0,3,0,145,677,401,14,2,0,7,4,142,134,94.4,7
53,Dennis Borkowski,de  GER,MF,RB Leipzig,19-054,2002,0.1,11,0,1,5,5,1,11,0,1,0.0,0,0,7,32,6,0,0,0,1,0,11,9,81.8,5
54,Sebastiaan Bornauw,be  BEL,DF,Köln,21-364,1999,17.0,806,162,574,244,19,15,779,2,4,50.0,2,1,401,1878,653,2,0,0,1,1,455,442,97.1,3
55,Nassim Boujellab,ma  MAR,"MF,FW",Schalke 04,21-274,1999,6.7,299,10,53,151,105,23,294,7,11,63.6,8,0,163,650,386,22,7,2,16,20,295,175,59.3,40
56,Dedryck Boyata,be  BEL,DF,Hertha BSC,30-113,1990,12.8,911,113,533,412,22,14,896,2,2,100.0,2,1,612,3559,1774,27,2,0,0,1,666,655,98.3,5
57,Can Bozdogan,de  GER,MF,Schalke 04,19-350,2001,5.0,222,6,51,131,51,11,218,4,15,26.7,4,0,165,759,360,13,4,2,10,14,183,139,76.0,16
58,Julian Brandt,de  GER,"FW,MF",Dortmund,24-323,1996,14.1,913,12,104,408,454,55,891,30,44,68.2,31,2,661,3448,1204,75,18,7,28,24,871,713,81.9,126
59,Josip Brekalo,hr  CRO,FW,Wolfsburg,22-271,1998,15.3,759,4,71,359,387,50,707,20,34,58.8,22,0,518,3423,1911,103,36,14,40,26,705,559,79.3,109
60,Joshua Brenet,nl  NED,DF,Hoffenheim,27-001,1994,0.0,2,1,1,2,0,0,2,1,1,100.0,1,0,2,3,3,0,0,0,0,0,0,0,,0
61,John Brooks,us  USA,DF,Wolfsburg,28-052,1993,23.2,1667,171,885,893,37,18,1599,4,6,66.7,4,1,1023,6531,3461,74,10,1,2,4,1085,1057,97.4,6
62,Daniel Brosinski,de  GER,DF,Mainz 05,32-247,1988,11.4,686,42,203,308,206,4,501,7,16,43.8,9,2,310,1430,894,37,12,1,5,4,370,320,86.5,16
63,Cédric Brunner,ch  SUI,DF,Arminia,27-032,1994,22.9,1408,117,567,679,222,11,1183,30,35,85.7,30,2,751,2928,1358,51,14,2,11,13,735,700,95.2,9
64,Jacob Bruun Larsen,dk  DEN,FW,Hoffenheim,22-183,1998,1.0,31,0,3,17,14,3,31,1,3,33.3,1,0,25,113,28,2,0,0,5,4,46,26,56.5,11
65,Marius Bülter,de  GER,"FW,MF",Union Berlin,27-357,1993,9.1,386,14,81,170,168,18,372,12,21,57.1,14,0,266,1721,897,41,18,6,23,15,350,244,69.7,44
66,Jonathan Burkardt,de  GER,"FW,DF",Mainz 05,20-253,2000,11.7,515,17,76,243,234,64,477,20,39,51.3,21,0,341,1736,987,50,16,16,34,20,522,306,58.6,72
67,Roman Bürki,ch  SUI,GK,Dortmund,30-127,1990,16.0,561,489,560,2,0,0,457,0,0,,0,0,316,1250,568,0,0,0,1,0,325,323,99.4,0
68,Kerim Calhanoglu,de  GER,DF,Schalke 04,18-207,2002,2.8,115,9,48,52,20,1,95,1,7,14.3,1,0,62,354,195,10,1,1,1,3,76,60,78.9,4
69,Daniel Caligiuri,it  ITA,"MF,DF",Augsburg,33-065,1988,23.9,1354,51,325,682,439,36,1168,50,73,68.5,54,2,837,4406,2489,113,44,8,58,55,980,760,77.6,96
70,Emre Can,de  GER,"DF,MF",Dortmund,27-068,1994,18.2,1565,121,579,941,181,25,1522,29,33,87.9,29,0,1186,6723,3850,119,41,2,10,14,1210,1162,96.0,24
71,Koen Casteels,be  BEL,GK,Wolfsburg,28-269,1992,25.0,982,812,977,7,0,0,794,1,1,100.0,1,0,561,2633,1255,0,0,0,0,0,544,543,99.8,0
72,Gonzalo Castro,de  GER,"MF,FW",Stuttgart,33-283,1987,16.0,843,15,111,432,362,44,738,25,36,69.4,26,2,537,2813,1723,88,30,8,24,16,665,542,81.5,85
73,Sava Cestic,de  GER,DF,Köln,20-030,2001,10.0,533,80,384,172,6,2,515,5,7,71.4,6,0,292,1429,680,11,1,0,5,3,322,311,96.6,0
74,Timothy Chandler,us  USA,DF,Eint Frankfurt,30-357,1990,1.0,47,1,8,21,22,4,39,1,2,50.0,1,0,23,161,82,5,2,0,1,0,35,26,74.3,7
75,Kwon Chang-hoon,kr  KOR,"MF,FW",Freiburg,26-264,1994,2.1,95,3,20,35,43,9,93,6,9,66.7,6,2,61,198,102,5,2,0,2,4,94,67,71.3,14
76,Tahith Chong,nl  NED,"FW,MF",Werder Bremen,21-107,1999,4.3,214,5,34,102,99,14,210,11,20,55.0,12,0,172,883,464,16,7,3,12,16,211,136,64.5,25
77,Darko Churlinov,mk  MKD,"DF,FW",Stuttgart,20-253,2000,0.7,43,1,8,20,18,1,43,2,2,100.0,2,0,38,241,121,7,1,0,2,2,40,31,77.5,5
78,Tim Civeja,de  GER,"MF,DF",Augsburg,19-076,2002,0.4,27,1,10,15,2,0,27,0,0,,0,0,12,47,18,1,0,0,0,0,14,12,85.7,0
79,Kingsley Coman,fr  FRA,"FW,MF",Bayern Munich,24-281,1996,15.3,859,4,65,272,573,108,849,55,81,67.9,59,2,714,3898,2247,142,26,35,36,39,906,690,76.2,161
80,Jhon Córdoba,co  COL,FW,Hertha BSC,27-314,1993,12.2,390,6,23,194,202,72,365,12,16,75.0,12,0,263,1196,530,30,13,11,33,25,578,288,49.8,99
81,Sergio Córdova,ve  VEN,"FW,MF",Arminia,23-224,1997,11.8,417,14,53,214,184,33,411,9,26,34.6,13,0,260,1250,581,27,13,3,24,32,471,273,58.0,83
82,Douglas Costa,br  BRA,"FW,MF",Bayern Munich,30-188,1990,3.6,227,1,18,105,125,20,205,12,15,80.0,13,1,178,918,612,36,7,2,7,11,212,165,77.8,26
83,Tanguy Coulibaly,fr  FRA,"DF,FW",Stuttgart,20-031,2001,11.9,478,11,63,207,254,53,458,43,68,63.2,47,2,391,1998,1289,62,19,13,27,42,523,320,61.2,74
84,Mickaël Cuisance,fr  FRA,FW,Bayern Munich,21-217,1999,0.2,13,0,0,8,5,0,13,0,1,0.0,0,0,10,40,29,2,0,0,0,1,11,9,81.8,0
85,Matheus Cunha,br  BRA,"FW,MF",Hertha BSC,21-298,1999,19.2,985,10,119,459,501,84,882,64,108,59.3,68,2,730,4307,2604,137,49,28,39,90,863,610,70.7,128
86,Rafael Czichos,de  GER,DF,Köln,30-311,1990,17.1,999,153,639,395,22,8,948,4,7,57.1,4,0,552,3171,1691,36,4,0,1,6,585,572,97.8,4
87,Moanes Dabour,il  ISR,FW,Hoffenheim,28-311,1992,10.8,501,10,49,236,238,53,485,26,44,59.1,29,4,360,1416,715,40,12,5,36,28,565,366,64.8,101
88,Finn Dahmen,de  GER,GK,Mainz 05,22-359,1998,1.0,28,27,28,0,0,0,21,0,0,,0,0,11,80,47,0,0,0,0,0,4,4,100.0,0
89,Mahmoud Dahoud,de  GER,MF,Dortmund,25-079,1996,8.4,612,15,122,401,150,6,609,12,16,75.0,12,0,486,2705,1103,42,19,2,9,16,511,467,91.4,21
90,Leon Dajaku,de  GER,FW,Union Berlin,19-343,2001,0.4,22,0,3,15,6,0,22,1,2,50.0,2,0,18,83,17,0,0,0,3,2,19,15,78.9,1
91,Tiago Dantas,pt  POR,MF,Bayern Munich,20-087,2000,0.0,3,0,1,3,0,0,3,0,0,,0,0,2,13,3,0,0,0,0,0,4,3,75.0,0
92,Márton Dárdai,de  GER,DF,Hertha BSC,19-037,2002,4.2,269,36,150,123,19,0,251,0,1,0.0,0,0,175,1222,771,12,2,0,0,1,188,186,98.9,0
93,Vladimír Darida,cz  CZE,MF,Hertha BSC,30-225,1990,18.2,1082,22,187,553,408,45,1003,17,25,68.0,19,1,709,3848,1614,78,33,8,27,27,861,691,80.3,100
94,Alphonso Davies,ca  CAN,DF,Bayern Munich,20-139,2000,13.6,1208,41,282,635,382,29,1074,39,55,70.9,42,4,878,4255,2493,114,41,7,30,30,832,770,92.5,38
95,Thomas Delaney,dk  DEN,MF,Dortmund,29-199,1991,10.6,771,33,204,461,125,12,758,2,7,28.6,3,0,471,1532,572,29,5,1,8,5,544,507,93.2,12
96,Kerem Demirbay,de  GER,MF,Leverkusen,27-261,1993,13.0,971,20,132,573,332,23,890,17,28,60.7,19,4,641,3053,1586,77,27,3,26,33,744,673,90.5,54
97,Ermedin Demirović,ba  BIH,FW,Freiburg,22-361,1998,11.0,354,22,47,167,159,47,343,7,14,50.0,8,0,201,849,362,25,5,6,32,25,526,215,40.9,62
98,Emmanuel Dennis,ng  NGA,FW,Köln,23-126,1997,4.2,168,1,15,84,83,18,161,10,17,58.8,10,2,119,615,303,18,9,2,15,8,266,121,45.5,41
99,Mike van der Hoorn,nl  NED,DF,Arminia,28-157,1992,14.0,919,141,622,343,13,8,897,0,1,0.0,0,0,571,2916,1548,15,1,0,2,3,638,617,96.7,3
100,Moussa Diaby,fr  FRA,"FW,MF",Leverkusen,21-257,1999,22.3,1058,7,83,521,591,99,1041,46,105,43.8,53,9,896,5662,3257,172,65,42,44,52,1190,857,72.0,162
101,Daniel Didavi,de  GER,"FW,MF",Stuttgart,31-028,1990,8.4,405,7,39,196,198,20,367,10,12,83.3,10,1,286,1409,762,40,20,1,12,15,369,289,78.3,69
102,Javairô Dilrosun,nl  NED,"FW,MF",Hertha BSC,22-272,1998,3.3,156,1,30,80,60,12,151,7,19,36.8,10,1,116,776,395,21,5,7,4,3,143,112,78.3,28
103,Eren Dinkçi,de  GER,"FW,DF",Werder Bremen,19-098,2001,0.2,12,0,5,4,3,1,12,0,0,,0,0,5,41,25,0,0,0,1,0,11,9,81.8,0
104,Ritsu Doan,jp  JPN,"MF,FW",Arminia,22-278,1998,23.1,1016,11,128,515,477,68,922,46,94,48.9,57,4,710,3881,2373,131,51,21,51,59,963,632,65.6,104
105,Ji Dong-won,kr  KOR,FW,Mainz 05,29-297,1991,0.7,30,0,6,15,9,2,29,0,0,,0,0,9,35,14,1,0,0,1,0,28,16,57.1,4
106,Bas Dost,nl  NED,FW,Eint Frankfurt,31-294,1989,9.1,372,10,27,210,141,38,363,1,1,100.0,1,0,170,434,156,10,2,2,10,9,490,303,61.8,70
107,Aleksandar Dragović,at  AUT,DF,Leverkusen,30-015,1991,8.6,899,30,289,559,122,6,825,3,3,100.0,3,0,593,2818,1580,48,21,1,3,1,642,628,97.8,7
108,Dominick Drexler,de  GER,"MF,FW",Köln,30-299,1990,10.4,463,13,97,214,181,30,448,6,13,46.2,6,0,311,1813,803,37,13,5,13,13,406,309,76.1,51
109,Ondrej Duda,sk  SVK,"FW,MF",Köln,26-106,1994,21.5,1181,22,163,658,427,32,1061,37,52,71.2,39,2,748,3310,1362,67,20,5,51,33,1090,802,73.6,105
110,Erik Durm,de  GER,DF,Eint Frankfurt,28-313,1992,12.4,678,30,174,328,211,23,548,6,9,66.7,7,0,369,1953,810,32,12,6,21,10,439,362,82.5,31
111,Johannes Eggestein,de  GER,"FW,MF",Werder Bremen,22-317,1998,0.4,19,2,5,10,6,1,19,0,0,,0,0,14,92,49,3,2,0,0,0,13,12,92.3,1
112,Maximilian Eggestein,de  GER,MF,Werder Bremen,24-103,1996,25.7,1244,59,331,714,264,20,1220,13,22,59.1,13,0,767,3280,1850,81,29,4,19,19,887,746,84.1,52
113,Lilian Egloff,de  GER,MF,Stuttgart,18-213,2002,0.2,7,0,3,0,4,1,6,1,1,100.0,1,0,6,12,1,1,0,1,1,2,6,5,83.3,2
114,Kingsley Ehizibue,nl  NED,DF,Köln,25-300,1995,8.6,446,25,132,209,123,10,366,11,19,57.9,11,1,219,1113,645,32,10,0,7,8,271,222,81.9,22
115,Nico Elvedi,ch  SUI,DF,M'Gladbach,24-172,1996,22.2,1685,241,972,815,21,12,1650,1,1,100.0,1,0,1106,5902,3103,43,1,0,4,3,1137,1123,98.8,3
116,Breel Embolo,ch  SUI,"FW,MF",M'Gladbach,24-035,1997,13.0,586,6,47,323,252,76,567,35,54,64.8,38,5,423,1681,992,54,15,16,47,55,705,438,62.1,120
117,Keita Endo,jp  JPN,"MF,FW",Union Berlin,23-119,1997,2.8,95,1,21,44,41,11,95,0,3,0.0,0,0,52,414,206,10,4,3,3,4,92,53,57.6,11
118,Wataru Endo,jp  JPN,MF,Stuttgart,28-040,1993,25.8,1670,110,528,1039,210,20,1646,21,32,65.6,25,1,1081,5433,3064,105,25,1,21,41,1173,1086,92.6,33
119,Patrick Erras,de  GER,"FW,MF",Werder Bremen,26-059,1995,0.2,28,0,9,15,6,1,28,0,0,,0,0,15,90,33,0,0,0,0,0,21,21,100.0,4
120,Ralf Fährmann,de  GER,GK,Schalke 04,32-175,1988,13.8,592,483,587,8,0,0,424,0,0,,0,0,260,1229,670,0,0,0,0,0,256,256,100.0,0
121,Ohis Felix Uduokhai,de  GER,DF,Augsburg,23-193,1997,24.0,1503,275,919,621,70,22,1446,14,16,87.5,14,0,892,5137,2732,57,6,3,9,13,933,897,96.1,7
122,Edimilson Fernandes,ch  SUI,"MF,DF",Mainz 05,24-340,1996,8.6,427,35,134,225,94,3,392,4,6,66.7,4,0,253,1059,438,12,5,0,6,15,268,239,89.2,12
123,Alfreð Finnbogason,is  ISL,FW,Augsburg,32-048,1989,4.6,192,4,26,96,82,19,186,5,7,71.4,5,0,123,552,282,11,1,0,14,8,269,141,52.4,48
124,Emil Forsberg,se  SWE,"FW,MF",RB Leipzig,29-149,1991,12.6,578,3,28,267,321,63,532,21,25,84.0,21,0,389,1633,797,52,20,8,27,25,682,439,64.4,130
125,Philipp Förster,de  GER,"FW,MF",Stuttgart,26-045,1995,10.3,492,5,68,271,209,37,479,10,18,55.6,11,0,364,2664,1645,77,35,8,25,11,466,373,80.0,60
126,Timothy Fosu-Mensah,nl  NED,DF,Leverkusen,23-078,1998,4.5,400,16,101,241,74,4,357,4,7,57.1,4,0,266,861,408,18,5,1,2,7,292,279,95.5,10
127,Raphael Framberger,de  GER,DF,Augsburg,25-196,1995,12.6,745,67,328,307,167,8,604,9,23,39.1,9,0,318,2150,1305,46,19,5,15,12,365,325,89.0,25
128,Marco Friedl,at  AUT,DF,Werder Bremen,23-005,1998,25.0,1576,197,801,786,74,3,1488,6,15,40.0,7,0,981,5111,2869,83,9,1,6,9,1010,998,98.8,1
129,Marvin Friedrich,de  GER,DF,Union Berlin,25-098,1995,26.0,1614,196,918,722,109,29,1581,10,16,62.5,11,1,1015,5918,3236,61,17,0,11,6,1116,1065,95.4,16
130,Jeremie Frimpong,nl  NED,"DF,FW",Leverkusen,20-101,2000,2.7,223,6,41,110,88,14,204,12,20,60.0,13,0,181,1016,687,30,10,4,6,8,188,166,88.3,13
131,Niclas Füllkrug,de  GER,FW,Werder Bremen,28-040,1993,5.5,201,8,22,108,79,26,195,5,10,50.0,5,1,90,249,124,6,1,2,14,8,275,150,54.5,47
132,Mijat Gaćinović,rs  SRB,"DF,MF",Hoffenheim,26-041,1995,7.9,493,19,119,203,197,23,423,6,19,31.6,9,1,255,1093,628,24,9,0,10,11,309,262,84.8,34
133,Christian Gebauer,at  AUT,"MF,FW",Arminia,27-091,1993,6.4,230,22,68,93,84,17,225,5,7,71.4,5,1,129,697,342,15,5,3,5,9,211,127,60.2,27
134,Theodor Gebre Selassie,cz  CZE,DF,Werder Bremen,34-087,1986,25.7,1388,107,511,624,306,28,1155,3,10,30.0,3,0,657,2527,1305,60,18,3,18,10,865,730,84.4,44
135,Dennis Geiger,de  GER,MF,Hoffenheim,22-284,1998,7.3,408,7,60,248,127,7,363,4,5,80.0,4,0,268,1481,676,35,12,2,2,5,298,266,89.3,12
136,Christian Gentner,de  GER,MF,Union Berlin,35-219,1985,6.1,311,15,103,157,66,3,304,5,8,62.5,5,1,172,623,290,11,4,0,4,2,235,202,86.0,14
137,Yannick Gerhardt,de  GER,MF,Wolfsburg,27-008,1994,15.6,684,26,111,371,246,46,668,6,16,37.5,7,0,403,2424,1261,63,22,10,26,28,590,421,71.4,86
138,Hamadi Al Ghaddioui,ma  MAR,"MF,FW",Stuttgart,30-180,1990,0.3,11,0,1,5,6,1,11,0,0,,0,0,9,94,63,2,0,0,1,0,11,7,63.6,0
139,Niko Gießelmann,de  GER,DF,Union Berlin,29-176,1991,4.5,290,16,100,117,86,4,247,2,5,40.0,2,0,138,577,319,14,7,0,3,2,180,151,83.9,10
140,Rafał Gikiewicz,pl  POL,GK,Augsburg,33-146,1987,25.0,1131,968,1128,5,0,0,831,1,1,100.0,1,0,589,2718,1462,0,0,0,1,0,510,508,99.6,0
141,Daniel Ginczek,de  GER,"FW,MF",Wolfsburg,29-342,1991,2.0,83,3,16,34,34,9,82,2,4,50.0,3,0,40,135,30,2,0,0,8,4,82,56,68.3,20
142,Matthias Ginter,de  GER,DF,M'Gladbach,27-061,1994,26.0,2111,241,1061,1077,123,31,2045,6,7,85.7,6,0,1404,8129,4851,138,30,0,2,3,1542,1515,98.2,12
143,Robert Glatzel,de  GER,FW,Mainz 05,27-072,1994,1.4,78,0,2,31,47,17,78,2,3,66.7,2,0,46,177,59,5,1,2,5,1,103,57,55.3,15
