,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
12,Omar Alderete,py  PAR,DF,Hertha BSC,24-085,1996,11.4,18,10,12,6,0,3,13,23.1,10,111,40,36.0,66,43,2,16,9,0,7,12,30,75,2
13,Nadiem Amiri,de  GER,MF,Leverkusen,24-145,1996,17.1,13,9,3,7,3,2,21,9.5,19,224,82,36.6,42,126,56,18,3,0,15,18,31,5,0
14,Sebastian Andersson,se  SWE,FW,Köln,29-249,1991,8.2,2,0,0,1,1,0,4,0.0,4,119,25,21.0,3,60,56,7,1,0,6,1,3,6,0
15,Robert Andrich,de  GER,MF,Union Berlin,26-180,1994,22.1,47,33,23,19,5,13,31,41.9,18,361,113,31.3,118,193,50,33,5,0,28,42,89,24,1
16,Angeliño,es  ESP,"DF,FW",RB Leipzig,24-076,1997,20.9,35,15,13,20,2,7,22,31.8,15,223,79,35.4,70,104,49,35,1,0,34,28,63,36,1
17,Waldemar Anton,de  GER,DF,Stuttgart,24-244,1996,22.1,28,19,19,9,0,6,19,31.6,13,206,74,35.9,130,69,7,41,13,2,28,33,61,76,0
18,Charles Aránguiz,cl  CHI,MF,Leverkusen,31-338,1989,12.3,29,19,14,13,2,9,26,34.6,17,217,72,33.2,79,116,22,20,2,0,18,18,47,19,0
19,Santiago Arias,co  COL,DF,Leverkusen,29-067,1992,1.0,4,4,2,1,1,0,0,,0,13,5,38.5,6,6,1,3,0,0,3,0,4,3,0
20,Maximilian Arnold,de  GER,MF,Wolfsburg,26-298,1994,21.7,43,32,17,23,3,17,41,41.5,24,351,125,35.6,112,179,60,27,2,0,25,25,68,47,0
21,Toluwalas Arokodare,ng  NGA,FW,Köln,20-118,2000,1.1,1,1,0,0,1,0,0,,0,18,7,38.9,1,7,10,1,0,0,1,0,1,0,0
22,Santiago Ascacíbar,ar  ARG,MF,Hertha BSC,24-024,1997,3.0,9,2,5,4,0,5,10,50.0,5,73,14,19.2,30,36,7,6,1,0,5,2,11,8,0
23,Ludwig Augustinsson,se  SWE,DF,Werder Bremen,26-334,1994,16.7,30,14,16,9,5,11,20,55.0,9,173,54,31.2,78,53,42,31,5,0,26,10,40,45,0
24,Taiwo Awoniyi,ng  NGA,FW,Union Berlin,23-221,1997,14.3,8,6,4,4,0,1,12,8.3,11,197,74,37.6,22,96,79,14,2,0,12,4,12,4,0
25,Leon Bailey,jm  JAM,FW,Leverkusen,23-224,1997,19.1,18,11,3,10,5,6,17,35.3,11,200,59,29.5,31,94,75,14,0,0,14,15,33,5,0
26,Aymen Barkok,ma  MAR,"FW,MF",Eint Frankfurt,22-304,1998,9.3,20,14,5,7,8,4,18,22.2,14,195,67,34.4,29,79,87,17,1,0,16,11,31,7,0
27,Leandro Barreiro Martins,lu  LUX,MF,Mainz 05,21-077,2000,17.3,42,22,18,15,9,8,32,25.0,24,357,104,29.1,104,183,70,43,7,0,36,27,69,42,0
28,Jacob Barrett Laursen,dk  DEN,DF,Arminia,26-124,1994,11.7,20,12,11,9,0,5,12,41.7,7,143,37,25.9,78,51,14,39,6,0,33,21,41,34,0
29,Oliver Baumann,de  GER,GK,Hoffenheim,30-292,1990,24.0,0,0,0,0,0,0,0,,0,4,0,0.0,4,0,0,0,0,0,0,0,0,1,0
30,Julian Baumgartlinger,at  AUT,MF,Leverkusen,33-078,1988,11.9,46,28,18,25,3,16,34,47.1,18,198,83,41.9,57,115,26,20,0,0,20,17,63,19,0
31,Christoph Baumgartner,at  AUT,"MF,FW",Hoffenheim,21-232,1999,20.3,40,29,17,16,7,12,52,23.1,40,441,137,31.1,100,217,124,33,6,0,27,14,54,16,0
32,Noah Joel Sarenren Bazee,ng  NGA,"FW,MF",Augsburg,24-212,1996,0.4,1,1,0,1,0,1,1,100.0,0,10,3,30.0,1,9,0,1,0,0,1,2,3,0,0
33,Ihlas Bebou,tg  TOG,FW,Hoffenheim,26-332,1994,16.0,24,16,8,11,5,6,8,75.0,2,231,78,33.8,29,86,116,20,6,0,14,4,28,12,0
34,Sheraldo Becker,nl  NED,"FW,MF",Union Berlin,26-040,1995,11.9,8,7,3,3,2,3,5,60.0,2,118,35,29.7,18,58,42,10,0,0,10,5,13,5,0
35,Timo Becker,de  GER,DF,Schalke 04,23-361,1997,11.5,17,12,13,4,0,7,14,50.0,7,131,44,33.6,62,56,13,32,3,0,29,17,34,25,1
36,Brian Behrendt,de  GER,DF,Arminia,29-148,1991,0.9,2,1,0,2,0,0,1,0.0,1,13,3,23.1,5,8,0,0,0,0,0,0,2,1,0
37,Maximilian Beier,de  GER,"FW,DF",Hoffenheim,18-155,2002,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0
38,Ishak Belfodil,dz  ALG,FW,Hoffenheim,29-068,1992,6.4,3,2,1,0,2,0,1,0.0,1,49,11,22.4,5,12,32,1,0,0,1,0,3,4,0
39,Stefan Bell,de  GER,DF,Mainz 05,29-209,1991,8.8,15,11,11,4,0,6,14,42.9,8,79,32,40.5,38,36,5,10,4,0,6,23,38,76,1
40,Karim Bellarabi,de  GER,"MF,FW",Leverkusen,30-347,1990,4.9,10,7,3,1,6,2,9,22.2,7,62,17,27.4,12,25,25,4,0,0,4,5,15,5,0
41,Jude Bellingham,eng  ENG,MF,Dortmund,17-265,2003,13.3,40,28,8,23,9,13,35,37.1,22,273,77,28.2,60,151,62,25,4,0,21,9,49,14,0
42,Lars Bender,de  GER,DF,Leverkusen,31-328,1989,10.4,19,13,11,6,2,9,22,40.9,13,132,44,33.3,49,63,20,26,7,0,19,8,27,27,0
43,Sven Bender,de  GER,DF,Leverkusen,31-328,1989,8.1,12,8,6,4,2,5,9,55.6,4,86,34,39.5,35,46,5,14,3,0,11,5,17,36,0
44,Ramy Bensebaini,dz  ALG,DF,M'Gladbach,25-339,1995,13.9,23,12,15,6,2,17,28,60.7,11,138,39,28.3,64,52,22,37,5,0,32,34,57,79,1
45,Nabil Bentaleb,dz  ALG,MF,Schalke 04,26-117,1994,6.1,13,6,7,5,1,3,16,18.8,13,113,24,21.2,49,46,18,11,2,0,9,3,16,7,0
46,Louis Beyer,de  GER,DF,M'Gladbach,20-306,2000,1.0,3,2,1,2,0,2,3,66.7,1,15,3,20.0,10,5,0,1,1,0,0,2,5,7,0
47,Bartosz Bialek,pl  POL,"FW,MF",Wolfsburg,19-130,2001,2.3,6,6,1,4,1,4,5,80.0,1,44,18,40.9,5,26,13,4,0,0,4,2,8,1,0
48,Ermin Bičakčić,ba  BIH,DF,Hoffenheim,31-056,1990,1.4,1,0,0,1,0,1,2,50.0,1,19,5,26.3,12,4,3,3,1,0,2,1,2,9,0
49,Leonardo Bittencourt,de  GER,"MF,FW",Werder Bremen,27-092,1993,14.1,42,21,17,17,8,8,28,28.6,20,389,88,22.6,104,190,95,29,3,0,26,14,56,6,0
50,Jérôme Boateng,de  GER,DF,Bayern Munich,32-199,1988,20.5,25,18,15,10,0,9,24,37.5,15,134,55,41.0,65,64,5,26,16,0,10,30,55,65,0
51,Jean-Paul Boëtius,nl  NED,"MF,FW",Mainz 05,26-364,1994,16.2,37,24,8,18,11,7,35,20.0,28,332,101,30.4,67,163,102,31,2,0,29,17,54,9,1
52,Melayro Bogarde,nl  NED,"DF,MF",Hoffenheim,18-297,2002,3.1,7,5,2,4,1,4,11,36.4,7,47,17,36.2,24,18,5,2,0,0,2,3,10,6,0
53,Dennis Borkowski,de  GER,MF,RB Leipzig,19-054,2002,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,0,2,0,0,0,0,0,0,0,0,0
54,Sebastiaan Bornauw,be  BEL,DF,Köln,21-364,1999,17.0,28,16,23,5,0,11,18,61.1,7,155,62,40.0,107,47,1,39,22,1,17,19,47,99,0
55,Nassim Boujellab,ma  MAR,"MF,FW",Schalke 04,21-274,1999,6.7,17,13,5,11,1,1,8,12.5,7,170,48,28.2,31,78,61,16,3,0,13,6,23,10,1
56,Dedryck Boyata,be  BEL,DF,Hertha BSC,30-113,1990,12.8,15,7,8,6,1,4,10,40.0,6,64,20,31.3,40,24,0,29,18,1,11,12,27,56,2
57,Can Bozdogan,de  GER,MF,Schalke 04,19-350,2001,5.0,17,11,6,9,2,4,12,33.3,8,141,42,29.8,51,66,24,9,2,0,7,3,20,2,0
58,Julian Brandt,de  GER,"FW,MF",Dortmund,24-323,1996,14.1,22,12,12,8,2,14,34,41.2,20,220,78,35.5,49,109,62,20,1,0,19,13,35,4,0
59,Josip Brekalo,hr  CRO,FW,Wolfsburg,22-271,1998,15.3,15,10,9,5,1,5,17,29.4,12,206,71,34.5,56,93,57,14,0,0,14,12,27,4,0
60,Joshua Brenet,nl  NED,DF,Hoffenheim,27-001,1994,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
61,John Brooks,us  USA,DF,Wolfsburg,28-052,1993,23.2,37,26,28,9,0,18,48,37.5,30,170,64,37.6,98,65,7,47,11,0,36,35,72,137,2
62,Daniel Brosinski,de  GER,DF,Mainz 05,32-247,1988,11.4,16,5,8,7,1,11,32,34.4,21,104,33,31.7,35,49,20,26,2,0,24,7,23,29,0
63,Cédric Brunner,ch  SUI,DF,Arminia,27-032,1994,22.9,40,24,26,12,2,21,39,53.8,18,278,72,25.9,143,109,26,54,8,0,46,26,66,97,1
64,Jacob Bruun Larsen,dk  DEN,FW,Hoffenheim,22-183,1998,1.0,0,0,0,0,0,0,1,0.0,1,27,4,14.8,4,9,14,0,0,0,0,0,0,0,0
65,Marius Bülter,de  GER,"FW,MF",Union Berlin,27-357,1993,9.1,14,8,7,3,4,2,15,13.3,13,163,46,28.2,46,80,37,17,0,0,17,4,18,9,0
66,Jonathan Burkardt,de  GER,"FW,DF",Mainz 05,20-253,2000,11.7,20,10,9,9,2,8,21,38.1,13,207,58,28.0,35,97,75,19,4,0,15,3,23,11,0
67,Roman Bürki,ch  SUI,GK,Dortmund,30-127,1990,16.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
68,Kerim Calhanoglu,de  GER,DF,Schalke 04,18-207,2002,2.8,4,1,3,1,0,0,1,0.0,1,16,6,37.5,9,4,3,4,0,0,4,2,6,5,0
69,Daniel Caligiuri,it  ITA,"MF,DF",Augsburg,33-065,1988,23.9,66,38,27,31,8,26,85,30.6,59,527,148,28.1,181,259,87,57,3,0,54,34,100,31,0
70,Emre Can,de  GER,"DF,MF",Dortmund,27-068,1994,18.2,51,39,24,19,8,16,33,48.5,17,212,91,42.9,85,98,29,22,6,0,16,26,77,49,0
71,Koen Casteels,be  BEL,GK,Wolfsburg,28-269,1992,25.0,0,0,0,0,0,0,2,0.0,2,3,0,0.0,2,1,0,1,0,0,1,0,0,3,0
72,Gonzalo Castro,de  GER,"MF,FW",Stuttgart,33-283,1987,16.0,13,10,3,8,2,4,22,18.2,18,189,61,32.3,28,90,71,22,5,0,17,5,18,10,0
73,Sava Cestic,de  GER,DF,Köln,20-030,2001,10.0,21,14,16,4,1,7,19,36.8,12,111,36,32.4,83,25,3,20,6,0,14,29,50,54,0
74,Timothy Chandler,us  USA,DF,Eint Frankfurt,30-357,1990,1.0,0,0,0,0,0,0,1,0.0,1,12,2,16.7,3,5,4,2,0,0,2,1,1,1,0
75,Kwon Chang-hoon,kr  KOR,"MF,FW",Freiburg,26-264,1994,2.1,5,2,1,2,2,1,3,33.3,2,65,14,21.5,12,33,20,4,1,0,3,4,9,2,0
76,Tahith Chong,nl  NED,"FW,MF",Werder Bremen,21-107,1999,4.3,12,8,3,7,2,4,8,50.0,4,96,32,33.3,14,60,22,3,0,0,3,3,15,2,0
77,Darko Churlinov,mk  MKD,"DF,FW",Stuttgart,20-253,2000,0.7,1,1,0,1,0,0,2,0.0,2,12,8,66.7,0,5,7,2,0,0,2,1,2,0,0
78,Tim Civeja,de  GER,"MF,DF",Augsburg,19-076,2002,0.4,0,0,0,0,0,0,1,0.0,1,6,2,33.3,3,3,0,1,0,0,1,1,1,1,0
79,Kingsley Coman,fr  FRA,"FW,MF",Bayern Munich,24-281,1996,15.3,17,11,7,8,2,7,20,35.0,13,232,75,32.3,42,95,95,16,0,0,16,8,25,5,0
80,Jhon Córdoba,co  COL,FW,Hertha BSC,27-314,1993,12.2,5,2,1,2,2,1,4,25.0,3,167,50,29.9,10,74,83,11,2,0,9,8,13,1,0
81,Sergio Córdova,ve  VEN,"FW,MF",Arminia,23-224,1997,11.8,16,11,1,9,6,3,14,21.4,11,264,57,21.6,21,148,95,14,2,0,12,5,21,14,0
82,Douglas Costa,br  BRA,"FW,MF",Bayern Munich,30-188,1990,3.6,2,2,1,1,0,0,2,0.0,2,66,18,27.3,5,31,30,8,1,0,7,3,5,0,0
83,Tanguy Coulibaly,fr  FRA,"DF,FW",Stuttgart,20-031,2001,11.9,25,14,10,7,8,8,20,40.0,12,237,66,27.8,52,92,93,19,0,0,19,8,33,9,0
84,Mickaël Cuisance,fr  FRA,FW,Bayern Munich,21-217,1999,0.2,0,0,0,0,0,0,0,,0,4,1,25.0,0,1,3,1,0,0,1,0,0,0,0
85,Matheus Cunha,br  BRA,"FW,MF",Hertha BSC,21-298,1999,19.2,35,27,9,18,8,10,41,24.4,31,357,103,28.9,98,143,116,29,3,0,26,27,62,6,0
86,Rafael Czichos,de  GER,DF,Köln,30-311,1990,17.1,39,23,23,15,1,13,24,54.2,11,177,70,39.5,98,76,3,33,5,0,28,26,65,97,0
87,Moanes Dabour,il  ISR,FW,Hoffenheim,28-311,1992,10.8,12,8,5,4,3,4,15,26.7,11,181,57,31.5,20,88,73,10,1,0,9,6,18,5,0
88,Finn Dahmen,de  GER,GK,Mainz 05,22-359,1998,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
89,Mahmoud Dahoud,de  GER,MF,Dortmund,25-079,1996,8.4,16,12,6,8,2,5,18,27.8,13,136,41,30.1,29,83,24,10,2,0,8,11,27,5,0
90,Leon Dajaku,de  GER,FW,Union Berlin,19-343,2001,0.4,1,1,0,1,0,0,0,,0,7,1,14.3,0,7,0,0,0,0,0,0,1,0,0
91,Tiago Dantas,pt  POR,MF,Bayern Munich,20-087,2000,0.0,0,0,0,0,0,0,0,,0,7,1,14.3,5,2,0,0,0,0,0,0,0,0,0
92,Márton Dárdai,de  GER,DF,Hertha BSC,19-037,2002,4.2,8,5,6,2,0,3,7,42.9,4,44,15,34.1,28,15,1,6,1,0,5,6,14,15,0
93,Vladimír Darida,cz  CZE,MF,Hertha BSC,30-225,1990,18.2,34,22,16,14,4,9,34,26.5,25,335,106,31.6,82,182,71,33,2,0,31,25,59,22,0
94,Alphonso Davies,ca  CAN,DF,Bayern Munich,20-139,2000,13.6,30,22,8,15,7,13,19,68.4,6,163,58,35.6,53,60,50,37,1,0,36,26,56,17,0
95,Thomas Delaney,dk  DEN,MF,Dortmund,29-199,1991,10.6,39,27,14,19,6,13,28,46.4,15,201,76,37.8,67,109,25,26,9,0,17,19,58,24,1
96,Kerem Demirbay,de  GER,MF,Leverkusen,27-261,1993,13.0,37,26,12,20,5,13,32,40.6,19,252,94,37.3,55,136,61,15,3,0,12,10,47,6,0
97,Ermedin Demirović,ba  BIH,FW,Freiburg,22-361,1998,11.0,15,11,4,5,6,1,11,9.1,10,250,64,25.6,25,111,114,26,5,0,21,3,18,18,1
98,Emmanuel Dennis,ng  NGA,FW,Köln,23-126,1997,4.2,10,6,4,2,4,2,6,33.3,4,98,19,19.4,14,39,45,3,0,0,3,1,11,0,0
99,Mike van der Hoorn,nl  NED,DF,Arminia,28-157,1992,14.0,7,6,2,5,0,1,5,20.0,4,68,26,38.2,44,23,1,21,6,0,15,6,13,92,1
100,Moussa Diaby,fr  FRA,"FW,MF",Leverkusen,21-257,1999,22.3,8,5,3,4,1,1,13,7.7,12,220,58,26.4,26,102,92,11,0,0,11,12,20,3,0
101,Daniel Didavi,de  GER,"FW,MF",Stuttgart,31-028,1990,8.4,10,4,3,4,3,1,7,14.3,6,141,48,34.0,24,47,70,10,0,0,10,4,14,7,0
102,Javairô Dilrosun,nl  NED,"FW,MF",Hertha BSC,22-272,1998,3.3,6,4,1,1,4,2,4,50.0,2,60,22,36.7,17,21,22,5,0,0,5,5,11,1,0
103,Eren Dinkçi,de  GER,"FW,DF",Werder Bremen,19-098,2001,0.2,1,0,0,0,1,0,1,0.0,1,9,0,0.0,1,5,3,0,0,0,0,1,2,1,0
104,Ritsu Doan,jp  JPN,"MF,FW",Arminia,22-278,1998,23.1,45,32,15,22,8,12,40,30.0,28,474,142,30.0,130,225,119,42,3,0,39,21,66,10,0
105,Ji Dong-won,kr  KOR,FW,Mainz 05,29-297,1991,0.7,2,0,1,0,1,1,1,100.0,0,11,4,36.4,3,4,4,0,0,0,0,0,2,0,0
106,Bas Dost,nl  NED,FW,Eint Frankfurt,31-294,1989,9.1,4,4,2,2,0,1,4,25.0,3,89,31,34.8,4,45,40,7,1,0,6,2,6,8,0
107,Aleksandar Dragović,at  AUT,DF,Leverkusen,30-015,1991,8.6,13,6,5,5,3,6,9,66.7,3,103,39,37.9,34,52,17,18,3,0,15,13,26,23,0
108,Dominick Drexler,de  GER,"MF,FW",Köln,30-299,1990,10.4,27,19,9,14,4,8,27,29.6,19,181,60,33.1,55,74,52,14,3,0,11,11,38,9,0
109,Ondrej Duda,sk  SVK,"FW,MF",Köln,26-106,1994,21.5,41,25,13,23,5,9,37,24.3,28,382,101,26.4,64,223,95,20,2,0,18,16,57,17,0
110,Erik Durm,de  GER,DF,Eint Frankfurt,28-313,1992,12.4,16,13,7,8,1,5,20,25.0,15,162,56,34.6,56,64,42,23,4,0,19,17,33,19,0
111,Johannes Eggestein,de  GER,"FW,MF",Werder Bremen,22-317,1998,0.4,0,0,0,0,0,0,1,0.0,1,15,5,33.3,3,5,7,0,0,0,0,0,0,2,0
112,Maximilian Eggestein,de  GER,MF,Werder Bremen,24-103,1996,25.7,40,27,15,19,6,11,33,33.3,22,331,113,34.1,135,150,46,42,1,0,41,32,72,38,0
113,Lilian Egloff,de  GER,MF,Stuttgart,18-213,2002,0.2,0,0,0,0,0,0,0,,0,3,1,33.3,0,3,0,0,0,0,0,0,0,0,0
114,Kingsley Ehizibue,nl  NED,DF,Köln,25-300,1995,8.6,23,16,15,7,1,9,13,69.2,4,117,38,32.5,41,61,15,18,2,0,16,9,32,22,0
115,Nico Elvedi,ch  SUI,DF,M'Gladbach,24-172,1996,22.2,46,22,31,14,1,19,29,65.5,10,162,58,35.8,100,60,2,46,16,0,30,43,89,133,0
116,Breel Embolo,ch  SUI,"FW,MF",M'Gladbach,24-035,1997,13.0,16,11,3,10,3,2,4,50.0,2,223,52,23.3,15,124,84,12,1,0,11,5,21,5,0
117,Keita Endo,jp  JPN,"MF,FW",Union Berlin,23-119,1997,2.8,5,3,1,2,2,0,5,0.0,5,35,10,28.6,12,15,8,6,0,0,6,3,8,1,0
118,Wataru Endo,jp  JPN,MF,Stuttgart,28-040,1993,25.8,74,52,30,35,9,24,57,42.1,33,479,181,37.8,162,265,52,47,10,0,37,32,106,59,1
119,Patrick Erras,de  GER,"FW,MF",Werder Bremen,26-059,1995,0.2,0,0,0,0,0,0,1,0.0,1,2,2,100.0,0,1,1,1,0,0,1,0,0,0,0
120,Ralf Fährmann,de  GER,GK,Schalke 04,32-175,1988,13.8,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0
121,Ohis Felix Uduokhai,de  GER,DF,Augsburg,23-193,1997,24.0,37,22,25,9,3,16,32,50.0,16,225,89,39.6,130,78,17,53,22,0,31,29,66,165,3
122,Edimilson Fernandes,ch  SUI,"MF,DF",Mainz 05,24-340,1996,8.6,9,5,4,5,0,3,10,30.0,7,103,33,32.0,34,50,19,16,6,0,10,20,29,25,0
123,Alfreð Finnbogason,is  ISL,FW,Augsburg,32-048,1989,4.6,1,1,0,1,0,0,2,0.0,2,60,20,33.3,13,29,18,6,1,0,5,1,2,3,0
124,Emil Forsberg,se  SWE,"FW,MF",RB Leipzig,29-149,1991,12.6,12,6,1,5,6,3,18,16.7,15,213,73,34.3,24,83,106,10,1,0,9,7,19,3,0
125,Philipp Förster,de  GER,"FW,MF",Stuttgart,26-045,1995,10.3,18,13,7,9,2,2,13,15.4,11,128,39,30.5,24,68,36,11,1,0,10,11,29,2,0
126,Timothy Fosu-Mensah,nl  NED,DF,Leverkusen,23-078,1998,4.5,9,5,5,3,1,4,6,66.7,2,38,17,44.7,14,19,5,13,1,0,12,6,15,6,0
127,Raphael Framberger,de  GER,DF,Augsburg,25-196,1995,12.6,27,10,15,7,5,9,22,40.9,13,163,40,24.5,91,49,23,55,6,0,49,20,47,53,1
128,Marco Friedl,at  AUT,DF,Werder Bremen,23-005,1998,25.0,54,33,32,19,3,27,49,55.1,22,233,65,27.9,142,83,8,50,14,0,36,47,101,119,1
129,Marvin Friedrich,de  GER,DF,Union Berlin,25-098,1995,26.0,48,29,29,19,0,17,31,54.8,14,265,108,40.8,141,107,17,54,17,0,37,30,78,100,0
130,Jeremie Frimpong,nl  NED,"DF,FW",Leverkusen,20-101,2000,2.7,4,2,3,1,0,1,3,33.3,2,43,19,44.2,16,12,15,3,0,0,3,1,5,6,0
131,Niclas Füllkrug,de  GER,FW,Werder Bremen,28-040,1993,5.5,3,4,0,3,0,1,10,10.0,9,97,20,20.6,9,47,41,9,3,0,6,3,6,6,0
132,Mijat Gaćinović,rs  SRB,"DF,MF",Hoffenheim,26-041,1995,7.9,16,9,6,10,0,5,18,27.8,13,134,46,34.3,48,55,31,18,0,0,18,15,31,16,0
133,Christian Gebauer,at  AUT,"MF,FW",Arminia,27-091,1993,6.4,11,5,4,5,2,2,10,20.0,8,108,31,28.7,33,47,28,6,0,0,6,5,16,19,0
134,Theodor Gebre Selassie,cz  CZE,DF,Werder Bremen,34-087,1986,25.7,50,25,35,9,6,21,52,40.4,31,328,95,29.0,173,100,55,53,8,0,45,44,94,91,1
135,Dennis Geiger,de  GER,MF,Hoffenheim,22-284,1998,7.3,18,11,3,12,3,6,13,46.2,7,145,45,31.0,27,79,39,9,0,0,9,5,23,1,0
136,Christian Gentner,de  GER,MF,Union Berlin,35-219,1985,6.1,14,8,10,2,2,5,13,38.5,8,87,34,39.1,28,46,13,8,2,0,6,6,20,19,0
137,Yannick Gerhardt,de  GER,MF,Wolfsburg,27-008,1994,15.6,39,23,10,21,8,10,26,38.5,16,314,104,33.1,64,168,82,18,2,0,16,11,50,24,0
138,Hamadi Al Ghaddioui,ma  MAR,"MF,FW",Stuttgart,30-180,1990,0.3,0,0,0,0,0,0,1,0.0,1,5,2,40.0,1,2,2,0,0,0,0,0,0,0,0
139,Niko Gießelmann,de  GER,DF,Union Berlin,29-176,1991,4.5,18,9,13,3,2,6,8,75.0,2,72,19,26.4,34,23,15,8,2,0,6,8,26,18,1
140,Rafał Gikiewicz,pl  POL,GK,Augsburg,33-146,1987,25.0,0,0,0,0,0,0,2,0.0,2,5,2,40.0,5,0,0,2,0,0,2,0,0,0,0
141,Daniel Ginczek,de  GER,"FW,MF",Wolfsburg,29-342,1991,2.0,2,0,0,2,0,0,5,0.0,5,47,11,23.4,4,28,15,1,0,0,1,0,2,3,0
142,Matthias Ginter,de  GER,DF,M'Gladbach,27-061,1994,26.0,24,14,12,11,1,10,24,41.7,14,141,59,41.8,76,54,11,44,26,3,18,24,48,153,0
143,Robert Glatzel,de  GER,FW,Mainz 05,27-072,1994,1.4,1,0,1,0,0,1,1,100.0,0,26,5,19.2,2,12,12,0,0,0,0,0,1,0,0
144,Serge Gnabry,de  GER,"FW,MF",Bayern Munich,25-250,1995,15.8,32,20,9,12,11,10,26,38.5,16,234,71,30.3,33,104,97,18,1,0,17,21,53,2,0
145,Akaki Gogia,de  GER,FW,Union Berlin,29-062,1992,1.6,2,1,0,2,0,0,1,0.0,1,20,3,15.0,1,15,4,1,0,0,1,0,2,1,0
146,Nicolás González,ar  ARG,"FW,DF",Stuttgart,22-349,1998,10.4,5,5,2,2,1,0,8,0.0,8,118,26,22.0,18,38,62,15,4,0,11,3,8,7,0
147,Leon Goretzka,de  GER,MF,Bayern Munich,26-043,1995,17.2,37,25,14,20,3,11,31,35.5,20,248,96,38.7,69,129,50,37,2,0,35,39,76,16,0
148,Jeffrey Gouweleeuw,nl  NED,DF,Augsburg,29-254,1991,24.0,26,19,13,10,3,8,24,33.3,16,203,71,35.0,113,78,12,40,14,0,26,32,58,163,2
149,Demarai Gray,eng  ENG,"FW,MF",Leverkusen,24-266,1996,2.8,2,2,1,0,1,0,1,0.0,1,20,5,25.0,3,7,10,1,0,0,1,0,2,2,0
