,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
17,Nadiem Amiri,de  GER,MF,Leverkusen,24-145,1996,21,1537,73,68.3,17.1,17,86,13,4,18,0,1.67,32,22,+10,+0.59,-0.05,24.4,20.3,+4.1,+0.24,-0.06
18,Sebastian Andersson,se  SWE,FW,Köln,29-249,1991,10,737,74,31.5,8.2,9,82,4,1,3,1,0.40,7,17,-10,-1.22,-0.60,8.5,13.5,-5.0,-0.61,+0.07
19,Robert Andrich,de  GER,MF,Union Berlin,26-180,1994,23,1986,86,84.9,22.1,23,86,20,0,,0,1.43,35,24,+11,+0.50,+1.26,31.7,21.3,+10.4,+0.49,+0.80
20,Angeliño,es  ESP,"DF,FW",RB Leipzig,24-076,1997,21,1877,89,80.2,20.9,21,89,17,0,,1,2.10,38,18,+20,+0.96,-0.40,36.9,18.5,+18.3,+0.88,-0.74
21,Waldemar Anton,de  GER,DF,Stuttgart,24-244,1996,23,1991,87,85.1,22.1,22,90,21,1,18,1,1.35,41,38,+3,+0.14,-0.64,39.2,31.8,+7.3,+0.35,+0.58
22,Charles Aránguiz,cl  CHI,MF,Leverkusen,31-338,1989,14,1103,79,49.0,12.3,13,83,9,1,21,0,1.21,15,15,0,0.00,-1.18,17.3,16.4,+1.0,+0.08,-0.35
23,Santiago Arias,co  COL,DF,Leverkusen,29-067,1992,1,90,90,4.0,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,-0.62,1.4,0.8,+0.5,+0.54,+0.29
24,Maximilian Arnold,de  GER,MF,Wolfsburg,26-298,1994,23,1955,85,83.5,21.7,23,85,16,0,,0,2.00,38,18,+20,+0.92,+0.22,32.1,21.0,+11.1,+0.54,+0.97
25,Toluwalas Arokodare,ng  NGA,FW,Köln,20-118,2000,9,97,11,4.1,1.1,0,,0,9,11,5,0.67,3,3,0,0.00,+0.84,1.5,1.3,+0.2,+0.22,+0.92
26,Santiago Ascacíbar,ar  ARG,MF,Hertha BSC,24-024,1997,4,270,68,12.0,3.0,4,68,0,0,,7,1.00,1,5,-4,-1.33,-0.74,1.8,5.3,-3.5,-1.16,-1.14
27,Ludwig Augustinsson,se  SWE,DF,Werder Bremen,26-334,1994,18,1507,84,64.4,16.7,16,89,12,2,45,0,1.00,20,26,-6,-0.36,-0.25,16.4,24.9,-8.5,-0.54,-0.24
28,Taiwo Awoniyi,ng  NGA,FW,Union Berlin,23-221,1997,19,1290,68,55.1,14.3,16,77,3,3,21,1,1.42,19,17,+2,+0.14,-0.37,18.7,16.8,+2.0,+0.14,-0.53
29,Mehmet-Can Aydin,de  GER,FW,Schalke 04,19-040,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
30,Leon Bailey,jm  JAM,FW,Leverkusen,23-224,1997,23,1721,75,76.5,19.1,20,83,13,3,23,0,1.57,36,21,+15,+0.78,+0.78,27.2,23.5,+3.6,+0.19,-0.28
31,Aymen Barkok,ma  MAR,"FW,MF",Eint Frankfurt,22-304,1998,21,837,40,35.8,9.3,8,73,1,13,19,3,1.71,16,12,+4,+0.43,-0.35,13.0,10.3,+2.7,+0.32,-0.04
32,Leandro Barreiro Martins,lu  LUX,MF,Mainz 05,21-077,2000,20,1557,78,69.2,17.3,18,84,9,2,24,4,1.05,16,28,-12,-0.69,+0.35,22.7,27.7,-5.0,-0.29,-0.12
33,Jacob Barrett Laursen,dk  DEN,DF,Arminia,26-124,1994,15,1053,70,45.0,11.7,12,84,9,3,14,5,0.67,10,25,-15,-1.28,-0.58,11.0,19.6,-8.6,-0.73,+0.35
34,Oliver Baumann,de  GER,GK,Hoffenheim,30-292,1990,24,2160,90,96.0,24.0,24,90,24,0,,0,1.21,38,42,-4,-0.17,-0.17,38.9,40.2,-1.2,-0.05,-0.95
35,Julian Baumgartlinger,at  AUT,MF,Leverkusen,33-078,1988,16,1070,67,47.6,11.9,12,83,8,4,18,1,1.75,25,12,+13,+1.09,+0.94,15.7,11.7,+4.0,+0.34,+0.15
36,Christoph Baumgartner,at  AUT,"MF,FW",Hoffenheim,21-232,1999,24,1830,76,81.3,20.3,22,80,10,2,30,0,1.21,35,37,-2,-0.10,+0.33,33.3,33.1,+0.2,+0.01,+0.12
37,Noah Joel Sarenren Bazee,ng  NGA,"FW,MF",Augsburg,24-212,1996,5,36,7,1.6,0.4,0,,0,5,7,3,1.20,2,3,-1,-2.50,-2.09,1.0,1.1,-0.1,-0.22,+0.52
38,Ihlas Bebou,tg  TOG,FW,Hoffenheim,26-332,1994,23,1443,63,64.1,16.0,15,83,6,8,26,2,1.26,30,29,+1,+0.06,+0.62,28.4,23.7,+4.7,+0.29,+0.85
39,Sheraldo Becker,nl  NED,"FW,MF",Union Berlin,26-040,1995,16,1072,67,45.8,11.9,15,71,2,1,9,1,1.56,23,13,+10,+0.84,+0.98,16.9,11.4,+5.5,+0.46,+0.19
40,Timo Becker,de  GER,DF,Schalke 04,23-361,1997,13,1035,80,44.2,11.5,11,90,11,2,23,1,0.46,8,28,-20,-1.74,+0.54,8.0,19.7,-11.7,-1.12,+0.34
41,Brian Behrendt,de  GER,DF,Arminia,29-148,1991,3,79,26,3.4,0.9,0,,0,3,26,0,0.00,1,1,0,0.00,+1.00,0.4,2.0,-1.6,-1.83,-0.94
42,Maximilian Beier,de  GER,"FW,DF",Hoffenheim,18-155,2002,2,2,1,0.1,0.0,0,,0,2,1,6,0.50,0,1,-1,-45.00,-44.88,0.0,0.1,-0.1,-5.71,-5.70
43,Ishak Belfodil,dz  ALG,FW,Hoffenheim,29-068,1992,13,579,45,25.7,6.4,7,68,1,6,18,6,0.54,3,14,-11,-1.71,-2.09,7.7,11.9,-4.2,-0.65,-0.86
44,Stefan Bell,de  GER,DF,Mainz 05,29-209,1991,10,794,79,35.3,8.8,10,79,5,0,,2,1.50,8,10,-2,-0.23,+0.89,9.8,10.4,-0.6,-0.06,+0.29
45,Karim Bellarabi,de  GER,"MF,FW",Leverkusen,30-347,1990,15,438,29,19.5,4.9,3,80,0,12,17,3,1.80,6,3,+3,+0.62,+0.02,8.5,4.1,+4.3,+0.89,+0.79
46,Jude Bellingham,eng  ENG,MF,Dortmund,17-265,2003,22,1195,54,51.1,13.3,13,75,4,9,24,2,1.55,26,24,+2,+0.15,-1.03,26.0,14.0,+11.9,+0.97,+0.23
47,Lars Bender,de  GER,DF,Leverkusen,31-328,1989,13,934,72,41.5,10.4,12,75,5,1,30,3,2.15,21,8,+13,+1.25,+1.12,13.9,11.5,+2.4,+0.23,-0.04
48,Sven Bender,de  GER,DF,Leverkusen,31-328,1989,11,725,66,32.2,8.1,9,77,5,2,16,1,2.09,15,11,+4,+0.50,-0.15,10.0,9.2,+0.8,+0.10,-0.24
49,Ramy Bensebaini,dz  ALG,DF,M'Gladbach,25-339,1995,18,1254,70,53.6,13.9,13,90,12,5,17,1,1.44,22,22,0,0.00,-0.33,15.8,15.3,+0.5,+0.04,-0.58
50,Nabil Bentaleb,dz  ALG,MF,Schalke 04,26-117,1994,9,548,61,23.4,6.1,6,80,4,3,23,2,0.33,2,19,-17,-2.79,-0.98,3.4,14.7,-11.3,-1.86,-0.72
51,Dion Berisha,xk  KVX,MF,Augsburg,17-316,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
52,Louis Beyer,de  GER,DF,M'Gladbach,20-306,2000,2,92,46,3.9,1.0,1,90,1,1,2,12,1.50,2,3,-1,-0.98,-1.18,1.3,1.8,-0.5,-0.46,-0.81
53,Bartosz Bialek,pl  POL,"FW,MF",Wolfsburg,19-130,2001,15,203,14,8.7,2.3,1,72,0,14,9,11,2.27,8,1,+7,+3.10,+2.43,6.5,2.9,+3.6,+1.58,+1.34
54,Ermin Bičakčić,ba  BIH,DF,Hoffenheim,31-056,1990,2,128,64,5.7,1.4,2,64,1,0,,0,3.00,5,3,+2,+1.41,+1.66,4.4,2.6,+1.7,+1.23,+1.32
55,Leonardo Bittencourt,de  GER,"MF,FW",Werder Bremen,27-092,1993,23,1268,55,54.2,14.1,15,72,4,8,24,2,1.00,21,23,-2,-0.14,+0.28,16.0,21.3,-5.3,-0.39,+0.15
56,Jérôme Boateng,de  GER,DF,Bayern Munich,32-199,1988,22,1841,84,78.7,20.5,22,84,15,0,,3,2.45,58,27,+31,+1.52,-0.65,43.8,25.0,+18.9,+0.97,+0.14
57,Jean-Paul Boëtius,nl  NED,"MF,FW",Mainz 05,26-364,1994,22,1458,66,64.8,16.2,16,83,8,6,23,3,0.64,18,29,-11,-0.68,+0.34,22.7,25.9,-3.1,-0.19,+0.16
58,Melayro Bogarde,nl  NED,"DF,MF",Hoffenheim,18-297,2002,8,276,35,12.3,3.1,2,88,1,6,17,14,1.50,3,9,-6,-1.96,-2.05,4.8,6.8,-2.0,-0.66,-0.73
59,Elias Bördner,de  GER,GK,Eint Frankfurt,19-031,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
60,Dennis Borkowski,de  GER,MF,RB Leipzig,19-054,2002,2,11,6,0.5,0.1,0,,0,2,6,6,2.00,0,0,0,0.00,-1.04,0.2,0.1,+0.1,+0.47,-0.56
61,Sebastiaan Bornauw,be  BEL,DF,Köln,21-364,1999,17,1530,90,65.4,17.0,17,90,17,0,,1,0.88,14,29,-15,-0.88,-0.22,17.5,29.2,-11.7,-0.69,-0.10
62,Nassim Boujellab,ma  MAR,"MF,FW",Schalke 04,21-274,1999,12,605,50,25.9,6.7,6,72,3,6,29,2,0.25,3,18,-15,-2.23,-0.26,5.1,11.7,-6.6,-0.98,+0.45
63,Carlo Boukhalfa,ma  MAR,MF,Freiburg,21-322,1999,0,,,,,0,,0,0,,7,,,,,,,,,,,
64,Dedryck Boyata,be  BEL,DF,Hertha BSC,30-113,1990,13,1153,89,51.2,12.8,13,89,11,0,,0,1.00,20,23,-3,-0.23,+0.91,15.5,19.3,-3.8,-0.30,-0.27
65,Can Bozdogan,de  GER,MF,Schalke 04,19-350,2001,10,450,45,19.2,5.0,3,63,0,7,37,13,0.50,4,12,-8,-1.60,+0.54,3.1,8.4,-5.3,-1.06,+0.32
66,Julian Brandt,de  GER,"FW,MF",Dortmund,24-323,1996,25,1272,51,54.4,14.1,15,73,6,10,17,1,1.60,27,22,+5,+0.35,-0.66,26.8,15.7,+11.1,+0.81,-0.09
67,Fabian Bredlow,de  GER,GK,Stuttgart,26-019,1995,0,,,,,0,,0,0,,26,,,,,,,,,,,
68,Josip Brekalo,hr  CRO,FW,Wolfsburg,22-271,1998,22,1377,63,58.8,15.3,17,76,4,5,17,2,2.00,23,15,+8,+0.52,-0.88,19.8,16.5,+3.3,+0.23,-0.33
69,Joshua Brenet,nl  NED,DF,Hoffenheim,27-001,1994,1,1,1,0.0,0.0,0,,0,1,1,14,3.00,0,0,0,0.00,+0.16,0.0,0.0,0.0,0.00,+0.01
70,John Brooks,us  USA,DF,Wolfsburg,28-052,1993,24,2088,87,89.2,23.2,23,90,23,1,18,0,2.00,40,20,+20,+0.86,-0.21,34.1,23.4,+10.6,+0.48,+0.99
71,Daniel Brosinski,de  GER,DF,Mainz 05,32-247,1988,14,1030,74,45.8,11.4,12,84,8,2,10,7,0.64,14,27,-13,-1.14,-0.62,17.1,23.6,-6.5,-0.57,-0.58
72,Jeffrey Bruma,nl  NED,DF,Wolfsburg,29-128,1991,0,,,,,0,,0,0,,2,,,,,,,,,,,
73,Cédric Brunner,ch  SUI,DF,Arminia,27-032,1994,24,2062,86,88.1,22.9,23,86,18,1,78,0,0.92,18,38,-20,-0.87,+0.75,19.1,39.2,-20.2,-0.88,+0.36
74,Mathis Bruns,de  GER,DF,Union Berlin,16-355,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
75,Jacob Bruun Larsen,dk  DEN,FW,Hoffenheim,22-183,1998,2,89,45,4.0,1.0,1,58,0,1,31,7,0.50,1,2,-1,-1.01,-0.89,1.2,1.9,-0.7,-0.69,-0.71
76,Marius Bülter,de  GER,"FW,MF",Union Berlin,27-357,1993,21,821,39,35.1,9.1,7,79,2,14,19,3,1.33,8,11,-3,-0.33,-0.98,10.5,8.0,+2.5,+0.28,-0.14
77,Jonathan Burkardt,de  GER,"FW,DF",Mainz 05,20-253,2000,23,1055,46,46.9,11.7,11,76,1,12,18,1,0.78,10,26,-16,-1.36,-1.06,15.6,22.1,-6.5,-0.56,-0.58
78,Nishan Burkart,ch  SUI,FW,Freiburg,21-049,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
79,Roman Bürki,ch  SUI,GK,Dortmund,30-127,1990,16,1440,90,61.5,16.0,16,90,16,0,,5,1.44,30,26,+4,+0.25,-1.05,32.1,19.1,+13.1,+0.82,-0.11
80,Jakob Busk,dk  DEN,GK,Union Berlin,27-190,1993,0,,,,,0,,0,0,,3,,,,,,,,,,,
81,Kerim Calhanoglu,de  GER,DF,Schalke 04,18-207,2002,3,251,84,10.7,2.8,3,84,2,0,,2,0.33,0,6,-6,-2.15,-0.13,0.3,2.3,-2.0,-1.11,+0.22
82,Daniel Caligiuri,it  ITA,"MF,DF",Augsburg,33-065,1988,25,2151,86,95.6,23.9,25,86,19,0,,0,1.16,24,34,-10,-0.42,+0.49,22.8,40.5,-17.7,-0.74,-0.27
83,Emre Can,de  GER,"DF,MF",Dortmund,27-068,1994,21,1640,78,70.1,18.2,18,87,15,3,26,2,1.62,39,26,+13,+0.71,+0.20,34.7,20.8,+13.8,+0.80,-0.17
84,Koen Casteels,be  BEL,GK,Wolfsburg,28-269,1992,25,2250,90,96.2,25.0,25,90,25,0,,0,2.00,43,21,+22,+0.88,-0.12,36.6,26.5,+10.1,+0.42,+1.33
85,Gonzalo Castro,de  GER,"MF,FW",Stuttgart,33-283,1987,21,1444,69,61.7,16.0,20,72,2,1,9,2,1.48,25,27,-2,-0.12,-0.93,25.1,21.6,+3.6,+0.24,-0.05
86,Sava Cestic,de  GER,DF,Köln,20-030,2001,11,899,82,38.4,10.0,11,82,9,0,,6,1.27,10,19,-9,-0.90,-0.15,8.0,16.4,-8.4,-0.84,-0.30
87,Timothy Chandler,us  USA,DF,Eint Frankfurt,30-357,1990,7,89,13,3.8,1.0,0,,0,7,13,17,1.71,1,3,-2,-2.02,-2.78,0.9,2.8,-2.0,-2.37,-2.81
88,Kwon Chang-hoon,kr  KOR,"MF,FW",Freiburg,26-264,1994,9,191,21,8.5,2.1,1,65,0,8,16,2,1.00,3,6,-3,-1.41,-1.46,2.3,4.6,-2.3,-1.10,-0.95
89,Tahith Chong,nl  NED,"FW,MF",Werder Bremen,21-107,1999,13,386,30,16.5,4.3,4,68,1,9,13,6,1.08,5,8,-3,-0.70,-0.52,3.9,6.0,-2.1,-0.50,-0.06
90,Darko Churlinov,mk  MKD,"DF,FW",Stuttgart,20-253,2000,6,64,11,2.7,0.7,0,,0,6,11,8,1.50,1,2,-1,-1.41,-1.68,1.1,1.4,-0.3,-0.40,-0.67
91,Tim Civeja,de  GER,"MF,DF",Augsburg,19-076,2002,3,34,11,1.5,0.4,0,,0,3,11,8,0.00,0,0,0,0.00,+0.45,0.0,0.7,-0.7,-1.76,-1.05
92,Kingsley Coman,fr  FRA,"FW,MF",Bayern Munich,24-281,1996,21,1373,65,58.7,15.3,17,75,3,4,25,2,2.19,38,21,+17,+1.11,-1.31,31.5,19.0,+12.4,+0.83,-0.26
93,Jomaine Consbruch,de  GER,MF,Arminia,19-054,2002,0,,,,,0,,0,0,,7,,,,,,,,,,,
94,Jhon Córdoba,co  COL,FW,Hertha BSC,27-314,1993,15,1098,73,48.8,12.2,12,82,6,3,40,0,0.93,14,22,-8,-0.66,+0.05,18.7,15.0,+3.7,+0.30,+0.91
95,Sergio Córdova,ve  VEN,"FW,MF",Arminia,23-224,1997,22,1061,48,45.3,11.8,13,67,1,9,21,1,1.00,7,17,-10,-0.85,+0.21,9.4,19.4,-10.0,-0.85,+0.14
96,Douglas Costa,br  BRA,"FW,MF",Bayern Munich,30-188,1990,11,320,29,13.7,3.6,3,65,0,8,16,5,2.36,7,5,+2,+0.56,-1.26,4.5,5.2,-0.7,-0.19,-1.32
97,Tanguy Coulibaly,fr  FRA,"DF,FW",Stuttgart,20-031,2001,25,1068,43,45.6,11.9,12,69,1,13,19,1,1.44,21,21,0,0.00,-0.42,19.6,13.7,+5.8,+0.54,+0.50
98,Mickaël Cuisance,fr  FRA,FW,Bayern Munich,21-217,1999,1,18,18,0.8,0.2,0,,0,1,18,0,3.00,1,0,+1,+5.00,+3.37,0.1,0.1,+0.1,+0.27,-0.68
99,Matheus Cunha,br  BRA,"FW,MF",Hertha BSC,21-298,1999,21,1730,82,76.9,19.2,20,85,15,1,31,0,0.81,24,36,-12,-0.62,+0.24,23.1,27.6,-4.5,-0.23,-0.30
100,Rafael Czichos,de  GER,DF,Köln,30-311,1990,20,1539,77,65.8,17.1,18,81,13,2,44,0,0.85,18,25,-7,-0.41,+1.16,17.1,23.0,-5.9,-0.37,+0.81
101,Moanes Dabour,il  ISR,FW,Hoffenheim,28-311,1992,21,972,46,43.2,10.8,11,75,2,10,15,3,1.24,17,12,+5,+0.46,+1.10,17.6,15.0,+2.6,+0.24,+0.45
102,Finn Dahmen,de  GER,GK,Mainz 05,22-359,1998,1,90,90,4.0,1.0,1,90,1,0,,24,0.00,2,5,-3,-3.00,-2.29,1.5,3.5,-2.0,-1.96,-1.78
103,Mahmoud Dahoud,de  GER,MF,Dortmund,25-079,1996,13,758,58,32.4,8.4,9,76,2,4,20,11,1.85,19,8,+11,+1.31,+0.96,13.4,7.5,+5.9,+0.79,-0.10
104,Leon Dajaku,de  GER,FW,Union Berlin,19-343,2001,2,37,19,1.6,0.4,0,,0,2,19,4,0.50,0,1,-1,-2.43,-2.78,0.3,1.2,-0.8,-2.06,-2.46
105,Tiago Dantas,pt  POR,MF,Bayern Munich,20-087,2000,1,4,4,0.2,0.0,0,,0,1,4,6,3.00,0,0,0,0.00,-1.66,0.0,0.2,-0.2,-3.45,-4.39
106,Márton Dárdai,de  GER,DF,Hertha BSC,19-037,2002,6,377,63,16.8,4.2,4,90,4,2,9,10,1.17,2,8,-6,-1.43,-0.90,4.5,3.5,+1.0,+0.23,+0.47
107,Vladimír Darida,cz  CZE,MF,Hertha BSC,30-225,1990,22,1634,74,72.6,18.2,21,78,8,1,2,3,0.86,20,33,-13,-0.72,-0.13,22.5,26.7,-4.2,-0.23,-0.25
108,Alphonso Davies,ca  CAN,DF,Bayern Munich,20-139,2000,17,1223,72,52.3,13.6,16,76,10,1,1,4,2.24,36,24,+12,+0.88,-1.61,29.8,17.3,+12.5,+0.93,-0.03
109,Thomas Delaney,dk  DEN,MF,Dortmund,29-199,1991,14,950,68,40.6,10.6,11,76,4,3,38,6,2.00,23,11,+12,+1.14,+0.81,19.0,11.7,+7.4,+0.70,-0.27
110,Kerem Demirbay,de  GER,MF,Leverkusen,27-261,1993,20,1171,59,52.0,13.0,13,79,7,7,20,3,1.40,15,11,+4,+0.31,-0.61,16.4,13.0,+3.4,+0.26,+0.01
111,Ermedin Demirović,ba  BIH,FW,Freiburg,22-361,1998,22,992,45,44.1,11.0,13,68,0,9,12,2,1.41,21,14,+7,+0.64,+1.28,13.8,16.9,-3.1,-0.28,-0.08
112,Emmanuel Dennis,ng  NGA,FW,Köln,23-126,1997,7,374,53,16.0,4.2,5,69,1,2,15,1,1.00,6,6,0,0.00,+0.96,3.6,5.7,-2.1,-0.50,+0.19
113,Mike van der Hoorn,nl  NED,DF,Arminia,28-157,1992,18,1256,70,53.7,14.0,14,89,12,4,2,8,0.94,9,24,-15,-1.07,-0.24,8.5,24.6,-16.1,-1.15,-0.50
114,Moussa Diaby,fr  FRA,"FW,MF",Leverkusen,21-257,1999,24,2010,84,89.3,22.3,24,84,17,0,,0,1.67,38,25,+13,+0.58,-0.17,29.3,25.4,+3.9,+0.17,-0.78
115,Daniel Didavi,de  GER,"FW,MF",Stuttgart,31-028,1990,16,758,47,32.4,8.4,8,74,1,8,20,5,1.19,17,14,+3,+0.36,+0.19,17.2,13.4,+3.7,+0.45,+0.29
116,Javairô Dilrosun,nl  NED,"FW,MF",Hertha BSC,22-272,1998,8,296,37,13.2,3.3,2,67,0,6,27,3,0.75,5,6,-1,-0.30,+0.43,3.2,5.1,-1.9,-0.58,-0.48
117,Eren Dinkçi,de  GER,"FW,DF",Werder Bremen,19-098,2001,3,17,6,0.7,0.2,0,,0,3,6,6,1.00,1,1,0,0.00,+0.27,0.4,0.2,+0.2,+1.14,+1.60
118,Ritsu Doan,jp  JPN,"MF,FW",Arminia,22-278,1998,26,2081,80,88.9,23.1,25,82,12,1,26,0,0.85,18,39,-21,-0.91,+0.48,18.4,40.5,-22.1,-0.96,-0.31
119,Ji Dong-won,kr  KOR,FW,Mainz 05,29-297,1991,6,62,10,2.8,0.7,0,,0,6,10,6,0.67,0,4,-4,-5.81,-5.15,0.6,2.1,-1.5,-2.18,-1.99
120,Bas Dost,nl  NED,FW,Eint Frankfurt,31-294,1989,12,817,68,34.9,9.1,9,86,7,3,14,1,1.33,14,16,-2,-0.22,-1.34,16.1,16.1,0.0,0.00,-0.55
121,Aleksandar Dragović,at  AUT,DF,Leverkusen,30-015,1991,14,776,55,34.5,8.6,7,84,5,7,27,10,1.71,17,11,+6,+0.70,+0.15,13.0,9.1,+3.9,+0.45,+0.30
122,Dominick Drexler,de  GER,"MF,FW",Köln,30-299,1990,20,938,47,40.1,10.4,8,80,2,12,25,6,0.90,9,17,-8,-0.77,+0.07,10.9,16.5,-5.6,-0.59,+0.11
123,Stefan Drljača,de  GER,GK,Dortmund,21-335,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
124,Ondrej Duda,sk  SVK,"FW,MF",Köln,26-106,1994,25,1939,78,82.9,21.5,25,78,8,0,,0,0.92,22,30,-8,-0.37,+2.55,19.0,31.1,-12.1,-0.59,+0.39
125,Erik Durm,de  GER,DF,Eint Frankfurt,28-313,1992,14,1112,79,47.5,12.4,14,79,4,0,,1,1.86,25,15,+10,+0.81,+0.30,18.8,15.9,+2.9,+0.24,-0.22
126,Johannes Eggestein,de  GER,"FW,MF",Werder Bremen,22-317,1998,2,33,17,1.4,0.4,0,,0,2,17,1,3.00,0,1,-1,-2.73,-2.49,0.5,0.4,+0.1,+0.25,+0.72
127,Maximilian Eggestein,de  GER,MF,Werder Bremen,24-103,1996,26,2313,89,98.8,25.7,26,89,25,0,,0,1.15,30,36,-6,-0.23,+3.10,23.7,34.6,-10.9,-0.44,+1.02
128,Lilian Egloff,de  GER,MF,Stuttgart,18-213,2002,2,16,8,0.7,0.2,0,,0,2,8,3,3.00,1,0,+1,+5.63,+5.43,0.5,0.5,0.0,+0.06,-0.20
129,Kingsley Ehizibue,nl  NED,DF,Köln,25-300,1995,15,775,52,33.1,8.6,10,66,1,5,23,9,0.87,7,15,-8,-0.93,-0.18,7.6,11.0,-3.4,-0.44,+0.31
130,Nico Elvedi,ch  SUI,DF,M'Gladbach,24-172,1996,23,1996,87,85.3,22.2,23,87,21,0,,2,1.39,35,33,+2,+0.09,-0.43,33.5,25.3,+8.2,+0.39,+0.46
131,Breel Embolo,ch  SUI,"FW,MF",M'Gladbach,24-035,1997,23,1172,51,50.1,13.0,14,76,6,9,12,0,1.39,24,21,+3,+0.23,+0.15,22.8,17.5,+5.3,+0.41,+0.19
132,Keita Endo,jp  JPN,"MF,FW",Union Berlin,23-119,1997,12,248,21,10.6,2.8,2,40,0,10,17,10,1.58,4,2,+2,+0.73,+0.47,4.4,3.0,+1.4,+0.56,+0.21
