,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
17,Waldemar Anton,de  GER,DF,Stuttgart,24-244,1996,22.1,2,0,0,19,28,1,8,33,19,0,1,0,257,48,30,61.5
18,Charles Aránguiz,cl  CHI,MF,Leverkusen,31-338,1989,12.3,4,0,0,25,16,0,1,18,19,0,0,0,153,11,17,39.3
19,Santiago Arias,co  COL,DF,Leverkusen,29-067,1992,1.0,0,0,0,1,0,0,0,0,4,0,0,0,12,0,3,0.0
20,Maximilian Arnold,de  GER,MF,Wolfsburg,26-298,1994,21.7,4,1,0,25,48,0,31,25,32,0,1,0,278,28,27,50.9
21,Toluwalas Arokodare,ng  NGA,FW,Köln,20-118,2000,1.1,0,0,0,1,1,2,0,0,1,0,0,0,6,7,10,41.2
22,Santiago Ascacíbar,ar  ARG,MF,Hertha BSC,24-024,1997,3.0,0,0,0,5,0,0,0,2,2,0,0,0,37,3,2,60.0
23,Ludwig Augustinsson,se  SWE,DF,Werder Bremen,26-334,1994,16.7,4,0,0,15,20,2,68,10,14,0,1,0,127,28,16,63.6
24,Taiwo Awoniyi,ng  NGA,FW,Union Berlin,23-221,1997,14.3,0,0,0,20,20,14,3,4,6,1,0,0,59,29,84,25.7
25,Leon Bailey,jm  JAM,FW,Leverkusen,23-224,1997,19.1,5,0,0,21,35,11,73,15,11,0,0,0,150,17,31,35.4
26,Aymen Barkok,ma  MAR,"FW,MF",Eint Frankfurt,22-304,1998,9.3,5,0,0,22,4,1,15,11,14,0,1,0,73,15,21,41.7
27,Leandro Barreiro Martins,lu  LUX,MF,Mainz 05,21-077,2000,17.3,2,0,0,48,30,0,5,27,22,0,2,0,212,42,35,54.5
28,Jacob Barrett Laursen,dk  DEN,DF,Arminia,26-124,1994,11.7,1,0,0,11,12,0,15,21,12,0,0,0,105,13,23,36.1
29,Oliver Baumann,de  GER,GK,Hoffenheim,30-292,1990,24.0,1,0,0,0,8,0,0,0,0,0,0,0,162,0,1,0.0
30,Julian Baumgartlinger,at  AUT,MF,Leverkusen,33-078,1988,11.9,1,0,0,11,14,0,2,17,28,0,0,0,130,25,13,65.8
31,Christoph Baumgartner,at  AUT,"MF,FW",Hoffenheim,21-232,1999,20.3,4,0,0,53,42,1,14,14,29,2,0,0,161,48,76,38.7
32,Noah Joel Sarenren Bazee,ng  NGA,"FW,MF",Augsburg,24-212,1996,0.4,1,0,0,2,1,1,0,2,1,0,0,0,6,3,2,60.0
33,Ihlas Bebou,tg  TOG,FW,Hoffenheim,26-332,1994,16.0,2,0,0,18,28,3,27,4,16,1,0,0,83,42,62,40.4
34,Sheraldo Becker,nl  NED,"FW,MF",Union Berlin,26-040,1995,11.9,2,0,0,18,14,6,47,5,7,0,0,0,102,8,25,24.2
35,Timo Becker,de  GER,DF,Schalke 04,23-361,1997,11.5,1,0,0,6,9,0,16,17,12,0,0,0,89,16,13,55.2
36,Brian Behrendt,de  GER,DF,Arminia,29-148,1991,0.9,0,0,0,1,0,0,1,0,1,0,0,0,10,2,3,40.0
37,Maximilian Beier,de  GER,"FW,DF",Hoffenheim,18-155,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
38,Ishak Belfodil,dz  ALG,FW,Hoffenheim,29-068,1992,6.4,0,0,0,11,9,5,4,0,2,0,0,0,28,8,8,50.0
39,Stefan Bell,de  GER,DF,Mainz 05,29-209,1991,8.8,3,0,0,18,6,1,2,23,11,0,0,0,114,46,17,73.0
40,Karim Bellarabi,de  GER,"MF,FW",Leverkusen,30-347,1990,4.9,2,0,0,13,4,9,28,5,7,0,0,0,42,1,5,16.7
41,Jude Bellingham,eng  ENG,MF,Dortmund,17-265,2003,13.3,3,0,0,31,39,1,18,9,28,0,0,0,114,20,17,54.1
42,Lars Bender,de  GER,DF,Leverkusen,31-328,1989,10.4,2,0,0,11,14,1,9,8,13,0,0,0,118,15,15,50.0
43,Sven Bender,de  GER,DF,Leverkusen,31-328,1989,8.1,1,0,0,7,5,1,3,5,8,0,0,0,113,24,20,54.5
44,Ramy Bensebaini,dz  ALG,DF,M'Gladbach,25-339,1995,13.9,5,0,0,28,17,2,13,34,12,0,2,0,109,38,19,66.7
45,Nabil Bentaleb,dz  ALG,MF,Schalke 04,26-117,1994,6.1,2,0,0,11,4,0,1,3,6,0,0,0,53,6,6,50.0
46,Louis Beyer,de  GER,DF,M'Gladbach,20-306,2000,1.0,0,0,0,2,1,0,0,2,2,0,0,0,6,4,2,66.7
47,Bartosz Bialek,pl  POL,"FW,MF",Wolfsburg,19-130,2001,2.3,1,0,0,7,3,1,0,2,6,0,0,0,20,5,24,17.2
48,Ermin Bičakčić,ba  BIH,DF,Hoffenheim,31-056,1990,1.4,1,0,0,2,1,0,0,1,0,0,0,0,7,5,4,55.6
49,Leonardo Bittencourt,de  GER,"MF,FW",Werder Bremen,27-092,1993,14.1,3,0,0,21,28,7,35,14,21,1,0,0,95,10,27,27.0
50,Jérôme Boateng,de  GER,DF,Bayern Munich,32-199,1988,20.5,5,0,0,17,7,1,9,30,18,0,0,0,190,34,14,70.8
51,Jean-Paul Boëtius,nl  NED,"MF,FW",Mainz 05,26-364,1994,16.2,3,0,0,20,33,1,19,17,24,0,0,0,149,12,26,31.6
52,Melayro Bogarde,nl  NED,"DF,MF",Hoffenheim,18-297,2002,3.1,1,0,0,5,10,0,0,3,5,0,1,0,42,5,3,62.5
53,Dennis Borkowski,de  GER,MF,RB Leipzig,19-054,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
54,Sebastiaan Bornauw,be  BEL,DF,Köln,21-364,1999,17.0,2,0,0,19,9,2,0,19,16,0,2,0,130,33,32,50.8
55,Nassim Boujellab,ma  MAR,"MF,FW",Schalke 04,21-274,1999,6.7,2,0,0,16,18,0,1,6,13,0,0,0,65,13,26,33.3
56,Dedryck Boyata,be  BEL,DF,Hertha BSC,30-113,1990,12.8,1,0,0,7,4,0,1,12,7,0,1,0,126,29,16,64.4
57,Can Bozdogan,de  GER,MF,Schalke 04,19-350,2001,5.0,0,0,0,5,10,0,6,3,11,0,0,1,40,0,13,0.0
58,Julian Brandt,de  GER,"FW,MF",Dortmund,24-323,1996,14.1,0,0,0,5,15,2,25,13,12,0,0,0,100,5,20,20.0
59,Josip Brekalo,hr  CRO,FW,Wolfsburg,22-271,1998,15.3,1,0,0,6,13,2,21,12,10,0,0,0,90,2,15,11.8
60,Joshua Brenet,nl  NED,DF,Hoffenheim,27-001,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
61,John Brooks,us  USA,DF,Wolfsburg,28-052,1993,23.2,5,0,0,24,10,0,1,35,26,0,1,1,274,81,29,73.6
62,Daniel Brosinski,de  GER,DF,Mainz 05,32-247,1988,11.4,0,0,0,7,1,0,40,7,5,0,0,0,91,7,14,33.3
63,Cédric Brunner,ch  SUI,DF,Arminia,27-032,1994,22.9,4,0,0,29,22,1,36,26,24,0,0,0,248,45,25,64.3
64,Jacob Bruun Larsen,dk  DEN,FW,Hoffenheim,22-183,1998,1.0,0,0,0,2,0,2,1,0,0,0,0,0,4,1,3,25.0
65,Marius Bülter,de  GER,"FW,MF",Union Berlin,27-357,1993,9.1,1,0,0,12,14,3,22,4,8,0,0,0,74,13,20,39.4
66,Jonathan Burkardt,de  GER,"FW,DF",Mainz 05,20-253,2000,11.7,0,0,0,17,34,1,11,3,10,0,0,0,99,15,44,25.4
67,Roman Bürki,ch  SUI,GK,Dortmund,30-127,1990,16.0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,1,0.0
68,Kerim Calhanoglu,de  GER,DF,Schalke 04,18-207,2002,2.8,0,0,0,1,1,0,4,2,1,0,0,0,20,2,2,50.0
69,Daniel Caligiuri,it  ITA,"MF,DF",Augsburg,33-065,1988,23.9,4,0,0,31,48,3,31,34,38,0,0,0,195,27,44,38.0
70,Emre Can,de  GER,"DF,MF",Dortmund,27-068,1994,18.2,5,0,0,28,19,0,11,26,39,0,1,0,203,41,16,71.9
71,Koen Casteels,be  BEL,GK,Wolfsburg,28-269,1992,25.0,0,0,0,1,2,0,0,0,0,0,1,0,124,0,0,
72,Gonzalo Castro,de  GER,"MF,FW",Stuttgart,33-283,1987,16.0,7,0,0,15,12,1,28,5,10,0,0,0,129,8,16,33.3
73,Sava Cestic,de  GER,DF,Köln,20-030,2001,10.0,3,0,0,15,4,0,0,29,14,0,1,0,74,19,10,65.5
74,Timothy Chandler,us  USA,DF,Eint Frankfurt,30-357,1990,1.0,0,0,0,2,1,2,2,1,0,0,0,0,7,2,0,100.0
75,Kwon Chang-hoon,kr  KOR,"MF,FW",Freiburg,26-264,1994,2.1,2,0,0,4,3,1,3,4,2,0,0,0,10,5,4,55.6
76,Tahith Chong,nl  NED,"FW,MF",Werder Bremen,21-107,1999,4.3,1,0,0,13,14,0,7,3,8,0,1,0,49,1,9,10.0
77,Darko Churlinov,mk  MKD,"DF,FW",Stuttgart,20-253,2000,0.7,0,0,0,2,2,1,1,1,1,0,0,0,7,0,3,0.0
78,Tim Civeja,de  GER,"MF,DF",Augsburg,19-076,2002,0.4,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,
79,Kingsley Coman,fr  FRA,"FW,MF",Bayern Munich,24-281,1996,15.3,1,0,0,11,27,5,68,8,11,1,0,0,96,8,16,33.3
80,Jhon Córdoba,co  COL,FW,Hertha BSC,27-314,1993,12.2,3,0,0,25,30,11,10,8,2,2,1,0,41,26,56,31.7
81,Sergio Córdova,ve  VEN,"FW,MF",Arminia,23-224,1997,11.8,0,0,0,15,21,9,7,5,11,0,0,0,79,33,46,41.8
82,Douglas Costa,br  BRA,"FW,MF",Bayern Munich,30-188,1990,3.6,0,0,0,7,2,3,12,3,2,0,0,0,25,2,5,28.6
83,Tanguy Coulibaly,fr  FRA,"DF,FW",Stuttgart,20-031,2001,11.9,1,0,0,25,13,10,21,8,14,0,0,0,67,9,28,24.3
84,Mickaël Cuisance,fr  FRA,FW,Bayern Munich,21-217,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
85,Matheus Cunha,br  BRA,"FW,MF",Hertha BSC,21-298,1999,19.2,8,0,0,40,58,4,48,27,27,1,1,0,163,14,24,36.8
86,Rafael Czichos,de  GER,DF,Köln,30-311,1990,17.1,5,0,0,22,12,1,1,26,23,0,1,0,170,49,40,55.1
87,Moanes Dabour,il  ISR,FW,Hoffenheim,28-311,1992,10.8,2,0,0,17,24,5,8,6,8,0,0,0,74,22,23,48.9
88,Finn Dahmen,de  GER,GK,Mainz 05,22-359,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
89,Mahmoud Dahoud,de  GER,MF,Dortmund,25-079,1996,8.4,1,0,0,13,15,0,3,11,12,0,1,0,97,7,7,50.0
90,Leon Dajaku,de  GER,FW,Union Berlin,19-343,2001,0.4,0,0,0,0,1,2,0,0,1,0,0,0,5,1,1,50.0
91,Tiago Dantas,pt  POR,MF,Bayern Munich,20-087,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,Márton Dárdai,de  GER,DF,Hertha BSC,19-037,2002,4.2,0,0,0,9,0,0,5,6,5,0,0,0,26,6,6,50.0
93,Vladimír Darida,cz  CZE,MF,Hertha BSC,30-225,1990,18.2,2,1,0,20,20,2,42,25,22,0,0,0,182,17,27,38.6
94,Alphonso Davies,ca  CAN,DF,Bayern Munich,20-139,2000,13.6,1,1,0,10,23,3,21,26,22,1,0,0,181,16,17,48.5
95,Thomas Delaney,dk  DEN,MF,Dortmund,29-199,1991,10.6,6,0,0,33,20,1,6,19,27,0,0,0,126,26,11,70.3
96,Kerem Demirbay,de  GER,MF,Leverkusen,27-261,1993,13.0,2,0,0,28,19,0,18,10,26,0,0,0,136,8,18,30.8
97,Ermedin Demirović,ba  BIH,FW,Freiburg,22-361,1998,11.0,3,0,0,33,10,7,5,3,11,0,0,0,51,34,77,30.6
98,Emmanuel Dennis,ng  NGA,FW,Köln,23-126,1997,4.2,0,0,0,11,4,6,6,1,6,0,0,0,22,6,15,28.6
99,Mike van der Hoorn,nl  NED,DF,Arminia,28-157,1992,14.0,3,0,0,10,7,0,0,6,6,0,1,0,143,47,34,58.0
100,Moussa Diaby,fr  FRA,"FW,MF",Leverkusen,21-257,1999,22.3,5,0,0,26,14,8,91,12,5,0,0,0,129,3,16,15.8
101,Daniel Didavi,de  GER,"FW,MF",Stuttgart,31-028,1990,8.4,2,0,0,14,10,3,16,4,4,0,0,0,47,6,10,37.5
102,Javairô Dilrosun,nl  NED,"FW,MF",Hertha BSC,22-272,1998,3.3,0,0,0,5,5,1,5,5,4,0,0,0,18,0,4,0.0
103,Eren Dinkçi,de  GER,"FW,DF",Werder Bremen,19-098,2001,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
104,Ritsu Doan,jp  JPN,"MF,FW",Arminia,22-278,1998,23.1,1,0,0,28,54,4,47,21,32,0,0,0,148,21,38,35.6
105,Ji Dong-won,kr  KOR,FW,Mainz 05,29-297,1991,0.7,1,0,0,3,1,0,0,0,0,0,0,0,10,5,4,55.6
106,Bas Dost,nl  NED,FW,Eint Frankfurt,31-294,1989,9.1,3,0,0,16,9,3,4,2,4,0,0,0,34,70,32,68.6
107,Aleksandar Dragović,at  AUT,DF,Leverkusen,30-015,1991,8.6,3,0,0,12,6,0,5,13,6,0,0,0,121,12,8,60.0
108,Dominick Drexler,de  GER,"MF,FW",Köln,30-299,1990,10.4,1,0,0,15,17,6,27,11,19,0,0,0,68,10,13,43.5
109,Ondrej Duda,sk  SVK,"FW,MF",Köln,26-106,1994,21.5,6,1,1,39,41,4,39,16,25,0,0,0,139,34,64,34.7
110,Erik Durm,de  GER,DF,Eint Frankfurt,28-313,1992,12.4,1,0,0,8,12,1,29,17,13,0,0,0,95,19,21,47.5
111,Johannes Eggestein,de  GER,"FW,MF",Werder Bremen,22-317,1998,0.4,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0,100.0
112,Maximilian Eggestein,de  GER,MF,Werder Bremen,24-103,1996,25.7,4,0,0,24,33,1,9,32,27,0,0,0,291,35,38,47.9
113,Lilian Egloff,de  GER,MF,Stuttgart,18-213,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
114,Kingsley Ehizibue,nl  NED,DF,Köln,25-300,1995,8.6,4,0,0,14,10,2,24,9,16,0,1,0,69,15,8,65.2
115,Nico Elvedi,ch  SUI,DF,M'Gladbach,24-172,1996,22.2,1,0,0,10,12,1,2,43,22,0,0,0,223,75,43,63.6
116,Breel Embolo,ch  SUI,"FW,MF",M'Gladbach,24-035,1997,13.0,4,0,0,28,49,10,8,5,11,3,0,0,81,28,49,36.4
117,Keita Endo,jp  JPN,"MF,FW",Union Berlin,23-119,1997,2.8,0,0,0,6,8,2,5,3,3,0,0,0,25,5,9,35.7
118,Wataru Endo,jp  JPN,MF,Stuttgart,28-040,1993,25.8,4,0,0,38,47,0,5,32,52,1,0,0,318,59,36,62.1
119,Patrick Erras,de  GER,"FW,MF",Werder Bremen,26-059,1995,0.2,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,80.0
120,Ralf Fährmann,de  GER,GK,Schalke 04,32-175,1988,13.8,2,0,0,0,3,0,0,0,0,0,0,0,68,0,0,
121,Ohis Felix Uduokhai,de  GER,DF,Augsburg,23-193,1997,24.0,3,0,0,19,21,1,7,29,22,0,1,1,238,83,42,66.4
122,Edimilson Fernandes,ch  SUI,"MF,DF",Mainz 05,24-340,1996,8.6,1,0,0,6,4,1,11,20,5,0,0,0,81,7,4,63.6
123,Alfreð Finnbogason,is  ISL,FW,Augsburg,32-048,1989,4.6,0,0,0,6,3,2,8,1,1,0,0,0,30,12,22,35.3
124,Emil Forsberg,se  SWE,"FW,MF",RB Leipzig,29-149,1991,12.6,0,0,0,11,19,6,9,7,6,1,0,0,52,10,23,30.3
125,Philipp Förster,de  GER,"FW,MF",Stuttgart,26-045,1995,10.3,1,0,0,15,14,2,9,11,13,0,0,0,55,9,13,40.9
126,Timothy Fosu-Mensah,nl  NED,DF,Leverkusen,23-078,1998,4.5,2,0,0,5,4,0,5,6,5,0,0,0,39,11,3,78.6
127,Raphael Framberger,de  GER,DF,Augsburg,25-196,1995,12.6,5,1,1,11,9,0,29,20,10,0,2,1,116,22,25,46.8
128,Marco Friedl,at  AUT,DF,Werder Bremen,23-005,1998,25.0,5,0,0,25,29,0,6,47,33,0,0,0,199,35,21,62.5
129,Marvin Friedrich,de  GER,DF,Union Berlin,25-098,1995,26.0,1,0,0,18,18,1,9,30,29,0,0,0,267,74,55,57.4
130,Jeremie Frimpong,nl  NED,"DF,FW",Leverkusen,20-101,2000,2.7,1,0,0,5,7,0,11,1,2,0,0,0,21,3,9,25.0
131,Niclas Füllkrug,de  GER,FW,Werder Bremen,28-040,1993,5.5,1,0,0,9,11,7,1,3,4,1,0,0,19,35,45,43.8
132,Mijat Gaćinović,rs  SRB,"DF,MF",Hoffenheim,26-041,1995,7.9,4,0,0,12,7,0,17,15,9,0,0,0,90,6,9,40.0
133,Christian Gebauer,at  AUT,"MF,FW",Arminia,27-091,1993,6.4,0,0,0,5,5,0,8,5,5,0,0,0,56,8,15,34.8
134,Theodor Gebre Selassie,cz  CZE,DF,Werder Bremen,34-087,1986,25.7,2,0,0,19,34,5,23,44,25,0,0,0,173,47,44,51.6
135,Dennis Geiger,de  GER,MF,Hoffenheim,22-284,1998,7.3,4,1,0,15,9,0,12,5,11,0,1,0,55,2,7,22.2
136,Christian Gentner,de  GER,MF,Union Berlin,35-219,1985,6.1,0,0,0,2,8,1,5,6,8,0,0,0,49,3,3,50.0
137,Yannick Gerhardt,de  GER,MF,Wolfsburg,27-008,1994,15.6,2,0,0,30,22,4,24,11,23,0,0,0,136,18,25,41.9
138,Hamadi Al Ghaddioui,ma  MAR,"MF,FW",Stuttgart,30-180,1990,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
139,Niko Gießelmann,de  GER,DF,Union Berlin,29-176,1991,4.5,3,0,0,3,9,1,16,8,9,0,0,0,37,13,8,61.9
140,Rafał Gikiewicz,pl  POL,GK,Augsburg,33-146,1987,25.0,1,0,0,1,2,0,0,0,0,0,0,0,154,0,0,
141,Daniel Ginczek,de  GER,"FW,MF",Wolfsburg,29-342,1991,2.0,0,0,0,2,0,1,0,0,0,0,0,0,16,12,8,60.0
142,Matthias Ginter,de  GER,DF,M'Gladbach,27-061,1994,26.0,2,0,0,10,29,2,12,24,14,0,0,0,257,76,43,63.9
143,Robert Glatzel,de  GER,FW,Mainz 05,27-072,1994,1.4,0,0,0,8,3,0,2,0,0,0,0,0,18,15,16,48.4
144,Serge Gnabry,de  GER,"FW,MF",Bayern Munich,25-250,1995,15.8,4,0,0,20,19,5,44,21,20,1,0,0,98,6,17,26.1
145,Akaki Gogia,de  GER,FW,Union Berlin,29-062,1992,1.6,1,0,0,5,4,0,3,0,1,1,0,0,11,1,2,33.3
146,Nicolás González,ar  ARG,"FW,DF",Stuttgart,22-349,1998,10.4,5,0,0,13,33,7,11,3,5,1,0,0,53,31,27,53.4
147,Leon Goretzka,de  GER,MF,Bayern Munich,26-043,1995,17.2,1,0,0,22,18,0,7,39,25,0,0,0,207,40,18,69.0
148,Jeffrey Gouweleeuw,nl  NED,DF,Augsburg,29-254,1991,24.0,7,0,0,16,4,2,4,32,19,0,0,0,258,43,39,52.4
149,Demarai Gray,eng  ENG,"FW,MF",Leverkusen,24-266,1996,2.8,0,0,0,3,4,1,14,0,2,0,0,0,16,0,4,0.0
150,Michael Gregoritsch,at  AUT,"FW,MF",Augsburg,26-337,1994,8.5,1,0,0,11,14,3,12,0,10,0,0,0,46,17,29,37.0
151,Sebastian Griesbeck,de  GER,MF,Union Berlin,30-169,1990,8.6,3,0,0,13,6,3,4,5,11,1,0,0,64,11,27,28.9
152,Vincenzo Grifo,it  ITA,"MF,FW",Freiburg,27-348,1993,21.1,2,0,0,11,15,2,50,19,12,0,0,0,132,8,17,32.0
153,Lennart Grill,de  GER,GK,Leverkusen,22-055,1999,3.0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,
154,Florian Grillitsch,at  AUT,"MF,DF",Hoffenheim,25-226,1995,12.3,5,1,1,17,23,0,6,20,11,1,1,0,133,22,21,51.2
155,Christian Groß,de  GER,"MF,DF",Werder Bremen,32-041,1989,10.9,4,0,0,14,13,0,0,20,19,0,0,0,127,13,10,56.5
156,Ilia Gruev,bg  BUL,FW,Werder Bremen,20-319,2000,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
157,Carlos Gruezo,ec  ECU,MF,Augsburg,25-336,1995,17.3,3,0,0,27,8,0,1,23,34,0,0,0,184,8,11,42.1
158,Mattéo Guendouzi,fr  FRA,MF,Hertha BSC,21-341,1999,15.9,3,0,0,21,37,0,6,17,19,1,0,0,148,13,21,38.2
159,Raphaël Guerreiro,pt  POR,DF,Dortmund,27-089,1993,17.7,1,0,0,8,9,2,32,19,13,0,0,0,166,10,15,40.0
160,Josuha Guilavogui,fr  FRA,"MF,DF",Wolfsburg,30-183,1990,7.8,3,0,0,15,3,0,1,18,12,0,0,0,109,20,10,66.7
161,Péter Gulácsi,hu  HUN,GK,RB Leipzig,30-319,1990,26.0,0,0,0,0,1,0,0,0,0,0,0,0,156,0,0,
162,Manuel Gulde,de  GER,DF,Freiburg,30-037,1991,14.8,2,0,0,9,16,2,3,20,7,0,0,0,133,44,30,59.5
163,Robert Gumny,pl  POL,DF,Augsburg,22-290,1998,8.1,3,0,0,11,13,0,6,11,6,0,0,0,67,11,11,50.0
164,Christian Günter,de  GER,DF,Freiburg,28-021,1993,25.0,0,0,0,22,13,2,91,17,18,0,0,0,139,15,13,53.6
165,Erling Haaland,no  NOR,FW,Dortmund,20-243,2000,19.8,2,0,0,14,11,12,10,3,3,0,0,0,55,22,28,44.0
166,Janik Haberer,de  GER,"MF,FW",Freiburg,26-353,1994,3.1,0,0,0,10,6,0,1,4,5,0,1,0,42,3,11,21.4
167,Alexander Hack,de  GER,DF,Mainz 05,27-194,1993,11.4,1,0,0,12,11,0,1,22,16,0,1,0,148,49,19,72.1
168,André Hahn,de  GER,"FW,MF",Augsburg,30-220,1990,14.9,2,0,0,26,19,11,14,14,16,0,0,0,64,48,59,44.9
169,Amadou Haidara,ml  MLI,"MF,FW",RB Leipzig,23-049,1998,15.8,2,0,0,20,12,4,22,17,24,0,0,0,165,29,35,45.3
170,Marcel Halstenberg,de  GER,DF,RB Leipzig,29-175,1991,15.6,2,0,0,17,10,3,17,14,23,0,0,0,180,47,20,70.1
171,Amine Harit,ma  MAR,"FW,MF",Schalke 04,23-276,1997,15.8,3,0,0,17,55,5,17,13,12,1,0,0,89,4,18,18.2
172,Marcel Hartel,de  GER,MF,Arminia,25-061,1996,18.5,1,0,0,6,16,5,30,16,21,0,0,0,183,15,21,41.7
173,Makoto Hasebe,jp  JPN,"DF,MF",Eint Frankfurt,37-062,1984,20.8,5,0,0,17,30,0,2,25,34,0,0,0,240,34,26,56.7
174,Thorgan Hazard,be  BEL,"FW,DF",Dortmund,27-357,1993,4.5,0,0,0,4,5,3,6,2,1,0,0,0,38,1,10,9.1
175,Jonas Hector,de  GER,MF,Köln,30-298,1990,7.5,2,0,0,6,11,1,6,10,8,1,0,0,65,15,17,46.9
176,Hwang Hee-chan,kr  KOR,"FW,MF",RB Leipzig,25-054,1996,2.9,2,0,0,7,8,1,4,2,5,0,0,0,20,2,6,25.0
177,Dominique Heintz,de  GER,DF,Freiburg,27-218,1993,12.7,2,0,0,15,6,0,4,14,14,0,0,0,120,24,13,64.9
178,Benjamin Henrichs,de  GER,"MF,DF",RB Leipzig,24-026,1997,4.1,1,0,0,4,11,0,8,4,8,0,0,0,42,3,3,50.0
179,Lucas Hernández,fr  FRA,DF,Bayern Munich,25-035,1996,12.1,1,0,0,11,23,0,40,9,17,1,0,0,130,37,15,71.2
180,Patrick Herrmann,de  GER,FW,M'Gladbach,30-037,1991,9.1,3,0,0,13,12,7,23,8,10,0,0,0,70,3,11,21.4
181,Martin Hinteregger,at  AUT,DF,Eint Frankfurt,28-195,1992,23.6,3,0,0,30,31,0,5,27,36,2,1,1,319,111,40,73.5
182,Marwin Hitz,ch  SUI,GK,Dortmund,33-184,1987,10.0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,0,
183,Nicolas Höfler,de  GER,MF,Freiburg,31-012,1990,23.3,9,0,0,58,27,0,8,37,35,1,2,0,283,56,31,64.4
184,Jonas Hofmann,de  GER,"FW,MF",M'Gladbach,28-250,1992,16.6,1,0,0,17,18,9,35,22,17,0,0,0,117,7,12,36.8
