,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
66,Jonathan Burkardt,de  GER,"FW,DF",Mainz 05,20-253,2000,11.7,327,288,39,1,0,71,2,11,0,0,0,0,213,65,49,53,220,14,29,2,230,3,4,7,19
67,Roman Bürki,ch  SUI,GK,Dortmund,30-127,1990,16.0,529,424,105,17,0,40,14,0,0,0,0,0,361,24,144,130,310,0,1,86,434,0,11,0,2
68,Kerim Calhanoglu,de  GER,DF,Schalke 04,18-207,2002,2.8,90,69,21,2,0,13,3,4,0,0,0,0,40,20,30,54,13,3,19,0,59,0,3,0,6
69,Daniel Caligiuri,it  ITA,"MF,DF",Augsburg,33-065,1988,23.9,997,804,193,65,2,186,45,31,53,24,16,5,531,188,278,125,754,23,75,6,698,7,19,25,46
70,Emre Can,de  GER,"DF,MF",Dortmund,27-068,1994,18.2,1395,1345,50,28,3,175,49,11,0,0,0,0,1089,135,171,290,1021,28,22,11,1213,2,18,25,16
71,Koen Casteels,be  BEL,GK,Wolfsburg,28-269,1992,25.0,930,741,189,43,0,63,21,0,0,0,0,0,512,37,381,612,164,0,0,122,708,0,15,2,2
72,Gonzalo Castro,de  GER,"MF,FW",Stuttgart,33-283,1987,16.0,699,591,108,40,3,120,27,28,46,9,23,11,463,98,138,81,566,17,22,5,508,2,12,14,42
73,Sava Cestic,de  GER,DF,Köln,20-030,2001,10.0,405,387,18,16,0,35,7,0,0,0,0,0,276,38,91,41,333,25,0,0,307,0,7,7,8
74,Timothy Chandler,us  USA,DF,Eint Frankfurt,30-357,1990,1.0,37,29,8,1,0,3,0,2,0,0,0,0,19,7,11,8,19,1,7,0,25,0,0,2,1
75,Kwon Chang-hoon,kr  KOR,"MF,FW",Freiburg,26-264,1994,2.1,65,63,2,2,0,18,0,3,0,0,0,0,43,14,8,46,12,1,0,1,50,0,1,1,2
76,Tahith Chong,nl  NED,"FW,MF",Werder Bremen,21-107,1999,4.3,136,132,4,0,0,28,2,7,0,0,0,0,87,36,13,116,14,1,4,0,86,0,2,9,17
77,Darko Churlinov,mk  MKD,"DF,FW",Stuttgart,20-253,2000,0.7,34,34,0,0,0,3,0,1,0,0,0,0,27,4,3,2,31,0,0,1,28,1,0,0,0
78,Tim Civeja,de  GER,"MF,DF",Augsburg,19-076,2002,0.4,24,24,0,0,0,4,0,0,0,0,0,0,13,3,8,1,18,5,0,0,16,0,1,0,2
79,Kingsley Coman,fr  FRA,"FW,MF",Bayern Munich,24-281,1996,15.3,642,632,10,1,5,98,25,68,1,0,0,0,439,100,103,150,450,24,8,3,507,1,12,16,25
80,Jhon Córdoba,co  COL,FW,Hertha BSC,27-314,1993,12.2,229,204,25,0,1,62,7,10,0,0,0,0,128,66,35,23,163,11,1,14,179,1,3,1,16
81,Sergio Córdova,ve  VEN,"FW,MF",Arminia,23-224,1997,11.8,261,254,7,1,1,75,3,7,0,0,0,0,161,58,42,26,176,24,2,9,178,2,9,9,15
82,Douglas Costa,br  BRA,"FW,MF",Bayern Munich,30-188,1990,3.6,187,165,22,2,1,25,10,12,20,7,5,2,120,24,43,171,14,0,0,1,129,2,4,5,17
83,Tanguy Coulibaly,fr  FRA,"DF,FW",Stuttgart,20-031,2001,11.9,304,283,21,3,0,61,6,21,0,0,0,0,223,43,38,230,42,10,13,3,220,0,6,11,17
84,Mickaël Cuisance,fr  FRA,FW,Bayern Munich,21-217,1999,0.2,10,10,0,0,0,2,0,0,0,0,0,0,8,2,0,9,1,0,0,0,9,0,0,0,0
85,Matheus Cunha,br  BRA,"FW,MF",Hertha BSC,21-298,1999,19.2,641,531,110,35,3,119,53,48,53,16,22,5,382,94,165,66,528,18,15,5,425,3,15,21,33
86,Rafael Czichos,de  GER,DF,Köln,30-311,1990,17.1,807,753,54,37,0,85,20,1,0,0,0,0,557,83,167,659,76,41,12,1,684,1,13,17,7
87,Moanes Dabour,il  ISR,FW,Hoffenheim,28-311,1992,10.8,333,317,16,3,2,88,1,8,1,1,0,0,213,75,45,23,272,11,5,6,245,0,3,7,16
88,Finn Dahmen,de  GER,GK,Mainz 05,22-359,1998,1.0,23,16,7,2,0,1,0,0,0,0,0,0,16,1,6,6,7,0,0,8,17,0,0,0,0
89,Mahmoud Dahoud,de  GER,MF,Dortmund,25-079,1996,8.4,540,534,6,6,1,93,18,3,0,0,0,0,438,45,57,63,460,11,0,1,464,1,8,10,10
90,Leon Dajaku,de  GER,FW,Union Berlin,19-343,2001,0.4,13,13,0,0,0,1,0,0,0,0,0,0,10,3,0,1,11,0,0,0,11,0,0,0,1
91,Tiago Dantas,pt  POR,MF,Bayern Munich,20-087,2000,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,2,0,0,0,0
92,Márton Dárdai,de  GER,DF,Hertha BSC,19-037,2002,4.2,232,214,18,12,2,17,13,5,6,5,1,0,148,21,63,208,16,6,0,0,179,1,2,2,2
93,Vladimír Darida,cz  CZE,MF,Hertha BSC,30-225,1990,18.2,874,793,81,40,3,125,41,42,21,5,9,3,508,139,227,193,611,29,18,8,631,4,15,15,36
94,Alphonso Davies,ca  CAN,DF,Bayern Munich,20-139,2000,13.6,1027,883,144,24,0,90,9,21,0,0,0,0,792,163,72,715,163,16,120,2,911,0,11,21,24
95,Thomas Delaney,dk  DEN,MF,Dortmund,29-199,1991,10.6,639,623,16,13,0,79,15,6,0,0,0,0,452,72,115,488,101,27,2,7,534,2,13,11,12
96,Kerem Demirbay,de  GER,MF,Leverkusen,27-261,1993,13.0,789,704,85,33,0,114,46,18,41,14,16,6,496,96,197,622,120,26,10,3,617,7,12,17,15
97,Ermedin Demirović,ba  BIH,FW,Freiburg,22-361,1998,11.0,188,177,11,0,2,62,1,5,0,0,0,0,117,48,23,11,130,14,1,6,107,2,3,6,13
98,Emmanuel Dennis,ng  NGA,FW,Köln,23-126,1997,4.2,115,108,7,1,0,22,0,6,0,0,0,0,83,20,12,18,85,3,0,5,81,0,4,2,8
99,Mike van der Hoorn,nl  NED,DF,Arminia,28-157,1992,14.0,785,762,23,23,1,113,32,0,0,0,0,0,589,48,148,106,620,29,0,0,685,3,11,10,5
100,Moussa Diaby,fr  FRA,"FW,MF",Leverkusen,21-257,1999,22.3,801,784,17,3,1,137,27,91,2,0,1,0,589,94,118,556,224,4,10,5,605,4,15,14,52
101,Daniel Didavi,de  GER,"FW,MF",Stuttgart,31-028,1990,8.4,324,290,34,9,2,46,7,16,12,4,4,3,224,51,49,271,29,5,11,3,241,2,7,5,14
102,Javairô Dilrosun,nl  NED,"FW,MF",Hertha BSC,22-272,1998,3.3,115,110,5,0,0,17,1,5,2,0,0,0,83,19,13,95,12,4,3,1,86,0,2,2,6
103,Eren Dinkçi,de  GER,"FW,DF",Werder Bremen,19-098,2001,0.2,7,7,0,0,0,3,0,0,0,0,0,0,7,0,0,0,7,0,0,0,5,0,0,0,0
104,Ritsu Doan,jp  JPN,"MF,FW",Arminia,22-278,1998,23.1,672,564,108,60,1,151,39,47,39,24,13,1,382,83,207,532,81,30,8,1,426,3,19,18,28
105,Ji Dong-won,kr  KOR,FW,Mainz 05,29-297,1991,0.7,27,26,1,0,0,8,0,0,0,0,0,0,15,8,4,5,14,3,0,1,15,0,0,0,2
106,Bas Dost,nl  NED,FW,Eint Frankfurt,31-294,1989,9.1,312,304,8,1,0,106,3,4,0,0,0,0,152,58,102,20,182,44,1,3,203,2,4,7,12
107,Aleksandar Dragović,at  AUT,DF,Leverkusen,30-015,1991,8.6,828,750,78,23,1,81,31,5,0,0,0,0,622,97,109,135,601,26,53,2,727,0,12,14,10
108,Dominick Drexler,de  GER,"MF,FW",Köln,30-299,1990,10.4,363,347,16,2,2,72,4,27,0,0,0,0,253,66,44,14,317,14,11,1,281,1,8,7,18
109,Ondrej Duda,sk  SVK,"FW,MF",Köln,26-106,1994,21.5,930,808,122,42,2,164,57,39,60,24,23,3,537,152,241,99,755,33,2,12,654,11,19,24,31
110,Erik Durm,de  GER,DF,Eint Frankfurt,28-313,1992,12.4,557,424,133,4,2,75,18,29,0,0,0,0,265,121,171,102,292,16,129,4,391,1,16,9,26
111,Johannes Eggestein,de  GER,"FW,MF",Werder Bremen,22-317,1998,0.4,17,17,0,0,0,5,0,1,0,0,0,0,9,3,5,6,9,2,0,0,11,0,2,0,1
112,Maximilian Eggestein,de  GER,MF,Werder Bremen,24-103,1996,25.7,1004,977,27,22,2,154,24,9,2,0,1,0,697,118,189,152,774,49,2,2,787,2,16,31,33
113,Lilian Egloff,de  GER,MF,Stuttgart,18-213,2002,0.2,4,3,1,0,0,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0
114,Kingsley Ehizibue,nl  NED,DF,Köln,25-300,1995,8.6,350,266,84,7,0,33,5,24,0,0,0,0,174,93,83,10,233,22,75,1,251,0,7,2,17
115,Nico Elvedi,ch  SUI,DF,M'Gladbach,24-172,1996,22.2,1422,1385,37,31,1,128,32,2,0,0,0,0,1208,102,112,396,924,61,6,1,1314,1,10,9,14
116,Breel Embolo,ch  SUI,"FW,MF",M'Gladbach,24-035,1997,13.0,353,331,22,3,0,90,4,8,0,0,0,0,249,69,35,35,253,28,0,20,252,4,8,11,22
117,Keita Endo,jp  JPN,"MF,FW",Union Berlin,23-119,1997,2.8,58,58,0,0,0,13,1,5,0,0,0,0,35,8,15,15,34,4,0,0,44,0,1,1,2
118,Wataru Endo,jp  JPN,MF,Stuttgart,28-040,1993,25.8,1352,1324,28,26,4,236,29,5,0,0,0,0,1023,128,201,245,997,55,2,6,1129,5,17,25,28
119,Patrick Erras,de  GER,"FW,MF",Werder Bremen,26-059,1995,0.2,27,27,0,0,0,5,0,0,0,0,0,0,16,1,10,8,12,3,0,0,18,0,0,0,1
120,Ralf Fährmann,de  GER,GK,Schalke 04,32-175,1988,13.8,545,372,173,45,0,33,16,0,0,0,0,0,276,24,245,56,396,0,0,69,366,2,6,1,1
121,Ohis Felix Uduokhai,de  GER,DF,Augsburg,23-193,1997,24.0,1184,1121,63,43,0,141,36,7,0,0,0,0,848,122,214,820,235,67,20,4,992,1,14,15,22
122,Edimilson Fernandes,ch  SUI,"MF,DF",Mainz 05,24-340,1996,8.6,328,293,35,6,0,37,14,11,10,5,5,0,213,35,80,41,248,16,19,0,238,1,5,12,9
123,Alfreð Finnbogason,is  ISL,FW,Augsburg,32-048,1989,4.6,140,135,5,0,2,38,3,8,1,0,0,0,77,41,22,31,82,13,1,4,85,1,3,7,7
124,Emil Forsberg,se  SWE,"FW,MF",RB Leipzig,29-149,1991,12.6,441,397,44,9,6,84,13,9,20,5,12,1,331,46,64,32,378,13,2,10,337,2,11,15,19
125,Philipp Förster,de  GER,"FW,MF",Stuttgart,26-045,1995,10.3,394,379,15,4,0,76,1,9,3,2,1,0,294,56,44,316,49,11,6,4,301,4,6,11,22
126,Timothy Fosu-Mensah,nl  NED,DF,Leverkusen,23-078,1998,4.5,352,309,43,5,0,54,10,5,0,0,0,0,250,50,52,39,258,8,38,1,304,0,1,7,4
127,Raphael Framberger,de  GER,DF,Augsburg,25-196,1995,12.6,548,405,143,7,1,93,9,29,0,0,0,0,216,188,144,14,344,38,136,1,359,4,16,19,34
128,Marco Friedl,at  AUT,DF,Werder Bremen,23-005,1998,25.0,1286,1188,98,62,0,96,92,6,8,1,3,0,841,113,332,895,301,43,28,6,1046,2,23,18,21
129,Marvin Friedrich,de  GER,DF,Union Berlin,25-098,1995,26.0,1352,1313,39,32,1,151,43,9,0,0,0,0,928,111,313,170,1071,57,7,8,1093,5,24,23,25
130,Jeremie Frimpong,nl  NED,"DF,FW",Leverkusen,20-101,2000,2.7,177,158,19,0,0,22,1,11,0,0,0,0,130,28,19,14,141,2,19,0,147,1,0,2,8
131,Niclas Füllkrug,de  GER,FW,Werder Bremen,28-040,1993,5.5,127,123,4,0,0,41,0,1,0,0,0,0,51,28,48,16,58,22,1,3,71,0,0,3,9
132,Mijat Gaćinović,rs  SRB,"DF,MF",Hoffenheim,26-041,1995,7.9,388,318,70,6,0,39,11,17,4,1,2,1,219,99,70,76,226,20,59,2,295,0,6,8,24
133,Christian Gebauer,at  AUT,"MF,FW",Arminia,27-091,1993,6.4,167,161,6,2,0,34,3,8,1,0,0,0,94,31,42,21,127,11,3,1,110,1,3,5,13
134,Theodor Gebre Selassie,cz  CZE,DF,Werder Bremen,34-087,1986,25.7,1104,868,236,8,0,122,12,23,0,0,0,0,545,255,304,67,718,59,228,5,854,3,16,35,26
135,Dennis Geiger,de  GER,MF,Hoffenheim,22-284,1998,7.3,354,306,48,24,1,60,16,12,23,8,11,1,253,29,72,34,309,4,1,4,292,2,2,6,7
136,Christian Gentner,de  GER,MF,Union Berlin,35-219,1985,6.1,245,238,7,3,0,33,2,5,0,0,0,0,151,41,53,27,187,24,0,4,192,1,7,5,4
137,Yannick Gerhardt,de  GER,MF,Wolfsburg,27-008,1994,15.6,500,482,18,5,2,77,10,24,4,4,0,0,344,80,76,304,136,35,6,6,365,4,10,10,22
138,Hamadi Al Ghaddioui,ma  MAR,"MF,FW",Stuttgart,30-180,1990,0.3,9,9,0,0,0,3,0,0,0,0,0,0,4,3,2,4,5,0,0,0,7,0,0,0,0
139,Niko Gießelmann,de  GER,DF,Union Berlin,29-176,1991,4.5,230,186,44,7,0,37,4,16,0,0,0,0,102,61,67,156,18,10,37,0,146,2,7,6,11
140,Rafał Gikiewicz,pl  POL,GK,Augsburg,33-146,1987,25.0,1063,761,302,84,0,76,16,0,0,0,0,0,506,82,475,178,674,0,0,166,756,3,27,9,0
141,Daniel Ginczek,de  GER,"FW,MF",Wolfsburg,29-342,1991,2.0,56,55,1,0,0,20,0,0,0,0,0,0,28,13,15,5,34,6,0,2,34,1,2,0,2
142,Matthias Ginter,de  GER,DF,M'Gladbach,27-061,1994,26.0,1839,1770,69,46,2,136,35,12,0,0,0,0,1309,154,376,245,1464,70,23,6,1581,4,9,31,16
143,Robert Glatzel,de  GER,FW,Mainz 05,27-072,1994,1.4,60,60,0,0,0,27,0,2,0,0,0,0,33,19,8,11,29,4,0,2,41,1,1,2,7
144,Serge Gnabry,de  GER,"FW,MF",Bayern Munich,25-250,1995,15.8,716,659,57,15,2,75,20,44,22,9,10,0,529,103,84,153,506,24,15,13,558,6,12,23,30
145,Akaki Gogia,de  GER,FW,Union Berlin,29-062,1992,1.6,57,56,1,1,0,9,1,3,0,0,0,0,38,12,7,21,32,3,0,0,46,0,1,1,3
146,Nicolás González,ar  ARG,"FW,DF",Stuttgart,22-349,1998,10.4,222,197,25,1,3,47,3,11,1,0,0,0,130,43,49,147,24,17,7,6,135,1,9,11,16
147,Leon Goretzka,de  GER,MF,Bayern Munich,26-043,1995,17.2,931,917,14,13,1,114,32,7,0,0,0,0,685,112,134,60,794,40,1,4,824,2,8,14,15
148,Jeffrey Gouweleeuw,nl  NED,DF,Augsburg,29-254,1991,24.0,1194,1113,81,79,1,130,37,4,0,0,0,0,781,86,327,122,983,66,2,4,956,4,21,23,22
