,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,matchId,startDate,startTime,score,ftScore,htScore,etScore,venueName,maxMinute,period.value,period.displayName,type.value,type.displayName,outcomeType.value,outcomeType.displayName,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,cardType.value,cardType.displayName,blockedX,blockedY,venue,opponent
10,2343513841.0,10,0,37.0,65,12.7,46.6,0,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '44.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.6'}]","[90, 116, 29, 35, 37, 214, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,80774.0,24.6,44.0,,,,,,,,,,,Camp Nou,Valencia
11,2343513843.0,11,0,40.0,65,28.9,43.4,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 68]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,61,BallTouch,0,Unsuccessful,279423.0,,,,,,,,,,,,,Camp Nou,Valencia
12,2343513849.0,6,0,41.0,55,65.8,49.9,0,[],[92],False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,49,BallRecovery,1,Successful,392686.0,,,,,,,,,,,,,Camp Nou,Valencia
13,2343513879.0,7,0,41.0,55,67.1,48.8,0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '42.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.3'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,392686.0,70.3,42.1,,,,,,,,,,,Camp Nou,Valencia
14,2343513893.0,8,0,43.0,55,70.3,42.1,0,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 211, 'displayName': 'OverRun'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[90, 203]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,3,TakeOn,0,Unsuccessful,313542.0,,,,,,,,,,,,,Camp Nou,Valencia
15,2343513889.0,12,0,44.0,65,30.1,49.3,0,[],[92],False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,49,BallRecovery,1,Successful,12712.0,,,,,,,,,,,,,Camp Nou,Valencia
16,2343513913.0,13,0,44.0,65,25.2,47.2,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.0'}]","[90, 116, 29, 35, 36, 214, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,12712.0,27.6,62.9,,,,,,,,,,,Camp Nou,Valencia
17,2343513919.0,14,0,45.0,65,25.5,71.9,0,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '67.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 117, 119, 28, 35, 37, 214, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,0,Unsuccessful,44288.0,29.3,67.0,,,,,,,,,,,Camp Nou,Valencia
18,2343513929.0,9,0,45.0,55,76.1,27.7,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '79.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '14.7'}]","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,354526.0,79.9,14.7,,,,,,,,,,,Camp Nou,Valencia
19,2343514427.0,12,0,47.0,55,81.8,12.8,0,[],[92],False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,49,BallRecovery,1,Successful,344119.0,,,,,,,,,,,,,Camp Nou,Valencia
20,2343513997.0,10,0,47.0,55,86.9,16.2,0,"[{'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '96.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '89.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '54.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 2, 'displayName': 'Cross'}}]","[90, 136, 123, 125, 35, 36, 216, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,0,Unsuccessful,344119.0,89.4,96.0,,,,,,,,,,,Camp Nou,Valencia
21,2343513987.0,15,0,53.0,65,10.8,7.0,0,[],[92],False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,49,BallRecovery,1,Successful,279423.0,,,,,,,,,,,,,Camp Nou,Valencia
22,2343514049.0,16,0,53.0,65,10.8,7.0,0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.6'}]","[90, 116, 29, 35, 37, 214, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,279423.0,22.8,6.2,,,,,,,,,,,Camp Nou,Valencia
23,2343514061.0,17,0,57.0,65,38.7,6.2,0,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '11.1'}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,379205.0,54.6,11.1,,,,,,,,,,,Camp Nou,Valencia
24,2343514079.0,18,0,58.0,65,54.6,11.1,0,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '29.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.1'}]","[90, 118, 116, 29, 35, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,110154.0,55.1,29.1,,,,,,,,,,,Camp Nou,Valencia
25,2343525791.0,11031,1,,65,60.0,93.8,1,[],[60],False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,10000,OffsideGiven,0,Unsuccessful,422937.0,,,,,,,,,,,,,Camp Nou,Valencia
26,2343514111.0,19,1,0.0,65,55.1,29.1,1,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '44.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.1'}]","[90, 118, 116, 29, 34, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,379205.0,54.1,44.8,,,,,,,,,,,Camp Nou,Valencia
27,2343514173.0,20,1,3.0,65,56.1,48.8,1,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '78.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '31.2'}, {'type': {'value': 210, 'displayName': 'ShotAssist'}, 'value': '13'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '78.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 11113, 'displayName': 'KeyPass'}}]","[90, 118, 116, 29, 122, 204, 39, 45, 35, 36, 216, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,422937.0,78.9,78.2,,,,,,,,,,,Camp Nou,Valencia
28,2343514177.0,21,1,7.0,65,86.5,68.6,1,"[{'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '5.6'}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '20'}, {'type': {'value': 64, 'displayName': 'BoxLeft'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 22, 'displayName': 'RegularPlay'}}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '57.3'}, {'type': {'value': 29, 'displayName': 'Assisted'}}]","[90, 6, 89, 9, 87, 1, 3, 11]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,13,MissedShots,1,Successful,382234.0,,,20.0,422937.0,5.6,57.3,True,,,,,,Camp Nou,Valencia
29,2343514497.0,13,1,33.0,55,3.9,51.8,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '67.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '65.1'}, {'type': {'value': 74, 'displayName': 'MissHigh'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.2'}, {'type': {'value': 124, 'displayName': 'GoalKick'}}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[90, 119, 127, 35, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,0,Unsuccessful,90811.0,65.1,67.3,,,,,,,,,,,Camp Nou,Valencia
30,2343514495.0,23,1,37.0,65,28.9,46.3,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '39.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.3'}]","[90, 116, 29, 34, 37, 214, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,368091.0,27.2,39.4,,,,,,,,,,,Camp Nou,Valencia
31,2343514503.0,24,1,38.0,65,27.2,39.4,1,[],[92],False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,49,BallRecovery,1,Successful,12712.0,,,,,,,,,,,,,Camp Nou,Valencia
32,2343514545.0,25,1,42.0,65,29.2,31.2,1,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.8'}]","[90, 116, 29, 35, 37, 214, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,12712.0,31.1,6.8,,,,,,,,,,,Camp Nou,Valencia
33,2343514587.0,26,1,44.0,65,32.1,8.5,1,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.1'}]","[90, 116, 29, 35, 37, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,90782.0,45.1,5.3,,,,,,,,,,,Camp Nou,Valencia
34,2343514647.0,27,1,47.0,65,41.5,11.1,1,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '21.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.7'}]","[90, 116, 29, 34, 36, 214, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,379205.0,26.1,21.6,,,,,,,,,,,Camp Nou,Valencia
35,2343514681.0,28,1,51.0,65,26.5,28.9,1,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '24.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[90, 116, 29, 34, 36, 214, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,12712.0,24.6,60.8,,,,,,,,,,,Camp Nou,Valencia
36,2343514701.0,29,1,55.0,65,28.7,71.5,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[90, 116, 29, 35, 36, 214, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,368091.0,30.0,89.9,,,,,,,,,,,Camp Nou,Valencia
37,2343514717.0,30,1,57.0,65,30.0,89.9,1,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '42.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.4'}]","[90, 116, 29, 35, 36, 215, 217]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,1,Pass,1,Successful,44288.0,42.9,95.4,,,,,,,,,,,Camp Nou,Valencia
38,2343514791.0,31,1,58.0,65,43.2,95.0,1,"[{'type': {'value': 7, 'displayName': 'PlayerCaughtOffside'}, 'value': '422937'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[90, 215]",True,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,2,OffsidePass,1,Successful,382234.0,60.0,93.8,,,,,,,,,,,Camp Nou,Valencia
39,2343514769.0,14,1,58.0,55,43.2,68.8,1,[],[61],False,1559875,2021-10-17T00:00:00,2021-10-17T20:00:00,3 : 1,3 : 1,2 : 1,,Camp Nou,93,1,FirstHalf,55,OffsideProvoked,1,Successful,119817.0,,,,,,,,,,,,,Camp Nou,Valencia
