,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving
54,Alessandro Berardi,it  ITA,GK,Hellas Verona,30,1991,1.0,32,31,32,0,0,0,23,0,0,,0,0,17,91,41,0,0,0,0,0,14,13,92.9,0
55,Domenico Berardi,it  ITA,FW,Sassuolo,26,1994,31.3,1859,39,207,881,899,139,1746,33,75,44.0,38,1,1347,6944,3701,180,57,34,63,44,1651,1362,82.5,231
56,Bartosz Bereszyński,pl  POL,DF,Sampdoria,29,1992,32.7,1976,129,737,867,483,33,1698,28,51,54.9,30,3,1203,5726,2922,112,43,7,33,26,1241,1115,89.8,58
57,Etrit Berisha,al  ALB,GK,Torino,32,1989,10.0,343,301,341,2,0,0,241,0,0,,0,0,145,650,333,0,0,0,0,0,123,122,99.2,0
58,Federico Bernardeschi,it  ITA,"MF,FW",Juventus,27,1994,16.4,776,28,139,355,368,52,729,27,53,50.9,33,2,583,3822,1909,104,41,22,22,19,659,551,83.6,75
59,Nicolò Bertola,it  ITA,"MF,DF",Spezia,18,2003,0.4,22,3,16,5,2,0,22,0,0,,0,0,6,35,25,1,1,0,0,1,7,7,100.0,0
60,Daniel Bessa,it  ITA,"MF,FW",Hellas Verona,28,1993,8.5,580,23,114,330,182,13,557,8,10,80.0,8,0,426,2500,1312,65,21,6,6,18,440,396,90.0,42
61,Beto,gw  GNB,FW,Udinese,23,1998,24.1,756,29,60,393,363,124,729,49,92,53.3,53,4,476,1856,1038,57,22,12,91,62,1127,527,46.8,143
62,Luis Binks,eng  ENG,DF,Bologna,19,2001,7.2,410,75,219,197,15,5,392,3,3,100.0,3,0,217,1073,427,7,1,0,1,4,233,229,98.3,2
63,Cristiano Biraghi,it  ITA,DF,Fiorentina,28,1992,35.0,2814,76,873,1186,902,52,2243,9,30,30.0,14,4,1705,7341,3865,158,60,11,19,8,1921,1807,94.1,79
64,Davide Biraschi,it  ITA,DF,Genoa,27,1994,10.3,556,77,251,281,48,2,507,13,17,76.5,13,0,317,1547,832,24,7,1,5,5,312,299,95.8,5
65,Bjarki Bjarkason,is  ISL,FW,Venezia,21,2000,0.0,2,0,1,1,0,0,2,0,0,,0,0,2,16,14,1,0,0,0,0,5,2,40.0,0
66,Luka Bogdan,hr  CRO,DF,Salernitana,25,1996,4.4,173,37,115,55,9,4,162,1,1,100.0,1,0,71,254,114,3,1,0,2,1,86,84,97.7,1
67,Emil Bohinen,no  NOR,MF,Salernitana,22,1999,7.8,398,33,103,222,101,8,367,9,13,69.2,10,0,218,1355,793,33,10,2,6,6,215,196,91.2,9
68,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31,1989,25.2,1463,24,245,809,548,83,1419,28,46,60.9,32,1,1110,6208,3378,172,68,22,30,28,1250,1111,88.9,97
69,Federico Bonazzoli,it  ITA,"FW,MF",Salernitana,24,1997,20.7,827,7,72,448,364,69,764,20,40,50.0,20,0,537,2665,1301,53,30,2,49,27,874,567,64.9,108
70,Kevin Bonifazi,it  ITA,DF,Bologna,25,1996,13.4,816,112,393,427,57,10,783,14,16,87.5,14,0,541,3455,1574,36,10,0,10,8,507,498,98.2,1
71,Leonardo Bonucci,it  ITA,DF,Juventus,34,1987,22.3,1479,320,854,644,41,22,1389,3,5,60.0,3,0,847,3539,1729,18,1,0,1,2,1056,1035,98.0,0
72,Mehdi Bourabia,ma  MAR,MF,Spezia,29,1991,3.1,159,20,58,88,17,0,143,4,8,50.0,4,1,87,324,180,8,2,0,0,5,82,76,92.7,1
73,Edoardo Bove,it  ITA,"MF,FW",Roma,19,2002,0.8,47,0,9,25,16,3,44,1,1,100.0,1,0,31,151,61,3,1,0,2,0,32,28,87.5,2
74,Josip Brekalo,hr  CRO,"FW,MF",Torino,23,1998,25.4,1418,15,133,639,755,70,1305,30,61,49.2,34,5,1017,5904,2922,154,55,23,46,41,1295,1063,82.1,153
75,Gleison Bremer,br  BRA,DF,Torino,24,1997,32.1,1885,226,971,927,98,54,1860,11,17,64.7,12,0,1007,5485,2205,45,10,1,13,16,921,887,96.3,8
76,Marcelo Brozović,hr  CRO,MF,Inter,28,1992,32.6,2888,139,890,1704,530,35,2791,16,25,64.0,17,0,2094,12366,5040,156,57,4,18,27,2234,2168,97.0,39
77,Aleksander Buksa,pl  POL,FW,Genoa,18,2003,0.7,19,1,2,12,6,2,18,0,1,0.0,0,0,10,36,19,1,1,0,0,1,20,11,55.0,4
78,Alessandro Buongiorno,it  ITA,DF,Torino,22,1999,13.1,691,61,283,367,81,12,677,2,5,40.0,2,0,375,1806,905,34,11,0,8,4,419,401,95.7,5
79,Gianluca Busio,us  USA,MF,Venezia,19,2002,21.7,1165,71,370,658,216,20,1111,4,12,33.3,4,0,717,3408,1839,60,29,3,20,24,844,741,87.8,32
80,Jovane Cabral,cv  CPV,FW,Lazio,23,1998,2.1,70,1,8,37,33,12,68,2,5,40.0,2,1,53,228,83,4,2,1,7,5,74,54,73.0,16
81,Liberato Cacace,nz  NZL,DF,Empoli,20,2000,5.2,300,16,103,145,78,3,258,8,16,50.0,9,2,195,1058,669,26,7,1,3,7,177,169,95.5,5
82,Martín Cáceres,uy  URU,DF,Cagliari,34,1987,9.2,547,40,191,300,87,9,474,1,2,50.0,1,0,288,1480,740,21,6,0,5,1,310,291,93.9,5
83,Davide Calabria,it  ITA,DF,Milan,24,1996,23.5,1523,53,465,763,388,33,1317,11,23,47.8,13,1,877,4448,2598,103,38,5,17,8,932,874,93.8,38
84,Mattia Caldara,it  ITA,DF,Venezia,27,1994,30.0,1525,363,977,559,70,23,1480,3,5,60.0,3,0,826,4554,2163,34,8,0,6,10,843,820,97.3,6
85,Hakan Çalhanoğlu,tr  TUR,MF,Inter,27,1994,27.6,2091,32,340,1053,827,58,1876,17,30,56.7,17,0,1375,6911,3606,178,64,9,36,23,1619,1492,92.2,115
86,José Callejón,es  ESP,FW,Fiorentina,34,1987,14.4,724,5,83,346,343,48,686,8,12,66.7,8,3,506,2047,1115,59,29,7,22,14,694,554,79.8,79
87,Andrea Cambiaso,it  ITA,DF,Genoa,21,2000,19.9,1147,79,363,535,343,41,990,26,50,52.0,29,3,722,4674,2647,139,43,21,22,26,705,620,87.9,46
88,Matteo Cancellieri,it  ITA,"MF,DF",Hellas Verona,19,2002,2.5,100,1,12,46,52,9,92,5,11,45.5,7,1,74,486,271,12,4,2,9,4,102,63,61.8,7
89,Antonio Candreva,it  ITA,"MF,FW",Sampdoria,34,1987,34.7,2276,52,359,1069,1030,92,2045,29,63,46.0,33,2,1610,9042,4540,233,93,28,42,44,1908,1653,86.6,160
90,Leonardo Capezzi,it  ITA,MF,Salernitana,26,1995,1.9,81,8,17,42,25,1,78,2,3,66.7,2,0,42,154,80,6,1,0,6,5,59,39,66.1,4
91,Gianluca Caprari,it  ITA,"FW,MF",Hellas Verona,28,1993,30.4,1725,15,155,799,926,163,1620,60,116,51.7,65,17,1359,6990,3937,216,85,48,81,76,1654,1305,78.9,261
92,Andrea Carboni,it  ITA,DF,Cagliari,20,2001,24.6,1335,174,615,665,136,14,1284,7,12,58.3,7,2,734,4020,2408,87,23,0,6,9,798,779,97.6,9
93,Nicolò Casale,it  ITA,DF,Hellas Verona,23,1998,28.7,1490,150,673,722,191,23,1421,8,16,50.0,9,0,780,4635,2476,78,27,0,8,13,832,792,95.2,9
94,Francesco Cassata,it  ITA,MF,Genoa,24,1997,0.1,3,0,1,1,1,0,3,0,0,,0,0,3,17,16,0,0,0,0,1,1,1,100.0,0
95,Samu Castillejo,es  ESP,"FW,MF",Milan,26,1995,1.4,87,2,8,33,56,8,83,0,3,0.0,0,0,64,390,210,8,5,1,1,2,67,63,94.0,11
96,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24,1997,15.5,724,13,122,373,299,50,693,17,21,81.0,18,0,539,3404,1790,87,37,8,26,29,592,490,82.8,49
97,Danilo Cataldi,it  ITA,MF,Lazio,26,1994,19.0,1519,56,373,955,256,1,1414,10,14,71.4,11,0,1003,3833,1409,47,21,0,6,6,1131,1093,96.6,11
98,Pietro Ceccaroni,it  ITA,DF,Venezia,25,1995,34.7,2086,508,1385,703,123,26,1983,10,16,62.5,11,0,1206,7330,4141,62,13,0,5,10,1337,1310,98.0,3
99,Federico Ceccherini,it  ITA,DF,Hellas Verona,29,1992,26.2,1494,125,654,753,178,33,1444,9,17,52.9,9,0,909,4387,2224,75,24,1,13,25,928,882,95.0,26
100,Emil Ceide,no  NOR,"FW,DF",Sassuolo,19,2001,0.6,43,0,4,18,22,4,40,0,2,0.0,0,0,27,137,90,6,0,2,3,4,41,27,65.9,3
101,Luca Ceppitelli,it  ITA,DF,Cagliari,31,1989,16.1,947,136,471,481,47,11,918,3,3,100.0,3,0,542,2391,1239,35,5,0,5,5,589,582,98.8,3
102,Damir Ceter,co  COL,FW,Cagliari,23,1997,0.1,2,0,0,2,0,0,2,0,0,,0,0,2,38,24,0,0,0,0,0,4,2,50.0,0
103,Julian Chabot,de  GER,DF,Sampdoria,23,1998,5.4,318,50,168,162,9,4,300,1,1,100.0,1,0,182,910,524,9,1,0,0,3,173,172,99.4,1
104,Giorgio Chiellini,it  ITA,DF,Juventus,36,1984,15.0,1081,154,506,574,75,7,1039,2,4,50.0,2,0,627,3746,2141,59,18,1,7,0,744,732,98.4,4
105,Federico Chiesa,it  ITA,"MF,FW",Juventus,23,1997,9.6,434,8,80,184,216,50,402,21,33,63.6,23,2,305,1929,1312,49,19,11,17,27,390,276,70.8,50
106,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31,1989,25.6,1566,259,877,752,37,9,1510,4,8,50.0,4,1,1010,4346,2115,42,11,0,10,9,1052,1032,98.1,0
107,Riccardo Ciervo,it  ITA,"MF,DF",Sampdoria,19,2002,2.5,95,2,19,40,46,8,90,2,3,66.7,2,0,65,571,327,18,5,2,2,3,82,59,72.0,12
108,Moustapha Cissé,gn  GUI,FW,Atalanta,17,2003,0.4,26,0,1,13,13,3,26,1,1,100.0,1,0,13,57,32,2,1,0,3,3,28,19,67.9,6
109,Giorgio Cittadini,it  ITA,DF,Atalanta,19,2002,0.0,3,1,2,0,1,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
110,Ebrima Colley,gm  GAM,"FW,MF",Spezia,21,2000,4.4,202,4,37,103,85,9,196,10,21,47.6,13,1,149,990,571,28,11,4,13,8,188,142,75.5,17
111,Omar Colley,gm  GAM,DF,Sampdoria,28,1992,30.5,1775,352,1074,732,46,18,1692,3,4,75.0,4,0,966,5052,2583,54,6,0,5,2,1020,991,97.2,3
112,Andrea Consigli,it  ITA,GK,Sassuolo,34,1987,36.9,1560,1313,1559,9,0,0,1181,0,0,,0,0,818,4285,2864,0,0,0,1,0,824,823,99.9,0
113,Diego Coppola,it  ITA,DF,Hellas Verona,17,2003,2.8,124,21,66,56,11,3,124,0,0,,0,0,70,552,186,2,1,1,1,0,69,68,98.6,0
114,Joaquín Correa,ar  ARG,FW,Inter,26,1994,11.4,499,5,22,200,324,91,493,13,32,40.6,16,1,379,2279,1406,75,26,22,29,19,526,390,74.1,96
115,Lassana Coulibaly,ml  MLI,MF,Salernitana,25,1996,25.9,1148,70,299,676,269,14,1127,36,69,52.2,39,3,770,5136,2367,106,29,1,24,17,754,644,85.4,32
116,Mamadou Coulibaly,sn  SEN,MF,Salernitana,22,1999,9.0,462,17,109,249,148,17,458,15,18,83.3,15,1,314,1931,897,41,18,3,12,18,337,270,80.1,32
117,Alessio Cragno,it  ITA,GK,Cagliari,27,1994,35.0,1301,1140,1294,9,0,0,852,0,0,,0,0,569,3054,1860,0,0,0,1,1,511,509,99.6,0
118,Domenico Criscito,it  ITA,DF,Genoa,34,1986,18.0,1213,117,465,579,242,17,1060,7,9,77.8,7,0,669,3589,2074,74,26,3,9,9,675,658,97.5,9
119,Bryan Cristante,it  ITA,MF,Roma,26,1995,29.8,2089,91,519,1376,322,40,2027,14,22,63.6,15,0,1285,6779,3261,145,38,1,7,27,1511,1441,95.4,27
120,Domen Črnigoj,si  SVN,"MF,DF",Venezia,25,1995,20.9,936,59,256,469,278,38,910,15,33,45.5,17,5,569,2952,1464,61,24,10,27,31,690,569,82.5,55
121,Giovanni Crociata,it  ITA,FW,Empoli,23,1997,0.2,11,0,0,4,8,1,11,0,1,0.0,0,0,9,83,38,2,0,0,0,0,10,9,90.0,0
122,Juan Cuadrado,co  COL,"DF,MF",Juventus,33,1988,27.6,2183,70,544,1103,701,73,1977,38,70,54.3,41,1,1532,7341,4628,202,58,27,35,30,1687,1549,91.8,91
123,Mickaël Cuisance,fr  FRA,MF,Venezia,21,1999,10.2,487,4,105,278,140,6,460,17,29,58.6,19,3,339,1517,694,33,11,1,9,29,349,304,87.1,27
124,Patrick Cutrone,it  ITA,FW,Empoli,23,1998,15.6,417,6,25,152,267,96,394,10,26,38.5,11,0,286,1537,649,42,6,11,38,15,601,302,50.2,128
125,Danilo D'Ambrosio,it  ITA,DF,Inter,32,1988,11.1,862,102,414,395,97,25,839,3,3,100.0,3,1,610,2714,1362,31,7,1,12,6,660,635,96.2,18
126,Mikkel Damsgaard,dk  DEN,"MF,FW",Sampdoria,21,2000,6.4,363,11,64,171,156,25,357,15,23,65.2,15,0,264,1210,649,31,13,5,7,14,295,243,82.4,46
127,Danilo,br  BRA,"DF,MF",Juventus,30,1991,21.0,1648,116,591,918,226,17,1471,4,9,44.4,4,1,1031,3995,2221,79,26,3,8,8,1123,1097,97.7,15
128,Ebrima Darboe,gm  GAM,MF,Roma,20,2001,0.7,47,1,8,35,5,1,44,0,0,,0,0,35,167,41,1,0,1,2,0,34,34,100.0,3
129,Matteo Darmian,it  ITA,DF,Inter,31,1989,16.7,822,36,243,345,272,29,698,3,7,42.9,3,1,462,1849,980,46,14,7,15,8,564,505,89.5,58
130,Paweł Dawidowicz,pl  POL,DF,Hellas Verona,26,1995,13.3,756,87,313,387,104,16,738,4,5,80.0,4,0,459,2608,1464,48,18,2,5,2,472,454,96.2,7
131,Sebastien De Maio,fr  FRA,DF,Udinese,34,1987,2.0,96,13,68,35,0,0,93,0,0,,0,0,43,223,58,1,0,0,1,1,43,42,97.7,1
132,Tommaso De Nipoti,it  ITA,MF,Atalanta,18,2003,0.1,2,0,0,2,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,5,1,20.0,0
133,Mattia De Sciglio,it  ITA,DF,Juventus,28,1992,13.0,791,46,251,389,205,15,679,9,16,56.3,10,0,454,2385,1335,55,21,5,7,7,484,455,94.0,23
134,Lorenzo De Silvestri,it  ITA,DF,Bologna,33,1988,25.5,1603,92,508,806,381,48,1372,7,19,36.8,9,0,832,4305,2268,80,34,2,30,20,1125,991,88.1,48
135,Grégoire Defrel,mq  MTQ,FW,Sassuolo,30,1991,15.1,580,12,62,273,290,60,550,14,30,46.7,15,3,417,2280,1078,51,18,14,36,31,634,415,65.5,125
136,Alessandro Deiola,it  ITA,MF,Cagliari,25,1995,23.7,1002,76,298,524,220,25,992,7,11,63.6,9,0,562,2417,911,43,12,2,23,21,681,576,84.6,50
137,Filippo Delli Carri,it  ITA,DF,Salernitana,22,1999,3.7,171,28,89,59,29,7,149,1,2,50.0,2,0,83,337,187,8,3,0,4,1,87,80,92.0,4
138,Merih Demiral,tr  TUR,DF,Atalanta,23,1998,21.3,1055,147,576,468,61,35,1006,2,4,50.0,2,0,520,3295,1081,17,2,1,4,5,570,549,96.3,9
139,Diego Demme,de  GER,MF,Napoli,29,1991,7.7,664,20,184,399,125,5,658,3,4,75.0,3,0,478,2021,966,38,9,2,4,10,535,518,96.8,4
140,Mattia Destro,it  ITA,FW,Genoa,30,1991,19.4,607,15,54,322,253,85,564,10,29,34.5,10,4,273,870,449,29,9,9,66,28,861,427,49.6,104
141,Gerard Deulofeu,es  ESP,"FW,MF",Udinese,27,1994,29.1,1477,15,96,527,980,208,1262,49,112,43.8,56,4,1074,6694,4698,262,85,76,68,69,1462,1024,70.0,196
142,Jacopo Dezi,it  ITA,MF,Venezia,29,1992,0.2,30,0,3,18,12,1,28,1,2,50.0,1,0,23,141,69,4,0,1,0,0,22,20,90.9,1
143,Samuel Di Carmine,it  ITA,FW,Hellas Verona,32,1988,0.4,10,0,1,7,4,1,9,1,1,100.0,1,0,8,36,16,1,1,0,2,0,13,7,53.8,1
144,Federico Di Francesco,it  ITA,"FW,MF",Empoli,27,1994,15.2,578,13,58,236,326,88,563,8,34,23.5,9,0,416,2174,1136,57,18,15,34,33,627,417,66.5,123
145,Giovanni Di Lorenzo,it  ITA,DF,Napoli,27,1993,31.9,2597,120,761,1298,720,89,2266,19,42,45.2,19,2,1745,8424,4468,201,81,13,23,27,1892,1794,94.8,96
146,Francesco Di Mariano,it  ITA,FW,Venezia,25,1996,0.7,20,1,2,10,13,2,20,0,2,0.0,0,0,17,139,55,4,1,1,0,1,22,17,77.3,4
147,Francesco Di Tacchio,it  ITA,MF,Salernitana,31,1990,13.9,674,47,181,432,92,8,637,5,10,50.0,5,1,395,1642,750,24,7,0,7,10,401,375,93.5,7
148,Amadou Diawara,gn  GUI,MF,Roma,24,1997,1.9,79,2,25,47,10,0,76,1,1,100.0,1,0,43,149,44,1,1,0,0,0,51,48,94.1,0
