,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
42,Musa Barrow,gm  GAM,"FW,MF",Bologna,22,1998,23.7,939,843,96,26,4,172,64,53,58,36,7,2,639,113,187,96,785,18,9,10,714,3,14,29,25
43,Toma Bašić,hr  CRO,MF,Lazio,24,1996,10.9,453,440,13,9,1,59,4,10,0,0,0,0,362,44,47,363,63,19,0,1,383,0,5,12,12
44,Alessandro Bastoni,it  ITA,DF,Inter,22,1999,25.7,1798,1684,114,55,2,187,66,21,2,0,0,0,1378,161,259,1475,201,48,29,5,1601,6,18,29,31
45,Simone Bastoni,it  ITA,"MF,DF",Spezia,24,1996,25.4,1210,1012,198,58,1,195,55,59,37,13,20,0,642,241,327,865,190,25,103,4,888,7,33,40,46
46,Rodrigo Becão,br  BRA,DF,Udinese,25,1996,34.8,1398,1245,153,48,0,144,21,12,0,0,0,0,1000,124,274,87,1114,40,104,13,1114,1,28,26,28
47,Valon Behrami,ch  SUI,MF,Genoa,36,1985,3.5,70,66,4,2,1,13,1,3,0,0,0,0,47,10,13,6,57,5,2,0,51,0,1,4,2
48,Vid Belec,si  SVN,GK,Salernitana,31,1990,21.5,579,334,245,65,0,22,7,0,0,0,0,0,193,28,358,34,413,0,1,77,363,2,11,4,3
49,Raoul Bellanova,it  ITA,DF,Cagliari,21,2000,27.7,940,840,100,6,0,138,38,84,1,1,0,0,559,159,222,82,710,38,92,3,678,1,15,40,36
50,Andrea Belotti,it  ITA,FW,Torino,27,1993,15.2,359,337,22,1,0,122,6,10,0,0,0,0,226,79,54,69,218,17,1,3,254,1,6,16,16
51,Filip Benković,hr  CRO,"DF,FW",Udinese,24,1997,0.1,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1,1,4,0,0,0,5,0,0,0,0
52,Ismaël Bennacer,dz  ALG,MF,Milan,23,1997,16.9,1097,1030,67,50,6,157,53,15,13,3,4,1,836,80,181,933,110,36,4,1,953,5,16,29,5
53,Rodrigo Bentancur,uy  URU,MF,Juventus,24,1997,12.8,756,745,11,11,1,107,15,4,0,0,0,0,626,51,79,133,577,28,0,1,660,0,6,23,17
54,Alessandro Berardi,it  ITA,GK,Hellas Verona,30,1991,1.0,30,21,9,2,0,9,0,0,0,0,0,0,11,0,19,0,24,0,0,5,14,0,1,0,0
55,Domenico Berardi,it  ITA,FW,Sassuolo,26,1994,31.3,1416,1302,114,42,6,289,89,51,59,37,5,2,914,204,298,1171,156,44,13,11,1017,4,24,64,72
56,Bartosz Bereszyński,pl  POL,DF,Sampdoria,29,1992,32.7,1645,1358,287,45,0,217,25,49,1,0,0,0,1011,319,315,116,1190,62,241,5,1285,4,20,60,62
57,Etrit Berisha,al  ALB,GK,Torino,32,1989,10.0,320,215,105,28,0,18,4,0,0,0,0,0,104,13,203,201,57,0,0,38,169,1,12,1,2
58,Federico Bernardeschi,it  ITA,"MF,FW",Juventus,27,1994,16.4,599,549,50,14,2,86,33,33,23,7,9,1,422,73,104,537,31,11,13,2,460,4,12,27,25
59,Nicolò Bertola,it  ITA,"MF,DF",Spezia,18,2003,0.4,14,14,0,0,0,4,0,0,0,0,0,0,8,3,3,4,7,1,0,1,9,0,0,1,1
60,Daniel Bessa,it  ITA,"MF,FW",Hellas Verona,28,1993,8.5,482,458,24,13,1,97,14,11,8,3,4,0,361,52,69,17,435,13,3,5,389,2,8,16,12
61,Beto,gw  GNB,FW,Udinese,23,1998,24.1,375,348,27,0,0,122,8,12,0,0,0,0,227,71,77,30,245,30,3,12,267,0,1,22,8
62,Luis Binks,eng  ENG,DF,Bologna,19,2001,7.2,324,305,19,17,0,36,8,0,0,0,0,0,219,34,71,258,27,26,1,1,271,2,6,4,8
63,Cristiano Biraghi,it  ITA,DF,Fiorentina,28,1992,35.0,2585,2008,577,132,0,169,115,142,120,23,74,3,1533,468,584,2002,192,57,325,4,2084,8,31,67,67
64,Davide Biraschi,it  ITA,DF,Genoa,27,1994,10.3,432,382,50,16,0,62,4,8,0,0,0,0,255,47,130,16,354,24,23,1,317,2,7,12,7
65,Bjarki Bjarkason,is  ISL,FW,Venezia,21,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0
66,Luka Bogdan,hr  CRO,DF,Salernitana,25,1996,4.4,123,111,12,5,0,9,1,2,0,0,0,0,69,13,41,28,77,8,7,1,88,1,1,1,4
67,Emil Bohinen,no  NOR,MF,Salernitana,22,1999,7.8,296,263,33,22,0,56,10,7,11,0,11,0,223,29,44,212,69,10,0,1,240,0,5,6,9
68,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31,1989,25.2,1214,1165,49,25,3,196,39,18,18,0,14,0,927,113,174,294,865,30,2,9,1011,5,16,45,23
69,Federico Bonazzoli,it  ITA,"FW,MF",Salernitana,24,1997,20.7,554,492,62,7,1,110,42,8,10,4,5,0,367,83,104,436,86,15,2,5,415,1,9,19,26
70,Kevin Bonifazi,it  ITA,DF,Bologna,25,1996,13.4,673,637,36,29,1,82,27,3,0,0,0,0,460,74,139,232,396,19,5,4,556,0,13,13,9
71,Leonardo Bonucci,it  ITA,DF,Juventus,34,1987,22.3,1280,1190,90,62,1,101,69,2,0,0,0,0,875,121,284,233,983,31,3,6,1107,9,9,25,10
72,Mehdi Bourabia,ma  MAR,MF,Spezia,29,1991,3.1,116,98,18,16,0,15,0,0,2,2,0,0,88,10,18,16,94,5,0,0,93,1,5,4,2
73,Edoardo Bove,it  ITA,"MF,FW",Roma,19,2002,0.8,36,33,3,3,0,3,2,2,0,0,0,0,29,2,5,1,32,3,0,0,31,0,0,1,1
74,Josip Brekalo,hr  CRO,"FW,MF",Torino,23,1998,25.4,1179,1065,114,40,6,225,64,78,51,17,21,1,780,159,240,169,941,31,13,8,846,10,21,42,53
75,Gleison Bremer,br  BRA,DF,Torino,24,1997,32.1,1403,1376,27,23,0,215,23,1,0,0,0,0,996,143,264,201,1022,83,1,8,1194,3,19,9,16
76,Marcelo Brozović,hr  CRO,MF,Inter,28,1992,32.6,2594,2481,113,99,3,299,109,16,5,3,2,0,2010,279,305,458,2034,69,8,8,2375,2,17,51,21
77,Aleksander Buksa,pl  POL,FW,Genoa,18,2003,0.7,15,14,1,0,0,5,0,1,0,0,0,0,8,3,4,8,2,1,0,1,6,0,0,2,1
78,Alessandro Buongiorno,it  ITA,DF,Torino,22,1999,13.1,545,528,17,15,1,65,8,6,0,0,0,0,387,49,109,400,61,45,2,3,442,2,21,11,10
79,Gianluca Busio,us  USA,MF,Venezia,19,2002,21.7,904,847,57,33,0,146,34,13,19,7,11,0,652,96,156,93,748,31,4,2,749,5,14,22,21
80,Jovane Cabral,cv  CPV,FW,Lazio,23,1998,2.1,36,33,3,1,0,7,1,1,0,0,0,0,29,3,4,8,26,2,0,0,32,0,0,0,2
81,Liberato Cacace,nz  NZL,DF,Empoli,20,2000,5.2,237,193,44,3,0,19,4,9,0,0,0,0,149,51,37,160,31,5,41,0,196,1,2,9,6
82,Martín Cáceres,uy  URU,DF,Cagliari,34,1987,9.2,458,381,77,17,0,38,22,12,0,0,0,0,219,79,160,77,283,29,60,3,318,2,7,18,14
83,Davide Calabria,it  ITA,DF,Milan,24,1996,23.5,1267,1056,211,21,2,119,33,43,11,0,9,0,726,231,310,114,919,43,179,1,965,4,19,47,35
84,Mattia Caldara,it  ITA,DF,Venezia,27,1994,30.0,1153,1101,52,42,0,122,21,2,0,0,0,0,764,96,293,110,921,72,8,4,938,4,24,26,9
85,Hakan Çalhanoğlu,tr  TUR,MF,Inter,27,1994,27.6,1823,1614,209,51,5,211,126,53,146,44,81,11,1284,153,386,162,1602,30,7,12,1492,5,18,56,32
86,José Callejón,es  ESP,FW,Fiorentina,34,1987,14.4,619,581,38,10,1,59,26,34,24,4,15,0,422,89,108,87,493,25,4,3,486,3,12,27,16
87,Andrea Cambiaso,it  ITA,DF,Genoa,21,2000,19.9,909,747,162,8,0,138,17,49,1,0,1,0,538,208,163,429,289,27,153,3,709,1,22,29,41
88,Matteo Cancellieri,it  ITA,"MF,DF",Hellas Verona,19,2002,2.5,68,60,8,1,0,15,1,6,0,0,0,0,44,16,8,44,8,4,7,0,47,0,1,2,4
89,Antonio Candreva,it  ITA,"MF,FW",Sampdoria,34,1987,34.7,1935,1688,247,73,1,242,155,184,115,20,68,3,1007,268,660,329,1509,26,58,10,1293,14,53,72,95
90,Leonardo Capezzi,it  ITA,MF,Salernitana,26,1995,1.9,48,44,4,2,0,6,0,0,1,0,0,0,34,9,5,5,38,3,1,0,41,0,0,0,3
91,Gianluca Caprari,it  ITA,"FW,MF",Hellas Verona,28,1993,30.4,1272,1162,110,18,7,251,31,61,73,31,16,4,948,142,182,170,1049,29,10,7,965,11,29,65,49
92,Andrea Carboni,it  ITA,DF,Cagliari,20,2001,24.6,1076,1025,51,34,1,101,27,22,0,0,0,0,688,97,291,831,119,69,16,3,811,5,32,31,28
93,Nicolò Casale,it  ITA,DF,Hellas Verona,23,1998,28.7,1182,1109,73,41,0,150,17,13,1,0,1,0,823,158,201,178,814,105,31,1,966,5,18,30,30
94,Francesco Cassata,it  ITA,MF,Genoa,24,1997,0.1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
95,Samu Castillejo,es  ESP,"FW,MF",Milan,26,1995,1.4,68,64,4,0,0,13,3,5,2,2,0,0,46,7,15,54,10,0,2,0,56,0,0,0,2
96,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24,1997,15.5,551,517,34,15,2,128,17,25,12,0,10,0,375,73,103,105,422,9,6,4,410,3,11,20,24
97,Danilo Cataldi,it  ITA,MF,Lazio,26,1994,19.0,1388,1277,111,58,1,139,46,16,49,18,25,1,1072,107,209,285,1067,27,1,4,1192,4,14,21,17
98,Pietro Ceccaroni,it  ITA,DF,Venezia,25,1995,34.7,1703,1595,108,61,0,198,6,15,0,0,0,0,1216,162,325,1291,268,62,44,3,1415,1,27,52,30
99,Federico Ceccherini,it  ITA,DF,Hellas Verona,29,1992,26.2,1215,1160,55,35,1,175,22,5,0,0,0,0,804,152,259,309,746,89,20,6,983,5,26,38,21
100,Emil Ceide,no  NOR,"FW,DF",Sassuolo,19,2001,0.6,25,22,3,0,0,9,0,0,1,0,0,0,19,5,1,6,16,0,1,0,13,0,1,1,4
101,Luca Ceppitelli,it  ITA,DF,Cagliari,31,1989,16.1,800,769,31,27,0,80,22,3,0,0,0,0,561,70,169,168,550,42,4,3,670,5,9,5,12
102,Damir Ceter,co  COL,FW,Cagliari,23,1997,0.1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0
103,Julian Chabot,de  GER,DF,Sampdoria,23,1998,5.4,245,224,21,14,0,19,11,0,0,0,0,0,159,18,68,199,19,11,7,1,202,2,7,5,0
104,Giorgio Chiellini,it  ITA,DF,Juventus,36,1984,15.0,923,878,45,25,0,77,26,1,0,0,0,0,648,101,174,652,198,31,10,8,780,5,24,17,10
105,Federico Chiesa,it  ITA,"MF,FW",Juventus,23,1997,9.6,284,252,32,1,0,55,19,23,17,8,4,1,181,53,50,43,218,7,12,2,219,3,6,13,9
106,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31,1989,25.6,1339,1281,58,50,0,109,48,0,0,0,0,0,1121,94,124,113,1154,42,3,7,1227,2,10,29,7
107,Riccardo Ciervo,it  ITA,"MF,DF",Sampdoria,19,2002,2.5,73,68,5,1,0,12,3,9,1,1,0,0,49,13,11,13,56,0,3,1,52,1,0,1,5
108,Moustapha Cissé,gn  GUI,FW,Atalanta,17,2003,0.4,11,11,0,0,0,6,0,0,0,0,0,0,6,3,2,1,6,0,0,0,7,0,0,2,1
109,Giorgio Cittadini,it  ITA,DF,Atalanta,19,2002,0.0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0
110,Ebrima Colley,gm  GAM,"FW,MF",Spezia,21,2000,4.4,127,117,10,3,2,19,6,12,5,2,2,0,85,19,23,18,98,8,2,1,87,1,2,5,3
111,Omar Colley,gm  GAM,DF,Sampdoria,28,1992,30.5,1425,1335,90,56,0,134,32,0,0,0,0,0,1035,112,278,934,350,88,3,4,1200,2,23,28,10
112,Andrea Consigli,it  ITA,GK,Sassuolo,34,1987,36.9,1466,1079,387,135,1,99,36,0,0,0,0,0,828,81,557,86,1178,2,0,160,1146,4,27,16,2
113,Diego Coppola,it  ITA,DF,Hellas Verona,17,2003,2.8,95,95,0,0,0,27,0,1,0,0,0,0,61,14,20,14,71,2,0,1,76,0,1,2,3
114,Joaquín Correa,ar  ARG,FW,Inter,26,1994,11.4,343,336,7,1,1,65,6,11,1,0,0,0,283,43,17,24,291,10,1,9,286,1,6,10,7
115,Lassana Coulibaly,ml  MLI,MF,Salernitana,25,1996,25.9,856,829,27,20,0,125,11,9,1,0,1,0,661,90,105,43,759,25,3,6,700,3,15,25,26
116,Mamadou Coulibaly,sn  SEN,MF,Salernitana,22,1999,9.0,333,328,5,4,0,63,8,5,0,0,0,0,233,56,44,75,237,12,1,0,254,1,2,12,22
117,Alessio Cragno,it  ITA,GK,Cagliari,27,1994,35.0,1214,760,454,139,0,59,23,0,0,0,0,0,386,37,791,120,907,1,0,112,755,9,36,7,3
118,Domenico Criscito,it  ITA,DF,Genoa,34,1986,18.0,1005,846,159,53,0,99,28,38,7,3,3,1,595,178,232,729,114,47,91,5,791,11,15,21,15
119,Bryan Cristante,it  ITA,MF,Roma,26,1995,29.8,1794,1727,67,62,4,270,66,14,0,0,0,0,1229,189,376,191,1447,83,5,1,1478,5,22,47,29
120,Domen Črnigoj,si  SVN,"MF,DF",Venezia,25,1995,20.9,670,643,27,7,0,130,13,23,0,0,0,0,468,78,124,119,478,30,20,2,499,1,15,29,37
121,Giovanni Crociata,it  ITA,FW,Empoli,23,1997,0.2,9,9,0,0,0,1,0,0,0,0,0,0,8,1,0,0,9,0,0,0,7,0,1,0,0
122,Juan Cuadrado,co  COL,"DF,MF",Juventus,33,1988,27.6,1868,1651,217,55,0,154,110,81,54,26,22,1,1312,238,318,203,1501,33,108,7,1589,3,19,45,29
123,Mickaël Cuisance,fr  FRA,MF,Venezia,21,1999,10.2,367,341,26,10,1,79,11,8,9,4,3,1,273,38,56,277,63,10,3,1,285,0,4,19,7
124,Patrick Cutrone,it  ITA,FW,Empoli,23,1998,15.6,253,229,24,1,0,62,6,20,0,0,0,0,178,39,36,42,188,8,3,6,172,1,4,12,19
125,Danilo D'Ambrosio,it  ITA,DF,Inter,32,1988,11.1,737,712,25,18,1,59,25,5,0,0,0,0,571,63,103,202,493,22,7,2,654,0,10,9,9
126,Mikkel Damsgaard,dk  DEN,"MF,FW",Sampdoria,21,2000,6.4,268,263,5,1,1,64,2,9,0,0,0,0,185,50,33,34,216,8,4,2,203,5,4,12,8
127,Danilo,br  BRA,"DF,MF",Juventus,30,1991,21.0,1450,1265,185,37,0,111,31,13,0,0,0,0,1010,230,210,111,1136,33,147,6,1262,8,21,28,21
128,Ebrima Darboe,gm  GAM,MF,Roma,20,2001,0.7,40,37,3,3,0,7,3,0,0,0,0,0,37,2,1,3,36,1,0,0,38,0,0,2,0
129,Matteo Darmian,it  ITA,DF,Inter,31,1989,16.7,701,571,130,9,2,86,9,37,0,0,0,0,423,167,111,108,437,18,121,5,563,3,4,31,30
130,Paweł Dawidowicz,pl  POL,DF,Hellas Verona,26,1995,13.3,610,592,18,12,0,62,8,4,0,0,0,0,451,66,93,199,337,47,6,1,526,3,8,12,12
131,Sebastien De Maio,fr  FRA,DF,Udinese,34,1987,2.0,75,72,3,2,0,9,1,0,0,0,0,0,37,6,32,12,53,8,0,0,53,0,2,1,2
132,Tommaso De Nipoti,it  ITA,MF,Atalanta,18,2003,0.1,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
133,Mattia De Sciglio,it  ITA,DF,Juventus,28,1992,13.0,668,556,112,11,0,76,23,33,9,7,2,0,381,140,147,118,418,29,92,2,543,4,9,17,20
134,Lorenzo De Silvestri,it  ITA,DF,Bologna,33,1988,25.5,1346,1109,237,20,0,194,15,48,0,0,0,0,673,268,405,121,841,92,217,3,999,5,22,34,48
135,Grégoire Defrel,mq  MTQ,FW,Sassuolo,30,1991,15.1,399,368,31,3,2,92,3,0,4,1,1,0,337,37,25,327,49,8,0,5,341,0,3,11,3
136,Alessandro Deiola,it  ITA,MF,Cagliari,25,1995,23.7,771,759,12,11,0,151,27,11,1,1,0,0,489,124,158,56,606,69,0,3,600,3,21,18,24
137,Filippo Delli Carri,it  ITA,DF,Salernitana,22,1999,3.7,120,98,22,4,0,18,1,3,0,0,0,0,74,15,31,9,84,7,18,0,86,0,3,5,6
138,Merih Demiral,tr  TUR,DF,Atalanta,23,1998,21.3,805,754,51,49,0,85,18,1,0,0,0,0,604,79,122,102,608,46,2,1,703,0,12,10,8
139,Diego Demme,de  GER,MF,Napoli,29,1991,7.7,600,592,8,7,0,87,9,6,0,0,0,0,493,40,67,82,500,11,1,2,541,0,6,13,3
140,Mattia Destro,it  ITA,FW,Genoa,30,1991,19.4,347,304,43,0,1,103,4,5,0,0,0,0,180,84,83,19,209,49,3,16,210,1,9,17,9
141,Gerard Deulofeu,es  ESP,"FW,MF",Udinese,27,1994,29.1,1106,891,215,63,5,152,47,89,121,36,53,2,772,126,208,81,997,3,10,13,772,7,15,53,68
142,Jacopo Dezi,it  ITA,MF,Venezia,29,1992,0.2,26,24,2,0,0,2,2,1,2,1,1,0,18,0,8,3,21,1,0,0,22,1,0,0,0
143,Samuel Di Carmine,it  ITA,FW,Hellas Verona,32,1988,0.4,5,4,1,0,0,2,0,0,0,0,0,0,3,0,2,0,3,2,0,0,5,0,0,0,0
144,Federico Di Francesco,it  ITA,"FW,MF",Empoli,27,1994,15.2,385,369,16,1,0,76,11,32,7,3,3,0,251,52,82,41,313,21,2,3,258,2,9,25,13
145,Giovanni Di Lorenzo,it  ITA,DF,Napoli,27,1993,31.9,2309,1967,342,53,0,244,43,47,1,0,0,0,1620,452,237,309,1621,52,288,5,2032,3,19,53,58
146,Francesco Di Mariano,it  ITA,FW,Venezia,25,1996,0.7,14,14,0,0,0,3,0,2,0,0,0,0,11,1,2,1,13,0,0,0,11,0,0,1,0
147,Francesco Di Tacchio,it  ITA,MF,Salernitana,31,1990,13.9,536,490,46,42,0,71,11,3,0,0,0,0,366,59,111,415,74,33,1,2,433,3,6,11,13
148,Amadou Diawara,gn  GUI,MF,Roma,24,1997,1.9,70,67,3,2,0,14,0,0,0,0,0,0,51,8,11,6,58,3,1,0,55,0,0,3,2
149,Brahim Díaz,es  ESP,MF,Milan,21,1999,20.6,730,698,32,5,1,122,13,16,3,0,0,0,599,72,59,243,462,11,2,6,616,9,2,33,12
150,Mitchell Dijks,nl  NED,DF,Bologna,28,1993,7.7,346,268,78,2,0,43,3,18,0,0,0,0,200,74,72,212,43,8,76,2,265,0,2,11,19
151,Federico Dimarco,it  ITA,DF,Inter,23,1997,15.9,1212,1024,188,37,2,101,68,57,73,19,43,1,783,155,274,1044,87,10,62,2,996,2,16,27,35
152,Filippo Distefano,it  ITA,FW,Fiorentina,17,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0
153,Koffi Djidji,ci  CIV,DF,Torino,28,1992,19.3,828,778,50,33,0,81,16,11,0,0,0,0,607,69,152,38,698,43,16,6,700,2,21,10,9
