,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
35,Keita Baldé,sn  SEN,"FW,MF",Cagliari,26,1995,13.7,199,269,74.0,2812,429,110,139,79.1,62,80,77.5,12,18,66.7,1,1.1,-0.1,10,15,4,0,11
36,Fodé Ballo-Touré,sn  SEN,DF,Milan,24,1997,5.0,231,273,84.6,3909,1087,105,113,92.9,101,119,84.9,20,27,74.1,0,0.2,-0.2,4,13,8,4,18
37,Filippo Bandinelli,it  ITA,MF,Empoli,26,1995,21.7,572,756,75.7,10088,3488,285,316,90.2,217,277,78.3,59,123,48.0,3,3.1,-0.1,33,44,43,16,89
38,Mattia Bani,it  ITA,DF,Genoa,27,1993,13.5,337,459,73.4,7310,2791,93,106,87.7,178,218,81.7,61,123,49.6,0,0.0,0.0,1,18,0,0,30
39,Antonín Barák,cz  CZE,"FW,MF",Hellas Verona,26,1994,26.0,890,1109,80.3,13384,3772,490,569,86.1,316,381,82.9,49,76,64.5,4,3.4,+0.6,28,71,24,1,107
40,Francesco Bardi,it  ITA,GK,Bologna,29,1992,2.0,34,50,68.0,906,527,10,10,100.0,11,11,100.0,12,28,42.9,0,0.0,0.0,0,0,0,0,0
41,Nicolò Barella,it  ITA,MF,Inter,24,1997,32.4,1544,1848,83.5,26685,8479,792,873,90.7,555,639,86.9,164,249,65.9,11,7.9,+3.1,60,148,80,18,190
42,Musa Barrow,gm  GAM,"FW,MF",Bologna,22,1998,23.7,714,939,76.0,12879,3087,371,415,89.4,225,292,77.1,101,197,51.3,6,4.4,+1.6,44,49,44,12,68
43,Toma Bašić,hr  CRO,MF,Lazio,24,1996,10.9,383,453,84.5,6191,961,198,218,90.8,152,175,86.9,25,41,61.0,2,0.8,+1.2,6,19,1,0,11
44,Alessandro Bastoni,it  ITA,DF,Inter,22,1999,25.7,1601,1798,89.0,32217,9679,590,637,92.6,733,789,92.9,249,318,78.3,2,1.4,+0.6,11,111,17,4,104
45,Simone Bastoni,it  ITA,"MF,DF",Spezia,24,1996,25.4,888,1210,73.4,16699,6849,401,460,87.2,339,418,81.1,125,266,47.0,3,3.4,-0.4,45,82,30,13,92
46,Rodrigo Becão,br  BRA,DF,Udinese,25,1996,34.8,1114,1398,79.7,21142,7922,424,467,90.8,533,621,85.8,131,254,51.6,1,0.8,+0.2,9,41,5,1,51
47,Valon Behrami,ch  SUI,MF,Genoa,36,1985,3.5,51,70,72.9,877,243,20,25,80.0,22,27,81.5,5,9,55.6,0,0.1,-0.1,1,4,0,0,4
48,Vid Belec,si  SVN,GK,Salernitana,31,1990,21.5,363,579,62.7,13951,10170,43,44,97.7,121,121,100.0,195,408,47.8,0,0.0,0.0,0,14,1,0,0
49,Raoul Bellanova,it  ITA,DF,Cagliari,21,2000,27.7,678,940,72.1,12758,3230,290,362,80.1,287,376,76.3,93,167,55.7,2,3.8,-1.8,32,30,28,19,49
50,Andrea Belotti,it  ITA,FW,Torino,27,1993,15.2,254,359,70.8,3516,490,162,197,82.2,68,93,73.1,11,26,42.3,1,1.0,0.0,8,18,5,0,16
51,Filip Benković,hr  CRO,"DF,FW",Udinese,24,1997,0.1,5,6,83.3,104,8,1,1,100.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
52,Ismaël Bennacer,dz  ALG,MF,Milan,23,1997,16.9,953,1097,86.9,18731,5170,390,423,92.2,390,433,90.1,152,211,72.0,1,2.0,-1.0,20,94,21,4,114
53,Rodrigo Bentancur,uy  URU,MF,Juventus,24,1997,12.8,660,756,87.3,12367,2858,256,280,91.4,316,346,91.3,76,100,76.0,1,0.3,+0.7,8,79,5,0,56
54,Alessandro Berardi,it  ITA,GK,Hellas Verona,30,1991,1.0,14,30,46.7,500,339,1,1,100.0,6,6,100.0,7,23,30.4,0,0.0,0.0,0,0,0,0,0
55,Domenico Berardi,it  ITA,FW,Sassuolo,26,1994,31.3,1017,1416,71.8,20890,6257,409,515,79.4,385,505,76.2,196,295,66.4,14,8.5,+5.5,77,88,57,7,191
56,Bartosz Bereszyński,pl  POL,DF,Sampdoria,29,1992,32.7,1285,1645,78.1,20855,8986,658,746,88.2,473,582,81.3,109,215,50.7,3,1.1,+1.9,20,77,32,13,104
57,Etrit Berisha,al  ALB,GK,Torino,32,1989,10.0,169,320,52.8,5865,3829,20,21,95.2,72,75,96.0,76,223,34.1,0,0.0,0.0,0,5,0,0,0
58,Federico Bernardeschi,it  ITA,"MF,FW",Juventus,27,1994,16.4,460,599,76.8,8074,2164,219,248,88.3,190,225,84.4,43,93,46.2,3,1.9,+1.1,18,29,24,4,62
59,Nicolò Bertola,it  ITA,"MF,DF",Spezia,18,2003,0.4,9,14,64.3,134,53,5,7,71.4,2,3,66.7,1,2,50.0,0,0.0,0.0,0,1,0,0,0
60,Daniel Bessa,it  ITA,"MF,FW",Hellas Verona,28,1993,8.5,389,482,80.7,6589,2024,186,216,86.1,147,168,87.5,39,69,56.5,1,0.8,+0.2,11,36,14,0,51
61,Beto,gw  GNB,FW,Udinese,23,1998,24.1,267,375,71.2,3954,645,154,206,74.8,76,112,67.9,19,27,70.4,0,1.5,-1.5,17,18,7,1,22
62,Luis Binks,eng  ENG,DF,Bologna,19,2001,7.2,271,324,83.6,6671,2078,62,80,77.5,135,147,91.8,73,89,82.0,0,0.0,0.0,1,16,0,0,15
63,Cristiano Biraghi,it  ITA,DF,Fiorentina,28,1992,35.0,2084,2585,80.6,42989,16226,750,811,92.5,982,1124,87.4,332,577,57.5,1,5.8,-4.8,70,129,64,36,159
64,Davide Biraschi,it  ITA,DF,Genoa,27,1994,10.3,317,432,73.4,6405,2589,114,140,81.4,146,179,81.6,52,104,50.0,0,0.3,-0.3,3,36,6,3,30
65,Bjarki Bjarkason,is  ISL,FW,Venezia,21,2000,0.0,1,2,50.0,8,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0
66,Luka Bogdan,hr  CRO,DF,Salernitana,25,1996,4.4,88,123,71.5,1810,767,25,29,86.2,49,63,77.8,12,25,48.0,0,0.0,0.0,1,1,0,0,5
67,Emil Bohinen,no  NOR,MF,Salernitana,22,1999,7.8,240,296,81.1,4125,1047,123,142,86.6,81,99,81.8,29,41,70.7,1,0.5,+0.5,11,14,1,0,13
68,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31,1989,25.2,1011,1214,83.3,18897,3707,440,489,90.0,421,496,84.9,132,191,69.1,4,2.5,+1.5,31,76,20,0,90
69,Federico Bonazzoli,it  ITA,"FW,MF",Salernitana,24,1997,20.7,415,554,74.9,7866,1306,196,245,80.0,141,174,81.0,64,94,68.1,0,0.8,-0.8,9,32,12,1,39
70,Kevin Bonifazi,it  ITA,DF,Bologna,25,1996,13.4,556,673,82.6,12147,4193,173,190,91.1,269,303,88.8,108,170,63.5,0,0.8,-0.8,4,47,3,1,47
71,Leonardo Bonucci,it  ITA,DF,Juventus,34,1987,22.3,1107,1280,86.5,28298,10230,189,204,92.6,589,629,93.6,319,426,74.9,0,0.4,-0.4,5,77,4,0,65
72,Mehdi Bourabia,ma  MAR,MF,Spezia,29,1991,3.1,93,116,80.2,1511,376,43,47,91.5,47,53,88.7,3,14,21.4,0,0.0,0.0,1,7,0,0,6
73,Edoardo Bove,it  ITA,"MF,FW",Roma,19,2002,0.8,31,36,86.1,632,153,17,19,89.5,8,9,88.9,5,6,83.3,0,0.0,0.0,0,3,0,0,5
74,Josip Brekalo,hr  CRO,"FW,MF",Torino,23,1998,25.4,846,1179,71.8,15781,3693,371,458,81.0,322,409,78.7,126,232,54.3,2,5.1,-3.1,56,48,34,9,82
75,Gleison Bremer,br  BRA,DF,Torino,24,1997,32.1,1194,1403,85.1,27244,7019,269,316,85.1,649,713,91.0,262,345,75.9,1,0.2,+0.8,7,53,2,0,53
76,Marcelo Brozović,hr  CRO,MF,Inter,28,1992,32.6,2375,2594,91.6,48370,13345,883,949,93.0,1048,1114,94.1,414,477,86.8,1,1.8,-0.8,33,222,30,8,210
77,Aleksander Buksa,pl  POL,FW,Genoa,18,2003,0.7,6,15,40.0,72,33,5,8,62.5,1,3,33.3,0,2,0.0,0,0.0,0.0,0,1,1,0,3
78,Alessandro Buongiorno,it  ITA,DF,Torino,22,1999,13.1,442,545,81.1,8106,2406,198,221,89.6,182,219,83.1,55,89,61.8,1,0.7,+0.3,5,34,1,1,27
79,Gianluca Busio,us  USA,MF,Venezia,19,2002,21.7,749,904,82.9,15159,3496,272,313,86.9,342,381,89.8,120,173,69.4,1,1.7,-0.7,18,64,12,2,54
80,Jovane Cabral,cv  CPV,FW,Lazio,23,1998,2.1,32,36,88.9,511,70,19,19,100.0,8,9,88.9,4,5,80.0,0,0.5,-0.5,2,1,0,0,1
81,Liberato Cacace,nz  NZL,DF,Empoli,20,2000,5.2,196,237,82.7,3607,1382,92,101,91.1,77,89,86.5,24,38,63.2,0,0.0,0.0,1,16,0,0,17
82,Martín Cáceres,uy  URU,DF,Cagliari,34,1987,9.2,318,458,69.4,6934,2499,105,126,83.3,141,184,76.6,65,126,51.6,1,0.4,+0.6,5,31,4,1,26
83,Davide Calabria,it  ITA,DF,Milan,24,1996,23.5,965,1267,76.2,18642,7859,392,441,88.9,429,528,81.3,131,250,52.4,2,1.4,+0.6,19,97,26,13,115
84,Mattia Caldara,it  ITA,DF,Venezia,27,1994,30.0,938,1153,81.4,21115,7144,266,298,89.3,464,528,87.9,205,312,65.7,0,0.0,0.0,1,51,2,0,50
85,Hakan Çalhanoğlu,tr  TUR,MF,Inter,27,1994,27.6,1492,1823,81.8,30055,8447,617,680,90.7,586,665,88.1,263,422,62.3,12,8.3,+3.7,91,148,48,12,149
86,José Callejón,es  ESP,FW,Fiorentina,34,1987,14.4,486,619,78.5,8753,2262,236,273,86.4,188,228,82.5,57,101,56.4,2,3.0,-1.0,22,27,22,7,45
87,Andrea Cambiaso,it  ITA,DF,Genoa,21,2000,19.9,709,909,78.0,11813,3933,351,393,89.3,295,367,80.4,52,100,52.0,4,1.8,+2.2,18,34,18,8,52
88,Matteo Cancellieri,it  ITA,"MF,DF",Hellas Verona,19,2002,2.5,47,68,69.1,694,227,30,37,81.1,11,20,55.0,6,8,75.0,0,0.2,-0.2,4,5,3,0,4
89,Antonio Candreva,it  ITA,"MF,FW",Sampdoria,34,1987,34.7,1293,1935,66.8,26052,9509,578,689,83.9,416,590,70.5,265,554,47.8,10,6.7,+3.3,76,128,72,25,180
90,Leonardo Capezzi,it  ITA,MF,Salernitana,26,1995,1.9,41,48,85.4,714,210,19,23,82.6,17,18,94.4,4,5,80.0,0,0.0,0.0,0,2,1,0,3
91,Gianluca Caprari,it  ITA,"FW,MF",Hellas Verona,28,1993,30.4,965,1272,75.9,15028,4157,532,606,87.8,312,399,78.2,80,172,46.5,7,6.8,+0.2,66,63,66,7,119
92,Andrea Carboni,it  ITA,DF,Cagliari,20,2001,24.6,811,1076,75.4,16120,5757,293,323,90.7,387,470,82.3,119,245,48.6,0,0.2,-0.2,4,71,13,4,81
93,Nicolò Casale,it  ITA,DF,Hellas Verona,23,1998,28.7,966,1182,81.7,18691,6202,341,396,86.1,458,527,86.9,142,210,67.6,1,1.3,-0.3,11,64,11,5,73
94,Francesco Cassata,it  ITA,MF,Genoa,24,1997,0.1,1,1,100.0,50,4,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0
95,Samu Castillejo,es  ESP,"FW,MF",Milan,26,1995,1.4,56,68,82.4,1028,235,29,31,93.5,13,14,92.9,13,19,68.4,0,0.2,-0.2,2,3,4,3,4
96,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24,1997,15.5,410,551,74.4,7419,1952,179,213,84.0,176,218,80.7,43,85,50.6,1,1.6,-0.6,15,28,22,1,57
97,Danilo Cataldi,it  ITA,MF,Lazio,26,1994,19.0,1192,1388,85.9,21351,6293,564,602,93.7,469,530,88.5,140,224,62.5,2,2.4,-0.4,23,108,17,1,80
98,Pietro Ceccaroni,it  ITA,DF,Venezia,25,1995,34.7,1415,1703,83.1,28597,11044,429,475,90.3,793,867,91.5,182,325,56.0,1,0.3,+0.7,6,72,6,4,75
99,Federico Ceccherini,it  ITA,DF,Hellas Verona,29,1992,26.2,983,1215,80.9,19030,6876,379,444,85.4,433,492,88.0,148,236,62.7,0,0.7,-0.7,9,75,6,0,84
100,Emil Ceide,no  NOR,"FW,DF",Sassuolo,19,2001,0.6,13,25,52.0,176,70,6,9,66.7,6,9,66.7,0,1,0.0,0,0.0,0.0,0,0,2,0,4
101,Luca Ceppitelli,it  ITA,DF,Cagliari,31,1989,16.1,670,800,83.8,13865,4286,217,236,91.9,335,370,90.5,110,174,63.2,1,0.0,+1.0,1,31,5,0,40
102,Damir Ceter,co  COL,FW,Cagliari,23,1997,0.1,1,2,50.0,55,0,0,1,0.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0
103,Julian Chabot,de  GER,DF,Sampdoria,23,1998,5.4,202,245,82.4,4756,1713,53,59,89.8,99,108,91.7,48,76,63.2,0,0.0,0.0,0,15,1,0,19
104,Giorgio Chiellini,it  ITA,DF,Juventus,36,1984,15.0,780,923,84.5,17803,5850,178,199,89.4,411,460,89.3,177,244,72.5,0,0.3,-0.3,7,81,3,0,76
105,Federico Chiesa,it  ITA,"MF,FW",Juventus,23,1997,9.6,219,284,77.1,4221,1300,96,115,83.5,81,101,80.2,33,53,62.3,2,1.2,+0.8,17,13,12,6,29
106,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31,1989,25.6,1227,1339,91.6,25598,7231,413,440,93.9,579,623,92.9,218,250,87.2,0,0.1,-0.1,3,30,1,0,40
107,Riccardo Ciervo,it  ITA,"MF,DF",Sampdoria,19,2002,2.5,52,73,71.2,991,226,19,25,76.0,22,30,73.3,8,12,66.7,1,0.2,+0.8,4,4,1,1,3
108,Moustapha Cissé,gn  GUI,FW,Atalanta,17,2003,0.4,7,11,63.6,94,13,4,5,80.0,2,4,50.0,0,0,,0,0.0,0.0,0,0,0,0,1
109,Giorgio Cittadini,it  ITA,DF,Atalanta,19,2002,0.0,1,2,50.0,22,21,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,1
110,Ebrima Colley,gm  GAM,"FW,MF",Spezia,21,2000,4.4,87,127,68.5,1601,516,38,45,84.4,39,55,70.9,10,24,41.7,0,1.6,-1.6,6,6,8,3,14
111,Omar Colley,gm  GAM,DF,Sampdoria,28,1992,30.5,1200,1425,84.2,25401,7459,309,345,89.6,666,726,91.7,198,316,62.7,0,0.0,0.0,0,72,1,0,73
112,Andrea Consigli,it  ITA,GK,Sassuolo,34,1987,36.9,1146,1466,78.2,32010,17223,254,257,98.8,441,449,98.2,439,748,58.7,0,0.1,-0.1,1,6,1,0,0
113,Diego Coppola,it  ITA,DF,Hellas Verona,17,2003,2.8,76,95,80.0,1536,505,29,33,87.9,32,37,86.5,14,24,58.3,0,0.0,0.0,0,4,0,0,8
114,Joaquín Correa,ar  ARG,FW,Inter,26,1994,11.4,286,343,83.4,4122,899,171,202,84.7,86,99,86.9,16,19,84.2,1,2.0,-1.0,18,18,17,1,38
115,Lassana Coulibaly,ml  MLI,MF,Salernitana,25,1996,25.9,700,856,81.8,11786,3278,348,400,87.0,270,318,84.9,70,99,70.7,0,0.3,-0.3,10,67,11,1,63
116,Mamadou Coulibaly,sn  SEN,MF,Salernitana,22,1999,9.0,254,333,76.3,4400,1284,118,143,82.5,104,123,84.6,27,43,62.8,0,0.2,-0.2,5,29,2,1,27
117,Alessio Cragno,it  ITA,GK,Cagliari,27,1994,35.0,755,1214,62.2,28676,20921,110,111,99.1,217,223,97.3,424,876,48.4,0,0.0,0.0,0,26,0,0,0
118,Domenico Criscito,it  ITA,DF,Genoa,34,1986,18.0,791,1005,78.7,15438,6077,291,317,91.8,388,450,86.2,101,212,47.6,1,0.8,+0.2,7,56,14,6,79
119,Bryan Cristante,it  ITA,MF,Roma,26,1995,29.8,1478,1794,82.4,32147,9513,470,560,83.9,700,789,88.7,293,405,72.3,0,1.6,-1.6,21,224,23,2,178
120,Domen Črnigoj,si  SVN,"MF,DF",Venezia,25,1995,20.9,499,670,74.5,9152,2757,244,290,84.1,177,227,78.0,65,105,61.9,1,0.9,+0.1,10,40,10,4,45
121,Giovanni Crociata,it  ITA,FW,Empoli,23,1997,0.2,7,9,77.8,92,18,5,6,83.3,2,3,66.7,0,0,,0,0.0,0.0,0,1,1,0,1
122,Juan Cuadrado,co  COL,"DF,MF",Juventus,33,1988,27.6,1589,1868,85.1,32670,10204,600,655,91.6,711,793,89.7,266,385,69.1,3,5.0,-2.0,59,108,44,16,168
123,Mickaël Cuisance,fr  FRA,MF,Venezia,21,1999,10.2,285,367,77.7,5602,1504,115,134,85.8,120,149,80.5,47,72,65.3,0,1.0,-1.0,10,33,7,0,28
124,Patrick Cutrone,it  ITA,FW,Empoli,23,1998,15.6,172,253,68.0,2747,548,96,123,78.0,57,80,71.3,15,27,55.6,0,0.9,-0.9,9,8,7,1,16
125,Danilo D'Ambrosio,it  ITA,DF,Inter,32,1988,11.1,654,737,88.7,12600,3739,262,280,93.6,295,315,93.7,88,124,71.0,1,0.1,+0.9,2,37,3,0,28
126,Mikkel Damsgaard,dk  DEN,"MF,FW",Sampdoria,21,2000,6.4,203,268,75.7,3298,927,106,126,84.1,74,97,76.3,19,33,57.6,0,0.4,-0.4,11,19,9,1,30
127,Danilo,br  BRA,"DF,MF",Juventus,30,1991,21.0,1262,1450,87.0,24991,9267,431,458,94.1,648,710,91.3,167,250,66.8,2,1.2,+0.8,15,126,16,5,96
128,Ebrima Darboe,gm  GAM,MF,Roma,20,2001,0.7,38,40,95.0,921,150,6,6,100.0,20,22,90.9,11,11,100.0,0,0.0,0.0,0,4,0,0,1
129,Matteo Darmian,it  ITA,DF,Inter,31,1989,16.7,563,701,80.3,9943,4010,249,277,89.9,250,301,83.1,52,83,62.7,1,2.2,-1.2,21,28,23,10,61
130,Paweł Dawidowicz,pl  POL,DF,Hellas Verona,26,1995,13.3,526,610,86.2,9979,2922,196,208,94.2,248,285,87.0,70,92,76.1,0,0.1,-0.1,4,39,3,0,30
131,Sebastien De Maio,fr  FRA,DF,Udinese,34,1987,2.0,53,75,70.7,1202,529,13,15,86.7,31,35,88.6,9,24,37.5,0,0.3,-0.3,1,3,0,0,2
132,Tommaso De Nipoti,it  ITA,MF,Atalanta,18,2003,0.1,1,2,50.0,9,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
133,Mattia De Sciglio,it  ITA,DF,Juventus,28,1992,13.0,543,668,81.3,10667,3955,220,251,87.6,242,276,87.7,74,119,62.2,2,2.4,-0.4,21,37,17,12,48
134,Lorenzo De Silvestri,it  ITA,DF,Bologna,33,1988,25.5,999,1346,74.2,16843,8530,494,595,83.0,411,510,80.6,80,184,43.5,2,2.1,-0.1,21,80,25,13,100
135,Grégoire Defrel,mq  MTQ,FW,Sassuolo,30,1991,15.1,341,399,85.5,4630,658,215,239,90.0,96,114,84.2,15,22,68.2,2,2.1,-0.1,22,16,13,0,24
136,Alessandro Deiola,it  ITA,MF,Cagliari,25,1995,23.7,600,771,77.8,11938,2620,224,274,81.8,256,320,80.0,103,138,74.6,1,1.3,-0.3,13,35,13,2,59
137,Filippo Delli Carri,it  ITA,DF,Salernitana,22,1999,3.7,86,120,71.7,1419,772,40,48,83.3,38,50,76.0,6,14,42.9,0,0.1,-0.1,1,5,1,1,4
138,Merih Demiral,tr  TUR,DF,Atalanta,23,1998,21.3,703,805,87.3,15350,3501,175,198,88.4,391,427,91.6,127,160,79.4,2,0.0,+2.0,1,23,1,0,21
139,Diego Demme,de  GER,MF,Napoli,29,1991,7.7,541,600,90.2,9099,2211,271,288,94.1,214,231,92.6,44,66,66.7,0,0.3,-0.3,3,41,6,2,29
140,Mattia Destro,it  ITA,FW,Genoa,30,1991,19.4,210,347,60.5,2885,726,136,201,67.7,55,99,55.6,10,22,45.5,1,1.0,0.0,10,20,5,1,25
141,Gerard Deulofeu,es  ESP,"FW,MF",Udinese,27,1994,29.1,772,1106,69.8,13306,5007,392,478,82.0,281,348,80.7,85,195,43.6,5,7.0,-2.0,79,47,80,8,134
142,Jacopo Dezi,it  ITA,MF,Venezia,29,1992,0.2,22,26,84.6,495,144,5,6,83.3,14,15,93.3,3,5,60.0,0,0.0,0.0,1,3,3,1,5
143,Samuel Di Carmine,it  ITA,FW,Hellas Verona,32,1988,0.4,5,5,100.0,81,8,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
