,Player,Nation,Pos,Squad,Age,Born,90s,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
56,Bartosz Bereszyński,pl  POL,DF,Sampdoria,29,1992,32.7,71,38,37,22,12,28,67,41.8,39,480,159,33.1,182,210,88,75,13,0,62,57,128,59,3
57,Etrit Berisha,al  ALB,GK,Torino,32,1989,10.0,0,0,0,0,0,0,0,,0,5,0,0.0,5,0,0,0,0,0,0,0,0,0,2
58,Federico Bernardeschi,it  ITA,"MF,FW",Juventus,27,1994,16.4,16,13,6,6,4,5,12,41.7,7,237,77,32.5,82,102,53,23,4,0,19,11,27,8,1
59,Nicolò Bertola,it  ITA,"MF,DF",Spezia,18,2003,0.4,3,2,3,0,0,1,1,100.0,0,11,4,36.4,5,6,0,0,0,0,0,5,8,0,0
60,Daniel Bessa,it  ITA,"MF,FW",Hellas Verona,28,1993,8.5,14,11,5,7,2,4,11,36.4,7,155,52,33.5,38,87,30,18,3,0,15,10,24,14,0
61,Beto,gw  GNB,FW,Udinese,23,1998,24.1,16,8,2,10,4,4,12,33.3,8,369,97,26.3,21,181,167,25,2,0,23,9,25,23,0
62,Luis Binks,eng  ENG,DF,Bologna,19,2001,7.2,10,5,6,3,1,5,6,83.3,1,65,21,32.3,40,22,3,12,5,0,7,21,31,41,0
63,Cristiano Biraghi,it  ITA,DF,Fiorentina,28,1992,35.0,37,18,21,12,4,19,45,42.2,26,305,101,33.1,89,150,66,46,10,0,36,38,75,29,4
64,Davide Biraschi,it  ITA,DF,Genoa,27,1994,10.3,34,18,20,10,4,16,29,55.2,13,167,67,40.1,95,60,12,25,10,0,15,14,48,34,0
65,Bjarki Bjarkason,is  ISL,FW,Venezia,21,2000,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0
66,Luka Bogdan,hr  CRO,DF,Salernitana,25,1996,4.4,6,4,6,0,0,2,6,33.3,4,36,8,22.2,29,5,2,5,2,0,3,15,21,19,0
67,Emil Bohinen,no  NOR,MF,Salernitana,22,1999,7.8,15,8,5,9,1,5,18,27.8,13,148,41,27.7,45,74,29,18,3,0,15,19,34,17,0
68,Giacomo Bonaventura,it  ITA,MF,Fiorentina,31,1989,25.2,31,19,11,15,5,18,44,40.9,26,371,106,28.6,69,167,135,19,2,0,17,30,61,9,1
69,Federico Bonazzoli,it  ITA,"FW,MF",Salernitana,24,1997,20.7,25,18,10,8,7,7,21,33.3,14,306,65,21.2,50,151,105,21,1,0,20,8,33,6,0
70,Kevin Bonifazi,it  ITA,DF,Bologna,25,1996,13.4,25,19,15,7,3,11,19,57.9,8,142,55,38.7,77,52,13,24,8,0,16,23,48,54,0
71,Leonardo Bonucci,it  ITA,DF,Juventus,34,1987,22.3,16,7,6,10,0,9,11,81.8,2,98,39,39.8,47,48,3,38,19,0,19,35,51,88,1
72,Mehdi Bourabia,ma  MAR,MF,Spezia,29,1991,3.1,5,2,2,3,0,1,9,11.1,8,60,14,23.3,19,36,5,12,8,0,4,6,11,8,1
73,Edoardo Bove,it  ITA,"MF,FW",Roma,19,2002,0.8,1,1,1,0,0,0,1,0.0,1,24,9,37.5,8,9,7,2,0,0,2,2,3,1,0
74,Josip Brekalo,hr  CRO,"FW,MF",Torino,23,1998,25.4,12,6,5,3,4,3,20,15.0,17,291,80,27.5,45,111,135,18,1,0,17,11,23,8,1
75,Gleison Bremer,br  BRA,DF,Torino,24,1997,32.1,51,27,24,26,1,8,18,44.4,10,541,219,40.5,264,258,19,86,27,0,59,117,168,199,1
76,Marcelo Brozović,hr  CRO,MF,Inter,28,1992,32.6,75,47,37,28,10,26,73,35.6,47,569,170,29.9,225,272,72,41,10,0,31,52,127,33,0
77,Aleksander Buksa,pl  POL,FW,Genoa,18,2003,0.7,0,0,0,0,0,0,1,0.0,1,18,2,11.1,3,9,6,0,0,0,0,0,0,1,0
78,Alessandro Buongiorno,it  ITA,DF,Torino,22,1999,13.1,23,13,10,10,3,10,16,62.5,6,168,58,34.5,76,76,16,16,7,0,9,35,58,47,0
79,Gianluca Busio,us  USA,MF,Venezia,19,2002,21.7,60,39,31,22,7,27,62,43.5,35,517,140,27.1,205,230,82,61,17,0,44,37,97,36,0
80,Jovane Cabral,cv  CPV,FW,Lazio,23,1998,2.1,3,2,0,2,1,0,0,,0,47,16,34.0,3,17,27,2,1,0,1,1,4,1,0
81,Liberato Cacace,nz  NZL,DF,Empoli,20,2000,5.2,17,8,11,4,2,7,10,70.0,3,94,29,30.9,47,33,14,6,2,0,4,14,31,9,0
82,Martín Cáceres,uy  URU,DF,Cagliari,34,1987,9.2,18,12,7,6,5,5,12,41.7,7,85,25,29.4,44,30,11,21,5,0,16,22,40,18,0
83,Davide Calabria,it  ITA,DF,Milan,24,1996,23.5,76,44,38,25,13,35,75,46.7,40,395,126,31.9,160,162,73,46,6,0,40,41,117,35,0
84,Mattia Caldara,it  ITA,DF,Venezia,27,1994,30.0,59,34,44,12,3,19,41,46.3,22,332,117,35.2,224,84,24,77,41,0,36,79,138,155,1
85,Hakan Çalhanoğlu,tr  TUR,MF,Inter,27,1994,27.6,43,28,15,21,7,10,35,28.6,25,391,136,34.8,97,187,107,39,6,0,33,31,74,8,0
86,José Callejón,es  ESP,FW,Fiorentina,34,1987,14.4,20,15,6,9,5,7,26,26.9,19,169,52,30.8,26,80,63,9,1,0,8,12,32,3,0
87,Andrea Cambiaso,it  ITA,DF,Genoa,21,2000,19.9,44,28,26,12,6,17,36,47.2,19,341,88,25.8,153,121,67,54,9,0,45,36,80,25,1
88,Matteo Cancellieri,it  ITA,"MF,DF",Hellas Verona,19,2002,2.5,5,4,3,1,1,1,5,20.0,4,49,17,34.7,15,17,17,3,0,0,3,3,8,0,0
89,Antonio Candreva,it  ITA,"MF,FW",Sampdoria,34,1987,34.7,27,16,12,9,6,12,51,23.5,39,389,105,27.0,107,167,115,47,1,0,46,51,78,10,0
90,Leonardo Capezzi,it  ITA,MF,Salernitana,26,1995,1.9,4,2,0,3,1,1,6,16.7,5,75,16,21.3,30,36,9,9,4,0,5,1,5,3,0
91,Gianluca Caprari,it  ITA,"FW,MF",Hellas Verona,28,1993,30.4,43,30,13,23,7,11,36,30.6,25,438,137,31.3,96,187,155,42,0,0,42,18,61,6,0
92,Andrea Carboni,it  ITA,DF,Cagliari,20,2001,24.6,47,30,30,13,4,14,39,35.9,25,359,112,31.2,208,133,18,45,15,0,30,55,102,97,1
93,Nicolò Casale,it  ITA,DF,Hellas Verona,23,1998,28.7,60,33,34,24,2,24,41,58.5,17,506,154,30.4,266,209,31,52,14,0,38,66,126,111,1
94,Francesco Cassata,it  ITA,MF,Genoa,24,1997,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,1,1,0,0,0,0,0,1,1,0,0
95,Samu Castillejo,es  ESP,"FW,MF",Milan,26,1995,1.4,2,1,0,1,1,0,5,0.0,5,30,11,36.7,7,12,11,4,1,0,3,2,4,1,0
96,Gaetano Castrovilli,it  ITA,MF,Fiorentina,24,1997,15.5,30,14,14,11,5,7,23,30.4,16,256,80,31.3,69,110,77,20,3,0,17,25,55,4,0
97,Danilo Cataldi,it  ITA,MF,Lazio,26,1994,19.0,35,17,13,18,4,9,34,26.5,25,305,75,24.6,99,171,35,22,12,0,10,31,66,16,0
98,Pietro Ceccaroni,it  ITA,DF,Venezia,25,1995,34.7,53,26,32,17,4,15,23,65.2,8,341,106,31.1,206,107,28,69,35,1,34,67,120,157,2
99,Federico Ceccherini,it  ITA,DF,Hellas Verona,29,1992,26.2,39,31,23,12,4,15,28,53.6,13,309,103,33.3,146,133,30,33,8,0,25,64,103,103,0
100,Emil Ceide,no  NOR,"FW,DF",Sassuolo,19,2001,0.6,4,2,2,2,0,2,2,100.0,0,18,5,27.8,10,4,4,0,0,0,0,2,6,1,0
101,Luca Ceppitelli,it  ITA,DF,Cagliari,31,1989,16.1,20,8,12,8,0,9,19,47.4,10,147,50,34.0,87,54,6,32,16,0,16,36,56,55,0
102,Damir Ceter,co  COL,FW,Cagliari,23,1997,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
103,Julian Chabot,de  GER,DF,Sampdoria,23,1998,5.4,14,7,9,5,0,7,11,63.6,4,80,24,30.0,44,34,2,12,4,1,8,12,26,32,0
104,Giorgio Chiellini,it  ITA,DF,Juventus,36,1984,15.0,20,10,12,7,1,6,11,54.5,5,107,43,40.2,66,31,10,31,19,0,12,18,38,74,0
105,Federico Chiesa,it  ITA,"MF,FW",Juventus,23,1997,9.6,23,17,8,9,6,7,21,33.3,14,144,44,30.6,44,52,48,12,0,0,12,8,31,6,0
106,Vlad Chiricheș,ro  ROU,DF,Sassuolo,31,1989,25.6,40,21,28,12,0,15,24,62.5,9,257,96,37.4,149,106,2,42,23,0,19,59,99,79,2
107,Riccardo Ciervo,it  ITA,"MF,DF",Sampdoria,19,2002,2.5,7,5,3,3,1,1,5,20.0,4,43,10,23.3,11,20,12,2,0,0,2,5,12,2,0
108,Moustapha Cissé,gn  GUI,FW,Atalanta,17,2003,0.4,2,1,0,2,0,0,2,0.0,2,14,5,35.7,0,9,5,1,0,0,1,1,3,0,0
109,Giorgio Cittadini,it  ITA,DF,Atalanta,19,2002,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,1,1,0,0
110,Ebrima Colley,gm  GAM,"FW,MF",Spezia,21,2000,4.4,7,3,2,3,2,1,6,16.7,5,92,19,20.7,24,42,26,8,0,0,8,5,12,2,0
111,Omar Colley,gm  GAM,DF,Sampdoria,28,1992,30.5,54,37,39,13,2,18,31,58.1,13,270,100,37.0,175,85,10,49,23,1,26,99,153,146,2
112,Andrea Consigli,it  ITA,GK,Sassuolo,34,1987,36.9,0,0,0,0,0,0,1,0.0,1,7,1,14.3,7,0,0,0,0,0,0,0,0,1,3
113,Diego Coppola,it  ITA,DF,Hellas Verona,17,2003,2.8,8,4,6,2,0,2,3,66.7,1,39,10,25.6,15,18,6,6,1,0,5,4,12,12,0
114,Joaquín Correa,ar  ARG,FW,Inter,26,1994,11.4,13,7,1,4,8,2,10,20.0,8,220,54,24.5,17,84,119,8,2,0,6,8,21,3,0
115,Lassana Coulibaly,ml  MLI,MF,Salernitana,25,1996,25.9,61,45,32,25,4,19,51,37.3,32,557,147,26.4,239,254,64,51,12,0,39,41,102,32,0
116,Mamadou Coulibaly,sn  SEN,MF,Salernitana,22,1999,9.0,19,9,12,3,4,5,15,33.3,10,188,35,18.6,77,70,41,23,0,0,23,21,40,11,0
117,Alessio Cragno,it  ITA,GK,Cagliari,27,1994,35.0,1,1,1,0,0,1,1,100.0,0,5,2,40.0,4,1,0,0,0,0,0,0,1,1,2
118,Domenico Criscito,it  ITA,DF,Genoa,34,1986,18.0,36,22,16,16,4,15,25,60.0,10,197,71,36.0,98,73,26,39,12,0,27,42,78,59,0
119,Bryan Cristante,it  ITA,MF,Roma,26,1995,29.8,86,58,31,48,7,31,56,55.4,25,615,192,31.2,224,314,77,45,8,0,37,47,133,56,0
120,Domen Črnigoj,si  SVN,"MF,DF",Venezia,25,1995,20.9,30,17,9,16,5,10,27,37.0,17,342,70,20.5,96,164,82,46,10,0,36,43,73,36,0
121,Giovanni Crociata,it  ITA,FW,Empoli,23,1997,0.2,0,0,0,0,0,0,2,0.0,2,10,2,20.0,0,5,5,0,0,0,0,0,0,0,0
122,Juan Cuadrado,co  COL,"DF,MF",Juventus,33,1988,27.6,57,29,37,15,5,24,42,57.1,18,307,104,33.9,137,125,45,40,5,0,35,43,100,27,0
123,Mickaël Cuisance,fr  FRA,MF,Venezia,21,1999,10.2,18,12,5,10,3,9,24,37.5,15,245,66,26.9,91,121,33,19,0,0,19,20,38,4,0
124,Patrick Cutrone,it  ITA,FW,Empoli,23,1998,15.6,8,7,3,2,3,2,5,40.0,3,221,47,21.3,22,93,106,11,2,0,9,8,16,3,0
125,Danilo D'Ambrosio,it  ITA,DF,Inter,32,1988,11.1,29,18,16,11,2,8,20,40.0,12,114,45,39.5,59,34,21,27,10,1,17,10,39,24,1
126,Mikkel Damsgaard,dk  DEN,"MF,FW",Sampdoria,21,2000,6.4,22,9,12,6,4,11,29,37.9,18,172,43,25.0,55,72,45,13,1,0,12,10,32,7,0
127,Danilo,br  BRA,"DF,MF",Juventus,30,1991,21.0,38,22,22,13,3,16,28,57.1,12,162,54,33.3,74,65,23,30,13,0,17,39,77,64,0
128,Ebrima Darboe,gm  GAM,MF,Roma,20,2001,0.7,2,2,0,2,0,0,1,0.0,1,10,3,30.0,3,5,2,0,0,0,0,2,4,0,1
129,Matteo Darmian,it  ITA,DF,Inter,31,1989,16.7,30,22,18,7,5,13,33,39.4,20,207,64,30.9,78,70,59,24,0,0,24,20,50,19,0
130,Paweł Dawidowicz,pl  POL,DF,Hellas Verona,26,1995,13.3,31,20,16,9,6,13,20,65.0,7,218,75,34.4,111,83,24,24,11,0,13,22,53,58,1
131,Sebastien De Maio,fr  FRA,DF,Udinese,34,1987,2.0,6,2,5,1,0,1,9,11.1,8,34,12,35.3,21,11,2,6,5,0,1,5,11,6,0
132,Tommaso De Nipoti,it  ITA,MF,Atalanta,18,2003,0.1,0,0,0,0,0,0,0,,0,4,0,0.0,0,3,1,0,0,0,0,0,0,0,0
133,Mattia De Sciglio,it  ITA,DF,Juventus,28,1992,13.0,20,11,6,8,6,7,21,33.3,14,137,33,24.1,65,43,29,26,1,0,25,26,46,38,0
134,Lorenzo De Silvestri,it  ITA,DF,Bologna,33,1988,25.5,29,13,19,9,1,11,34,32.4,23,253,73,28.9,110,91,52,52,8,0,44,30,59,54,2
135,Grégoire Defrel,mq  MTQ,FW,Sassuolo,30,1991,15.1,20,16,6,10,4,4,12,33.3,8,287,88,30.7,32,115,140,12,2,0,10,6,26,10,0
136,Alessandro Deiola,it  ITA,MF,Cagliari,25,1995,23.7,43,25,15,27,1,12,50,24.0,38,418,106,25.4,124,216,78,41,10,0,31,37,80,37,0
137,Filippo Delli Carri,it  ITA,DF,Salernitana,22,1999,3.7,11,5,9,2,0,7,14,50.0,7,66,9,13.6,45,18,3,10,3,0,7,7,18,13,0
138,Merih Demiral,tr  TUR,DF,Atalanta,23,1998,21.3,40,25,23,15,2,11,20,55.0,9,346,138,39.9,173,158,15,41,15,1,26,55,95,86,1
139,Diego Demme,de  GER,MF,Napoli,29,1991,7.7,19,14,8,7,4,11,26,42.3,15,221,55,24.9,71,108,42,14,2,0,12,12,31,4,0
140,Mattia Destro,it  ITA,FW,Genoa,30,1991,19.4,14,8,2,5,7,3,5,60.0,2,268,80,29.9,18,115,135,18,2,0,16,6,20,16,0
141,Gerard Deulofeu,es  ESP,"FW,MF",Udinese,27,1994,29.1,16,9,3,5,8,3,24,12.5,21,491,151,30.8,74,211,206,24,0,0,24,27,43,4,0
142,Jacopo Dezi,it  ITA,MF,Venezia,29,1992,0.2,0,0,0,0,0,0,1,0.0,1,4,0,0.0,0,4,0,1,0,0,1,1,1,0,0
143,Samuel Di Carmine,it  ITA,FW,Hellas Verona,32,1988,0.4,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0
144,Federico Di Francesco,it  ITA,"FW,MF",Empoli,27,1994,15.2,14,10,1,7,6,4,21,19.0,17,280,78,27.9,40,120,120,18,2,0,16,11,25,8,0
145,Giovanni Di Lorenzo,it  ITA,DF,Napoli,27,1993,31.9,69,43,45,18,6,33,62,53.2,29,381,136,35.7,165,138,78,49,11,1,38,46,115,36,0
146,Francesco Di Mariano,it  ITA,FW,Venezia,25,1996,0.7,1,1,0,0,1,1,2,50.0,1,6,1,16.7,1,2,3,2,1,0,1,0,1,0,0
147,Francesco Di Tacchio,it  ITA,MF,Salernitana,31,1990,13.9,18,11,7,10,1,9,26,34.6,17,197,55,27.9,98,86,13,25,9,0,16,36,54,23,0
148,Amadou Diawara,gn  GUI,MF,Roma,24,1997,1.9,4,2,3,1,0,2,4,50.0,2,30,7,23.3,19,10,1,2,0,0,2,0,4,2,0
149,Brahim Díaz,es  ESP,MF,Milan,21,1999,20.6,34,27,7,17,10,7,20,35.0,13,369,105,28.5,41,197,131,8,2,0,6,12,46,6,0
150,Mitchell Dijks,nl  NED,DF,Bologna,28,1993,7.7,22,14,13,5,4,11,19,57.9,8,148,32,21.6,74,48,26,12,2,0,10,9,31,7,1
151,Federico Dimarco,it  ITA,DF,Inter,23,1997,15.9,22,12,8,10,4,10,23,43.5,13,183,51,27.9,48,84,51,19,1,0,18,27,49,13,0
152,Filippo Distefano,it  ITA,FW,Fiorentina,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
153,Koffi Djidji,ci  CIV,DF,Torino,28,1992,19.3,50,20,23,22,5,9,16,56.3,7,301,98,32.6,129,152,20,28,8,0,20,48,98,72,0
154,Berat Djimsiti,al  ALB,DF,Atalanta,28,1993,25.1,46,31,22,19,5,22,42,52.4,20,265,97,36.6,105,134,26,39,13,0,26,53,99,83,1
155,Nicolás Domínguez,ar  ARG,MF,Bologna,23,1998,22.4,78,48,37,36,5,30,70,42.9,40,571,168,29.4,238,262,71,45,13,1,32,45,123,31,1
156,Bartłomiej Drągowski,pl  POL,GK,Fiorentina,23,1997,6.2,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
