,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success
15,Alexis,es  ESP,DF,Getafe,29,1985,15,1350,90,39.5,15.0,15,90,15,0,,0,1.00,17,25,-8,-0.53,+0.42
16,Víctor Álvarez,es  ESP,"MF,DF",Espanyol,22,1993,27,1959,73,57.3,21.8,25,77,12,2,18,10,1.04,19,46,-27,-1.24,-0.81
17,Dani Alves,br  BRA,DF,Barcelona,32,1983,29,2145,74,62.7,23.8,24,82,17,5,34,6,2.31,68,17,+51,+2.14,-0.12
18,Diego Alves,br  BRA,GK,Valencia,30,1985,13,1170,90,34.2,13.0,13,90,13,0,,0,1.46,20,21,-1,-0.08,-0.04
19,Amath,sn  SEN,"FW,MF",Atlético Madrid,19,1996,0,,,,,0,,0,0,,1,,,,,,
20,Antonio Amaya,es  ESP,DF,Rayo Vallecano,32,1983,17,1033,61,30.2,11.5,10,82,7,7,30,7,1.06,16,30,-14,-1.22,-0.96
21,Nordin Amrabat,ma  MAR,"MF,FW",Málaga,28,1987,13,1003,77,29.3,11.1,13,77,4,0,,0,1.31,8,6,+2,+0.18,+0.14
22,Marco Andreolli,it  ITA,DF,Sevilla,29,1986,7,553,79,16.2,6.1,7,79,5,0,,3,1.43,10,9,+1,+0.16,+0.16
23,José Ángel Crespo,es  ESP,DF,Rayo Vallecano,28,1987,9,715,79,20.9,7.9,9,79,6,0,,3,0.78,9,16,-7,-0.88,-0.42
24,Miguel Ángel Guerrero,es  ESP,FW,Sporting Gijón,25,1990,23,1087,47,31.8,12.1,13,67,0,10,21,9,1.00,15,20,-5,-0.41,+0.24
25,Miguel Ángel Moyá,es  ESP,GK,Atlético Madrid,31,1984,0,,,,,0,,0,0,,38,,,,,,
26,Miguel Ángel,es  ESP,DF,Getafe,19,1996,3,200,67,5.8,2.2,2,63,0,1,74,2,2.33,3,2,+1,+0.45,+1.32
27,Marcos Angeleri,ar  ARG,DF,Málaga,32,1983,13,1111,85,32.5,12.3,13,85,12,0,,2,0.62,6,12,-6,-0.49,-0.84
28,José Antonio Reyes,es  ESP,MF,Sevilla,31,1983,24,1182,49,34.6,13.1,14,68,2,10,23,8,1.63,14,17,-3,-0.23,-0.39
29,Youssef El-Arabi,ma  MAR,FW,Granada,28,1987,35,2513,72,73.5,27.9,27,85,19,8,27,1,1.03,39,45,-6,-0.21,+1.47
30,Sergio Araujo,ar  ARG,FW,Las Palmas,23,1992,30,1819,61,53.2,20.2,20,83,13,10,16,6,0.93,23,26,-3,-0.15,+0.13
31,Álvaro Arbeloa,es  ESP,DF,Real Madrid,32,1983,6,262,44,7.7,2.9,2,90,2,4,21,14,2.67,8,3,+5,+1.72,-0.31
32,Anaitz Arbilla,es  ESP,DF,Espanyol,28,1987,7,630,90,18.4,7.0,7,90,7,0,,2,1.29,7,15,-8,-1.14,-0.30
33,Alphonse Areola,fr  FRA,GK,Villarreal,22,1993,32,2880,90,84.2,32.0,32,90,32,0,,4,1.84,40,26,+14,+0.44,+1.27
34,Giedrius Arlauskis,lt  LTU,GK,Espanyol,27,1987,3,225,75,6.6,2.5,3,75,2,0,,11,0.00,0,12,-12,-4.80,-4.18
35,Alejandro Arribas,es  ESP,DF,La Coruña,26,1989,31,2734,88,79.9,30.4,31,88,28,0,,3,1.13,38,47,-9,-0.30,+0.62
36,Mikel Arruabarrena,es  ESP,FW,Eibar,32,1983,6,62,10,1.8,0.7,0,,0,6,10,6,1.67,1,0,+1,+1.45,+1.80
37,Aythami Artiles,es  ESP,DF,Las Palmas,29,1986,31,2641,85,77.2,29.3,30,87,27,1,34,1,1.00,30,39,-9,-0.31,-0.42
38,Sergio Asenjo,es  ESP,GK,Villarreal,26,1989,4,360,90,10.5,4.0,4,90,4,0,,8,1.25,4,5,-1,-0.25,-0.54
39,Marco Asensio,es  ESP,"MF,FW",Espanyol,19,1996,34,2825,83,82.6,31.4,33,85,24,1,22,2,1.18,34,57,-23,-0.73,+0.93
40,Iago Aspas,es  ESP,"FW,MF",Celta Vigo,27,1987,35,2654,76,77.6,29.5,31,81,14,4,34,0,1.63,43,37,+6,+0.20,+1.85
41,Christian Atsu,gh  GHA,MF,Málaga,23,1992,12,392,33,11.5,4.4,3,75,2,9,19,3,1.58,11,4,+7,+1.61,+1.73
42,Jean-Sylvain Babin,mq  MTQ,DF,Granada,28,1986,25,2235,89,65.4,24.8,25,89,24,0,,9,1.16,32,40,-8,-0.32,+0.82
43,Raúl Baena,es  ESP,MF,Rayo Vallecano,26,1989,24,1836,77,53.7,20.4,22,82,16,2,21,5,1.04,22,31,-9,-0.44,+0.24
44,Eric Bailly,ci  CIV,DF,Villarreal,21,1994,25,2019,81,59.0,22.4,25,81,18,0,,5,1.60,30,24,+6,+0.27,+0.07
45,Cédric Bakambu,cd  COD,FW,Villarreal,24,1991,34,1859,55,54.4,20.7,21,74,8,13,24,1,1.62,25,21,+4,+0.19,-0.09
46,Zakaria Bakkali,be  BEL,"MF,FW",Valencia,19,1996,16,566,35,16.5,6.3,4,60,0,12,27,1,1.31,14,4,+10,+1.59,+1.97
47,Gareth Bale,wls  WAL,"FW,MF",Real Madrid,26,1989,23,1733,75,50.7,19.3,21,80,12,2,25,1,2.35,61,18,+43,+2.23,+0.47
48,Mikel Balenziaga,es  ESP,DF,Athletic Club,27,1988,34,2905,85,84.9,32.3,33,87,31,1,18,2,1.56,46,38,+8,+0.25,-0.63
49,Éver Banega,ar  ARG,MF,Sevilla,27,1988,25,1718,69,50.2,19.1,20,79,8,5,28,2,1.64,29,15,+14,+0.73,+1.42
50,Lass Bangoura,gn  GUI,MF,Rayo Vallecano,23,1992,16,805,50,23.5,8.9,7,73,2,9,33,4,0.56,11,24,-13,-1.45,-1.18
51,Léo Baptistão,br  BRA,FW,Villarreal,22,1992,26,1266,49,37.0,14.1,12,75,5,14,26,1,1.65,15,11,+4,+0.28,+0.08
52,Danilo Barbosa,br  BRA,MF,Valencia,19,1996,19,1362,72,39.8,15.1,16,81,10,3,22,16,0.74,12,22,-10,-0.66,-1.01
53,Mariano Barbosa,ar  ARG,GK,Villarreal,31,1984,2,180,90,5.3,2.0,2,90,2,0,,26,0.00,0,4,-4,-2.00,-2.36
54,Ander Bardají,es  ESP,GK,Real Sociedad,20,1995,0,,,,,0,,0,0,,9,,,,,,
55,Francesco Bardi,it  ITA,GK,Espanyol,23,1992,0,,,,,0,,0,0,,20,,,,,,
56,Antonio Barragán,es  ESP,DF,Valencia,28,1987,24,1658,69,48.5,18.4,19,81,12,5,24,7,1.25,21,25,-4,-0.22,-0.32
57,David Barral,es  ESP,FW,Granada,32,1983,14,371,27,10.8,4.1,3,48,0,11,21,2,0.86,3,6,-3,-0.73,-0.14
58,Iñigo Barrenetxea,es  ESP,MF,Eibar,21,1994,2,5,3,0.1,0.1,0,,0,2,3,8,2.00,0,0,0,0.00,+0.32
59,Álex Barrera,es  ESP,MF,Sporting Gijón,24,1991,5,62,12,1.8,0.7,0,,0,5,12,1,0.60,0,0,0,0.00,+0.59
60,Marc Bartra,es  ESP,DF,Barcelona,24,1991,13,503,39,14.7,5.6,4,81,3,9,20,18,3.00,25,3,+22,+3.94,+2.05
61,Borja Bastón,es  ESP,FW,Eibar,22,1992,36,2571,71,75.2,28.6,29,84,15,7,19,0,1.19,38,45,-7,-0.25,+0.28
62,Jon Bautista,es  ESP,FW,Real Sociedad,20,1995,4,118,30,3.5,1.3,1,57,0,3,20,1,1.75,1,2,-1,-0.76,-0.71
63,Claudio Beauvue,gp  GLP,"MF,FW",Celta Vigo,27,1988,10,506,51,14.8,5.6,6,74,3,4,16,2,1.40,3,15,-12,-2.13,-2.26
64,Bebé,cv  CPV,MF,Rayo Vallecano,25,1990,34,2237,66,65.4,24.9,27,74,11,7,35,2,1.06,37,43,-6,-0.24,+0.90
65,Karim Benzema,fr  FRA,FW,Real Madrid,27,1987,27,1979,73,57.9,22.0,26,76,10,1,6,0,2.37,67,20,+47,+2.14,+0.33
66,Yuri Berchiche,es  ESP,DF,Real Sociedad,25,1990,21,1847,88,54.0,20.5,21,88,17,0,,11,1.24,24,25,-1,-0.05,+0.07
67,Álex Bergantiños,es  ESP,MF,La Coruña,30,1985,22,1749,80,51.1,19.4,20,86,17,2,16,16,1.23,20,32,-12,-0.62,-0.40
68,Markel Bergara,es  ESP,MF,Real Sociedad,29,1986,20,1354,68,39.6,15.0,15,84,8,5,19,8,1.30,17,21,-4,-0.27,-0.31
69,Saúl Berjón,es  ESP,MF,Eibar,29,1986,29,1400,48,40.9,15.6,16,74,4,13,17,6,1.21,27,18,+9,+0.58,+1.51
70,Jefté Betancor,es  ESP,FW,Las Palmas,22,1993,0,,,,,0,,0,0,,2,,,,,,
71,Beto,pt  POR,GK,Sevilla,33,1982,4,360,90,10.5,4.0,4,90,4,0,,2,0.50,2,8,-6,-1.50,-1.71
72,Thievy Bifouma,cg  CGO,"FW,MF",Granada,23,1992,7,187,27,5.5,2.1,0,,0,7,27,2,0.71,2,5,-3,-1.44,-0.89
73,Pedro Bigas,es  ESP,DF,Las Palmas,24,1990,27,2353,87,68.8,26.1,26,90,25,1,23,1,1.00,26,36,-10,-0.38,-0.55
74,Cristiano Biraghi,it  ITA,DF,Granada,22,1992,32,2819,88,82.4,31.3,32,88,28,0,,2,1.03,35,54,-19,-0.61,-0.01
75,Rubén Blanco,es  ESP,GK,Celta Vigo,20,1995,8,688,86,20.1,7.6,8,86,6,0,,18,2.00,10,12,-2,-0.26,-0.06
76,Arthur Boka,ci  CIV,DF,Málaga,32,1983,14,1046,75,30.6,11.6,12,84,7,2,19,8,1.29,11,10,+1,+0.09,+0.01
77,Daniele Bonera,it  ITA,DF,Villarreal,34,1981,14,974,70,28.5,10.8,10,85,8,4,32,7,1.00,9,14,-5,-0.46,-0.98
78,Theo Bongonda,cd  COD,"MF,FW",Celta Vigo,19,1995,23,1193,52,34.9,13.3,14,77,4,9,13,13,1.52,17,14,+3,+0.23,+0.67
79,Celso Borges,cr  CRC,MF,La Coruña,27,1988,24,1908,80,55.8,21.2,21,87,17,3,27,1,0.92,25,36,-11,-0.52,-0.22
80,Eneko Bóveda,es  ESP,DF,Athletic Club,26,1988,23,1468,64,42.9,16.3,15,87,13,8,21,4,1.74,23,22,+1,+0.06,-0.49
81,Claudio Bravo,cl  CHI,GK,Barcelona,32,1983,32,2877,90,84.1,32.0,32,90,31,0,,0,2.38,95,22,+73,+2.28,+0.63
82,Bruma,pt  POR,"MF,FW",Real Sociedad,20,1994,32,1454,45,42.5,16.2,14,75,3,18,23,5,1.09,12,21,-9,-0.56,-0.83
83,Emi Buendía,ar  ARG,"MF,DF",Getafe,18,1996,17,745,44,21.8,8.3,6,83,4,11,22,6,0.88,9,21,-12,-1.45,-0.84
84,Burgui,es  ESP,"MF,FW",Espanyol,21,1993,26,984,38,28.8,10.9,8,70,1,18,24,8,1.12,11,21,-10,-0.91,-0.03
85,Sergio Busquets,es  ESP,MF,Barcelona,27,1988,35,2899,83,84.8,32.2,34,85,24,1,23,1,2.34,90,25,+65,+2.02,-1.09
86,Diego Caballo Alonso,es  ESP,DF,Valencia,21,1994,0,,,,,0,,0,0,,1,,,,,,
87,Gustavo Cabral,ar  ARG,DF,Celta Vigo,29,1985,31,2672,86,78.1,29.7,31,86,28,0,,1,1.74,45,37,+8,+0.27,+2.19
88,Felipe Caicedo,ec  ECU,FW,Espanyol,26,1988,31,2136,69,62.5,23.7,26,77,13,5,28,1,1.06,24,34,-10,-0.42,+1.26
89,Cala,es  ESP,DF,Getafe,25,1989,22,1910,87,55.8,21.2,21,90,20,1,21,4,1.00,20,32,-12,-0.57,+0.51
90,Dani Calvo,es  ESP,DF,Levante,21,1994,0,,,,,0,,0,0,,2,,,,,,
91,Ignacio Camacho,es  ESP,MF,Málaga,25,1990,23,2006,87,58.7,22.3,23,87,21,0,,0,1.30,27,24,+3,+0.13,+0.13
92,Juan Cámara,es  ESP,MF,Barcelona,21,1994,0,,,,,0,,0,0,,2,,,,,,
93,Víctor Camarasa,es  ESP,MF,Levante,21,1994,34,2114,62,61.8,23.5,21,84,12,13,27,2,0.82,25,42,-17,-0.72,+0.38
94,Álex Campos,es  ESP,GK,Rayo Vallecano,24,1991,0,,,,,0,,0,0,,6,,,,,,
95,Sergio Canales,es  ESP,"MF,FW",Real Sociedad,24,1991,16,899,56,26.3,10.0,11,75,3,5,16,1,1.00,11,14,-3,-0.30,-0.30
96,José Cañas,es  ESP,MF,Espanyol,28,1987,13,692,53,20.2,7.7,7,78,4,6,25,5,1.23,6,16,-10,-1.30,-0.51
97,João Cancelo,pt  POR,"DF,FW",Valencia,21,1994,28,2118,76,61.9,23.5,25,81,20,3,32,1,1.21,34,31,+3,+0.13,+0.47
98,Roberto Canella,es  ESP,DF,Sporting Gijón,27,1988,9,703,78,20.6,7.8,8,85,6,1,21,6,0.78,10,22,-12,-1.54,-1.21
99,Cani,es  ESP,MF,La Coruña,33,1981,18,885,49,25.9,9.8,12,64,0,6,20,7,1.22,12,14,-2,-0.20,+0.29
100,Ander Capa,es  ESP,DF,Eibar,23,1992,36,3121,87,91.3,34.7,34,89,33,2,45,0,1.17,48,54,-6,-0.17,+1.63
101,Eneko Capilla,es  ESP,MF,Real Sociedad,20,1995,1,9,9,0.3,0.1,0,,0,1,9,2,0.00,0,0,0,0.00,+0.08
102,Miguel Filipe Nunes Cardoso,pt  POR,"FW,MF",La Coruña,21,1994,3,44,15,1.3,0.5,0,,0,3,15,3,0.67,2,1,+1,+2.05,+2.50
103,José Carlos Lazo,es  ESP,MF,Real Madrid,19,1996,0,,,,,0,,0,0,,1,,,,,,
104,Juan Carlos Valerón,es  ESP,MF,Las Palmas,40,1975,13,383,29,11.2,4.3,3,74,1,10,16,20,1.31,8,8,0,0.00,+0.24
105,Juan Carlos,es  ESP,GK,Rayo Vallecano,27,1988,21,1803,86,52.7,20.0,19,90,19,2,47,16,1.10,28,36,-8,-0.40,+0.32
106,Carlos Carmona,es  ESP,MF,Sporting Gijón,28,1987,20,1213,61,35.5,13.5,16,70,2,4,25,10,1.40,17,13,+4,+0.30,+1.36
107,David Carmona,es  ESP,DF,Sevilla,18,1997,1,90,90,2.6,1.0,1,90,1,0,,0,0.00,1,3,-2,-2.00,-2.08
108,Yannick Carrasco,be  BEL,"MF,FW",Atlético Madrid,21,1993,29,1496,52,43.7,16.6,16,66,1,13,34,1,2.38,27,7,+20,+1.20,+0.03
109,Daniel Carriço,pt  POR,"DF,MF",Sevilla,26,1988,14,1051,75,30.7,11.7,11,88,10,3,28,5,1.43,16,13,+3,+0.26,+0.33
110,José Carrillo,es  ESP,DF,Getafe,20,1995,0,,,,,0,,0,0,,2,,,,,,
111,Federico Cartabia,ar  ARG,"MF,FW",La Coruña,22,1993,26,1353,52,39.6,15.0,15,73,3,11,23,6,0.96,17,23,-6,-0.40,+0.04
112,Dani Carvajal,es  ESP,DF,Real Madrid,23,1992,22,1632,74,47.7,18.1,19,83,13,3,21,3,2.27,55,11,+44,+2.43,+0.82
113,Víctor Casadesús,es  ESP,"FW,MF",Levante,30,1985,23,951,41,27.8,10.6,8,78,4,15,22,7,0.83,8,20,-12,-1.14,-0.37
114,Casemiro,br  BRA,MF,Real Madrid,23,1992,23,1529,66,44.7,17.0,17,85,13,6,13,13,2.65,51,13,+38,+2.24,+0.43
115,Nacho Cases,es  ESP,MF,Sporting Gijón,27,1987,24,1966,82,57.5,21.8,21,88,19,3,40,2,0.96,23,37,-14,-0.64,-0.15
116,Kiko Casilla,es  ESP,GK,Real Madrid,28,1986,4,360,90,10.5,4.0,4,90,4,0,,34,2.25,12,6,+6,+1.50,-0.56
117,Dani Castellano,es  ESP,DF,Las Palmas,27,1987,27,2245,83,65.6,24.9,25,88,22,2,25,1,1.15,32,35,-3,-0.12,+0.26
118,Javi Castellano,es  ESP,MF,Las Palmas,27,1987,1,90,90,2.6,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,-0.81
119,Samu Castillejo,es  ESP,MF,Villarreal,20,1995,28,1695,61,49.6,18.8,19,77,9,9,26,7,1.61,22,18,+4,+0.21,-0.05
120,Carlos Castro,es  ESP,FW,Sporting Gijón,20,1995,25,1021,41,29.9,11.3,7,74,2,18,28,6,0.80,14,18,-4,-0.35,+0.32
121,Jonny Castro,es  ESP,DF,Celta Vigo,21,1994,36,2956,82,86.4,32.8,34,86,28,2,13,0,1.50,44,53,-9,-0.27,-0.47
122,Rubén Castro,es  ESP,FW,Betis,34,1981,38,3373,89,98.6,37.5,38,89,33,0,,0,1.18,34,50,-16,-0.43,+3.40
123,Zé Castro,pt  POR,DF,Rayo Vallecano,32,1983,22,1714,78,50.1,19.0,22,78,16,0,,3,1.09,27,37,-10,-0.53,+0.06
124,Dani Ceballos,es  ESP,MF,Betis,18,1996,34,2132,63,62.3,23.7,22,78,9,12,34,1,1.18,21,33,-12,-0.51,-0.09
125,Álvaro Cejudo,es  ESP,MF,Betis,31,1984,30,1873,62,54.8,20.8,21,78,9,9,27,5,1.23,15,29,-14,-0.67,-0.44
126,Charles,br  BRA,FW,Málaga,31,1984,35,3003,86,87.8,33.4,33,89,27,2,35,1,1.29,36,31,+5,+0.15,+0.58
127,Chechu,es  ESP,DF,Rayo Vallecano,33,1982,10,470,47,13.7,5.2,4,76,1,6,28,16,1.20,4,8,-4,-0.77,-0.25
128,Pape Cheikh Diop,sn  SEN,MF,Celta Vigo,17,1997,6,64,11,1.9,0.7,0,,0,6,11,6,1.50,2,3,-1,-1.41,-1.22
129,Zhang Chengdong,cn  CHN,"DF,FW",Rayo Vallecano,26,1989,1,9,9,0.3,0.1,0,,0,1,9,3,0.00,0,2,-2,-20.00,-19.50
130,Michaël Ciani,fr  FRA,DF,Espanyol,31,1984,2,135,68,3.9,1.5,2,68,1,0,,6,0.00,0,9,-9,-6.00,-5.32
131,Cifu,es  ESP,"DF,MF",Málaga,24,1990,0,,,,,0,,0,0,,3,,,,,,
132,Ousseynou Cissé,ml  MLI,"DF,MF",Rayo Vallecano,24,1991,0,,,,,0,,0,0,,1,,,,,,
133,Pablo Clavería,es  ESP,MF,Rayo Vallecano,19,1996,0,,,,,0,,0,0,,2,,,,,,
134,David Cobeño,es  ESP,GK,Rayo Vallecano,33,1982,0,,,,,0,,0,0,,1,,,,,,
135,Coke,es  ESP,DF,Sevilla,28,1987,21,1739,83,50.8,19.3,20,86,17,1,15,12,1.00,19,32,-13,-0.67,-1.42
136,Duje Čop,hr  CRO,"FW,MF",Málaga,25,1990,31,2047,66,59.9,22.7,25,74,4,6,31,3,1.23,21,20,+1,+0.04,-0.09
137,Jhon Córdoba,co  COL,FW,Granada,22,1993,0,,,,,0,,0,0,,1,,,,,,
138,Imanol Corral,es  ESP,DF,Eibar,21,1994,1,1,1,0.0,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,+0.32
139,Ángel Correa,ar  ARG,"MF,FW",Atlético Madrid,20,1995,26,958,37,28.0,10.6,8,62,1,18,26,10,2.35,20,5,+15,+1.41,+0.31
140,Rober Correa,es  ESP,DF,Espanyol,22,1992,7,467,67,13.7,5.2,5,79,2,2,37,3,1.43,6,12,-6,-1.16,-0.30
141,Jaume Costa,es  ESP,DF,Villarreal,27,1988,18,1538,85,45.0,17.1,17,87,16,1,53,1,1.94,22,15,+7,+0.41,+0.31
142,Ricardo Costa,pt  POR,DF,Granada,34,1981,14,1250,89,36.5,13.9,14,89,13,0,,0,1.29,20,21,-1,-0.07,+0.84
143,Antonio Cotán,es  ESP,MF,Sevilla,19,1995,1,90,90,2.6,1.0,1,90,1,0,,1,0.00,0,1,-1,-1.00,-1.05
144,Sebastián Cristóforo,uy  URU,MF,Sevilla,21,1993,21,1446,69,42.3,16.1,17,76,8,4,38,5,1.29,24,24,0,0.00,-0.05
145,Iván Cuéllar,es  ESP,GK,Sporting Gijón,31,1984,32,2880,90,84.2,32.0,32,90,32,0,,1,1.00,30,49,-19,-0.59,-0.09
146,Isaac Cuenca,es  ESP,"MF,FW",Granada,24,1991,12,788,66,23.0,8.8,8,85,6,4,26,3,1.25,18,13,+5,+0.57,+1.53
147,Mauricio Cuero,co  COL,"MF,FW",Levante,22,1993,13,482,37,14.1,5.4,5,62,1,8,22,6,1.08,5,10,-5,-0.93,-0.08
148,Emmanuel Culio,ar  ARG,MF,Las Palmas,31,1983,12,560,47,16.4,6.2,6,78,2,6,16,7,0.58,6,13,-7,-1.13,-1.09
149,Curro,es  ESP,MF,Sevilla,19,1996,4,301,75,8.8,3.3,3,90,3,1,31,1,0.25,2,9,-7,-2.09,-2.32
150,Leandro Damião,br  BRA,FW,Betis,26,1989,3,130,43,3.8,1.4,1,63,0,2,34,3,0.33,1,3,-2,-1.38,-0.95
151,Danilo,br  BRA,DF,Real Madrid,24,1991,24,2044,85,59.8,22.7,23,88,20,1,28,6,2.25,64,25,+39,+1.72,-0.70
152,Sergi Darder,es  ESP,MF,Málaga,21,1993,1,84,84,2.5,0.9,1,84,0,0,,1,1.00,0,0,0,0.00,-0.08
153,Rodrigo De Paul,ar  ARG,"MF,FW",Valencia,21,1994,9,521,58,15.2,5.8,6,78,2,3,19,9,0.78,3,8,-5,-0.86,-0.96
154,Rafael van der Vaart,nl  NED,MF,Betis,32,1983,7,180,26,5.3,2.0,2,57,0,5,13,7,1.00,2,2,0,0.00,+0.50
155,Deyverson,br  BRA,FW,Levante,24,1991,33,2160,65,63.2,24.0,24,81,10,9,23,2,0.85,28,45,-17,-0.71,+0.43
156,Ibrahim Diallo,ml  MLI,DF,Valencia,18,1996,0,,,,,0,,0,0,,2,,,,,,
157,Dennis Díaz,es  ESP,GK,Sporting Gijón,22,1992,0,,,,,0,,0,0,,6,,,,,,
158,Marcelo Díaz,cl  CHI,MF,Celta Vigo,28,1986,14,985,70,28.8,10.9,10,87,8,4,28,0,1.57,14,18,-4,-0.37,-0.22
159,Néstor Díaz,es  ESP,GK,Celta Vigo,23,1992,1,5,5,0.1,0.1,0,,0,1,5,12,3.00,0,0,0,0.00,+0.21
160,Didier Digard,fr  FRA,MF,Betis,29,1986,8,298,37,8.7,3.3,2,68,1,6,27,8,1.00,1,5,-4,-1.21,-0.80
161,Stole Dimitrievski,mk  MKD,GK,Granada,21,1993,0,,,,,0,,0,0,,1,,,,,,
162,Papakouli Diop,sn  SEN,MF,Espanyol,29,1986,30,2481,83,72.5,27.6,29,85,24,1,2,0,1.20,32,53,-21,-0.76,+0.48
163,Jaume Doménech,es  ESP,GK,Valencia,24,1990,17,1530,90,44.7,17.0,17,90,17,0,,10,1.24,22,18,+4,+0.24,+0.52
164,Juan Domínguez,es  ESP,MF,La Coruña,25,1990,5,185,37,5.4,2.1,2,57,0,3,24,10,2.20,3,3,0,0.00,+0.45
165,Dória,br  BRA,DF,Granada,20,1994,8,622,78,18.2,6.9,7,87,5,1,10,11,0.63,6,13,-7,-1.01,-0.50
166,Jonathan dos Santos,mx  MEX,MF,Villarreal,25,1990,26,1758,68,51.4,19.5,20,80,9,6,26,3,1.73,18,16,+2,+0.10,-0.28
167,Mauro dos Santos,ar  ARG,DF,Eibar,26,1989,31,2682,87,78.4,29.8,30,89,29,1,9,5,1.10,41,45,-4,-0.13,+0.84
168,Abdoulaye Doucouré,ml  MLI,MF,Granada,22,1993,15,1157,77,33.8,12.9,13,87,12,2,14,1,1.27,19,18,+1,+0.08,+1.03
169,Douglas,br  BRA,DF,Barcelona,24,1990,1,13,13,0.4,0.1,0,,0,1,13,5,3.00,0,1,-1,-6.92,-9.14
170,Dejan Dražić,rs  SRB,MF,Celta Vigo,19,1995,6,105,18,3.1,1.2,1,65,0,5,8,26,0.67,0,6,-6,-5.14,-5.09
171,Óscar Duarte,cr  CRC,"DF,MF",Espanyol,26,1989,14,1195,85,34.9,13.3,13,88,12,1,45,1,1.50,20,21,-1,-0.08,+1.26
172,Rubén Duarte,es  ESP,DF,Espanyol,19,1995,22,1863,85,54.5,20.7,21,87,19,1,45,11,1.32,22,39,-17,-0.82,+0.16
173,Duda,pt  POR,MF,Málaga,35,1980,26,1072,41,31.3,11.9,10,76,5,16,20,9,1.26,13,12,+1,+0.08,+0.01
174,Matías Dumpiérrez,es  ESP,MF,Las Palmas,22,1993,0,,,,,0,,0,0,,1,,,,,,
175,Patrick Ebert,de  GER,MF,Rayo Vallecano,28,1987,9,555,62,16.2,6.2,7,69,3,2,35,1,0.89,5,13,-8,-1.30,-0.89
176,Borja Ekiza,es  ESP,DF,Eibar,27,1988,4,189,47,5.5,2.1,2,59,0,2,36,9,0.50,2,5,-3,-1.43,-1.18
177,Aritz Elustondo,es  ESP,DF,Real Sociedad,21,1994,31,2593,84,75.8,28.8,30,85,23,1,39,0,1.29,31,35,-4,-0.14,-0.25
