,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance
462,Bruno Soriano,es  ESP,MF,Villarreal,31,1984,28.8,5,1,0,21,19,0,3,95,35,0,0,0
463,Damián Suárez,uy  URU,DF,Getafe,27,1988,29.3,7,1,0,40,36,0,60,60,48,0,2,0
464,Denis Suárez,es  ESP,MF,Villarreal,21,1994,26.4,3,0,0,28,42,3,144,26,44,0,0,0
465,Luis Suárez,uy  URU,FW,Barcelona,28,1987,35.0,7,0,0,41,59,59,34,9,21,2,0,0
466,Isaac Success,ng  NGA,"MF,FW",Granada,19,1996,26.9,12,1,1,51,87,18,66,16,27,1,0,0
467,Markel Susaeta,es  ESP,MF,Athletic Club,27,1987,21.3,3,0,0,25,30,7,105,27,38,0,0,0
468,Mamadou Sylla,sn  SEN,FW,Espanyol,21,1994,3.8,3,0,0,15,10,1,4,0,5,0,0,0
469,Tana,es  ESP,MF,Las Palmas,24,1990,23.5,2,0,0,24,54,2,27,15,24,1,0,0
470,Marc-André ter Stegen,de  GER,GK,Barcelona,23,1992,6.0,0,0,0,0,0,0,0,0,0,0,0,0
471,Adnane Tighadouini,ma  MAR,"MF,FW",Málaga,22,1992,4.3,0,0,0,6,5,1,27,1,5,0,0,0
472,Fernando Tissone,ar  ARG,MF,Málaga,29,1986,11.0,6,2,2,30,7,0,12,40,19,0,0,1
473,Tito,es  ESP,DF,Rayo Vallecano,30,1985,27.6,6,2,1,38,36,3,47,63,42,0,1,0
474,Fernando Torres,es  ESP,FW,Atlético Madrid,31,1984,18.8,4,0,0,25,36,16,10,6,15,0,0,0
475,Miguel Torres,es  ESP,DF,Málaga,29,1986,21.8,9,0,0,19,6,0,32,51,44,0,0,0
476,Óliver Torres,es  ESP,MF,Atlético Madrid,20,1994,9.1,2,0,0,11,10,0,13,12,20,0,0,0
477,Xavi Torres,es  ESP,MF,Betis,28,1986,7.1,2,0,0,13,12,1,1,16,5,0,0,0
478,Roberto Trashorras,es  ESP,MF,Rayo Vallecano,34,1981,34.6,10,0,0,38,83,6,190,49,51,0,0,0
479,Benoît Trémoulinas,fr  FRA,DF,Sevilla,29,1985,24.0,3,0,0,11,27,6,103,44,18,0,1,0
480,Manu Trigueros,es  ESP,MF,Villarreal,23,1991,23.5,5,0,0,29,22,2,6,35,44,0,0,0
481,Tropi,es  ESP,MF,Valencia,20,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0
482,Ángel Trujillo,es  ESP,DF,Levante,27,1987,7.4,0,0,0,6,1,0,1,19,9,0,1,0
483,Arda Turan,tr  TUR,MF,Barcelona,28,1987,9.1,5,0,0,21,15,2,5,10,23,0,0,0
484,Ikechukwu Uche,ng  NGA,FW,Málaga,31,1984,0.9,0,0,0,2,2,0,0,0,0,0,0,0
485,Álvaro Vadillo,es  ESP,MF,Betis,20,1994,1.0,0,0,0,0,3,1,2,0,0,0,0,0
486,Raphaël Varane,fr  FRA,DF,Real Madrid,22,1993,24.2,6,1,1,24,9,1,0,44,35,0,2,0
487,Javi Varas,es  ESP,GK,Las Palmas,32,1982,30.1,1,1,0,2,7,0,0,7,2,0,1,0
488,Francisco Varela,es  ESP,DF,Betis,20,1994,10.1,3,0,0,4,4,3,44,20,12,0,0,0
489,Álvaro Vázquez,es  ESP,FW,Getafe,24,1991,22.1,6,0,0,18,32,18,23,12,9,1,0,0
490,Lucas Vázquez,es  ESP,"FW,MF",Real Madrid,24,1991,13.8,4,0,0,16,35,0,63,25,45,2,0,0
491,Carlos Vela,mx  MEX,"MF,FW",Real Sociedad,26,1989,30.6,5,0,0,36,81,25,109,13,24,0,0,0
492,Emiliano Velázquez,uy  URU,DF,Getafe,21,1994,10.8,7,0,0,14,3,0,1,26,24,0,2,0
493,Simone Verdi,it  ITA,MF,Eibar,23,1992,3.3,2,0,0,13,8,3,8,5,4,0,0,0
494,Joan Verdú,es  ESP,"MF,FW",Levante,32,1983,10.1,0,0,0,5,12,2,17,10,12,0,0,0
495,Santiago Vergini,ar  ARG,DF,Getafe,26,1988,24.5,9,1,1,22,5,1,0,69,33,0,1,0
496,Thomas Vermaelen,be  BEL,DF,Barcelona,29,1985,5.6,2,0,0,4,6,0,0,14,6,0,0,0
497,Verza,es  ESP,MF,Levante,28,1986,23.6,13,0,0,38,29,1,117,31,37,0,1,0
498,Rúben Vezo,pt  POR,DF,Valencia,21,1994,12.1,2,0,0,18,8,0,6,50,19,0,0,0
499,Aleix Vidal,es  ESP,DF,Barcelona,25,1989,6.0,1,0,0,8,4,1,11,10,7,0,0,0
500,Jonathan Viera,es  ESP,"MF,FW",Las Palmas,25,1989,34.6,4,0,0,26,83,17,98,22,55,0,0,0
501,Luciano Vietto,ar  ARG,FW,Atlético Madrid,21,1993,10.7,3,0,0,13,22,14,7,3,12,0,0,0
502,Carlos Vigaray,es  ESP,DF,Getafe,20,1994,13.2,7,1,1,19,7,0,20,26,34,0,3,0
503,Borja Viguera,es  ESP,FW,Athletic Club,28,1987,3.3,0,0,0,4,3,0,4,2,2,0,0,0
504,Fran Villalba,es  ESP,MF,Valencia,17,1998,0.0,1,0,0,2,0,0,0,0,0,0,0,0
505,Vitolo,es  ESP,MF,Sevilla,25,1989,22.8,6,1,1,50,56,8,39,18,34,0,0,0
506,Ognjen Vranješ,ba  BIH,DF,Sporting Gijón,25,1989,10.2,8,1,1,28,19,0,11,37,29,0,1,0
507,Wakaso,gh  GHA,MF,Las Palmas,25,1990,10.3,11,0,0,29,30,1,22,16,23,1,0,0
508,Wanderson,br  BRA,MF,Getafe,20,1994,8.5,2,0,0,17,18,2,25,11,15,0,1,0
509,Daniel Wass,dk  DEN,MF,Celta Vigo,26,1989,29.9,3,0,0,29,40,5,84,50,40,1,0,0
510,Heiko Westermann,de  GER,DF,Betis,31,1983,18.1,7,2,2,19,13,1,2,60,32,0,0,1
511,Iñaki Williams,es  ESP,MF,Athletic Club,21,1994,18.0,4,1,1,22,40,13,56,12,17,1,1,0
512,Ricky van Wolfswinkel,nl  NED,FW,Betis,26,1989,6.9,2,0,0,20,12,3,1,9,8,0,0,0
513,Jordi Xumetra,es  ESP,"MF,FW",Levante,29,1985,5.9,5,0,0,14,7,2,14,2,2,0,0,0
514,Karim Yoda,fr  FRA,"DF,FW",Getafe,26,1988,10.9,3,0,0,12,7,0,30,26,20,0,0,0
515,Yoel,es  ESP,GK,Rayo Vallecano,26,1988,9.0,1,1,0,0,2,0,0,3,0,0,0,0
516,Wilfried Zahibo,cf  CTA,MF,Valencia,21,1993,1.5,1,0,0,4,1,0,0,4,2,0,0,0
517,Joseba Zaldúa,es  ESP,DF,Real Sociedad,23,1992,10.2,5,0,0,21,22,0,38,23,26,0,0,0
518,Nabil El Zhar,ma  MAR,MF,Las Palmas,28,1986,19.0,4,0,0,28,32,6,58,22,21,0,0,0
519,Igor Zubeldia,es  ESP,"DF,MF",Real Sociedad,18,1997,0.1,0,0,0,0,0,0,0,0,1,0,0,0
520,David Zurutuza,es  ESP,"MF,FW",Real Sociedad,29,1986,12.5,1,0,0,19,35,1,25,30,31,0,0,0
