,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance
64,Markel Bergara,es  ESP,MF,Real Sociedad,29,1986,15.0,8,1,1,33,19,0,3,53,32,0,1,0
65,Saúl Berjón,es  ESP,MF,Eibar,29,1986,15.6,1,0,0,24,8,2,139,29,26,0,0,0
66,Beto,pt  POR,GK,Sevilla,33,1982,4.0,1,0,0,0,2,0,0,0,0,0,0,0
67,Thievy Bifouma,cg  CGO,"FW,MF",Granada,23,1992,2.1,0,0,0,5,5,2,3,0,2,0,0,0
68,Pedro Bigas,es  ESP,DF,Las Palmas,24,1990,26.1,5,0,0,20,23,0,3,120,28,0,0,0
69,Cristiano Biraghi,it  ITA,DF,Granada,22,1992,31.3,10,1,1,42,17,1,89,51,64,0,1,0
70,Rubén Blanco,es  ESP,GK,Celta Vigo,20,1995,7.6,1,1,0,2,2,0,0,0,0,0,1,0
71,Arthur Boka,ci  CIV,DF,Málaga,32,1983,11.6,5,1,1,16,17,2,46,23,18,0,0,0
72,Daniele Bonera,it  ITA,DF,Villarreal,34,1981,10.8,5,1,1,15,5,0,0,30,8,0,0,0
73,Theo Bongonda,cd  COD,"MF,FW",Celta Vigo,19,1995,13.3,5,0,0,20,28,10,25,13,15,0,0,0
74,Celso Borges,cr  CRC,MF,La Coruña,27,1988,21.2,5,1,1,22,15,1,6,34,31,0,0,0
75,Eneko Bóveda,es  ESP,DF,Athletic Club,26,1988,16.3,1,0,0,17,9,2,36,62,33,0,0,0
76,Claudio Bravo,cl  CHI,GK,Barcelona,32,1983,32.0,0,0,0,0,1,0,0,4,0,0,0,0
77,Bruma,pt  POR,"MF,FW",Real Sociedad,20,1994,16.2,0,0,0,14,27,5,55,11,14,0,0,0
78,Emi Buendía,ar  ARG,"MF,DF",Getafe,18,1996,8.3,5,1,0,16,16,1,7,22,35,0,0,0
79,Burgui,es  ESP,"MF,FW",Espanyol,21,1993,10.9,0,0,0,7,21,2,61,9,16,0,0,0
80,Sergio Busquets,es  ESP,MF,Barcelona,27,1988,32.2,6,0,0,30,66,1,2,67,76,1,0,0
81,Gustavo Cabral,ar  ARG,DF,Celta Vigo,29,1985,29.7,13,3,2,39,19,2,2,106,58,0,2,0
82,Felipe Caicedo,ec  ECU,FW,Espanyol,26,1988,23.7,6,0,0,53,36,28,5,6,18,1,0,0
83,Cala,es  ESP,DF,Getafe,25,1989,21.2,12,1,1,31,23,3,3,63,45,0,0,0
84,Ignacio Camacho,es  ESP,MF,Málaga,25,1990,22.3,9,1,1,51,44,0,12,82,52,0,0,0
85,Víctor Camarasa,es  ESP,MF,Levante,21,1994,23.5,4,0,0,32,27,5,17,31,38,0,0,0
86,Sergio Canales,es  ESP,"MF,FW",Real Sociedad,24,1991,10.0,3,0,0,18,15,3,44,5,12,0,0,0
87,José Cañas,es  ESP,MF,Espanyol,28,1987,7.7,5,0,0,11,11,0,1,19,11,0,0,0
88,João Cancelo,pt  POR,"DF,FW",Valencia,21,1994,23.5,7,1,1,42,39,1,99,68,46,0,0,0
89,Roberto Canella,es  ESP,DF,Sporting Gijón,27,1988,7.8,4,0,0,10,9,0,10,26,16,0,1,0
90,Cani,es  ESP,MF,La Coruña,33,1981,9.8,2,0,0,9,11,2,14,16,16,0,0,0
91,Ander Capa,es  ESP,DF,Eibar,23,1992,34.7,12,0,0,51,30,4,116,97,75,0,0,0
92,Eneko Capilla,es  ESP,MF,Real Sociedad,20,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0
93,Miguel Filipe Nunes Cardoso,pt  POR,"FW,MF",La Coruña,21,1994,0.5,0,0,0,1,0,1,0,0,2,0,0,0
94,Juan Carlos Valerón,es  ESP,MF,Las Palmas,40,1975,4.3,0,0,0,0,14,1,3,6,3,0,0,0
95,Juan Carlos,es  ESP,GK,Rayo Vallecano,27,1988,20.0,1,0,0,1,1,0,0,2,0,0,1,0
96,Carlos Carmona,es  ESP,MF,Sporting Gijón,28,1987,13.5,4,0,0,29,20,3,49,19,36,0,0,0
97,David Carmona,es  ESP,DF,Sevilla,18,1997,1.0,0,0,0,1,0,0,2,2,6,0,0,0
98,Yannick Carrasco,be  BEL,"MF,FW",Atlético Madrid,21,1993,16.6,5,0,0,32,24,7,81,24,21,0,0,0
99,Daniel Carriço,pt  POR,"DF,MF",Sevilla,26,1988,11.7,4,0,0,15,6,0,1,27,13,0,0,0
100,Federico Cartabia,ar  ARG,"MF,FW",La Coruña,22,1993,15.0,3,0,0,18,53,3,67,30,32,0,0,0
101,Dani Carvajal,es  ESP,DF,Real Madrid,23,1992,18.1,6,0,0,26,26,2,69,39,22,0,0,0
102,Víctor Casadesús,es  ESP,"FW,MF",Levante,30,1985,10.6,3,0,0,22,19,3,13,8,13,0,0,0
103,Casemiro,br  BRA,MF,Real Madrid,23,1992,17.0,7,0,0,38,36,0,3,44,57,0,0,0
104,Nacho Cases,es  ESP,MF,Sporting Gijón,27,1987,21.8,12,2,1,38,24,0,19,37,34,0,0,0
105,Kiko Casilla,es  ESP,GK,Real Madrid,28,1986,4.0,0,0,0,0,0,0,0,0,0,0,0,0
106,Dani Castellano,es  ESP,DF,Las Palmas,27,1987,24.9,5,0,0,25,44,0,29,87,46,0,0,0
107,Javi Castellano,es  ESP,MF,Las Palmas,27,1987,1.0,0,0,0,1,3,0,0,2,1,0,0,0
108,Samu Castillejo,es  ESP,MF,Villarreal,20,1995,18.8,4,0,0,23,44,7,94,28,19,0,0,0
109,Carlos Castro,es  ESP,FW,Sporting Gijón,20,1995,11.3,1,0,0,14,20,4,1,1,5,1,0,0
110,Jonny Castro,es  ESP,DF,Celta Vigo,21,1994,32.8,10,2,1,44,21,0,27,105,68,0,1,1
111,Rubén Castro,es  ESP,FW,Betis,34,1981,37.5,2,0,0,18,60,36,50,14,4,0,0,0
112,Zé Castro,pt  POR,DF,Rayo Vallecano,32,1983,19.0,8,1,1,19,4,1,6,64,28,0,0,0
113,Dani Ceballos,es  ESP,MF,Betis,18,1996,23.7,11,1,1,37,77,0,19,38,55,0,0,0
114,Álvaro Cejudo,es  ESP,MF,Betis,31,1984,20.8,10,0,0,45,41,1,91,33,49,0,0,0
115,Charles,br  BRA,FW,Málaga,31,1984,33.4,12,0,0,59,44,31,16,15,19,0,0,1
116,Chechu,es  ESP,DF,Rayo Vallecano,33,1982,5.2,2,0,0,7,2,0,0,9,7,0,0,0
117,Pape Cheikh Diop,sn  SEN,MF,Celta Vigo,17,1997,0.7,0,0,0,2,4,0,0,2,4,0,0,0
118,Zhang Chengdong,cn  CHN,"DF,FW",Rayo Vallecano,26,1989,0.1,0,0,0,0,0,0,1,1,0,0,0,0
119,Michaël Ciani,fr  FRA,DF,Espanyol,31,1984,1.5,0,0,0,1,1,0,0,6,4,0,0,0
120,Coke,es  ESP,DF,Sevilla,28,1987,19.3,3,1,0,32,31,8,45,41,29,0,0,0
121,Duje Čop,hr  CRO,"FW,MF",Málaga,25,1990,22.7,3,0,0,31,16,3,25,17,25,0,0,0
122,Imanol Corral,es  ESP,DF,Eibar,21,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0
123,Ángel Correa,ar  ARG,"MF,FW",Atlético Madrid,20,1995,10.6,7,0,0,22,20,3,16,11,18,0,0,0
124,Rober Correa,es  ESP,DF,Espanyol,22,1992,5.2,4,1,1,9,4,1,5,14,11,0,0,0
125,Jaume Costa,es  ESP,DF,Villarreal,27,1988,17.1,8,0,0,26,19,1,22,48,41,0,2,0
126,Ricardo Costa,pt  POR,DF,Granada,34,1981,13.9,7,0,0,11,3,0,0,27,17,0,0,0
127,Antonio Cotán,es  ESP,MF,Sevilla,19,1995,1.0,0,0,0,3,2,0,0,2,1,0,0,0
128,Sebastián Cristóforo,uy  URU,MF,Sevilla,21,1993,16.1,5,0,0,46,44,1,7,38,46,0,0,0
129,Iván Cuéllar,es  ESP,GK,Sporting Gijón,31,1984,32.0,3,0,0,1,8,0,0,3,1,0,1,0
130,Isaac Cuenca,es  ESP,"MF,FW",Granada,24,1991,8.8,0,0,0,5,10,1,13,14,12,0,0,0
131,Mauricio Cuero,co  COL,"MF,FW",Levante,22,1993,5.4,1,0,0,6,9,4,20,5,9,0,0,0
132,Emmanuel Culio,ar  ARG,MF,Las Palmas,31,1983,6.2,2,1,0,15,29,0,10,12,16,0,0,0
133,Curro,es  ESP,MF,Sevilla,19,1996,3.3,3,0,0,9,6,0,10,2,3,0,0,0
134,Leandro Damião,br  BRA,FW,Betis,26,1989,1.4,0,0,0,5,2,1,0,0,1,0,0,0
135,Danilo,br  BRA,DF,Real Madrid,24,1991,22.7,6,0,0,36,19,2,60,55,54,0,0,0
136,Sergi Darder,es  ESP,MF,Málaga,21,1993,0.9,1,0,0,1,1,0,1,0,3,0,0,0
137,Rodrigo De Paul,ar  ARG,"MF,FW",Valencia,21,1994,5.8,3,0,0,9,10,1,35,4,6,0,0,0
138,Rafael van der Vaart,nl  NED,MF,Betis,32,1983,2.0,0,0,0,4,10,0,10,2,3,0,0,0
139,Deyverson,br  BRA,FW,Levante,24,1991,24.0,14,2,2,49,68,19,11,18,26,0,0,0
140,Marcelo Díaz,cl  CHI,MF,Celta Vigo,28,1986,10.9,3,0,0,10,13,0,9,30,12,0,0,0
141,Néstor Díaz,es  ESP,GK,Celta Vigo,23,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0
142,Didier Digard,fr  FRA,MF,Betis,29,1986,3.3,2,0,0,8,4,0,0,6,9,0,0,0
143,Papakouli Diop,sn  SEN,MF,Espanyol,29,1986,27.6,15,1,1,65,52,2,4,88,57,0,0,0
144,Jaume Doménech,es  ESP,GK,Valencia,24,1990,17.0,0,0,0,0,6,0,0,1,2,0,0,0
145,Juan Domínguez,es  ESP,MF,La Coruña,25,1990,2.1,0,0,0,5,0,1,1,1,5,0,0,0
146,Dória,br  BRA,DF,Granada,20,1994,6.9,5,1,1,7,0,0,1,18,8,0,0,0
147,Jonathan dos Santos,mx  MEX,MF,Villarreal,25,1990,19.5,4,0,0,25,20,3,66,54,37,0,0,0
148,Mauro dos Santos,ar  ARG,DF,Eibar,26,1989,29.8,7,0,0,31,17,1,3,89,39,0,0,1
149,Abdoulaye Doucouré,ml  MLI,MF,Granada,22,1993,12.9,5,0,0,19,6,0,5,31,19,0,0,0
150,Douglas,br  BRA,DF,Barcelona,24,1990,0.1,0,0,0,0,1,0,0,1,0,0,0,0
151,Dejan Dražić,rs  SRB,MF,Celta Vigo,19,1995,1.2,1,0,0,1,1,2,0,0,0,0,0,0
152,Óscar Duarte,cr  CRC,"DF,MF",Espanyol,26,1989,13.3,5,0,0,19,3,2,3,42,9,0,0,1
153,Rubén Duarte,es  ESP,DF,Espanyol,19,1995,20.7,5,0,0,34,21,2,46,61,42,0,0,0
154,Duda,pt  POR,MF,Málaga,35,1980,11.9,5,0,0,21,46,2,117,15,21,0,0,0
155,Patrick Ebert,de  GER,MF,Rayo Vallecano,28,1987,6.2,3,1,0,8,6,2,40,5,4,0,0,0
156,Borja Ekiza,es  ESP,DF,Eibar,27,1988,2.1,1,0,0,6,1,0,5,6,1,0,0,0
157,Aritz Elustondo,es  ESP,DF,Real Sociedad,21,1994,28.8,8,0,0,31,26,2,70,81,63,0,0,0
158,Gorka Elustondo,es  ESP,"MF,DF",Athletic Club,28,1987,5.2,1,0,0,10,1,1,3,22,10,0,1,0
159,Adri Embarba,es  ESP,MF,Rayo Vallecano,23,1992,20.4,5,0,0,27,26,11,163,25,32,0,0,0
160,Sergi Enrich,es  ESP,FW,Eibar,25,1990,26.9,4,0,0,55,53,15,17,15,34,2,0,0
161,Javier Eraso,es  ESP,MF,Athletic Club,25,1990,8.7,2,0,0,5,15,4,5,5,5,0,0,0
162,Gonzalo Escalante,ar  ARG,MF,Eibar,22,1993,31.3,15,0,0,83,28,0,15,90,90,0,0,0
163,Sergio Escudero,es  ESP,"DF,MF",Sevilla,25,1989,13.0,2,0,0,24,22,0,58,25,22,0,0,0
164,Fábio Espinho,pt  POR,MF,Málaga,29,1985,1.0,0,0,0,0,0,0,3,0,0,0,0,0
165,Bernardo Espinosa,co  COL,DF,Sporting Gijón,26,1989,14.8,7,1,1,34,9,4,0,41,20,0,2,0
166,Beñat Etxebarria,es  ESP,MF,Athletic Club,28,1987,32.2,8,0,0,38,54,0,228,64,63,0,0,0
167,Xabier Etxeita,es  ESP,DF,Athletic Club,27,1987,27.6,5,0,0,22,4,3,4,77,31,0,0,1
168,Fayçal Fajr,ma  MAR,MF,La Coruña,26,1988,31.6,3,0,0,28,35,3,185,48,35,0,0,0
169,Luis Fariña,ar  ARG,"FW,MF",Rayo Vallecano,24,1991,0.6,0,0,0,1,1,1,0,2,1,0,0,0
170,Federico Fazio,ar  ARG,DF,Sevilla,28,1987,3.3,2,1,1,5,0,1,0,5,3,0,0,0
171,Zouhair Feddal,ma  MAR,DF,Levante,26,1989,28.0,11,1,1,34,13,1,0,109,28,0,1,0
172,Sofiane Feghouli,dz  ALG,"FW,MF",Valencia,25,1989,14.0,3,0,0,19,22,6,88,14,15,1,0,0
173,Andrés Fernández,es  ESP,GK,Granada,28,1986,37.0,6,1,0,1,8,0,0,10,1,0,0,0
174,Borja Fernández,es  ESP,MF,Celta Vigo,19,1995,1.5,0,0,0,0,0,0,0,4,2,0,0,0
175,Carlos Fernández,es  ESP,FW,Sevilla,19,1996,0.3,0,0,0,0,1,0,0,0,0,0,0,0
176,Diogo Figueiras,pt  POR,"MF,DF",Sevilla,24,1991,3.1,2,0,0,3,4,2,9,3,8,0,1,0
177,Egor Filipenko,by  BLR,"DF,MF",Málaga,27,1988,6.2,1,0,0,2,3,0,0,22,9,0,0,0
178,Andreu Fontàs,es  ESP,DF,Celta Vigo,25,1989,6.0,1,0,0,2,2,0,0,15,14,0,0,0
179,Pablo Fornals,es  ESP,MF,Málaga,19,1996,14.4,1,0,0,15,15,3,8,30,32,0,0,0
180,Dimitri Foulquier,fr  FRA,DF,Granada,22,1993,17.0,5,0,0,28,8,0,24,41,31,0,0,0
181,Hugo Fraile,es  ESP,MF,Sporting Gijón,28,1987,0.9,0,0,0,2,1,0,7,0,1,0,0,0
182,Javi Fuego,es  ESP,MF,Valencia,31,1984,22.7,12,1,1,55,32,2,2,76,52,0,1,0
183,Gabi,es  ESP,MF,Atlético Madrid,32,1983,32.0,14,1,1,66,41,1,79,77,76,0,0,0
184,Kévin Gameiro,fr  FRA,FW,Sevilla,28,1987,23.1,2,0,0,10,18,26,13,9,18,1,0,0
185,Jesús Gámez,es  ESP,DF,Atlético Madrid,30,1985,8.1,3,0,0,6,8,0,30,16,16,0,0,0
186,Alberto García,es  ESP,GK,Sporting Gijón,30,1985,6.0,0,0,0,0,1,0,0,1,1,0,0,0
187,Dani García,es  ESP,MF,Eibar,25,1990,33.9,15,0,0,46,46,0,9,96,75,1,2,0
188,David García,es  ESP,DF,Las Palmas,33,1982,17.9,2,0,0,14,15,1,9,67,25,0,1,0
189,Rubén García,es  ESP,"FW,MF",Levante,22,1993,11.3,5,0,0,23,27,3,52,15,18,1,0,0
190,Samu García,es  ESP,"MF,FW",Villarreal,25,1990,8.5,2,0,0,27,12,5,27,4,18,1,0,0
191,Javier Garrido,es  ESP,DF,Las Palmas,30,1985,17.5,2,0,0,16,4,0,24,40,22,0,0,0
192,Mario Gaspar,es  ESP,DF,Villarreal,24,1990,31.9,8,0,0,27,12,0,42,85,58,0,0,0
193,Ander Gayoso,es  ESP,DF,Eibar,22,1993,0.1,0,0,0,0,1,0,0,0,0,0,0,0
194,Nabil Ghilas,dz  ALG,FW,Levante,25,1990,11.3,1,0,0,23,9,6,13,6,5,0,0,0
195,Dani Giménez,es  ESP,GK,Betis,32,1983,2.3,0,0,0,0,0,0,0,0,0,0,0,0
196,Diego Godín,uy  URU,DF,Atlético Madrid,29,1986,29.4,7,1,1,36,33,4,0,101,50,0,1,0
197,Henok Goitom,er  ERI,FW,Getafe,30,1984,1.4,0,0,0,3,2,1,0,1,0,0,0,0
198,David Goldar,es  ESP,DF,Celta Vigo,20,1994,1.0,1,0,0,2,2,0,0,3,2,0,0,0
199,André Gomes,pt  POR,MF,Valencia,22,1993,26.4,10,0,0,61,44,3,24,16,26,1,0,0
200,Ibai Gómez,es  ESP,MF,Athletic Club,25,1989,1.3,3,0,0,6,0,1,8,1,1,0,0,0
201,Moi Gómez,es  ESP,MF,Getafe,21,1994,10.2,3,0,0,20,4,1,18,12,11,0,0,0
202,Sergi Gómez,es  ESP,DF,Celta Vigo,23,1992,29.1,6,0,0,32,5,0,0,101,43,0,1,0
203,Vicente Gómez,es  ESP,MF,Las Palmas,26,1988,16.3,4,0,0,20,41,0,4,32,31,0,0,0
204,Ian Gonzalez Nieto,es  ESP,FW,Getafe,22,1993,0.1,0,0,0,0,0,0,0,0,0,0,0,0
205,Abraham González,es  ESP,MF,Espanyol,30,1985,12.2,1,0,0,12,7,1,18,27,19,0,0,0
206,Adrián González,es  ESP,MF,Eibar,27,1988,24.7,6,0,0,39,21,0,49,40,22,0,0,0
207,Álvaro González,es  ESP,DF,Espanyol,25,1990,35.8,10,0,0,32,40,0,11,62,37,0,1,1
208,Bruno González,es  ESP,DF,Betis,25,1990,31.1,10,0,0,35,16,0,0,91,51,0,0,0
209,Diego González,es  ESP,DF,Sevilla,20,1995,1.2,0,0,0,1,1,0,0,1,3,0,0,0
210,Mikel González,es  ESP,DF,Real Sociedad,29,1985,17.2,1,0,0,18,4,0,3,53,20,0,0,0
211,Esteban Granero,es  ESP,MF,Real Sociedad,28,1987,9.3,7,1,0,19,18,0,45,29,29,0,0,0
212,Antoine Griezmann,fr  FRA,FW,Atlético Madrid,24,1991,33.8,5,0,0,31,37,17,32,40,48,1,0,0
213,Vicente Guaita,es  ESP,GK,Getafe,28,1987,38.0,2,0,0,0,2,0,0,8,1,0,0,0
214,Javi Guerra,es  ESP,FW,Rayo Vallecano,33,1982,23.2,8,0,0,47,63,29,11,9,21,1,0,0
215,John Guidetti,se  SWE,FW,Celta Vigo,23,1992,13.8,2,0,0,26,27,9,6,2,10,2,0,0
216,Alberto Guitián,es  ESP,DF,Sporting Gijón,25,1990,1.0,1,0,0,1,0,0,0,2,2,0,0,0
217,Gerard Gumbau,es  ESP,MF,Barcelona,20,1994,0.5,0,0,0,0,0,0,0,2,2,0,0,0
218,Carlos Gurpegui,es  ESP,DF,Athletic Club,34,1980,12.7,4,0,0,14,9,0,3,47,15,0,1,0
219,Jonás Gutiérrez,ar  ARG,MF,La Coruña,32,1983,4.4,2,0,0,6,5,0,15,19,14,0,1,0
220,Munir El Haddadi,ma  MAR,"FW,MF",Barcelona,19,1995,9.2,0,0,0,12,12,6,4,14,8,1,0,0
221,Izet Hajrović,ba  BIH,MF,Eibar,23,1991,2.0,0,0,0,3,1,1,18,1,2,0,0,0
222,Alen Halilović,hr  CRO,MF,Sporting Gijón,19,1996,26.1,6,0,0,13,48,2,52,11,18,0,0,0
223,Uche Henry Agbo,ng  NGA,MF,Granada,19,1995,2.8,3,0,0,13,2,0,0,9,8,0,0,0
224,Hernán,es  ESP,"MF,DF",Las Palmas,24,1990,10.3,4,0,0,15,15,0,1,28,17,0,0,0
225,Héctor Hernández,es  ESP,"DF,FW",Real Sociedad,24,1991,4.5,1,0,0,2,9,0,23,12,8,0,0,0
226,Lucas Hernández,fr  FRA,DF,Atlético Madrid,19,1996,9.3,0,0,0,8,11,0,2,31,16,0,0,0
227,Luis Hernández,es  ESP,DF,Sporting Gijón,26,1989,35.8,6,1,1,22,18,2,22,140,35,0,1,1
228,Iago Herrerín,es  ESP,GK,Athletic Club,27,1988,1.9,0,0,0,0,0,0,0,0,1,0,0,0
