,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
226,Vinicius Júnior,br  BRA,FW,Real Madrid,22-111,2000,12,12,1047,11.6,6,3,6,0,0,1,0,0.52,0.26,0.77,0.52,0.77,5.6,5.6,2.9,8.5,0.48,0.25,0.73,0.48,0.73
227,Kaiky,br  BRA,DF,Almería,18-292,2004,7,5,439,4.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
228,Lee Kangin,kr  KOR,"MF,FW",Mallorca,21-254,2001,12,11,948,10.5,2,3,2,0,0,2,0,0.19,0.28,0.47,0.19,0.47,1.2,1.2,2.1,3.3,0.12,0.20,0.32,0.12,0.32
229,Jon Karrikaburu,es  ESP,FW,Real Sociedad,20-042,2002,6,0,93,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.28,0.31,0.60,0.28,0.60
230,Kenedy,br  BRA,MF,Valladolid,26-265,1996,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.11,0.00,0.11,0.11,0.11
231,Franck Kessié,ci  CIV,"MF,FW",Barcelona,25-316,1996,7,2,216,2.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.28,0.05,0.33,0.28,0.33
232,Kike,es  ESP,FW,Osasuna,32-340,1989,12,3,378,4.2,2,0,1,1,1,2,0,0.48,0.00,0.48,0.24,0.24,2.1,1.3,0.4,1.6,0.49,0.09,0.58,0.30,0.39
233,Justin Kluivert,nl  NED,"FW,MF",Valencia,23-179,1999,8,4,422,4.7,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,1.4,1.4,1.0,2.4,0.31,0.21,0.52,0.31,0.52
234,Koke,es  ESP,MF,Atlético Madrid,30-296,1992,9,8,720,8.0,0,2,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.2,0.2,0.7,0.9,0.03,0.09,0.11,0.03,0.11
235,Luca Koleosho,ca  CAN,"FW,DF",Espanyol,18-046,2004,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
236,Geoffrey Kondogbia,cf  CTA,MF,Atlético Madrid,29-258,1993,10,7,654,7.3,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.5,0.5,0.5,1.0,0.07,0.06,0.13,0.07,0.13
237,Jules Koundé,fr  FRA,DF,Barcelona,23-353,1998,7,7,572,6.4,0,2,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,0.5,0.5,1.2,1.7,0.08,0.19,0.27,0.08,0.27
238,Toni Kroos,de  GER,MF,Real Madrid,32-300,1990,10,9,768,8.5,0,1,0,0,0,2,1,0.00,0.12,0.12,0.00,0.12,0.5,0.5,1.5,1.9,0.06,0.17,0.23,0.06,0.23
239,Takefusa Kubo,jp  JPN,"FW,MF",Real Sociedad,21-149,2001,11,10,761,8.5,2,2,2,0,0,0,0,0.24,0.24,0.47,0.24,0.47,1.2,1.2,2.3,3.4,0.14,0.27,0.41,0.14,0.41
240,César de la Hoz,es  ESP,MF,Almería,30-215,1992,7,5,493,5.5,1,0,1,0,0,3,0,0.18,0.00,0.18,0.18,0.18,0.1,0.1,0.2,0.3,0.02,0.04,0.05,0.02,0.05
241,Luca de la Torre,us  USA,MF,Celta Vigo,24-161,1998,5,0,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
242,Érik Lamela,ar  ARG,"FW,MF",Sevilla,30-241,1992,11,8,778,8.6,3,0,3,0,0,4,1,0.35,0.00,0.35,0.35,0.35,2.2,2.2,1.1,3.3,0.25,0.13,0.38,0.25,0.38
243,Latasa,es  ESP,"FW,DF",Getafe,21-222,2001,4,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.90,0.00,0.90,0.90,0.90
244,Toni Lato,es  ESP,"DF,MF",Valencia,24-344,1997,9,2,276,3.1,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,0.3,0.3,0.7,1.0,0.11,0.22,0.33,0.11,0.33
245,Lázaro,br  BRA,"MF,FW",Almería,20-233,2002,6,2,206,2.3,1,0,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,0.2,0.2,0.1,0.3,0.09,0.05,0.14,0.09,0.14
246,Robin Le Normand,fr  FRA,DF,Real Sociedad,25-354,1996,9,7,636,7.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
247,Benjamin Lecomte,fr  FRA,GK,Espanyol,31-188,1991,8,8,719,8.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01
248,Jeremías Ledesma,ar  ARG,GK,Cádiz,29-260,1993,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
249,Florian Lejeune,fr  FRA,DF,Rayo Vallecano,31-164,1991,10,10,768,8.5,3,0,3,0,0,3,1,0.35,0.00,0.35,0.35,0.35,1.0,1.0,0.1,1.0,0.11,0.01,0.12,0.11,0.12
250,Iñigo Lekue,es  ESP,DF,Athletic Club,29-180,1993,10,8,803,8.9,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.2,0.4,0.02,0.02,0.05,0.02,0.05
251,Thomas Lemar,fr  FRA,MF,Atlético Madrid,26-353,1995,7,5,340,3.8,0,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,0.0,0.0,0.7,0.8,0.01,0.20,0.21,0.01,0.21
252,Sergio León,es  ESP,FW,Valladolid,33-298,1989,11,6,533,5.9,5,1,4,1,2,0,0,0.84,0.17,1.01,0.68,0.84,3.1,1.6,0.4,1.9,0.53,0.06,0.59,0.26,0.33
253,Robert Lewandowski,pl  POL,FW,Barcelona,34-071,1988,12,11,944,10.5,13,4,13,0,0,0,0,1.24,0.38,1.62,1.24,1.62,9.4,9.4,2.4,11.8,0.89,0.23,1.12,0.89,1.12
254,Pol Lirola,es  ESP,DF,Elche,25-079,1997,5,4,324,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.16,0.16,0.00,0.16
255,Javier Llabrés,,FW,Mallorca,,,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
256,Marcos Llorente,es  ESP,"DF,MF",Atlético Madrid,27-274,1995,6,6,482,5.4,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,0.3,0.3,1.2,1.5,0.05,0.23,0.28,0.05,0.28
257,Giovani Lo Celso,ar  ARG,"MF,FW",Villarreal,26-205,1996,8,8,521,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.3,1.3,0.2,1.5,0.22,0.04,0.26,0.22,0.26
258,David López,es  ESP,"DF,MF",Girona,33-022,1989,6,6,510,5.7,1,0,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18,0.3,0.3,0.0,0.3,0.05,0.00,0.06,0.05,0.06
259,Diego López,es  ESP,GK,Rayo Vallecano,40-362,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
260,Unai López,es  ESP,MF,Rayo Vallecano,27-001,1995,11,5,465,5.2,1,2,1,0,0,0,0,0.19,0.39,0.58,0.19,0.58,0.7,0.7,0.3,1.0,0.14,0.06,0.20,0.14,0.20
261,Anthony Lozano,hn  HON,"FW,MF",Cádiz,29-189,1993,10,6,604,6.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.0,0.11,0.05,0.16,0.11,0.16
262,Pol Lozano,es  ESP,MF,Espanyol,23-025,1999,3,0,14,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
263,José Luis Gayà,es  ESP,DF,Valencia,27-159,1995,8,8,682,7.6,0,1,0,0,1,1,0,0.00,0.13,0.13,0.00,0.13,1.2,0.4,1.2,1.6,0.15,0.16,0.31,0.05,0.21
264,José Luis Morales,es  ESP,FW,Villarreal,35-100,1987,12,3,423,4.7,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,1.7,1.7,0.7,2.3,0.36,0.14,0.50,0.36,0.50
265,Andriy Lunin,ua  UKR,GK,Real Madrid,23-262,1999,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
266,Awer Mabil,au  AUS,MF,Cádiz,27-046,1995,5,1,165,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.09,0.01,0.09,0.09,0.09
267,Pablo Maffeo,es  ESP,DF,Mallorca,25-111,1997,12,12,1017,11.3,1,0,1,0,0,3,1,0.09,0.00,0.09,0.09,0.09,0.4,0.4,0.8,1.2,0.03,0.07,0.10,0.03,0.10
268,Jon Magunacelaya,es  ESP,FW,Real Sociedad,22-110,2000,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.09,0.00,0.09,0.09,0.09
269,Nemanja Maksimović,rs  SRB,MF,Getafe,27-278,1995,9,7,542,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.02,0.04,0.03,0.04
270,Hugo Mallo,es  ESP,DF,Celta Vigo,31-131,1991,11,11,873,9.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.05,0.05,0.10,0.05,0.10
271,Mickael Malsa,mq  MTQ,MF,Valladolid,27-019,1995,4,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
272,Giorgi Mamardashvili,ge  GEO,GK,Valencia,22-032,2000,12,12,1080,12.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
273,Reinildo Mandava,mz  MOZ,DF,Atlético Madrid,28-283,1994,12,12,1080,12.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.00,0.01,0.01,0.01
274,Aïssa Mandi,dz  ALG,DF,Villarreal,31-009,1991,7,3,261,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
275,Maranhão,br  BRA,"FW,MF",Valencia,26-011,1996,9,2,297,3.3,1,0,1,0,0,2,1,0.30,0.00,0.30,0.30,0.30,1.2,1.1,0.4,1.5,0.36,0.12,0.48,0.33,0.45
276,Marcão,br  BRA,DF,Sevilla,26-148,1996,4,4,360,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
277,Agustín Marchesín,ar  ARG,GK,Celta Vigo,34-229,1988,12,12,1080,12.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
278,Óscar de Marcos,es  ESP,DF,Athletic Club,33-200,1989,12,12,952,10.6,0,2,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.0,0.0,1.6,1.6,0.00,0.15,0.15,0.00,0.15
279,José Mari,es  ESP,MF,Cádiz,34-329,1987,9,2,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.02,0.09,0.10,0.02,0.10
280,José María Giménez,uy  URU,DF,Atlético Madrid,27-284,1995,8,7,645,7.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.06,0.00,0.06,0.06,0.06
281,Mariano,do  DOM,FW,Real Madrid,29-091,1993,3,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,1.92,3.26,5.18,1.92,5.18
282,Pablo Marín,es  ESP,"MF,FW",Real Sociedad,19-120,2003,2,1,76,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.23,0.05,0.28,0.23,0.28
283,Roger Martí,es  ESP,FW,Elche,31-301,1991,7,5,405,4.5,0,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.3,0.3,0.4,0.7,0.07,0.08,0.15,0.07,0.15
284,Arnau Martinez,es  ESP,"DF,MF",Girona,19-189,2003,9,8,631,7.0,2,0,2,0,0,2,0,0.29,0.00,0.29,0.29,0.29,1.1,1.1,0.7,1.8,0.16,0.10,0.26,0.16,0.26
285,Iñigo Martínez,es  ESP,DF,Athletic Club,31-167,1991,8,8,720,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.07,0.03,0.10,0.07,0.10
286,Omar Mascarell,es  ESP,MF,Elche,29-271,1993,9,9,744,8.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02
287,Jordi Masip,es  ESP,GK,Valladolid,33-301,1989,7,7,630,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
288,Jaime Mata,es  ESP,FW,Getafe,34-007,1988,6,0,42,0.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04
289,Borja Mayoral,es  ESP,FW,Getafe,25-209,1997,11,11,861,9.6,1,0,1,0,1,2,0,0.10,0.00,0.10,0.10,0.10,1.9,1.2,1.1,2.2,0.20,0.11,0.32,0.12,0.23
290,Mamadou Mbaye,sn  SEN,DF,Cádiz,24-125,1998,3,3,209,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05
291,Gonzalo Melero,es  ESP,MF,Almería,28-302,1994,6,5,387,4.3,1,2,1,0,0,2,0,0.23,0.47,0.70,0.23,0.70,0.4,0.4,0.5,0.9,0.08,0.12,0.21,0.08,0.21
292,Houboulang Mendes,fr  FRA,DF,Almería,24-180,1998,6,5,408,4.5,0,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,0.0,0.0,0.3,0.3,0.00,0.06,0.06,0.00,0.06
293,Brais Méndez,es  ESP,MF,Real Sociedad,25-297,1997,12,11,986,11.0,5,2,5,0,0,4,0,0.46,0.18,0.64,0.46,0.64,2.4,2.4,1.2,3.6,0.22,0.11,0.33,0.22,0.33
294,Ferland Mendy,fr  FRA,DF,Real Madrid,27-145,1995,9,9,710,7.9,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.4,0.7,0.03,0.05,0.09,0.03,0.09
295,Mikel Merino,es  ESP,MF,Real Sociedad,26-131,1996,12,11,998,11.1,1,4,1,0,1,4,0,0.09,0.36,0.45,0.09,0.45,2.7,1.9,1.9,3.8,0.24,0.17,0.42,0.17,0.35
296,Roque Mesa,es  ESP,MF,Valladolid,33-146,1989,11,10,772,8.6,1,1,1,0,0,4,0,0.12,0.12,0.23,0.12,0.23,0.3,0.3,0.6,0.9,0.04,0.07,0.11,0.04,0.11
297,Éder Militão,br  BRA,DF,Real Madrid,24-286,1998,10,8,733,8.1,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,0.3,0.3,0.0,0.3,0.03,0.01,0.04,0.03,0.04
298,Luis Milla,es  ESP,MF,Getafe,28-024,1994,5,4,380,4.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.06,0.07,0.01,0.07
299,Pere Milla,es  ESP,"MF,FW",Elche,30-038,1992,10,5,509,5.7,3,0,2,1,1,3,0,0.53,0.00,0.53,0.35,0.35,1.8,1.0,0.6,1.6,0.30,0.09,0.39,0.17,0.26
300,Marko Milovanović,rs  SRB,FW,Almería,19-088,2003,2,0,15,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.30,0.00,0.30,0.30,0.30
301,Óscar Mingueza,es  ESP,DF,Celta Vigo,23-171,1999,8,2,298,3.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.08,0.03,0.10,0.08,0.10
302,Rafa Mir,es  ESP,FW,Sevilla,25-135,1997,7,5,454,5.0,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,2.9,2.9,0.2,3.2,0.58,0.04,0.63,0.58,0.63
303,Juan Miranda,es  ESP,DF,Betis,22-285,2000,2,1,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03
304,Stefan Mitrović,rs  SRB,DF,Getafe,32-162,1990,10,8,765,8.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
305,Luka Modrić,hr  CRO,MF,Real Madrid,37-052,1985,11,9,764,8.5,2,2,2,0,0,2,0,0.24,0.24,0.47,0.24,0.47,1.6,1.6,2.4,4.1,0.19,0.29,0.48,0.19,0.48
306,Nahuel Molina,ar  ARG,"DF,FW",Atlético Madrid,24-208,1998,9,9,805,8.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.02,0.05,0.07,0.02,0.07
307,Jon Moncayola,es  ESP,MF,Osasuna,24-171,1998,12,8,767,8.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.06,0.03,0.09,0.06,0.09
308,Monchu,es  ESP,MF,Valladolid,23-048,1999,10,6,587,6.5,1,1,1,0,0,3,0,0.15,0.15,0.31,0.15,0.31,0.6,0.6,0.5,1.1,0.09,0.08,0.17,0.09,0.17
309,Gonzalo Montiel,ar  ARG,DF,Sevilla,25-303,1997,7,7,548,6.1,0,1,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.1,0.1,0.3,0.4,0.01,0.05,0.06,0.01,0.06
310,Martín Montoya,es  ESP,DF,Betis,31-200,1991,3,3,183,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.17,0.17,0.00,0.17
311,Álvaro Morata,es  ESP,FW,Atlético Madrid,30-008,1992,12,10,683,7.6,5,1,5,0,0,3,0,0.66,0.13,0.79,0.66,0.79,2.8,2.8,0.5,3.3,0.37,0.06,0.43,0.37,0.43
312,Jon Morcillo,es  ESP,"MF,DF",Athletic Club,24-046,1998,7,0,48,0.5,0,1,0,0,0,0,0,0.00,1.87,1.87,0.00,1.87,0.1,0.1,0.3,0.5,0.29,0.59,0.88,0.29,0.88
313,Alberto Moreno,es  ESP,"MF,DF",Villarreal,30-118,1992,4,2,189,2.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.06,0.07,0.13,0.06,0.13
314,Álex Moreno,es  ESP,DF,Betis,29-145,1993,11,11,990,11.0,0,3,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,1.1,1.1,1.4,2.5,0.10,0.13,0.23,0.10,0.23
315,Gerard Moreno,es  ESP,FW,Villarreal,30-207,1992,5,5,368,4.1,2,0,2,0,0,1,0,0.49,0.00,0.49,0.49,0.49,2.7,2.7,0.3,3.0,0.66,0.07,0.73,0.66,0.73
316,Tete Morente,es  ESP,MF,Elche,25-331,1996,9,6,555,6.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.14,0.04,0.18,0.14,0.18
317,Ilaix Moriba,gn  GUI,MF,Valencia,19-285,2003,6,4,331,3.7,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.13,0.06,0.19,0.13,0.19
318,Manu Morlanes,es  ESP,MF,Villarreal,23-292,1999,2,2,139,1.5,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
319,Loren Morón,es  ESP,FW,Betis,28-305,1993,2,0,15,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
320,Cristhian Mosquera,co  COL,DF,Valencia,18-126,2004,2,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09
321,Abdul Mumin,gh  GHA,DF,Rayo Vallecano,24-147,1998,2,1,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02
322,Iker Muniain,es  ESP,MF,Athletic Club,29-316,1992,10,10,764,8.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2.3,2.3,1.9,4.2,0.28,0.22,0.50,0.28,0.50
323,Aihen Muñoz,es  ESP,DF,Real Sociedad,25-076,1997,9,8,666,7.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.02,0.03,0.01,0.03
324,Pablo Muñoz,es  ESP,MF,Rayo Vallecano,19-057,2003,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
325,Vedat Muriqi,xk  KVX,FW,Mallorca,28-190,1994,10,10,865,9.6,6,0,4,2,3,2,1,0.62,0.00,0.62,0.42,0.42,5.7,3.3,0.5,3.8,0.59,0.05,0.64,0.34,0.40
326,Yunus Musah,us  USA,MF,Valencia,19-336,2002,9,8,688,7.6,0,2,0,0,0,5,0,0.00,0.26,0.26,0.00,0.26,0.3,0.3,0.9,1.2,0.04,0.12,0.16,0.04,0.16
327,Nacho,es  ESP,DF,Real Madrid,32-286,1990,5,1,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
328,Juanjo Narváez,co  COL,"FW,MF",Valladolid,27-261,1995,4,0,87,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.19,0.00,0.19,0.19,0.19
329,Matija Nastasić,rs  SRB,DF,Mallorca,29-217,1993,3,2,195,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05
330,Roberto Navarro,es  ESP,"MF,FW",Real Sociedad,20-202,2002,7,0,137,1.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.12,0.08,0.20,0.12,0.20
331,Jesús Navas,es  ESP,"DF,MF",Sevilla,36-344,1985,9,5,488,5.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.02,0.09,0.12,0.02,0.12
332,Álvaro Negredo,es  ESP,FW,Cádiz,37-072,1985,9,5,397,4.4,1,1,1,0,0,0,0,0.23,0.23,0.45,0.23,0.45,0.2,0.2,0.3,0.5,0.05,0.06,0.12,0.05,0.12
333,Tanguy Nianzou,fr  FRA,DF,Sevilla,20-146,2002,9,7,607,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.05,0.00,0.05,0.05,0.05
334,Saúl Ñíguez,es  ESP,"MF,DF",Atlético Madrid,27-344,1994,11,6,465,5.2,0,1,0,0,0,5,0,0.00,0.19,0.19,0.00,0.19,0.7,0.7,0.1,0.7,0.13,0.01,0.14,0.13,0.14
335,Diego Noguerol,es  ESP,"FW,DF",Valencia,20-171,2002,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
336,Randy Ntekja,fr  FRA,"MF,FW",Rayo Vallecano,24-329,1997,6,0,65,0.7,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06
337,Unai Núñez,es  ESP,DF,Celta Vigo,25-274,1997,11,11,990,11.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.03,0.00,0.03,0.03,0.03
338,Jan Oblak,si  SVN,GK,Atlético Madrid,29-297,1993,10,10,872,9.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
339,Brian Ocampo,uy  URU,MF,Cádiz,23-128,1999,8,6,462,5.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.03,0.06,0.09,0.03,0.09
340,Lucas Ocampos,ar  ARG,"MF,FW",Sevilla,28-112,1994,3,1,132,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03
341,Lucas Olaza,uy  URU,DF,Valladolid,28-102,1994,7,5,506,5.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.01,0.08,0.09,0.01,0.09
342,Brian Oliván,es  ESP,DF,Espanyol,28-213,1994,12,12,1066,11.8,0,3,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.2,0.2,1.5,1.8,0.02,0.13,0.15,0.02,0.15
343,Lucas Oliveira Rosa,br  BRA,DF,Valladolid,22-211,2000,3,3,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
344,Aimar Oroz,es  ESP,"MF,FW",Osasuna,20-338,2001,10,7,630,7.0,2,1,1,1,1,2,0,0.29,0.14,0.43,0.14,0.29,2.2,1.4,0.4,1.8,0.31,0.05,0.36,0.20,0.25
