,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Match Report
29,2017-03-02,Thu,La Liga,Matchweek 25,Away,D 1–1,Atlético Madrid,La Coruña,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
30,2017-03-05,Sun,La Liga,Matchweek 26,Home,W 3–0,Atlético Madrid,Valencia,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
31,2017-03-11,Sat,La Liga,Matchweek 27,Away,W 1–0,Atlético Madrid,Granada,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
32,2017-03-15,Wed,Champions Lg,Round of 16,Home,D 0–0,es  Atlético Madrid,de  Leverkusen,Y,GK,90,6,0,6,100.0,1,0,0,0,0,Match Report
33,2017-03-19,Sun,La Liga,Matchweek 28,Home,W 3–1,Atlético Madrid,Sevilla,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
34,2017-03-26,Sun,WCQ — UEFA (M),First round,Away,L 0–1,si  Slovenia,sct  Scotland,Y,GK,90,,1,,,0,0,0,0,0,Match Report
35,2017-04-01,Sat,La Liga,Matchweek 29,Away,W 2–0,Atlético Madrid,Málaga,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report
36,2017-04-04,Tue,La Liga,Matchweek 30,Home,W 1–0,Atlético Madrid,Real Sociedad,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report
37,2017-04-08,Sat,La Liga,Matchweek 31,Away,D 1–1,Atlético Madrid,Real Madrid,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
38,2017-04-12,Wed,Champions Lg,Quarter-finals,Home,W 1–0,es  Atlético Madrid,eng  Leicester City,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
39,2017-04-15,Sat,La Liga,Matchweek 32,Home,W 3–0,Atlético Madrid,Osasuna,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
40,2017-04-18,Tue,Champions Lg,Quarter-finals,Away,D 1–1,es  Atlético Madrid,eng  Leicester City,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report
41,2017-04-22,Sat,La Liga,Matchweek 33,Away,W 1–0,Atlético Madrid,Espanyol,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report
42,2017-04-25,Tue,La Liga,Matchweek 34,Home,L 0–1,Atlético Madrid,Villarreal,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report
43,2017-04-29,Sat,La Liga,Matchweek 35,Away,W 5–0,Atlético Madrid,Las Palmas,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
44,2017-05-02,Tue,Champions Lg,Semi-finals,Away,L 0–3,es  Atlético Madrid,es  Real Madrid,Y,GK,90,7,3,4,57.1,0,0,0,0,0,Match Report
45,2017-05-06,Sat,La Liga,Matchweek 36,Home,W 1–0,Atlético Madrid,Eibar,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report
46,2017-05-10,Wed,Champions Lg,Semi-finals,Home,W 2–1,es  Atlético Madrid,es  Real Madrid,Y,GK,90,6,1,5,83.3,0,0,0,0,0,Match Report
47,2017-05-14,Sun,La Liga,Matchweek 37,Away,D 1–1,Atlético Madrid,Betis,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report
48,2017-05-21,Sun,La Liga,Matchweek 38,Home,W 3–1,Atlético Madrid,Athletic Club,Y,GK,90,1,1,0,0.0,0,0,0,0,0,Match Report
49,2017-06-10,Sat,WCQ — UEFA (M),First round,Home,W 2–0,si  Slovenia,mt  Malta,Y,GK,90,,0,,,1,0,0,0,0,Match Report
50,,,,,,27-11-9,,,47/47,,4180,120,31,96,79.2,25,5,3,2,0,
