,Player,Nation_x,Pos_x,Age_x,MP,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance_x,CrdR_Performance_x,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected_x,npxG_Expected_x,xAG_Expected,npxG+xAG_Expected,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes,Nation_y,Pos_y,Age_y,90s_x,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected_y,npxG_Expected_y,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected,Nation_x,Pos_x,Age_x,90s_y,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Nation_y,Pos_y,Age_y,90s_x,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Sw_Pass Types,Crs_Pass Types,TI_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Cmp_Outcomes,Off_Outcomes,Blocks_Outcomes,Nation_x,Pos_x,Age_x,90s_y,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types,Nation_y,Pos_y,Age_y,90s_x,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Nation_x,Pos_x,Age_x,90s_y,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,Mis_Dribbles,Dis_Dribbles,Rec_Receiving,Prog_Receiving,Nation_y,Pos_y,Age_y,90s,CrdY_Performance_y,CrdR_Performance_y,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
10,Jules Koundé,fr  FRA,DF,24-048,7,7,572.0,6.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,0.5,0.5,1.2,1.7,0.08,0.19,0.27,0.08,0.27,fr  FRA,DF,24-048,6.4,0,5,0,0.0,0.79,0.0,0.0,,12.0,0,0,0,0.5,0.5,0.1,-0.5,-0.5,fr  FRA,DF,24-048,6.4,437,477,91.6,7933,2319,186,197,94.4,196,208,94.2,48,61,78.7,2,1.2,0.9,0.8,5,53,5,1,25,fr  FRA,DF,24-048,6.4,477,447,30,13,2,5,6,17,0,0,0,0,437,0,2,fr  FRA,DF,24-048,6.4,12,1.89,12,0,0,0,0,0,3,0.47,3,0,0,0,0,0,fr  FRA,DF,24-048,6.4,7,5,3,3,1,3,3,100.0,0,4,2,2,4,11,5,0,fr  FRA,DF,24-048,6.4,513,23,162,279,75,12,513,2,3,66.7,4,1,388,5,fr  FRA,DF,24-048,6.4,0,0,0,5,1,0,6,4,5,0,0,0,39,9,2,81.8
11,Raphinha,br  BRA,FW,26-016,13,6,570.0,6.3,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.32,0.32,0.63,0.32,0.63,2.8,2.8,2.7,5.5,0.45,0.42,0.87,0.45,0.87,br  BRA,FW,26-016,6.3,2,26,6,23.1,4.11,0.95,0.08,0.33,18.7,4,0,0,2.8,2.8,0.11,-0.8,-0.8,br  BRA,FW,26-016,6.3,269,370,72.7,4311,1159,144,170,84.7,79,96,82.3,32,66,48.5,2,2.7,3.0,-0.7,20,8,26,7,34,br  BRA,FW,26-016,6.3,370,311,55,6,4,7,46,10,39,15,9,1,269,4,13,br  BRA,FW,26-016,6.3,43,6.79,29,7,1,3,1,2,6,0.95,6,0,0,0,0,0,br  BRA,FW,26-016,6.3,9,7,2,1,6,5,10,50.0,5,14,1,13,5,14,2,0,br  BRA,FW,26-016,6.3,457,3,24,134,303,55,457,13,27,48.1,18,7,328,55,br  BRA,FW,26-016,6.3,1,0,0,5,9,4,46,5,7,0,0,0,29,2,1,66.7
12,Ferrán Torres,es  ESP,"FW,MF",22-304,13,6,569.0,6.3,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.32,0.0,0.32,0.32,0.32,3.4,3.4,1.6,5.1,0.55,0.26,0.81,0.55,0.81,es  ESP,"FW,MF",22-304,6.3,2,26,7,26.9,4.11,1.11,0.08,0.29,13.6,0,0,0,3.4,3.4,0.13,-1.4,-1.4,es  ESP,"FW,MF",22-304,6.3,181,230,78.7,2513,507,117,134,87.3,51,61,83.6,9,16,56.3,0,1.6,1.7,-1.6,7,6,6,1,14,es  ESP,"FW,MF",22-304,6.3,230,220,8,2,0,2,12,4,1,0,0,0,181,2,10,es  ESP,"FW,MF",22-304,6.3,17,2.69,10,1,3,3,0,0,1,0.16,1,0,0,0,0,0,es  ESP,"FW,MF",22-304,6.3,5,2,0,4,1,2,8,25.0,6,5,1,4,1,6,2,0,es  ESP,"FW,MF",22-304,6.3,319,4,25,103,196,50,319,13,34,38.2,24,10,265,53,es  ESP,"FW,MF",22-304,6.3,3,0,0,7,14,3,12,1,2,0,0,0,23,1,3,25.0
13,Ronald Araújo,uy  URU,DF,23-298,6,6,510.0,5.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.7,0.1,0.03,0.13,0.1,0.13,uy  URU,DF,23-298,5.7,0,3,0,0.0,0.53,0.0,0.0,,14.0,0,0,0,0.6,0.6,0.19,-0.6,-0.6,uy  URU,DF,23-298,5.7,302,349,86.5,5699,1801,110,121,90.9,161,175,92.0,28,45,62.2,0,0.2,0.2,-0.2,1,34,1,0,17,uy  URU,DF,23-298,5.7,349,318,29,15,0,5,1,14,0,0,0,0,302,2,1,uy  URU,DF,23-298,5.7,6,1.06,5,0,0,1,0,0,2,0.35,2,0,0,0,0,0,uy  URU,DF,23-298,5.7,8,7,4,4,0,2,3,66.7,1,1,0,1,7,15,11,0,uy  URU,DF,23-298,5.7,382,19,112,255,17,7,382,1,1,100.0,3,1,269,3,uy  URU,DF,23-298,5.7,2,0,0,2,3,1,1,7,7,0,0,0,19,12,8,60.0
14,Marcos Alonso,es  ESP,DF,32-002,7,4,450.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es  ESP,DF,32-002,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,es  ESP,DF,32-002,5.0,360,393,91.6,6859,2410,129,137,94.2,194,203,95.6,34,45,75.6,0,0.0,0.2,0.0,1,30,2,0,18,es  ESP,DF,32-002,5.0,393,380,13,5,1,4,4,2,6,1,3,0,360,0,3,es  ESP,DF,32-002,5.0,4,0.8,4,0,0,0,0,0,1,0.2,1,0,0,0,0,0,es  ESP,DF,32-002,5.0,6,4,3,3,0,4,5,80.0,1,5,5,0,6,12,10,0,es  ESP,DF,32-002,5.0,431,34,150,260,22,3,431,1,1,100.0,3,0,328,1,es  ESP,DF,32-002,5.0,1,0,0,3,4,0,4,6,4,0,0,0,26,7,5,58.3
15,Gerard Piqué,es  ESP,DF,35-331,6,4,384.0,4.3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.09,0.01,0.09,0.09,0.09,es  ESP,DF,35-331,4.3,0,3,0,0.0,0.7,0.0,0.0,,8.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,es  ESP,DF,35-331,4.3,353,385,91.7,7375,2268,102,112,91.1,193,199,97.0,56,66,84.8,0,0.0,0.1,0.0,1,47,0,0,20,es  ESP,DF,35-331,4.3,385,372,11,6,0,6,0,0,0,0,0,0,353,2,2,es  ESP,DF,35-331,4.3,5,1.17,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,es  ESP,DF,35-331,4.3,5,4,1,4,0,4,4,100.0,0,2,1,1,2,7,19,0,es  ESP,DF,35-331,4.3,423,37,125,290,9,5,423,1,1,100.0,2,1,321,0,es  ESP,DF,35-331,4.3,2,1,0,7,2,0,0,2,4,0,0,0,26,20,6,76.9
16,Andreas Christensen,dk  DEN,DF,26-264,5,4,318.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.05,0.01,0.06,0.05,0.06,dk  DEN,DF,26-264,3.5,0,1,0,0.0,0.28,0.0,0.0,,4.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2,dk  DEN,DF,26-264,3.5,286,309,92.6,5150,1534,107,117,91.5,159,162,98.1,17,27,63.0,0,0.0,0.0,0.0,1,14,0,0,7,dk  DEN,DF,26-264,3.5,309,297,12,9,2,1,0,2,0,0,0,0,286,0,0,dk  DEN,DF,26-264,3.5,2,0.56,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,dk  DEN,DF,26-264,3.5,4,2,2,2,0,1,1,100.0,0,1,0,1,3,7,9,0,dk  DEN,DF,26-264,3.5,329,23,133,192,5,1,329,0,1,0.0,0,0,265,0,dk  DEN,DF,26-264,3.5,1,0,0,1,2,0,0,3,2,0,0,0,20,7,0,100.0
17,Ansu Fati,es  ESP,FW,20-060,14,3,469.0,5.2,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.58,0.58,1.15,0.58,1.15,4.8,4.8,0.9,5.7,0.92,0.17,1.09,0.92,1.09,es  ESP,FW,20-060,5.2,3,29,10,34.5,5.57,1.92,0.1,0.3,13.1,1,0,0,4.8,4.8,0.19,-1.8,-1.8,es  ESP,FW,20-060,5.2,182,215,84.7,2113,294,139,154,90.3,31,37,83.8,4,5,80.0,3,0.9,0.6,2.1,6,5,3,0,7,es  ESP,FW,20-060,5.2,215,212,1,0,0,0,4,0,1,0,0,0,182,2,6,es  ESP,FW,20-060,5.2,22,4.22,10,0,7,5,0,0,6,1.15,3,0,1,2,0,0,es  ESP,FW,20-060,5.2,5,5,2,1,2,3,6,50.0,3,6,0,6,3,8,3,0,es  ESP,FW,20-060,5.2,297,5,22,87,190,57,297,12,23,52.2,12,10,233,47,es  ESP,FW,20-060,5.2,0,0,0,5,5,6,4,3,5,0,0,0,22,2,5,28.6
18,Sergi Roberto,es  ESP,DF,30-326,9,3,377.0,4.2,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.48,0.0,0.48,0.48,0.48,0.8,0.8,0.5,1.3,0.19,0.12,0.31,0.19,0.31,es  ESP,DF,30-326,4.2,2,5,3,60.0,1.19,0.72,0.4,0.67,13.8,0,0,0,0.8,0.8,0.16,1.2,1.2,es  ESP,DF,30-326,4.2,285,311,91.6,4359,947,168,175,96.0,89,98,90.8,24,29,82.8,0,0.5,0.7,-0.5,3,31,4,3,11,es  ESP,DF,30-326,4.2,311,267,42,4,0,2,10,38,0,0,0,0,285,2,2,es  ESP,DF,30-326,4.2,9,2.17,7,0,0,2,0,0,1,0.24,1,0,0,0,0,0,es  ESP,DF,30-326,4.2,5,5,3,1,1,3,4,75.0,1,2,1,1,7,12,7,0,es  ESP,DF,30-326,4.2,348,11,54,184,111,11,348,1,5,20.0,3,1,257,19,es  ESP,DF,30-326,4.2,1,0,0,5,4,1,10,7,5,0,0,0,17,0,0,
19,Franck Kessié,ci  CIV,MF,26-011,7,2,216.0,2.4,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0.28,0.05,0.33,0.28,0.33,ci  CIV,MF,26-011,2.4,0,6,0,0.0,2.5,0.0,0.0,,13.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7,ci  CIV,MF,26-011,2.4,93,106,87.7,1345,204,59,65,90.8,26,28,92.9,6,6,100.0,0,0.1,0.0,-0.1,2,3,0,0,6,ci  CIV,MF,26-011,2.4,106,103,2,1,1,2,0,1,0,0,0,0,93,1,2,ci  CIV,MF,26-011,2.4,3,1.24,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,ci  CIV,MF,26-011,2.4,3,2,1,2,0,1,3,33.3,2,5,1,4,1,4,1,0,ci  CIV,MF,26-011,2.4,133,6,23,80,31,9,133,0,1,0.0,6,2,106,7,ci  CIV,MF,26-011,2.4,3,0,0,6,3,1,0,1,2,0,0,0,11,0,0,
20,Memphis,nl  NED,FW,28-320,2,2,114.0,1.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.79,0.0,0.79,0.79,0.79,0.9,0.9,0.1,1.0,0.68,0.11,0.79,0.68,0.79,nl  NED,FW,28-320,1.3,1,6,3,50.0,4.74,2.37,0.17,0.33,11.6,0,0,0,0.9,0.9,0.14,0.1,0.1,nl  NED,FW,28-320,1.3,53,66,80.3,735,209,34,38,89.5,14,16,87.5,3,7,42.9,0,0.1,0.2,-0.1,3,3,2,0,4,nl  NED,FW,28-320,1.3,66,60,6,1,1,0,4,0,4,0,2,0,53,0,1,nl  NED,FW,28-320,1.3,8,6.32,5,2,1,0,0,0,0,0.0,0,0,0,0,0,0,nl  NED,FW,28-320,1.3,2,1,1,1,0,0,0,,0,0,0,0,0,2,0,0,nl  NED,FW,28-320,1.3,86,0,6,26,55,13,86,2,7,28.6,7,4,69,12,nl  NED,FW,28-320,1.3,0,0,0,2,2,1,4,0,1,0,0,0,7,1,2,33.3
