,,,,Nation,Pos,Age,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
,,,,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,,,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Espanyol,Jofre,ESP,"MF,DF",20.0,0.2,6,8,75.0,131,52,3,3,100.0,1,2,50.0,2,3,66.7,1,0.3,0.7,2,0,2,2,0
ESP-La Liga,2122,Espanyol,Keidi Bare,ALB,MF,23.0,16.5,750,872,86.0,13839,3336,322,350,92.0,313,353,88.7,98,135,72.6,1,1.0,0.0,9,80,6,1,63
ESP-La Liga,2122,Espanyol,Landry Dimata,BEL,"FW,MF",23.0,6.0,71,99,71.7,1047,169,40,52,76.9,22,30,73.3,5,6,83.3,0,0.2,-0.2,5,7,2,0,5
ESP-La Liga,2122,Espanyol,Leandro Cabrera,URU,DF,30.0,37.0,1405,1850,75.9,31621,14539,398,459,86.7,678,774,87.6,305,573,53.2,0,0.3,-0.3,7,106,2,0,92
ESP-La Liga,2122,Espanyol,Lluís Recasens,ESP,DF,19.0,0.5,8,12,66.7,174,53,1,2,50.0,5,6,83.3,2,3,66.7,0,0.0,0.0,0,1,0,0,1
ESP-La Liga,2122,Espanyol,Loren Morón,ESP,"FW,MF",27.0,6.3,57,95,60.0,901,158,31,43,72.1,16,26,61.5,7,12,58.3,0,0.4,-0.4,3,5,1,1,2
ESP-La Liga,2122,Espanyol,Luca Koleosho,USA,FW,16.0,0.0,1,1,100.0,11,4,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Espanyol,Manu Morlanes,ESP,MF,22.0,12.7,562,644,87.3,9786,3066,263,281,93.6,234,253,92.5,55,89,61.8,0,0.3,-0.3,5,59,6,2,58
ESP-La Liga,2122,Espanyol,Miguel Juan Llambrich,ESP,DF,25.0,0.8,36,49,73.5,519,134,20,25,80.0,16,21,76.2,0,2,0.0,0,0.0,0.0,0,1,0,0,1
ESP-La Liga,2122,Espanyol,Nico Ribaudo,ESP,"MF,FW",20.0,12.4,367,434,84.6,6267,1349,203,228,89.0,119,139,85.6,39,52,75.0,0,1.3,-1.3,13,28,14,1,38
ESP-La Liga,2122,Espanyol,Oier Olazábal,ESP,GK,31.0,1.5,24,43,55.8,849,631,4,4,100.0,8,8,100.0,12,31,38.7,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Espanyol,Opponent Total,,,27.5,38.0,15640,19219,81.4,305846,102017,6383,7177,88.9,6641,7672,86.6,2303,3667,62.8,39,35.9,3.1,364,1237,392,97,1439
ESP-La Liga,2122,Espanyol,Pedrosa,ESP,DF,23.0,30.2,967,1280,75.5,16785,6322,445,502,88.6,418,522,80.1,81,185,43.8,1,1.8,-0.8,22,51,17,10,58
ESP-La Liga,2122,Espanyol,Raúl de Tomás,ESP,FW,26.0,32.4,612,741,82.6,11170,1810,331,366,90.4,187,221,84.6,82,118,69.5,3,1.7,1.3,27,47,17,5,55
ESP-La Liga,2122,Espanyol,Rubén,ESP,DF,20.0,1.7,46,70,65.7,797,215,26,30,86.7,16,26,61.5,4,12,33.3,1,0.5,0.5,1,1,1,0,1
ESP-La Liga,2122,Espanyol,Sergi Darder,ESP,MF,27.0,34.7,1442,1746,82.6,28706,8082,593,653,90.8,594,671,88.5,230,360,63.9,9,4.9,4.1,41,176,43,6,156
ESP-La Liga,2122,Espanyol,Sergi Gómez,ESP,DF,29.0,30.2,1148,1327,86.5,24948,7747,269,292,92.1,665,693,96.0,197,309,63.8,2,0.8,1.2,3,39,0,0,35
ESP-La Liga,2122,Espanyol,Squad Total,,,27.6,38.0,13438,16808,80.0,260145,89395,5564,6215,89.5,5657,6491,87.2,1941,3452,56.2,25,26.1,-1.1,295,962,219,64,934
ESP-La Liga,2122,Espanyol,Tonny Vilhena,NED,"MF,FW",26.0,10.3,245,341,71.8,3926,1335,153,181,84.5,54,80,67.5,31,62,50.0,1,0.9,0.1,11,15,5,3,19
ESP-La Liga,2122,Espanyol,Victor Perea,ESP,DF,21.0,0.0,2,3,66.7,36,34,0,0,,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Espanyol,Wu Lei,CHN,"FW,MF",29.0,5.3,72,101,71.3,1077,234,41,51,80.4,23,30,76.7,4,11,36.4,0,1.0,-1.0,5,2,1,0,6
ESP-La Liga,2122,Espanyol,Yangel Herrera,VEN,MF,23.0,18.3,717,858,83.6,12080,3415,346,398,86.9,295,348,84.8,58,78,74.4,1,0.8,0.2,12,64,6,1,56
ESP-La Liga,2122,Espanyol,Álvaro Vadillo,ESP,"MF,DF",26.0,0.1,7,11,63.6,117,10,3,4,75.0,1,1,100.0,1,3,33.3,0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2122,Espanyol,Óscar Gil,ESP,DF,23.0,18.8,626,740,84.6,10451,3233,324,355,91.3,234,266,88.0,56,95,58.9,2,2.5,-0.5,16,32,9,6,30
ESP-La Liga,2122,Espanyol,Óscar Melendo,ESP,"MF,FW",23.0,11.0,396,446,88.8,6707,1643,194,205,94.6,151,171,88.3,39,51,76.5,0,1.1,-1.1,17,51,14,1,35
ESP-La Liga,2122,Getafe,Allan Nyom,CMR,DF,33.0,2.7,63,90,70.0,1182,408,24,28,85.7,33,43,76.7,6,19,31.6,0,0.1,-0.1,2,5,3,2,2
ESP-La Liga,2122,Getafe,Borja Mayoral,ESP,FW,24.0,11.6,194,252,77.0,2945,531,116,137,84.7,45,64,70.3,22,27,81.5,1,1.1,-0.1,12,11,6,3,14
ESP-La Liga,2122,Getafe,Carles Aleñá,ESP,MF,23.0,25.8,689,860,80.1,12609,2508,320,360,88.9,258,313,82.4,99,152,65.1,2,1.6,0.4,21,61,16,4,61
ESP-La Liga,2122,Getafe,Chema,ESP,MF,29.0,0.5,9,15,60.0,217,72,4,4,100.0,1,3,33.3,4,8,50.0,0,0.0,0.0,1,1,0,0,0
ESP-La Liga,2122,Getafe,Damián Suárez,URU,DF,33.0,30.1,1010,1466,68.9,20311,10206,427,493,86.6,423,562,75.3,146,346,42.2,3,2.9,0.1,45,100,41,24,135
ESP-La Liga,2122,Getafe,Darío Poveda,ESP,"FW,MF",24.0,4.2,51,82,62.2,825,165,32,44,72.7,11,21,52.4,5,12,41.7,0,0.1,-0.1,3,3,1,1,4
ESP-La Liga,2122,Getafe,David Soria,ESP,GK,28.0,37.9,632,1180,53.6,29206,22307,40,40,100.0,132,135,97.8,458,1001,45.8,0,0.0,0.0,1,25,0,0,0
ESP-La Liga,2122,Getafe,David Timor,ESP,MF,31.0,3.8,140,176,79.5,3092,903,54,63,85.7,55,62,88.7,29,48,60.4,0,0.0,0.0,0,16,2,0,20
ESP-La Liga,2122,Getafe,Diego Conde,ESP,GK,22.0,0.1,0,6,0.0,0,0,0,0,,0,0,,0,6,0.0,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Getafe,Djené,TOG,DF,29.0,34.6,1035,1331,77.8,21837,8343,341,384,88.8,483,563,85.8,202,346,58.4,1,0.3,0.7,9,75,11,2,85
ESP-La Liga,2122,Getafe,Emmanuel Amankwaa Akurugu,GHA,DF,19.0,0.9,27,40,67.5,447,165,15,19,78.9,9,12,75.0,3,7,42.9,1,0.0,1.0,1,1,0,0,2
ESP-La Liga,2122,Getafe,Enes Ünal,TUR,FW,24.0,31.1,421,660,63.8,5888,1225,249,348,71.6,125,197,63.5,21,44,47.7,1,1.8,-0.8,26,30,8,3,41
ESP-La Liga,2122,Getafe,Erick Cabaco,URU,DF,26.0,4.5,114,162,70.4,2757,1246,33,39,84.6,49,57,86.0,32,62,51.6,1,0.4,0.6,2,14,0,0,12
ESP-La Liga,2122,Getafe,Florentino Luís,POR,MF,21.0,11.0,352,438,80.4,6323,1567,153,186,82.3,141,163,86.5,44,59,74.6,1,0.3,0.7,9,33,3,0,30
ESP-La Liga,2122,Getafe,Gonzalo Villar,ESP,MF,23.0,3.3,119,136,87.5,2310,461,51,54,94.4,48,55,87.3,18,22,81.8,1,0.4,0.6,1,13,2,0,11
ESP-La Liga,2122,Getafe,Hugo Duro,ESP,"DF,MF",21.0,0.1,3,4,75.0,35,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Getafe,Iglesias,ESP,DF,23.0,8.0,178,342,52.0,4261,2287,57,73,78.1,63,110,57.3,55,140,39.3,1,1.0,0.0,8,14,8,4,22
ESP-La Liga,2122,Getafe,Jaime Mata,ESP,FW,32.0,7.5,135,203,66.5,1889,376,77,107,72.0,41,58,70.7,7,14,50.0,0,0.4,-0.4,7,7,3,0,12
ESP-La Liga,2122,Getafe,Jakub Jankto,CZE,"DF,MF",25.0,6.5,158,236,66.9,2889,1076,55,74,74.3,84,103,81.6,15,48,31.3,2,1.0,1.0,4,13,5,1,22
ESP-La Liga,2122,Getafe,Jonathan Silva,ARG,"DF,MF",27.0,2.5,65,97,67.0,1107,536,30,37,81.1,27,34,79.4,6,16,37.5,0,0.1,-0.1,2,6,3,2,8
ESP-La Liga,2122,Getafe,Jorge Cuenca,ESP,DF,21.0,29.8,747,1070,69.8,16527,6548,211,271,77.9,387,470,82.3,139,303,45.9,0,0.1,-0.1,2,49,1,0,58
ESP-La Liga,2122,Getafe,José Juan Macías,MEX,"FW,MF",21.0,2.2,30,45,66.7,427,60,18,25,72.0,11,14,78.6,1,4,25.0,0,0.0,0.0,0,3,0,0,2
ESP-La Liga,2122,Getafe,Marc Cucurella,ESP,"FW,DF",23.0,0.3,15,21,71.4,203,35,10,11,90.9,4,5,80.0,0,3,0.0,0,0.1,-0.1,1,0,0,0,0
ESP-La Liga,2122,Getafe,Mathías Olivera,URU,DF,23.0,31.1,1049,1445,72.6,17096,7285,571,678,84.2,371,524,70.8,81,169,47.9,3,2.8,0.2,31,64,21,8,110
ESP-La Liga,2122,Getafe,Mauro Arambarri,URU,MF,25.0,29.6,947,1262,75.0,21303,5331,348,411,84.7,339,410,82.7,241,388,62.1,5,1.9,3.1,40,85,13,5,65
ESP-La Liga,2122,Getafe,Nemanja Maksimović,SRB,MF,26.0,32.6,689,880,78.3,10920,2246,359,421,85.3,247,305,81.0,53,102,52.0,2,0.7,1.3,20,48,7,2,41
ESP-La Liga,2122,Getafe,Okay Yokuşlu,TUR,"DF,MF",27.0,5.2,148,188,78.7,3147,965,46,54,85.2,72,83,86.7,27,46,58.7,0,0.0,0.0,0,11,2,0,12
ESP-La Liga,2122,Getafe,Opponent Total,,,27.8,38.0,16901,21103,80.1,342564,105454,6468,7359,87.9,7348,8417,87.3,2811,4570,61.5,30,26.5,3.5,291,1092,292,89,1209
ESP-La Liga,2122,Getafe,Sandro Ramírez,ESP,FW,26.0,16.2,287,394,72.8,4377,710,161,194,83.0,86,120,71.7,24,43,55.8,0,0.8,-0.8,15,17,5,1,10
ESP-La Liga,2122,Getafe,Squad Total,,,26.6,38.0,10436,14531,71.8,218231,84822,4186,5006,83.6,4061,5084,79.9,1953,3799,51.4,26,19.7,6.3,282,759,173,63,834
ESP-La Liga,2122,Getafe,Stefan Mitrović,SRB,DF,31.0,29.6,712,907,78.5,16747,5221,174,200,87.0,366,422,86.7,163,267,61.0,0,0.0,0.0,2,18,1,0,25
ESP-La Liga,2122,Getafe,Vitolo,ESP,"MF,FW",31.0,2.5,96,119,80.7,1336,280,55,64,85.9,37,42,88.1,1,5,20.0,0,0.1,-0.1,4,8,4,0,8
ESP-La Liga,2122,Getafe,Óscar Rodríguez Arnaiz,ESP,"MF,FW",23.0,10.5,321,424,75.7,6018,1759,153,185,82.7,112,133,84.2,51,92,55.4,1,1.5,-0.5,13,28,7,1,22
ESP-La Liga,2122,Granada,Aarón Escandell,ESP,GK,25.0,3.2,72,125,57.6,2924,2207,13,13,100.0,14,16,87.5,44,95,46.3,0,0.0,0.0,0,3,0,0,0
ESP-La Liga,2122,Granada,Adrián Butzke,ESP,FW,22.0,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Granada,Alberto Soro,ESP,"MF,FW",22.0,6.4,128,182,70.3,2028,593,68,85,80.0,47,64,73.4,9,20,45.0,0,0.6,-0.6,7,10,5,0,13
ESP-La Liga,2122,Granada,Antonio Puertas,ESP,"MF,FW",29.0,25.1,488,690,70.7,7819,2116,265,330,80.3,164,222,73.9,46,81,56.8,1,0.9,0.1,19,31,21,8,48
ESP-La Liga,2122,Granada,Barcia,ESP,DF,20.0,0.8,8,22,36.4,180,2,2,3,66.7,4,11,36.4,2,8,25.0,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Granada,Carlos Bacca,COL,FW,34.0,5.7,71,109,65.1,1137,273,34,45,75.6,25,41,61.0,7,12,58.3,1,0.5,0.5,5,7,4,0,9
ESP-La Liga,2122,Granada,Carlos Neva,ESP,DF,25.0,23.4,691,959,72.1,12619,5124,299,353,84.7,302,379,79.7,78,172,45.3,0,1.3,-1.3,12,35,18,13,44
ESP-La Liga,2122,Granada,Dani Raba,ESP,"MF,FW",25.0,0.3,4,5,80.0,60,18,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Granada,Darwin Machís,VEN,"MF,FW",28.0,15.3,292,437,66.8,5678,1812,132,155,85.2,96,142,67.6,56,106,52.8,2,2.6,-0.6,19,31,19,12,33
ESP-La Liga,2122,Granada,Dimitri Foulquier,FRA,DF,28.0,2.0,52,76,68.4,740,388,31,35,88.6,17,22,77.3,3,10,30.0,0,0.0,0.0,1,4,1,1,5
ESP-La Liga,2122,Granada,Domingos Duarte,POR,DF,26.0,18.7,548,702,78.1,12800,4801,135,159,84.9,286,334,85.6,122,197,61.9,0,0.0,0.0,1,36,0,0,40
ESP-La Liga,2122,Granada,Germán Sánchez,ESP,DF,34.0,25.5,785,1024,76.7,17557,6189,222,248,89.5,380,435,87.4,167,314,53.2,1,0.2,0.8,4,36,1,0,39
ESP-La Liga,2122,Granada,Isma Ruiz,ESP,MF,20.0,3.1,104,122,85.2,2033,273,35,40,87.5,51,57,89.5,15,20,75.0,0,0.1,-0.1,2,7,0,0,2
ESP-La Liga,2122,Granada,Jorge Molina,ESP,FW,39.0,21.8,344,532,64.7,5094,1358,203,284,71.5,110,169,65.1,21,40,52.5,5,3.1,1.9,28,33,10,1,45
ESP-La Liga,2122,Granada,Luis Abram,PER,DF,25.0,6.2,194,220,88.2,4320,1153,42,46,91.3,115,124,92.7,36,48,75.0,0,0.0,0.0,0,8,0,0,9
ESP-La Liga,2122,Granada,Luis Javier Suárez,COL,FW,23.0,31.6,448,677,66.2,7412,1445,237,311,76.2,161,237,67.9,39,87,44.8,4,2.5,1.5,26,26,24,9,45
ESP-La Liga,2122,Granada,Luis Milla,ESP,MF,26.0,30.8,1149,1447,79.4,23378,7769,464,519,89.4,447,504,88.7,208,366,56.8,3,4.1,-1.1,42,146,22,11,145
ESP-La Liga,2122,Granada,Luís Maximiano,POR,GK,22.0,34.8,647,1173,55.2,24256,17362,76,76,100.0,237,239,99.2,331,855,38.7,0,0.0,0.0,0,31,1,0,0
ESP-La Liga,2122,Granada,Matias Arezo,URU,FW,18.0,1.8,23,39,59.0,316,138,15,23,65.2,6,10,60.0,1,2,50.0,0,0.3,-0.3,4,4,1,0,3
ESP-La Liga,2122,Granada,Maxime Gonalons,FRA,MF,32.0,17.2,544,648,84.0,10977,3147,194,222,87.4,256,281,91.1,84,118,71.2,2,0.8,1.2,11,50,2,0,65
ESP-La Liga,2122,Granada,Monchu,ESP,MF,21.0,7.4,284,344,82.6,5455,1187,118,132,89.4,106,127,83.5,49,69,71.0,0,0.2,-0.2,2,29,5,2,29
ESP-La Liga,2122,Granada,Myrto Uzuni,ALB,"MF,FW",26.0,9.5,147,214,68.7,2218,662,85,107,79.4,43,64,67.2,12,24,50.0,1,1.0,0.0,7,5,2,1,11
ESP-La Liga,2122,Granada,Njegoš Petrović,SRB,MF,22.0,10.2,273,346,78.9,4552,1279,135,163,82.8,94,119,79.0,32,44,72.7,1,0.2,0.8,3,22,4,0,25
ESP-La Liga,2122,Granada,Opponent Total,,,27.6,38.0,14813,18811,78.7,295072,101641,5986,6840,87.5,6177,7234,85.4,2368,3977,59.5,46,42.0,4.0,411,1142,359,110,1257
ESP-La Liga,2122,Granada,Quini,ESP,DF,31.0,25.6,678,960,70.6,12161,5101,313,371,84.4,277,364,76.1,74,175,42.3,1,1.3,-0.3,18,36,13,8,47
ESP-La Liga,2122,Granada,Raúl Torrente,ESP,DF,19.0,14.2,445,603,73.8,10422,3656,115,134,85.8,224,262,85.5,105,195,53.8,0,0.8,-0.8,4,26,1,0,26
ESP-La Liga,2122,Granada,Rubén Rochina,ESP,"MF,FW",30.0,8.3,259,379,68.3,5358,1506,121,140,86.4,82,115,71.3,49,103,47.6,3,0.7,2.3,12,31,8,3,33
ESP-La Liga,2122,Granada,Santiago Arias,COL,DF,29.0,4.9,164,223,73.5,2943,1285,63,77,81.8,80,106,75.5,18,33,54.5,0,0.4,-0.4,5,10,4,3,14
ESP-La Liga,2122,Granada,Sergio Escudero,ESP,"DF,MF",31.0,15.9,524,721,72.7,10338,4511,213,248,85.9,228,289,78.9,73,157,46.5,1,1.1,-0.1,10,35,13,4,46
ESP-La Liga,2122,Granada,Squad Total,,,28.1,38.0,10770,14840,72.6,223774,84883,4137,4901,84.4,4474,5466,81.9,1930,3824,50.5,28,25.8,2.2,285,826,204,82,916
ESP-La Liga,2122,Granada,Víctor Díaz,ESP,DF,33.0,16.7,526,693,75.9,11405,4529,165,178,92.7,250,293,85.3,104,202,51.5,0,0.2,-0.2,4,43,5,2,45
ESP-La Liga,2122,Granada,Yan Brice Eteki,CMR,MF,23.0,3.8,99,130,76.2,1733,389,41,48,85.4,47,55,85.5,5,15,33.3,0,0.0,0.0,1,8,0,0,14
ESP-La Liga,2122,Granada,Álex Collado,ESP,"MF,FW",22.0,11.3,280,374,74.9,4859,1152,140,163,85.9,101,124,81.5,33,66,50.0,1,1.2,-0.2,15,27,9,2,24
ESP-La Liga,2122,Granada,Ángel Montoro,ESP,MF,33.0,14.8,499,663,75.3,11002,3458,159,190,83.7,222,259,85.7,107,190,56.3,1,1.6,-0.6,23,56,11,2,57
ESP-La Liga,2122,Levante,Aitor Fernández,ESP,GK,30.0,13.0,267,381,70.1,8055,5471,40,40,100.0,113,116,97.4,105,216,48.6,0,0.0,0.0,0,2,1,0,1
ESP-La Liga,2122,Levante,Alejandro Primo,ESP,GK,17.0,1.0,21,26,80.8,501,283,8,8,100.0,6,6,100.0,6,11,54.5,0,0.0,0.0,0,1,0,0,0
ESP-La Liga,2122,Levante,Carlos Clerc,ESP,DF,29.0,16.8,673,873,77.1,11411,4542,328,364,90.1,276,332,83.1,53,132,40.2,0,0.8,-0.8,11,51,14,3,70
ESP-La Liga,2122,Levante,Coke,ESP,DF,34.0,1.3,56,67,83.6,1076,637,22,24,91.7,28,32,87.5,6,8,75.0,0,0.1,-0.1,2,4,1,0,8
ESP-La Liga,2122,Levante,Cárdenas,ESP,GK,24.0,24.0,488,719,67.9,13822,8433,109,110,99.1,190,192,99.0,172,399,43.1,0,0.0,0.0,1,13,0,0,0
ESP-La Liga,2122,Levante,Dani Gómez,ESP,FW,23.0,11.8,165,207,79.7,2208,452,111,127,87.4,35,43,81.4,10,18,55.6,2,2.2,-0.2,11,13,4,1,12
ESP-La Liga,2122,Levante,Enis Bardhi,MKD,"MF,FW",26.0,18.9,531,750,70.8,9680,2927,253,291,86.9,179,239,74.9,76,161,47.2,3,3.3,-0.3,39,48,20,3,58
ESP-La Liga,2122,Levante,Enric Franquesa,ESP,DF,24.0,6.9,210,274,76.6,3414,1122,102,115,88.7,94,121,77.7,12,23,52.2,0,0.1,-0.1,3,13,6,2,14
ESP-La Liga,2122,Levante,Gonzalo Melero,ESP,MF,27.0,18.8,669,786,85.1,11405,2262,324,369,87.8,263,295,89.2,64,84,76.2,2,0.9,1.1,14,52,6,0,60
ESP-La Liga,2122,Levante,Jorge Miramón,ESP,DF,32.0,22.0,793,1037,76.5,14488,6079,359,410,87.6,328,410,80.0,94,177,53.1,0,0.7,-0.7,14,59,23,8,84
ESP-La Liga,2122,Levante,Jorge de Frutos,ESP,"MF,FW",24.0,19.6,345,509,67.8,6028,2272,182,215,84.7,109,159,68.6,43,87,49.4,7,3.3,3.7,23,25,27,11,52
ESP-La Liga,2122,Levante,José Campaña,ESP,MF,28.0,15.8,714,882,81.0,13021,4688,319,351,90.9,299,350,85.4,84,157,53.5,2,1.4,0.6,24,78,16,3,95
ESP-La Liga,2122,Levante,José Luis García Vayá,ESP,MF,22.0,22.4,1002,1248,80.3,19440,5474,440,506,87.0,390,444,87.8,155,258,60.1,0,2.0,-2.0,25,104,15,3,94
ESP-La Liga,2122,Levante,José Luis Morales,ESP,"FW,MF",34.0,30.2,518,780,66.4,9246,3024,251,313,80.2,182,259,70.3,67,139,48.2,7,6.9,0.1,40,47,32,12,69
ESP-La Liga,2122,Levante,Marcelo Saracchi,URU,DF,23.0,2.1,85,109,78.0,1686,639,42,50,84.0,27,35,77.1,16,19,84.2,1,0.3,0.7,6,4,5,2,8
ESP-La Liga,2122,Levante,Martín Cáceres,URU,DF,34.0,7.4,298,363,82.1,6308,2026,108,112,96.4,145,170,85.3,44,74,59.5,0,0.1,-0.1,3,25,6,2,21
ESP-La Liga,2122,Levante,Mickael Malsa,MTQ,MF,25.0,12.7,430,534,80.5,8238,2375,181,202,89.6,187,212,88.2,55,99,55.6,2,0.9,1.1,8,42,4,0,60
ESP-La Liga,2122,Levante,Nemanja Radoja,SRB,MF,28.0,13.5,403,480,84.0,7137,1689,187,204,91.7,173,192,90.1,39,60,65.0,0,0.6,-0.6,6,33,4,2,23
ESP-La Liga,2122,Levante,Nikola Vukčević,MNE,MF,29.0,1.3,61,72,84.7,1069,248,24,26,92.3,29,32,90.6,6,8,75.0,0,0.0,0.0,2,5,1,0,6
ESP-La Liga,2122,Levante,Omar Faraj,SWE,FW,19.0,0.0,0,2,0.0,0,0,0,2,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Levante,Opponent Total,,,27.4,38.0,14834,18570,79.9,291058,97606,6158,6914,89.1,6159,7143,86.2,2244,3864,58.1,59,41.2,17.8,385,1060,321,91,1217
ESP-La Liga,2122,Levante,Pablo Martínez,ESP,MF,23.0,7.3,181,260,69.6,3330,1090,82,96,85.4,71,92,77.2,22,53,41.5,1,1.3,-0.3,6,16,5,1,25
ESP-La Liga,2122,Levante,Pubill,ESP,DF,18.0,5.7,216,274,78.8,3800,1036,103,116,88.8,85,103,82.5,25,43,58.1,1,0.2,0.8,6,9,6,3,15
ESP-La Liga,2122,Levante,Rober,ESP,DF,26.0,22.3,846,1042,81.2,17543,7409,288,311,92.6,402,448,89.7,150,264,56.8,0,0.4,-0.4,5,56,3,1,69
ESP-La Liga,2122,Levante,Roberto Soldado,ESP,FW,36.0,7.4,100,147,68.0,1468,265,54,73,74.0,32,45,71.1,6,11,54.5,2,0.9,1.1,9,9,4,1,9
ESP-La Liga,2122,Levante,Roger Martí,ESP,FW,30.0,23.5,316,459,68.8,4741,1053,193,247,78.1,86,125,68.8,23,47,48.9,3,1.7,1.3,20,21,14,0,41
ESP-La Liga,2122,Levante,Rúben Vezo,POR,DF,27.0,26.9,1055,1263,83.5,24398,8183,237,282,84.0,583,626,93.1,226,331,68.3,0,0.2,-0.2,4,74,3,0,82
ESP-La Liga,2122,Levante,Sergio Postigo,ESP,DF,32.0,9.4,295,356,82.9,6258,2203,88,94,93.6,166,178,93.3,41,81,50.6,0,0.2,-0.2,2,11,0,0,15
ESP-La Liga,2122,Levante,Shkodran Mustafi,GER,DF,29.0,7.3,281,358,78.5,7260,2201,41,50,82.0,154,180,85.6,85,123,69.1,0,0.0,0.0,0,19,0,0,19
ESP-La Liga,2122,Levante,Son,ESP,DF,27.0,21.9,793,1059,74.9,15173,5415,360,411,87.6,296,372,79.6,124,233,53.2,0,1.6,-1.6,16,46,30,6,88
ESP-La Liga,2122,Levante,Squad Total,,,28.0,38.0,12715,16411,77.5,252303,90463,5091,5809,87.6,5367,6317,85.0,2002,3582,55.9,34,31.0,3.0,305,912,256,67,1146
ESP-La Liga,2122,Levante,Álex Cantero,ESP,"FW,MF",21.0,6.8,93,133,69.9,1480,448,50,67,74.6,34,44,77.3,5,10,50.0,1,0.6,0.4,3,5,6,3,14
ESP-La Liga,2122,Levante,Óscar Duarte,CRC,DF,32.0,19.7,810,961,84.3,18619,6517,205,223,91.9,405,465,87.1,188,256,73.4,0,0.3,-0.3,2,27,0,0,34
ESP-La Liga,2122,Mallorca,Abdón Prats,ESP,FW,28.0,7.1,103,156,66.0,1470,317,62,84,73.8,26,38,68.4,7,13,53.8,0,0.4,-0.4,7,11,3,0,13
ESP-La Liga,2122,Mallorca,Aleix Febas,ESP,MF,25.0,1.3,50,56,89.3,948,194,21,25,84.0,17,18,94.4,9,9,100.0,0,0.1,-0.1,1,6,1,0,5
ESP-La Liga,2122,Mallorca,Aleksandar Sedlar,SRB,"DF,MF",29.0,4.5,138,170,81.2,3024,1070,34,40,85.0,75,86,87.2,27,38,71.1,0,0.0,0.0,2,6,0,0,10
ESP-La Liga,2122,Mallorca,Amath,SEN,"FW,MF",25.0,9.8,166,211,78.7,2387,600,98,114,86.0,42,59,71.2,13,15,86.7,1,0.4,0.6,6,11,5,1,14
ESP-La Liga,2122,Mallorca,Antonio Raillo,ESP,DF,29.0,17.0,532,615,86.5,11170,3785,161,173,93.1,276,298,92.6,87,130,66.9,0,0.0,0.0,0,34,0,0,31
ESP-La Liga,2122,Mallorca,Antonio Sánchez,ESP,"MF,FW",24.0,18.0,533,688,77.5,9275,2527,262,299,87.6,191,231,82.7,63,114,55.3,0,0.3,-0.3,9,47,10,2,50
ESP-La Liga,2122,Mallorca,Brian Oliván,ESP,DF,27.0,24.3,662,1005,65.9,12867,5902,267,302,88.4,299,392,76.3,87,272,32.0,0,2.2,-2.2,19,42,12,7,63
ESP-La Liga,2122,Mallorca,Clément Grenier,FRA,MF,30.0,0.7,30,40,75.0,533,67,12,13,92.3,16,20,80.0,2,4,50.0,0,0.0,0.0,1,4,0,0,0
ESP-La Liga,2122,Mallorca,Dani Rodríguez,ESP,"MF,FW",33.0,31.5,741,975,76.0,12195,3645,392,460,85.2,236,291,81.1,77,142,54.2,3,3.0,0.0,42,60,23,1,71
ESP-La Liga,2122,Mallorca,Dominik Greif,SVK,GK,24.0,1.0,20,31,64.5,489,206,8,8,100.0,5,5,100.0,7,18,38.9,0,0.0,0.0,0,0,0,0,0
ESP-La Liga,2122,Mallorca,Fernando Niño,ESP,FW,20.0,9.8,146,209,69.9,2005,293,93,123,75.6,34,55,61.8,10,14,71.4,0,0.3,-0.3,9,9,2,0,6
ESP-La Liga,2122,Mallorca,Franco Russo,ARG,DF,26.0,16.3,497,653,76.1,11561,4490,131,160,81.9,236,286,82.5,122,190,64.2,0,0.0,0.0,0,25,1,0,38
ESP-La Liga,2122,Mallorca,Giovanni González,URU,DF,26.0,4.1,152,204,74.5,2612,1071,72,85,84.7,72,92,78.3,8,25,32.0,0,0.8,-0.8,6,12,4,1,15
ESP-La Liga,2122,Mallorca,Iddrisu Baba,GHA,MF,25.0,21.5,623,775,80.4,12803,3801,213,254,83.9,280,324,86.4,117,162,72.2,0,0.3,-0.3,8,59,9,1,67
