,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Starts,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
421,Jon Morcillo,es  ESP,"FW,MF",Athletic Club,24-158,1998,9,63,7,3.2,0.7,0,,0,9,7,9,2.44,1,1,0,0.00,-0.38,1.0,0.7,+0.3,+0.36,-0.10
422,Álex Moreno,es  ESP,DF,Betis,29-257,1993,15,1350,90,68.2,15.0,15,90,15,0,,1,1.80,19,13,+6,+0.40,+0.40,18.9,17.7,+1.2,+0.08,-0.23
423,Gerard Moreno,es  ESP,FW,Villarreal,30-319,1992,12,919,77,46.4,10.2,11,82,7,1,14,1,1.92,12,7,+5,+0.49,+0.74,16.1,13.9,+2.2,+0.21,+0.29
424,Marco Moreno,es  ESP,DF,Atlético Madrid,22-000,2001,0,,,,,0,,0,0,,8,,,,,,,,,,,
425,Tete Morente,es  ESP,MF,Elche,26-078,1996,16,835,52,42.2,9.3,9,79,3,7,18,4,0.31,5,18,-13,-1.40,-0.06,7.1,18.4,-11.3,-1.22,-0.05
426,Ilaix Moriba,gn  GUI,MF,Valencia,20-032,2003,13,570,44,30.2,6.3,6,72,1,7,20,1,1.00,6,8,-2,-0.32,-0.45,8.0,7.6,+0.4,+0.07,-0.02
427,Loren Morón,es  ESP,FW,Betis,29-052,1993,2,15,8,0.8,0.2,0,,0,2,8,15,3.00,0,0,0,0.00,-0.27,0.3,0.0,+0.3,+1.76,+1.61
428,Morro,es  ESP,GK,Rayo Vallecano,22-162,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,
429,Cristhian Mosquera,co  COL,DF,Valencia,18-238,2004,3,145,48,7.7,1.6,1,90,1,2,28,16,2.00,0,2,-2,-1.24,-1.34,1.7,1.6,+0.1,+0.05,-0.03
430,Abdul Mumin,gh  GHA,DF,Rayo Vallecano,24-259,1998,4,193,48,9.7,2.1,2,90,2,2,7,14,1.25,4,3,+1,+0.47,+0.26,2.9,3.4,-0.4,-0.21,-0.22
431,Iker Muniain,es  ESP,"MF,FW",Athletic Club,30-063,1992,19,1174,62,59.3,13.0,14,76,3,5,23,1,1.53,24,9,+15,+1.15,+1.93,19.5,10.5,+9.0,+0.69,+0.56
432,Aihen Muñoz,es  ESP,DF,Real Sociedad,25-188,1997,11,756,69,38.2,8.4,9,78,7,2,27,6,1.82,12,12,0,0.00,-0.74,11.6,8.3,+3.3,+0.39,-0.11
433,Álvaro Muñoz,uy  URU,FW,Real Madrid,18-221,2004,1,3,3,0.2,0.0,0,,0,1,3,1,3.00,1,0,+1,+30.00,+28.73,0.3,0.0,+0.3,+9.71,+8.50
434,Curro Muñoz,es  ESP,MF,Cádiz,20-044,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
435,Iker Muñoz,es  ESP,MF,Osasuna,20-107,2002,1,21,21,1.1,0.2,0,,0,1,21,1,1.00,0,0,0,0.00,+0.09,0.4,0.1,+0.3,+1.47,+1.43
436,Pablo Muñoz,es  ESP,MF,Rayo Vallecano,19-169,2003,2,12,6,0.6,0.1,0,,0,2,6,6,2.00,1,0,+1,+7.50,+7.32,0.8,0.3,+0.5,+3.63,+3.66
437,Vedat Muriqi,xk  KVX,FW,Mallorca,28-302,1994,20,1734,87,87.6,19.3,20,87,10,0,,0,1.55,19,18,+1,+0.05,+1.15,16.8,21.7,-4.9,-0.26,+0.14
438,Yunus Musah,us  USA,MF,Valencia,20-083,2002,18,1391,77,73.6,15.5,17,80,8,1,29,0,0.89,18,20,-2,-0.13,-0.49,20.3,19.1,+1.2,+0.08,-0.02
439,Nacho,es  ESP,DF,Real Madrid,33-033,1990,13,672,52,33.9,7.5,7,88,6,6,10,8,2.38,14,2,+12,+1.61,+0.44,15.6,4.3,+11.3,+1.52,+0.45
440,Juanjo Narváez,co  COL,"MF,FW",Valladolid,28-008,1995,5,148,30,7.5,1.6,1,61,0,4,22,10,0.80,1,4,-3,-1.82,-1.28,1.4,2.7,-1.3,-0.77,-0.10
441,Matija Nastasić,rs  SRB,DF,Mallorca,29-329,1993,9,576,64,29.1,6.4,6,88,5,3,17,8,1.67,6,8,-2,-0.31,-0.31,3.9,9.2,-5.4,-0.84,-0.80
442,Juan Navarro,es  ESP,GK,Elche,24-183,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
443,Roberto Navarro,es  ESP,"MF,FW",Real Sociedad,20-314,2002,16,342,21,17.3,3.8,1,61,0,15,19,6,2.00,0,6,-6,-1.58,-2.46,5.3,5.0,+0.3,+0.07,-0.47
444,Jesús Navas,es  ESP,"DF,FW",Sevilla,37-091,1985,18,1116,62,56.4,12.4,12,74,6,6,38,3,1.28,15,14,+1,+0.08,+0.81,13.2,18.0,-4.8,-0.39,+0.13
445,Álvaro Negredo,es  ESP,FW,Cádiz,37-184,1985,14,556,40,28.1,6.2,7,65,1,7,14,5,0.79,6,12,-6,-0.97,-0.21,6.8,12.7,-5.9,-0.95,-0.28
446,Tanguy Nianzou,fr  FRA,DF,Sevilla,20-258,2002,14,1000,71,50.5,11.1,12,78,8,2,35,3,1.21,10,15,-5,-0.45,-0.36,11.0,16.4,-5.4,-0.48,-0.07
447,Saúl Ñíguez,es  ESP,"MF,DF",Atlético Madrid,28-091,1994,18,542,30,27.4,6.0,6,64,1,12,13,3,2.22,12,7,+5,+0.83,+0.27,7.6,8.0,-0.3,-0.05,-0.64
448,Fernando Niño,es  ESP,"MF,FW",Villarreal,22-119,2000,3,22,7,1.1,0.2,0,,0,3,7,2,0.00,0,0,0,0.00,-0.09,0.3,0.1,+0.2,+0.81,+0.77
449,Diego Noguerol,es  ESP,"FW,DF",Valencia,20-283,2002,1,10,10,0.5,0.1,0,,0,1,10,0,0.00,0,0,0,0.00,0.00,0.0,0.4,-0.4,-3.94,-4.04
450,Peru Nolaskoain,es  ESP,"DF,MF",Athletic Club,24-118,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,
451,Unai Núñez,es  ESP,DF,Celta Vigo,26-021,1997,20,1800,90,90.9,20.0,20,90,20,0,,1,1.20,22,29,-7,-0.35,+1.65,21.8,22.8,-1.0,-0.05,-0.64
452,Jan Oblak,si  SVN,GK,Atlético Madrid,30-044,1993,20,1772,89,89.5,19.7,20,89,18,0,,0,1.85,26,15,+11,+0.56,-0.74,29.8,18.6,+11.3,+0.57,+1.55
453,Brian Ocampo,uy  URU,"MF,FW",Cádiz,23-240,1999,18,1119,62,56.5,12.4,15,69,2,3,26,1,1.17,10,17,-7,-0.56,+0.59,10.2,19.2,-9.0,-0.72,+0.06
454,Lucas Ocampos,ar  ARG,"FW,MF",Sevilla,28-224,1994,8,358,45,18.1,4.0,3,81,1,5,23,0,1.38,7,6,+1,+0.25,+0.64,6.3,4.9,+1.4,+0.35,+0.97
455,Álvaro Odriozola,es  ESP,DF,Real Madrid,27-068,1995,1,23,23,1.2,0.3,0,,0,1,23,16,3.00,1,0,+1,+3.91,+2.63,0.8,0.1,+0.7,+2.72,+1.51
456,Olasagasti,es  ESP,"MF,DF",Real Sociedad,22-188,2000,3,65,22,3.3,0.7,0,,0,3,22,2,1.33,0,0,0,0.00,-0.47,0.8,1.0,-0.2,-0.31,-0.80
457,Lucas Olaza,uy  URU,DF,Valladolid,28-214,1994,14,1049,75,53.0,11.7,11,86,9,3,34,7,1.00,9,19,-10,-0.86,-0.47,10.4,19.3,-8.9,-0.76,-0.17
458,Brian Oliván,es  ESP,DF,Espanyol,28-325,1994,21,1817,87,91.8,20.2,21,87,15,0,,0,1.00,23,30,-7,-0.35,-0.90,23.8,25.9,-2.2,-0.11,0.00
459,Lucas Oliveira Rosa,br  BRA,DF,Valladolid,22-323,2000,10,577,58,29.1,6.4,7,77,5,3,12,6,1.50,7,6,+1,+0.16,+1.12,6.4,9.2,-2.7,-0.43,+0.36
460,Aimar Oroz,es  ESP,"MF,FW",Osasuna,21-085,2001,17,994,58,50.2,11.0,11,77,2,6,25,1,1.47,13,11,+2,+0.18,+0.55,15.5,10.5,+5.0,+0.45,+0.81
461,Pedro Ortiz,es  ESP,MF,Sevilla,22-185,2000,1,1,1,0.1,0.0,0,,0,1,1,1,1.00,0,0,0,0.00,+0.27,0.0,0.0,0.0,0.00,+0.45
462,Mikel Oyarzabal,es  ESP,FW,Real Sociedad,25-305,1997,8,334,42,16.9,3.7,3,71,1,5,24,0,2.13,5,2,+3,+0.81,+0.43,5.3,3.6,+1.7,+0.46,+0.01
463,Cenk Özkacar,tr  TUR,DF,Valencia,22-137,2000,6,509,85,26.9,5.7,4,90,4,2,75,13,0.83,6,6,0,0.00,0.00,8.1,7.8,+0.3,+0.05,-0.05
464,Jon Pacheco,es  ESP,DF,Real Sociedad,22-043,2001,9,678,75,34.2,7.5,7,90,7,2,24,8,2.11,12,9,+3,+0.40,-0.09,10.7,6.6,+4.1,+0.54,+0.13
465,Gonçalo Paciência,pt  POR,"FW,MF",Celta Vigo,28-203,1994,13,401,31,20.3,4.5,4,62,0,9,17,5,0.92,5,5,0,0.00,+0.63,5.7,5.0,+0.7,+0.16,+0.18
466,Helibelton Palacios,co  COL,DF,Elche,29-254,1993,16,1255,78,63.4,13.9,15,81,10,1,45,2,0.50,9,29,-20,-1.43,-0.19,11.9,28.8,-16.9,-1.21,-0.04
467,Isaac Palazón Camacho,es  ESP,"FW,MF",Rayo Vallecano,28-055,1994,21,1678,80,84.7,18.6,20,82,6,1,45,0,1.62,26,20,+6,+0.32,+0.62,21.2,21.6,-0.4,-0.02,-0.11
468,Aitor Paredes,es  ESP,DF,Athletic Club,22-297,2000,7,147,21,7.4,1.6,1,90,1,6,10,15,1.71,2,2,0,0.00,-0.39,2.3,1.6,+0.7,+0.45,-0.02
469,Daniel Parejo,es  ESP,MF,Villarreal,33-310,1989,22,1935,88,97.7,21.5,22,88,18,0,,0,1.41,24,22,+2,+0.09,+0.09,29.1,28.3,+0.8,+0.04,-0.91
470,Moises Parra Gutierrez,es  ESP,FW,Getafe,20-241,2002,1,10,10,0.5,0.1,0,,0,1,10,2,0.00,0,0,0,0.00,+0.48,0.1,0.3,-0.3,-2.28,-1.88
471,Raúl Parra,es  ESP,"DF,MF",Cádiz,23-086,1999,2,33,17,1.7,0.4,0,,0,2,17,5,3.00,0,0,0,0.00,+0.83,0.1,0.2,-0.1,-0.23,+0.52
472,Javier Pastore,ar  ARG,MF,Elche,33-245,1989,1,5,5,0.3,0.1,0,,0,1,5,6,1.00,0,0,0,0.00,+1.37,0.0,0.1,-0.1,-1.44,-0.25
473,Gabriel Paulista,br  BRA,DF,Valencia,32-086,1990,12,740,62,39.2,8.2,9,79,6,3,9,5,0.92,9,16,-7,-0.85,-1.40,10.5,12.3,-1.8,-0.22,-0.50
474,Alfonso Pedraza,es  ESP,DF,Villarreal,26-317,1996,12,836,70,42.2,9.3,10,81,7,2,16,1,1.75,13,3,+10,+1.08,+1.71,14.9,9.7,+5.2,+0.56,+0.87
475,Pedri,es  ESP,MF,Barcelona,20-087,2002,21,1629,78,82.3,18.1,18,84,11,3,41,0,2.67,39,6,+33,+1.82,+0.54,38.0,13.3,+24.7,+1.36,+0.65
476,Iñaki Peña,es  ESP,GK,Barcelona,23-355,1999,0,,,,,0,,0,0,,22,,,,,,,,,,,
477,Rubén Peña,es  ESP,"DF,MF",Osasuna,31-217,1991,11,653,59,33.0,7.3,7,77,2,4,29,0,1.27,8,9,-1,-0.14,-0.07,9.0,8.8,+0.1,+0.02,-0.05
478,Alberto Perea,es  ESP,MF,Cádiz,32-063,1990,1,45,45,2.3,0.5,1,45,0,0,,0,0.00,0,1,-1,-2.00,-1.21,0.2,0.4,-0.2,-0.36,+0.40
479,Ayoze Pérez,es  ESP,FW,Betis,29-206,1993,3,121,40,6.1,1.3,1,80,0,2,21,0,2.00,4,1,+3,+2.23,+2.09,4.7,2.0,+2.6,+1.97,+1.93
480,Carles Pérez,es  ESP,"MF,FW",Celta Vigo,25-004,1998,21,1030,49,52.0,11.4,11,70,2,10,26,1,1.00,11,15,-4,-0.35,+0.31,12.2,14.4,-2.2,-0.19,-0.42
481,Charlie Perez,es  ESP,GK,Valencia,20-258,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
482,Francisco Perez,es  ESP,"FW,DF",Valencia,20-164,2002,4,41,10,2.2,0.5,0,,0,4,10,14,0.25,0,0,0,0.00,0.00,0.5,1.0,-0.5,-1.19,-1.30
483,Juan Pérez,es  ESP,GK,Osasuna,26-220,1996,0,,,,,0,,0,0,,17,,,,,,,,,,,
484,Kike Pérez,es  ESP,MF,Valladolid,26-006,1997,21,1487,71,75.1,16.5,17,80,8,4,31,1,1.00,9,27,-18,-1.09,-1.82,14.2,27.2,-13.0,-0.78,-0.41
485,Lucas Pérez,es  ESP,FW,Cádiz,34-163,1988,14,628,45,31.7,7.0,5,80,2,9,25,1,0.79,7,14,-7,-1.00,-0.27,6.5,14.9,-8.5,-1.21,-0.68
486,Luis Pérez,es  ESP,DF,Valladolid,28-016,1995,11,793,72,40.1,8.8,9,80,7,2,39,2,1.00,5,16,-11,-1.25,-1.02,8.4,16.1,-7.6,-0.86,-0.31
487,Germán Pezzella,ar  ARG,DF,Betis,31-238,1991,18,1431,80,72.3,15.9,16,83,12,2,48,1,1.67,23,17,+6,+0.38,+0.38,24.2,20.8,+3.3,+0.21,+0.20
488,Ronaël Pierre-Gabriel,fr  FRA,DF,Espanyol,24-252,1998,2,71,36,3.6,0.8,1,44,0,1,27,1,2.00,1,1,0,0.00,+0.28,0.8,0.9,-0.1,-0.13,-0.02
489,Diego Piñeiro,es  ESP,GK,Real Madrid,19-007,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
490,Yeremi Pino,es  ESP,"MF,FW",Villarreal,20-123,2002,21,1271,61,64.2,14.1,16,71,3,5,27,1,1.43,14,17,-3,-0.21,-0.85,18.4,18.7,-0.3,-0.02,-0.21
491,Gerard Piqué,es  ESP,DF,Barcelona,36-018,1987,6,384,64,19.4,4.3,4,89,3,2,15,7,3.00,9,1,+8,+1.87,+0.18,11.4,3.7,+7.8,+1.83,+0.72
492,Miralem Pjanić,ba  BIH,MF,Barcelona,32-324,1990,0,,,,,0,,0,0,,4,,,,,,,,,,,
493,Óscar Plano,es  ESP,"FW,MF",Valladolid,32-009,1991,22,1431,65,72.3,15.9,15,79,5,7,35,0,1.09,12,20,-8,-0.50,+0.48,16.2,23.3,-7.1,-0.45,+0.85
494,Gonzalo Plata,ec  ECU,"FW,MF",Valladolid,22-111,2000,18,1099,61,55.5,12.2,11,79,4,7,33,0,1.22,12,13,-1,-0.08,+1.25,13.8,19.3,-5.4,-0.45,+0.53
495,Ezequiel Ponce,ar  ARG,FW,Elche,25-328,1997,21,845,40,42.7,9.4,7,68,1,14,27,0,0.38,9,14,-5,-0.53,+1.45,10.6,21.6,-11.1,-1.18,+0.02
496,Francisco Portillo,es  ESP,"FW,MF",Almería,32-252,1990,15,364,24,18.4,4.0,2,65,0,13,18,7,0.73,4,7,-3,-0.74,-0.18,5.3,7.4,-2.1,-0.51,-0.08
497,Portu,es  ESP,"DF,MF",Getafe,30-275,1992,18,796,44,42.1,8.8,7,83,4,11,19,1,0.89,7,12,-5,-0.57,-0.15,6.8,13.0,-6.2,-0.70,-0.51
498,José Pozo,es  ESP,MF,Rayo Vallecano,26-342,1996,6,75,13,3.8,0.8,1,45,0,5,6,12,1.50,1,2,-1,-1.20,-1.48,0.7,2.0,-1.3,-1.60,-1.66
499,Alejandro Pozo Pozo,es  ESP,DF,Almería,23-363,1999,17,1026,60,51.8,11.4,11,80,8,6,24,1,1.24,14,15,-1,-0.09,+1.04,14.5,17.5,-3.1,-0.27,+0.36
500,Abdón Prats,es  ESP,"FW,MF",Mallorca,30-075,1992,15,186,12,9.4,2.1,1,56,0,14,9,7,1.53,2,4,-2,-0.97,-0.97,1.8,2.9,-1.1,-0.52,-0.27
501,Javi Puado,es  ESP,"FW,MF",Espanyol,24-271,1998,21,1306,62,66.0,14.5,14,75,2,7,37,0,1.10,17,19,-2,-0.14,+0.40,19.5,18.9,+0.6,+0.04,+0.44
502,Arnau Puigmal,es  ESP,"MF,DF",Almería,22-041,2001,12,322,27,16.3,3.6,1,80,0,11,22,10,0.50,3,6,-3,-0.84,-0.30,4.1,5.8,-1.7,-0.47,-0.03
503,Domingos Quina,pt  POR,MF,Elche,23-094,1999,10,275,28,13.9,3.1,2,73,1,8,16,3,0.30,2,8,-6,-1.96,-0.70,2.9,7.8,-4.9,-1.60,-0.47
504,Nacho Quintana,es  ESP,MF,Sevilla,21-362,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
505,Uroš Račić,rs  SRB,MF,Valencia,24-340,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,
506,Antonio Raillo,es  ESP,DF,Mallorca,31-135,1991,21,1890,90,95.5,21.0,21,90,21,0,,0,1.33,18,22,-4,-0.19,-2.19,18.7,24.6,-5.9,-0.28,-0.21
507,Predrag Rajković,rs  SRB,GK,Mallorca,27-112,1995,22,1980,90,100.0,22.0,22,90,22,0,,0,1.41,20,22,-2,-0.09,,19.1,25.1,-6.0,-0.27,
508,Ivan Rakitić,hr  CRO,MF,Sevilla,34-347,1988,17,945,56,47.7,10.5,11,75,6,6,21,3,1.24,11,13,-2,-0.19,+0.16,10.6,17.3,-6.7,-0.64,-0.36
509,Largie Ramazani,be  BEL,"FW,MF",Almería,21-358,2001,20,1084,54,54.7,12.0,12,75,2,8,23,2,0.95,10,21,-11,-0.91,-0.71,13.4,23.6,-10.1,-0.84,-0.88
510,Pablo Ramírez,es  ESP,DF,Getafe,19-339,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
511,Chris Ramos,es  ESP,"MF,FW",Cádiz,26-033,1997,2,38,19,1.9,0.4,0,,0,2,19,1,0.00,0,1,-1,-2.37,-1.58,1.2,0.6,+0.7,+1.63,+2.42
512,Dario Ramos,es  ESP,GK,Osasuna,23-124,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
513,Raphinha,br  BRA,FW,Barcelona,26-068,1996,21,1056,50,53.3,11.7,12,71,1,9,23,1,2.67,22,2,+20,+1.70,-0.05,25.4,9.2,+16.3,+1.39,+0.29
514,Sergio Reguilón,es  ESP,DF,Atlético Madrid,26-066,1996,4,87,22,4.4,1.0,0,,0,4,22,6,1.00,1,0,+1,+1.03,+0.42,3.0,1.4,+1.6,+1.62,+1.27
515,Pepe Reina,es  ESP,GK,Villarreal,40-173,1982,7,630,90,31.8,7.0,7,90,7,0,,11,1.43,9,11,-2,-0.29,-0.55,11.8,13.1,-1.2,-0.18,-0.34
516,Reinier,br  BRA,"MF,FW",Girona,21-032,2002,7,313,45,15.8,3.5,3,76,1,4,22,1,1.29,3,4,-1,-0.29,-0.34,3.8,4.6,-0.8,-0.23,-0.44
517,Karim Rekik,nl  NED,DF,Sevilla,28-080,1994,10,664,66,33.5,7.4,9,71,5,1,24,3,1.10,9,11,-2,-0.27,0.00,9.1,9.4,-0.3,-0.04,+0.62
518,Álex Remiro,es  ESP,GK,Real Sociedad,27-333,1995,22,1980,90,100.0,22.0,22,90,22,0,,0,1.95,32,22,+10,+0.45,,29.3,19.3,+10.1,+0.46,
519,Alejandro Revuelta Montero,es  ESP,DF,Getafe,22-310,2000,1,1,1,0.1,0.0,0,,0,1,1,5,3.00,0,0,0,0.00,+0.48,0.0,0.0,0.0,-3.98,-3.58
520,Chadi Riad,es  ESP,MF,Barcelona,19-248,2003,1,2,2,0.1,0.0,0,,0,1,2,2,3.00,0,0,0,0.00,-1.73,0.0,0.1,0.0,-1.53,-2.78
521,Nico Ribaudo,es  ESP,"FW,MF",Espanyol,21-315,2001,16,431,27,21.8,4.8,7,49,0,9,10,6,1.00,5,9,-4,-0.84,-0.72,4.2,7.0,-2.8,-0.59,-0.61
522,Tiago Ribeiro,pt  POR,MF,Valencia,20-343,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
523,Diego Rico,es  ESP,DF,Real Sociedad,29-362,1993,15,1224,82,61.8,13.6,13,86,11,2,54,3,2.00,20,10,+10,+0.74,+0.74,17.7,10.9,+6.8,+0.50,+0.11
524,Rodrigo Riquelme,es  ESP,"MF,FW",Girona,22-324,2000,21,1346,64,68.0,15.0,15,77,3,6,32,0,1.29,20,24,-4,-0.27,-0.84,18.9,21.2,-2.4,-0.16,-0.92
525,Gorka Rivera Alonso,es  ESP,DF,Getafe,18-203,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
526,Sergi Roberto,es  ESP,"DF,MF",Barcelona,31-013,1992,13,634,49,32.0,7.0,6,83,3,7,20,4,2.46,14,4,+10,+1.42,-0.45,12.7,7.3,+5.4,+0.77,-0.70
527,Lucas Robertone,ar  ARG,MF,Almería,25-339,1997,21,1577,75,79.6,17.5,20,77,4,1,30,0,1.05,24,29,-5,-0.29,+1.50,21.0,26.3,-5.3,-0.30,+0.68
528,Joel Roca,es  ESP,"MF,FW",Girona,17-258,2005,4,67,17,3.4,0.7,0,,0,4,17,12,0.00,0,0,0,0.00,0.00,1.1,0.3,+0.7,+0.97,+0.86
529,Enzo Roco,cl  CHI,DF,Elche,30-188,1992,17,1301,77,65.7,14.5,16,80,11,1,19,4,0.47,12,32,-20,-1.38,-0.06,13.8,28.9,-15.1,-1.05,+0.43
530,Rodrigo,es  ESP,"FW,MF",Betis,22-280,2000,16,902,56,45.6,10.0,12,67,1,4,24,5,1.81,13,11,+2,+0.20,-0.13,14.5,11.6,+3.0,+0.30,+0.26
531,Alex Rodríguez,es  ESP,DF,Getafe,20-336,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
532,Ángel Rodríguez,es  ESP,"FW,MF",Mallorca,35-300,1987,9,221,25,11.2,2.5,1,76,0,8,18,10,0.89,1,2,-1,-0.41,-0.36,2.8,2.8,0.0,0.00,+0.30
533,Óscar Rodríguez Arnaiz,es  ESP,MF,Celta Vigo,24-237,1998,21,1226,58,61.9,13.6,14,78,7,7,18,0,1.14,14,22,-8,-0.59,-0.23,13.7,16.1,-2.4,-0.18,-0.50
534,Dani Rodríguez,es  ESP,MF,Mallorca,34-259,1988,21,1247,59,63.0,13.9,16,70,1,5,25,0,1.33,14,12,+2,+0.14,+0.64,10.4,16.3,-5.9,-0.43,-0.42
535,Guido Rodríguez,ar  ARG,MF,Betis,28-314,1994,19,1567,82,79.1,17.4,18,85,13,1,45,1,1.74,24,17,+7,+0.40,+0.62,25.6,21.4,+4.2,+0.24,+0.42
536,Miguel Rodríguez,es  ESP,FW,Celta Vigo,19-297,2003,0,,,,,0,,0,0,,8,,,,,,,,,,,
537,Rodrygo,br  BRA,FW,Real Madrid,22-042,2001,20,1366,68,69.0,15.2,14,88,9,6,23,0,2.25,32,11,+21,+1.38,+0.21,34.9,11.5,+23.3,+1.54,+1.01
538,Carlos Rojas,es  ESP,FW,Almería,20-308,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,
539,Leonardo Román,es  ESP,GK,Mallorca,22-229,2000,0,,,,,0,,0,0,,18,,,,,,,,,,,
540,Carlos Romero,es  ESP,DF,Villarreal,21-114,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
541,Iván Romero,es  ESP,MF,Sevilla,21-316,2001,1,11,11,0.6,0.1,0,,0,1,11,0,0.00,0,0,0,0.00,+0.27,0.0,0.0,0.0,+0.02,+0.47
542,Oriol Romeu,es  ESP,MF,Girona,31-149,1991,18,1620,90,81.8,18.0,18,90,18,0,,0,1.28,28,28,0,0.00,0.00,27.9,23.6,+4.2,+0.24,+0.54
543,Rubén,es  ESP,"DF,MF",Espanyol,22-016,2001,11,460,42,23.2,5.1,4,74,1,7,24,1,0.91,6,12,-6,-1.17,-1.17,5.6,7.4,-1.8,-0.35,-0.31
544,Antonio Rüdiger,de  GER,DF,Real Madrid,29-354,1993,19,1316,69,66.5,14.6,14,90,14,5,11,1,2.37,27,9,+18,+1.23,-0.26,29.6,12.1,+17.5,+1.19,-0.09
545,Aitor Ruibal,es  ESP,"DF,FW",Betis,26-335,1996,17,827,49,41.8,9.2,8,83,5,9,18,5,1.47,11,5,+6,+0.65,+0.65,11.7,11.7,0.0,0.00,-0.27
546,Víctor Ruiz,es  ESP,DF,Betis,34-026,1989,7,452,65,22.8,5.0,4,90,4,3,31,12,1.86,6,7,-1,-0.20,-0.61,7.5,6.4,+1.1,+0.21,+0.07
547,Gerónimo Rulli,ar  ARG,GK,Villarreal,30-276,1992,14,1260,90,63.6,14.0,14,90,14,0,,1,1.50,15,10,+5,+0.36,+0.73,17.2,14.6,+2.6,+0.19,+0.36
548,Franco Russo,ar  ARG,DF,Mallorca,28-118,1994,3,145,48,7.3,1.6,2,72,0,1,1,13,1.00,0,2,-2,-1.24,-1.24,0.7,2.2,-1.5,-0.91,-0.69
549,Youssouf Sabaly,sn  SEN,DF,Betis,29-352,1993,15,1086,72,54.8,12.1,12,86,8,3,19,2,1.47,18,16,+2,+0.17,-0.24,19.1,15.8,+3.3,+0.27,+0.26
550,Samuel Sáiz,es  ESP,MF,Girona,32-029,1991,8,240,30,12.1,2.7,1,60,0,7,26,4,1.13,5,5,0,0.00,0.00,3.9,4.4,-0.5,-0.18,-0.36
551,Álex Sala,es  ESP,MF,Girona,21-317,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
552,Salvi,es  ESP,"FW,MF",Rayo Vallecano,31-327,1991,12,276,23,13.9,3.1,3,49,0,9,14,6,1.67,3,5,-2,-0.65,-1.02,3.4,5.7,-2.3,-0.73,-0.85
553,Samuel,br  BRA,"FW,MF",Valencia,23-059,1999,21,1781,85,94.2,19.8,21,85,14,0,,0,0.95,26,23,+3,+0.15,+2.63,25.9,22.6,+3.3,+0.17,+1.43
554,Fede San Emeterio,es  ESP,MF,Cádiz,25-341,1997,18,994,55,50.2,11.0,13,68,2,5,23,0,1.06,7,14,-7,-0.63,+0.37,8.7,16.7,-8.0,-0.73,+0.04
555,Oihan Sancet,es  ESP,MF,Athletic Club,22-301,2000,22,1498,68,75.7,16.6,20,71,2,2,38,0,1.45,25,15,+10,+0.60,+0.97,20.9,14.6,+6.2,+0.37,-0.36
556,Antonio Sánchez,es  ESP,MF,Mallorca,26-050,1997,18,639,36,32.3,7.1,7,62,0,11,19,4,1.22,3,9,-6,-0.85,-1.11,6.2,7.1,-0.9,-0.13,+0.22
557,Christian Sánchez,cu  CUB,GK,Celta Vigo,23-226,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,
558,Iván Sánchez,es  ESP,"MF,FW",Valladolid,30-150,1992,17,744,44,37.6,8.3,9,63,0,8,22,4,1.06,4,8,-4,-0.48,+0.24,7.4,9.4,-1.9,-0.23,+0.72
559,Javi Sánchez,es  ESP,DF,Valladolid,25-343,1997,19,1566,82,79.1,17.4,19,82,13,0,,1,1.26,14,23,-9,-0.52,+0.57,15.7,27.5,-11.8,-0.68,+0.02
560,Manuel Sánchez,es  ESP,DF,Osasuna,22-180,2000,17,1014,60,51.2,11.3,10,90,9,7,17,5,1.18,9,9,0,0.00,+0.19,11.0,12.6,-1.6,-0.14,-0.39
561,Jesús Santiago,es  ESP,MF,Valencia,18-271,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
562,Esteban Saveljich,me  MNE,FW,Rayo Vallecano,31-276,1991,1,1,1,0.1,0.0,0,,0,1,1,15,3.00,0,0,0,0.00,-0.23,0.0,0.2,-0.2,-13.80,-13.80
