,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take-Ons,Succ_Take-Ons,Succ%_Take-Ons,Tkld_Take-Ons,Tkld%_Take-Ons,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving
0,Abner,br  BRA,DF,Betis,22-260,2000,2.0,149,13,46,66,38,3,149,3,0,0.0,3,100.0,75,261,152,2,2,1,2,2,85,9
1,Marcos Acuña,ar  ARG,DF,Sevilla,31-106,1991,10.8,800,38,217,345,246,18,800,23,7,30.4,12,52.2,438,2060,1073,22,17,3,17,15,477,50
2,Álvaro Aguado,es  ESP,MF,Valladolid,26-286,1996,12.6,754,16,162,430,171,8,754,13,6,46.2,3,23.1,489,3146,1290,17,24,1,13,3,537,22
3,Joseph Aidoo,gh  GHA,DF,Celta Vigo,27-135,1995,20.0,1205,174,631,556,27,9,1205,5,3,60.0,1,20.0,764,3707,1982,10,4,0,9,6,768,2
4,Sergio Akieme,es  ESP,DF,Almería,25-057,1997,20.0,1058,67,343,471,265,32,1058,45,25,55.6,16,35.6,534,3583,1992,52,33,11,25,23,588,74
5,Paul Akouokou,ci  CIV,MF,Betis,25-053,1997,2.6,119,8,27,80,13,0,119,1,0,0.0,1,100.0,52,138,34,0,1,0,0,0,74,1
6,David Alaba,at  AUT,DF,Real Madrid,30-232,1992,15.2,939,97,376,398,171,13,939,2,1,50.0,1,50.0,577,2535,1519,11,18,1,7,3,678,40
7,Tomás Alarcón,cl  CHI,MF,Cádiz,24-023,1999,2.5,113,3,20,68,25,1,113,0,0,,0,,62,267,81,2,0,0,3,4,74,6
8,Jordi Alba,es  ESP,DF,Barcelona,33-327,1989,10.3,1065,19,189,573,309,22,1065,8,4,50.0,4,50.0,644,2641,1437,30,19,4,4,6,777,96
9,Raúl Albiol,es  ESP,DF,Villarreal,37-160,1985,16.9,1197,159,591,579,34,4,1197,4,2,50.0,2,50.0,751,5205,3463,8,7,0,7,4,832,2
10,Rubén Alcaraz,es  ESP,MF,Cádiz,31-286,1991,10.2,520,30,137,316,73,10,520,7,3,42.9,3,42.9,276,1421,587,11,8,1,19,16,302,6
11,Omar Alderete,py  PAR,DF,Getafe,26-047,1996,7.0,393,34,161,206,31,9,393,8,4,50.0,4,50.0,192,817,532,4,2,0,4,1,216,4
12,Iván Alejo,es  ESP,"MF,FW",Cádiz,28-001,1995,8.0,309,16,64,92,155,14,309,20,3,15.0,13,65.0,177,1239,522,24,17,2,22,16,197,49
13,Carles Aleñá,es  ESP,MF,Getafe,25-037,1998,16.2,739,13,107,440,200,14,739,26,14,53.8,8,30.8,441,1969,838,16,16,1,32,17,544,57
14,Alejandro Alfaro,es  ESP,MF,Elche,20-241,2002,0.2,2,0,0,1,1,0,2,1,0,0.0,1,100.0,1,6,0,0,1,0,0,0,2,0
15,Ángel Algobia,es  ESP,MF,Getafe,23-233,1999,8.3,435,8,106,271,59,7,435,2,1,50.0,1,50.0,231,1108,505,8,2,2,10,5,283,6
16,Mohamed Ali Cho,fr  FRA,FW,Real Sociedad,19-023,2004,3.5,139,2,21,48,77,13,139,22,8,36.4,10,45.5,97,774,425,17,5,7,19,5,95,36
17,Domingos André Ribeiro Almeida,pt  POR,MF,Valencia,22-257,2000,12.9,767,16,115,375,289,11,767,34,14,41.2,14,41.2,496,2937,1627,41,36,2,14,26,537,44
18,Marcos Alonso,es  ESP,DF,Barcelona,32-045,1990,6.9,616,47,217,363,37,5,616,1,1,100.0,0,0.0,414,2425,1390,9,4,0,4,1,467,1
19,Carlos Álvarez,es  ESP,FW,Sevilla,19-189,2003,0.1,,,,,,,,,,,,,,,,,,,,,,
20,Gastón Álvarez,uy  URU,DF,Getafe,22-324,2000,6.3,267,21,103,140,26,4,267,5,1,20.0,3,60.0,106,403,163,3,1,0,4,2,142,9
21,Yeray Álvarez,es  ESP,DF,Athletic Club,28-018,1995,16.4,1057,104,446,574,49,10,1057,6,2,33.3,0,0.0,558,3857,2670,21,13,0,4,0,580,3
22,Amath,sn  SEN,"MF,FW",Mallorca,26-210,1996,5.2,181,6,21,61,102,15,181,13,5,38.5,8,61.5,102,710,363,12,8,6,17,9,110,27
23,Jordan Amavi,fr  FRA,DF,Getafe,28-339,1994,2.1,118,8,33,65,22,1,118,1,0,0.0,1,100.0,41,231,121,4,4,1,1,0,43,5
24,Fabrizio Angileri,ar  ARG,DF,Getafe,28-333,1994,5.7,273,14,71,138,64,3,273,8,2,25.0,5,62.5,102,448,193,4,5,0,4,1,124,11
25,Anuar,ma  MAR,"MF,FW",Valladolid,28-027,1995,2.3,70,8,20,30,20,8,70,4,2,50.0,0,0.0,37,261,127,6,2,3,7,4,41,4
26,Mauro Arambarri,uy  URU,MF,Getafe,27-134,1995,6.5,325,17,69,202,61,2,325,1,1,100.0,0,0.0,162,849,397,6,6,0,8,2,177,4
27,Ronald Araújo,uy  URU,DF,Barcelona,23-341,1999,9.5,685,41,222,441,26,12,685,1,1,100.0,0,0.0,448,2770,1943,17,4,1,3,3,498,6
28,Roberto Arroyo,es  ESP,MF,Valladolid,19-170,2003,0.2,7,0,1,3,3,1,7,1,1,100.0,0,0.0,8,38,25,1,0,1,1,2,8,4
29,Santiago Arzamendia,py  PAR,"MF,DF",Cádiz,24-282,1998,3.3,165,10,53,72,42,5,165,5,2,40.0,3,60.0,74,293,164,5,3,2,6,2,73,14
30,Sergio Asenjo,es  ESP,GK,Valladolid,33-228,1989,5.0,193,158,193,0,0,0,193,0,0,,0,,87,309,154,0,0,0,1,0,84,0
31,Marco Asensio,es  ESP,"FW,MF",Real Madrid,27-021,1996,5.6,330,4,28,141,162,19,329,6,3,50.0,3,50.0,212,1193,532,12,12,3,7,3,252,38
32,Iago Aspas,es  ESP,FW,Celta Vigo,35-194,1987,18.5,839,14,52,388,408,78,837,33,10,30.3,16,48.5,571,2917,1475,54,42,18,31,31,679,142
33,Pierre-Emerick Aubameyang,ga  GAB,FW,Barcelona,33-238,1989,0.1,4,0,1,2,1,1,4,0,0,,0,,2,8,1,0,0,0,0,0,2,0
34,Ezequiel Ávila,ar  ARG,"FW,MF",Osasuna,29-005,1994,12.9,495,10,49,187,260,42,492,21,10,47.6,10,47.6,283,1342,478,15,11,5,31,16,349,63
35,Iddrisu Baba,gh  GHA,MF,Mallorca,27-020,1996,10.4,433,16,117,288,38,6,433,10,5,50.0,3,30.0,232,1105,334,2,3,0,21,10,226,4
36,Srđan Babić,rs  SRB,DF,Almería,26-295,1996,16.5,867,113,507,348,18,4,867,6,3,50.0,3,50.0,491,2766,1728,12,8,0,5,1,574,3
37,Loïc Bade,fr  FRA,DF,Sevilla,22-306,2000,4.0,359,24,164,187,12,1,359,2,1,50.0,0,0.0,253,1133,539,4,3,0,0,1,263,2
38,Édgar Badía,es  ESP,GK,Elche,30-364,1992,20.0,631,590,631,1,0,0,631,0,0,,0,,310,1771,1179,0,0,0,2,0,204,0
39,Alex Baena,es  ESP,"MF,FW",Villarreal,21-206,2001,11.5,524,11,70,220,243,38,524,31,14,45.2,13,41.9,344,1931,949,28,27,8,18,18,388,62
40,Alejandro Balde,es  ESP,DF,Barcelona,19-116,2003,13.4,1012,23,220,483,324,30,1012,39,20,51.3,16,41.0,651,3445,1843,40,35,14,18,10,691,93
41,Mikel Balenziaga,es  ESP,DF,Athletic Club,34-347,1988,0.5,40,1,7,16,17,0,40,0,0,,0,,17,78,37,0,2,0,0,1,23,6
42,Iván Balliu,al  ALB,DF,Rayo Vallecano,31-041,1992,19.9,1257,53,283,560,417,18,1257,16,4,25.0,6,37.5,648,3336,1919,50,36,2,11,5,718,86
43,Léo Baptistão,br  BRA,"FW,MF",Almería,30-169,1992,10.5,461,5,82,228,163,42,461,18,6,33.3,9,50.0,259,1486,850,22,18,6,27,12,304,47
44,Keidi Bare,al  ALB,MF,Espanyol,25-167,1997,3.7,212,8,38,133,41,5,212,6,2,33.3,3,50.0,114,665,253,4,8,1,2,3,137,6
45,Kike Barja,es  ESP,"FW,MF",Osasuna,25-316,1997,4.3,231,0,16,76,140,16,231,26,6,23.1,15,57.7,169,1064,489,23,14,4,12,11,184,67
46,Ander Barrenetxea,es  ESP,"FW,DF",Real Sociedad,21-046,2001,2.1,105,4,30,41,36,5,105,10,3,30.0,7,70.0,42,319,107,2,4,1,6,4,55,10
47,Pablo Barrios,es  ESP,MF,Atlético Madrid,19-241,2003,3.0,223,5,41,132,52,2,223,9,3,33.3,5,55.6,137,752,289,6,6,1,7,2,175,12
48,Rodrigo Battaglia,ar  ARG,MF,Mallorca,31-214,1991,7.3,291,28,111,156,25,6,291,3,0,0.0,1,33.3,126,611,233,2,3,0,5,6,150,2
49,Bebé,cv  CPV,FW,Rayo Vallecano,32-214,1990,0.7,52,0,1,19,36,0,52,8,3,37.5,4,50.0,37,344,154,5,8,0,6,3,34,10
50,Héctor Bellerín,es  ESP,DF,Barcelona,27-329,1995,1.6,107,1,17,50,41,5,107,4,3,75.0,1,25.0,54,271,159,2,3,1,1,0,66,6
51,Fran Beltrán,es  ESP,MF,Celta Vigo,24-008,1999,17.9,1226,34,268,757,207,8,1226,7,4,57.1,3,42.9,745,3783,1637,20,26,3,18,12,831,16
52,Karim Benzema,fr  FRA,FW,Real Madrid,35-054,1987,11.6,665,3,32,239,398,87,661,20,8,40.0,11,55.0,418,1916,951,33,22,15,17,14,559,84
53,Yuri Berchiche,es  ESP,DF,Athletic Club,33-001,1990,10.5,721,42,187,323,220,11,721,11,3,27.3,6,54.5,383,1867,989,21,16,2,10,7,407,36
54,Álex Berenguer,es  ESP,FW,Athletic Club,27-222,1995,14.7,729,12,77,218,443,70,729,36,6,16.7,26,72.2,410,2297,914,32,28,20,39,24,485,142
55,Pedro Bigas,es  ESP,DF,Elche,32-149,1990,14.2,810,98,420,362,38,6,810,6,4,66.7,2,33.3,464,2543,1515,14,12,0,5,4,481,0
56,El Bilal Touré,ml  MLI,FW,Almería,21-131,2001,10.0,311,20,34,154,129,43,311,10,2,20.0,7,70.0,146,661,294,11,10,5,38,5,198,40
57,Blanco,es  ESP,MF,Cádiz,22-203,2000,1.8,82,4,20,46,16,0,82,1,0,0.0,1,100.0,40,166,57,1,1,0,2,3,53,2
58,Lautaro Blanco,ar  ARG,"MF,DF",Elche,23-357,1999,2.6,128,4,37,41,53,1,128,4,1,25.0,3,75.0,63,385,198,4,4,0,2,0,59,11
59,Theo Bongonda,cd  COD,MF,Cádiz,27-083,1995,8.0,266,3,42,115,119,20,266,30,8,26.7,18,60.0,155,1135,585,22,12,6,19,7,174,39
60,Wassim Boullif,es  ESP,"DF,MF",Espanyol,18-008,2005,0.8,15,7,13,2,0,0,15,0,0,,0,,2,15,12,0,0,0,0,1,3,0
61,Yassine Bounou,ma  MAR,GK,Sevilla,31-312,1991,17.5,706,554,697,10,0,0,706,0,0,,0,,413,1983,1021,0,0,0,2,0,379,0
62,Lucas Boyé,ar  ARG,FW,Elche,26-348,1996,13.5,562,26,48,294,233,49,561,50,27,54.0,22,44.0,356,1803,709,31,17,13,80,43,405,78
63,Martin Braithwaite,dk  DEN,"FW,MF",Espanyol,31-251,1991,13.2,344,5,33,128,187,38,344,28,8,28.6,14,50.0,198,1026,490,13,12,6,24,10,253,62
64,Juan Brandáriz,es  ESP,DF,Almería,23-346,1999,7.3,426,59,229,180,19,4,426,2,2,100.0,0,0.0,224,1137,505,6,1,1,6,3,270,1
65,Darko Brašanac,rs  SRB,MF,Osasuna,30-364,1992,8.3,356,9,57,187,115,18,356,8,4,50.0,2,25.0,186,947,489,13,10,0,16,8,221,25
66,Claudio Bravo,cl  CHI,GK,Betis,39-304,1983,3.0,104,82,103,1,0,0,104,0,0,,0,,46,276,176,0,0,0,0,0,36,0
67,Bryan,es  ESP,MF,Sevilla,22-000,2001,0.5,19,2,5,4,10,1,19,2,1,50.0,1,50.0,9,29,9,0,0,0,1,0,11,3
68,Ante Budimir,hr  CRO,FW,Osasuna,31-204,1991,9.6,276,11,20,117,143,55,276,12,3,25.0,5,41.7,118,530,170,6,9,4,35,19,205,50
69,Santiago Bueno,uy  URU,DF,Girona,24-094,1998,18.9,1248,102,585,635,35,12,1248,4,2,50.0,0,0.0,789,4101,2613,12,5,0,3,0,893,2
70,Sergio Busquets,es  ESP,MF,Barcelona,34-210,1988,14.5,1179,36,226,790,172,10,1179,7,4,57.1,1,14.3,653,2615,1202,7,17,0,14,9,839,18
71,Leandro Cabrera,uy  URU,DF,Espanyol,31-239,1991,18.3,999,132,464,486,53,25,999,0,0,,0,,470,2034,930,9,4,1,4,2,541,3
72,Cala,es  ESP,DF,Cádiz,33-077,1989,1.5,59,13,37,21,1,1,59,0,0,,0,,19,59,8,0,0,0,0,1,22,0
73,Fernando Calero,es  ESP,"DF,MF",Espanyol,27-150,1995,13.1,676,65,268,358,57,6,676,1,0,0.0,1,100.0,313,1321,635,5,5,1,9,4,357,1
74,Eduardo Camavinga,fr  FRA,"MF,DF",Real Madrid,20-093,2002,10.2,771,20,148,418,221,12,771,34,18,52.9,12,35.3,524,3102,1798,38,48,4,19,12,580,49
75,Sergio Camello,es  ESP,FW,Rayo Vallecano,22-001,2001,15.9,418,16,30,184,210,56,418,27,8,29.6,18,66.7,263,1350,503,21,20,10,36,18,296,70
76,Sergio Canales,es  ESP,"MF,FW",Betis,31-360,1991,15.2,952,10,111,446,412,29,952,27,11,40.7,11,40.7,599,3544,1742,44,37,5,35,34,739,84
77,Ander Capa,es  ESP,"MF,FW",Athletic Club,31-003,1992,0.1,4,0,0,0,4,0,4,0,0,,0,,4,7,5,0,1,0,1,0,4,0
78,Étienne Capoue,fr  FRA,MF,Villarreal,34-215,1988,13.0,711,30,137,439,142,13,711,21,11,52.4,8,38.1,437,2392,1224,25,13,4,15,9,538,30
79,Isaac Carcelen,es  ESP,DF,Cádiz,29-294,1993,10.7,547,53,213,259,79,3,547,9,7,77.8,2,22.2,215,973,578,13,8,0,8,7,259,22
80,Juan Carlos,es  ESP,GK,Girona,35-022,1988,10.0,356,324,355,1,0,0,356,0,0,,0,,212,903,476,0,0,0,0,0,188,0
81,Yannick Carrasco,be  BEL,"DF,MF",Atlético Madrid,29-160,1993,10.8,602,13,106,214,293,61,602,41,19,46.3,15,36.6,337,2587,1372,50,23,24,22,18,378,88
82,Dani Carvajal,es  ESP,DF,Real Madrid,31-031,1992,12.0,858,46,244,355,262,14,858,10,4,40.0,3,30.0,497,1722,849,9,17,0,12,3,582,66
83,William Carvalho,pt  POR,MF,Betis,30-310,1992,15.0,1101,19,166,744,200,23,1101,31,18,58.1,10,32.3,683,3212,1546,25,18,4,15,15,878,29
84,Casemiro,br  BRA,MF,Real Madrid,30-353,1992,0.1,11,1,3,8,0,0,11,0,0,,0,,7,20,6,0,0,0,1,0,7,0
85,Valentín Castellanos,ar  ARG,FW,Girona,24-131,1998,15.8,371,14,34,147,199,69,370,24,10,41.7,9,37.5,205,1136,572,19,18,6,24,13,266,75
86,Samu Castillejo,es  ESP,FW,Valencia,28-024,1995,9.9,518,2,57,226,238,25,518,44,15,34.1,22,50.0,352,1994,1009,29,19,7,31,17,379,65
87,Catena,es  ESP,DF,Rayo Vallecano,28-106,1994,19.0,1188,157,647,529,18,10,1188,0,0,,0,,718,3393,1737,7,4,0,6,1,779,0
88,Edinson Cavani,uy  URU,FW,Valencia,35-362,1987,10.3,328,8,32,146,152,41,325,5,1,20.0,3,60.0,159,632,245,7,5,3,21,8,248,39
89,Dani Ceballos,es  ESP,MF,Real Madrid,26-188,1996,6.3,613,8,86,347,182,11,613,21,11,52.4,9,42.9,434,2320,1129,22,19,2,4,8,485,20
90,Franco Cervi,ar  ARG,MF,Celta Vigo,28-261,1994,14.6,718,11,145,315,266,27,718,31,10,32.3,17,54.8,385,2066,878,28,26,5,24,14,391,61
91,Pep Chavarría,es  ESP,"FW,DF",Rayo Vallecano,24-307,1998,1.1,69,4,10,18,41,0,69,1,0,0.0,1,100.0,40,185,122,5,1,0,1,1,47,6
92,Andreas Christensen,dk  DEN,DF,Barcelona,26-307,1996,8.0,756,54,281,463,14,3,756,1,0,0.0,1,100.0,540,2767,1557,8,7,0,1,0,593,1
93,Samuel Chukwueze,ng  NGA,"FW,MF",Villarreal,23-265,1999,11.2,550,10,65,188,307,60,550,74,33,44.6,38,51.4,385,2623,1353,48,28,29,29,16,429,117
94,Víctor Chust,es  ESP,DF,Cádiz,22-343,2000,9.5,475,63,268,205,8,3,475,3,1,33.3,2,66.7,215,1214,561,3,2,0,2,1,268,0
95,Pathé Ciss,sn  SEN,"MF,DF",Rayo Vallecano,28-332,1994,10.2,622,39,177,376,77,12,622,6,2,33.3,3,50.0,354,1700,816,8,11,1,10,7,362,3
96,Carlos Clerc,es  ESP,"DF,MF",Elche,30-355,1992,13.0,760,55,252,333,179,18,760,23,8,34.8,14,60.9,382,1942,762,28,16,2,16,10,427,49
97,Álex Collado,es  ESP,MF,Elche,23-295,1999,6.0,298,8,49,132,123,15,298,16,6,37.5,9,56.3,190,1249,514,10,15,3,11,7,216,34
98,Diego Collado,es  ESP,FW,Villarreal,22-033,2001,0.1,8,0,0,2,6,1,8,0,0,,0,,3,9,4,0,0,0,0,0,6,3
99,Eray Cömert,ch  SUI,DF,Valencia,25-007,1998,13.9,940,128,490,435,26,8,940,1,1,100.0,0,0.0,584,3224,1860,5,8,1,1,0,600,0
100,Santi Comesaña,es  ESP,MF,Rayo Vallecano,26-129,1996,12.4,699,13,103,425,177,26,699,23,12,52.2,9,39.1,385,2039,1040,13,18,2,14,16,458,29
101,Copete,es  ESP,DF,Mallorca,23-124,1999,14.3,699,69,339,332,38,13,699,8,8,100.0,0,0.0,356,1323,722,5,3,0,9,6,394,1
102,Francis Coquelin,fr  FRA,MF,Villarreal,31-274,1991,7.9,371,16,61,209,104,18,371,6,2,33.3,2,33.3,188,823,356,10,10,1,18,14,270,27
103,Jesús Corona,mx  MEX,FW,Sevilla,30-036,1993,0.7,25,0,4,10,11,3,25,1,0,0.0,1,100.0,19,76,33,1,1,0,1,1,23,5
104,Ángel Correa,ar  ARG,"MF,FW",Atlético Madrid,27-339,1995,9.1,445,7,44,168,237,72,445,33,13,39.4,18,54.5,285,1290,596,26,13,16,35,12,342,84
105,Thierry Correia,pt  POR,DF,Valencia,23-339,1999,15.4,1153,53,361,489,318,19,1153,24,8,33.3,10,41.7,619,3283,1878,46,32,8,25,10,697,86
106,Jaume Costa,es  ESP,DF,Mallorca,34-330,1988,16.4,825,34,212,371,251,25,825,18,5,27.8,10,55.6,433,2151,1211,35,19,5,13,6,504,86
107,Samu Costa,pt  POR,MF,Almería,22-076,2000,11.7,745,43,256,434,61,4,745,9,2,22.2,7,77.8,381,1476,645,4,3,0,18,7,468,14
108,Thibaut Courtois,be  BEL,GK,Real Madrid,30-276,1992,15.0,560,471,558,2,0,0,560,0,0,,0,,376,1873,1196,0,0,0,1,0,329,0
109,Yan Couto,br  BRA,"DF,MF",Girona,20-253,2002,7.6,470,10,115,199,164,8,470,38,20,52.6,14,36.8,286,2099,1145,33,24,4,17,6,310,49
110,Juan Cruz Armada,es  ESP,DF,Osasuna,30-198,1992,14.0,743,58,211,372,167,4,743,11,5,45.5,4,36.4,375,1721,817,11,13,1,13,4,409,43
111,Juan Cruz,es  ESP,FW,Betis,22-292,2000,1.9,56,0,6,18,33,8,56,6,2,33.3,3,50.0,36,284,176,7,4,3,3,2,37,14
112,Jorge Cuenca,es  ESP,DF,Villarreal,23-086,1999,4.0,328,40,167,155,6,3,328,0,0,,0,,202,1196,887,6,1,0,2,0,222,0
113,Braian Cufré,ar  ARG,DF,Mallorca,26-058,1996,2.4,110,5,28,54,28,2,110,3,2,66.7,0,0.0,57,238,142,3,2,0,2,1,59,9
114,Matheus Cunha,br  BRA,"FW,MF",Atlético Madrid,23-260,1999,4.2,131,4,17,61,58,22,131,7,6,85.7,1,14.3,74,473,221,6,7,4,9,5,89,19
115,Curro,es  ESP,MF,Almería,27-039,1996,0.5,34,0,3,18,13,1,34,0,0,,0,,15,63,36,1,3,0,1,0,22,1
116,Arnaut Danjuma,nl  NED,FW,Villarreal,26-011,1997,5.3,135,2,11,39,86,23,134,7,2,28.6,4,57.1,88,490,260,12,3,8,11,6,103,35
117,Sergi Darder,es  ESP,MF,Espanyol,29-051,1993,19.7,1041,19,137,582,347,19,1041,69,27,39.1,32,46.4,608,4680,2687,68,55,5,20,11,643,40
118,Rodrigo De Paul,ar  ARG,MF,Atlético Madrid,28-263,1994,9.7,697,2,91,417,192,9,697,14,7,50.0,5,35.7,460,2196,1189,25,16,2,16,9,555,29
119,Alberto Del Moral,es  ESP,MF,Villarreal,22-206,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,1,2,1,0,0,0,0,0,1,0
120,Thomas Delaney,dk  DEN,MF,Sevilla,31-161,1991,3.4,188,8,52,108,28,7,188,0,0,,0,,113,361,110,1,0,1,4,3,138,3
121,Fran Delgado,es  ESP,DF,Betis,21-215,2001,0.1,8,0,1,3,4,1,8,0,0,,0,,3,9,5,0,1,0,0,0,7,3
122,Ousmane Dembélé,fr  FRA,FW,Barcelona,25-272,1997,12.2,800,2,24,257,533,68,800,72,21,29.2,44,61.1,578,4684,2515,92,61,42,17,16,646,148
123,Mouctar Diakhaby,gn  GUI,DF,Valencia,26-054,1996,11.8,674,89,354,289,32,18,674,2,0,0.0,2,100.0,402,1992,1045,6,4,0,8,3,433,3
124,Mamady Diarra,ml  MLI,"MF,DF",Cádiz,22-230,2000,0.7,21,0,6,9,6,3,21,3,1,33.3,2,66.7,14,84,55,3,0,1,1,1,9,0
125,Youba Diarra,ml  MLI,MF,Cádiz,24-324,1998,0.5,30,3,9,22,1,0,30,0,0,,0,,15,34,16,0,0,0,2,3,11,0
126,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,29-048,1993,19.0,621,516,617,4,0,0,621,0,0,,0,,321,1990,1213,0,0,0,0,0,216,1
127,Malcom Abdulai Ares Djalo,es  ESP,FW,Athletic Club,21-122,2001,0.1,8,0,0,1,7,0,8,1,1,100.0,0,0.0,5,52,30,1,0,0,0,0,6,3
128,Djené,tg  TOG,DF,Getafe,31-042,1991,17.1,799,70,373,398,38,5,799,13,7,53.8,0,0.0,462,2175,1101,5,6,0,12,12,460,9
129,Marko Dmitrović,rs  SRB,GK,Sevilla,31-018,1992,2.5,111,90,110,1,0,0,111,0,0,,0,,58,245,134,0,0,0,0,0,46,0
130,Kasper Dolberg,dk  DEN,FW,Sevilla,25-128,1997,2.2,46,5,7,23,17,5,46,3,1,33.3,0,0.0,28,202,75,2,2,0,3,2,31,9
131,Carlos Dominguez,es  ESP,MF,Celta Vigo,22-000,2001,0.0,2,0,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
132,John Donald,es  ESP,DF,Elche,22-165,2000,1.7,48,10,35,13,0,0,48,0,0,,0,,27,112,63,0,0,0,3,0,27,0
133,Domingos Duarte,pt  POR,DF,Getafe,27-338,1995,18.5,830,115,445,360,27,15,830,5,4,80.0,1,20.0,416,1994,921,4,1,0,3,1,451,0
134,Pablo Durán,es  ESP,"MF,DF",Celta Vigo,22-017,2001,0.4,29,3,8,10,11,0,29,3,1,33.3,2,66.7,14,54,5,0,0,0,0,0,16,3
135,Hugo Duro,es  ESP,"FW,MF",Valencia,23-093,1999,5.2,157,4,6,60,92,30,157,2,1,50.0,1,50.0,87,341,190,6,5,5,11,5,117,27
136,Íñigo Eguaras,es  ESP,MF,Almería,30-341,1992,6.0,380,17,115,223,45,3,380,3,3,100.0,0,0.0,209,846,412,3,5,0,4,3,263,4
137,Aritz Elustondo,es  ESP,DF,Real Sociedad,28-320,1994,11.4,705,53,269,358,79,11,705,3,1,33.3,2,66.7,357,1793,944,15,9,0,9,3,411,14
138,Rodrigo Ely,br  BRA,DF,Almería,29-100,1993,18.7,1025,183,633,369,29,15,1025,3,2,66.7,1,33.3,516,2016,1157,5,6,1,10,0,604,3
139,Youssef En-Nesyri,ma  MAR,"FW,MF",Sevilla,25-255,1997,7.4,180,8,22,76,83,42,180,8,1,12.5,7,87.5,76,277,109,5,0,5,18,3,112,31
140,Gonzalo Escalante,ar  ARG,MF,Cádiz,29-321,1993,1.5,87,4,16,54,19,3,87,1,0,0.0,0,0.0,41,248,122,1,3,0,3,1,63,1
141,Sergio Escudero,es  ESP,DF,Valladolid,33-162,1989,8.5,484,29,184,194,108,5,484,8,2,25.0,5,62.5,203,920,429,8,9,0,7,5,236,22
142,Alfonso Espino,uy  URU,DF,Cádiz,31-037,1992,18.7,1056,69,361,469,235,16,1056,28,11,39.3,15,53.6,425,1747,998,28,15,4,26,12,481,70
143,Bernardo Espinosa,co  COL,DF,Girona,33-215,1989,8.9,601,99,324,266,17,8,601,3,2,66.7,1,33.3,342,1901,1077,3,2,0,3,4,396,2
144,Edu Expósito,es  ESP,MF,Espanyol,26-194,1996,10.3,490,21,93,234,167,14,490,14,5,35.7,4,28.6,235,1076,521,11,7,1,22,10,280,45
145,Nicolás Ezequiel Fernández,ar  ARG,"MF,DF",Elche,23-031,2000,3.5,177,6,50,72,58,4,177,7,1,14.3,4,57.1,110,605,377,7,8,1,5,3,102,21
146,Abdessamad Ezzalzouli,ma  MAR,"FW,MF",Osasuna,21-056,2001,6.5,334,3,34,114,196,23,334,37,14,37.8,12,32.4,209,1684,926,37,21,17,24,25,236,59
147,Radamel Falcao,co  COL,"FW,MF",Rayo Vallecano,37-001,1986,5.2,194,10,16,79,100,25,193,10,2,20.0,8,80.0,108,373,85,0,3,1,21,8,142,40
148,Fali,es  ESP,"DF,MF",Cádiz,29-183,1993,9.2,384,62,196,169,21,9,384,2,1,50.0,0,0.0,186,893,518,2,0,0,3,0,217,7
149,Mamadou Fall,sn  SEN,DF,Villarreal,20-082,2002,0.3,22,2,8,10,4,0,22,1,0,0.0,1,100.0,10,39,16,0,0,0,1,0,8,0
150,Ansu Fati,es  ESP,FW,Barcelona,20-103,2002,8.6,455,7,36,154,267,74,455,27,12,44.4,12,44.4,319,1657,738,23,10,17,23,16,364,102
151,Zouhair Feddal,ma  MAR,DF,Valladolid,34-041,1989,4.2,249,48,162,85,3,2,249,0,0,,0,,124,595,278,0,0,0,0,1,147,0
152,Nabil Fekir,fr  FRA,MF,Betis,29-208,1993,8.7,491,1,30,212,252,37,490,35,13,37.1,15,42.9,324,1900,864,36,19,13,28,18,398,55
153,Felipe,br  BRA,DF,Atlético Madrid,33-271,1989,2.2,149,9,56,90,5,2,149,2,1,50.0,1,50.0,102,581,332,2,0,0,0,0,98,1
154,Luiz Felipe,it  ITA,DF,Betis,25-326,1997,8.6,505,89,274,220,12,5,505,4,1,25.0,3,75.0,264,1173,594,1,0,0,3,0,315,0
155,João Félix,pt  POR,"FW,MF",Atlético Madrid,23-093,1999,7.2,322,3,23,158,142,21,322,24,6,25.0,14,58.3,211,1077,554,17,16,2,20,12,260,42
156,Kiko Femenía,es  ESP,DF,Villarreal,32-009,1991,9.9,670,34,239,277,161,6,670,10,5,50.0,2,20.0,373,1999,1002,26,22,1,5,6,431,42
157,Aitor Fernández,es  ESP,GK,Osasuna,31-284,1991,10.0,412,347,409,3,0,0,412,0,0,,0,,226,1124,726,0,0,0,1,0,161,0
158,Álex Fernández,es  ESP,"MF,FW",Cádiz,30-119,1992,13.6,650,27,137,367,148,20,649,5,1,20.0,2,40.0,362,1625,703,14,15,3,15,20,456,20
159,Álvaro Fernández,es  ESP,GK,Espanyol,24-304,1998,10.0,340,264,334,6,0,0,340,0,0,,0,,147,855,577,0,0,0,0,1,109,0
