,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,TO_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,TO_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
363,Ilaix Moriba,gn  GUI,MF,Valencia,20-093,2003,9.5,29,3.04,24,1,2,1,1,0,1,0.10,1,0,0,0,0,0
364,Loren Morón,es  ESP,FW,Betis,29-113,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
365,Cristhian Mosquera,co  COL,DF,Valencia,18-299,2004,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
366,Abdul Mumin,gh  GHA,DF,Rayo Vallecano,24-320,1998,4.7,4,0.85,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0
367,Iker Muniain,es  ESP,"MF,FW",Athletic Club,30-124,1992,15.8,96,6.07,58,26,1,2,9,0,12,0.76,8,2,0,0,2,0
368,Aihen Muñoz,es  ESP,DF,Real Sociedad,25-249,1997,12.7,25,1.97,19,1,4,1,0,0,1,0.08,1,0,0,0,0,0
369,Álvaro Muñoz,uy  URU,"FW,MF",Real Madrid,18-282,2004,0.2,1,4.09,1,0,0,0,0,0,1,4.09,1,0,0,0,0,0
370,Iker Muñoz,es  ESP,MF,Osasuna,20-168,2002,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
371,Pablo Muñoz,es  ESP,MF,Rayo Vallecano,19-230,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
372,Vedat Muriqi,xk  KVX,FW,Mallorca,28-363,1994,24.9,38,1.52,28,0,2,4,3,1,3,0.12,2,0,0,0,0,1
373,Yunus Musah,us  USA,MF,Valencia,20-144,2002,20.1,43,2.14,27,2,5,2,6,1,2,0.10,2,0,0,0,0,0
374,Nacho,es  ESP,DF,Real Madrid,33-094,1990,12.3,21,1.71,13,0,5,3,0,0,2,0.16,1,0,1,0,0,0
375,Juanjo Narváez,co  COL,"MF,FW",Valladolid,28-069,1995,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
376,Matija Nastasić,rs  SRB,DF,Mallorca,30-025,1993,9.6,6,0.63,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0
377,Roberto Navarro,es  ESP,"MF,FW",Real Sociedad,21-010,2002,3.9,19,4.87,10,4,2,2,1,0,0,0.00,0,0,0,0,0,0
378,Jesús Navas,es  ESP,"DF,FW",Sevilla,37-152,1985,18.4,55,2.99,52,1,0,0,2,0,7,0.38,5,1,0,0,1,0
379,Álvaro Negredo,es  ESP,FW,Cádiz,37-245,1985,7.0,17,2.43,10,0,2,3,1,1,4,0.57,2,0,1,1,0,0
380,Tanguy Nianzou,fr  FRA,DF,Sevilla,20-319,2002,13.7,9,0.66,7,0,0,1,1,0,0,0.00,0,0,0,0,0,0
381,Saúl Ñíguez,es  ESP,"MF,DF",Atlético Madrid,28-152,1994,7.5,12,1.60,10,0,0,2,0,0,2,0.27,2,0,0,0,0,0
382,Fernando Niño,es  ESP,"MF,FW",Villarreal,22-180,2000,0.2,1,4.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
383,Diego Noguerol,es  ESP,"FW,DF",Valencia,20-344,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
384,Unai Núñez,es  ESP,DF,Celta Vigo,26-082,1997,27.0,15,0.56,13,1,1,0,0,0,1,0.04,0,1,0,0,0,0
385,Jan Oblak,si  SVN,GK,Atlético Madrid,30-105,1993,26.7,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
386,Brian Ocampo,uy  URU,"MF,FW",Cádiz,23-301,1999,12.4,40,3.22,29,4,5,0,2,0,5,0.40,3,0,2,0,0,0
387,Lucas Ocampos,ar  ARG,"FW,MF",Sevilla,28-285,1994,8.9,23,2.57,19,0,2,0,1,1,1,0.11,1,0,0,0,0,0
388,Álvaro Odriozola,es  ESP,DF,Real Madrid,27-129,1995,0.4,3,8.44,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
389,Olasagasti,es  ESP,"MF,DF",Real Sociedad,22-249,2000,0.7,1,1.36,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
390,Lucas Olaza,uy  URU,DF,Valladolid,28-275,1994,13.6,27,1.99,18,7,1,0,1,0,1,0.07,1,0,0,0,0,0
391,Brian Oliván,es  ESP,DF,Espanyol,29-021,1994,21.3,44,2.07,33,6,1,1,1,2,7,0.33,7,0,0,0,0,0
392,Lucas Oliveira Rosa,br  BRA,DF,Valladolid,23-019,2000,7.8,10,1.28,6,3,0,0,1,0,1,0.13,1,0,0,0,0,0
393,Aimar Oroz,es  ESP,"MF,FW",Osasuna,21-146,2001,15.1,48,3.17,38,0,1,3,4,2,6,0.40,6,0,0,0,0,0
394,Pedro Ortiz,es  ESP,MF,Sevilla,22-246,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
395,Mikel Oyarzabal,es  ESP,"FW,MF",Real Sociedad,26-001,1997,8.3,18,2.17,15,0,0,1,2,0,3,0.36,3,0,0,0,0,0
396,Cenk Özkacar,tr  TUR,DF,Valencia,22-198,2000,11.7,14,1.20,11,0,0,3,0,0,0,0.00,0,0,0,0,0,0
397,Jon Pacheco,es  ESP,DF,Real Sociedad,22-104,2001,9.5,2,0.21,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
398,Gonçalo Paciência,pt  POR,"FW,MF",Celta Vigo,28-264,1994,5.4,14,2.58,10,0,1,1,2,0,3,0.55,2,0,0,1,0,0
399,Helibelton Palacios,co  COL,DF,Elche,29-315,1993,20.3,19,0.94,16,2,0,0,1,0,0,0.00,0,0,0,0,0,0
400,Isaac Palazón Camacho,es  ESP,"FW,MF",Rayo Vallecano,28-116,1994,24.8,89,3.59,47,24,2,7,7,2,9,0.36,6,3,0,0,0,0
401,Aitor Paredes,es  ESP,DF,Athletic Club,22-358,2000,2.7,2,0.75,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
402,Daniel Parejo,es  ESP,MF,Villarreal,34-006,1989,28.5,92,3.23,65,25,1,0,1,0,8,0.28,6,2,0,0,0,0
403,Moises Parra Gutierrez,es  ESP,FW,Getafe,20-302,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
404,Raúl Parra,es  ESP,DF,Cádiz,23-147,1999,2.7,2,0.74,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
405,Javier Pastore,ar  ARG,MF,Elche,33-306,1989,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
406,Gabriel Paulista,br  BRA,DF,Valencia,32-147,1990,9.7,6,0.62,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
407,Alfonso Pedraza,es  ESP,DF,Villarreal,27-013,1996,13.5,31,2.30,22,0,5,3,0,1,4,0.30,3,0,1,0,0,0
408,Pedri,es  ESP,MF,Barcelona,20-148,2002,18.1,71,3.92,60,6,0,2,2,1,9,0.50,9,0,0,0,0,0
409,Pedrosa,es  ESP,DF,Espanyol,24-344,1998,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
410,Rubén Peña,es  ESP,"DF,MF",Osasuna,31-278,1991,7.9,15,1.90,12,1,2,0,0,0,2,0.25,2,0,0,0,0,0
411,Alberto Perea,es  ESP,MF,Cádiz,32-124,1990,0.5,1,2.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
412,Ayoze Pérez,es  ESP,"FW,MF",Betis,29-267,1993,7.3,25,3.40,17,0,4,1,2,1,4,0.54,1,0,1,0,2,0
413,Carles Pérez,es  ESP,"MF,FW",Celta Vigo,25-065,1998,17.3,50,2.90,36,0,6,5,3,0,7,0.41,5,0,1,0,1,0
414,Francisco Perez,es  ESP,"FW,MF",Valencia,20-225,2002,1.6,1,0.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
415,Kike Pérez,es  ESP,MF,Valladolid,26-067,1997,20.2,57,2.82,43,3,2,5,4,0,3,0.15,2,0,0,0,1,0
416,Lucas Pérez,es  ESP,FW,Cádiz,34-224,1988,7.0,16,2.29,11,1,2,1,0,1,0,0.00,0,0,0,0,0,0
417,Luis Pérez,es  ESP,DF,Valladolid,28-077,1995,11.3,19,1.68,16,1,0,0,2,0,1,0.09,1,0,0,0,0,0
418,Germán Pezzella,ar  ARG,DF,Betis,31-299,1991,21.0,11,0.52,11,0,0,0,0,0,1,0.05,1,0,0,0,0,0
419,Ronaël Pierre-Gabriel,fr  FRA,DF,Espanyol,24-313,1998,1.9,2,1.03,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
420,Yeremi Pino,es  ESP,"FW,MF",Villarreal,20-184,2002,19.1,50,2.62,39,1,2,6,2,0,4,0.21,4,0,0,0,0,0
421,Gerard Piqué,es  ESP,DF,Barcelona,36-079,1987,4.3,5,1.17,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
422,Óscar Plano,es  ESP,"FW,MF",Valladolid,32-070,1991,20.5,53,2.58,43,0,1,4,4,1,7,0.34,5,0,0,1,1,0
423,Gonzalo Plata,ec  ECU,"FW,MF",Valladolid,22-172,2000,18.0,59,3.28,45,3,6,0,4,1,8,0.45,7,0,1,0,0,0
424,Ezequiel Ponce,ar  ARG,"FW,MF",Elche,26-024,1997,11.7,23,1.97,18,0,0,4,1,0,4,0.34,1,0,0,2,1,0
425,Francisco Portillo,es  ESP,"MF,FW",Almería,32-313,1990,4.8,14,2.88,13,0,1,0,0,0,1,0.21,1,0,0,0,0,0
426,Portu,es  ESP,"DF,MF",Getafe,30-336,1992,14.3,39,2.72,27,1,5,3,3,0,2,0.14,1,0,1,0,0,0
427,José Pozo,es  ESP,"MF,FW",Rayo Vallecano,27-038,1996,0.9,6,6.43,6,0,0,0,0,0,1,1.07,1,0,0,0,0,0
428,Manuel Pozo,es  ESP,FW,Valladolid,21-131,2001,0.2,2,9.47,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
429,Alejandro Pozo Pozo,es  ESP,"DF,MF",Almería,24-059,1999,14.0,31,2.22,24,3,2,1,0,1,4,0.29,4,0,0,0,0,0
430,Abdón Prats,es  ESP,"FW,MF",Mallorca,30-136,1992,3.1,4,1.29,4,0,0,0,0,0,1,0.32,1,0,0,0,0,0
431,Javi Puado,es  ESP,"FW,MF",Espanyol,24-332,1998,19.7,44,2.23,26,2,7,6,3,0,5,0.25,2,0,1,2,0,0
432,Arnau Puigmal,es  ESP,"MF,DF",Almería,22-102,2001,6.1,19,3.09,13,1,1,0,2,2,1,0.16,1,0,0,0,0,0
433,Domingos Quina,pt  POR,MF,Elche,23-155,1999,3.1,6,1.96,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
434,Antonio Raillo,es  ESP,DF,Mallorca,31-196,1991,28.0,12,0.43,10,0,0,1,1,0,4,0.14,3,0,0,0,1,0
435,Predrag Rajković,rs  SRB,GK,Mallorca,27-173,1995,29.0,7,0.24,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0
436,Ivan Rakitić,hr  CRO,MF,Sevilla,35-043,1988,14.3,48,3.36,32,10,0,1,3,2,4,0.28,2,2,0,0,0,0
437,Largie Ramazani,be  BEL,"FW,MF",Almería,22-054,2001,13.9,35,2.52,21,1,8,3,0,2,1,0.07,0,0,0,1,0,0
438,Chris Ramos,es  ESP,FW,Cádiz,26-094,1997,4.3,8,1.85,5,0,1,1,1,0,0,0.00,0,0,0,0,0,0
439,Raphinha,br  BRA,FW,Barcelona,26-129,1996,16.8,88,5.24,55,19,3,8,2,1,11,0.65,9,0,1,1,0,0
440,Sergio Reguilón,es  ESP,DF,Atlético Madrid,26-127,1996,1.0,4,4.09,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
441,Pepe Reina,es  ESP,GK,Villarreal,40-234,1982,14.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
442,Reinier,br  BRA,"MF,FW",Girona,21-093,2002,3.9,11,2.84,9,0,1,1,0,0,0,0.00,0,0,0,0,0,0
443,Karim Rekik,nl  NED,DF,Sevilla,28-141,1994,8.1,9,1.11,8,0,0,0,1,0,2,0.25,2,0,0,0,0,0
444,Álex Remiro,es  ESP,GK,Real Sociedad,28-029,1995,29.0,4,0.14,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
445,Alejandro Revuelta Montero,es  ESP,DF,Getafe,23-006,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
446,Chadi Riad,ma  MAR,MF,Barcelona,19-309,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
447,Nico Ribaudo,es  ESP,"MF,FW",Espanyol,22-011,2001,7.6,22,2.87,13,4,1,1,2,1,2,0.26,2,0,0,0,0,0
448,Diego Rico,es  ESP,DF,Real Sociedad,30-058,1993,16.3,32,1.97,25,2,1,1,1,2,1,0.06,1,0,0,0,0,0
449,Rodrigo Riquelme,es  ESP,"MF,FW",Girona,23-020,2000,18.5,45,2.44,36,0,6,1,2,0,3,0.16,3,0,0,0,0,0
450,Sergi Roberto,es  ESP,"DF,MF",Barcelona,31-074,1992,12.2,21,1.73,17,0,0,3,1,0,2,0.16,2,0,0,0,0,0
451,Lucas Robertone,ar  ARG,MF,Almería,26-035,1997,24.1,82,3.41,53,21,1,2,4,1,11,0.46,6,4,1,0,0,0
452,Joel Roca,es  ESP,"MF,FW",Girona,17-319,2005,0.7,3,3.97,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
453,Enzo Roco,cl  CHI,DF,Elche,30-249,1992,16.4,11,0.67,8,0,1,1,0,1,0,0.00,0,0,0,0,0,0
454,Rodrigo,es  ESP,"FW,MF",Betis,22-341,2000,14.4,40,2.78,31,1,3,3,2,0,6,0.42,4,0,0,1,1,0
455,Ángel Rodríguez,es  ESP,"FW,MF",Mallorca,35-361,1987,3.0,4,1.32,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
456,Óscar Rodríguez Arnaiz,es  ESP,MF,Celta Vigo,24-298,1998,14.5,46,3.17,30,9,1,6,0,0,1,0.07,1,0,0,0,0,0
457,Dani Rodríguez,es  ESP,MF,Mallorca,34-320,1988,18.0,43,2.38,32,3,2,3,2,1,6,0.33,5,0,0,0,0,1
458,Guido Rodríguez,ar  ARG,MF,Betis,29-010,1994,22.9,25,1.09,22,0,0,2,1,0,2,0.09,2,0,0,0,0,0
459,Miguel Rodríguez,es  ESP,"MF,FW",Celta Vigo,19-358,2003,0.7,2,3.05,2,0,0,0,0,0,1,1.53,1,0,0,0,0,0
460,Rodrygo,br  BRA,FW,Real Madrid,22-103,2001,20.3,111,5.47,67,3,21,8,11,1,17,0.84,11,0,4,0,2,0
461,Iván Romero,es  ESP,MF,Sevilla,22-012,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
462,Oriol Romeu,es  ESP,MF,Girona,31-210,1991,24.8,37,1.49,32,0,0,2,2,1,2,0.08,2,0,0,0,0,0
463,Rubén,es  ESP,"DF,MF",Espanyol,22-077,2001,9.6,18,1.87,14,0,3,0,0,1,4,0.42,3,0,1,0,0,0
464,Antonio Rüdiger,de  GER,DF,Real Madrid,30-050,1993,19.8,16,0.81,14,0,0,1,1,0,1,0.05,0,0,0,1,0,0
465,Aitor Ruibal,es  ESP,"DF,FW",Betis,27-031,1996,13.7,30,2.19,22,0,4,2,1,1,1,0.07,1,0,0,0,0,0
466,Víctor Ruiz,es  ESP,DF,Betis,34-087,1989,6.2,4,0.64,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
467,Gerónimo Rulli,ar  ARG,GK,Villarreal,30-337,1992,14.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
468,Franco Russo,ar  ARG,DF,Mallorca,28-179,1994,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
469,Youssouf Sabaly,sn  SEN,DF,Betis,30-048,1993,14.2,24,1.69,14,2,5,1,1,1,2,0.14,0,0,1,1,0,0
470,Samuel Sáiz,es  ESP,MF,Girona,32-090,1991,2.7,6,2.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
471,Salvi,es  ESP,"FW,MF",Rayo Vallecano,32-023,1991,3.8,12,3.18,9,0,0,2,0,1,1,0.26,0,0,0,0,0,1
472,Samuel,br  BRA,"FW,MF",Valencia,23-120,1999,25.2,78,3.09,50,0,12,6,9,1,12,0.48,7,0,0,3,2,0
473,Fede San Emeterio,es  ESP,MF,Cádiz,26-037,1997,16.0,9,0.56,8,0,0,1,0,0,1,0.06,1,0,0,0,0,0
474,Oihan Sancet,es  ESP,MF,Athletic Club,22-362,2000,21.4,66,3.09,57,1,2,3,3,0,3,0.14,2,0,0,0,1,0
475,Antonio Sánchez,es  ESP,MF,Mallorca,26-111,1997,8.8,15,1.70,9,0,1,3,2,0,0,0.00,0,0,0,0,0,0
476,Iván Sánchez,es  ESP,"MF,FW",Valladolid,30-211,1992,11.8,36,3.16,29,1,4,1,1,0,1,0.09,1,0,0,0,0,0
477,Javi Sánchez,es  ESP,DF,Valladolid,26-039,1997,21.0,11,0.53,10,0,1,0,0,0,2,0.10,2,0,0,0,0,0
478,Manuel Sánchez,es  ESP,DF,Osasuna,22-241,2000,15.5,42,2.71,38,0,1,0,1,2,3,0.19,2,0,0,0,1,0
479,Esteban Saveljich,me  MNE,FW,Rayo Vallecano,31-337,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
480,Stefan Savić,me  MNE,DF,Atlético Madrid,32-104,1991,19.6,10,0.51,10,0,0,0,0,0,1,0.05,1,0,0,0,0,0
481,Haris Seferović,ch  SUI,FW,Celta Vigo,31-059,1992,5.8,11,1.90,6,0,2,1,2,0,2,0.35,1,0,1,0,0,0
482,Jaime Seoane,es  ESP,MF,Getafe,26-090,1997,3.4,10,2.91,7,1,0,0,1,1,0,0.00,0,0,0,0,0,0
483,David Silva,es  ESP,MF,Real Sociedad,37-104,1986,17.2,61,3.54,51,0,3,4,1,2,12,0.70,11,0,0,0,0,1
484,Rui Silva,pt  POR,GK,Betis,29-074,1994,23.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
485,Unai Simón,es  ESP,GK,Athletic Club,25-315,1997,23.5,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
486,Rubén Sobrino,es  ESP,"MF,FW",Cádiz,30-325,1992,20.8,35,1.69,26,0,1,2,5,1,3,0.14,3,0,0,0,0,0
487,Alex Sola,es  ESP,DF,Real Sociedad,23-317,1999,3.9,6,1.54,3,2,0,0,1,0,2,0.51,1,0,0,0,1,0
488,Augusto Solari,ar  ARG,"MF,FW",Celta Vigo,31-109,1992,2.4,5,2.06,5,0,0,0,0,0,2,0.83,2,0,0,0,0,0
489,Carlos Soler,es  ESP,MF,Valencia,26-110,1997,2.7,6,2.23,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
490,David Soria,es  ESP,GK,Getafe,30-018,1993,29.0,4,0.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
491,Hugo Sotelo,es  ESP,MF,Celta Vigo,19-124,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
492,Dyego Sousa,pt  POR,FW,Almería,33-220,1989,4.1,8,1.93,5,0,2,1,0,0,1,0.24,1,0,0,0,0,0
493,Vinicius Souza,br  BRA,MF,Espanyol,23-309,1999,24.5,27,1.10,22,0,1,2,1,1,3,0.12,3,0,0,0,0,0
494,Jørgen Strand Larsen,no  NOR,FW,Celta Vigo,23-075,2000,14.6,21,1.44,14,0,1,2,3,1,6,0.41,5,0,1,0,0,0
495,Cristhian Stuani,uy  URU,FW,Girona,36-192,1986,8.5,15,1.77,7,0,0,5,2,1,1,0.12,0,0,0,0,1,0
496,Damián Suárez,uy  URU,"DF,MF",Getafe,34-360,1988,14.8,33,2.23,18,14,0,0,1,0,1,0.07,0,1,0,0,0,0
497,Denis Suárez,es  ESP,MF,Espanyol,29-106,1994,5.0,20,3.98,11,6,2,0,1,0,0,0.00,0,0,0,0,0,0
498,Mario Suárez,es  ESP,"DF,MF",Rayo Vallecano,36-057,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
499,Suso,es  ESP,"MF,FW",Sevilla,29-154,1993,8.5,47,5.51,38,6,2,1,0,0,4,0.47,2,1,1,0,0,0
500,Williot Swedberg,se  SWE,MF,Celta Vigo,19-080,2004,0.4,1,2.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
501,Alexander Sørloth,no  NOR,FW,Real Sociedad,27-138,1995,19.8,41,2.08,29,0,4,5,2,1,2,0.10,1,0,1,0,0,0
502,Renato Tapia,pe  PER,"MF,DF",Celta Vigo,27-268,1995,10.2,18,1.76,14,1,1,1,0,1,0,0.00,0,0,0,0,0,0
503,Aurélien Tchouaméni,fr  FRA,MF,Real Madrid,23-085,2000,16.8,50,2.97,41,1,2,3,2,1,10,0.59,10,0,0,0,0,0
504,Alex Telles,br  BRA,DF,Sevilla,30-128,1992,11.3,34,3.01,26,4,0,2,2,0,3,0.27,2,0,0,0,1,0
505,Marc-André ter Stegen,de  GER,GK,Barcelona,30-357,1992,29.0,9,0.31,8,1,0,0,0,0,1,0.03,1,0,0,0,0,0
506,Raúl de Tomás,es  ESP,FW,Rayo Vallecano,28-187,1994,3.6,10,2.79,6,0,3,0,1,0,0,0.00,0,0,0,0,0,0
507,Pablo Torre,es  ESP,"MF,FW",Barcelona,20-019,2003,0.5,1,1.96,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
508,David Torres,es  ESP,DF,Valladolid,20-048,2003,1.5,1,0.69,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
509,Ferrán Torres,es  ESP,FW,Barcelona,23-052,2000,12.6,43,3.41,27,5,7,3,0,1,2,0.16,2,0,0,0,0,0
510,Óliver Torres,es  ESP,"MF,FW",Sevilla,28-163,1994,19.1,53,2.77,43,2,0,3,3,2,4,0.21,3,0,0,1,0,0
511,Pau Torres,es  ESP,DF,Villarreal,26-096,1997,25.9,33,1.27,26,0,0,4,3,0,1,0.04,0,0,0,0,1,0
512,Roberto Torres,es  ESP,"FW,MF",Osasuna,34-046,1989,0.1,2,16.36,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
513,Lucas Torró,es  ESP,MF,Osasuna,28-277,1994,21.9,19,0.87,15,0,0,3,1,0,0,0.00,0,0,0,0,0,0
514,Nabil Touaizi,ma  MAR,MF,Espanyol,22-080,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
515,Óscar Trejo,ar  ARG,"MF,FW",Rayo Vallecano,34-361,1988,19.5,88,4.51,67,5,7,3,4,2,10,0.51,9,1,0,0,0,0
516,Manu Trigueros,es  ESP,MF,Villarreal,31-187,1991,6.9,9,1.31,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0
517,Viktor Tsyhankov,ua  UKR,MF,Girona,25-158,1997,7.8,25,3.21,19,5,1,0,0,0,3,0.39,3,0,0,0,0,0
518,Beñat Turrientes,es  ESP,"MF,FW",Real Sociedad,21-081,2002,1.2,4,3.40,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
519,Enes Ünal,tr  TUR,FW,Getafe,25-347,1997,28.0,54,1.93,35,0,2,4,12,1,6,0.21,4,0,0,0,2,0
520,Oscar Ureña,es  ESP,MF,Girona,20-111,2003,1.1,2,1.80,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
521,Óscar Valentín,es  ESP,MF,Rayo Vallecano,28-245,1994,21.4,40,1.87,34,0,0,1,2,3,1,0.05,1,0,0,0,0,0
522,Valery,es  ESP,"MF,DF",Girona,23-150,1999,7.9,23,2.93,19,1,1,0,2,0,4,0.51,3,0,0,0,1,0
523,Enrique Valiente,es  ESP,DF,Sevilla,20-364,2002,4.1,1,0.24,0,0,0,1,0,0,1,0.24,0,0,0,1,0,0
524,Martin Valjent,sk  SVK,DF,Mallorca,27-132,1995,21.5,4,0.19,3,0,0,0,1,0,1,0.05,0,0,0,0,1,0
525,Jesús Vallejo,es  ESP,DF,Real Madrid,26-107,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
526,Manu Vallejo,es  ESP,"FW,MF",Girona,26-067,1997,2.3,10,4.37,6,0,0,1,3,0,4,1.75,1,0,0,0,3,0
527,Federico Valverde,uy  URU,"MF,FW",Real Madrid,24-274,1998,23.8,78,3.28,74,0,2,1,1,0,12,0.50,11,0,1,0,0,0
528,Jesus Vazquez,es  ESP,DF,Valencia,20-110,2003,3.3,11,3.33,6,0,2,2,0,1,0,0.00,0,0,0,0,0,0
529,Kevin Vázquez,es  ESP,"DF,MF",Celta Vigo,30-030,1993,2.0,4,2.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
530,Lucas Vázquez,es  ESP,DF,Real Madrid,31-295,1991,8.2,27,3.28,21,2,0,1,2,1,0,0.00,0,0,0,0,0,0
531,Gabriel Veiga,es  ESP,MF,Celta Vigo,20-330,2002,18.3,60,3.28,43,2,9,3,2,1,8,0.44,6,0,2,0,0,0
532,Unai Vencedor Paris,es  ESP,MF,Athletic Club,22-158,2000,1.7,2,1.21,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
533,Gonzalo Verdú,es  ESP,DF,Elche,34-183,1988,6.7,2,0.30,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
534,Mikel Vesga,es  ESP,MF,Athletic Club,29-336,1993,22.6,47,2.08,43,0,0,2,1,1,6,0.26,3,0,0,1,1,1
535,Aleix Vidal,es  ESP,"FW,MF",Espanyol,33-244,1989,10.9,19,1.75,14,2,2,0,0,1,3,0.28,2,0,0,0,0,1
536,Nacho Vidal,es  ESP,DF,Osasuna,28-088,1995,12.7,19,1.49,12,3,0,3,1,0,0,0.00,0,0,0,0,0,0
537,Asier Villalibre,es  ESP,FW,Athletic Club,25-204,1997,1.1,3,2.73,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
538,Gonzalo Villar,es  ESP,"MF,FW",Getafe,25-030,1998,2.9,4,1.38,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
539,Iván Villar,es  ESP,GK,Celta Vigo,25-287,1997,10.0,3,0.30,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
540,Daniel Vivian,es  ESP,DF,Athletic Club,23-281,1999,19.4,12,0.62,8,1,0,2,1,0,0,0.00,0,0,0,0,0,0
541,Shon Weissman,il  ISR,FW,Valladolid,27-067,1996,8.3,4,0.48,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
542,Axel Werner,ar  ARG,GK,Elche,27-053,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
543,Iñaki Williams,gh  GHA,FW,Athletic Club,28-311,1994,23.6,58,2.46,46,0,8,2,2,0,7,0.30,6,0,1,0,0,0
544,Nico Williams,es  ESP,FW,Athletic Club,20-284,2002,23.6,87,3.69,56,8,15,3,4,1,8,0.34,4,0,2,1,1,0
545,Axel Witsel,be  BEL,"DF,MF",Atlético Madrid,34-100,1989,16.7,15,0.90,14,0,0,1,0,0,2,0.12,2,0,0,0,0,0
546,Jawad El Yamiq,ma  MAR,DF,Valladolid,31-052,1992,12.7,6,0.45,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
547,Joseba Zaldúa,es  ESP,DF,Cádiz,30-302,1992,7.1,7,0.99,5,0,0,0,1,1,1,0.14,1,0,0,0,0,0
