,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G+A_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
343,Monchu,es  ESP,MF,Valladolid,23-160,1999,19,13,1145,12.7,1,1,2,1,0,0,6,0,0.9,0.9,1.3,2.2,8,56,19,0.08,0.08,0.16,0.08,0.16,0.07,0.10,0.17,0.07,0.17
344,César Montes,mx  MEX,DF,Espanyol,25-361,1997,5,4,315,3.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,4,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
345,Gonzalo Montiel,ar  ARG,DF,Sevilla,26-050,1997,14,10,863,9.6,0,1,1,0,0,0,4,1,0.7,0.7,1.0,1.6,22,32,58,0.00,0.10,0.10,0.00,0.10,0.07,0.10,0.17,0.07,0.17
346,Martín Montoya,es  ESP,DF,Betis,31-312,1991,3,3,183,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,7,5,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17
347,Álvaro Morata,es  ESP,FW,Atlético Madrid,30-120,1992,22,16,1251,13.9,7,1,8,7,0,0,3,0,6.2,6.2,0.8,7.0,19,15,62,0.50,0.07,0.58,0.50,0.58,0.44,0.06,0.50,0.44,0.50
348,Jon Morcillo,es  ESP,"FW,MF",Athletic Club,24-158,1998,9,0,63,0.7,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.5,6,2,15,0.00,1.43,1.43,0.00,1.43,0.22,0.45,0.66,0.22,0.66
349,Alberto Moreno,es  ESP,DF,Villarreal,30-230,1992,11,8,688,7.6,0,0,0,0,0,0,5,0,0.3,0.3,0.8,1.1,17,20,44,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14
350,Álex Moreno,es  ESP,DF,Betis,29-257,1993,15,15,1350,15.0,0,3,3,0,0,0,1,0,1.3,1.3,1.5,2.7,49,44,76,0.00,0.20,0.20,0.00,0.20,0.08,0.10,0.18,0.08,0.18
351,Diego Moreno,es  ESP,DF,Osasuna,21-244,2001,6,5,441,4.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.6,7,9,17,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12
352,Gerard Moreno,es  ESP,FW,Villarreal,30-319,1992,12,11,919,10.2,5,2,7,4,1,2,2,0,6.6,5.0,2.0,7.0,13,45,83,0.49,0.20,0.69,0.39,0.59,0.65,0.20,0.85,0.49,0.69
353,Tete Morente,es  ESP,MF,Elche,26-078,1996,16,9,835,9.3,0,0,0,0,0,0,3,0,1.5,1.5,0.2,1.7,20,24,59,0.00,0.00,0.00,0.00,0.00,0.16,0.02,0.18,0.16,0.18
354,Ilaix Moriba,gn  GUI,MF,Valencia,20-032,2003,13,6,570,6.3,0,1,1,0,0,0,4,1,0.8,0.8,0.6,1.4,11,35,15,0.00,0.16,0.16,0.00,0.16,0.13,0.09,0.22,0.13,0.22
355,Loren Morón,es  ESP,FW,Betis,29-052,1993,2,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
356,Cristhian Mosquera,co  COL,DF,Valencia,18-238,2004,3,1,145,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,1,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
357,Abdul Mumin,gh  GHA,DF,Rayo Vallecano,24-259,1998,4,2,193,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
358,Iker Muniain,es  ESP,"MF,FW",Athletic Club,30-063,1992,19,14,1174,13.0,0,2,2,0,0,0,1,0,2.5,2.5,3.0,5.5,36,103,75,0.00,0.15,0.15,0.00,0.15,0.19,0.23,0.42,0.19,0.42
359,Aihen Muñoz,es  ESP,DF,Real Sociedad,25-188,1997,11,9,756,8.4,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,15,14,40,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
360,Álvaro Muñoz,uy  URU,FW,Real Madrid,18-221,2004,1,0,3,0.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,0,1,0,0.00,30.00,30.00,0.00,30.00,0.00,8.62,8.62,0.00,8.62
361,Iker Muñoz,es  ESP,MF,Osasuna,20-107,2002,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
362,Pablo Muñoz,es  ESP,MF,Rayo Vallecano,19-169,2003,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
363,Vedat Muriqi,xk  KVX,FW,Mallorca,28-302,1994,20,20,1734,19.3,9,2,11,7,2,3,4,1,8.0,5.6,1.5,7.1,19,34,90,0.47,0.10,0.57,0.36,0.47,0.41,0.08,0.49,0.29,0.37
364,Yunus Musah,us  USA,MF,Valencia,20-083,2002,18,17,1391,15.5,0,2,2,0,0,0,7,0,1.4,1.4,1.4,2.8,48,67,65,0.00,0.13,0.13,0.00,0.13,0.09,0.09,0.18,0.09,0.18
365,Nacho,es  ESP,DF,Real Madrid,33-033,1990,13,7,672,7.5,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,7,26,13,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
366,Juanjo Narváez,co  COL,"MF,FW",Valladolid,28-008,1995,5,1,148,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,9,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
367,Matija Nastasić,rs  SRB,DF,Mallorca,29-329,1993,9,6,576,6.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,17,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
368,Roberto Navarro,es  ESP,"MF,FW",Real Sociedad,20-314,2002,16,1,342,3.8,0,0,0,0,0,0,2,0,1.0,1.0,1.2,2.2,16,13,29,0.00,0.00,0.00,0.00,0.00,0.27,0.32,0.59,0.27,0.59
369,Jesús Navas,es  ESP,"DF,FW",Sevilla,37-091,1985,18,12,1116,12.4,0,0,0,0,0,0,3,0,0.2,0.2,1.8,2.0,26,64,143,0.00,0.00,0.00,0.00,0.00,0.01,0.15,0.16,0.01,0.16
370,Álvaro Negredo,es  ESP,FW,Cádiz,37-184,1985,14,7,556,6.2,1,2,3,1,0,0,0,0,1.2,1.2,2.0,3.2,1,11,12,0.16,0.32,0.49,0.16,0.49,0.20,0.32,0.52,0.20,0.52
371,Tanguy Nianzou,fr  FRA,DF,Sevilla,20-258,2002,14,12,1000,11.1,1,0,1,1,0,0,1,1,0.4,0.4,0.0,0.4,3,44,0,0.09,0.00,0.09,0.09,0.09,0.04,0.00,0.04,0.04,0.04
372,Saúl Ñíguez,es  ESP,"MF,DF",Atlético Madrid,28-091,1994,18,6,542,6.0,1,1,2,1,0,0,7,0,1.0,1.0,0.1,1.1,8,20,35,0.17,0.17,0.33,0.17,0.33,0.17,0.01,0.18,0.17,0.18
373,Fernando Niño,es  ESP,"MF,FW",Villarreal,22-119,2000,3,0,22,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29
374,Diego Noguerol,es  ESP,"FW,DF",Valencia,20-283,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
375,Unai Núñez,es  ESP,DF,Celta Vigo,26-021,1997,20,20,1800,20.0,0,0,0,0,0,0,6,0,0.6,0.6,0.1,0.7,14,79,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04
376,Jan Oblak,si  SVN,GK,Atlético Madrid,30-044,1993,20,20,1772,19.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
377,Brian Ocampo,uy  URU,"MF,FW",Cádiz,23-240,1999,18,15,1119,12.4,1,1,2,1,0,0,2,0,0.5,0.5,1.7,2.2,41,23,80,0.08,0.08,0.16,0.08,0.16,0.04,0.14,0.18,0.04,0.18
378,Lucas Ocampos,ar  ARG,"FW,MF",Sevilla,28-224,1994,8,3,358,4.0,0,0,0,0,0,0,2,0,0.6,0.6,0.5,1.2,11,11,32,0.00,0.00,0.00,0.00,0.00,0.15,0.14,0.29,0.15,0.29
379,Álvaro Odriozola,es  ESP,DF,Real Madrid,27-068,1995,1,0,23,0.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,1,4,0.00,0.00,0.00,0.00,0.00,1.61,0.25,1.86,1.61,1.86
380,Olasagasti,es  ESP,"MF,DF",Real Sociedad,22-188,2000,3,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
381,Lucas Olaza,uy  URU,DF,Valladolid,28-214,1994,14,11,1049,11.7,0,0,0,0,0,0,3,0,0.1,0.1,0.6,0.7,11,44,74,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06
382,Brian Oliván,es  ESP,DF,Espanyol,28-325,1994,21,21,1817,20.2,1,5,6,1,0,0,6,0,0.5,0.5,3.4,3.9,36,60,101,0.05,0.25,0.30,0.05,0.30,0.03,0.17,0.19,0.03,0.19
383,Lucas Oliveira Rosa,br  BRA,DF,Valladolid,22-323,2000,10,7,577,6.4,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,12,11,28,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.10,0.03,0.10
384,Aimar Oroz,es  ESP,"MF,FW",Osasuna,21-085,2001,17,11,994,11.0,3,1,4,2,1,1,3,0,2.6,1.8,0.7,2.6,15,39,78,0.27,0.09,0.36,0.18,0.27,0.24,0.07,0.30,0.16,0.23
385,Pedro Ortiz,es  ESP,MF,Sevilla,22-185,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
386,Mikel Oyarzabal,es  ESP,FW,Real Sociedad,25-305,1997,8,3,334,3.7,2,1,3,1,1,1,0,0,2.1,1.3,1.6,2.9,8,13,44,0.54,0.27,0.81,0.27,0.54,0.56,0.42,0.99,0.35,0.77
387,Cenk Özkacar,tr  TUR,DF,Valencia,22-137,2000,6,4,509,5.7,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,10,28,1,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10
388,Jon Pacheco,es  ESP,DF,Real Sociedad,22-043,2001,9,7,678,7.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
389,Gonçalo Paciência,pt  POR,"FW,MF",Celta Vigo,28-203,1994,13,4,401,4.5,1,0,1,1,0,0,2,1,0.9,0.9,0.4,1.3,3,4,25,0.22,0.00,0.22,0.22,0.22,0.19,0.10,0.29,0.19,0.29
390,Helibelton Palacios,co  COL,DF,Elche,29-254,1993,16,15,1255,13.9,0,0,0,0,0,0,4,0,0.4,0.4,0.8,1.2,18,30,15,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09
391,Isaac Palazón Camacho,es  ESP,"FW,MF",Rayo Vallecano,28-055,1994,21,20,1678,18.6,5,5,10,4,1,2,4,0,4.1,2.5,3.1,5.6,23,70,115,0.27,0.27,0.54,0.21,0.48,0.22,0.16,0.38,0.13,0.30
392,Aitor Paredes,es  ESP,DF,Athletic Club,22-297,2000,7,1,147,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,5,1,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
393,Daniel Parejo,es  ESP,MF,Villarreal,33-310,1989,22,22,1935,21.5,1,3,4,0,1,1,3,0,1.6,0.8,2.9,3.7,22,154,21,0.05,0.14,0.19,0.00,0.14,0.07,0.13,0.21,0.04,0.17
394,Moises Parra Gutierrez,es  ESP,FW,Getafe,20-241,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
395,Raúl Parra,es  ESP,"DF,MF",Cádiz,23-086,1999,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
396,Javier Pastore,ar  ARG,MF,Elche,33-245,1989,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
397,Gabriel Paulista,br  BRA,DF,Valencia,32-086,1990,12,9,740,8.2,1,0,1,1,0,0,1,1,0.5,0.5,0.2,0.8,7,42,0,0.12,0.00,0.12,0.12,0.12,0.07,0.03,0.09,0.07,0.09
398,Alfonso Pedraza,es  ESP,DF,Villarreal,26-317,1996,12,10,836,9.3,0,1,1,0,0,0,1,0,0.7,0.7,0.7,1.3,27,18,76,0.00,0.11,0.11,0.00,0.11,0.07,0.07,0.14,0.07,0.14
399,Pedri,es  ESP,MF,Barcelona,20-087,2002,21,18,1629,18.1,6,0,6,6,0,0,2,0,3.5,3.5,3.4,6.9,50,148,72,0.33,0.00,0.33,0.33,0.33,0.19,0.19,0.38,0.19,0.38
400,Rubén Peña,es  ESP,"DF,MF",Osasuna,31-217,1991,11,7,653,7.3,0,1,1,0,0,0,1,1,1.1,1.1,0.7,1.9,17,31,37,0.00,0.14,0.14,0.00,0.14,0.15,0.10,0.25,0.15,0.25
401,Alberto Perea,es  ESP,MF,Cádiz,32-063,1990,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
402,Ayoze Pérez,es  ESP,FW,Betis,29-206,1993,3,1,121,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,4,3,6,0.00,0.00,0.00,0.00,0.00,0.23,0.14,0.37,0.23,0.37
403,Carles Pérez,es  ESP,"MF,FW",Celta Vigo,25-004,1998,21,11,1030,11.4,0,3,3,0,0,0,3,0,1.5,1.5,0.6,2.0,42,27,84,0.00,0.26,0.26,0.00,0.26,0.13,0.05,0.18,0.13,0.18
404,Francisco Perez,es  ESP,"FW,DF",Valencia,20-164,2002,4,0,41,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,6,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
405,Kike Pérez,es  ESP,MF,Valladolid,26-006,1997,21,17,1487,16.5,0,2,2,0,0,0,4,0,1.4,1.4,1.2,2.6,39,94,49,0.00,0.12,0.12,0.00,0.12,0.09,0.07,0.16,0.09,0.16
406,Lucas Pérez,es  ESP,FW,Cádiz,34-163,1988,14,5,628,7.0,3,0,3,3,0,0,3,0,2.0,2.0,0.6,2.5,8,14,24,0.43,0.00,0.43,0.43,0.43,0.28,0.08,0.36,0.28,0.36
407,Luis Pérez,es  ESP,DF,Valladolid,28-016,1995,11,9,793,8.8,0,1,1,0,0,0,2,0,0.0,0.0,0.5,0.5,19,29,48,0.00,0.11,0.11,0.00,0.11,0.00,0.05,0.05,0.00,0.05
408,Germán Pezzella,ar  ARG,DF,Betis,31-238,1991,18,16,1431,15.9,0,0,0,0,0,0,2,2,0.8,0.8,0.1,0.9,2,32,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
409,Ronaël Pierre-Gabriel,fr  FRA,DF,Espanyol,24-252,1998,2,1,71,0.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,4,4,6,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
410,Yeremi Pino,es  ESP,"MF,FW",Villarreal,20-123,2002,21,16,1271,14.1,2,2,4,2,0,0,3,0,3.0,3.0,2.2,5.2,29,31,127,0.14,0.14,0.28,0.14,0.28,0.21,0.16,0.37,0.21,0.37
411,Gerard Piqué,es  ESP,DF,Barcelona,36-018,1987,6,4,384,4.3,0,0,0,0,0,0,2,1,0.4,0.4,0.0,0.4,3,35,1,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.09,0.09,0.09
412,Óscar Plano,es  ESP,"FW,MF",Valladolid,32-009,1991,22,15,1431,15.9,1,1,2,1,0,0,2,0,1.9,1.9,1.3,3.2,23,53,70,0.06,0.06,0.13,0.06,0.13,0.12,0.08,0.20,0.12,0.20
413,Gonzalo Plata,ec  ECU,"FW,MF",Valladolid,22-111,2000,18,11,1099,12.2,0,2,2,0,0,0,0,0,1.6,1.6,1.4,3.0,50,23,110,0.00,0.16,0.16,0.00,0.16,0.13,0.11,0.24,0.13,0.24
414,Ezequiel Ponce,ar  ARG,FW,Elche,25-328,1997,21,7,845,9.4,3,0,3,3,0,0,2,0,2.5,2.5,0.4,2.9,8,14,40,0.32,0.00,0.32,0.32,0.32,0.27,0.04,0.31,0.27,0.31
415,Francisco Portillo,es  ESP,"FW,MF",Almería,32-252,1990,15,2,364,4.0,2,0,2,2,0,0,1,0,0.6,0.6,0.1,0.8,6,41,28,0.49,0.00,0.49,0.49,0.49,0.16,0.03,0.19,0.16,0.19
416,Portu,es  ESP,"DF,MF",Getafe,30-275,1992,18,7,796,8.8,0,2,2,0,0,0,4,1,0.6,0.6,0.8,1.4,25,19,63,0.00,0.23,0.23,0.00,0.23,0.07,0.09,0.16,0.07,0.16
417,José Pozo,es  ESP,MF,Rayo Vallecano,26-342,1996,6,1,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,5,7,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.16,0.04,0.16
418,Alejandro Pozo Pozo,es  ESP,DF,Almería,23-363,1999,17,11,1026,11.4,0,1,1,0,0,0,0,0,0.2,0.2,2.4,2.6,24,40,61,0.00,0.09,0.09,0.00,0.09,0.02,0.21,0.23,0.02,0.23
419,Abdón Prats,es  ESP,"FW,MF",Mallorca,30-075,1992,15,1,186,2.1,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,1,4,5,0.48,0.00,0.48,0.48,0.48,0.33,0.07,0.40,0.33,0.40
420,Javi Puado,es  ESP,"FW,MF",Espanyol,24-271,1998,21,14,1306,14.5,3,1,4,3,0,0,3,0,5.4,5.4,1.2,6.5,28,29,67,0.21,0.07,0.28,0.21,0.28,0.37,0.08,0.45,0.37,0.45
421,Arnau Puigmal,es  ESP,"MF,DF",Almería,22-041,2001,12,1,322,3.6,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,14,10,24,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15
422,Domingos Quina,pt  POR,MF,Elche,23-094,1999,10,2,275,3.1,0,0,0,0,0,0,3,1,0.2,0.2,0.4,0.6,12,17,7,0.00,0.00,0.00,0.00,0.00,0.07,0.14,0.21,0.07,0.21
423,Antonio Raillo,es  ESP,DF,Mallorca,31-135,1991,21,21,1890,21.0,1,1,2,1,0,0,7,0,0.3,0.3,0.5,0.7,6,34,2,0.05,0.05,0.10,0.05,0.10,0.01,0.02,0.04,0.01,0.04
424,Predrag Rajković,rs  SRB,GK,Mallorca,27-112,1995,22,22,1980,22.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
425,Ivan Rakitić,hr  CRO,MF,Sevilla,34-347,1988,17,11,945,10.5,1,2,3,0,1,1,3,1,1.9,1.2,1.2,2.3,27,79,62,0.10,0.19,0.29,0.00,0.19,0.18,0.11,0.30,0.11,0.22
426,Largie Ramazani,be  BEL,"FW,MF",Almería,21-358,2001,20,12,1084,12.0,3,0,3,3,0,1,4,0,3.6,2.8,0.7,3.5,46,25,72,0.25,0.00,0.25,0.25,0.25,0.30,0.05,0.35,0.23,0.29
427,Chris Ramos,es  ESP,"MF,FW",Cádiz,26-033,1997,2,0,38,0.4,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.7,1,0,2,0.00,0.00,0.00,0.00,0.00,1.48,0.11,1.59,1.48,1.59
428,Raphinha,br  BRA,FW,Barcelona,26-068,1996,21,12,1056,11.7,4,4,8,4,0,0,4,0,5.3,5.3,4.2,9.5,61,62,179,0.34,0.34,0.68,0.34,0.68,0.45,0.36,0.81,0.45,0.81
429,Sergio Reguilón,es  ESP,DF,Atlético Madrid,26-066,1996,4,0,87,1.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,5,6,11,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
430,Pepe Reina,es  ESP,GK,Villarreal,40-173,1982,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
431,Reinier,br  BRA,"MF,FW",Girona,21-032,2002,7,3,313,3.5,1,0,1,1,0,0,1,0,0.8,0.8,0.2,1.0,4,9,9,0.29,0.00,0.29,0.29,0.29,0.24,0.05,0.28,0.24,0.28
432,Karim Rekik,nl  NED,DF,Sevilla,28-080,1994,10,9,664,7.4,1,1,2,1,0,0,1,0,0.7,0.7,0.0,0.7,10,37,5,0.14,0.14,0.27,0.14,0.27,0.09,0.00,0.09,0.09,0.09
433,Álex Remiro,es  ESP,GK,Real Sociedad,27-333,1995,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
434,Alejandro Revuelta Montero,es  ESP,DF,Getafe,22-310,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
435,Chadi Riad,es  ESP,MF,Barcelona,19-248,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
436,Nico Ribaudo,es  ESP,"FW,MF",Espanyol,21-315,2001,16,7,431,4.8,0,1,1,0,0,0,2,0,0.5,0.5,0.1,0.6,15,11,29,0.00,0.21,0.21,0.00,0.21,0.09,0.02,0.12,0.09,0.12
437,Diego Rico,es  ESP,DF,Real Sociedad,29-362,1993,15,13,1224,13.6,0,0,0,0,0,0,2,0,0.1,0.1,1.1,1.1,23,40,59,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08
438,Rodrigo Riquelme,es  ESP,"MF,FW",Girona,22-324,2000,21,15,1346,15.0,4,2,6,4,0,0,0,0,2.7,2.7,2.2,4.9,67,58,99,0.27,0.13,0.40,0.27,0.40,0.18,0.15,0.33,0.18,0.33
439,Sergi Roberto,es  ESP,"DF,MF",Barcelona,31-013,1992,13,6,634,7.0,3,1,4,3,0,0,1,0,1.4,1.4,0.6,2.0,28,56,35,0.43,0.14,0.57,0.43,0.57,0.20,0.08,0.29,0.20,0.29
440,Lucas Robertone,ar  ARG,MF,Almería,25-339,1997,21,20,1577,17.5,1,5,6,1,0,0,5,0,1.9,1.9,4.4,6.3,24,85,61,0.06,0.29,0.34,0.06,0.34,0.11,0.25,0.36,0.11,0.36
441,Joel Roca,es  ESP,"MF,FW",Girona,17-258,2005,4,0,67,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,1,13,0.00,0.00,0.00,0.00,0.00,0.24,0.05,0.29,0.24,0.29
442,Enzo Roco,cl  CHI,DF,Elche,30-188,1992,17,16,1301,14.5,0,0,0,0,0,0,4,0,0.4,0.4,0.0,0.4,5,32,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
443,Rodrigo,es  ESP,"FW,MF",Betis,22-280,2000,16,12,902,10.0,2,1,3,2,0,0,0,0,1.2,1.2,0.7,2.0,20,50,65,0.20,0.10,0.30,0.20,0.30,0.12,0.07,0.20,0.12,0.20
