,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G+A_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
121,Juan Cruz,es  ESP,FW,Betis,22-301,2000,5,1,174,1.9,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.6,7,1,14,0.52,0.00,0.52,0.52,0.52,0.23,0.07,0.30,0.23,0.30
122,Jorge Cuenca,es  ESP,DF,Villarreal,23-095,1999,6,4,356,4.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,6,20,0,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08
123,Braian Cufré,ar  ARG,DF,Mallorca,26-067,1996,5,2,220,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,7,9,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
124,Matheus Cunha,br  BRA,"FW,MF",Atlético Madrid,23-269,1999,11,2,377,4.2,0,2,2,0,0,0,2,0,1.4,1.4,0.8,2.2,6,7,19,0.00,0.48,0.48,0.00,0.48,0.34,0.20,0.53,0.34,0.53
125,Curro,es  ESP,MF,Almería,27-048,1996,2,0,43,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,1,1,0.00,0.00,0.00,0.00,0.00,0.19,0.44,0.63,0.19,0.63
126,Arnaut Danjuma,nl  NED,FW,Villarreal,26-020,1997,10,6,479,5.3,2,0,2,1,1,1,0,0,2.7,1.9,0.4,2.3,12,2,35,0.38,0.00,0.38,0.19,0.19,0.50,0.07,0.58,0.36,0.43
127,Sergi Darder,es  ESP,MF,Espanyol,29-060,1993,22,22,1953,21.7,4,1,5,4,0,0,2,0,1.9,1.9,4.3,6.2,73,142,44,0.18,0.05,0.23,0.18,0.23,0.09,0.20,0.28,0.09,0.28
128,Rodrigo De Paul,ar  ARG,MF,Atlético Madrid,28-272,1994,17,13,1023,11.4,1,2,3,1,0,0,3,0,0.3,0.3,3.4,3.6,28,99,32,0.09,0.18,0.26,0.09,0.26,0.02,0.30,0.32,0.02,0.32
129,Alberto Del Moral,es  ESP,MF,Villarreal,22-215,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
130,Thomas Delaney,dk  DEN,MF,Sevilla,31-170,1991,8,2,309,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.2,1,7,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
131,Fran Delgado,es  ESP,DF,Betis,21-224,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
132,Ousmane Dembélé,fr  FRA,FW,Barcelona,25-281,1997,18,14,1100,12.2,5,5,10,5,0,0,4,0,2.9,2.9,3.7,6.6,92,58,148,0.41,0.41,0.82,0.41,0.82,0.24,0.30,0.54,0.24,0.54
133,Mouctar Diakhaby,gn  GUI,DF,Valencia,26-063,1996,14,14,1151,12.8,2,0,2,2,0,0,6,1,1.4,1.4,0.2,1.6,6,39,4,0.16,0.00,0.16,0.16,0.16,0.11,0.01,0.12,0.11,0.12
134,Mamady Diarra,ml  MLI,"MF,DF",Cádiz,22-239,2000,2,1,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,0,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20
135,Youba Diarra,ml  MLI,MF,Cádiz,24-333,1998,3,0,42,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136,Stole Dimitrievski,mk  MKD,GK,Rayo Vallecano,29-057,1993,21,21,1890,21.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,Malcom Abdulai Ares Djalo,es  ESP,FW,Athletic Club,21-131,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.61,0.61,0.61
138,Djené,tg  TOG,DF,Getafe,31-051,1991,18,18,1536,17.1,0,0,0,0,0,0,5,0,0.1,0.1,0.1,0.3,5,40,9,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
139,Marko Dmitrović,rs  SRB,GK,Sevilla,31-027,1992,3,2,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
140,Kasper Dolberg,dk  DEN,FW,Sevilla,25-137,1997,4,2,197,2.2,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,2,2,9,0.00,0.46,0.46,0.00,0.46,0.02,0.18,0.20,0.02,0.20
141,Carlos Dominguez,es  ESP,MF,Celta Vigo,22-009,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
142,John Donald,es  ESP,DF,Elche,22-174,2000,3,2,150,1.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
143,Domingos Duarte,pt  POR,DF,Getafe,27-347,1995,20,20,1755,19.5,0,2,2,0,0,0,7,0,0.8,0.8,0.7,1.5,4,36,0,0.00,0.10,0.10,0.00,0.10,0.04,0.04,0.07,0.04,0.07
144,Pablo Durán,es  ESP,"MF,DF",Celta Vigo,22-026,2001,4,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
145,Hugo Duro,es  ESP,"FW,MF",Valencia,23-102,1999,15,4,541,6.0,1,0,1,1,0,0,2,0,2.0,2.0,0.5,2.5,6,3,30,0.17,0.00,0.17,0.17,0.17,0.34,0.08,0.42,0.34,0.42
146,Íñigo Eguaras,es  ESP,MF,Almería,30-350,1992,16,7,628,7.0,1,1,2,1,0,0,4,0,0.9,0.9,0.6,1.4,3,48,7,0.14,0.14,0.29,0.14,0.29,0.12,0.08,0.21,0.12,0.21
147,Aritz Elustondo,es  ESP,DF,Real Sociedad,28-329,1994,16,12,1028,11.4,0,1,1,0,0,0,4,1,0.6,0.6,1.0,1.6,15,38,14,0.00,0.09,0.09,0.00,0.09,0.05,0.09,0.14,0.05,0.14
148,Rodrigo Ely,br  BRA,DF,Almería,29-109,1993,21,21,1805,20.1,0,0,0,0,0,0,5,1,0.6,0.6,0.2,0.7,6,30,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
149,Youssef En-Nesyri,ma  MAR,FW,Sevilla,25-264,1997,18,8,756,8.4,3,0,3,3,0,0,2,0,3.2,3.2,0.1,3.3,7,3,37,0.36,0.00,0.36,0.36,0.36,0.38,0.01,0.40,0.38,0.40
150,Gonzalo Escalante,ar  ARG,MF,Cádiz,29-330,1993,4,3,271,3.0,2,0,2,2,0,0,1,0,1.1,1.1,0.1,1.2,1,14,2,0.66,0.00,0.66,0.66,0.66,0.37,0.03,0.40,0.37,0.40
151,Sergio Escudero,es  ESP,DF,Valladolid,33-171,1989,10,10,767,8.5,0,0,0,0,0,0,2,0,0.6,0.6,0.5,1.0,8,20,22,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12
152,Alfonso Espino,uy  URU,DF,Cádiz,31-046,1992,21,20,1772,19.7,0,3,3,0,0,0,5,0,0.5,0.5,1.0,1.5,28,58,70,0.00,0.15,0.15,0.00,0.15,0.03,0.05,0.08,0.03,0.08
153,Bernardo Espinosa,co  COL,DF,Girona,33-224,1989,13,10,842,9.4,0,1,1,0,0,0,3,0,0.5,0.5,0.0,0.6,4,19,2,0.00,0.11,0.11,0.00,0.11,0.06,0.00,0.06,0.06,0.06
154,Edu Expósito,es  ESP,MF,Espanyol,26-203,1996,19,11,941,10.5,2,2,4,2,0,0,3,0,0.5,0.5,1.8,2.3,12,51,45,0.19,0.19,0.38,0.19,0.38,0.05,0.17,0.22,0.05,0.22
155,Nicolás Ezequiel Fernández,ar  ARG,"MF,DF",Elche,23-040,2000,9,2,311,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.4,7,16,21,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10
156,Abdessamad Ezzalzouli,ma  MAR,"FW,MF",Osasuna,21-065,2001,15,9,672,7.5,0,2,2,0,0,0,3,1,0.9,0.9,1.3,2.2,41,19,64,0.00,0.27,0.27,0.00,0.27,0.12,0.17,0.29,0.12,0.29
157,Radamel Falcao,co  COL,"FW,MF",Rayo Vallecano,37-010,1986,18,3,472,5.2,2,0,2,1,1,1,3,0,2.6,1.8,0.1,1.9,0,13,40,0.38,0.00,0.38,0.19,0.19,0.50,0.02,0.51,0.35,0.36
158,Fali,es  ESP,"DF,MF",Cádiz,29-192,1993,15,13,1004,11.2,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.6,2,34,7,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
159,Mamadou Fall,sn  SEN,DF,Villarreal,20-091,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,Ansu Fati,es  ESP,FW,Barcelona,20-112,2002,21,8,863,9.6,3,3,6,3,0,0,2,0,5.6,5.6,1.0,6.6,25,21,109,0.31,0.31,0.63,0.31,0.63,0.58,0.10,0.69,0.58,0.69
161,Zouhair Feddal,ma  MAR,DF,Valladolid,34-050,1989,8,4,375,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,5,0,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
162,Nabil Fekir,fr  FRA,MF,Betis,29-217,1993,14,11,871,9.7,2,2,4,1,1,1,4,1,2.3,1.5,2.1,3.6,40,41,62,0.21,0.21,0.41,0.10,0.31,0.24,0.22,0.46,0.16,0.38
163,Felipe,br  BRA,DF,Atlético Madrid,33-280,1989,3,2,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,20,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
164,Luiz Felipe,it  ITA,DF,Betis,25-335,1997,12,11,862,9.6,0,0,0,0,0,0,1,3,0.2,0.2,0.1,0.3,1,19,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
165,João Félix,pt  POR,"FW,MF",Atlético Madrid,23-102,1999,14,7,650,7.2,4,3,7,4,0,0,5,0,2.8,2.8,1.5,4.3,17,27,42,0.55,0.42,0.97,0.55,0.97,0.39,0.20,0.59,0.39,0.59
166,Kiko Femenía,es  ESP,DF,Villarreal,32-018,1991,14,10,893,9.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,26,45,42,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
167,Aitor Fernández,es  ESP,GK,Osasuna,31-293,1991,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
168,Álex Fernández,es  ESP,"MF,FW",Cádiz,30-128,1992,20,15,1318,14.6,3,0,3,2,1,1,0,0,2.4,1.6,1.3,2.9,16,54,21,0.20,0.00,0.20,0.14,0.14,0.16,0.09,0.25,0.11,0.20
169,Álvaro Fernández,es  ESP,GK,Espanyol,24-313,1998,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
170,Carlos Fernández,es  ESP,FW,Real Sociedad,26-274,1996,12,4,268,3.0,0,0,0,0,0,0,3,0,0.5,0.5,0.4,0.9,5,7,26,0.00,0.00,0.00,0.00,0.00,0.18,0.12,0.30,0.18,0.30
171,Federico Fernández,ar  ARG,DF,Elche,33-364,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
172,Joaquín Fernández,es  ESP,DF,Valladolid,26-265,1996,16,14,1315,14.6,1,0,1,1,0,0,3,0,0.5,0.5,0.1,0.6,5,27,1,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04
173,Fidel,es  ESP,"FW,MF",Elche,33-116,1989,12,6,549,6.1,0,1,1,0,0,0,3,0,0.2,0.2,0.7,0.9,19,33,35,0.00,0.16,0.16,0.00,0.16,0.04,0.12,0.16,0.04,0.16
174,Dimitri Foulquier,fr  FRA,"DF,MF",Valencia,29-334,1993,15,6,665,7.4,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,17,22,34,0.00,0.14,0.14,0.00,0.14,0.01,0.10,0.11,0.01,0.11
175,Juan Foyth,ar  ARG,DF,Villarreal,25-039,1998,11,9,811,9.0,1,0,1,1,0,0,2,0,0.4,0.4,1.1,1.5,23,47,8,0.11,0.00,0.11,0.11,0.11,0.04,0.12,0.17,0.04,0.17
176,Iván Fresneda,es  ESP,DF,Valladolid,18-145,2004,10,7,769,8.5,0,0,0,0,0,0,1,0,0.1,0.1,0.8,0.9,20,32,54,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.10,0.01,0.10
177,Javi Galán,es  ESP,DF,Celta Vigo,28-093,1994,22,21,1900,21.1,0,1,1,0,0,0,2,0,0.4,0.4,2.6,3.0,81,65,146,0.00,0.05,0.05,0.00,0.05,0.02,0.12,0.14,0.02,0.14
178,Iñigo Ruiz de Galarreta,es  ESP,MF,Mallorca,29-198,1993,18,16,1393,15.5,0,0,0,0,0,0,6,0,0.2,0.2,0.6,0.8,12,73,8,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
179,Aleix García,es  ESP,MF,Girona,25-237,1997,22,22,1921,21.3,0,5,5,0,0,0,1,0,1.4,1.4,6.0,7.4,33,123,58,0.00,0.23,0.23,0.00,0.23,0.07,0.28,0.35,0.07,0.35
180,Álvaro García,es  ESP,"FW,MF",Rayo Vallecano,30-116,1992,20,19,1654,18.4,4,2,6,4,0,0,4,0,2.1,2.1,2.9,5.0,80,42,181,0.22,0.11,0.33,0.22,0.33,0.11,0.16,0.27,0.11,0.27
181,Borja García,es  ESP,"FW,MF",Girona,32-110,1990,4,3,220,2.4,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,6,8,8,0.41,0.00,0.41,0.41,0.41,0.24,0.10,0.34,0.24,0.34
182,Carlos García,es  ESP,DF,Cádiz,22-228,2000,1,0,25,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,3.60,3.60,0.00,3.60,0.00,0.40,0.40,0.00,0.40
183,Dani García,es  ESP,MF,Athletic Club,32-272,1990,14,8,663,7.4,0,1,1,0,0,0,3,0,0.4,0.4,0.1,0.5,4,33,2,0.00,0.14,0.14,0.00,0.14,0.05,0.02,0.07,0.05,0.07
184,David García,es  ESP,DF,Osasuna,29-006,1994,19,19,1669,18.5,1,0,1,1,0,0,6,1,0.3,0.3,0.3,0.7,8,64,3,0.05,0.00,0.05,0.05,0.05,0.02,0.02,0.04,0.02,0.04
185,Eric García,es  ESP,DF,Barcelona,22-042,2001,12,10,833,9.3,1,0,1,1,0,0,2,0,1.4,1.4,0.0,1.4,14,56,0,0.11,0.00,0.11,0.11,0.11,0.15,0.00,0.15,0.15,0.15
186,Francisco Garcia,es  ESP,DF,Rayo Vallecano,23-190,1999,22,22,1967,21.9,0,2,2,0,0,0,1,0,0.7,0.7,0.9,1.6,130,93,107,0.00,0.09,0.09,0.00,0.09,0.03,0.04,0.07,0.03,0.07
187,Raúl García,es  ESP,"FW,MF",Athletic Club,36-224,1986,21,4,572,6.4,1,2,3,1,0,0,1,0,2.2,2.2,0.9,3.1,9,21,39,0.16,0.31,0.47,0.16,0.47,0.34,0.14,0.49,0.34,0.49
188,Rubén García,es  ESP,"MF,FW",Osasuna,29-221,1993,19,6,715,7.9,1,2,3,1,0,0,2,0,1.6,1.6,1.3,2.9,14,31,60,0.13,0.25,0.38,0.13,0.38,0.20,0.16,0.36,0.20,0.36
189,Unai García,es  ESP,DF,Osasuna,31-017,1992,17,16,1361,15.1,0,1,1,0,0,0,6,1,0.2,0.2,0.1,0.3,10,41,3,0.00,0.07,0.07,0.00,0.07,0.01,0.01,0.02,0.01,0.02
190,Felix Garreta,es  ESP,DF,Betis,18-305,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
191,Sékou Gassama,sn  SEN,FW,Valladolid,27-290,1995,1,0,36,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,1,0.00,0.00,0.00,0.00,0.00,1.06,0.09,1.15,1.06,1.15
192,Gavi,es  ESP,"MF,FW",Barcelona,18-199,2004,22,17,1448,16.1,1,2,3,1,0,0,4,0,1.8,1.8,2.4,4.2,27,77,93,0.06,0.12,0.19,0.06,0.19,0.11,0.15,0.26,0.11,0.26
193,Paulo Gazzaniga,ar  ARG,GK,Girona,31-049,1992,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
194,Óscar Gil,es  ESP,DF,Espanyol,25-300,1997,18,17,1395,15.5,0,1,1,0,0,0,7,0,0.4,0.4,2.5,2.9,22,19,69,0.00,0.06,0.06,0.00,0.06,0.03,0.16,0.19,0.03,0.19
195,Álvaro Giménez,es  ESP,FW,Cádiz,31-277,1991,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
196,Dani Gómez,es  ESP,"MF,FW",Espanyol,24-205,1998,7,0,76,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
197,Maxi Gómez,uy  URU,FW,Valencia,26-190,1996,3,0,108,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,0,1,0.00,0.00,0.00,0.00,0.00,0.18,0.16,0.34,0.18,0.34
198,Moi Gómez,es  ESP,"MF,FW",Osasuna,28-242,1994,22,22,1821,20.2,1,2,3,1,0,0,4,0,1.1,1.1,3.4,4.5,30,129,58,0.05,0.10,0.15,0.05,0.15,0.05,0.17,0.22,0.05,0.22
199,Papu Gómez,ar  ARG,"MF,FW",Sevilla,35-005,1988,13,6,670,7.4,0,1,1,0,0,0,4,0,1.1,1.1,0.5,1.6,19,64,42,0.00,0.13,0.13,0.00,0.13,0.15,0.07,0.21,0.15,0.21
200,Sergi Gómez,es  ESP,DF,Espanyol,30-329,1992,16,13,1264,14.0,0,0,0,0,0,0,1,1,0.5,0.5,0.1,0.6,0,27,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
201,Diego González,es  ESP,DF,Elche,28-023,1995,12,7,798,8.9,0,0,0,0,0,0,4,0,0.8,0.8,0.0,0.8,1,9,2,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
202,Édgar González,es  ESP,DF,Betis,25-325,1997,17,12,1146,12.7,0,0,0,0,0,0,6,1,0.7,0.7,0.8,1.5,2,23,1,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12
203,Giovanni González,uy  URU,DF,Mallorca,28-153,1994,9,6,611,6.8,0,2,2,0,0,0,3,0,0.2,0.2,1.2,1.4,9,17,29,0.00,0.29,0.29,0.00,0.29,0.03,0.18,0.21,0.03,0.21
204,Nicolás González,es  ESP,MF,Valencia,21-048,2002,13,6,595,6.6,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,10,46,12,0.15,0.00,0.15,0.15,0.15,0.13,0.05,0.17,0.13,0.17
205,Roberto González,es  ESP,"FW,MF",Betis,22-045,2001,2,0,54,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.48,0.00,0.48
206,Andoni Gorosabel,es  ESP,DF,Real Sociedad,26-200,1996,13,8,738,8.2,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.6,13,33,39,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
207,José Gragera,es  ESP,"DF,MF",Espanyol,22-082,2000,3,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
208,Ivo Grbić,hr  CRO,GK,Atlético Madrid,27-033,1996,4,2,208,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
209,Clément Grenier,fr  FRA,MF,Mallorca,32-044,1991,15,6,608,6.8,0,0,0,0,0,0,7,0,0.2,0.2,0.7,1.0,4,34,24,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.14,0.03,0.14
210,Antoine Griezmann,fr  FRA,"FW,MF",Atlético Madrid,31-336,1991,22,15,1420,15.8,7,6,13,7,0,0,0,0,6.1,6.1,5.8,11.9,53,71,105,0.44,0.38,0.82,0.44,0.82,0.38,0.37,0.75,0.38,0.75
211,Andrés Guardado,mx  MEX,"MF,FW",Betis,36-145,1986,14,8,691,7.7,1,0,1,1,0,0,4,0,0.1,0.1,1.0,1.2,5,36,9,0.13,0.00,0.13,0.13,0.13,0.02,0.14,0.15,0.02,0.15
212,Nemanja Gudelj,rs  SRB,"DF,MF",Sevilla,31-096,1991,19,18,1604,17.8,2,0,2,2,0,0,5,0,1.2,1.2,0.0,1.2,17,66,4,0.11,0.00,0.11,0.11,0.11,0.07,0.00,0.07,0.07,0.07
213,Ander Guevara,es  ESP,MF,Real Sociedad,25-228,1997,5,1,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,1,9,1,0.00,0.00,0.00,0.00,0.00,0.02,0.46,0.48,0.02,0.48
214,Pape Gueye,sn  SEN,MF,Sevilla,24-027,1999,3,3,262,2.9,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.7,0,11,5,0.00,0.34,0.34,0.00,0.34,0.13,0.12,0.25,0.13,0.25
215,Hugo Guillamón,es  ESP,MF,Valencia,23-020,2000,17,14,1140,12.7,1,4,5,0,1,1,5,0,1.0,0.2,1.5,1.7,10,70,14,0.08,0.32,0.39,0.00,0.32,0.08,0.12,0.19,0.01,0.13
216,Gerard Gumbau,es  ESP,MF,Elche,28-064,1994,20,16,1440,16.0,0,3,3,0,0,0,7,0,0.6,0.6,2.3,2.9,8,77,19,0.00,0.19,0.19,0.00,0.19,0.04,0.14,0.18,0.04,0.18
217,Gorka Guruzeta,es  ESP,"FW,MF",Athletic Club,26-161,1996,15,5,548,6.1,5,0,5,5,0,0,1,0,2.5,2.5,0.3,2.9,3,13,40,0.82,0.00,0.82,0.82,0.82,0.42,0.06,0.47,0.42,0.47
218,Raúl Guti,es  ESP,MF,Elche,26-052,1996,16,10,820,9.1,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,4,17,12,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
219,Miguel Gutiérrez,es  ESP,DF,Girona,21-208,2001,20,18,1528,17.0,0,2,2,0,0,0,5,0,0.5,0.5,2.4,2.9,47,68,103,0.00,0.12,0.12,0.00,0.12,0.03,0.14,0.17,0.03,0.17
220,Munir El Haddadi,ma  MAR,"MF,FW",Getafe,27-172,1995,13,0,358,4.0,1,0,1,1,0,0,3,0,0.6,0.6,0.2,0.8,6,12,28,0.25,0.00,0.25,0.25,0.25,0.15,0.05,0.20,0.15,0.20
221,Haissem Hassan,fr  FRA,MF,Villarreal,21-012,2002,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10
222,Eden Hazard,be  BEL,FW,Real Madrid,32-044,1991,3,1,99,1.1,0,0,0,0,0,1,0,0,0.8,0.1,0.1,0.2,5,1,13,0.00,0.00,0.00,0.00,0.00,0.77,0.11,0.88,0.06,0.17
223,Luiz Henrique,br  BRA,FW,Betis,22-049,2001,20,14,1205,13.4,1,1,2,1,0,0,4,0,2.5,2.5,0.9,3.4,37,11,77,0.07,0.07,0.15,0.07,0.15,0.19,0.07,0.26,0.19,0.26
224,Mario Hermoso,es  ESP,DF,Atlético Madrid,27-247,1995,10,8,712,7.9,2,0,2,2,0,0,5,2,1.5,1.5,0.3,1.8,1,25,0,0.25,0.00,0.25,0.25,0.25,0.19,0.03,0.22,0.19,0.22
225,Aridane Hernández,gq  EQG,DF,Osasuna,33-334,1989,8,7,594,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
226,Luis Hernández,es  ESP,DF,Cádiz,33-312,1989,20,20,1799,20.0,0,0,0,0,0,0,5,1,0.2,0.2,0.7,0.9,3,51,4,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
227,Mario Hernández,es  ESP,"DF,FW",Rayo Vallecano,24-026,1999,2,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
228,Ander Herrera,es  ESP,MF,Athletic Club,33-190,1989,8,4,307,3.4,0,1,1,0,0,0,3,1,0.2,0.2,0.6,0.8,3,16,4,0.00,0.29,0.29,0.00,0.29,0.07,0.17,0.24,0.07,0.24
229,Sergio Herrera,es  ESP,GK,Osasuna,29-260,1993,11,11,990,11.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
230,Yangel Herrera,ve  VEN,"MF,FW",Girona,25-044,1998,16,10,776,8.6,2,2,4,2,0,0,2,0,2.1,2.1,0.9,3.0,15,39,47,0.23,0.23,0.46,0.23,0.46,0.25,0.10,0.35,0.24,0.34
231,Omar El Hilali,ma  MAR,"DF,MF",Espanyol,19-161,2003,5,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
