,Player,Nation,Pos,Squad,Age,Born,90s,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
445,Crysencio Summerville,nl  NED,FW,Leeds United,21-104,2001,7.5,4,13,5,38.5,1.74,0.67,0.31,0.80,15.9,0,0,0,1.6,1.6,0.12,+2.4,+2.4
446,Sam Surridge,eng  ENG,FW,Nott'ham Forest,24-198,1998,2.9,1,9,2,22.2,3.07,0.68,0.11,0.50,11.6,0,0,0,1.8,1.8,0.20,-0.8,-0.8
447,Japhet Tanganga,eng  ENG,DF,Tottenham,23-317,1999,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
448,Matt Targett,eng  ENG,DF,Newcastle Utd,27-146,1995,4.7,0,1,0,0.0,0.21,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.01,0.0,0.0
449,James Tarkowski,eng  ENG,DF,Everton,30-084,1992,21.0,1,15,6,40.0,0.71,0.29,0.07,0.17,9.4,0,0,0,1.4,1.4,0.09,-0.4,-0.4
450,Marcus Tavernier,eng  ENG,"MF,FW",Bournemouth,23-326,1999,14.3,2,25,8,32.0,1.75,0.56,0.08,0.25,17.3,2,0,0,1.7,1.7,0.07,+0.3,+0.3
451,Tetê,br  BRA,FW,Leicester City,22-361,2000,0.9,1,3,1,33.3,3.29,1.10,0.33,1.00,15.8,0,0,0,0.8,0.8,0.27,+0.2,+0.2
452,Kenny Tete,nl  NED,DF,Fulham,27-125,1995,14.7,0,6,3,50.0,0.41,0.20,0.00,0.00,19.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3
453,Luke Thomas,eng  ENG,DF,Leicester City,21-246,2001,7.7,0,2,0,0.0,0.26,0.00,0.00,,11.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
454,Youri Tielemans,be  BEL,MF,Leicester City,25-280,1997,18.3,3,22,7,31.8,1.20,0.38,0.09,0.29,27.6,1,1,2,2.3,0.7,0.03,+0.7,+1.3
455,Kieran Tierney,sct  SCO,DF,Arsenal,25-251,1997,5.2,0,5,2,40.0,0.96,0.38,0.00,0.00,25.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
456,Harry Toffolo,eng  ENG,DF,Nott'ham Forest,27-176,1995,6.8,0,3,0,0.0,0.44,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
457,Takehiro Tomiyasu,jp  JPN,DF,Arsenal,24-098,1998,5.7,0,1,0,0.0,0.18,0.00,0.00,,11.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
458,James Tomkins,eng  ENG,DF,Crystal Palace,33-319,1989,1.7,0,1,0,0.0,0.57,0.00,0.00,,25.5,0,0,0,0.0,0.0,0.04,0.0,0.0
459,Ivan Toney,eng  ENG,FW,Brentford,26-332,1996,18.9,13,51,18,35.3,2.70,0.95,0.18,0.50,14.5,5,4,4,11.0,7.8,0.15,+2.0,+1.2
460,Adama Traoré,es  ESP,"FW,MF",Wolves,27-017,1996,9.5,1,11,3,27.3,1.16,0.32,0.09,0.33,15.4,0,0,0,0.8,0.8,0.07,+0.2,+0.2
461,Boubacar Traoré,ml  MLI,MF,Wolves,21-175,2001,4.3,0,3,0,0.0,0.70,0.00,0.00,,29.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
462,Mark Travers,ie  IRL,GK,Bournemouth,23-269,1999,10.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
463,Kieran Trippier,eng  ENG,DF,Newcastle Utd,32-145,1990,20.7,1,8,2,25.0,0.39,0.10,0.13,0.50,28.1,8,0,0,0.5,0.5,0.06,+0.5,+0.5
464,Kostas Tsimikas,gr  GRE,DF,Liverpool,26-275,1996,5.0,0,7,2,28.6,1.41,0.40,0.00,0.00,15.5,0,0,0,0.6,0.6,0.09,-0.6,-0.6
465,Deniz Undav,de  GER,"FW,MF",Brighton,26-207,1996,1.9,0,9,2,22.2,4.63,1.03,0.00,0.00,11.4,0,0,0,1.3,1.3,0.17,-1.3,-1.3
466,Yan Valery,tn  TUN,DF,Southampton,23-354,1999,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
467,Virgil van Dijk,nl  NED,DF,Liverpool,31-218,1991,16.5,2,18,5,27.8,1.09,0.30,0.11,0.40,12.6,0,0,0,1.1,1.1,0.06,+0.9,+0.9
468,Raphaël Varane,fr  FRA,DF,Manchester Utd,29-292,1993,14.4,0,5,2,40.0,0.35,0.14,0.00,0.00,9.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4
469,Jamie Vardy,eng  ENG,FW,Leicester City,36-031,1987,12.9,1,16,7,43.8,1.24,0.54,0.06,0.14,12.5,0,0,0,2.5,2.5,0.15,-1.5,-1.5
470,Joël Veltman,nl  NED,DF,Brighton,31-027,1992,14.3,0,5,1,20.0,0.35,0.07,0.00,0.00,15.4,0,0,0,0.6,0.6,0.12,-0.6,-0.6
471,Fabio Vieira,pt  POR,"MF,FW",Arsenal,22-257,2000,2.9,1,7,2,28.6,2.39,0.68,0.14,0.50,21.7,0,0,0,0.3,0.3,0.05,+0.7,+0.7
472,Matías Viña,uy  URU,MF,Bournemouth,25-094,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
473,Rúben Vinagre,pt  POR,"DF,MF",Everton,23-308,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
474,Carlos Vinícius,br  BRA,FW,Fulham,27-323,1995,4.8,1,8,4,50.0,1.68,0.84,0.13,0.25,12.0,0,0,0,1.1,1.1,0.13,-0.1,-0.1
475,Theo Walcott,eng  ENG,"FW,MF",Southampton,33-332,1989,1.5,0,3,1,33.3,1.94,0.65,0.00,0.00,24.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2
476,Kyle Walker,eng  ENG,DF,Manchester City,32-259,1990,8.8,0,3,1,33.3,0.34,0.11,0.00,0.00,24.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4
477,Kyle Walker-Peters,eng  ENG,DF,Southampton,25-304,1997,15.6,1,6,2,33.3,0.39,0.13,0.17,0.50,15.6,0,0,0,0.7,0.7,0.12,+0.3,+0.3
478,Aaron Wan-Bissaka,eng  ENG,DF,Manchester Utd,25-077,1997,6.8,0,1,0,0.0,0.15,0.00,0.00,,25.9,0,0,0,0.0,0.0,0.04,0.0,0.0
479,Danny Ward,wls  WAL,GK,Leicester City,29-234,1993,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
480,Joel Ward,eng  ENG,DF,Crystal Palace,33-105,1989,14.4,0,1,0,0.0,0.07,0.00,0.00,,16.3,0,0,0,0.0,0.0,0.03,0.0,0.0
481,James Ward-Prowse,eng  ENG,MF,Southampton,28-102,1994,21.0,5,23,9,39.1,1.10,0.43,0.22,0.56,25.7,9,0,1,2.6,1.7,0.07,+2.4,+3.3
482,Ollie Watkins,eng  ENG,FW,Aston Villa,27-043,1995,18.1,5,43,20,46.5,2.38,1.11,0.12,0.25,11.5,0,0,0,6.6,6.6,0.16,-1.6,-1.6
483,Adam Webster,eng  ENG,DF,Brighton,28-038,1995,13.0,0,13,1,7.7,1.00,0.08,0.00,0.00,11.7,0,0,0,1.3,1.3,0.10,-1.3,-1.3
484,Wout Weghorst,nl  NED,FW,Manchester Utd,30-188,1992,3.0,0,2,1,50.0,0.66,0.33,0.00,0.00,10.1,0,0,0,0.2,0.2,0.11,-0.2,-0.2
485,Danny Welbeck,eng  ENG,FW,Brighton,32-077,1990,12.7,1,32,12,37.5,2.52,0.95,0.03,0.08,12.9,0,0,0,4.9,4.9,0.15,-3.9,-3.9
486,Ben White,eng  ENG,DF,Arsenal,25-126,1997,17.7,0,5,0,0.0,0.28,0.00,0.00,,19.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3
487,Harvey White,eng  ENG,MF,Tottenham,21-145,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
488,Neco Williams,wls  WAL,DF,Nott'ham Forest,21-304,2001,13.5,0,20,5,25.0,1.48,0.37,0.00,0.00,21.7,2,0,0,1.0,1.0,0.05,-1.0,-1.0
489,Willian,br  BRA,FW,Fulham,34-186,1988,12.6,2,21,10,47.6,1.67,0.79,0.10,0.20,16.1,0,0,0,2.3,2.3,0.11,-0.3,-0.3
490,Joe Willock,eng  ENG,MF,Newcastle Utd,23-175,1999,17.4,2,32,9,28.1,1.84,0.52,0.06,0.22,17.6,0,0,0,3.3,3.3,0.10,-1.3,-1.3
491,Callum Wilson,eng  ENG,FW,Newcastle Utd,30-349,1992,12.5,7,41,17,41.5,3.27,1.36,0.15,0.35,12.3,0,1,1,7.9,7.1,0.17,-0.9,-1.1
492,Harry Wilson,wls  WAL,FW,Fulham,25-326,1997,3.9,0,8,1,12.5,2.07,0.26,0.00,0.00,15.1,0,0,0,1.1,1.1,0.13,-1.1,-1.1
493,Yoane Wissa,cd  COD,FW,Brentford,26-161,1996,10.2,4,21,8,38.1,2.06,0.79,0.19,0.50,14.5,0,0,0,3.3,3.3,0.16,+0.7,+0.7
494,Maximilian Wöber,at  AUT,DF,Leeds United,25-007,1998,3.3,0,4,0,0.0,1.22,0.00,0.00,,17.6,1,0,0,0.3,0.3,0.08,-0.3,-0.3
495,Joe Worrall,eng  ENG,DF,Nott'ham Forest,26-032,1997,13.0,0,4,0,0.0,0.31,0.00,0.00,,15.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2
496,Granit Xhaka,ch  SUI,MF,Arsenal,30-137,1992,19.0,3,23,5,21.7,1.21,0.26,0.13,0.60,18.7,3,0,0,2.1,2.1,0.09,+0.9,+0.9
497,Ryan Yates,eng  ENG,MF,Nott'ham Forest,25-082,1997,15.5,0,25,5,20.0,1.62,0.32,0.00,0.00,16.9,0,0,0,2.2,2.2,0.09,-2.2,-2.2
498,Ashley Young,eng  ENG,DF,Aston Villa,37-217,1985,13.2,1,8,2,25.0,0.60,0.15,0.13,0.50,27.2,0,0,0,0.2,0.2,0.03,+0.8,+0.8
499,Wilfried Zaha,ci  CIV,"FW,MF",Crystal Palace,30-093,1992,18.5,6,39,16,41.0,2.11,0.87,0.15,0.38,17.6,0,0,2,5.1,3.3,0.09,+0.9,+2.7
500,Denis Zakaria,ch  SUI,MF,Chelsea,26-083,1996,3.2,0,2,0,0.0,0.63,0.00,0.00,,16.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2
501,Jordan Zemura,zw  ZIM,DF,Bournemouth,23-089,1999,12.5,0,4,0,0.0,0.32,0.00,0.00,,12.9,0,0,0,0.4,0.4,0.10,-0.4,-0.4
502,Oleksandr Zinchenko,ua  UKR,DF,Arsenal,26-058,1996,11.0,0,10,2,20.0,0.91,0.18,0.00,0.00,21.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8
503,Hakim Ziyech,ma  MAR,"FW,MF",Chelsea,29-329,1993,5.4,0,11,2,18.2,2.03,0.37,0.00,0.00,20.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5
504,Kurt Zouma,fr  FRA,DF,West Ham,28-107,1994,14.2,1,11,3,27.3,0.78,0.21,0.09,0.33,10.8,0,0,0,1.1,1.1,0.10,-0.1,-0.1
505,Martin Ødegaard,no  NOR,MF,Arsenal,24-056,1998,17.7,8,49,15,30.6,2.77,0.85,0.16,0.53,18.9,5,0,0,5.6,5.6,0.11,+2.4,+2.4
