,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G+A_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
209,Will Hughes,eng  ENG,MF,Crystal Palace,27-300,1995,15,2,321,3.6,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,4,13,9,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
210,Omari Hutchinson,eng  ENG,FW,Chelsea,19-104,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
211,Pierre Højbjerg,dk  DEN,MF,Tottenham,27-190,1995,21,21,1871,20.8,4,3,7,4,0,0,2,0,1.5,1.5,2.2,3.7,27,135,52,0.19,0.14,0.34,0.19,0.34,0.07,0.11,0.18,0.07,0.18
212,Kelechi Iheanacho,ng  NGA,"FW,MF",Leicester City,26-131,1996,15,2,367,4.1,2,3,5,2,0,0,0,0,2.4,2.4,1.9,4.4,11,8,38,0.49,0.74,1.23,0.49,1.23,0.60,0.47,1.07,0.60,1.07
213,Alexander Isak,se  SWE,FW,Newcastle Utd,23-143,1999,5,3,284,3.2,3,0,3,2,1,1,0,0,3.2,2.4,0.5,2.9,4,5,17,0.95,0.00,0.95,0.63,0.63,1.01,0.15,1.16,0.76,0.91
214,Alex Iwobi,ng  NGA,MF,Everton,26-284,1996,21,21,1872,20.8,1,5,6,1,0,0,2,0,1.3,1.3,3.0,4.2,38,101,81,0.05,0.24,0.29,0.05,0.29,0.06,0.14,0.20,0.06,0.20
215,Reece James,eng  ENG,"DF,MF",Chelsea,23-065,1999,9,8,670,7.4,1,1,2,1,0,0,3,0,0.8,0.8,1.6,2.4,29,43,67,0.13,0.13,0.27,0.13,0.27,0.11,0.21,0.32,0.11,0.32
216,Vitaly Janelt,de  GER,"MF,DF",Brentford,24-277,1998,21,14,1349,15.0,2,1,3,2,0,0,1,0,1.9,1.9,0.8,2.7,10,44,15,0.13,0.07,0.20,0.13,0.20,0.13,0.05,0.18,0.13,0.18
217,Pontus Jansson,se  SWE,DF,Brentford,31-363,1991,7,6,515,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
218,Mathias Jensen,dk  DEN,MF,Brentford,27-041,1996,21,21,1585,17.6,3,4,7,3,0,0,3,0,1.3,1.3,2.1,3.3,14,72,40,0.17,0.23,0.40,0.17,0.40,0.07,0.12,0.19,0.07,0.19
219,Gabriel Jesus,br  BRA,FW,Arsenal,25-314,1997,14,14,1219,13.5,5,5,10,5,0,0,4,0,7.7,7.7,2.8,10.6,30,38,122,0.37,0.37,0.74,0.37,0.74,0.57,0.21,0.78,0.57,0.78
220,Raúl Jiménez,mx  MEX,FW,Wolves,31-282,1991,7,3,325,3.6,0,0,0,0,0,0,0,0,1.6,1.6,0.5,2.1,4,6,19,0.00,0.00,0.00,0.00,0.00,0.43,0.13,0.57,0.43,0.57
221,Joelinton,br  BRA,"MF,FW",Newcastle Utd,26-181,1996,19,18,1600,17.8,2,1,3,2,0,0,8,0,3.2,3.2,1.8,5.1,40,78,102,0.11,0.06,0.17,0.11,0.17,0.18,0.10,0.28,0.18,0.28
222,Ben Johnson,eng  ENG,DF,West Ham,23-018,2000,9,6,543,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,8,23,9,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
223,Brennan Johnson,wls  WAL,FW,Nott'ham Forest,21-264,2001,21,19,1706,19.0,5,2,7,4,1,2,4,0,5.9,4.3,2.6,6.9,50,23,91,0.26,0.11,0.37,0.21,0.32,0.31,0.14,0.45,0.23,0.37
224,Curtis Jones,eng  ENG,"MF,FW",Liverpool,22-012,2001,6,1,189,2.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,6,17,16,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18
225,Diogo Jota,pt  POR,"FW,MF",Liverpool,26-069,1996,4,2,196,2.2,0,1,1,0,0,0,1,0,0.8,0.8,0.8,1.6,8,9,18,0.00,0.46,0.46,0.00,0.46,0.35,0.38,0.73,0.35,0.73
226,Hamed Junior Traorè,ci  CIV,FW,Bournemouth,22-360,2000,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
227,James Justin,eng  ENG,DF,Leicester City,24-353,1998,14,14,1252,13.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,20,47,50,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05
228,Mathias Jørgensen,dk  DEN,DF,Brentford,32-294,1990,13,8,745,8.3,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,1,22,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06
229,Sasa Kalajdzic,at  AUT,FW,Wolves,25-219,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,1,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.53,0.53,0.53
230,Boubacar Kamara,fr  FRA,MF,Aston Villa,23-080,1999,15,14,1195,13.3,0,1,1,0,0,0,3,0,0.2,0.2,0.3,0.5,11,68,6,0.00,0.08,0.08,0.00,0.08,0.01,0.02,0.04,0.01,0.04
231,Harry Kane,eng  ENG,FW,Tottenham,29-198,1993,22,22,1965,21.8,17,1,18,15,2,3,4,0,12.8,10.5,3.4,13.9,38,105,122,0.78,0.05,0.82,0.69,0.73,0.59,0.16,0.75,0.48,0.64
232,N'Golo Kanté,fr  FRA,MF,Chelsea,31-319,1991,2,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,7,9,7,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.18,0.05,0.18
233,Michael Keane,eng  ENG,DF,Everton,30-031,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
234,Neeskens Kebano,cd  COD,FW,Fulham,30-338,1992,12,9,713,7.9,0,3,3,0,0,0,0,0,0.5,0.5,1.4,1.8,37,21,63,0.00,0.38,0.38,0.00,0.38,0.06,0.17,0.23,0.06,0.23
235,Thilo Kehrer,de  GER,DF,West Ham,26-143,1996,16,16,1395,15.5,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.6,11,34,20,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
236,Naby Keïta,gn  GUI,MF,Liverpool,28-001,1995,6,2,247,2.7,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.3,4,15,20,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.47,0.23,0.47
237,Lloyd Kelly,eng  ENG,DF,Bournemouth,24-128,1998,10,10,900,10.0,0,2,2,0,0,0,2,0,0.1,0.1,0.1,0.3,4,15,1,0.00,0.20,0.20,0.00,0.20,0.01,0.01,0.03,0.01,0.03
238,Max Kilman,eng  ENG,DF,Wolves,25-264,1997,21,21,1890,21.0,0,0,0,0,0,0,3,0,0.8,0.8,0.0,0.9,17,76,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
239,Mateusz Klich,pl  POL,"MF,FW",Leeds United,32-243,1990,14,0,280,3.1,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,5,16,21,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.12,0.05,0.12
240,Robin Koch,de  GER,DF,Leeds United,26-209,1996,20,20,1752,19.5,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,7,63,4,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02
241,Ibrahima Konaté,fr  FRA,DF,Liverpool,23-262,1999,5,4,382,4.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,12,2,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
242,Ezri Konsa,eng  ENG,DF,Aston Villa,25-111,1997,21,20,1792,19.9,0,0,0,0,0,0,3,0,0.6,0.6,0.5,1.0,5,25,8,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
243,Kalidou Koulibaly,sn  SEN,DF,Chelsea,31-236,1991,14,12,1115,12.4,2,0,2,2,0,0,5,1,0.8,0.8,0.4,1.2,9,54,3,0.16,0.00,0.16,0.16,0.16,0.06,0.03,0.09,0.06,0.09
244,Cheikhou Kouyaté,sn  SEN,"MF,DF",Nott'ham Forest,33-052,1989,12,9,704,7.8,1,0,1,1,0,0,2,0,0.3,0.3,0.6,1.0,6,16,8,0.13,0.00,0.13,0.13,0.13,0.04,0.08,0.12,0.04,0.12
245,Mateo Kovačić,hr  CRO,MF,Chelsea,28-281,1994,15,7,835,9.3,0,1,1,0,0,0,3,0,0.4,0.4,1.1,1.6,20,76,10,0.00,0.11,0.11,0.00,0.11,0.05,0.12,0.17,0.05,0.17
246,Emil Krafth,se  SWE,DF,Newcastle Utd,28-193,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
247,Dejan Kulusevski,se  SWE,"MF,FW",Tottenham,22-292,2000,14,12,1054,11.7,2,5,7,2,0,0,0,0,1.3,1.3,2.7,4.0,53,37,106,0.17,0.43,0.60,0.17,0.60,0.11,0.23,0.34,0.11,0.34
248,Layvin Kurzawa,fr  FRA,DF,Fulham,30-160,1992,3,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
249,Adam Lallana,eng  ENG,"MF,FW",Brighton,34-277,1988,16,12,722,8.0,2,1,3,2,0,0,0,0,0.9,0.9,1.0,1.9,10,33,43,0.25,0.12,0.37,0.25,0.37,0.11,0.12,0.23,0.11,0.23
250,Tariq Lamptey,gh  GHA,DF,Brighton,22-134,2000,17,2,394,4.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,24,23,50,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
251,Manuel Lanzini,ar  ARG,"MF,FW",West Ham,29-361,1993,5,1,126,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,12,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
252,Aymeric Laporte,es  ESP,DF,Manchester City,28-260,1994,5,4,376,4.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,12,28,2,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.08,0.04,0.08
253,Juan Larios,es  ESP,DF,Southampton,19-030,2004,5,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
254,Jamaal Lascelles,eng  ENG,DF,Newcastle Utd,29-092,1993,4,1,107,1.2,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
255,Roméo Lavia,be  BEL,MF,Southampton,19-036,2004,12,10,805,8.9,1,0,1,1,0,0,4,0,0.2,0.2,0.2,0.4,3,33,8,0.11,0.00,0.11,0.11,0.11,0.02,0.02,0.05,0.02,0.05
256,Dexter Lembikisa,jm  JAM,DF,Wolves,19-099,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
257,Mario Lemina,ga  GAB,MF,Wolves,29-163,1993,3,2,166,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,6,2,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08
258,Clément Lenglet,fr  FRA,DF,Tottenham,27-239,1995,13,11,935,10.4,0,2,2,0,0,0,2,0,0.6,0.6,0.6,1.2,14,41,5,0.00,0.19,0.19,0.00,0.19,0.06,0.06,0.12,0.06,0.12
259,Bernd Leno,de  GER,GK,Fulham,30-344,1992,20,20,1800,20.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,Jefferson Lerma,co  COL,"MF,DF",Bournemouth,28-109,1994,21,21,1883,20.9,2,0,2,2,0,0,3,0,1.3,1.3,0.5,1.8,13,67,17,0.10,0.00,0.10,0.10,0.10,0.06,0.02,0.09,0.06,0.09
261,Jamal Lewis,nir  NIR,DF,Newcastle Utd,25-017,1998,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
262,Rico Lewis,eng  ENG,"DF,MF",Manchester City,18-082,2004,9,5,453,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,17,21,10,0.00,0.00,0.00,0.00,0.00,0.01,0.16,0.16,0.01,0.16
263,Keane Lewis-Potter,eng  ENG,"FW,MF",Brentford,21-354,2001,9,3,306,3.4,0,1,1,0,0,0,0,0,0.5,0.5,1.2,1.7,8,4,35,0.00,0.29,0.29,0.00,0.29,0.14,0.37,0.51,0.14,0.51
264,Victor Lindelöf,se  SWE,DF,Manchester Utd,28-209,1994,8,4,452,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
265,Jesse Lingard,eng  ENG,"FW,MF",Nott'ham Forest,30-058,1992,14,11,861,9.6,0,0,0,0,0,0,1,0,1.0,1.0,0.7,1.7,10,32,31,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.18,0.11,0.18
266,Diego Llorente,es  ESP,DF,Leeds United,29-179,1993,8,7,649,7.2,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,2,27,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
267,Hugo Lloris,fr  FRA,GK,Tottenham,36-047,1986,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
268,Renan Lodi,br  BRA,DF,Nott'ham Forest,24-309,1998,13,12,1009,11.2,0,0,0,0,0,0,2,0,0.6,0.6,0.5,1.1,15,18,38,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10
269,Ruben Loftus-Cheek,eng  ENG,"MF,DF",Chelsea,27-019,1996,14,12,954,10.6,0,0,0,0,0,0,1,0,0.8,0.8,0.9,1.8,31,64,46,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.17,0.08,0.17
270,Sean Longstaff,eng  ENG,MF,Newcastle Utd,25-104,1997,21,17,1595,17.7,1,3,4,1,0,0,2,0,1.8,1.8,2.8,4.6,9,77,73,0.06,0.17,0.23,0.06,0.23,0.10,0.16,0.26,0.10,0.26
271,Jamal Lowe,jm  JAM,"MF,FW",Bournemouth,28-205,1994,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
272,Douglas Luiz,br  BRA,MF,Aston Villa,24-278,1998,20,16,1434,15.9,2,4,6,2,0,0,2,1,0.9,0.9,2.5,3.4,24,63,16,0.13,0.25,0.38,0.13,0.38,0.06,0.16,0.21,0.06,0.21
273,Lyanco,br  BRA,DF,Southampton,26-010,1997,12,7,680,7.6,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,5,19,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
274,Alexis Mac Allister,ar  ARG,MF,Brighton,24-049,1998,17,16,1457,16.2,5,0,5,2,3,3,5,0,3.8,1.5,1.1,2.5,20,73,17,0.31,0.00,0.31,0.12,0.12,0.24,0.07,0.30,0.09,0.16
275,James Maddison,eng  ENG,"MF,FW",Leicester City,26-080,1996,15,14,1186,13.2,8,4,12,8,0,0,5,0,3.2,3.2,3.0,6.2,34,83,76,0.61,0.30,0.91,0.61,0.91,0.25,0.23,0.47,0.25,0.47
276,Noni Madueke,eng  ENG,FW,Chelsea,20-338,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21
277,Harry Maguire,eng  ENG,DF,Manchester Utd,29-343,1993,9,4,391,4.3,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,3,10,2,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
278,Riyad Mahrez,dz  ALG,"FW,MF",Manchester City,31-355,1991,16,10,898,10.0,4,3,7,4,0,0,2,0,3.3,3.3,3.2,6.5,34,46,128,0.40,0.30,0.70,0.40,0.70,0.33,0.32,0.65,0.33,0.65
279,Ainsley Maitland-Niles,eng  ENG,"MF,DF",Southampton,25-166,1997,10,5,544,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,3,22,9,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
280,Tyrell Malacia,nl  NED,DF,Manchester Utd,23-178,1999,13,9,845,9.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,14,27,20,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
281,Orel Mangala,be  BEL,MF,Nott'ham Forest,24-330,1998,13,9,638,7.1,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,10,25,6,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
282,Javier Manquillo,es  ESP,DF,Newcastle Utd,28-282,1994,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
283,Sekou Mara,fr  FRA,"FW,MF",Southampton,20-196,2002,14,3,327,3.6,0,1,1,0,0,0,0,0,0.8,0.8,0.5,1.3,2,5,19,0.00,0.28,0.28,0.00,0.28,0.22,0.14,0.35,0.22,0.35
284,Solly March,eng  ENG,"FW,DF",Brighton,28-206,1994,20,20,1717,19.1,4,4,8,4,0,0,2,0,4.5,4.5,2.7,7.2,59,81,213,0.21,0.21,0.42,0.21,0.42,0.24,0.14,0.38,0.24,0.38
285,Emiliano Marcondes,dk  DEN,MF,Bournemouth,27-339,1995,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
286,Marquinhos,br  BRA,MF,Arsenal,19-310,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
287,Anthony Martial,fr  FRA,FW,Manchester Utd,27-068,1995,9,6,458,5.1,3,2,5,2,1,1,0,0,3.2,2.4,0.9,3.3,7,15,28,0.59,0.39,0.98,0.39,0.79,0.63,0.18,0.81,0.47,0.66
288,Martinelli,br  BRA,FW,Arsenal,21-238,2001,20,20,1665,18.5,7,2,9,7,0,0,2,0,4.3,4.3,5.0,9.3,78,64,213,0.38,0.11,0.49,0.38,0.49,0.23,0.27,0.50,0.23,0.50
289,Emiliano Martínez,ar  ARG,GK,Aston Villa,30-162,1992,19,19,1654,18.4,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
290,Lisandro Martínez,ar  ARG,DF,Manchester Utd,25-024,1998,20,18,1568,17.4,1,0,1,1,0,0,4,0,0.2,0.2,0.2,0.4,11,59,1,0.06,0.00,0.06,0.06,0.06,0.01,0.01,0.02,0.01,0.02
291,Pape Matar Sarr,sn  SEN,MF,Tottenham,20-150,2002,3,1,111,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,10,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04
292,Jean-Philippe Mateta,fr  FRA,FW,Crystal Palace,25-228,1997,17,3,441,4.9,1,0,1,1,0,0,2,0,1.7,1.7,0.6,2.3,4,4,22,0.20,0.00,0.20,0.20,0.20,0.35,0.13,0.47,0.35,0.47
293,Joël Matip,cm  CMR,DF,Liverpool,31-187,1991,9,7,642,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,18,30,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
294,Neal Maupay,fr  FRA,FW,Everton,26-181,1996,14,7,712,7.9,1,0,1,1,0,0,3,0,2.1,2.1,0.5,2.6,7,7,34,0.13,0.00,0.13,0.13,0.13,0.26,0.06,0.32,0.26,0.32
295,Kevin Mbabu,ch  SUI,"DF,FW",Fulham,27-298,1995,6,1,144,1.6,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,4,8,11,0.00,0.62,0.62,0.00,0.62,0.00,0.25,0.25,0.00,0.25
296,Bryan Mbeumo,cm  CMR,FW,Brentford,23-188,1999,21,21,1587,17.6,5,2,7,4,1,1,4,0,5.5,4.7,2.3,7.0,31,42,112,0.28,0.11,0.40,0.23,0.34,0.31,0.13,0.44,0.27,0.39
297,John McGinn,sct  SCO,MF,Aston Villa,28-116,1994,17,14,1223,13.6,0,1,1,0,0,0,4,0,1.2,1.2,1.3,2.5,9,60,29,0.00,0.07,0.07,0.00,0.07,0.09,0.10,0.19,0.09,0.19
298,Scott McKenna,sct  SCO,DF,Nott'ham Forest,26-091,1996,17,16,1456,16.2,0,0,0,0,0,0,4,0,0.1,0.1,0.8,0.9,5,33,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.00,0.06
299,Weston McKennie,us  USA,MF,Leeds United,24-167,1998,2,1,123,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
300,Dwight McNeil,eng  ENG,"FW,DF",Everton,23-081,1999,19,11,981,10.9,2,2,4,2,0,0,2,0,0.7,0.7,1.9,2.6,27,30,47,0.18,0.18,0.37,0.18,0.37,0.07,0.17,0.24,0.07,0.24
301,Scott McTominay,sct  SCO,MF,Manchester Utd,26-065,1996,15,7,753,8.4,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.0,5,19,15,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12
302,Ben Mee,eng  ENG,DF,Brentford,33-143,1989,20,20,1748,19.4,3,0,3,3,0,0,1,0,1.6,1.6,0.2,1.7,2,32,7,0.15,0.00,0.15,0.15,0.15,0.08,0.01,0.09,0.08,0.09
303,Edouard Mendy,sn  SEN,GK,Chelsea,30-347,1992,9,8,765,8.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
304,Nampalys Mendy,sn  SEN,MF,Leicester City,30-233,1992,10,2,352,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,10,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
305,Chris Mepham,wls  WAL,DF,Bournemouth,25-098,1997,17,17,1521,16.9,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,1,26,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
306,Illan Meslier,fr  FRA,GK,Leeds United,22-346,2000,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
307,Alexander Mighten,eng  ENG,FW,Nott'ham Forest,20-306,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
308,Luka Milivojević,rs  SRB,MF,Crystal Palace,31-310,1991,11,2,293,3.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,14,2,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.13,0.07,0.13
309,James Milner,eng  ENG,"DF,MF",Liverpool,37-038,1986,14,5,546,6.1,0,1,1,0,0,0,1,0,0.4,0.4,0.7,1.1,12,40,52,0.00,0.16,0.16,0.00,0.16,0.06,0.12,0.18,0.06,0.18
310,Yerry Mina,co  COL,DF,Everton,28-141,1994,3,3,234,2.6,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,1,7,1,0.38,0.00,0.38,0.38,0.38,0.09,0.00,0.09,0.09,0.09
311,Tyrone Mings,eng  ENG,DF,Aston Villa,29-335,1993,19,19,1710,19.0,0,1,1,0,0,0,4,0,0.0,0.0,0.6,0.6,9,57,6,0.00,0.05,0.05,0.00,0.05,0.00,0.03,0.03,0.00,0.03
312,Tyrick Mitchell,eng  ENG,DF,Crystal Palace,23-163,1999,19,17,1370,15.2,0,2,2,0,0,0,3,1,0.3,0.3,0.7,1.1,14,60,39,0.00,0.13,0.13,0.00,0.13,0.02,0.05,0.07,0.02,0.07
313,Kaoru Mitoma,jp  JPN,"FW,DF",Brighton,25-267,1997,15,8,840,9.3,5,1,6,5,0,0,0,0,1.9,1.9,2.6,4.5,54,36,98,0.54,0.11,0.64,0.54,0.64,0.21,0.28,0.49,0.21,0.49
314,Aleksandar Mitrović,rs  SRB,FW,Fulham,28-148,1994,18,18,1550,17.2,11,1,12,8,3,6,5,0,11.3,6.6,2.0,8.6,18,34,78,0.64,0.06,0.70,0.46,0.52,0.66,0.11,0.77,0.38,0.50
315,Kieffer Moore,wls  WAL,FW,Bournemouth,30-187,1992,20,12,1119,12.4,4,0,4,4,0,0,0,0,3.2,3.2,0.3,3.5,10,20,44,0.32,0.00,0.32,0.32,0.32,0.26,0.02,0.28,0.26,0.28
316,Andrew Moran,ie  IRL,FW,Brighton,19-119,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
317,Álex Moreno,es  ESP,DF,Aston Villa,29-248,1993,3,1,216,2.4,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,5,6,27,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.24,0.12,0.24
318,Mason Mount,eng  ENG,"MF,FW",Chelsea,24-032,1999,20,19,1516,16.8,3,2,5,3,0,0,3,0,1.9,1.9,2.9,4.9,46,92,106,0.18,0.12,0.30,0.18,0.30,0.12,0.17,0.29,0.12,0.29
