,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G+A_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance,CrdR_Performance,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Per 90 Minutes,xAG_Per 90 Minutes,xG+xAG_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xAG_Per 90 Minutes
430,Cédric Soares,pt  POR,DF,Arsenal,31-164,1991,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
431,Dominic Solanke,eng  ENG,"FW,MF",Bournemouth,25-150,1997,16,15,1341,14.9,3,3,6,3,0,0,1,0,2.9,2.9,1.2,4.1,26,22,69,0.20,0.20,0.40,0.20,0.40,0.20,0.08,0.28,0.20,0.28
432,Manor Solomon,il  ISR,FW,Fulham,23-202,1999,4,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07
433,Tomáš Souček,cz  CZE,MF,West Ham,27-349,1995,21,18,1578,17.5,1,1,2,1,0,0,1,0,2.5,2.5,0.7,3.3,6,54,26,0.06,0.06,0.11,0.06,0.11,0.14,0.04,0.19,0.14,0.19
434,Boubakary Soumaré,fr  FRA,MF,Leicester City,23-349,1999,14,12,836,9.3,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,10,35,11,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
435,Harry Souttar,au  AUS,DF,Leicester City,24-112,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
436,Çağlar Söyüncü,tr  TUR,DF,Leicester City,26-264,1996,2,1,79,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
437,Djed Spence,eng  ENG,"FW,DF",Tottenham,22-186,2000,4,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,2,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.83,0.83,0.83
438,Jack Stacey,eng  ENG,DF,Bournemouth,26-311,1996,9,3,297,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,9,2,15,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
439,Junior Stanislas,eng  ENG,MF,Bournemouth,33-077,1989,4,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0,4,5,0.00,0.00,0.00,0.00,0.00,0.05,0.19,0.25,0.05,0.25
440,Jay Stansfield,eng  ENG,FW,Fulham,20-079,2002,3,1,87,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,2,0,4,0.00,0.00,0.00,0.00,0.00,0.26,0.09,0.35,0.26,0.35
441,Raheem Sterling,eng  ENG,"FW,MF",Chelsea,28-065,1994,16,14,1144,12.7,4,2,6,4,0,0,3,0,3.4,3.4,2.9,6.4,43,36,106,0.31,0.16,0.47,0.31,0.47,0.27,0.23,0.50,0.27,0.50
442,John Stones,eng  ENG,DF,Manchester City,28-259,1994,14,13,1181,13.1,0,2,2,0,0,0,1,0,0.6,0.6,1.3,1.9,21,75,18,0.00,0.15,0.15,0.00,0.15,0.04,0.10,0.14,0.04,0.14
443,Pascal Struijk,nl  NED,DF,Leeds United,23-184,1999,20,20,1677,18.6,2,1,3,2,0,0,4,0,1.2,1.2,2.3,3.6,22,100,45,0.11,0.05,0.16,0.11,0.16,0.07,0.12,0.19,0.07,0.19
444,Kamaldeen Sulemana,gh  GHA,MF,Southampton,20-361,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13
445,Crysencio Summerville,nl  NED,FW,Leeds United,21-104,2001,14,5,673,7.5,4,1,5,4,0,0,2,0,1.6,1.6,0.8,2.3,25,20,43,0.53,0.13,0.67,0.53,0.67,0.21,0.11,0.31,0.21,0.31
446,Sam Surridge,eng  ENG,FW,Nott'ham Forest,24-198,1998,14,1,264,2.9,1,0,1,1,0,0,2,0,1.8,1.8,0.1,1.8,2,5,13,0.34,0.00,0.34,0.34,0.34,0.61,0.02,0.63,0.61,0.63
447,Japhet Tanganga,eng  ENG,DF,Tottenham,23-317,1999,1,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
448,Matt Targett,eng  ENG,DF,Newcastle Utd,27-146,1995,10,4,426,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,2,31,12,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
449,James Tarkowski,eng  ENG,DF,Everton,30-084,1992,21,21,1890,21.0,1,0,1,1,0,0,4,0,1.4,1.4,1.1,2.5,8,55,4,0.05,0.00,0.05,0.05,0.05,0.06,0.05,0.12,0.06,0.12
450,Marcus Tavernier,eng  ENG,"MF,FW",Bournemouth,23-326,1999,15,15,1283,14.3,2,4,6,2,0,0,1,0,1.7,1.7,2.2,3.8,49,31,99,0.14,0.28,0.42,0.14,0.42,0.12,0.15,0.27,0.12,0.27
451,Tetê,br  BRA,FW,Leicester City,22-361,2000,1,1,82,0.9,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,5,1,7,1.10,0.00,1.10,1.10,1.10,0.87,0.00,0.87,0.87,0.87
452,Kenny Tete,nl  NED,DF,Fulham,27-125,1995,16,15,1327,14.7,0,4,4,0,0,0,6,0,0.3,0.3,1.0,1.3,36,51,32,0.00,0.27,0.27,0.00,0.27,0.02,0.07,0.09,0.02,0.09
453,Luke Thomas,eng  ENG,DF,Leicester City,21-246,2001,10,8,691,7.7,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,5,35,7,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09
454,Youri Tielemans,be  BEL,MF,Leicester City,25-280,1997,21,19,1647,18.3,3,1,4,2,1,2,3,0,2.3,0.7,3.7,4.4,25,137,46,0.16,0.05,0.22,0.11,0.16,0.13,0.20,0.33,0.04,0.24
455,Kieran Tierney,sct  SCO,DF,Arsenal,25-251,1997,15,4,469,5.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,15,25,21,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
456,Harry Toffolo,eng  ENG,DF,Nott'ham Forest,27-176,1995,10,6,613,6.8,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,7,21,32,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.13,0.02,0.13
457,Takehiro Tomiyasu,jp  JPN,DF,Arsenal,24-098,1998,16,4,512,5.7,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,7,42,13,0.00,0.18,0.18,0.00,0.18,0.01,0.10,0.12,0.01,0.12
458,James Tomkins,eng  ENG,DF,Crystal Palace,33-319,1989,3,1,157,1.7,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
459,Ivan Toney,eng  ENG,FW,Brentford,26-332,1996,19,19,1700,18.9,13,3,16,9,4,4,8,0,11.0,7.8,2.7,10.5,5,42,91,0.69,0.16,0.85,0.48,0.64,0.58,0.14,0.72,0.41,0.56
460,Adama Traoré,es  ESP,"FW,MF",Wolves,27-017,1996,18,7,855,9.5,1,1,2,1,0,0,0,0,0.8,0.8,2.2,2.9,48,23,85,0.11,0.11,0.21,0.11,0.21,0.08,0.23,0.31,0.08,0.31
461,Boubacar Traoré,ml  MLI,MF,Wolves,21-175,2001,8,4,384,4.3,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.2,4,8,2,0.00,0.23,0.23,0.00,0.23,0.02,0.04,0.06,0.02,0.06
462,Mark Travers,ie  IRL,GK,Bournemouth,23-269,1999,11,10,945,10.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
463,Kieran Trippier,eng  ENG,DF,Newcastle Utd,32-145,1990,21,21,1864,20.7,1,4,5,1,0,0,5,0,0.5,0.5,6.5,7.0,20,130,90,0.05,0.19,0.24,0.05,0.24,0.02,0.31,0.34,0.02,0.34
464,Kostas Tsimikas,gr  GRE,DF,Liverpool,26-275,1996,13,5,446,5.0,0,3,3,0,0,0,1,0,0.6,0.6,0.8,1.5,18,18,60,0.00,0.61,0.61,0.00,0.61,0.13,0.17,0.30,0.13,0.30
465,Deniz Undav,de  GER,"FW,MF",Brighton,26-207,1996,9,1,175,1.9,0,0,0,0,0,0,0,0,1.3,1.3,0.7,2.0,2,3,15,0.00,0.00,0.00,0.00,0.00,0.66,0.36,1.02,0.66,1.02
466,Yan Valery,tn  TUN,DF,Southampton,23-354,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
467,Virgil van Dijk,nl  NED,DF,Liverpool,31-218,1991,17,17,1485,16.5,2,0,2,2,0,0,1,0,1.1,1.1,0.2,1.2,8,72,4,0.12,0.00,0.12,0.12,0.12,0.06,0.01,0.07,0.06,0.07
468,Raphaël Varane,fr  FRA,DF,Manchester Utd,29-292,1993,17,15,1299,14.4,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.6,11,44,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
469,Jamie Vardy,eng  ENG,FW,Leicester City,36-031,1987,21,11,1161,12.9,1,4,5,1,0,0,1,0,2.5,2.5,0.7,3.2,12,8,69,0.08,0.31,0.39,0.08,0.39,0.19,0.05,0.24,0.19,0.24
470,Joël Veltman,nl  NED,DF,Brighton,31-027,1992,18,14,1283,14.3,0,1,1,0,0,0,2,0,0.6,0.6,0.2,0.8,29,96,19,0.00,0.07,0.07,0.00,0.07,0.04,0.02,0.06,0.04,0.06
471,Fabio Vieira,pt  POR,"MF,FW",Arsenal,22-257,2000,11,1,264,2.9,1,1,2,1,0,0,0,0,0.3,0.3,1.1,1.5,2,12,16,0.34,0.34,0.68,0.34,0.68,0.11,0.39,0.50,0.11,0.50
472,Matías Viña,uy  URU,MF,Bournemouth,25-094,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
473,Rúben Vinagre,pt  POR,"DF,MF",Everton,23-308,1999,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
474,Carlos Vinícius,br  BRA,FW,Fulham,27-323,1995,14,4,428,4.8,1,0,1,1,0,0,1,0,1.1,1.1,0.5,1.6,2,4,17,0.21,0.00,0.21,0.21,0.21,0.22,0.10,0.33,0.22,0.33
475,Theo Walcott,eng  ENG,"FW,MF",Southampton,33-332,1989,4,1,139,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,3,2,9,0.00,0.00,0.00,0.00,0.00,0.14,0.03,0.17,0.14,0.17
476,Kyle Walker,eng  ENG,DF,Manchester City,32-259,1990,11,10,793,8.8,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,22,82,19,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
477,Kyle Walker-Peters,eng  ENG,DF,Southampton,25-304,1997,16,16,1402,15.6,1,0,1,1,0,0,2,0,0.7,0.7,0.9,1.6,55,48,63,0.06,0.00,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11
478,Aaron Wan-Bissaka,eng  ENG,DF,Manchester Utd,25-077,1997,8,7,609,6.8,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.6,16,20,23,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.08,0.01,0.08
479,Danny Ward,wls  WAL,GK,Leicester City,29-234,1993,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
480,Joel Ward,eng  ENG,DF,Crystal Palace,33-105,1989,16,14,1295,14.4,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,7,49,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01
481,James Ward-Prowse,eng  ENG,MF,Southampton,28-102,1994,21,21,1890,21.0,5,2,7,5,0,1,2,0,2.6,1.7,3.9,5.6,13,113,30,0.24,0.10,0.33,0.24,0.33,0.13,0.18,0.31,0.08,0.27
482,Ollie Watkins,eng  ENG,FW,Aston Villa,27-043,1995,20,19,1628,18.1,5,4,9,5,0,0,1,0,6.6,6.6,2.2,8.8,26,25,100,0.28,0.22,0.50,0.28,0.50,0.36,0.12,0.48,0.36,0.48
483,Adam Webster,eng  ENG,DF,Brighton,28-038,1995,15,13,1173,13.0,0,0,0,0,0,0,1,0,1.3,1.3,0.0,1.3,12,65,5,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
484,Wout Weghorst,nl  NED,FW,Manchester Utd,30-188,1992,4,4,274,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0,5,16,0.00,0.00,0.00,0.00,0.00,0.07,0.14,0.21,0.07,0.21
485,Danny Welbeck,eng  ENG,FW,Brighton,32-077,1990,16,13,1142,12.7,1,2,3,1,0,0,0,0,4.9,4.9,2.5,7.4,15,21,76,0.08,0.16,0.24,0.08,0.24,0.38,0.20,0.58,0.38,0.58
486,Ben White,eng  ENG,DF,Arsenal,25-126,1997,20,20,1593,17.7,0,2,2,0,0,0,4,0,0.3,0.3,1.1,1.4,37,139,46,0.00,0.11,0.11,0.00,0.11,0.02,0.06,0.08,0.02,0.08
487,Harvey White,eng  ENG,MF,Tottenham,21-145,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
488,Neco Williams,wls  WAL,DF,Nott'ham Forest,21-304,2001,21,13,1215,13.5,0,0,0,0,0,0,4,0,1.0,1.0,1.3,2.3,34,21,52,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17
489,Willian,br  BRA,FW,Fulham,34-186,1988,15,13,1134,12.6,2,2,4,2,0,0,0,0,2.3,2.3,2.0,4.3,52,68,73,0.16,0.16,0.32,0.16,0.32,0.18,0.16,0.34,0.18,0.34
490,Joe Willock,eng  ENG,MF,Newcastle Utd,23-175,1999,21,19,1564,17.4,2,2,4,2,0,0,1,0,3.3,3.3,3.4,6.7,56,70,86,0.12,0.12,0.23,0.12,0.23,0.19,0.20,0.39,0.19,0.39
491,Callum Wilson,eng  ENG,FW,Newcastle Utd,30-349,1992,16,14,1128,12.5,7,3,10,6,1,1,3,0,7.9,7.1,1.5,8.5,20,13,75,0.56,0.24,0.80,0.48,0.72,0.63,0.12,0.74,0.56,0.68
492,Harry Wilson,wls  WAL,FW,Fulham,25-326,1997,13,3,347,3.9,0,0,0,0,0,0,1,0,1.1,1.1,0.1,1.2,7,13,32,0.00,0.00,0.00,0.00,0.00,0.27,0.03,0.31,0.27,0.31
493,Yoane Wissa,cd  COD,FW,Brentford,26-161,1996,21,9,917,10.2,4,2,6,4,0,0,2,0,3.3,3.3,2.2,5.4,12,19,62,0.39,0.20,0.59,0.39,0.59,0.32,0.21,0.53,0.32,0.53
494,Maximilian Wöber,at  AUT,DF,Leeds United,25-007,1998,4,3,295,3.3,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,5,19,1,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16
495,Joe Worrall,eng  ENG,DF,Nott'ham Forest,26-032,1997,16,12,1167,13.0,0,0,0,0,0,0,5,0,0.2,0.2,0.5,0.7,3,40,0,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.05,0.02,0.05
496,Granit Xhaka,ch  SUI,MF,Arsenal,30-137,1992,20,20,1706,19.0,3,5,8,3,0,0,3,0,2.1,2.1,3.8,5.8,22,124,105,0.16,0.26,0.42,0.16,0.42,0.11,0.20,0.31,0.11,0.31
497,Ryan Yates,eng  ENG,MF,Nott'ham Forest,25-082,1997,18,16,1392,15.5,0,1,1,0,0,0,4,0,2.2,2.2,1.1,3.3,8,36,20,0.00,0.06,0.06,0.00,0.06,0.14,0.07,0.21,0.14,0.21
498,Ashley Young,eng  ENG,DF,Aston Villa,37-217,1985,17,13,1192,13.2,1,0,1,1,0,0,3,0,0.2,0.2,0.8,1.0,16,67,28,0.08,0.00,0.08,0.08,0.08,0.02,0.06,0.07,0.02,0.07
499,Wilfried Zaha,ci  CIV,"FW,MF",Crystal Palace,30-093,1992,19,19,1661,18.5,6,2,8,6,0,2,3,0,5.1,3.3,2.4,5.7,54,45,171,0.33,0.11,0.43,0.33,0.43,0.27,0.13,0.40,0.18,0.31
500,Denis Zakaria,ch  SUI,MF,Chelsea,26-083,1996,4,4,286,3.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,4,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
501,Jordan Zemura,zw  ZIM,DF,Bournemouth,23-089,1999,15,13,1127,12.5,0,1,1,0,0,0,1,0,0.4,0.4,1.8,2.2,32,33,37,0.00,0.08,0.08,0.00,0.08,0.03,0.15,0.18,0.03,0.18
502,Oleksandr Zinchenko,ua  UKR,DF,Arsenal,26-058,1996,13,12,991,11.0,0,1,1,0,0,0,2,0,0.8,0.8,0.6,1.4,27,108,30,0.00,0.09,0.09,0.00,0.09,0.07,0.05,0.12,0.07,0.12
503,Hakim Ziyech,ma  MAR,"FW,MF",Chelsea,29-329,1993,11,5,487,5.4,0,1,1,0,0,0,0,0,0.5,0.5,1.4,1.9,12,31,51,0.00,0.18,0.18,0.00,0.18,0.10,0.26,0.35,0.10,0.35
504,Kurt Zouma,fr  FRA,DF,West Ham,28-107,1994,15,15,1274,14.2,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.1,1,16,1,0.07,0.00,0.07,0.07,0.07,0.08,0.00,0.08,0.08,0.08
505,Martin Ødegaard,no  NOR,MF,Arsenal,24-056,1998,19,19,1594,17.7,8,5,13,8,0,0,3,0,5.6,5.6,5.0,10.6,48,127,82,0.45,0.28,0.73,0.45,0.73,0.31,0.28,0.60,0.31,0.60
