,Player,PlayerId,Situation,ShotType,X,Y,xG,Result,Season,MatchId
32,Ousmane Dembélé,3226,OpenPlay,LeftFoot,95.5199981689453,36.16000061035156,0.0390071012079715,BlockedShot,2015,2141
33,Ousmane Dembélé,3226,OpenPlay,LeftFoot,96.11999816894532,31.200000000000003,0.0336535982787609,Goal,2015,2141
34,Ousmane Dembélé,3226,SetPiece,RightFoot,102.36000366210938,43.6,0.0649013966321945,Goal,2015,2155
35,Ousmane Dembélé,3226,OpenPlay,RightFoot,87.23999633789062,47.52000122070313,0.0245204009115695,MissedShots,2015,2155
36,Ousmane Dembélé,3226,OpenPlay,RightFoot,109.68000183105468,31.120001220703127,0.1225259974598884,SavedShot,2015,2155
37,Ousmane Dembélé,3226,DirectFreekick,RightFoot,93.48000183105468,57.040002441406244,0.0552986003458499,Goal,2015,2155
38,Ousmane Dembélé,3226,OpenPlay,RightFoot,98.88000183105468,25.280000305175783,0.0513999983668327,SavedShot,2015,2155
39,Ousmane Dembélé,3226,OpenPlay,RightFoot,102.36000366210938,43.679998779296874,0.2738049924373626,Goal,2015,2155
40,Ousmane Dembélé,3226,OpenPlay,LeftFoot,108.7199981689453,31.520001220703126,0.0809992030262947,MissedShots,2015,2168
41,Ousmane Dembélé,3226,DirectFreekick,RightFoot,92.88000183105468,43.120001220703124,0.0897258967161178,SavedShot,2015,2168
42,Ousmane Dembélé,3226,OpenPlay,LeftFoot,109.56000366210938,24.96000061035156,0.268561989068985,SavedShot,2015,2168
43,Ousmane Dembélé,3226,OpenPlay,RightFoot,93.0,22.960000610351557,0.0446906983852386,Goal,2015,2169
44,Ousmane Dembélé,3226,FromCorner,RightFoot,117.96000366210936,23.280000305175776,0.0451570004224777,MissedShots,2015,2169
45,Ousmane Dembélé,3226,OpenPlay,LeftFoot,104.63999633789062,31.200000000000003,0.1513829976320266,MissedShots,2015,2169
46,Ousmane Dembélé,3226,OpenPlay,RightFoot,108.23999633789064,43.039999389648436,0.4800989925861358,Goal,2015,2184
47,Ousmane Dembélé,3226,OpenPlay,LeftFoot,106.68000183105468,31.43999938964843,0.0861895978450775,Goal,2015,2184
48,Ousmane Dembélé,3226,FromCorner,RightFoot,97.31999816894532,39.039999389648436,0.0344290994107723,MissedShots,2015,2197
49,Ousmane Dembélé,3226,OpenPlay,LeftFoot,96.11999816894532,23.76000061035156,0.0235421005636453,MissedShots,2015,2197
50,Ousmane Dembélé,3226,OpenPlay,LeftFoot,114.48000183105471,54.240002441406254,0.0627465993165969,SavedShot,2015,2197
51,Ousmane Dembélé,3226,SetPiece,LeftFoot,103.31999816894532,25.43999938964843,0.0311054997146129,MissedShots,2015,2207
52,Ousmane Dembélé,3226,OpenPlay,RightFoot,103.56000366210938,49.83999938964843,0.0815258026123046,SavedShot,2015,2247
53,Ousmane Dembélé,3226,OpenPlay,LeftFoot,116.63999633789062,49.279998779296875,0.3166820108890533,BlockedShot,2015,2247
54,Ousmane Dembélé,3226,SetPiece,RightFoot,113.16000366210936,52.47999877929687,0.0635884031653404,SavedShot,2015,2247
55,Ousmane Dembélé,3226,OpenPlay,LeftFoot,110.4,47.03999938964844,0.0638825967907905,MissedShots,2015,2247
56,Ousmane Dembélé,3226,OpenPlay,RightFoot,88.91999816894531,45.76000061035156,0.0276082996279001,BlockedShot,2016,1332
57,Ousmane Dembélé,3226,FromCorner,Head,114.0,48.63999938964844,0.0162345003336668,BlockedShot,2016,1350
58,Ousmane Dembélé,3226,OpenPlay,LeftFoot,109.80000000000001,20.96000061035156,0.0452453009784221,BlockedShot,2016,1354
59,Ousmane Dembélé,3226,OpenPlay,RightFoot,106.8,31.200000000000003,0.4595530033111572,Goal,2016,1354
60,Ousmane Dembélé,3226,OpenPlay,RightFoot,112.43999633789065,28.720001220703118,0.136814996600151,SavedShot,2016,1354
61,Ousmane Dembélé,3226,OpenPlay,RightFoot,88.56000366210938,49.439999389648435,0.0201407000422477,MissedShots,2016,1363
62,Ousmane Dembélé,3226,OpenPlay,RightFoot,106.2,23.439999389648438,0.0500656999647617,SavedShot,2016,1363
63,Ousmane Dembélé,3226,OpenPlay,LeftFoot,97.08000183105469,31.039999389648433,0.0468167997896671,MissedShots,2016,1363
64,Ousmane Dembélé,3226,OpenPlay,RightFoot,100.19999999999999,44.0,0.0603812001645565,MissedShots,2016,1378
65,Ousmane Dembélé,3226,DirectFreekick,RightFoot,91.3199981689453,39.039999389648436,0.0791179984807968,MissedShots,2016,1381
66,Ousmane Dembélé,3226,OpenPlay,RightFoot,93.0,49.279998779296875,0.0250620003789663,SavedShot,2016,1391
67,Ousmane Dembélé,3226,OpenPlay,RightFoot,111.60000000000001,51.92000122070312,0.0381724014878273,BlockedShot,2016,1391
68,Ousmane Dembélé,3226,FromCorner,RightFoot,95.16000366210938,30.560000610351562,0.0275033991783857,MissedShots,2016,1391
69,Ousmane Dembélé,3226,OpenPlay,LeftFoot,116.76000366210936,47.67999877929688,0.3718920052051544,ShotOnPost,2016,3305
70,Ousmane Dembélé,3226,OpenPlay,LeftFoot,105.36000366210938,34.63999938964844,0.4884850084781647,Goal,2016,2807
71,Ousmane Dembélé,3226,OpenPlay,LeftFoot,101.16000366210938,26.079998779296872,0.0441691987216472,ShotOnPost,2016,2829
72,Ousmane Dembélé,3226,OpenPlay,RightFoot,100.56000366210937,46.16000061035156,0.0841147974133491,Goal,2016,3194
73,Ousmane Dembélé,3226,OpenPlay,LeftFoot,94.56000366210938,33.679998779296874,0.0350822992622852,MissedShots,2016,3203
74,Ousmane Dembélé,3226,SetPiece,RightFoot,116.2800018310547,28.56000061035156,0.0661339983344078,BlockedShot,2016,3210
75,Ousmane Dembélé,3226,OpenPlay,RightFoot,114.83999633789062,26.47999877929687,0.0555257014930248,BlockedShot,2016,3210
76,Ousmane Dembélé,3226,OpenPlay,LeftFoot,109.2,31.520001220703126,0.3509109914302826,Goal,2016,3222
77,Ousmane Dembélé,3226,OpenPlay,LeftFoot,105.0,58.8,0.0422501005232334,BlockedShot,2016,3726
78,Ousmane Dembélé,3226,OpenPlay,LeftFoot,116.16000366210936,51.679998779296874,0.1115719974040985,MissedShots,2016,3746
79,Ousmane Dembélé,3226,OpenPlay,OtherBodyPart,106.08000183105469,42.400000000000006,0.0558158010244369,MissedShots,2016,3751
80,Ousmane Dembélé,3226,OpenPlay,RightFoot,102.96000366210937,46.0,0.1021390035748481,SavedShot,2016,3763
81,Ousmane Dembélé,3226,OpenPlay,RightFoot,112.3199981689453,20.239999389648432,0.0585464984178543,ShotOnPost,2016,3763
82,Ousmane Dembélé,3226,OpenPlay,Head,105.48000183105468,40.720001220703125,0.0476491004228591,Goal,2016,3763
83,Ousmane Dembélé,3226,OpenPlay,RightFoot,91.8,39.67999877929687,0.0349045991897583,SavedShot,2016,3770
84,Ousmane Dembélé,3226,OpenPlay,RightFoot,105.0,35.439999389648435,0.1103079989552497,BlockedShot,2016,3770
85,Ousmane Dembélé,3226,OpenPlay,RightFoot,106.68000183105468,25.67999877929687,0.0777933970093727,MissedShots,2016,3770
86,Ousmane Dembélé,3226,OpenPlay,RightFoot,100.31999816894532,30.560000610351562,0.0516519993543624,Goal,2016,3781
87,Ousmane Dembélé,3226,OpenPlay,LeftFoot,115.91999816894531,28.079998779296872,0.0949131026864051,SavedShot,2016,3781
88,Ousmane Dembélé,3226,OpenPlay,RightFoot,118.2,32.96000061035156,0.1305260062217712,SavedShot,2016,3781
89,Ousmane Dembélé,3226,OpenPlay,LeftFoot,94.91999816894531,49.12000122070313,0.0321027003228664,BlockedShot,2016,3781
90,Ousmane Dembélé,3226,OpenPlay,RightFoot,108.60000000000001,50.07999877929688,0.4379029870033264,MissedShots,2016,3781
91,Ousmane Dembélé,3226,OpenPlay,LeftFoot,111.60000000000001,52.15999755859375,0.1039979979395866,BlockedShot,2016,3781
92,Ousmane Dembélé,3226,OpenPlay,RightFoot,99.36000366210936,45.599999999999994,0.0564403012394905,MissedShots,2016,3806
93,Ousmane Dembélé,3226,OpenPlay,RightFoot,107.4,54.47999877929688,0.0954824984073638,ShotOnPost,2016,3806
94,Ousmane Dembélé,3226,OpenPlay,LeftFoot,115.91999816894531,25.2,0.0454156994819641,SavedShot,2016,3812
95,Ousmane Dembélé,3226,OpenPlay,RightFoot,108.48000183105468,25.519999694824218,0.0527368001639843,MissedShots,2016,3812
96,Ousmane Dembélé,3226,OpenPlay,RightFoot,109.43999633789065,48.720001220703125,0.1430989950895309,BlockedShot,2016,3812
97,Ousmane Dembélé,3226,OpenPlay,LeftFoot,110.4,24.4,0.057005301117897,MissedShots,2016,3827
98,Ousmane Dembélé,3226,OpenPlay,Head,109.43999633789065,46.16000061035156,0.0668286010622978,BlockedShot,2016,3827
99,Ousmane Dembélé,3226,OpenPlay,RightFoot,100.8,29.2,0.070566602051258,BlockedShot,2016,3830
100,Ousmane Dembélé,3226,OpenPlay,RightFoot,89.63999633789062,20.880000305175784,0.0213044993579387,SavedShot,2016,3830
101,Ousmane Dembélé,3226,OpenPlay,LeftFoot,109.9199981689453,46.8,0.1324950009584427,SavedShot,2016,3840
102,Ousmane Dembélé,3226,OpenPlay,RightFoot,75.6,2.960000038146968,0.014190400019288,MissedShots,2016,3840
103,Ousmane Dembélé,3226,OpenPlay,LeftFoot,90.96000366210937,49.279998779296875,0.0220478996634483,SavedShot,2016,3848
104,Ousmane Dembélé,3226,OpenPlay,RightFoot,96.71999816894531,39.279998779296875,0.0480483993887901,BlockedShot,2016,3848
105,Ousmane Dembélé,3226,OpenPlay,LeftFoot,91.08000183105469,41.439999389648435,0.026732500642538,SavedShot,2016,3870
106,Ousmane Dembélé,3226,OpenPlay,RightFoot,111.23999633789064,24.96000061035156,0.0510173998773098,SavedShot,2016,3870
107,Ousmane Dembélé,3226,OpenPlay,RightFoot,82.43999633789063,37.439999389648435,0.0144880004227161,BlockedShot,2016,3875
108,Ousmane Dembélé,3226,OpenPlay,RightFoot,102.11999816894532,36.4,0.078895702958107,MissedShots,2016,3875
109,Ousmane Dembélé,3226,OpenPlay,LeftFoot,91.56000366210938,42.63999938964844,0.0243714991956949,MissedShots,2016,3875
110,Ousmane Dembélé,3226,OpenPlay,RightFoot,98.5199981689453,39.6,0.0637798979878425,BlockedShot,2016,3875
111,Ousmane Dembélé,3226,OpenPlay,RightFoot,107.4,24.56000061035156,0.0629300028085708,BlockedShot,2017,8055
112,Ousmane Dembélé,3226,OpenPlay,RightFoot,91.43999633789062,26.400000000000002,0.0247971005737781,SavedShot,2017,8055
113,Ousmane Dembélé,3226,OpenPlay,RightFoot,88.2,50.720001220703125,0.0191830992698669,MissedShots,2017,8055
114,Ousmane Dembélé,3226,OpenPlay,LeftFoot,93.0,47.199999999999996,0.0332330986857414,MissedShots,2017,8122
115,Ousmane Dembélé,3226,OpenPlay,LeftFoot,113.16000366210936,27.599999999999998,0.142204001545906,MissedShots,2017,8122
116,Ousmane Dembélé,3226,OpenPlay,LeftFoot,91.2,28.879998779296873,0.0239882003515958,SavedShot,2017,8138
117,Ousmane Dembélé,3226,OpenPlay,LeftFoot,105.48000183105468,27.200000000000003,0.0972537025809288,BlockedShot,2017,8156
118,Ousmane Dembélé,3226,OpenPlay,LeftFoot,104.63999633789062,34.72000122070312,0.0941580012440681,MissedShots,2017,8156
119,Ousmane Dembélé,3226,OpenPlay,RightFoot,101.39999999999999,23.280000305175776,0.0390921011567115,SavedShot,2017,8156
120,Ousmane Dembélé,3226,OpenPlay,LeftFoot,110.03999633789064,33.36000061035156,0.1346459984779358,BlockedShot,2017,8167
121,Ousmane Dembélé,3226,OpenPlay,RightFoot,115.68000183105471,44.07999877929687,0.6270110011100769,SavedShot,2017,8167
122,Ousmane Dembélé,3226,OpenPlay,LeftFoot,104.16000366210938,24.4,0.0602594017982482,SavedShot,2017,8177
123,Ousmane Dembélé,3226,OpenPlay,LeftFoot,103.6800018310547,34.0,0.1123899966478347,BlockedShot,2017,8208
124,Ousmane Dembélé,3226,OpenPlay,LeftFoot,101.63999633789062,45.83999938964844,0.0620189011096954,Goal,2017,8208
125,Ousmane Dembélé,3226,OpenPlay,RightFoot,88.2,29.520001220703122,0.0208068992942571,SavedShot,2017,8208
126,Ousmane Dembélé,3226,OpenPlay,LeftFoot,95.4,23.280000305175776,0.0196180008351802,SavedShot,2017,8217
127,Ousmane Dembélé,3226,OpenPlay,LeftFoot,115.43999633789062,42.96000061035156,0.665772020816803,Goal,2017,8217
128,Ousmane Dembélé,3226,OpenPlay,LeftFoot,101.16000366210938,44.0,0.1505089998245239,Goal,2017,8217
129,Ousmane Dembélé,3226,OpenPlay,LeftFoot,84.6,31.200000000000003,0.015753099694848,MissedShots,2017,8246
130,Ousmane Dembélé,3226,OpenPlay,LeftFoot,107.16000366210938,27.200000000000003,0.0596693009138107,BlockedShot,2017,8246
131,Ousmane Dembélé,3226,OpenPlay,LeftFoot,105.83999633789062,25.119999694824216,0.0561750009655952,BlockedShot,2017,8246
132,Ousmane Dembélé,3226,OpenPlay,LeftFoot,108.83999633789064,57.35999755859375,0.0487077012658119,MissedShots,2018,9961
133,Ousmane Dembélé,3226,OpenPlay,RightFoot,100.31999816894532,50.07999877929688,0.3269439935684204,SavedShot,2018,9961
134,Ousmane Dembélé,3226,OpenPlay,RightFoot,104.63999633789062,45.36000061035156,0.1062140017747879,MissedShots,2018,9961
135,Ousmane Dembélé,3226,OpenPlay,RightFoot,117.11999816894532,53.75999755859375,0.0840559005737304,MissedShots,2018,9971
136,Ousmane Dembélé,3226,OpenPlay,RightFoot,91.3199981689453,50.87999877929687,0.0235015992075204,MissedShots,2018,9971
137,Ousmane Dembélé,3226,OpenPlay,RightFoot,95.76000366210938,44.56000061035156,0.042025301605463,MissedShots,2018,9971
138,Ousmane Dembélé,3226,OpenPlay,RightFoot,106.8,58.879998779296876,0.0411905981600284,SavedShot,2018,9971
139,Ousmane Dembélé,3226,OpenPlay,RightFoot,110.4,30.16000061035156,0.0669026002287864,Goal,2018,9971
140,Ousmane Dembélé,3226,OpenPlay,LeftFoot,107.63999633789062,56.720001220703125,0.0444664992392063,SavedShot,2018,9985
141,Ousmane Dembélé,3226,FromCorner,LeftFoot,100.19999999999999,29.03999938964844,0.0455876998603343,ShotOnPost,2018,9985
142,Ousmane Dembélé,3226,OpenPlay,LeftFoot,104.16000366210938,55.759997558593746,0.0465717986226081,Goal,2018,9985
143,Ousmane Dembélé,3226,OpenPlay,Head,109.9199981689453,47.67999877929688,0.0603256002068519,MissedShots,2018,9989
144,Ousmane Dembélé,3226,FromCorner,LeftFoot,105.6,40.0,0.4241400063037872,Goal,2018,9989
145,Ousmane Dembélé,3226,OpenPlay,RightFoot,91.43999633789062,48.720001220703125,0.0279303006827831,SavedShot,2018,9997
146,Ousmane Dembélé,3226,OpenPlay,RightFoot,97.8,64.95999755859376,0.0124698998406529,MissedShots,2018,10013
147,Ousmane Dembélé,3226,OpenPlay,LeftFoot,92.28000183105468,21.119999694824216,0.0184089001268148,SavedShot,2018,10020
148,Ousmane Dembélé,3226,OpenPlay,LeftFoot,106.3199981689453,30.63999938964843,0.0828816965222358,BlockedShot,2018,10020
149,Ousmane Dembélé,3226,OpenPlay,LeftFoot,109.2,56.720001220703125,0.1295489966869354,MissedShots,2018,10037
150,Ousmane Dembélé,3226,OpenPlay,LeftFoot,105.0,30.079998779296872,0.1027370020747184,BlockedShot,2018,10037
151,Ousmane Dembélé,3226,OpenPlay,LeftFoot,105.6,25.920001220703128,0.0390103012323379,Goal,2018,10060
152,Ousmane Dembélé,3226,OpenPlay,LeftFoot,108.7199981689453,26.720001220703125,0.2592909932136535,Goal,2018,10077
153,Ousmane Dembélé,3226,FromCorner,RightFoot,91.56000366210938,36.560000610351565,0.0339910015463829,MissedShots,2018,10095
154,Ousmane Dembélé,3226,OpenPlay,LeftFoot,95.03999633789063,22.960000610351557,0.0175046995282173,SavedShot,2018,10095
155,Ousmane Dembélé,3226,OpenPlay,RightFoot,104.28000183105469,29.83999938964844,0.041195098310709,BlockedShot,2018,10095
156,Ousmane Dembélé,3226,OpenPlay,RightFoot,109.56000366210938,56.4,0.0609375983476638,Goal,2018,10100
157,Ousmane Dembélé,3226,OpenPlay,RightFoot,104.63999633789062,49.279998779296875,0.1503330022096634,BlockedShot,2018,10100
158,Ousmane Dembélé,3226,OpenPlay,LeftFoot,111.1199981689453,47.279998779296875,0.3963949978351593,Goal,2018,10117
159,Ousmane Dembélé,3226,OpenPlay,RightFoot,105.0,43.679998779296874,0.1107449978590011,Goal,2018,10148
160,Ousmane Dembélé,3226,OpenPlay,RightFoot,107.4,26.079998779296872,0.0778430998325347,MissedShots,2018,10148
161,Ousmane Dembélé,3226,OpenPlay,LeftFoot,102.0,25.920001220703128,0.0432715006172657,SavedShot,2018,10184
162,Ousmane Dembélé,3226,OpenPlay,RightFoot,107.16000366210938,50.32000122070312,0.0896131992340087,BlockedShot,2018,10187
163,Ousmane Dembélé,3226,OpenPlay,RightFoot,107.16000366210938,40.4,0.4349159896373749,MissedShots,2018,10198
164,Ousmane Dembélé,3226,OpenPlay,RightFoot,96.60000000000001,56.07999877929687,0.0316178016364574,SavedShot,2018,10207
165,Ousmane Dembélé,3226,OpenPlay,LeftFoot,108.60000000000001,56.159997558593744,0.0630050972104072,MissedShots,2018,10207
166,Ousmane Dembélé,3226,OpenPlay,RightFoot,108.23999633789064,44.720001220703125,0.4434320032596588,SavedShot,2018,10268
167,Ousmane Dembélé,3226,OpenPlay,LeftFoot,105.11999816894532,33.52000122070312,0.1029549986124038,BlockedShot,2018,10268
168,Ousmane Dembélé,3226,OpenPlay,RightFoot,94.2,52.15999755859375,0.0261562000960111,MissedShots,2018,10268
169,Ousmane Dembélé,3226,OpenPlay,RightFoot,108.48000183105468,54.47999877929688,0.0804203003644943,MissedShots,2018,10285
170,Ousmane Dembélé,3226,OpenPlay,RightFoot,105.36000366210938,54.320001220703126,0.0461899004876613,MissedShots,2018,10305
171,Ousmane Dembélé,3226,OpenPlay,RightFoot,108.7199981689453,49.83999938964843,0.4010510146617889,Goal,2019,12093
172,Ousmane Dembélé,3226,OpenPlay,RightFoot,109.43999633789065,35.439999389648435,0.4861890077590942,MissedShots,2019,12093
173,Ousmane Dembélé,3226,OpenPlay,LeftFoot,105.11999816894532,27.599999999999998,0.1160259991884231,MissedShots,2019,12146
174,Ousmane Dembélé,3226,OpenPlay,RightFoot,88.56000366210938,58.55999755859375,0.0119856996461749,BlockedShot,2019,12157
175,Ousmane Dembélé,3226,OpenPlay,RightFoot,110.51999816894529,24.719999694824217,0.2809019982814789,SavedShot,2019,12157
176,Ousmane Dembélé,3226,OpenPlay,LeftFoot,101.76000366210937,28.16000061035156,0.0497151985764503,Goal,2020,14856
177,Ousmane Dembélé,3226,OpenPlay,LeftFoot,108.96000366210939,29.279998779296875,0.3583129942417145,BlockedShot,2020,14856
178,Ousmane Dembélé,3226,OpenPlay,LeftFoot,102.11999816894532,23.519999694824214,0.0384740009903907,MissedShots,2020,14867
179,Ousmane Dembélé,3226,OpenPlay,RightFoot,110.16000366210938,56.07999877929687,0.0746548026800155,MissedShots,2020,14875
180,Ousmane Dembélé,3226,OpenPlay,LeftFoot,94.56000366210938,31.76000061035156,0.0318395011126995,MissedShots,2020,14928
181,Ousmane Dembélé,3226,OpenPlay,LeftFoot,102.23999633789062,38.72000122070312,0.2570230066776275,SavedShot,2020,14928
182,Ousmane Dembélé,3226,OpenPlay,RightFoot,110.28000183105469,27.36000061035156,0.3110170066356659,Goal,2020,14928
183,Ousmane Dembélé,3226,OpenPlay,RightFoot,101.28000183105469,62.240002441406254,0.022681200876832,MissedShots,2020,14942
184,Ousmane Dembélé,3226,OpenPlay,RightFoot,101.76000366210937,41.76000061035157,0.0890903994441032,BlockedShot,2020,14942
185,Ousmane Dembélé,3226,OpenPlay,RightFoot,110.16000366210938,44.16000061035156,0.4983989894390106,SavedShot,2020,14942
186,Ousmane Dembélé,3226,OpenPlay,LeftFoot,106.56000366210938,53.44000244140625,0.062219001352787,BlockedShot,2020,14942
187,Ousmane Dembélé,3226,OpenPlay,RightFoot,91.3199981689453,53.44000244140625,0.0273342002183198,MissedShots,2020,14942
188,Ousmane Dembélé,3226,OpenPlay,LeftFoot,107.76000366210938,48.47999877929688,0.1110839992761612,SavedShot,2020,14942
189,Ousmane Dembélé,3226,OpenPlay,RightFoot,93.23999633789063,25.67999877929687,0.0233647003769874,SavedShot,2020,14947
190,Ousmane Dembélé,3226,OpenPlay,LeftFoot,99.36000366210936,25.280000305175783,0.0326545983552932,SavedShot,2020,14947
191,Ousmane Dembélé,3226,OpenPlay,RightFoot,102.71999816894532,23.599999999999998,0.0437588989734649,MissedShots,2020,14951
192,Ousmane Dembélé,3226,OpenPlay,RightFoot,97.08000183105469,33.52000122070312,0.0694063007831573,MissedShots,2020,14951
193,Ousmane Dembélé,3226,FromCorner,RightFoot,98.63999633789062,57.35999755859375,0.0365535989403724,BlockedShot,2020,14972
194,Ousmane Dembélé,3226,OpenPlay,LeftFoot,102.11999816894532,43.92000122070313,0.1020580008625984,SavedShot,2020,14972
195,Ousmane Dembélé,3226,OpenPlay,RightFoot,102.83999633789062,27.36000061035156,0.0848731994628906,MissedShots,2020,14978
196,Ousmane Dembélé,3226,OpenPlay,RightFoot,102.96000366210937,33.76000061035156,0.069168597459793,MissedShots,2020,14991
197,Ousmane Dembélé,3226,OpenPlay,LeftFoot,102.36000366210938,25.280000305175783,0.0335110984742641,MissedShots,2020,14991
198,Ousmane Dembélé,3226,OpenPlay,RightFoot,109.68000183105468,27.200000000000003,0.2632040083408355,SavedShot,2020,14991
199,Ousmane Dembélé,3226,FromCorner,RightFoot,102.11999816894532,24.16000061035156,0.0366238988935947,MissedShots,2020,15010
200,Ousmane Dembélé,3226,OpenPlay,LeftFoot,98.16000366210938,23.919999694824217,0.0276209991425275,BlockedShot,2020,15010
201,Ousmane Dembélé,3226,OpenPlay,LeftFoot,103.56000366210938,23.36000061035156,0.0463090986013412,SavedShot,2020,15010
202,Ousmane Dembélé,3226,OpenPlay,RightFoot,90.96000366210937,25.280000305175783,0.0249045994132757,MissedShots,2020,15010
203,Ousmane Dembélé,3226,OpenPlay,LeftFoot,108.36000366210938,35.76000061035156,0.1257580071687698,BlockedShot,2020,15010
204,Ousmane Dembélé,3226,OpenPlay,RightFoot,108.7199981689453,26.960000610351564,0.08194600045681,MissedShots,2020,15010
205,Ousmane Dembélé,3226,OpenPlay,RightFoot,93.1199981689453,48.63999938964844,0.0361942015588283,BlockedShot,2020,14141
206,Ousmane Dembélé,3226,OpenPlay,RightFoot,108.60000000000001,35.679998779296874,0.1182129979133606,BlockedShot,2020,14141
207,Ousmane Dembélé,3226,OpenPlay,LeftFoot,98.88000183105468,27.679998779296874,0.0555661991238594,SavedShot,2020,15026
208,Ousmane Dembélé,3226,OpenPlay,LeftFoot,105.36000366210938,50.560000610351565,0.3351440131664276,Goal,2020,15026
209,Ousmane Dembélé,3226,OpenPlay,RightFoot,107.16000366210938,35.439999389648435,0.1296949982643127,BlockedShot,2020,15026
210,Ousmane Dembélé,3226,OpenPlay,RightFoot,91.43999633789062,40.23999938964843,0.0361822992563247,BlockedShot,2020,15033
211,Ousmane Dembélé,3226,FromCorner,LeftFoot,103.6800018310547,29.83999938964844,0.044285699725151,BlockedShot,2020,15039
212,Ousmane Dembélé,3226,OpenPlay,RightFoot,114.71999816894531,40.23999938964843,0.644881010055542,SavedShot,2020,15054
213,Ousmane Dembélé,3226,OpenPlay,RightFoot,117.0,29.36000061035156,0.1311589926481247,SavedShot,2020,15054
