,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
29,2022-01-09,21:00,La Liga,Matchweek 20,Sun,Home,D,2,2,Atlético Madrid,2.1,0.9,59,14127.0,Raúl Albiol,4-4-2,Alberola Rojas,Match Report,
30,2022-01-16,14:00,La Liga,Matchweek 21,Sun,Away,L,0,1,Elche,0.8,0.3,52,12433.0,Raúl Albiol,4-4-2,Valentín Pizarro,Match Report,
31,2022-01-22,16:15,La Liga,Matchweek 22,Sat,Home,W,3,0,Mallorca,1.8,1.1,56,13207.0,Mario Gaspar,4-4-2,Miguel Ángel Ortiz Arias,Match Report,
32,2022-02-06,18:30,La Liga,Matchweek 23,Sun,Away,W,2,0,Betis,0.8,0.9,40,44870.0,Raúl Albiol,4-4-2,Pablo González,Match Report,
33,2022-02-12,16:15,La Liga,Matchweek 24,Sat,Home,D,0,0,Real Madrid,0.6,1.9,44,17894.0,Vicente Iborra,4-4-2,José Sánchez,Match Report,
34,2022-02-19,14:00,La Liga,Matchweek 25,Sat,Away,W,4,1,Granada,5.1,2.8,61,13389.0,Vicente Iborra,4-4-2,Jesús Gil,Match Report,
35,2022-02-22,21:00,Champions Lg,Round of 16,Tue,Home,D,1,1,it  Juventus,1.3,0.7,54,17686.0,Raúl Albiol,4-4-2,Daniel Siebert,Match Report,Leg 1 of 2
36,2022-02-27,14:00,La Liga,Matchweek 26,Sun,Home,W,5,1,Espanyol,5.0,0.8,65,15600.0,Raúl Albiol,4-4-2,Ricardo de Burgos,Match Report,
37,2022-03-05,14:00,La Liga,Matchweek 27,Sat,Away,L,0,1,Osasuna,0.6,1.0,72,16659.0,Raúl Albiol,4-4-2,José Luis Munuera,Match Report,
38,2022-03-12,18:30,La Liga,Matchweek 28,Sat,Home,W,1,0,Celta Vigo,1.2,0.8,51,14929.0,Vicente Iborra,4-4-1-1,Santiago Jaime,Match Report,
39,2022-03-16,21:00,Champions Lg,Round of 16,Wed,Away,W,3,0,it  Juventus,2.5,1.5,42,30385.0,Raúl Albiol,4-4-1-1,Szymon Marciniak,Match Report,Leg 2 of 2; Villarreal won
40,2022-03-20,16:15,La Liga,Matchweek 29,Sun,Away,L,0,1,Cádiz,0.3,2.0,58,13325.0,Mario Gaspar,4-4-2,Alejandro Hernández,Match Report,
41,2022-04-02,16:15,La Liga,Matchweek 30,Sat,Away,L,0,2,Levante,1.3,2.2,58,14908.0,Raúl Albiol,4-4-2,Adrián Cordero,Match Report,
42,2022-04-06,21:00,Champions Lg,Quarter-finals,Wed,Home,W,1,0,de  Bayern Munich,1.5,1.6,39,21626.0,Raúl Albiol,4-4-2,Anthony Taylor,Match Report,Leg 1 of 2
43,2022-04-09,18:30,La Liga,Matchweek 31,Sat,Home,D,1,1,Athletic Club,1.2,2.0,60,16603.0,Mario Gaspar,4-4-2,Carlos del Cerro,Match Report,
44,2022-04-12,21:00,Champions Lg,Quarter-finals,Tue,Away,D,1,1,de  Bayern Munich,0.7,1.4,32,70000.0,Raúl Albiol,4-4-2,Slavko Vinčič,Match Report,Leg 2 of 2; Villarreal won
45,2022-04-16,21:00,La Liga,Matchweek 32,Sat,Away,W,2,1,Getafe,2.5,1.0,59,9657.0,Vicente Iborra,4-4-2,Pablo González,Match Report,
46,2022-04-19,21:30,La Liga,Matchweek 33,Tue,Home,W,2,0,Valencia,1.7,0.4,58,13570.0,Raúl Albiol,4-4-1-1,José Luis Munuera,Match Report,
47,2022-04-27,20:00,Champions Lg,Semi-finals,Wed,Away,L,0,2,eng  Liverpool,0.1,1.6,27,51586.0,Raúl Albiol,4-4-2,Szymon Marciniak,Match Report,Leg 1 of 2
48,2022-04-30,14:00,La Liga,Matchweek 34,Sat,Away,L,1,2,Alavés,1.6,2.1,67,12579.0,Vicente Iborra,4-2-3-1,Miguel Ángel Ortiz Arias,Match Report,
49,2022-05-03,21:00,Champions Lg,Semi-finals,Tue,Home,L,2,3,eng  Liverpool,1.2,2.5,45,23665.0,Raúl Albiol,4-4-2,Danny Makkelie,Match Report,Leg 2 of 2; Liverpool won
50,2022-05-08,16:15,La Liga,Matchweek 35,Sun,Home,D,1,1,Sevilla,1.6,1.0,53,17461.0,Raúl Albiol,4-4-1-1,Jesús Gil,Match Report,
51,2022-05-12,20:00,La Liga,Matchweek 36,Thu,Away,W,5,1,Rayo Vallecano,2.4,2.0,44,7945.0,Raúl Albiol,4-3-3,Isidro Díaz de Mera,Match Report,
52,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Home,L,1,2,Real Sociedad,1.2,2.6,49,16689.0,Raúl Albiol,4-4-2,Pablo González,Match Report,
53,2022-05-22,22:00,La Liga,Matchweek 38,Sun,Away,W,2,0,Barcelona,0.7,0.9,31,54850.0,Mario Gaspar,4-4-2,José Luis Munuera,Match Report,
