,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
10,Paco Alcácer,es  ESP,FW,Villarreal,26,1993,17.2,202,275,73.5,2844,482,128,161,79.5,39,59,66.1,18,24,75.0,4,3.2,+0.8,17,5,7,1,9
11,Pedro Alcalá,es  ESP,DF,Cádiz,31,1989,10.1,204,270,75.6,5372,1534,33,37,89.2,103,111,92.8,65,115,56.5,0,0.0,0.0,0,14,0,0,11
12,Rubén Alcaraz,es  ESP,MF,Valladolid,29,1991,24.1,962,1157,83.1,20505,5059,350,392,89.3,398,443,89.8,199,286,69.6,0,0.6,-0.6,9,95,13,0,71
13,Iván Alejo,es  ESP,"MF,FW",Cádiz,25,1995,9.2,130,231,56.3,2133,820,72,97,74.2,50,73,68.5,8,39,20.5,1,0.8,+0.2,11,9,11,6,20
14,Alfon,es  ESP,MF,Celta Vigo,21,1999,0.4,15,15,100.0,197,27,10,10,100.0,5,5,100.0,0,0,,0,0.1,-0.1,1,1,1,0,1
15,Sergio Álvarez,es  ESP,"MF,DF",Eibar,28,1992,17.4,535,688,77.8,10868,2311,187,222,84.2,249,302,82.5,87,134,64.9,0,0.9,-0.9,8,51,2,1,35
16,Yeray Álvarez,es  ESP,DF,Athletic Club,25,1995,21.6,895,1061,84.4,21063,6859,229,258,88.8,439,492,89.2,217,288,75.3,0,0.4,-0.4,5,57,4,0,56
17,Emmanuel Amankwaa Akurugu,gh  GHA,DF,Getafe,18,2001,0.5,8,12,66.7,157,38,3,4,75.0,4,4,100.0,1,3,33.3,0,0.0,0.0,0,1,0,0,1
18,Jon Ander Garrido,es  ESP,MF,Cádiz,30,1989,8.9,195,248,78.6,3652,1011,72,83,86.7,88,106,83.0,25,38,65.8,0,0.1,-0.1,3,22,1,1,12
19,Ángel,es  ESP,GK,Granada,18,2002,1.0,16,30,53.3,760,668,0,0,,5,5,100.0,11,25,44.0,0,0.0,0.0,0,0,0,0,0
20,Miguel Ángel Rubio,es  ESP,DF,Valladolid,22,1998,1.5,39,50,78.0,839,321,9,10,90.0,23,24,95.8,6,15,40.0,0,0.0,0.0,0,2,0,0,3
21,José Ángel,es  ESP,DF,Eibar,30,1989,10.0,509,681,74.7,10712,4232,194,215,90.2,214,262,81.7,99,190,52.1,0,0.9,-0.9,10,43,14,8,51
22,José Antonio Miranda,gq  EQG,"MF,DF",Getafe,22,1998,0.3,9,16,56.3,92,11,9,11,81.8,0,3,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
23,Aritz Arambarri,es  ESP,DF,Real Sociedad,22,1998,0.3,15,20,75.0,312,146,2,2,100.0,11,12,91.7,2,5,40.0,0,0.0,0.0,0,1,0,0,1
24,Mauro Arambarri,uy  URU,MF,Getafe,24,1995,33.1,754,1076,70.1,17074,4295,251,303,82.8,295,384,76.8,190,348,54.6,0,2.1,-2.1,21,83,26,10,88
25,Néstor Araujo,mx  MEX,DF,Celta Vigo,28,1991,27.0,1321,1555,85.0,29692,8417,310,343,90.4,744,804,92.5,258,382,67.5,0,0.7,-0.7,4,81,3,1,72
26,Ronald Araújo,uy  URU,DF,Barcelona,21,1999,16.8,987,1068,92.4,19975,4459,302,316,95.6,552,578,95.5,125,162,77.2,1,0.1,+0.9,2,48,0,0,26
27,Anaitz Arbilla,es  ESP,DF,Eibar,33,1987,31.2,1444,1875,77.0,34740,12168,423,471,89.8,612,718,85.2,392,645,60.8,1,0.9,+0.1,12,158,15,6,149
28,Unai Arietaleanizbeaskoa,es  ESP,"FW,MF",Eibar,21,1999,0.5,4,7,57.1,51,15,2,4,50.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
29,Sergio Arribas,es  ESP,"FW,DF",Real Madrid,18,2001,1.5,76,92,82.6,1168,317,38,43,88.4,29,34,85.3,4,5,80.0,0,0.0,0.0,1,3,4,1,9
30,Sergio Asenjo,es  ESP,GK,Villarreal,31,1989,36.0,1033,1307,79.0,29726,17194,176,176,100.0,512,520,98.5,340,606,56.1,0,0.0,0.0,0,11,0,0,0
31,Marco Asensio,es  ESP,"FW,MF",Real Madrid,24,1996,20.8,808,1007,80.2,13286,3007,448,491,91.2,255,306,83.3,87,152,57.2,2,3.0,-1.0,36,45,38,10,75
32,Iago Aspas,es  ESP,FW,Celta Vigo,32,1987,31.8,965,1254,77.0,15329,3590,523,641,81.6,306,382,80.1,92,124,74.2,13,8.3,+4.7,60,59,52,5,116
33,Miguel Atienza,es  ESP,MF,Eibar,21,1999,9.3,270,336,80.4,4790,930,120,144,83.3,110,130,84.6,32,45,71.1,0,0.1,-0.1,2,29,4,1,20
34,Ezequiel Ávila,ar  ARG,"MF,FW",Osasuna,26,1994,2.2,32,57,56.1,650,176,13,22,59.1,12,18,66.7,6,12,50.0,0,0.0,0.0,0,4,3,0,5
35,Ramon Azeez,ng  NGA,"MF,DF",Granada,27,1992,1.1,28,38,73.7,416,47,17,22,77.3,11,15,73.3,0,1,0.0,0,0.0,0.0,0,3,0,0,0
36,Carlos Bacca,co  COL,FW,Villarreal,33,1986,8.7,111,165,67.3,1682,392,62,78,79.5,22,39,56.4,13,22,59.1,0,0.9,-0.9,6,9,6,1,12
37,Édgar Badía,es  ESP,GK,Elche,28,1992,30.0,867,1147,75.6,27112,17618,125,126,99.2,354,357,99.2,353,629,56.1,0,0.0,0.0,1,12,0,0,1
38,Alex Baena,es  ESP,MF,Villarreal,19,2001,1.5,42,55,76.4,693,110,20,25,80.0,19,25,76.0,3,5,60.0,0,0.1,-0.1,2,3,1,0,3
39,Miguel Baeza,es  ESP,"MF,FW",Celta Vigo,20,2000,6.0,177,217,81.6,2959,674,88,105,83.8,63,73,86.3,19,27,70.4,0,0.6,-0.6,6,11,6,2,13
40,Mikel Balenziaga,es  ESP,DF,Athletic Club,32,1988,18.8,710,936,75.9,12843,4172,308,358,86.0,319,386,82.6,75,149,50.3,1,0.6,+0.4,7,57,8,6,45
41,Barcia,es  ESP,DF,Granada,19,2000,1.0,13,34,38.2,252,104,5,9,55.6,6,13,46.2,2,10,20.0,0,0.0,0.0,0,2,0,0,1
42,Enis Bardhi,mk  MKD,MF,Levante,25,1995,18.7,678,905,74.9,13271,3696,296,349,84.8,259,318,81.4,113,200,56.5,2,1.1,+0.9,22,64,31,12,84
43,Kike Barja,es  ESP,"MF,FW",Osasuna,23,1997,15.9,353,511,69.1,6103,1677,184,224,82.1,125,169,74.0,35,78,44.9,3,1.9,+1.1,17,17,20,10,45
44,Marc Baró,es  ESP,DF,Cádiz,20,1999,1.0,10,19,52.6,211,150,5,6,83.3,3,6,50.0,2,6,33.3,0,0.3,-0.3,2,0,0,0,0
45,Antonio Barragán,es  ESP,DF,Elche,33,1987,24.8,1095,1321,82.9,21703,8023,401,436,92.0,517,587,88.1,164,265,61.9,3,1.0,+2.0,9,54,15,7,69
46,Ander Barrenetxea,es  ESP,"MF,FW",Real Sociedad,18,2001,14.5,294,411,71.5,4805,1118,152,186,81.7,111,147,75.5,24,48,50.0,0,2.0,-2.0,14,20,12,3,28
47,Marc Bartra,es  ESP,DF,Betis,29,1991,18.8,782,963,81.2,17193,4822,222,240,92.5,412,471,87.5,143,242,59.1,1,0.8,+0.2,3,34,1,0,30
48,Álvaro Bastida,es  ESP,MF,Cádiz,16,2004,0.4,5,10,50.0,99,45,2,3,66.7,2,2,100.0,1,4,25.0,0,0.0,0.0,0,0,0,0,2
49,Rodrigo Battaglia,ar  ARG,MF,Alavés,29,1991,27.7,871,1035,84.2,16528,3410,360,405,88.9,381,425,89.6,115,168,68.5,0,0.2,-0.2,3,56,4,1,49
50,Jon Bautista,es  ESP,"FW,MF",Real Sociedad,25,1995,4.1,55,89,61.8,853,149,26,39,66.7,21,32,65.6,4,9,44.4,1,0.2,+0.8,4,3,1,0,4
51,Fran Beltrán,es  ESP,MF,Celta Vigo,21,1999,15.5,708,780,90.8,13460,2821,281,304,92.4,324,346,93.6,95,111,85.6,0,0.3,-0.3,6,52,10,2,34
52,Sergio Benito,es  ESP,FW,Valladolid,21,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
53,Karim Benzema,fr  FRA,FW,Real Madrid,32,1987,32.2,1043,1248,83.6,15229,2695,638,717,89.0,297,349,85.1,72,101,71.3,9,6.3,+2.7,37,56,37,1,82
54,Yuri Berchiche,es  ESP,DF,Athletic Club,30,1990,18.7,922,1124,82.0,17364,6946,402,462,87.0,388,451,86.0,117,166,70.5,3,1.9,+1.1,18,63,39,17,122
55,Álex Berenguer,es  ESP,"MF,FW",Athletic Club,25,1995,25.3,620,917,67.6,9741,3241,350,429,81.6,209,278,75.2,46,146,31.5,4,3.8,+0.2,38,24,38,8,82
56,Pedro Bigas,es  ESP,DF,Eibar,29,1990,17.0,461,640,72.0,11804,3839,84,113,74.3,247,297,83.2,126,220,57.3,0,0.0,0.0,0,27,1,0,38
57,Blanco,es  ESP,"MF,DF",Real Madrid,20,2000,2.4,161,175,92.0,2911,611,78,82,95.1,56,62,90.3,23,26,88.5,0,0.1,-0.1,2,15,1,1,10
58,Alejandro Blanco,es  ESP,MF,Valencia,21,1998,6.4,105,144,72.9,1492,189,63,79,79.7,37,48,77.1,3,6,50.0,0,0.5,-0.5,6,4,1,1,2
59,Rubén Blanco,es  ESP,GK,Celta Vigo,25,1995,18.2,470,664,70.8,13914,8364,96,97,99.0,199,200,99.5,173,365,47.4,0,0.0,0.0,0,7,1,0,0
60,Alejandro Blesa,es  ESP,MF,Levante,18,2002,0.1,12,12,100.0,281,28,2,2,100.0,8,8,100.0,2,2,100.0,0,0.0,0.0,0,2,0,0,0
61,Yann Bodiger,fr  FRA,MF,Cádiz,25,1995,2.8,67,96,69.8,1154,271,33,43,76.7,24,28,85.7,7,17,41.2,0,0.1,-0.1,2,7,0,0,4
62,Yassine Bounou,ma  MAR,GK,Sevilla,29,1991,33.0,865,1096,78.9,26072,12892,121,121,100.0,409,411,99.5,332,560,59.3,0,0.0,0.0,1,4,0,0,1
63,Lucas Boyé,ar  ARG,FW,Elche,24,1996,29.9,521,660,78.9,8115,1189,299,353,84.7,152,186,81.7,47,64,73.4,2,1.0,+1.0,11,45,7,1,31
64,Martin Braithwaite,dk  DEN,FW,Barcelona,29,1991,13.1,230,283,81.3,3069,366,152,170,89.4,57,79,72.2,13,18,72.2,2,2.0,0.0,10,7,6,0,9
65,Darko Brašanac,rs  SRB,MF,Osasuna,28,1992,10.1,229,315,72.7,3658,868,118,138,85.5,90,126,71.4,14,24,58.3,0,0.2,-0.2,6,25,7,2,27
66,Álvaro Bravo,es  ESP,MF,Granada,22,1998,0.2,8,11,72.7,126,19,4,6,66.7,4,5,80.0,0,0,,0,0.0,0.0,0,1,0,0,0
67,Claudio Bravo,cl  CHI,GK,Betis,37,1983,20.0,422,649,65.0,13912,8906,75,76,98.7,156,156,100.0,186,412,45.1,0,0.3,-0.3,3,13,0,0,0
68,Yan Brice Eteki,cm  CMR,MF,Granada,22,1997,14.7,278,357,77.9,4886,944,128,149,85.9,119,142,83.8,28,52,53.8,0,0.0,0.0,2,25,2,1,24
69,Juan Brunet,ar  ARG,MF,Granada,22,1998,0.3,7,8,87.5,75,29,6,6,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,1
70,Ante Budimir,hr  CRO,FW,Osasuna,29,1991,18.1,251,400,62.8,3391,620,154,227,67.8,68,114,59.6,12,21,57.1,0,0.6,-0.6,8,20,5,0,22
71,Esteban Burgos,ar  ARG,DF,Eibar,28,1992,12.3,417,547,76.2,11228,2783,76,93,81.7,190,234,81.2,149,211,70.6,1,0.1,+0.9,2,23,0,0,27
72,Burgui,es  ESP,MF,Alavés,26,1993,0.2,8,9,88.9,131,45,5,5,100.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,1
73,Sergio Busquets,es  ESP,MF,Barcelona,32,1988,28.0,2484,2715,91.5,44162,11775,1104,1173,94.1,1055,1124,93.9,265,332,79.8,5,3.6,+1.4,30,293,33,0,218
74,Erick Cabaco,uy  URU,DF,Getafe,25,1995,14.7,297,440,67.5,8673,3473,65,83,78.3,114,151,75.5,114,195,58.5,0,0.0,0.0,0,38,0,0,34
75,Cala,es  ESP,DF,Cádiz,30,1989,25.2,508,688,73.8,13594,4275,89,108,82.4,250,287,87.1,164,282,58.2,0,0.3,-0.3,4,36,2,0,24
76,Jonathan Calleri,ar  ARG,FW,Osasuna,26,1993,17.2,218,355,61.4,3399,690,115,170,67.6,81,122,66.4,12,32,37.5,2,1.3,+0.7,10,18,8,1,26
77,Dani Calvo,es  ESP,DF,Elche,26,1994,19.8,640,743,86.1,13799,4334,185,196,94.4,339,360,94.2,109,174,62.6,0,0.0,0.0,0,25,0,0,26
78,José Campaña,es  ESP,MF,Levante,27,1993,8.3,387,504,76.8,6912,2652,185,216,85.6,144,173,83.2,48,92,52.2,2,1.4,+0.6,12,44,22,4,64
79,Sergio Canales,es  ESP,"MF,FW",Betis,29,1991,27.8,1478,1745,84.7,30106,5804,601,665,90.4,560,632,88.6,274,366,74.9,6,5.1,+0.9,61,111,46,11,115
80,Álex Cantero,es  ESP,FW,Levante,20,2000,2.6,,,,,,,,,,,,,,,0,,,,,,,
81,Ander Capa,es  ESP,DF,Athletic Club,28,1992,23.7,915,1201,76.2,15968,6125,415,476,87.2,405,501,80.8,75,160,46.9,1,1.6,-0.6,16,58,19,5,94
82,Étienne Capoue,fr  FRA,MF,Villarreal,32,1988,13.2,680,748,90.9,12405,2967,294,314,93.6,305,323,94.4,75,99,75.8,0,0.1,-0.1,3,70,5,0,52
83,Isaac Carcelen,es  ESP,DF,Cádiz,27,1993,28.7,782,1098,71.2,15467,7123,325,376,86.4,322,423,76.1,127,257,49.4,1,1.0,0.0,15,78,11,5,75
84,Cárdenas,es  ESP,GK,Levante,23,1997,8.0,197,264,74.6,5449,3292,50,50,100.0,74,76,97.4,69,132,52.3,0,0.0,0.0,0,6,0,0,1
85,Marc Cardona,es  ESP,"FW,MF",Osasuna,25,1995,0.6,17,28,60.7,210,73,13,15,86.7,3,5,60.0,0,5,0.0,0,0.0,0.0,0,0,1,0,4
86,Diego Carlos,br  BRA,DF,Sevilla,27,1993,31.0,1742,1919,90.8,40632,11245,417,438,95.2,918,953,96.3,394,507,77.7,0,0.6,-0.6,6,65,1,0,50
87,Juan Carlos,es  ESP,"MF,FW",Huesca,29,1991,3.2,73,97,75.3,1180,322,40,50,80.0,26,34,76.5,6,10,60.0,1,0.3,+0.7,4,4,2,0,13
88,Yannick Carrasco,be  BEL,"DF,MF",Atlético Madrid,26,1993,24.2,779,1048,74.3,12117,3801,446,516,86.4,266,340,78.2,52,150,34.7,10,5.6,+4.4,44,34,42,6,92
89,Sergio Carreira,es  ESP,DF,Celta Vigo,19,2000,2.9,91,118,77.1,1559,556,40,51,78.4,46,53,86.8,4,10,40.0,0,0.0,0.0,0,3,2,0,10
90,Guido Carrillo,ar  ARG,FW,Elche,29,1991,11.1,226,317,71.3,3320,598,141,172,82.0,57,93,61.3,15,26,57.7,2,1.3,+0.7,10,25,3,0,26
91,Dani Carvajal,es  ESP,DF,Real Madrid,28,1992,10.6,700,822,85.2,13226,3622,307,335,91.6,286,320,89.4,100,132,75.8,2,0.8,+1.2,9,29,18,5,52
92,William Carvalho,pt  POR,MF,Betis,28,1992,13.6,814,954,85.3,15337,3569,345,383,90.1,350,390,89.7,105,156,67.3,0,0.5,-0.5,10,85,11,0,70
93,Casemiro,br  BRA,MF,Real Madrid,28,1992,32.2,1632,1949,83.7,32768,8045,638,708,90.1,697,787,88.6,271,379,71.5,4,3.6,+0.4,25,150,24,0,111
94,Chema,es  ESP,"DF,MF",Getafe,28,1992,6.2,94,157,59.9,2358,997,24,37,64.9,40,62,64.5,29,55,52.7,0,0.1,-0.1,1,14,0,0,11
95,Denis Cheryshev,ru  RUS,MF,Valencia,29,1990,12.2,209,338,61.8,3793,1255,100,127,78.7,82,134,61.2,25,50,50.0,3,2.4,+0.6,15,20,15,6,36
96,Samuel Chukwueze,ng  NGA,"MF,FW",Villarreal,21,1999,15.2,397,532,74.6,6638,1586,189,228,82.9,175,227,77.1,26,52,50.0,2,2.6,-0.6,28,16,30,6,47
97,Víctor Chust,es  ESP,DF,Real Madrid,20,2000,1.1,65,70,92.9,1454,434,14,15,93.3,39,39,100.0,11,15,73.3,0,0.0,0.0,0,5,0,0,2
98,Cifu,es  ESP,DF,Elche,29,1990,5.0,162,219,74.0,2697,985,82,93,88.2,59,81,72.8,17,30,56.7,0,0.0,0.0,0,8,0,0,8
99,Alberto Cifuentes,es  ESP,GK,Cádiz,41,1979,2.0,31,69,44.9,1673,1368,1,1,100.0,3,3,100.0,27,65,41.5,0,0.0,0.0,1,1,0,0,0
100,Jasper Cillessen,nl  NED,GK,Valencia,31,1989,10.0,188,317,59.3,6614,4602,40,40,100.0,54,55,98.2,90,218,41.3,0,0.0,0.0,0,4,0,0,0
101,Carlos Clerc,es  ESP,DF,Levante,28,1992,30.9,1304,1698,76.8,22889,9666,666,746,89.3,500,613,81.6,126,278,45.3,3,3.3,-0.3,23,96,39,16,160
102,Coke,es  ESP,DF,Levante,33,1987,9.3,361,443,81.5,6986,2644,145,164,88.4,162,185,87.6,52,78,66.7,0,0.3,-0.3,4,19,11,1,41
103,Francis Coquelin,fr  FRA,MF,Villarreal,29,1991,8.2,461,524,88.0,7869,1564,229,255,89.8,189,205,92.2,34,44,77.3,0,0.5,-0.5,3,28,4,0,22
104,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,25,1995,26.6,706,910,77.6,10112,2261,422,499,84.6,202,253,79.8,43,88,48.9,8,5.7,+2.3,34,46,35,3,69
105,Rober Correa,es  ESP,DF,Eibar,27,1992,12.6,428,610,70.2,8274,3270,180,216,83.3,176,250,70.4,64,124,51.6,2,1.0,+1.0,10,39,10,8,30
106,Thierry Correia,pt  POR,DF,Valencia,21,1999,23.7,919,1211,75.9,17613,6511,385,444,86.7,392,489,80.2,127,221,57.5,1,1.3,-0.3,16,46,24,15,57
107,Diego Costa,es  ESP,FW,Atlético Madrid,31,1988,2.3,56,73,76.7,801,77,39,48,81.3,11,15,73.3,4,4,100.0,0,0.3,-0.3,4,1,4,0,4
108,Jaume Costa,es  ESP,"DF,MF",Villarreal,32,1988,3.9,200,237,84.4,3693,1366,91,102,89.2,88,100,88.0,20,31,64.5,1,0.3,+0.7,5,9,5,1,9
109,Thibaut Courtois,be  BEL,GK,Real Madrid,28,1992,38.0,1076,1307,82.3,28720,14815,163,165,98.8,617,619,99.7,292,518,56.4,0,0.0,0.0,0,12,1,0,0
110,Philippe Coutinho,br  BRA,"MF,FW",Barcelona,28,1992,7.3,454,523,86.8,6951,1476,257,280,91.8,158,179,88.3,29,48,60.4,2,0.9,+1.1,7,40,15,2,44
111,Juan Cruz Armada,es  ESP,DF,Osasuna,28,1992,21.8,606,870,69.7,11287,5974,261,308,84.7,265,362,73.2,74,162,45.7,0,0.5,-0.5,12,45,13,7,55
112,Sergio Cubero Ezcurra,es  ESP,MF,Eibar,20,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
113,Cucho,co  COL,"FW,MF",Getafe,21,1999,16.3,344,515,66.8,5327,1440,199,258,77.1,97,159,61.0,31,56,55.4,3,1.1,+1.9,18,22,16,3,36
114,Marc Cucurella,es  ESP,MF,Getafe,22,1998,36.0,927,1310,70.8,15101,5065,509,620,82.1,318,436,72.9,80,180,44.4,2,3.0,-1.0,35,65,36,12,105
115,Patrick Cutrone,it  ITA,FW,Valencia,22,1998,1.2,15,20,75.0,280,44,6,7,85.7,5,6,83.3,2,4,50.0,0,0.2,-0.2,1,1,2,0,3
116,Moussa Dembélé,fr  FRA,"FW,MF",Atlético Madrid,24,1996,1.1,20,33,60.6,281,23,14,20,70.0,6,11,54.5,0,1,0.0,0,0.0,0.0,1,0,1,0,1
117,Ousmane Dembélé,fr  FRA,"FW,DF",Barcelona,23,1997,19.7,844,1023,82.5,13327,2906,483,536,90.1,288,350,82.3,59,88,67.0,3,4.9,-1.9,36,40,44,6,76
118,Sergiño Dest,us  USA,DF,Barcelona,19,2000,21.2,1164,1302,89.4,16336,4197,717,767,93.5,373,410,91.0,36,53,67.9,1,2.6,-1.6,22,46,26,6,60
119,Deyverson,br  BRA,FW,Alavés,29,1991,9.7,155,310,50.0,3155,1052,71,129,55.0,51,98,52.0,28,60,46.7,3,1.6,+1.4,7,24,8,3,22
120,Abdoulay Diaby,ml  MLI,MF,Getafe,29,1991,0.2,5,10,50.0,69,11,4,5,80.0,1,2,50.0,0,2,0.0,0,0.1,-0.1,1,0,0,0,0
121,Mouctar Diakhaby,fr  FRA,DF,Valencia,23,1996,23.1,844,981,86.0,19750,5812,202,223,90.6,448,475,94.3,192,268,71.6,0,0.0,0.0,0,44,1,0,37
122,Víctor Díaz,es  ESP,DF,Granada,32,1988,9.2,265,385,68.8,5767,2717,82,93,88.2,129,159,81.1,52,117,44.4,2,0.3,+1.7,7,22,6,4,26
123,Papakouli Diop,sn  SEN,MF,Eibar,34,1986,25.8,633,898,70.5,13435,3293,210,269,78.1,295,401,73.6,119,199,59.8,1,1.1,-0.1,15,92,10,2,76
124,Djené,tg  TOG,DF,Getafe,28,1991,32.7,723,943,76.7,16357,5196,187,225,83.1,369,436,84.6,160,269,59.5,1,0.1,+0.9,5,55,2,1,59
125,Marko Dmitrović,rs  SRB,GK,Eibar,28,1992,34.7,580,1074,54.0,27390,21416,49,49,100.0,169,172,98.3,359,849,42.3,0,0.5,-0.5,4,68,2,0,1
126,Jaume Doménech,es  ESP,GK,Valencia,29,1990,28.0,623,897,69.5,22663,15899,88,89,98.9,220,222,99.1,312,583,53.5,0,0.0,0.0,0,6,0,0,1
127,Carlos Dominguez,es  ESP,DF,Celta Vigo,19,2001,4.0,123,148,83.1,2854,908,25,25,100.0,74,84,88.1,24,37,64.9,0,0.1,-0.1,1,4,0,0,5
128,John Donald,es  ESP,DF,Elche,19,2000,0.6,19,20,95.0,379,146,10,11,90.9,5,5,100.0,4,4,100.0,0,0.0,0.0,0,0,0,0,0
129,Cheick Doukouré,ci  CIV,MF,Levante,27,1992,1.1,39,45,86.7,796,101,14,15,93.3,16,19,84.2,8,10,80.0,0,0.1,-0.1,1,3,0,0,1
130,Idrissa Doumbia,ci  CIV,MF,Huesca,22,1998,8.7,378,413,91.5,7084,1236,148,161,91.9,184,195,94.4,44,51,86.3,0,0.0,0.0,1,21,1,0,17
131,Domingos Duarte,pt  POR,DF,Granada,25,1995,26.3,761,948,80.3,17453,6258,186,212,87.7,397,445,89.2,172,274,62.8,0,1.0,-1.0,5,56,4,1,85
132,Óscar Duarte,cr  CRC,DF,Levante,31,1989,22.9,1009,1154,87.4,22919,7276,247,266,92.9,525,556,94.4,222,310,71.6,0,0.2,-0.2,4,48,0,0,55
133,Rubén Duarte,es  ESP,DF,Alavés,24,1995,28.3,934,1319,70.8,18364,9661,403,462,87.2,385,504,76.4,138,312,44.2,1,2.4,-1.4,26,71,24,10,115
134,Unai Dufur,es  ESP,DF,Eibar,21,1999,0.7,34,43,79.1,697,313,8,9,88.9,21,25,84.0,5,7,71.4,0,0.0,0.0,0,2,0,0,4
135,Hugo Duro,es  ESP,FW,Real Madrid,20,1999,0.6,5,5,100.0,53,5,5,5,100.0,0,0,,0,0,,0,0.1,-0.1,1,0,1,0,1
136,Aritz Elustondo,es  ESP,DF,Real Sociedad,26,1994,20.9,1057,1210,87.4,22870,6981,293,318,92.1,563,613,91.8,192,265,72.5,0,0.2,-0.2,3,89,5,2,88
137,Rodrigo Ely,br  BRA,DF,Alavés,26,1993,5.2,125,159,78.6,3190,1013,27,33,81.8,61,70,87.1,35,53,66.0,0,0.1,-0.1,1,4,1,0,5
138,Emerson,br  BRA,DF,Betis,21,1999,33.2,1565,1928,81.2,25193,9342,840,932,90.1,577,689,83.7,113,211,53.6,4,2.2,+1.8,31,83,42,16,112
139,Youssef En-Nesyri,ma  MAR,FW,Sevilla,23,1997,25.7,281,408,68.9,4089,465,166,207,80.2,87,133,65.4,16,32,50.0,0,1.3,-1.3,11,8,0,0,10
140,Sergi Enrich,es  ESP,FW,Eibar,30,1990,15.6,357,463,77.1,5289,781,212,263,80.6,104,135,77.0,25,34,73.5,0,1.0,-1.0,13,23,8,2,26
141,Aarón Escandell,es  ESP,GK,Granada,24,1995,5.0,74,151,49.0,3201,2489,7,7,100.0,22,23,95.7,45,121,37.2,0,0.0,0.0,0,7,0,0,0
142,Dani Escriche,es  ESP,"FW,MF",Huesca,22,1998,9.5,198,267,74.2,2850,467,116,143,81.1,70,86,81.4,7,21,33.3,1,1.3,-0.3,6,10,2,0,15
143,Sergio Escudero,es  ESP,DF,Sevilla,30,1989,6.3,342,407,84.0,5989,2168,163,175,93.1,146,163,89.6,26,55,47.3,0,0.5,-0.5,7,21,12,4,23
144,Alfonso Espino,uy  URU,DF,Cádiz,28,1992,28.9,666,1039,64.1,13322,6944,267,313,85.3,279,408,68.4,102,256,39.8,3,1.3,+1.7,14,48,13,10,59
145,Vicente Esquerdo,es  ESP,MF,Valencia,21,1999,2.6,77,97,79.4,1445,319,38,42,90.5,26,32,81.3,11,17,64.7,0,0.1,-0.1,2,3,1,0,7
