,Player,Nation,Pos,Squad,Age,Born,90s,CrdY_Performance,CrdR_Performance,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs,Int,TklW,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
51,Markel Bergara,es  ESP,MF,Getafe,33,1986,0.8,2,0,0,3,0,0,1,0,0,0,0,0,11,1,2,33.3
52,Sergio Bermejo,es  ESP,FW,Celta Vigo,21,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
53,Pedro Bigas,es  ESP,DF,Eibar,28,1990,19.7,2,0,0,9,19,2,12,16,14,0,1,0,249,65,38,63.1
54,Rubén Blanco,es  ESP,GK,Celta Vigo,24,1995,32.9,4,0,0,1,4,0,0,0,0,0,1,0,135,0,0,
55,Pablo de Blasis,ar  ARG,"DF,MF",Eibar,31,1988,17.8,1,0,0,17,13,1,64,16,30,0,1,0,180,22,45,32.8
56,Alejandro Blesa,es  ESP,MF,Levante,17,2002,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0
57,Yassine Bounou,ma  MAR,GK,Sevilla,28,1991,5.5,1,0,0,0,1,0,0,0,0,0,0,0,30,0,0,
58,Filip Bradarić,hr  CRO,MF,Celta Vigo,27,1992,7.8,2,1,0,13,5,0,4,11,13,0,0,0,81,12,13,48.0
59,Brandon,es  ESP,FW,Osasuna,24,1995,4.5,4,0,0,6,6,0,2,1,2,0,0,0,24,2,14,12.5
60,Darko Brašanac,rs  SRB,MF,Osasuna,27,1992,24.9,8,0,0,57,22,3,12,16,27,1,0,0,232,41,79,34.2
61,Yan Brice Eteki,cm  CMR,MF,Granada,21,1997,16.7,4,0,0,51,32,0,0,14,19,0,0,0,178,25,26,49.0
62,Ante Budimir,hr  CRO,FW,Mallorca,28,1991,30.7,12,0,0,67,60,16,7,3,21,1,0,0,109,141,161,46.7
63,Esteban Burgos,ar  ARG,DF,Eibar,27,1992,12.4,3,0,0,8,4,0,0,12,9,0,0,0,141,25,12,67.6
64,Burgui,es  ESP,MF,Alavés,25,1993,0.2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0.0
65,Oliver Burke,sco  SCO,"MF,FW",Alavés,22,1997,15.9,2,0,0,19,11,1,19,6,5,0,0,0,75,23,38,37.7
66,Sergio Busquets,es  ESP,MF,Barcelona,31,1988,27.6,9,0,0,46,51,0,0,36,63,0,1,0,351,40,34,54.1
67,Unai Bustinza,es  ESP,DF,Leganés,27,1992,29.8,8,0,0,50,57,3,35,39,47,0,1,0,351,68,52,56.7
68,Ariday Cabrera,es  ESP,"MF,FW",Mallorca,30,1988,0.4,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,
69,Fernando Calero,es  ESP,DF,Espanyol,23,1995,11.6,4,1,0,7,6,0,1,4,8,0,0,0,118,15,18,45.5
70,Jonathan Calleri,ar  ARG,FW,Espanyol,25,1993,20.1,6,1,1,47,51,7,22,7,9,0,0,0,73,112,118,48.7
71,Víctor Camarasa,es  ESP,MF,Alavés,25,1994,14.4,1,0,0,14,15,2,13,10,14,0,0,0,114,12,15,44.4
72,Sergio Camello,es  ESP,FW,Atlético Madrid,18,2001,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,100.0
73,José Campaña,es  ESP,MF,Levante,26,1993,35.1,4,1,1,28,59,2,53,26,25,0,1,0,344,33,38,46.5
74,Xisco Campos,es  ESP,DF,Mallorca,37,1982,5.3,2,0,0,8,3,1,1,9,5,0,0,0,46,17,11,60.7
75,Víctor Campuzano,es  ESP,FW,Espanyol,22,1997,9.7,2,0,0,24,17,14,5,1,13,0,0,0,46,11,35,23.9
76,Sergio Canales,es  ESP,"MF,FW",Betis,28,1991,35.1,5,0,0,27,47,2,76,8,25,0,1,0,233,6,33,15.4
77,Ander Capa,es  ESP,DF,Athletic Club,27,1992,31.9,10,0,0,46,15,6,61,20,32,0,0,0,301,43,19,69.4
78,Marc Cardona,es  ESP,FW,Osasuna,24,1995,7.8,1,0,0,8,9,8,11,0,2,0,0,0,30,9,38,19.1
79,Diego Carlos,br  BRA,DF,Sevilla,26,1993,34.8,7,0,0,46,11,2,6,18,34,0,1,1,306,91,42,68.4
80,Yannick Carrasco,be  BEL,"MF,FW",Atlético Madrid,25,1993,7.0,2,0,0,8,13,2,8,5,7,2,0,0,60,2,10,16.7
81,Daniel Carriço,pt  POR,DF,Sevilla,30,1988,9.4,3,0,0,8,2,0,0,3,9,0,0,0,78,15,18,45.5
82,Guido Carrillo,ar  ARG,FW,Leganés,28,1991,13.5,2,0,0,29,25,4,6,3,10,0,0,0,75,121,83,59.3
83,Dani Carvajal,es  ESP,DF,Real Madrid,27,1992,30.4,11,0,0,42,30,3,93,39,53,1,0,0,329,27,32,45.8
84,William Carvalho,pt  POR,MF,Betis,27,1992,9.9,6,1,0,17,8,0,1,2,7,0,0,0,84,17,11,60.7
85,Casemiro,br  BRA,MF,Real Madrid,27,1992,34.3,12,0,0,87,65,3,21,37,75,0,0,0,490,92,52,63.9
86,Santi Cazorla,es  ESP,MF,Villarreal,34,1984,27.2,3,0,0,28,37,3,53,13,28,0,0,0,192,11,21,34.4
87,Sofian Chakla,ma  MAR,DF,Villarreal,25,1993,2.0,1,0,0,3,1,0,0,1,0,0,1,0,22,2,2,50.0
88,Charles,br  BRA,FW,Eibar,35,1984,14.5,8,0,0,41,21,7,3,3,6,1,0,0,67,51,89,36.4
89,Pablo Chavarría,ar  ARG,"FW,MF",Mallorca,31,1988,2.3,1,0,0,14,4,7,5,0,1,0,0,0,9,18,11,62.1
90,Pape Cheikh Diop,sn  SEN,MF,Celta Vigo,21,1997,6.7,5,1,1,24,17,0,1,2,6,0,0,0,61,3,8,27.3
91,Chema,es  ESP,DF,Getafe,27,1992,3.4,4,0,0,7,1,1,0,2,2,0,0,0,57,14,14,50.0
92,Denis Cheryshev,ru  RUS,"MF,FW",Valencia,28,1990,10.3,5,0,0,23,13,2,40,8,7,1,1,0,74,10,15,40.0
93,Samuel Chukwueze,ng  NGA,"MF,FW",Villarreal,20,1999,22.8,2,0,0,16,50,12,45,9,15,2,0,0,150,11,30,26.8
94,Churripi,es  ESP,GK,Valladolid,25,1994,2.7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,
95,Jasper Cillessen,nl  NED,GK,Valencia,30,1989,23.3,1,0,0,0,2,0,0,0,0,0,0,0,127,0,0,
96,Óscar Clemente,es  ESP,MF,Atlético Madrid,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,Carlos Clerc,es  ESP,DF,Levante,27,1992,20.5,4,0,0,24,20,2,44,17,19,0,0,0,173,27,27,50.0
98,Coke,es  ESP,DF,Levante,32,1987,11.0,3,0,0,17,11,1,17,6,15,0,0,0,110,17,11,60.7
99,Álex Collado,es  ESP,DF,Barcelona,20,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
100,Francis Coquelin,fr  FRA,MF,Valencia,28,1991,21.2,8,1,1,34,28,2,3,29,24,1,1,0,202,21,10,67.7
101,Sébastien Corchia,fr  FRA,DF,Espanyol,28,1990,3.0,1,0,0,4,5,0,9,2,0,0,0,0,12,0,0,
102,Iñigo Córdoba,es  ESP,FW,Athletic Club,22,1997,16.0,4,0,0,26,14,4,24,10,14,0,0,0,106,17,18,48.6
103,Ángel Correa,ar  ARG,"MF,FW",Atlético Madrid,24,1995,22.9,5,0,0,26,41,9,28,12,15,0,0,0,147,16,37,30.2
104,Rober Correa,es  ESP,DF,Eibar,26,1992,10.3,3,0,0,15,10,0,18,5,9,0,0,0,127,33,24,57.9
105,Thierry Correia,pt  POR,DF,Valencia,20,1999,2.9,0,0,0,3,8,0,3,1,5,0,0,0,21,0,4,0.0
106,Antonio Cortés,es  ESP,"FW,MF",Granada,19,2000,2.0,2,0,0,6,3,0,4,0,3,0,0,0,12,4,7,36.4
107,Diego Costa,es  ESP,FW,Atlético Madrid,30,1988,15.0,5,0,0,20,20,19,6,3,9,0,0,1,56,58,84,40.8
108,Jaume Costa,es  ESP,DF,Valencia,31,1988,15.4,2,1,0,20,20,2,22,8,18,0,0,0,98,18,18,50.0
109,David Costas,es  ESP,DF,Celta Vigo,24,1995,3.8,1,0,0,5,2,0,0,7,4,0,0,0,38,8,7,53.3
110,Thibaut Courtois,be  BEL,GK,Real Madrid,27,1992,34.0,1,0,0,0,4,0,0,0,0,0,0,0,161,1,0,100.0
111,Sebastián Cristóforo,uy  URU,MF,Eibar,25,1993,9.7,1,0,0,21,24,2,7,7,24,0,0,0,96,6,14,30.0
112,Cucho,co  COL,"FW,MF",Mallorca,20,1999,16.5,5,1,1,16,37,4,17,9,11,0,1,0,78,41,65,38.7
113,Marc Cucurella,es  ESP,"MF,DF",Getafe,21,1998,36.0,9,0,0,78,62,6,105,29,62,1,0,0,375,50,86,36.8
114,Iván Cuéllar,es  ESP,GK,Leganés,35,1984,27.0,4,1,1,0,6,0,1,0,0,0,0,0,181,0,0,
115,Moanes Dabour,il  ISR,FW,Sevilla,27,1992,0.3,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,50.0
116,Sergi Darder,es  ESP,"MF,FW",Espanyol,25,1993,29.5,4,0,0,34,26,2,19,20,25,0,0,0,205,28,21,57.1
117,Ousmane Dembélé,fr  FRA,FW,Barcelona,22,1997,4.0,1,1,0,1,5,4,15,0,0,0,0,0,21,1,2,33.3
118,Deyverson,br  BRA,FW,Getafe,28,1991,2.3,2,0,0,7,0,1,1,1,0,0,0,0,14,15,10,60.0
119,Mouctar Diakhaby,fr  FRA,DF,Valencia,22,1996,16.0,5,0,0,17,14,2,1,4,10,0,1,0,136,35,20,63.6
120,Brahim Díaz,es  ESP,"FW,MF",Real Madrid,19,1999,0.7,1,0,0,1,6,0,1,2,1,0,0,0,6,0,1,0.0
121,Víctor Díaz,es  ESP,DF,Granada,31,1988,32.0,4,0,0,20,12,1,68,27,45,0,0,0,304,54,45,54.5
122,Papakouli Diop,sn  SEN,MF,Eibar,33,1986,25.0,7,0,0,53,34,1,5,20,27,0,0,0,319,61,35,63.5
123,Djené,tg  TOG,DF,Getafe,27,1991,34.0,5,0,0,42,25,1,6,32,28,0,2,1,458,96,59,61.9
124,Naïs Djouahra,fr  FRA,FW,Real Sociedad,19,1999,0.3,0,0,0,1,0,0,3,0,0,0,0,0,2,2,0,100.0
125,Marko Dmitrović,rs  SRB,GK,Eibar,27,1992,35.0,3,0,0,1,1,0,0,0,0,0,0,0,205,0,0,
126,Jaume Doménech,es  ESP,GK,Valencia,28,1990,14.7,1,0,0,0,0,0,0,0,0,0,0,0,68,0,0,
127,Domingos Duarte,pt  POR,DF,Granada,24,1995,34.3,7,0,0,39,22,4,5,15,21,0,4,0,297,87,47,64.9
128,Óscar Duarte,cr  CRC,DF,Levante,30,1989,5.4,0,0,0,10,3,0,0,3,7,0,1,0,38,13,14,48.1
129,Rubén Duarte,es  ESP,DF,Alavés,23,1995,29.6,11,0,0,45,39,0,44,19,38,1,5,0,289,58,49,54.2
130,Hugo Duro,es  ESP,"FW,MF",Getafe,19,1999,4.2,3,0,0,11,16,1,3,1,2,1,0,0,23,14,38,26.9
131,Aritz Elustondo,es  ESP,DF,Real Sociedad,25,1994,16.8,4,0,0,12,9,0,6,14,13,0,0,0,185,72,30,70.6
132,Rodrigo Ely,br  BRA,DF,Alavés,25,1993,23.6,9,1,0,34,12,2,0,12,16,0,0,0,268,81,34,70.4
133,Adri Embarba,es  ESP,"MF,FW",Espanyol,27,1992,15.2,4,0,0,24,27,1,58,11,18,0,0,0,107,12,38,24.0
134,Emerson,br  BRA,DF,Betis,20,1999,31.5,11,0,0,46,94,1,80,17,45,0,0,0,236,65,37,63.7
135,Sergi Enrich,es  ESP,FW,Eibar,29,1990,20.7,6,0,0,60,23,17,5,5,17,0,0,0,105,100,170,37.0
136,Javier Eraso,es  ESP,"MF,FW",Leganés,29,1990,9.1,3,0,0,18,15,3,12,4,8,0,0,0,58,10,25,28.6
137,Gonzalo Escalante,ar  ARG,MF,Eibar,26,1993,18.6,9,1,1,31,30,2,10,15,29,2,1,0,252,49,51,49.0
138,Aarón Escandell,es  ESP,GK,Granada,23,1995,3.0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,
139,Sergio Escudero,es  ESP,DF,Sevilla,29,1989,8.6,2,0,0,11,8,0,18,6,13,0,1,0,99,21,16,56.8
140,Bernardo Espinosa,co  COL,DF,Espanyol,30,1989,25.1,5,1,0,33,18,3,4,12,19,0,1,0,342,100,54,64.9
141,Vicente Esquerdo,es  ESP,MF,Valencia,20,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
142,Pervis Estupiñán,ec  ECU,DF,Osasuna,21,1998,33.1,8,0,0,42,39,4,140,44,57,0,0,0,368,45,41,52.3
143,Oghenekaro Etebo,ng  NGA,MF,Getafe,23,1995,6.4,4,0,0,8,7,0,10,10,14,0,0,0,72,24,12,66.7
144,Beñat Etxebarria,es  ESP,MF,Athletic Club,32,1987,4.4,0,0,0,2,2,0,5,3,4,0,0,0,43,5,4,55.6
145,Xabier Etxeita,es  ESP,DF,Getafe,31,1987,16.1,7,0,0,16,12,0,1,7,11,0,0,0,182,54,35,60.7
146,Edu Expósito,es  ESP,MF,Eibar,22,1996,25.7,3,0,0,29,19,0,14,20,41,0,0,0,310,46,60,43.4
147,Fabricio,es  ESP,GK,Mallorca,31,1987,1.0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,
148,Fayçal Fajr,ma  MAR,MF,Getafe,30,1988,4.5,2,0,0,3,5,0,12,4,1,0,0,0,55,6,10,37.5
149,Eliseo Falcon,es  ESP,"DF,MF",Levante,22,1997,0.8,2,1,1,2,0,0,0,0,0,0,0,0,3,1,0,100.0
150,Ansu Fati,es  ESP,"FW,DF",Barcelona,16,2002,11.4,2,1,0,19,19,4,24,2,10,0,0,0,54,6,10,37.5
151,Aleix Febas,es  ESP,MF,Mallorca,23,1996,18.8,4,0,0,19,48,0,7,19,25,1,0,0,125,3,16,15.8
152,Zouhair Feddal,ma  MAR,DF,Betis,30,1989,15.9,10,2,0,23,10,0,1,9,11,0,0,0,159,41,22,65.1
153,Ljubomir Fejsa,rs  SRB,MF,Alavés,30,1988,8.7,2,0,0,24,7,0,0,4,17,0,1,0,114,20,9,69.0
154,Nabil Fekir,fr  FRA,"MF,FW",Betis,26,1993,29.3,10,2,2,69,113,14,42,12,26,5,0,0,158,26,46,36.1
155,Felipe,br  BRA,DF,Atlético Madrid,30,1989,23.4,7,0,0,30,14,1,5,24,18,0,1,0,228,82,33,71.3
156,João Félix,pt  POR,"FW,MF",Atlético Madrid,19,1999,19.4,6,0,0,33,39,6,20,2,4,1,0,0,86,16,48,25.0
157,Matheus Fernandes,br  BRA,MF,Valladolid,21,1998,1.8,0,0,0,2,1,0,1,0,4,0,0,0,23,4,11,26.7
158,Aitor Fernández,es  ESP,GK,Levante,28,1991,36.0,2,0,0,1,4,0,0,0,0,0,1,0,193,0,0,
159,Andrés Fernández,es  ESP,GK,Villarreal,32,1986,4.0,1,0,0,1,1,0,0,0,0,0,1,0,23,0,0,
160,Carlos Fernández,es  ESP,"FW,MF",Granada,23,1996,24.5,8,0,0,60,45,8,13,12,13,2,0,0,134,75,130,36.6
161,Gabriel Fernández,uy  URU,"FW,MF",Celta Vigo,25,1994,6.2,5,1,1,17,8,7,7,2,2,0,0,0,23,26,26,50.0
162,Joaquín Fernández,es  ESP,"MF,DF",Valladolid,23,1996,18.4,9,0,0,32,9,5,3,21,23,0,0,0,179,45,36,55.6
163,Fernando,br  BRA,MF,Sevilla,32,1987,29.5,13,0,0,39,22,2,6,30,44,0,0,0,377,83,63,56.8
164,Facundo Ferreyra,ar  ARG,FW,Espanyol,28,1991,6.4,2,0,0,25,8,5,2,2,5,0,0,0,26,17,26,39.5
165,Junior Firpo,es  ESP,DF,Barcelona,22,1996,11.3,5,0,0,35,16,2,8,8,14,0,0,0,81,10,9,52.6
166,Alessandro Florenzi,it  ITA,DF,Valencia,28,1991,8.4,1,1,0,7,5,0,22,10,10,0,0,0,75,2,8,20.0
167,Hernâni Fortes,pt  POR,"MF,FW",Levante,27,1991,7.3,3,1,1,5,17,5,38,4,3,0,0,0,47,1,8,11.1
168,Dimitri Foulquier,fr  FRA,DF,Granada,26,1993,12.4,4,0,0,20,17,0,11,5,8,0,0,0,113,13,23,36.1
169,Jorge de Frutos,es  ESP,"MF,FW",Valladolid,22,1997,0.7,0,0,0,2,0,0,1,0,0,0,0,0,6,0,1,0.0
170,Ramiro Funes Mori,ar  ARG,DF,Villarreal,28,1991,5.0,1,0,0,7,4,0,0,3,1,0,0,0,56,11,9,55.0
171,Kévin Gameiro,fr  FRA,FW,Valencia,32,1987,17.6,0,0,0,14,13,13,20,6,12,0,0,0,77,7,40,14.9
172,Fran Gámez,es  ESP,DF,Mallorca,28,1991,19.6,5,0,0,26,8,2,43,20,40,0,1,1,183,12,13,48.0
173,Ezequiel Garay,ar  ARG,DF,Valencia,32,1986,16.0,2,0,0,10,1,0,3,8,7,0,1,0,125,27,17,61.4
174,Dani García,es  ESP,MF,Athletic Club,29,1990,33.7,11,0,0,61,37,0,3,28,43,0,2,0,455,52,45,53.6
175,David García,es  ESP,DF,Osasuna,25,1994,31.0,7,0,0,52,14,0,0,17,27,0,0,0,413,151,58,72.2
176,Javi García,es  ESP,MF,Betis,32,1987,4.2,2,0,0,3,5,0,0,1,1,0,0,1,37,15,6,71.4
177,Manu García,es  ESP,MF,Alavés,33,1986,21.9,11,1,1,60,38,3,5,13,38,0,2,0,241,59,46,56.2
178,Rubén García,es  ESP,"MF,FW",Osasuna,26,1993,24.3,6,0,0,45,26,7,64,9,26,0,0,0,162,29,57,33.7
179,Unai García,es  ESP,DF,Osasuna,27,1992,6.0,0,0,0,4,3,0,3,2,5,0,0,0,72,25,16,61.0
180,Víctor García,es  ESP,"FW,MF",Valladolid,22,1997,1.0,0,0,0,0,0,0,2,0,2,0,0,0,10,1,1,50.0
181,Manuel Garrido,es  ESP,FW,Leganés,18,2000,1.3,1,0,0,4,0,0,0,0,0,0,0,0,3,3,5,37.5
182,Mario Gaspar,es  ESP,DF,Villarreal,28,1990,21.8,2,0,0,34,10,0,23,15,20,0,0,0,164,44,39,53.0
183,José Antonio Martínez Gil,es  ESP,DF,Granada,26,1993,13.2,0,0,0,4,7,0,2,8,11,0,0,0,137,38,18,67.9
184,Ibai Gómez,es  ESP,FW,Athletic Club,29,1989,7.7,0,0,0,3,3,5,37,3,3,0,0,0,54,2,6,25.0
185,Maxi Gómez,uy  URU,FW,Valencia,22,1996,23.8,5,0,0,47,59,32,8,4,7,0,0,0,62,78,78,50.0
186,Moi Gómez,es  ESP,"FW,MF",Villarreal,25,1994,25.8,1,0,0,22,25,8,68,20,16,2,0,0,181,10,31,24.4
187,Sergi Gómez,es  ESP,DF,Sevilla,27,1992,8.0,4,0,0,7,0,0,1,2,4,0,0,0,71,24,23,51.1
188,Maxime Gonalons,fr  FRA,MF,Granada,30,1989,16.7,7,0,0,36,25,0,1,12,39,0,0,0,179,39,29,57.4
189,Édgar González,es  ESP,MF,Betis,22,1997,7.6,3,0,0,8,5,0,0,5,7,0,1,0,69,23,7,76.7
190,Gonzalo,es  ESP,DF,Levante,22,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
191,Andoni Gorosabel,es  ESP,DF,Real Sociedad,22,1996,7.9,2,0,0,10,8,0,22,13,9,0,0,0,74,11,10,52.4
192,Esteban Granero,es  ESP,MF,Espanyol,32,1987,5.3,5,0,0,15,6,0,10,4,7,0,0,0,44,6,13,31.6
193,Antoine Griezmann,fr  FRA,FW,Barcelona,28,1991,28.3,2,0,0,10,21,16,29,10,18,0,0,0,128,24,30,44.4
194,Andrés Guardado,mx  MEX,MF,Betis,32,1986,22.7,9,0,0,36,22,1,9,18,18,0,1,0,204,14,28,33.3
195,Sergi Guardiola,es  ESP,FW,Valladolid,28,1991,29.5,6,0,0,52,65,20,33,4,11,1,0,0,118,27,86,23.9
196,Nemanja Gudelj,rs  SRB,"MF,DF",Sevilla,27,1991,13.5,6,0,0,22,18,0,2,12,12,0,1,0,126,20,21,48.8
