,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
29,2021-02-26,21:00,La Liga,Matchweek 25,Fri,Away,D,1,1,Levante,1.9,1.2,55,,Iker Muniain,4-4-2,Isidro Díaz de Mera,Match Report,
30,2021-03-04,21:00,Copa del Rey,Semi-finals,Thu,Away,W,2,1,Levante,,,53,,Iker Muniain,4-4-2,Carlos del Cerro,Match Report,Leg 2 of 2; Athletic Club won; Required Extra Time
31,2021-03-07,21:00,La Liga,Matchweek 26,Sun,Home,W,2,1,Granada,1.3,2.0,49,,Mikel Balenziaga,4-4-2,Juan Martínez,Match Report,
32,2021-03-10,19:00,La Liga,Matchweek 18,Wed,Away,L,1,2,Atlético Madrid,0.6,1.5,54,,Iker Muniain,4-4-2,Jesús Gil,Match Report,
33,2021-03-14,14:00,La Liga,Matchweek 27,Sun,Away,D,0,0,Celta Vigo,0.7,1.2,35,,Mikel Balenziaga,4-4-2,Santiago Jaime,Match Report,
34,2021-03-20,14:00,La Liga,Matchweek 28,Sat,Home,D,1,1,Eibar,1.6,0.6,56,,Iker Muniain,4-4-2,Valentín Pizarro,Match Report,
35,2021-04-07,21:00,La Liga,Matchweek 29,Wed,Away,D,1,1,Real Sociedad,0.7,0.9,49,,Iker Muniain,4-4-2,José Sánchez,Match Report,
36,2021-04-10,16:15,La Liga,Matchweek 30,Sat,Home,D,0,0,Alavés,1.8,0.5,45,,Mikel Balenziaga,4-4-2,Mario Melero,Match Report,
37,2021-04-17,21:30,Copa del Rey,Final,Sat,Neutral,L,0,4,Barcelona,,,23,,Iker Muniain,4-4-2,Juan Martínez,Match Report,
38,2021-04-21,20:00,La Liga,Matchweek 31,Wed,Away,D,0,0,Betis,0.8,0.2,59,,Óscar de Marcos,4-4-2,David Medié,Match Report,
39,2021-04-25,21:00,La Liga,Matchweek 32,Sun,Home,W,2,1,Atlético Madrid,1.2,0.8,38,,Mikel Balenziaga,4-4-2,Pablo González,Match Report,
40,2021-04-28,19:00,La Liga,Matchweek 33,Wed,Home,D,2,2,Valladolid,1.5,0.8,51,,Óscar de Marcos,4-4-2,Adrián Cordero,Match Report,
41,2021-05-03,21:00,La Liga,Matchweek 34,Mon,Away,W,1,0,Sevilla,0.7,1.1,27,,Óscar de Marcos,4-4-2,Jesús Gil,Match Report,
42,2021-05-08,21:00,La Liga,Matchweek 35,Sat,Home,D,2,2,Osasuna,1.6,1.3,45,,Óscar de Marcos,4-4-2,Valentín Pizarro,Match Report,
43,2021-05-12,20:00,La Liga,Matchweek 36,Wed,Away,L,0,1,Huesca,0.5,1.2,49,,Óscar de Marcos,4-4-2,Jorge Figueroa,Match Report,
44,2021-05-16,18:30,La Liga,Matchweek 37,Sun,Home,L,0,1,Real Madrid,0.7,1.0,36,,Óscar de Marcos,4-4-2,Antonio Matéu Lahoz,Match Report,
45,2021-05-22,18:00,La Liga,Matchweek 38,Sat,Away,L,0,2,Elche,0.5,1.0,55,3518.0,Mikel Balenziaga,4-4-2,Carlos del Cerro,Match Report,
