,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
30,2022-02-20,21:00,La Liga,Matchweek 25,Sun,Home,W,4,0,Real Sociedad,2.9,0.5,48,40698.0,Iker Muniain,4-4-2,Juan Martínez,Match Report,
31,2022-02-27,21:00,La Liga,Matchweek 26,Sun,Away,L,0,4,Barcelona,0.5,3.0,29,69770.0,Raúl García,4-4-2,Guillermo Cuadra,Match Report,
32,2022-03-02,21:30,Copa del Rey,Semi-finals,Wed,Away,L,0,1,Valencia,,,65,,Iker Muniain,4-4-2,Jesús Gil,Match Report,Leg 2 of 2; Valencia won
33,2022-03-07,21:00,La Liga,Matchweek 27,Mon,Home,W,3,1,Levante,3.2,0.6,50,29485.0,Iker Muniain,4-4-2,Alejandro Muñíz,Match Report,
34,2022-03-13,16:15,La Liga,Matchweek 28,Sun,Away,L,0,1,Betis,0.7,0.8,49,48876.0,Iker Muniain,4-4-2,Antonio Matéu Lahoz,Match Report,
35,2022-03-18,21:00,La Liga,Matchweek 29,Fri,Home,D,1,1,Getafe,2.1,0.4,66,37367.0,Iker Muniain,4-4-2,Jesús Gil,Match Report,
36,2022-04-03,14:00,La Liga,Matchweek 30,Sun,Home,W,2,1,Elche,2.2,0.4,48,34572.0,Iker Muniain,4-4-2,Jorge Figueroa,Match Report,
37,2022-04-09,18:30,La Liga,Matchweek 31,Sat,Away,D,1,1,Villarreal,2.0,1.2,40,16603.0,Iker Muniain,4-4-2,Carlos del Cerro,Match Report,
38,2022-04-17,18:30,La Liga,Matchweek 32,Sun,Home,L,0,2,Celta Vigo,0.7,0.5,50,35541.0,Iker Muniain,4-4-2,Alejandro Hernández,Match Report,
39,2022-04-21,20:00,La Liga,Matchweek 33,Thu,Away,W,3,2,Cádiz,1.7,3.8,42,17360.0,Iker Muniain,4-4-2,Valentín Pizarro,Match Report,
40,2022-04-30,21:00,La Liga,Matchweek 34,Sat,Home,W,2,0,Atlético Madrid,1.5,0.7,43,43398.0,Iker Muniain,4-4-2,Antonio Matéu Lahoz,Match Report,
41,2022-05-07,16:15,La Liga,Matchweek 35,Sat,Home,D,0,0,Valencia,1.4,0.1,59,41091.0,Iker Muniain,4-4-2,Isidro Díaz de Mera,Match Report,
42,2022-05-10,20:00,La Liga,Matchweek 36,Tue,Away,L,0,1,Granada,0.4,1.3,59,16638.0,Iker Muniain,4-4-2,José Sánchez,Match Report,
43,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Home,W,2,0,Osasuna,1.3,0.9,45,37869.0,Iker Muniain,4-4-2,Jorge Figueroa,Match Report,
44,2022-05-22,22:00,La Liga,Matchweek 38,Sun,Away,L,0,1,Sevilla,1.0,1.4,34,31305.0,Iker Muniain,4-4-2,Carlos del Cerro,Match Report,
