,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
36,2022-02-17,20:45,Europa Lg,Knockout round play-offs,Thu,Away,W,3,2,ru  Zenit,1.3,1.2,38,28936.0,Joaquín,4-2-3-1,Benoît Bastien,Match Report,Leg 1 of 2
37,2022-02-20,18:30,La Liga,Matchweek 25,Sun,Home,W,2,1,Mallorca,1.6,0.5,55,48652.0,Sergio Canales,4-2-3-1,César Soto,Match Report,
38,2022-02-24,21:00,Europa Lg,Knockout round play-offs,Thu,Home,D,0,0,ru  Zenit,0.8,1.1,46,44236.0,Andrés Guardado,4-2-3-1,Halil Umut Meler,Match Report,Leg 2 of 2; Betis won
39,2022-02-27,16:15,La Liga,Matchweek 26,Sun,Away,L,1,2,Sevilla,1.1,1.6,54,37250.0,Sergio Canales,4-2-3-1,Carlos del Cerro,Match Report,
40,2022-03-03,21:00,Copa del Rey,Semi-finals,Thu,Home,D,1,1,Rayo Vallecano,,,60,50916.0,Sergio Canales,4-2-3-1,Juan Martínez,Match Report,Leg 2 of 2; Betis won
41,2022-03-06,21:00,La Liga,Matchweek 27,Sun,Home,L,1,3,Atlético Madrid,1.4,3.1,65,44383.0,Joaquín,4-2-3-1,Guillermo Cuadra,Match Report,
42,2022-03-09,18:45,Europa Lg,Round of 16,Wed,Home,L,1,2,de  Eint Frankfurt,0.9,2.5,64,36574.0,Sergio Canales,4-2-3-1,Marco Guida,Match Report,Leg 1 of 2
43,2022-03-13,16:15,La Liga,Matchweek 28,Sun,Home,W,1,0,Athletic Club,0.8,0.7,51,48876.0,Sergio Canales,4-2-3-1,Antonio Matéu Lahoz,Match Report,
44,2022-03-17,21:00,Europa Lg,Round of 16,Thu,Away,D,1,1,de  Eint Frankfurt,2.2,1.5,54,25000.0,Joaquín,4-2-3-1,Michael Oliver,Match Report,Leg 2 of 2; Eint Frankfurt won; Required Extra Time
45,2022-03-20,16:15,La Liga,Matchweek 29,Sun,Away,D,0,0,Celta Vigo,0.8,0.8,48,13149.0,Sergio Canales,4-2-3-1,Ricardo de Burgos,Match Report,
46,2022-04-03,16:15,La Liga,Matchweek 30,Sun,Home,W,4,1,Osasuna,4.0,0.5,54,49103.0,Joaquín,4-2-3-1,Valentín Pizarro,Match Report,
47,2022-04-09,14:00,La Liga,Matchweek 31,Sat,Away,W,2,1,Cádiz,1.4,1.1,59,18063.0,Andrés Guardado,4-2-3-1,Jesús Gil,Match Report,
48,2022-04-15,21:00,La Liga,Matchweek 32,Fri,Away,D,0,0,Real Sociedad,0.5,1.0,43,28893.0,Sergio Canales,4-2-3-1,Isidro Díaz de Mera,Match Report,
49,2022-04-19,21:00,La Liga,Matchweek 33,Tue,Home,L,0,1,Elche,1.5,0.6,64,43257.0,Andrés Guardado,4-2-3-1,Alberola Rojas,Match Report,
50,2022-04-23,22:00,Copa del Rey,Final,Sat,Home,D,1  (5),1  (4),Valencia,,,65,53387.0,Sergio Canales,4-2-3-1,Alejandro Hernández,Match Report,Betis won on penalty kicks following extra time
51,2022-05-02,21:00,La Liga,Matchweek 34,Mon,Away,D,0,0,Getafe,0.3,0.8,64,9916.0,Sergio Canales,4-2-3-1,Adrián Cordero,Match Report,
52,2022-05-07,21:00,La Liga,Matchweek 35,Sat,Home,L,1,2,Barcelona,0.9,1.1,43,46132.0,Andrés Guardado,4-2-3-1,Antonio Matéu Lahoz,Match Report,
53,2022-05-10,19:00,La Liga,Matchweek 36,Tue,Away,W,3,0,Valencia,1.5,1.5,55,28091.0,Sergio Canales,4-2-3-1,Carlos del Cerro,Match Report,
54,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Home,W,2,0,Granada,1.9,1.3,60,45016.0,Sergio Canales,4-2-3-1,Ricardo de Burgos,Match Report,
55,2022-05-20,21:00,La Liga,Matchweek 38,Fri,Away,D,0,0,Real Madrid,1.0,1.5,48,52232.0,Andrés Guardado,4-2-3-1,Santiago Jaime,Match Report,
