,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA_Performance,GA_Performance,Saves_Performance,Save%_Performance,CS_Performance,PKatt_Penalty Kicks,PKA_Penalty Kicks,PKsv_Penalty Kicks,PKm_Penalty Kicks,Match Report
33,2017-03-23,Thu,WCQ,WCQ — CONMEBOL (M),Away,W 4–1,br  Brazil,uy  Uruguay,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
34,2017-03-28,Tue,WCQ,WCQ — CONMEBOL (M),Home,W 3–0,br  Brazil,py  Paraguay,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
35,2017-04-01,Sat,Primeira Liga,Matchweek 27,Home,D 1–1,Benfica,Porto,Y,GK,90,0,1,0,,0,0,0,0,0,Match Report
36,2017-04-09,Sun,Primeira Liga,Matchweek 28,Away,W 1–0,Benfica,Moreirense,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
37,2017-04-14,Fri,Primeira Liga,Matchweek 29,Home,W 3–0,Benfica,Marítimo,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
38,2017-04-22,Sat,Primeira Liga,Matchweek 30,Away,D 1–1,Benfica,Sporting CP,Y,GK,90,0,1,0,,0,1,1,0,0,Match Report
39,2017-04-29,Sat,Primeira Liga,Matchweek 31,Home,W 2–1,Benfica,Estoril,Y,GK,90,0,1,0,,0,0,0,0,0,Match Report
40,2017-05-07,Sun,Primeira Liga,Matchweek 32,Away,W 1–0,Benfica,Rio Ave,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
41,2017-05-13,Sat,Primeira Liga,Matchweek 33,Home,W 5–0,Benfica,Vitória,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report
42,2017-06-13,Tue,Friendlies (M),Friendlies (M),Away,W 4–0,br  Brazil,au  Australia,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report
43,,,,,,23-7-4,,,34/34,,3010,29,22,22,31.0,21,4,2,2,0,
