,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
14,2022-10-22,21:00,La Liga,Matchweek 11,Sat,Away,L,1.0,3.0,Real Madrid,0.5,3.0,44.0,59625.0,Jesús Navas,4-3-3,Alejandro Hernández,Match Report,
15,2022-10-25,18:45,Champions Lg,Group stage,Tue,Home,W,3.0,0.0,dk  FC Copenhagen,1.0,1.1,57.0,29884.0,Ivan Rakitić,4-3-3,Benoît Bastien,Match Report,
16,2022-10-29,18:30,La Liga,Matchweek 12,Sat,Home,L,0.0,1.0,Rayo Vallecano,1.2,0.7,62.0,36601.0,Ivan Rakitić,4-2-3-1,Antonio Matéu Lahoz,Match Report,
17,2022-11-02,20:00,Champions Lg,Group stage,Wed,Away,L,1.0,3.0,eng  Manchester City,0.4,2.0,39.0,51610.0,Ivan Rakitić,5-4-1,Orel Grinfeeld,Match Report,
18,2022-11-06,21:00,La Liga,Matchweek 13,Sun,Away,D,1.0,1.0,Betis,1.5,1.0,63.0,54034.0,Ivan Rakitić,4-2-3-1,José Sánchez,Match Report,
19,2022-11-09,19:00,La Liga,Matchweek 14,Wed,Home,L,1.0,2.0,Real Sociedad,0.6,1.7,32.0,34814.0,Jesús Navas,4-2-3-1,Carlos del Cerro,Match Report,
20,2022-11-13,16:00,Copa del Rey,First round,Sun,Away,W,2.0,0.0,Velarde CF,,,87.0,3000.0,Ivan Rakitić,4-3-3,Alejandro Muñíz,Match Report,
21,2022-12-21,21:00,Copa del Rey,Second round,Wed,Away,W,3.0,0.0,Juventud Torremolinos CF,,,60.0,2500.0,Jesús Navas,4-3-3,Isidro Díaz de Mera,Match Report,
22,2022-12-30,19:15,La Liga,Matchweek 15,Fri,Away,D,1.0,1.0,Celta Vigo,0.7,2.0,56.0,13653.0,Jesús Navas,3-4-3,Ricardo de Burgos,Match Report,
23,2023-01-04,19:00,Copa del Rey,Round of 32,Wed,Away,W,5.0,0.0,Linares,,,63.0,9500.0,Ivan Rakitić,4-3-3,Antonio Matéu,Match Report,
24,2023-01-08,18:30,La Liga,Matchweek 16,Sun,Home,W,2.0,1.0,Getafe,1.1,0.7,58.0,35389.0,Jesús Navas,3-1-4-2,Juan Martínez,Match Report,
25,2023-01-14,16:15,La Liga,Matchweek 17,Sat,Away,,,,Girona,,,,,,,,Head-to-Head,
26,2023-01-18,,Copa del Rey,Round of 16,Wed,Away,,,,Alavés,,,,,,,,Head-to-Head,
27,2023-01-22,,La Liga,Matchweek 18,Sun,Home,,,,Cádiz,,,,,,,,Head-to-Head,
28,2023-01-29,,La Liga,Matchweek 19,Sun,Home,,,,Elche,,,,,,,,Head-to-Head,
29,2023-02-05,,La Liga,Matchweek 20,Sun,Away,,,,Barcelona,,,,,,,,Head-to-Head,
30,2023-02-12,,La Liga,Matchweek 21,Sun,Home,,,,Mallorca,,,,,,,,Head-to-Head,
31,2023-02-16,21:00,Europa Lg,Knockout round play-offs,Thu,Home,,,,nl  PSV Eindhoven,,,,,,,,Head-to-Head,Leg 1 of 2
32,2023-02-19,,La Liga,Matchweek 22,Sun,Away,,,,Rayo Vallecano,,,,,,,,Head-to-Head,
33,2023-02-23,18:45,Europa Lg,Knockout round play-offs,Thu,Away,,,,nl  PSV Eindhoven,,,,,,,,Head-to-Head,Leg 2 of 2
34,2023-02-26,,La Liga,Matchweek 23,Sun,Home,,,,Osasuna,,,,,,,,Head-to-Head,
35,2023-03-05,,La Liga,Matchweek 24,Sun,Away,,,,Atlético Madrid,,,,,,,,Head-to-Head,
36,2023-03-12,,La Liga,Matchweek 25,Sun,Home,,,,Almería,,,,,,,,Head-to-Head,
37,2023-03-19,,La Liga,Matchweek 26,Sun,Away,,,,Getafe,,,,,,,,Head-to-Head,
38,2023-04-02,,La Liga,Matchweek 27,Sun,Away,,,,Cádiz,,,,,,,,Head-to-Head,
39,2023-04-09,,La Liga,Matchweek 28,Sun,Home,,,,Celta Vigo,,,,,,,,Head-to-Head,
40,2023-04-16,,La Liga,Matchweek 29,Sun,Away,,,,Valencia,,,,,,,,Head-to-Head,
41,2023-04-23,,La Liga,Matchweek 30,Sun,Home,,,,Villarreal,,,,,,,,Head-to-Head,
42,2023-04-26,,La Liga,Matchweek 31,Wed,Away,,,,Athletic Club,,,,,,,,Head-to-Head,
43,2023-04-30,,La Liga,Matchweek 32,Sun,Home,,,,Girona,,,,,,,,Head-to-Head,
44,2023-05-03,,La Liga,Matchweek 33,Wed,Home,,,,Espanyol,,,,,,,,Head-to-Head,
45,2023-05-14,,La Liga,Matchweek 34,Sun,Away,,,,Valladolid,,,,,,,,Head-to-Head,
46,2023-05-21,,La Liga,Matchweek 35,Sun,Home,,,,Betis,,,,,,,,Head-to-Head,
47,2023-05-24,,La Liga,Matchweek 36,Wed,Away,,,,Elche,,,,,,,,Head-to-Head,
48,2023-05-28,,La Liga,Matchweek 37,Sun,Home,,,,Real Madrid,,,,,,,,Head-to-Head,
49,2023-06-04,,La Liga,Matchweek 38,Sun,Away,,,,Real Sociedad,,,,,,,,Head-to-Head,
