,Player,Nation_x,Pos_x,Age_x,MP_Playing Time,Starts_Playing Time,Min_Playing Time,90s_Playing Time,Gls_Performance,Ast_Performance,G-PK_Performance,PK_Performance,PKatt_Performance,CrdY_Performance_x,CrdR_Performance_x,Gls_Per 90 Minutes,Ast_Per 90 Minutes,G+A_Per 90 Minutes,G-PK_Per 90 Minutes,G+A-PK_Per 90 Minutes,xG_Expected_x,npxG_Expected_x,xA_Expected,npxG+xA_Expected,xG_Per 90 Minutes,xA_Per 90 Minutes,xG+xA_Per 90 Minutes,npxG_Per 90 Minutes,npxG+xA_Per 90 Minutes,Nation_y,Pos_y,Age_y,90s_x,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected_y,npxG_Expected_y,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected,Nation_x,Pos_x,Age_x,90s_y,Cmp_Total,Att_Total,Cmp%_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Nation_y,Pos_y,Age_y,90s_x,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,Nation_x,Pos_x,Age_x,90s_y,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,Drib_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,Drib_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types,Nation_y,Pos_y,Age_y,90s_x,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs Dribbles,Att_Vs Dribbles,Tkl%_Vs Dribbles,Past_Vs Dribbles,Press_Pressures,Succ_Pressures,%_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Nation_x,Pos_x,Age_x,90s_y,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ%_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec%_Receiving,Prog_Receiving,Nation_y,Pos_y,Age_y,90s,CrdY_Performance_y,CrdR_Performance_y,2CrdY_Performance,Fls_Performance,Fld_Performance,Off_Performance,Crs_Performance,Int_Performance,TklW_Performance,PKwon_Performance,PKcon_Performance,OG_Performance,Recov_Performance,Won_Aerial Duels,Lost_Aerial Duels,Won%_Aerial Duels
10,Jordi Alba,es  ESP,DF,32-202,3,3,270.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.33,0.0,0.33,0.4,0.4,0.7,1.2,0.15,0.24,0.39,0.15,0.39,es  ESP,DF,32-202,3.0,0,2,0,0.0,0.67,0.0,0.0,,18.0,0,0,0,0.4,0.4,0.22,-0.4,-0.4,es  ESP,DF,32-202,3.0,206,254,81.1,3516,1330,93,103,90.3,96,114,84.2,14,23,60.9,1,0.7,0.3,6,15,6,1,20,es  ESP,DF,32-202,3.0,254,211,43,5,0,20,6,14,0,0,0,0,156,61,37,178,27,11,38,0,206,2,1,8,11,es  ESP,DF,32-202,3.0,8,2.67,7,0,1,0,0,0,2,0.67,2,0,0,0,0,0,es  ESP,DF,32-202,3.0,4,3,1,3,0,1,6,16.7,5,33,13,39.4,13,13,7,10,2,0,8,8,12,7,0,es  ESP,DF,32-202,3.0,289,12,80,125,92,13,247,4,7,57.1,5,2,182,563,255,14,3,4,2,0,205,191,93.2,16,es  ESP,DF,32-202,3.0,1,0,0,4,3,1,14,8,3,0,0,0,20,1,4,20.0
11,Antoine Griezmann,fr  FRA,FW,30-202,3,3,263.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.12,0.0,0.12,0.12,0.12,fr  FRA,FW,30-202,2.9,0,4,0,0.0,1.37,0.0,0.0,,12.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,fr  FRA,FW,30-202,2.9,85,99,85.9,1708,345,38,43,88.4,27,30,90.0,17,18,94.4,0,0.0,0.0,0,6,0,0,10,fr  FRA,FW,30-202,2.9,99,98,1,1,0,32,7,0,0,0,0,0,71,17,11,81,12,2,0,1,85,0,0,4,2,fr  FRA,FW,30-202,2.9,5,1.71,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0,fr  FRA,FW,30-202,2.9,10,6,3,7,0,3,7,42.9,4,67,28,41.8,11,38,18,5,0,0,5,6,16,5,0,fr  FRA,FW,30-202,2.9,147,5,24,85,47,8,147,3,6,50.0,3,1,111,512,251,10,3,1,6,7,146,109,74.7,20,fr  FRA,FW,30-202,2.9,0,0,0,2,4,0,0,6,6,0,0,0,9,4,4,50.0
12,Martin Braithwaite,dk  DEN,FW,30-126,3,3,224.0,2.5,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.8,0.4,1.21,0.8,1.21,1.0,1.0,1.3,2.3,0.42,0.5,0.92,0.42,0.92,dk  DEN,FW,30-126,2.5,2,7,3,42.9,2.81,1.21,0.29,0.67,12.0,0,0,0,1.0,1.0,0.15,1.0,1.0,dk  DEN,FW,30-126,2.5,43,54,79.6,647,104,26,29,89.7,15,20,75.0,1,2,50.0,1,1.3,-0.3,2,1,2,0,3,dk  DEN,FW,30-126,2.5,54,52,2,1,0,14,1,1,0,0,0,0,37,12,5,7,41,2,1,1,43,0,0,3,1,dk  DEN,FW,30-126,2.5,3,1.21,3,0,0,0,0,0,1,0.4,1,0,0,0,0,0,dk  DEN,FW,30-126,2.5,1,1,0,0,1,0,0,,0,26,12,46.2,3,9,14,3,0,0,3,0,1,4,0,dk  DEN,FW,30-126,2.5,84,4,10,42,38,15,82,3,5,60.0,3,0,62,248,163,10,2,3,7,4,96,64,66.7,14,dk  DEN,FW,30-126,2.5,0,0,0,5,2,2,1,0,1,0,0,0,10,3,5,37.5
13,Philippe Coutinho,br  BRA,"FW,MF",29-119,4,3,203.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.6,0.24,0.04,0.28,0.24,0.28,br  BRA,"FW,MF",29-119,2.3,0,8,3,37.5,3.55,1.33,0.0,0.0,22.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6,br  BRA,"FW,MF",29-119,2.3,117,140,83.6,1904,476,71,77,92.2,25,31,80.6,16,26,61.5,0,0.1,-0.1,1,8,7,2,10,br  BRA,"FW,MF",29-119,2.3,140,131,9,5,0,17,8,8,4,2,1,0,100,20,20,5,134,0,0,1,117,1,4,1,2,br  BRA,"FW,MF",29-119,2.3,7,3.1,4,2,0,0,0,1,0,0.0,0,0,0,0,0,0,br  BRA,"FW,MF",29-119,2.3,2,2,1,0,1,0,1,0.0,1,23,7,30.4,5,9,9,3,0,0,3,1,3,0,0,br  BRA,"FW,MF",29-119,2.3,166,1,9,78,91,6,159,2,5,40.0,2,2,132,690,395,25,8,1,3,7,160,140,87.5,21,br  BRA,"FW,MF",29-119,2.3,0,0,0,0,3,0,8,1,2,0,0,0,12,0,0,
14,Sergi Roberto,es  ESP,"MF,DF",29-244,6,2,257.0,2.9,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.7,0.35,1.05,0.7,1.05,1.6,1.6,0.3,1.9,0.57,0.1,0.66,0.57,0.66,es  ESP,"MF,DF",29-244,2.9,2,4,3,75.0,1.4,1.05,0.5,0.67,9.0,0,0,0,1.6,1.6,0.41,0.4,0.4,es  ESP,"MF,DF",29-244,2.9,150,168,89.3,2299,441,89,92,96.7,50,56,89.3,9,16,56.3,1,0.3,0.7,4,11,1,0,9,es  ESP,"MF,DF",29-244,2.9,168,161,7,5,0,23,2,5,0,0,0,0,142,9,17,29,134,3,2,0,150,0,5,3,2,es  ESP,"MF,DF",29-244,2.9,6,2.1,6,0,0,0,0,0,1,0.35,1,0,0,0,0,0,es  ESP,"MF,DF",29-244,2.9,5,2,2,1,2,1,4,25.0,3,29,7,24.1,6,14,9,1,0,0,1,0,5,3,0,es  ESP,"MF,DF",29-244,2.9,189,6,30,105,63,7,184,3,3,100.0,3,1,133,499,231,8,2,0,4,3,174,152,87.4,7,es  ESP,"MF,DF",29-244,2.9,1,0,0,0,3,0,5,0,2,0,0,0,20,1,1,50.0
15,Luuk de Jong,nl  NED,FW,31-043,4,2,208.0,2.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.0,0.43,0.43,0.43,1.1,1.1,0.2,1.3,0.48,0.07,0.55,0.48,0.55,nl  NED,FW,31-043,2.3,1,6,2,33.3,2.6,0.87,0.17,0.5,8.0,0,0,0,1.1,1.1,0.19,-0.1,-0.1,nl  NED,FW,31-043,2.3,50,60,83.3,607,79,39,45,86.7,8,11,72.7,1,1,100.0,0,0.2,-0.2,1,3,1,0,3,nl  NED,FW,31-043,2.3,60,57,3,0,0,18,0,0,0,0,0,0,48,7,5,8,46,2,0,0,50,0,0,3,0,nl  NED,FW,31-043,2.3,2,0.87,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,nl  NED,FW,31-043,2.3,2,2,0,0,2,0,0,,0,27,9,33.3,2,11,14,0,0,0,0,0,2,1,0,nl  NED,FW,31-043,2.3,81,1,8,30,46,16,78,2,4,50.0,2,0,55,221,48,5,0,0,5,3,102,67,65.7,25,nl  NED,FW,31-043,2.3,0,0,0,1,4,2,0,0,2,0,0,0,8,8,5,61.5
16,Neto,br  BRA,GK,32-082,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,br  BRA,GK,32-082,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,br  BRA,GK,32-082,2.0,78,97,80.4,2314,1323,16,16,100.0,24,26,92.3,38,55,69.1,0,0.0,0.0,0,0,0,0,0,br  BRA,GK,32-082,2.0,97,76,21,5,0,24,2,0,0,0,0,0,54,1,42,10,74,0,0,11,78,0,2,0,0,br  BRA,GK,32-082,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,br  BRA,GK,32-082,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,br  BRA,GK,32-082,2.0,105,96,105,0,0,0,84,0,0,,0,0,60,186,107,0,0,0,0,0,61,61,100.0,0,br  BRA,GK,32-082,2.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,
17,Nicolás González,es  ESP,MF,19-279,5,2,178.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.04,0.17,0.21,0.04,0.21,es  ESP,MF,19-279,2.0,0,3,0,0.0,1.52,0.0,0.0,,25.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,es  ESP,MF,19-279,2.0,150,163,92.0,2506,535,68,75,90.7,69,71,97.2,11,15,73.3,0,0.3,-0.3,2,13,1,0,10,es  ESP,MF,19-279,2.0,163,157,6,5,0,26,5,0,0,0,0,0,144,10,9,7,150,5,1,0,150,0,0,2,0,es  ESP,MF,19-279,2.0,4,2.02,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,es  ESP,MF,19-279,2.0,6,6,3,2,1,4,4,100.0,0,25,10,40.0,4,15,6,1,0,0,1,2,8,3,0,es  ESP,MF,19-279,2.0,183,3,25,119,49,2,177,5,6,83.3,5,0,147,690,333,15,5,1,1,5,152,144,94.7,5,es  ESP,MF,19-279,2.0,1,0,0,3,1,0,0,2,6,0,0,0,15,0,3,0.0
18,Yusuf Demir,at  AUT,FW,18-129,4,2,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,at  AUT,FW,18-129,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,at  AUT,FW,18-129,1.8,67,72,93.1,827,161,47,49,95.9,16,17,94.1,1,3,33.3,0,0.0,0.0,1,2,2,0,2,at  AUT,FW,18-129,1.8,72,63,9,2,0,15,0,1,5,0,0,0,59,8,5,63,5,0,2,1,67,0,2,0,1,at  AUT,FW,18-129,1.8,5,2.85,0,3,0,0,2,0,0,0.0,0,0,0,0,0,0,at  AUT,FW,18-129,1.8,2,1,2,0,0,0,3,0.0,3,29,14,48.3,12,10,7,4,0,0,4,1,3,1,0,at  AUT,FW,18-129,1.8,98,2,13,32,57,7,89,6,10,60.0,7,1,78,281,158,10,2,2,5,6,82,67,81.7,11,at  AUT,FW,18-129,1.8,0,0,0,0,4,0,1,1,1,0,0,0,13,1,1,50.0
19,Pedri,es  ESP,MF,18-318,2,2,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.08,0.08,0.16,0.08,0.16,es  ESP,MF,18-318,1.7,0,1,1,100.0,0.6,0.6,0.0,0.0,15.0,0,0,0,0.1,0.1,0.14,-0.1,-0.1,es  ESP,MF,18-318,1.7,76,83,91.6,1332,249,34,36,94.4,27,29,93.1,11,13,84.6,0,0.1,-0.1,1,15,2,0,6,es  ESP,MF,18-318,1.7,83,80,3,1,0,16,1,0,2,0,0,0,75,5,3,17,65,0,0,1,76,0,1,1,2,es  ESP,MF,18-318,1.7,3,1.79,0,1,0,0,2,0,1,0.6,0,0,0,0,1,0,es  ESP,MF,18-318,1.7,2,2,0,2,0,1,6,16.7,5,31,11,35.5,10,14,7,3,0,0,3,0,2,1,0,es  ESP,MF,18-318,1.7,101,2,15,59,35,1,99,0,1,0.0,1,0,78,464,213,10,2,0,1,5,97,80,82.5,5,es  ESP,MF,18-318,1.7,0,0,0,0,6,0,0,0,2,0,0,0,11,1,1,50.0
20,Clément Lenglet,fr  FRA,DF,26-114,4,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.25,0.25,0.0,0.25,fr  FRA,DF,26-114,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,fr  FRA,DF,26-114,1.1,104,114,91.2,2045,690,27,30,90.0,62,63,98.4,14,18,77.8,0,0.3,-0.3,1,6,1,0,7,fr  FRA,DF,26-114,1.1,114,109,5,3,1,18,1,0,0,0,0,0,99,9,6,102,6,1,2,0,104,0,0,4,2,fr  FRA,DF,26-114,1.1,1,0.92,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,fr  FRA,DF,26-114,1.1,2,2,1,1,0,1,1,100.0,0,16,9,56.3,6,9,1,1,0,0,1,3,5,1,0,fr  FRA,DF,26-114,1.1,122,4,47,76,7,0,117,0,1,0.0,0,0,94,459,266,7,0,0,0,0,97,97,100.0,0,fr  FRA,DF,26-114,1.1,1,0,0,4,2,0,0,3,2,0,0,0,13,4,4,50.0
21,Emerson,br  BRA,DF,22-268,3,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,br  BRA,DF,22-268,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,br  BRA,DF,22-268,1.0,58,69,84.1,1007,181,28,29,96.6,25,28,89.3,4,7,57.1,0,0.0,0.0,0,0,3,1,5,br  BRA,DF,22-268,1.0,69,55,14,0,0,10,1,2,0,0,0,0,48,16,5,3,51,0,14,1,58,0,0,4,3,br  BRA,DF,22-268,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,br  BRA,DF,22-268,1.0,4,3,2,2,0,2,4,50.0,2,26,6,23.1,11,11,4,1,0,0,1,2,6,1,0,br  BRA,DF,22-268,1.0,82,1,20,50,16,1,69,0,1,0.0,0,0,55,215,103,4,1,0,1,0,56,55,98.2,4,br  BRA,DF,22-268,1.0,0,0,0,3,3,0,2,2,3,0,0,0,5,0,1,0.0
22,Alejandro Balde,es  ESP,DF,17-356,1,1,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es  ESP,DF,17-356,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,es  ESP,DF,17-356,0.5,39,42,92.9,646,152,19,19,100.0,19,20,95.0,1,2,50.0,0,0.0,0.0,0,1,0,0,2,es  ESP,DF,17-356,0.5,42,39,3,2,0,4,0,1,0,0,0,0,38,3,1,40,1,0,1,0,39,0,0,0,1,es  ESP,DF,17-356,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,es  ESP,DF,17-356,0.5,2,2,1,1,0,0,0,,0,5,3,60.0,3,1,1,1,1,0,0,0,2,0,0,es  ESP,DF,17-356,0.5,45,2,6,25,17,1,42,1,1,100.0,1,0,38,200,85,4,1,1,0,0,34,34,100.0,0,es  ESP,DF,17-356,0.5,0,0,0,1,0,0,1,0,2,0,0,0,5,0,0,
23,Riqui Puig,es  ESP,MF,22-057,4,0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.18,0.13,0.31,0.18,0.31,es  ESP,MF,22-057,0.8,0,2,0,0.0,2.37,0.0,0.0,,20.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,es  ESP,MF,22-057,0.8,73,77,94.8,1185,220,44,44,100.0,21,23,91.3,6,8,75.0,0,0.1,-0.1,1,4,2,0,6,es  ESP,MF,22-057,0.8,77,75,2,1,0,9,2,0,1,0,0,0,67,5,5,0,76,0,0,1,73,0,1,1,0,es  ESP,MF,22-057,0.8,5,5.92,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,es  ESP,MF,22-057,0.8,0,0,0,0,0,0,2,0.0,2,11,1,9.1,0,9,2,0,0,0,0,0,0,0,0,es  ESP,MF,22-057,0.8,86,1,6,50,33,2,84,1,1,100.0,1,0,64,263,116,5,2,0,1,3,75,72,96.0,5,es  ESP,MF,22-057,0.8,0,0,0,2,3,0,0,0,0,0,0,0,11,0,0,
24,Ansu Fati,es  ESP,FW,18-343,2,0,37.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.43,0.0,2.43,2.43,2.43,0.2,0.2,0.1,0.3,0.6,0.19,0.79,0.6,0.79,es  ESP,FW,18-343,0.4,1,4,2,50.0,9.73,4.86,0.25,0.5,22.4,1,0,0,0.2,0.2,0.06,0.8,0.8,es  ESP,FW,18-343,0.4,17,22,77.3,170,35,12,15,80.0,2,2,100.0,0,0,,0,0.1,-0.1,1,0,0,0,0,es  ESP,FW,18-343,0.4,22,19,3,2,0,5,0,1,1,0,0,0,20,2,0,4,18,0,0,0,17,0,0,2,1,es  ESP,FW,18-343,0.4,2,4.86,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,es  ESP,FW,18-343,0.4,0,0,0,0,0,0,0,,0,7,4,57.1,0,4,3,0,0,0,0,0,0,0,0,es  ESP,FW,18-343,0.4,29,0,1,8,24,4,27,1,2,50.0,1,0,23,178,131,7,3,2,2,0,35,26,74.3,2,es  ESP,FW,18-343,0.4,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0.0
25,Squad Total,,,26.5,7,77,630.0,7.0,11.0,8.0,10.0,1.0,1.0,16.0,2.0,1.57,1.14,2.71,1.43,2.57,11.3,10.5,8.4,18.9,1.61,1.2,2.81,1.5,2.7,,,26.5,7.0,11,82,35,42.7,11.71,5.0,0.12,0.29,15.4,4,1,1,11.3,10.5,0.13,-0.3,-0.5,,,26.5,7.0,4213,4810,87.6,78457,23089,1804,1944,92.8,1805,1967,91.8,537,759,70.8,8,8.4,-0.4,65,321,76,19,323,,,26.5,7.0,4810,4428,382,122,9,629,115,116,44,17,3,1,3808,435,567,963,3505,89,150,47,4213,10,47,103,73,,,26.5,7.0,141,20.14,97,18,10,3,9,4,19,2.71,15,1,1,0,2,0,,,26.5,7.0,119,89,53,48,18,47,99,47.5,52,844,312,37.0,260,383,201,106,15,1,91,72,191,133,1,,,26.5,7.0,5650,511,1545,2898,1553,219,5291,75,136,55.1,81,8,4036,19319,10635,471,117,47,110,93,4665,4213,90.3,323,,,26.5,7.0,16,2,1,81,112,11,116,72,89,1,0,0,548,107,88,54.9
26,Opponent Total,,,27.5,7,77,630.0,7.0,7.0,6.0,7.0,0.0,0.0,20.0,0.0,1.0,0.86,1.86,1.0,1.86,7.2,7.2,5.3,12.5,1.03,0.75,1.78,1.03,1.78,,,27.5,7.0,7,65,22,33.8,9.29,3.14,0.11,0.32,17.3,2,0,0,7.2,7.2,0.12,-0.2,-0.2,,,27.5,7.0,1615,2206,73.2,32832,13492,641,729,87.9,634,781,81.2,295,562,52.5,6,5.3,0.7,44,114,40,12,149,,,27.5,7.0,2206,1896,310,87,9,413,81,61,29,9,15,0,1263,351,592,586,1290,95,115,31,1615,6,55,66,91,,,27.5,7.0,103,14.71,74,3,8,7,3,8,12,1.71,8,1,2,0,1,0,,,27.5,7.0,147,95,77,47,23,54,135,40.0,81,1203,282,23.4,361,574,268,91,18,0,73,109,256,186,1,,,27.5,7.0,3028,509,1223,1269,702,107,2732,44,99,44.4,52,6,1691,8518,4505,164,55,18,90,72,2030,1615,79.6,149,,,27.5,7.0,20,0,0,120,78,7,61,109,95,0,1,0,463,88,107,45.1
